Org. nr.,Navn ER,Navn GD,Overordnet enhet ER,Overordnet enhet GD,Antall ansatte ER,Antall ansatte GD,Differanse antall ansatte,Dataset ER,Sektorkode ER,Sektor ER,Aktivitet ER,Forretningsadresse - Kommune ER,Postadresse - Kommune ER,Organisasjonsform ER,NACE 1 ER,NACE 1 - Bransje ER,NACE 2 ER,NACE 2 - Bransje ER,NACE 3 ER,NACE 3 - Bransje ER,Organisasjonsform - Kode ER,Beliggenhetsadresse - Kommune ER,firfirmaid GD,Bedriftsstatus GD,Organisasjonsform GD,konsernopporgnr GD,Navn på overliggende enhet GD,Orgnr til toppenhet GD,Fylkesnavn GD,fylkesnavn GD,kommune_id GD,Kommunenummer GD,kommunenavn GD,Kommunenavn GD,Intervallkode antall ansatte GD,Omsetning i hele tusen GD,Driftsresultat i hele tusen GD,Dato for etablering GD,Sektorkode fra SSB GD,Privat eller offentlig GD,NACE-kategori (Første siffer) GD,Nacetittel1 GD,Bransjegruppe 1 GD,NACE-kategori (To første siffer) GD,NACE-kategori (Tre første siffer) GD,NACE-kategori (Fire første siffer) GD,NACE-kode (numerisk) GD,Y (UTM33) GD,X (UTM33) GD,load_date GD,Lon GD,Lat GD,Kode GD
811801402,Hjuksebø montessoriskole sa,Hjuksebø Montessoriskole Sa,911759500,911759500,22.0,22.0,0.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,85.201,Ordinær grunnskoleundervisning,,,,,BEDR,Notodden,15243487.0,9.0,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4005.0,4005.0,Notodden,NOTODDEN,20-24,0.0,0.0,2013-03-07,,,8.0,Ordinær grunnskoleundervisning,Undervisning,85.0,85.2,85.2,85.201,6610350.35,179490.6200000001,2025-12-05 03:21:50,"9,333096588551388","59,50849331717871",85201.0
812226452,Kragerøsnekkeren AS,Kragerøsnekkeren AS,912155277,912155277,15.0,15.0,0.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,41.0,Oppføring av bygninger,,,,,BEDR,Kragerø,15284990.0,9.0,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4014.0,4014.0,Kragerø,KRAGERØ,15-19,0.0,0.0,2013-05-04,,,4.0,Oppføring av bygninger,Bygge- og anleggsvirksomhet,41.0,41.0,41.0,41.0,6538765.51,178074.36000000034,2025-12-05 03:21:50,"9,413924361871551","58,867661388120275",41000.0
812317652,Hydrogenpro asa,Hydrogenpro ASA,912305198,912305198,32.0,32.0,0.0,Underenhet,,,,,Porsgrunn,Underenhet til næringsdrivende og offentlig forvaltning,27.9,Produksjon av annet elektrisk utstyr,,,,,BEDR,Porsgrunn,15297088.0,9.0,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4001.0,4001.0,Porsgrunn,PORSGRUNN,30-39,0.0,0.0,2013-08-02,,,2.0,Produksjon av annet elektrisk utstyr,Industri,27.0,27.9,27.9,27.9,6565951.210000001,192711.59999999963,2025-12-05 03:21:50,"9,628776075916596","59,121448228088056",27900.0
812403842,Norner research AS,Norner Research AS,912372200,912372200,77.0,77.0,0.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,72.1,Forskning og eksperimentell utvikling innenfor naturvitenskap og teknikk,,,,,BEDR,Porsgrunn,15305646.0,9.0,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4001.0,4001.0,Porsgrunn,PORSGRUNN,75-99,0.0,0.0,2013-08-26,,,7.0,Forskning og eksperimentell utvikling innenfor naturvitenskap og teknikk,"Faglig, vitenskapelig og teknisk tjenesteyting",72.0,72.1,72.1,72.1,6567451.039999999,192720.00999999972,2025-12-05 03:21:50,"9,62681666874323","59,13486428020302",72100.0
812476602,Jakobsen marine AS,Jakobsen Marine AS,912417387,912417387,5.0,5.0,0.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,52.1,Lagring,,,,,BEDR,Skien,15312946.0,9.0,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003.0,4003.0,Skien,SKIEN,5-9,0.0,0.0,2013-06-24,,,5.0,Lagring,Transport og lagring,52.0,52.1,52.1,52.1,6570385.140000001,193970.99000000025,2025-12-05 03:21:50,"9,644472634518216","59,16200000154373",52100.0
812751352,Rema 1000 sannidal,Rema 1000 Sannidal,890268382,890268382,17.0,17.0,0.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Kragerø,15337742.0,1.0,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4014.0,4014.0,Kragerø,KRAGERØ,15-19,0.0,0.0,2013-10-01,,,4.0,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,Varehandel,47.0,47.1,47.11,47.11,6542524.18,170853.16999999993,2025-12-05 03:21:50,"9,283776173665212","58,89578601714683",47110.0
813285592,Notodden bok & blueshus avd kino,Notodden Bok & Blueshus,974640708,974640708,21.0,21.0,0.0,Underenhet,,,,,Notodden,Underenhet til næringsdrivende og offentlig forvaltning,59.14,Filmfremvisning,,,,,BEDR,Notodden,15389860.0,1.0,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4005.0,4005.0,Notodden,NOTODDEN,20-24,0.0,0.0,2013-12-01,,,5.0,Filmfremvisning,"Utgivelse, kringkasting, innholdsproduksjon og distribusjonsvirksomhet",59.0,59.1,59.14,59.14,6616030.91,175494.75999999978,2025-12-05 03:21:50,"9,254195612713518","59,55617617923826",59140.0
813608782,Roar aas maskin AS,Roar Aas Maskin AS,934409019,934409019,5.0,5.0,0.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,43.12,Grunnarbeid,,,,,BEDR,Notodden,15420810.0,9.0,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4005.0,4005.0,Notodden,NOTODDEN,5-9,0.0,0.0,2012-01-01,,,4.0,Grunnarbeid,Bygge- og anleggsvirksomhet,43.0,43.1,43.12,43.12,6634736.25,178365.8799999999,2025-12-05 03:21:50,"9,276258658135372","59,72552749703425",43120.0
814020002,Scandinavian certification AS,Scandinavian Certification AS,913938003,913938003,6.0,6.0,0.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,71.2,Teknisk prøving og analyse,,,,,BEDR,Porsgrunn,15458595.0,9.0,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4001.0,4001.0,Porsgrunn,PORSGRUNN,5-9,0.0,0.0,2014-04-14,,,7.0,Teknisk prøving og analyse,"Faglig, vitenskapelig og teknisk tjenesteyting",71.0,71.2,71.2,71.2,6567908.210000001,194502.6900000004,2025-12-05 03:21:50,"9,657193302204492","59,14023517196126",71200.0
814026302,Bf entreprenør AS,BF Entreprenør AS,914013364,914013364,6.0,6.0,0.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,41.0,Oppføring av bygninger,,,,,BEDR,Notodden,15458613.0,9.0,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4005.0,4005.0,Notodden,NOTODDEN,5-9,0.0,0.0,2014-07-22,,,4.0,Oppføring av bygninger,Bygge- og anleggsvirksomhet,41.0,41.0,41.0,41.0,6615695.109999999,176829.75,2025-12-05 03:21:50,"9,278206889189152","59,554208379431415",41000.0
814277712,Byggmakker handel as avd rjukan,Byggmakker Handel AS,980656616,980656616,15.0,15.0,0.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,46.83,"Engroshandel med tømmer, trelast, byggevarer og sanitærutstyr",,,,,BEDR,Tinn,15481872.0,1.0,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4026.0,4026.0,Tinn,TINN,15-19,0.0,0.0,2014-10-09,,,4.0,"Engroshandel med tømmer, trelast, byggevarer og sanitærutstyr",Varehandel,46.0,46.8,46.83,46.83,6655029.27,145676.16000000015,2025-12-05 03:21:50,"8,664036281084671","59,8800908473654",46830.0
814403572,Pcc Norway AS,PCC Norway AS,914365627,914365627,6.0,6.0,0.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,23.52,Produksjon av kalk og gips,,,,,BEDR,Skien,15493669.0,9.0,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003.0,4003.0,Skien,SKIEN,5-9,0.0,0.0,2014-10-07,,,2.0,Produksjon av kalk og gips,Industri,23.0,23.5,23.52,23.52,6575767.08,190016.6299999999,2025-12-05 03:21:50,"9,567976574955894","59,20725096914703",23520.0
814844862,Barmen sag AS,Barmen Sag AS,914805813,914805813,29.0,29.0,0.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,46.83,"Engroshandel med tømmer, trelast, byggevarer og sanitærutstyr",,,,,BEDR,Kragerø,15532962.0,9.0,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4014.0,4014.0,Kragerø,KRAGERØ,25-29,0.0,0.0,2015-01-02,,,4.0,"Engroshandel med tømmer, trelast, byggevarer og sanitærutstyr",Varehandel,46.0,46.8,46.83,46.83,6539824.279999999,175327.66000000015,2025-12-05 03:21:50,"9,36498529288735","58,875060038578525",46830.0
814986012,Vela as avd stathelle,Vela AS,942052111,942052111,5.0,5.0,0.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,46.64,Engroshandel med maskiner og utstyr ellers,,,,,BEDR,Bamble,15545127.0,1.0,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4012.0,4012.0,Bamble,BAMBLE,5-9,0.0,0.0,1987-02-07,,,4.0,Engroshandel med maskiner og utstyr ellers,Varehandel,46.0,46.6,46.64,46.64,6554933.49,196692.9100000001,2025-12-05 03:21:50,"9,71323298570307","59,02577952892051",46640.0
815270932,Skien kommune dagaktiviteter psykisk helse,Skien Kommune Dagaktiviteter Psykisk Helse,986433007,986433007,7.0,7.0,0.0,Underenhet,,,,,Skien,Underenhet til næringsdrivende og offentlig forvaltning,88.102,Dagaktivitetstilbud tilpasset målgrupper,,,,,BEDR,Skien,15571531.0,1.0,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003.0,4003.0,Skien,SKIEN,5-9,0.0,0.0,2015-04-01,,,8.0,Dagaktivitetstilbud tilpasset målgrupper,Helse- og sosialtjenester,88.0,88.1,88.1,88.102,6576301.0,192231.08000000007,2025-12-05 03:21:50,"9,605826839482972","59,21363596640821",88102.0
815333012,Autobudget AS,Autobudget AS,915327346,915327346,10.0,10.0,0.0,Underenhet,,,,,Skien,Underenhet til næringsdrivende og offentlig forvaltning,47.81,Detaljhandel med motorvogner,,,,,BEDR,Skien,15578927.0,9.0,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003.0,4003.0,Skien,SKIEN,10-14,0.0,0.0,2015-04-13,,,4.0,Detaljhandel med motorvogner,Varehandel,47.0,47.8,47.81,47.81,6572193.18,192192.0700000003,2025-12-05 03:21:50,"9,610950353022814","59,176881220752925",47810.0
815520092,Porsgrunn kommune blåveiskroken bofellesskap,Porsgrunn Kommune Blåveiskroken Bofellesskap,939991034,939991034,56.0,56.0,0.0,Underenhet,,,,,Porsgrunn,Underenhet til næringsdrivende og offentlig forvaltning,87.106,"Helse- og omsorgstjenester i bofelleskap, samlokaliserte omsorgsboliger og lignende",,,,,BEDR,Porsgrunn,15595405.0,1.0,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4001.0,4001.0,Porsgrunn,PORSGRUNN,50-74,0.0,0.0,2008-01-01,,,8.0,"Helse- og omsorgstjenester i bofelleskap, samlokaliserte omsorgsboliger og lignende",Helse- og sosialtjenester,87.0,87.1,87.1,87.106,6563483.0600000005,196316.7999999998,2025-12-05 03:21:50,"9,694899150075162","59,101964109422",87106.0
815794192,Cylinder tech as.,Cylinder Tech As.,915671691,915671691,6.0,6.0,0.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,71.2,Teknisk prøving og analyse,,,,,BEDR,Skien,15620940.0,9.0,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003.0,4003.0,Skien,SKIEN,5-9,0.0,0.0,2015-06-29,,,7.0,Teknisk prøving og analyse,"Faglig, vitenskapelig og teknisk tjenesteyting",71.0,71.2,71.2,71.2,6569260.5,193055.3200000003,2025-12-05 03:21:50,"9,630109988761337","59,15128463734836",71200.0
815958152,Kongsbergregionen ikt-drift,Kongsbergregionen Ikt-Drift,915958109,915958109,27.0,27.0,0.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,84.11,Generell offentlig administrasjon,,,,,BEDR,Notodden,15635746.0,9.0,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4005.0,4005.0,Notodden,NOTODDEN,25-29,0.0,0.0,2015-06-01,,,8.0,Generell offentlig administrasjon,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",84.0,84.1,84.11,84.11,6616432.390000001,175892.78000000026,2025-12-05 03:21:50,"9,260589610355247","59,560071645661175",84110.0
816146712,Nessco as avd Porsgrunn,Nessco AS,954354563,954354563,6.0,6.0,0.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,46.64,Engroshandel med maskiner og utstyr ellers,,,,,BEDR,Porsgrunn,15653060.0,1.0,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4001.0,4001.0,Porsgrunn,PORSGRUNN,5-9,0.0,0.0,2014-01-01,,,4.0,Engroshandel med maskiner og utstyr ellers,Varehandel,46.0,46.6,46.64,46.64,6565151.039999999,193857.1399999997,2025-12-05 03:21:50,"9,649816727225893","59,11511861857109",46640.0
816369762,Porsgrunn kommune psykisk helsetjeneste og rusomsorg avd raschebakken dagsenter,Porsgrunn Kommune Psykisk Helsetjeneste og Rusomsorg,939991034,939991034,17.0,17.0,0.0,Underenhet,,,,,Porsgrunn,Underenhet til næringsdrivende og offentlig forvaltning,88.102,Dagaktivitetstilbud tilpasset målgrupper,,,,,BEDR,Porsgrunn,15674084.0,1.0,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4001.0,4001.0,Porsgrunn,PORSGRUNN,15-19,0.0,0.0,2015-12-01,,,8.0,Dagaktivitetstilbud tilpasset målgrupper,Helse- og sosialtjenester,88.0,88.1,88.1,88.102,6567446.65,193706.91999999995,2025-12-05 03:21:50,"9,643992806977058","59,13553630155333",88102.0
816568552,Nr1utleie AS,Nr1Utleie AS,916536143,916536143,6.0,6.0,0.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,77.21,Utleie og leasing av sports- og fritidsutstyr,,,,,BEDR,Bamble,15692171.0,9.0,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4012.0,4012.0,Bamble,BAMBLE,5-9,0.0,0.0,2015-12-18,,,7.0,Utleie og leasing av sports- og fritidsutstyr,Forretningsmessig tjenesteyting,77.0,77.2,77.21,77.21,6546712.83,184145.6399999997,2025-12-05 03:21:50,"9,50741536104787","58,943208049646344",77210.0
816587972,Adapt arkitekter AS,Adapt Arkitekter AS,916555865,916555865,6.0,6.0,0.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,71.11,Arkitektvirksomhet,,,,,BEDR,Skien,15693731.0,9.0,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003.0,4003.0,Skien,SKIEN,5-9,0.0,0.0,2016-01-13,,,7.0,Arkitektvirksomhet,"Faglig, vitenskapelig og teknisk tjenesteyting",71.0,71.1,71.11,71.11,6571625.9,193383.83999999985,2025-12-05 03:21:50,"9,632506723006465","59,17267070637923",71110.0
816963192,Sjøgløtt omsorgssenter AS,Sjøgløtt Omsorgssenter AS,916914857,916914857,53.0,53.0,0.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,87.991,Tjenester i barneverninstitusjoner,,,,,BEDR,Kragerø,15728394.0,9.0,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4014.0,4014.0,Kragerø,KRAGERØ,50-74,0.0,0.0,2016-02-11,,,8.0,Tjenester i barneverninstitusjoner,Helse- og sosialtjenester,87.0,87.9,87.99,87.991,6542712.07,175519.01999999955,2025-12-05 03:21:50,"9,36407698283311","58,901013788970495",87991.0
817067182,Frelsesarmeens seksjon for oppvekst avd fosterhjem region sør,Frelsesarmeens Seksjon for Oppvekst,938498318,938498318,6.0,6.0,0.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,87.991,Tjenester i barneverninstitusjoner,,,,,BEDR,Porsgrunn,15735872.0,1.0,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4001.0,4001.0,Porsgrunn,PORSGRUNN,5-9,0.0,0.0,2016-04-01,,,8.0,Tjenester i barneverninstitusjoner,Helse- og sosialtjenester,87.0,87.9,87.99,87.991,6567600.960000001,192895.5,2025-12-05 03:21:50,"9,629659268440147","59,136331360462584",87991.0
817334792,Vi integrerer AS,Vi Integrerer AS,917273472,917273472,5.0,5.0,0.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,88.996,Andre sosialtjenester uten botilbud ellers,,,,,BEDR,Notodden,15760504.0,9.0,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4005.0,4005.0,Notodden,NOTODDEN,5-9,0.0,0.0,2016-05-18,,,8.0,Andre sosialtjenester uten botilbud ellers,Helse- og sosialtjenester,88.0,88.9,88.99,88.996,6616336.130000001,175724.59999999963,2025-12-05 03:21:50,"9,257775703841125","59,559081337463546",88996.0
817575412,Porsgrunn komune jupiter ring bofellesskap,Porsgrunn Komune Jupiter Ring Bofellesskap,939991034,939991034,26.0,26.0,0.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,87.999,Andre botilbud innenfor sosiale tjenester ikke nevnt annet sted,,,,,BEDR,Porsgrunn,15782162.0,1.0,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4001.0,4001.0,Porsgrunn,PORSGRUNN,25-29,0.0,0.0,2016-08-01,,,8.0,Andre botilbud innenfor sosiale tjenester ikke nevnt annet sted,Helse- og sosialtjenester,87.0,87.9,87.99,87.999,6562498.050000001,195379.6200000001,2025-12-05 03:21:50,"9,679976925867688","59,09248759474164",87999.0
817981372,Iform Porsgrunn AS,Iform Porsgrunn AS,917913595,917913595,17.0,17.0,0.0,Underenhet,,,,,Bamble,Underenhet til næringsdrivende og offentlig forvaltning,93.13,Treningssentervirksomhet,,,,,BEDR,Porsgrunn,15818850.0,9.0,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4001.0,4001.0,Porsgrunn,PORSGRUNN,15-19,0.0,0.0,2016-11-01,,,9.0,Treningssentervirksomhet,"Kulturell virksomhet, idrett og fritidsaktiviteter",93.0,93.1,93.13,93.13,6565209.279999999,194016.79000000004,2025-12-05 03:21:50,"9,652511374733246","59,11575406399887",93130.0
818012772,Fossing storsmolt AS,Fossing Storsmolt AS,887850852,887850852,6.0,6.0,0.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,3.212,Produksjon av yngel og settefisk i sjø og brakkvann,,,,,BEDR,Kragerø,15822001.0,9.0,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4014.0,4014.0,Kragerø,KRAGERØ,5-9,0.0,0.0,2016-10-12,,,3.0,Produksjon av yngel og settefisk i sjø og brakkvann,"Jordbruk, skogbruk og fiske",32.0,32.1,32.12,3.212,6546381.59,181577.21,2025-12-05 03:21:50,"9,46346700336605","58,93834818606838",3212.0
818079192,Midt-Telemark skog AS,Midt-Telemark Skog AS,818028172,818028172,5.0,5.0,0.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,2.4,Tjenester tilknyttet skogbruk,,,,,BEDR,Midt-Telemark,15828400.0,9.0,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4020.0,4020.0,Midt-Telemark,MIDT-TELEMARK,5-9,0.0,0.0,2016-10-24,,,2.0,Tjenester tilknyttet skogbruk,"Jordbruk, skogbruk og fiske",24.0,24.0,24.0,2.4,6595023.390000001,169572.75,2025-12-05 03:21:50,"9,182408537667031","59,363874541356815",2400.0
818187912,Vinje motorsenter AS,Vinje Motorsenter AS,918120238,918120238,12.0,12.0,0.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,46.61,Engroshandel med maskiner og utstyr til jordbruk og skogbruk,,,,,BEDR,Vinje,15837650.0,9.0,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4036.0,4036.0,Vinje,VINJE,10-14,0.0,0.0,2016-11-10,,,4.0,Engroshandel med maskiner og utstyr til jordbruk og skogbruk,Varehandel,46.0,46.6,46.61,46.61,6638691.279999999,95755.75999999978,2025-12-05 03:21:50,"7,81062508448025","59,688786556074845",46610.0
818983522,Andersen bil og bilskade AS,Andersen Bil og Bilskade AS,999641199,999641199,5.0,5.0,0.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,95.31,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,Notodden,15910078.0,9.0,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4005.0,4005.0,Notodden,NOTODDEN,5-9,0.0,0.0,2017-03-15,,,9.0,Reparasjon og vedlikehold av motorvogner,Annen tjenesteyting,95.0,95.3,95.31,95.31,6617627.93,173540.2999999998,2025-12-05 03:21:50,"9,21733883106949","59,5689248687547",95310.0
819070172,Burger king avd 5509 stathelle,Burger King,914852625,914852625,15.0,15.0,0.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,56.11,Drift av restauranter,,,,,BEDR,Bamble,15917633.0,1.0,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4012.0,4012.0,Bamble,BAMBLE,15-19,0.0,0.0,2017-05-31,,,5.0,Drift av restauranter,Overnattings- og serveringsvirksomhet,56.0,56.1,56.11,56.11,6557259.380000001,195753.8700000001,2025-12-05 03:21:50,"9,693733347313582","59,04591065447809",56110.0
819734542,Borgestadgrillen AS,Borgestadgrillen AS,919635495,919635495,5.0,5.0,0.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,56.11,Drift av restauranter,,,,,BEDR,Skien,15976825.0,9.0,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003.0,4003.0,Skien,SKIEN,5-9,0.0,0.0,2017-08-09,,,5.0,Drift av restauranter,Overnattings- og serveringsvirksomhet,56.0,56.1,56.11,56.11,6571260.449999999,194385.7000000002,2025-12-05 03:21:50,"9,650468037690183","59,17012466491655",56110.0
819860092,Skien kommune bo- og livsmestring,Skien Kommune Bo- og Livsmestring,986433007,986433007,24.0,24.0,0.0,Underenhet,,,,,Skien,Underenhet til næringsdrivende og offentlig forvaltning,88.101,Praktisk bistand i hjemmet,,,,,BEDR,Skien,15988729.0,1.0,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003.0,4003.0,Skien,SKIEN,20-24,0.0,0.0,2017-11-07,,,8.0,Praktisk bistand i hjemmet,Helse- og sosialtjenester,88.0,88.1,88.1,88.101,6575996.94,192292.09999999963,2025-12-05 03:21:50,"9,607320788072274","59,21096174387964",88101.0
819940142,Frier byggservice AS,Frier Byggservice AS,919910666,919910666,12.0,12.0,0.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,41.0,Oppføring av bygninger,,,,,BEDR,Bamble,15995520.0,9.0,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4012.0,4012.0,Bamble,BAMBLE,10-14,0.0,0.0,2017-11-15,,,4.0,Oppføring av bygninger,Bygge- og anleggsvirksomhet,41.0,41.0,41.0,41.0,6557319.880000001,195891.33999999985,2025-12-05 03:21:50,"9,69603544872856","59,04654954171517",41000.0
820013832,Norconsult Norge as ad Seljord,Norconsult Norge AS Ad Seljord,962392687,962392687,6.0,6.0,0.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,71.121,Byggeteknisk konsulentvirksomhet,,,,,BEDR,Seljord,16002447.0,1.0,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4022.0,4022.0,Seljord,SELJORD,5-9,0.0,0.0,2017-12-01,,,7.0,Byggeteknisk konsulentvirksomhet,"Faglig, vitenskapelig og teknisk tjenesteyting",71.0,71.1,71.12,71.121,6611413.84,139750.08000000007,2025-12-05 03:21:50,"8,633409289948347","59,485760597129634",71121.0
820060032,Lekeplaneten Porsgrunn AS,Lekeplaneten Porsgrunn AS,920047270,920047270,5.0,5.0,0.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.64,Detaljhandel med spill og leker,,,,,BEDR,Porsgrunn,16007169.0,9.0,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4001.0,4001.0,Porsgrunn,PORSGRUNN,5-9,0.0,0.0,2017-12-12,,,4.0,Detaljhandel med spill og leker,Varehandel,47.0,47.6,47.64,47.64,6568062.01,193431.7000000002,2025-12-05 03:21:50,"9,638342010212266","59,140840201998785",47640.0
820129172,Sparebanken Norge avd Skien,Sparebanken Norge,832554332,832554332,5.0,5.0,0.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,64.19,Banker og kredittforetak,,,,,BEDR,Skien,16008667.0,1.0,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003.0,4003.0,Skien,SKIEN,5-9,0.0,0.0,2017-12-01,,,6.0,Banker og kredittforetak,Finansiell tjenesteyting,64.0,64.1,64.19,64.19,6575904.44,192080.6900000004,2025-12-05 03:21:50,"9,603765653678742","59,20998141339624",64190.0
820171322,"Norli herkules, Skien","Norli Herkules, Skien",913820509,913820509,8.0,8.0,0.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.61,Detaljhandel med bøker,,,,,BEDR,Skien,16017644.0,1.0,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003.0,4003.0,Skien,SKIEN,5-9,0.0,0.0,2017-12-30,,,4.0,Detaljhandel med bøker,Varehandel,47.0,47.6,47.61,47.61,6574386.83,191928.8099999996,2025-12-05 03:21:50,"9,603264800989635","59,19630297274006",47610.0
820539052,Herøya legesenter AS,Herøya Legesenter AS,920505856,920505856,6.0,6.0,0.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,86.21,Allmennlegetjenester,,,,,BEDR,Porsgrunn,16072320.0,9.0,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4001.0,4001.0,Porsgrunn,PORSGRUNN,5-9,0.0,0.0,2018-02-16,,,8.0,Allmennlegetjenester,Helse- og sosialtjenester,86.0,86.2,86.21,86.21,6564079.51,194428.5700000003,2025-12-05 03:21:50,"9,661247079466548","59,1059477942719",86210.0
