Kommune,År,Sektor,Utslippskilde,Utslipp
Skien,2016,Bruk av produkter med fluorgasser,Bruk av SF6,649.87
Skien,2016,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Skien,2016,Jordbruk,Gjødselhåndtering,0.0
Skien,2016,Jordbruk,Jordbruksarealer,4697.28
Skien,2016,Luftfart,Innenriks luftfart,0.15
Skien,2016,Luftfart,Innenriks luftfart,0.0
Skien,2016,Luftfart,Utenriks luftfart,0.0
Skien,2016,Oppvarming,Annet,1.26
Skien,2016,Oppvarming,Fossil olje,2.82
Skien,2016,Oppvarming,Fyringsparafin,0.54
Skien,2016,Oppvarming,LPG,0.42
Skien,2016,Sjøfart,*Estimat sjøfart,0.0
Skien,2016,Sjøfart,Andre offshorefartøy,0.0
Skien,2016,Sjøfart,Andre servicefartøy,31.29
Skien,2016,Sjøfart,Fiskefartøy,0.0
Skien,2016,Sjøfart,Kjemikalie-/produkttanker,2.41
Skien,2016,Sjøfart,Tørrbulk,5.53
Skien,2016,Veitrafikk,Varebiler,16.26
Skien,2017,Annen mobil forbrenning,Andre næringer  ,37.21
Skien,2017,Annen mobil forbrenning,Bygg og anlegg  ,83.62
Skien,2017,Annen mobil forbrenning,Jordbruk  ,1290.21
Skien,2017,Annen mobil forbrenning,Snøscooter,0.54
Skien,2017,Annen mobil forbrenning,Tjenester tilknyttet transport  ,2.23
Skien,2017,Avfall og avløp,Avløp,220.19
Skien,2017,Avfall og avløp,Biologisk behandling av avfall,0.0
Skien,2017,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Skien,2017,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,295.31
Skien,2017,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,183.61
Skien,2017,"Industri, olje og gass","Industri, olje og gass",0.0
Skien,2017,Jordbruk,Fordøyelsesprosesser husdyr,0.0
Skien,2017,Jordbruk,Gjødselhåndtering,1102.06
Skien,2017,Jordbruk,Jordbruksarealer,15.91
Skien,2017,Luftfart,Utenriks luftfart,0.0
Skien,2017,Oppvarming,Bioenergi,0.0
Skien,2017,Oppvarming,Bioenergi,0.57
Skien,2017,Oppvarming,Fossil olje,4.32
Skien,2017,Oppvarming,Fyringsparafin,118.6
Skien,2017,Oppvarming,LPG,1.75
Skien,2017,Oppvarming,Naturgass,21.89
Skien,2017,Oppvarming,Vedfyring,102.04
Skien,2017,Sjøfart,Offshore,2.77
Skien,2017,Sjøfart,Passasjer,0.18
Skien,2017,Sjøfart,Stykkgods,567.97
Skien,2017,Veitrafikk,Busser,3039.91
Skien,2017,Veitrafikk,Personbiler,35658.29
Skien,2017,Veitrafikk,Tunge kjøretøy,10710.63
Skien,2017,Veitrafikk,Varebiler,7669.33
Skien,2017,Veitrafikk,Varebiler,81.82
Skien,2018,Annen mobil forbrenning,Andre næringer  ,25.9
Skien,2018,Annen mobil forbrenning,Behandling av avfall  ,773.89
Skien,2018,Annen mobil forbrenning,Bygg og anlegg  ,10.21
Skien,2018,Annen mobil forbrenning,Jordbruk  ,14.82
Skien,2018,Annen mobil forbrenning,Skogbruk  ,4.13
Skien,2018,Annen mobil forbrenning,Snøscooter,22.49
Skien,2018,Annen mobil forbrenning,Tjenester tilknyttet transport  ,1889.11
Skien,2018,Avfall og avløp,Avløp,1253.23
Skien,2018,Avfall og avløp,Biologisk behandling av avfall,15.8
Skien,2018,Bruk av produkter med fluorgasser,Bruk av HFK,7001.51
Skien,2018,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Skien,2018,"Industri, olje og gass","Industri, olje og gass",0.0
Skien,2018,Jordbruk,Fordøyelsesprosesser husdyr,11472.97
Skien,2018,Jordbruk,Gjødselhåndtering,1489.63
Skien,2018,Jordbruk,Jordbruksarealer,295.36
Skien,2018,Luftfart,Innenriks luftfart,0.0
Skien,2018,Oppvarming,Annet,0.07
Skien,2018,Oppvarming,Fossil olje,673.85
Skien,2018,Oppvarming,Fyringsparafin,0.15
Skien,2018,Oppvarming,Naturgass,4891.35
Skien,2018,Oppvarming,Vedfyring,2873.65
Skien,2018,Sjøfart,Andre aktiviteter,0.04
Skien,2018,Sjøfart,Container/RoRo,0.0
Skien,2018,Sjøfart,Cruise,0.0
Skien,2018,Sjøfart,Oljetanker,0.0
Skien,2018,Veitrafikk,Tunge kjøretøy,124.08
Skien,2019,Annen mobil forbrenning,Bygg og anlegg  ,6081.76
Skien,2019,Annen mobil forbrenning,Jordbruk  ,2.08
Skien,2019,Annen mobil forbrenning,Skogbruk  ,0.59
Skien,2019,Annen mobil forbrenning,Snøscooter,123.47
Skien,2019,Annen mobil forbrenning,Tjenester tilknyttet transport  ,19.83
Skien,2019,Avfall og avløp,Avfallsdeponigass,23325.33
Skien,2019,Avfall og avløp,Biologisk behandling av avfall,28.06
Skien,2019,Bruk av produkter med fluorgasser,Bruk av SF6,715.69
Skien,2019,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,58.37
Skien,2019,"Industri, olje og gass","Industri, olje og gass",0.0
Skien,2019,Jordbruk,Gjødselhåndtering,0.0
Skien,2019,Jordbruk,Jordbruksarealer,4896.21
Skien,2019,Luftfart,Innenriks luftfart,0.47
Skien,2019,Luftfart,Innenriks luftfart,0.0
Skien,2019,Luftfart,Utenriks luftfart,0.0
Skien,2019,Oppvarming,Annet,2.22
Skien,2019,Oppvarming,Fossil olje,0.99
Skien,2019,Oppvarming,Fyringsparafin,0.12
Skien,2019,Oppvarming,LPG,737.57
Skien,2019,Oppvarming,Naturgass,2.78
Skien,2019,Sjøfart,Fiskefartøy,0.85
Skien,2019,Veitrafikk,Tunge kjøretøy,0.62
Skien,2019,Veitrafikk,Varebiler,23.9
Skien,2020,Annen mobil forbrenning,Andre næringer  ,63.41
Skien,2020,Annen mobil forbrenning,Behandling av avfall  ,1.14
Skien,2020,Annen mobil forbrenning,Bygg og anlegg  ,59.98
Skien,2020,Annen mobil forbrenning,Snøscooter,0.66
Skien,2020,Annen mobil forbrenning,Tjenester tilknyttet transport  ,4.19
Skien,2020,Avfall og avløp,Avløp,0.0
Skien,2020,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Skien,2020,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,36.76
Skien,2020,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,193.84
Skien,2020,"Industri, olje og gass","Industri, olje og gass",0.0
Skien,2020,Jordbruk,Fordøyelsesprosesser husdyr,0.0
Skien,2020,Jordbruk,Gjødselhåndtering,1405.36
Skien,2020,Jordbruk,Jordbruksarealer,15.42
Skien,2020,Luftfart,Utenriks luftfart,0.0
Skien,2020,Oppvarming,Bioenergi,0.0
Skien,2020,Oppvarming,Fossil olje,0.09
Skien,2020,Oppvarming,Naturgass,9.55
Skien,2020,Oppvarming,Vedfyring,67.61
Skien,2020,Sjøfart,Gasstankskip,30.13
Skien,2020,Sjøfart,Offshore,0.0
Skien,2020,Sjøfart,Stykkgods,777.33
Skien,2020,Veitrafikk,Busser,3010.4
Skien,2020,Veitrafikk,Personbiler,30473.4
Skien,2020,Veitrafikk,Tunge kjøretøy,11626.25
Skien,2020,Veitrafikk,Varebiler,7554.59
Skien,2020,Veitrafikk,Varebiler,99.28
Skien,2021,Annen mobil forbrenning,Andre næringer  ,28.55
Skien,2021,Annen mobil forbrenning,Behandling av avfall  ,885.43
Skien,2021,Annen mobil forbrenning,Bygg og anlegg  ,8.5
Skien,2021,Annen mobil forbrenning,Jordbruk  ,15.59
Skien,2021,Annen mobil forbrenning,Skogbruk  ,593.17
Skien,2021,Annen mobil forbrenning,Snøscooter,21.86
Skien,2021,Avfall og avløp,Biologisk behandling av avfall,0.0
Skien,2021,Avfall og avløp,Biologisk behandling av avfall,16.2
Skien,2021,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Skien,2021,"Industri, olje og gass","Industri, olje og gass",44.38
Skien,2021,Jordbruk,Gjødselhåndtering,1334.13
Skien,2021,Jordbruk,Jordbruksarealer,472.5
Skien,2021,Luftfart,Innenriks luftfart,0.0
Skien,2021,Oppvarming,Annet,367.95
Skien,2021,Oppvarming,Fossil olje,83.43
Skien,2021,Oppvarming,Fyringsparafin,0.06
Skien,2021,Oppvarming,Naturgass,2557.38
Skien,2021,Oppvarming,Vedfyring,2166.82
Skien,2021,Sjøfart,Cruise,0.0
Skien,2021,Sjøfart,Havbruk,0.0
Skien,2021,Sjøfart,Oljetanker,0.01
Skien,2021,Veitrafikk,Busser,46.13
Skien,2021,Veitrafikk,Personbiler,294.26
Skien,2021,Veitrafikk,Tunge kjøretøy,156.48
Skien,2022,Annen mobil forbrenning,Behandling av avfall  ,9.17
Skien,2022,Annen mobil forbrenning,Bygg og anlegg  ,5024.62
Skien,2022,Annen mobil forbrenning,Jordbruk  ,2.13
Skien,2022,Annen mobil forbrenning,Snøscooter,116.19
Skien,2022,Annen mobil forbrenning,Tjenester tilknyttet transport  ,2498.14
Skien,2022,Annen mobil forbrenning,Tjenester tilknyttet transport  ,29.01
Skien,2022,Bruk av produkter med fluorgasser,Bruk av SF6,603.74
Skien,2022,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,62.6
Skien,2022,"Industri, olje og gass","Industri, olje og gass",0.19
Skien,2022,Jordbruk,Gjødselhåndtering,0.0
Skien,2022,Jordbruk,Jordbruksarealer,6033.37
Skien,2022,Luftfart,Innenriks luftfart,0.0
Skien,2022,Luftfart,Utenriks luftfart,0.46
Skien,2022,Luftfart,Utenriks luftfart,0.0
Skien,2022,Oppvarming,Bioenergi,12.12
Skien,2022,Oppvarming,Fossil olje,0.09
Skien,2022,Oppvarming,Fyringsparafin,0.0
Skien,2022,Oppvarming,LPG,921.7
Skien,2022,Oppvarming,Naturgass,1.65
Skien,2022,Sjøfart,Fiskefartøy,0.0
Skien,2022,Veitrafikk,Busser,0.21
Skien,2022,Veitrafikk,Personbiler,110.25
Skien,2022,Veitrafikk,Tunge kjøretøy,0.89
Skien,2022,Veitrafikk,Varebiler,28.05
Skien,2023,Annen mobil forbrenning,Andre næringer  ,1831.76
Skien,2023,Annen mobil forbrenning,Behandling av avfall  ,0.92
Skien,2023,Annen mobil forbrenning,Bygg og anlegg  ,53.37
Skien,2023,Annen mobil forbrenning,Snøscooter,0.62
Skien,2023,Avfall og avløp,Avløp,0.0
Skien,2023,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,364.46
Skien,2023,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,237.96
Skien,2023,"Industri, olje og gass","Industri, olje og gass",0.25
Skien,2023,Jordbruk,Fordøyelsesprosesser husdyr,0.0
Skien,2023,Jordbruk,Gjødselhåndtering,1352.14
Skien,2023,Jordbruk,Jordbruksarealer,9.73
Skien,2023,Oppvarming,Bioenergi,0.0
Skien,2023,Oppvarming,Fossil olje,0.3
Skien,2023,Oppvarming,LPG,0.52
Skien,2023,Oppvarming,Naturgass,5.09
Skien,2023,Oppvarming,Vedfyring,88.46
Skien,2023,Sjøfart,*Estimat sjøfart,0.0
Skien,2023,Sjøfart,Andre offshorefartøy,0.0
Skien,2023,Sjøfart,Andre servicefartøy,121.9
Skien,2023,Sjøfart,Gasstankskip,13.61
Skien,2023,Sjøfart,Kjemikalie-/produkttanker,34.04
Skien,2023,Sjøfart,Stykkgods,825.12
Skien,2023,Sjøfart,Tørrbulk,74.73
Skien,2023,Veitrafikk,Busser,3164.19
Skien,2023,Veitrafikk,Personbiler,24473.28
Skien,2023,Veitrafikk,Tunge kjøretøy,11694.37
Skien,2023,Veitrafikk,Varebiler,117.39
Skien,2024,Annen mobil forbrenning,Behandling av avfall  ,532.05
Skien,2024,Annen mobil forbrenning,Bygg og anlegg  ,7.45
Skien,2024,Annen mobil forbrenning,Jordbruk  ,1232.05
Skien,2024,Annen mobil forbrenning,Skogbruk  ,272.38
Skien,2024,Annen mobil forbrenning,Snøscooter,20.17
Skien,2024,Avfall og avløp,Avløp,213.36
Skien,2024,Avfall og avløp,Biologisk behandling av avfall,0.0
Skien,2024,Jordbruk,Fordøyelsesprosesser husdyr,0.0
Skien,2024,Jordbruk,Gjødselhåndtering,1554.05
Skien,2024,Luftfart,Innenriks luftfart,0.0
Skien,2024,Oppvarming,Annet,266.2
Skien,2024,Oppvarming,Bioenergi,0.42
Skien,2024,Oppvarming,Fyringsparafin,0.0
Skien,2024,Oppvarming,LPG,1.89
Skien,2024,Oppvarming,Vedfyring,2659.18
Skien,2024,Sjøfart,Cruise,0.0
Skien,2024,Sjøfart,Havbruk,0.0
Skien,2024,Sjøfart,Oljetanker,0.0
Skien,2024,Sjøfart,Passasjer,196.01
Skien,2024,Veitrafikk,Busser,49.83
Skien,2024,Veitrafikk,Personbiler,261.45
Skien,2024,Veitrafikk,Tunge kjøretøy,154.89
Notodden,2009,Annen mobil forbrenning,Andre næringer  ,13.64
Notodden,2009,Annen mobil forbrenning,Behandling av avfall  ,0.78
Notodden,2009,Annen mobil forbrenning,Jordbruk  ,6.94
Notodden,2009,Annen mobil forbrenning,Skogbruk  ,3.82
Notodden,2009,Annen mobil forbrenning,Tjenester tilknyttet transport  ,274.09
Notodden,2009,Avfall og avløp,Avløp,536.19
Notodden,2009,Avfall og avløp,Biologisk behandling av avfall,36.09
Notodden,2009,Bruk av produkter med fluorgasser,Bruk av HFK,1653.65
Notodden,2009,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Notodden,2009,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,0.0
Notodden,2009,"Industri, olje og gass","Industri, olje og gass",0.0
Notodden,2009,"Industri, olje og gass","Industri, olje og gass",0.0
Notodden,2009,Jordbruk,Fordøyelsesprosesser husdyr,3205.16
Notodden,2009,Jordbruk,Jordbruksarealer,118.81
Notodden,2009,Luftfart,Utenriks luftfart,0.16
Notodden,2009,Oppvarming,Annet,0.0
Notodden,2009,Oppvarming,Bioenergi,2.62
Notodden,2009,Oppvarming,Fossil olje,971.43
Notodden,2009,Oppvarming,Fyringsparafin,3.61
Notodden,2009,Oppvarming,LPG,116.75
Notodden,2009,Oppvarming,Naturgass,0.0
Notodden,2009,Oppvarming,Naturgass,0.0
Notodden,2009,Sjøfart,Andre aktiviteter,0.0
Notodden,2009,Sjøfart,Container/RoRo,0.0
Notodden,2009,Veitrafikk,Busser,0.43
Notodden,2009,Veitrafikk,Personbiler,48.09
Notodden,2009,Veitrafikk,Tunge kjøretøy,1.27
Notodden,2009,Veitrafikk,Varebiler,5.14
Notodden,2011,Annen mobil forbrenning,Andre næringer  ,16.55
Notodden,2011,Annen mobil forbrenning,Jordbruk  ,666.22
Notodden,2011,Annen mobil forbrenning,Skogbruk  ,552.97
Notodden,2011,Annen mobil forbrenning,Tjenester tilknyttet transport  ,0.63
Notodden,2011,Avfall og avløp,Avløp,97.45
Notodden,2011,Avfall og avløp,Biologisk behandling av avfall,0.0
Notodden,2011,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Notodden,2011,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,3233.43
Notodden,2011,Jordbruk,Fordøyelsesprosesser husdyr,0.0
Notodden,2011,Luftfart,Utenriks luftfart,0.0
Notodden,2011,Oppvarming,Annet,131.69
Notodden,2011,Oppvarming,Bioenergi,0.15
Notodden,2011,Oppvarming,Fyringsparafin,1364.29
Notodden,2011,Oppvarming,LPG,0.44
Notodden,2011,Oppvarming,Vedfyring,56.04
Notodden,2011,Sjøfart,Havbruk,0.0
Notodden,2011,Sjøfart,Offshore,0.0
Notodden,2011,Sjøfart,Passasjer,0.0
Notodden,2011,Sjøfart,Stykkgods,0.0
Notodden,2011,Veitrafikk,Busser,3.34
Notodden,2011,Veitrafikk,Personbiler,91.15
Notodden,2011,Veitrafikk,Tunge kjøretøy,7236.85
Notodden,2011,Veitrafikk,Varebiler,25.0
Notodden,2013,Annen mobil forbrenning,Andre næringer  ,2016.94
Notodden,2013,Annen mobil forbrenning,Bygg og anlegg  ,2056.83
Notodden,2013,Annen mobil forbrenning,Jordbruk  ,0.98
Notodden,2013,Annen mobil forbrenning,Skogbruk  ,0.8
Notodden,2013,Annen mobil forbrenning,Snøscooter,119.42
Notodden,2013,Annen mobil forbrenning,Tjenester tilknyttet transport  ,3.7
Notodden,2013,Avfall og avløp,Avfallsdeponigass,6170.66
Notodden,2013,Avfall og avløp,Biologisk behandling av avfall,557.73
Notodden,2013,Bruk av produkter med fluorgasser,Bruk av SF6,140.88
Notodden,2013,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Notodden,2013,Jordbruk,Gjødselhåndtering,0.0
Notodden,2013,Jordbruk,Jordbruksarealer,1923.3
Notodden,2013,Luftfart,Innenriks luftfart,139.11
Notodden,2013,Luftfart,Innenriks luftfart,1.0
Notodden,2013,Luftfart,Utenriks luftfart,0.0
Notodden,2013,Oppvarming,Annet,0.11
Notodden,2013,Oppvarming,Fossil olje,0.58
Notodden,2013,Oppvarming,Fyringsparafin,1.36
Notodden,2013,Oppvarming,LPG,0.1
Notodden,2013,Sjøfart,*Estimat sjøfart,0.0
Notodden,2013,Sjøfart,Andre offshorefartøy,0.0
Notodden,2013,Sjøfart,Andre servicefartøy,0.0
Notodden,2013,Sjøfart,Fiskefartøy,0.0
Notodden,2013,Sjøfart,Kjemikalie-/produkttanker,0.0
Notodden,2013,Sjøfart,Tørrbulk,0.0
Notodden,2013,Veitrafikk,Varebiler,4057.8
Notodden,2015,Annen mobil forbrenning,Andre næringer  ,9.14
Notodden,2015,Annen mobil forbrenning,Behandling av avfall  ,176.69
Notodden,2015,Annen mobil forbrenning,Bygg og anlegg  ,1.6
Notodden,2015,Annen mobil forbrenning,Jordbruk  ,7.13
Notodden,2015,Annen mobil forbrenning,Skogbruk  ,3.55
Notodden,2015,Annen mobil forbrenning,Snøscooter,24.47
Notodden,2015,Avfall og avløp,Avløp,531.35
Notodden,2015,Avfall og avløp,Biologisk behandling av avfall,87.87
Notodden,2015,Bruk av produkter med fluorgasser,Bruk av HFK,2098.64
Notodden,2015,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Notodden,2015,"Industri, olje og gass","Industri, olje og gass",0.0
Notodden,2015,Jordbruk,Fordøyelsesprosesser husdyr,3596.16
Notodden,2015,Jordbruk,Gjødselhåndtering,372.82
Notodden,2015,Jordbruk,Jordbruksarealer,120.39
Notodden,2015,Luftfart,Innenriks luftfart,0.19
Notodden,2015,Oppvarming,Annet,0.01
Notodden,2015,Oppvarming,Fossil olje,65.46
Notodden,2015,Oppvarming,Fyringsparafin,0.06
Notodden,2015,Oppvarming,Naturgass,0.0
Notodden,2015,Oppvarming,Vedfyring,1296.72
Notodden,2015,Sjøfart,Andre aktiviteter,0.0
Notodden,2015,Sjøfart,Container/RoRo,0.0
Notodden,2015,Sjøfart,Cruise,0.0
Notodden,2015,Sjøfart,Oljetanker,0.0
Notodden,2015,Veitrafikk,Tunge kjøretøy,61.03
Notodden,2015,Veitrafikk,Varebiler,6.09
Notodden,2016,Annen mobil forbrenning,Bygg og anlegg  ,1163.3
Notodden,2016,Annen mobil forbrenning,Jordbruk  ,0.98
Notodden,2016,Annen mobil forbrenning,Skogbruk  ,0.4
Notodden,2016,Annen mobil forbrenning,Snøscooter,130.2
Notodden,2016,Annen mobil forbrenning,Tjenester tilknyttet transport  ,4.02
Notodden,2016,Avfall og avløp,Avfallsdeponigass,4967.46
Notodden,2016,Avfall og avløp,Biologisk behandling av avfall,274.45
Notodden,2016,Bruk av produkter med fluorgasser,Bruk av SF6,153.18
Notodden,2016,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,16.28
Notodden,2016,"Industri, olje og gass","Industri, olje og gass",0.0
Notodden,2016,Jordbruk,Gjødselhåndtering,0.0
Notodden,2016,Jordbruk,Jordbruksarealer,2006.46
Notodden,2016,Luftfart,Innenriks luftfart,38.9
Notodden,2016,Luftfart,Innenriks luftfart,0.28
Notodden,2016,Luftfart,Utenriks luftfart,0.01
Notodden,2016,Oppvarming,Annet,0.07
Notodden,2016,Oppvarming,Fossil olje,0.09
Notodden,2016,Oppvarming,Fyringsparafin,0.16
Notodden,2016,Oppvarming,LPG,285.74
Notodden,2016,Oppvarming,Naturgass,0.0
Notodden,2016,Sjøfart,Fiskefartøy,0.0
Notodden,2016,Veitrafikk,Tunge kjøretøy,0.72
Notodden,2017,Annen mobil forbrenning,Andre næringer  ,9.52
Notodden,2017,Annen mobil forbrenning,Behandling av avfall  ,0.22
Notodden,2017,Annen mobil forbrenning,Bygg og anlegg  ,14.58
Notodden,2017,Annen mobil forbrenning,Snøscooter,0.63
Notodden,2017,Annen mobil forbrenning,Tjenester tilknyttet transport  ,0.41
Notodden,2017,Avfall og avløp,Avløp,0.0
Notodden,2017,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Notodden,2017,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Notodden,2017,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,0.0
Notodden,2017,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,70.08
Notodden,2017,"Industri, olje og gass","Industri, olje og gass",0.64
Notodden,2017,Jordbruk,Fordøyelsesprosesser husdyr,0.0
Notodden,2017,Jordbruk,Gjødselhåndtering,405.3
Notodden,2017,Jordbruk,Jordbruksarealer,8.73
Notodden,2017,Luftfart,Utenriks luftfart,0.0
Notodden,2017,Oppvarming,Bioenergi,0.0
Notodden,2017,Oppvarming,Fossil olje,0.32
Notodden,2017,Oppvarming,Naturgass,0.0
Notodden,2017,Oppvarming,Vedfyring,37.87
Notodden,2017,Sjøfart,Gasstankskip,0.0
Notodden,2017,Sjøfart,Offshore,0.0
Notodden,2017,Sjøfart,Stykkgods,0.0
Notodden,2017,Veitrafikk,Busser,1094.83
Notodden,2017,Veitrafikk,Personbiler,11170.73
Notodden,2017,Veitrafikk,Tunge kjøretøy,7138.09
Notodden,2017,Veitrafikk,Varebiler,35.57
Notodden,2018,Annen mobil forbrenning,Andre næringer  ,8.25
Notodden,2018,Annen mobil forbrenning,Behandling av avfall  ,135.59
Notodden,2018,Annen mobil forbrenning,Bygg og anlegg  ,3.47
Notodden,2018,Annen mobil forbrenning,Jordbruk  ,7.23
Notodden,2018,Annen mobil forbrenning,Skogbruk  ,376.07
Notodden,2018,Annen mobil forbrenning,Snøscooter,24.42
Notodden,2018,Avfall og avløp,Biologisk behandling av avfall,0.0
Notodden,2018,Avfall og avløp,Biologisk behandling av avfall,82.64
Notodden,2018,"Industri, olje og gass","Industri, olje og gass",193.37
Notodden,2018,Jordbruk,Gjødselhåndtering,418.17
Notodden,2018,Jordbruk,Jordbruksarealer,144.2
Notodden,2018,Luftfart,Innenriks luftfart,0.08
Notodden,2018,Oppvarming,Annet,91.88
Notodden,2018,Oppvarming,Fossil olje,54.76
Notodden,2018,Oppvarming,Fyringsparafin,0.06
Notodden,2018,Oppvarming,Naturgass,0.0
Notodden,2018,Oppvarming,Vedfyring,1191.93
Notodden,2018,Sjøfart,Cruise,0.0
Notodden,2018,Sjøfart,Havbruk,0.0
Notodden,2018,Sjøfart,Oljetanker,0.0
Notodden,2018,Veitrafikk,Busser,8.04
Notodden,2018,Veitrafikk,Personbiler,117.01
Notodden,2018,Veitrafikk,Tunge kjøretøy,87.02
Notodden,2018,Veitrafikk,Varebiler,10.26
Notodden,2019,Annen mobil forbrenning,Behandling av avfall  ,1.48
Notodden,2019,Annen mobil forbrenning,Bygg og anlegg  ,1607.08
Notodden,2019,Annen mobil forbrenning,Jordbruk  ,1.01
Notodden,2019,Annen mobil forbrenning,Snøscooter,129.35
Notodden,2019,Annen mobil forbrenning,Tjenester tilknyttet transport  ,287.66
Notodden,2019,Annen mobil forbrenning,Tjenester tilknyttet transport  ,3.34
Notodden,2019,Bruk av produkter med fluorgasser,Bruk av SF6,166.1
Notodden,2019,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,19.29
Notodden,2019,"Industri, olje og gass","Industri, olje og gass",0.54
Notodden,2019,Jordbruk,Fordøyelsesprosesser husdyr,3414.6
Notodden,2019,Jordbruk,Gjødselhåndtering,0.0
Notodden,2019,Jordbruk,Jordbruksarealer,1985.64
Notodden,2019,Luftfart,Utenriks luftfart,0.94
Notodden,2019,Oppvarming,Bioenergi,2.51
Notodden,2019,Oppvarming,Fossil olje,0.09
Notodden,2019,Oppvarming,Fyringsparafin,0.02
Notodden,2019,Oppvarming,LPG,203.63
Notodden,2019,Oppvarming,Naturgass,0.0
Notodden,2019,Sjøfart,Fiskefartøy,0.0
Notodden,2019,Veitrafikk,Busser,0.14
Notodden,2019,Veitrafikk,Personbiler,45.26
Notodden,2019,Veitrafikk,Tunge kjøretøy,0.37
Notodden,2020,Annen mobil forbrenning,Andre næringer  ,1672.52
Notodden,2020,Annen mobil forbrenning,Behandling av avfall  ,0.2
Notodden,2020,Annen mobil forbrenning,Bygg og anlegg  ,12.15
Notodden,2020,Annen mobil forbrenning,Snøscooter,0.8
Notodden,2020,Avfall og avløp,Avfallsdeponigass,4036.67
Notodden,2020,Avfall og avløp,Avløp,0.0
Notodden,2020,Energiforsyning,Elektrisitetsproduksjon og annen energiforsyning,0.0
Notodden,2020,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,0.0
Notodden,2020,Energiforsyning,Fjernvarme unntatt avfallsforbrenning,157.75
Notodden,2020,"Industri, olje og gass","Industri, olje og gass",1.18
Notodden,2020,Jordbruk,Fordøyelsesprosesser husdyr,0.0
Notodden,2020,Jordbruk,Gjødselhåndtering,447.75
Notodden,2020,Jordbruk,Jordbruksarealer,9.65
Notodden,2020,Oppvarming,Bioenergi,0.0
Notodden,2020,Oppvarming,Fossil olje,0.01
Notodden,2020,Oppvarming,LPG,0.07
Notodden,2020,Oppvarming,Naturgass,0.0
Notodden,2020,Oppvarming,Vedfyring,26.93
Notodden,2020,Sjøfart,*Estimat sjøfart,0.0
Notodden,2020,Sjøfart,Andre offshorefartøy,0.0
Notodden,2020,Sjøfart,Andre servicefartøy,0.0
Notodden,2020,Sjøfart,Gasstankskip,0.0
Notodden,2020,Sjøfart,Kjemikalie-/produkttanker,0.0
Notodden,2020,Sjøfart,Stykkgods,0.0
Notodden,2020,Sjøfart,Tørrbulk,0.0
Notodden,2020,Veitrafikk,Busser,928.88
Notodden,2020,Veitrafikk,Personbiler,9819.04
Notodden,2020,Veitrafikk,Tunge kjøretøy,7674.65
Notodden,2020,Veitrafikk,Varebiler,3525.62
Notodden,2020,Veitrafikk,Varebiler,44.47
Notodden,2021,Annen mobil forbrenning,Behandling av avfall  ,172.45
Notodden,2021,Annen mobil forbrenning,Bygg og anlegg  ,1.72
Notodden,2021,Annen mobil forbrenning,Jordbruk  ,712.48
Notodden,2021,Annen mobil forbrenning,Skogbruk  ,469.19
Notodden,2021,Annen mobil forbrenning,Snøscooter,26.3
Notodden,2021,Avfall og avløp,Avløp,112.73
Notodden,2021,Avfall og avløp,Biologisk behandling av avfall,0.0
Notodden,2021,Jordbruk,Fordøyelsesprosesser husdyr,0.0
Notodden,2021,Jordbruk,Gjødselhåndtering,421.35
Notodden,2021,Luftfart,Innenriks luftfart,0.01
Notodden,2021,Oppvarming,Annet,86.7
Notodden,2021,Oppvarming,Bioenergi,0.15
