Nivå;Geografisk enhet;Yrke utlyst stilling;Antall utlyste stillinger;Yrkespraksis;Antall søkere;Dato
Fylker;Akershus;Helse, pleie og omsorg;751.0;Akademiske yrker;372.0;2025-08-01
Fylker;Akershus;Helse, pleie og omsorg;751.0;Barne- og ungdomsarbeid;771.0;2025-08-01
Fylker;Akershus;Helse, pleie og omsorg;751.0;Butikk- og salgsarbeid;1339.0;2025-08-01
Fylker;Akershus;Helse, pleie og omsorg;751.0;Bygg og anlegg;1473.0;2025-08-01
Fylker;Akershus;Helse, pleie og omsorg;751.0;Helse, pleie og omsorg;871.0;2025-08-01
Fylker;Akershus;Helse, pleie og omsorg;751.0;Industriarbeid;720.0;2025-08-01
Fylker;Akershus;Helse, pleie og omsorg;751.0;Ingen yrkesbakgrunn eller uoppgitt;1588.0;2025-08-01
Fylker;Akershus;Helse, pleie og omsorg;751.0;Ingeniør- og ikt-fag;913.0;2025-08-01
Fylker;Akershus;Helse, pleie og omsorg;751.0;Jordbruk, skogbruk og fiske;91.0;2025-08-01
Fylker;Akershus;Helse, pleie og omsorg;751.0;Kontorarbeid;1377.0;2025-08-01
Fylker;Akershus;Helse, pleie og omsorg;751.0;Ledere;800.0;2025-08-01
Fylker;Akershus;Helse, pleie og omsorg;751.0;Meglere og konsulenter;539.0;2025-08-01
Fylker;Akershus;Helse, pleie og omsorg;751.0;Reiseliv og transport;1184.0;2025-08-01
Fylker;Akershus;Helse, pleie og omsorg;751.0;Serviceyrker og annet arbeid;1422.0;2025-08-01
Fylker;Akershus;Helse, pleie og omsorg;751.0;Undervisning;448.0;2025-08-01
Fylker;Akershus;Industriarbeid;156.0;Akademiske yrker;372.0;2025-08-01
Fylker;Akershus;Industriarbeid;156.0;Barne- og ungdomsarbeid;771.0;2025-08-01
Fylker;Akershus;Industriarbeid;156.0;Butikk- og salgsarbeid;1339.0;2025-08-01
Fylker;Akershus;Industriarbeid;156.0;Bygg og anlegg;1473.0;2025-08-01
Fylker;Akershus;Industriarbeid;156.0;Helse, pleie og omsorg;871.0;2025-08-01
Fylker;Akershus;Industriarbeid;156.0;Industriarbeid;720.0;2025-08-01
Fylker;Akershus;Industriarbeid;156.0;Ingen yrkesbakgrunn eller uoppgitt;1588.0;2025-08-01
Fylker;Akershus;Industriarbeid;156.0;Ingeniør- og ikt-fag;913.0;2025-08-01
Fylker;Akershus;Industriarbeid;156.0;Jordbruk, skogbruk og fiske;91.0;2025-08-01
Fylker;Akershus;Industriarbeid;156.0;Kontorarbeid;1377.0;2025-08-01
Fylker;Akershus;Industriarbeid;156.0;Ledere;800.0;2025-08-01
Fylker;Akershus;Industriarbeid;156.0;Meglere og konsulenter;539.0;2025-08-01
Fylker;Akershus;Industriarbeid;156.0;Reiseliv og transport;1184.0;2025-08-01
Fylker;Akershus;Industriarbeid;156.0;Serviceyrker og annet arbeid;1422.0;2025-08-01
Fylker;Akershus;Industriarbeid;156.0;Undervisning;448.0;2025-08-01
Fylker;Akershus;Ingen yrkesbakgrunn eller uoppgitt;1.0;Akademiske yrker;372.0;2025-08-01
Fylker;Akershus;Ingen yrkesbakgrunn eller uoppgitt;1.0;Barne- og ungdomsarbeid;771.0;2025-08-01
Fylker;Akershus;Ingen yrkesbakgrunn eller uoppgitt;1.0;Butikk- og salgsarbeid;1339.0;2025-08-01
Fylker;Akershus;Ingen yrkesbakgrunn eller uoppgitt;1.0;Bygg og anlegg;1473.0;2025-08-01
Fylker;Akershus;Ingen yrkesbakgrunn eller uoppgitt;1.0;Helse, pleie og omsorg;871.0;2025-08-01
Fylker;Akershus;Ingen yrkesbakgrunn eller uoppgitt;1.0;Industriarbeid;720.0;2025-08-01
Fylker;Akershus;Ingen yrkesbakgrunn eller uoppgitt;1.0;Ingen yrkesbakgrunn eller uoppgitt;1588.0;2025-08-01
Fylker;Akershus;Ingen yrkesbakgrunn eller uoppgitt;1.0;Ingeniør- og ikt-fag;913.0;2025-08-01
Fylker;Akershus;Ingen yrkesbakgrunn eller uoppgitt;1.0;Jordbruk, skogbruk og fiske;91.0;2025-08-01
Fylker;Akershus;Ingen yrkesbakgrunn eller uoppgitt;1.0;Kontorarbeid;1377.0;2025-08-01
Fylker;Akershus;Ingen yrkesbakgrunn eller uoppgitt;1.0;Ledere;800.0;2025-08-01
Fylker;Akershus;Ingen yrkesbakgrunn eller uoppgitt;1.0;Meglere og konsulenter;539.0;2025-08-01
Fylker;Akershus;Ingen yrkesbakgrunn eller uoppgitt;1.0;Reiseliv og transport;1184.0;2025-08-01
Fylker;Akershus;Ingen yrkesbakgrunn eller uoppgitt;1.0;Serviceyrker og annet arbeid;1422.0;2025-08-01
Fylker;Akershus;Ingen yrkesbakgrunn eller uoppgitt;1.0;Undervisning;448.0;2025-08-01
Fylker;Akershus;Ingeniør- og ikt-fag;192.0;Akademiske yrker;372.0;2025-08-01
Fylker;Akershus;Ingeniør- og ikt-fag;192.0;Barne- og ungdomsarbeid;771.0;2025-08-01
Fylker;Akershus;Ingeniør- og ikt-fag;192.0;Butikk- og salgsarbeid;1339.0;2025-08-01
Fylker;Akershus;Ingeniør- og ikt-fag;192.0;Bygg og anlegg;1473.0;2025-08-01
Fylker;Akershus;Ingeniør- og ikt-fag;192.0;Helse, pleie og omsorg;871.0;2025-08-01
Fylker;Akershus;Ingeniør- og ikt-fag;192.0;Industriarbeid;720.0;2025-08-01
Fylker;Akershus;Ingeniør- og ikt-fag;192.0;Ingen yrkesbakgrunn eller uoppgitt;1588.0;2025-08-01
Fylker;Akershus;Ingeniør- og ikt-fag;192.0;Ingeniør- og ikt-fag;913.0;2025-08-01
Fylker;Akershus;Ingeniør- og ikt-fag;192.0;Jordbruk, skogbruk og fiske;91.0;2025-08-01
Fylker;Akershus;Ingeniør- og ikt-fag;192.0;Kontorarbeid;1377.0;2025-08-01
Fylker;Akershus;Ingeniør- og ikt-fag;192.0;Ledere;800.0;2025-08-01
Fylker;Akershus;Ingeniør- og ikt-fag;192.0;Meglere og konsulenter;539.0;2025-08-01
Fylker;Akershus;Ingeniør- og ikt-fag;192.0;Reiseliv og transport;1184.0;2025-08-01
Fylker;Akershus;Ingeniør- og ikt-fag;192.0;Serviceyrker og annet arbeid;1422.0;2025-08-01
Fylker;Akershus;Ingeniør- og ikt-fag;192.0;Undervisning;448.0;2025-08-01
Fylker;Akershus;Jordbruk, skogbruk og fiske;8.0;Akademiske yrker;372.0;2025-08-01
Fylker;Akershus;Jordbruk, skogbruk og fiske;8.0;Barne- og ungdomsarbeid;771.0;2025-08-01
Fylker;Akershus;Jordbruk, skogbruk og fiske;8.0;Butikk- og salgsarbeid;1339.0;2025-08-01
Fylker;Akershus;Jordbruk, skogbruk og fiske;8.0;Bygg og anlegg;1473.0;2025-08-01
Fylker;Akershus;Jordbruk, skogbruk og fiske;8.0;Helse, pleie og omsorg;871.0;2025-08-01
Fylker;Akershus;Jordbruk, skogbruk og fiske;8.0;Industriarbeid;720.0;2025-08-01
Fylker;Akershus;Jordbruk, skogbruk og fiske;8.0;Ingen yrkesbakgrunn eller uoppgitt;1588.0;2025-08-01
Fylker;Akershus;Jordbruk, skogbruk og fiske;8.0;Ingeniør- og ikt-fag;913.0;2025-08-01
Fylker;Akershus;Jordbruk, skogbruk og fiske;8.0;Jordbruk, skogbruk og fiske;91.0;2025-08-01
Fylker;Akershus;Jordbruk, skogbruk og fiske;8.0;Kontorarbeid;1377.0;2025-08-01
Fylker;Akershus;Jordbruk, skogbruk og fiske;8.0;Ledere;800.0;2025-08-01
Fylker;Akershus;Jordbruk, skogbruk og fiske;8.0;Meglere og konsulenter;539.0;2025-08-01
Fylker;Akershus;Jordbruk, skogbruk og fiske;8.0;Reiseliv og transport;1184.0;2025-08-01
Fylker;Akershus;Jordbruk, skogbruk og fiske;8.0;Serviceyrker og annet arbeid;1422.0;2025-08-01
Fylker;Akershus;Jordbruk, skogbruk og fiske;8.0;Undervisning;448.0;2025-08-01
Fylker;Akershus;Kontorarbeid;301.0;Akademiske yrker;372.0;2025-08-01
Fylker;Akershus;Kontorarbeid;301.0;Barne- og ungdomsarbeid;771.0;2025-08-01
Fylker;Akershus;Kontorarbeid;301.0;Butikk- og salgsarbeid;1339.0;2025-08-01
Fylker;Akershus;Kontorarbeid;301.0;Bygg og anlegg;1473.0;2025-08-01
Fylker;Akershus;Kontorarbeid;301.0;Helse, pleie og omsorg;871.0;2025-08-01
Fylker;Akershus;Kontorarbeid;301.0;Industriarbeid;720.0;2025-08-01
Fylker;Akershus;Kontorarbeid;301.0;Ingen yrkesbakgrunn eller uoppgitt;1588.0;2025-08-01
Fylker;Akershus;Kontorarbeid;301.0;Ingeniør- og ikt-fag;913.0;2025-08-01
Fylker;Akershus;Kontorarbeid;301.0;Jordbruk, skogbruk og fiske;91.0;2025-08-01
Fylker;Akershus;Kontorarbeid;301.0;Kontorarbeid;1377.0;2025-08-01
Fylker;Akershus;Kontorarbeid;301.0;Ledere;800.0;2025-08-01
Fylker;Akershus;Kontorarbeid;301.0;Meglere og konsulenter;539.0;2025-08-01
Fylker;Akershus;Kontorarbeid;301.0;Reiseliv og transport;1184.0;2025-08-01
Fylker;Akershus;Kontorarbeid;301.0;Serviceyrker og annet arbeid;1422.0;2025-08-01
Fylker;Akershus;Kontorarbeid;301.0;Undervisning;448.0;2025-08-01
Fylker;Akershus;Ledere;79.0;Akademiske yrker;372.0;2025-08-01
Fylker;Akershus;Ledere;79.0;Barne- og ungdomsarbeid;771.0;2025-08-01
Fylker;Akershus;Ledere;79.0;Butikk- og salgsarbeid;1339.0;2025-08-01
Fylker;Akershus;Ledere;79.0;Bygg og anlegg;1473.0;2025-08-01
Fylker;Akershus;Ledere;79.0;Helse, pleie og omsorg;871.0;2025-08-01
Fylker;Akershus;Ledere;79.0;Industriarbeid;720.0;2025-08-01
Fylker;Akershus;Ledere;79.0;Ingen yrkesbakgrunn eller uoppgitt;1588.0;2025-08-01
Fylker;Akershus;Ledere;79.0;Ingeniør- og ikt-fag;913.0;2025-08-01
Fylker;Akershus;Ledere;79.0;Jordbruk, skogbruk og fiske;91.0;2025-08-01
Fylker;Akershus;Ledere;79.0;Kontorarbeid;1377.0;2025-08-01
Fylker;Akershus;Ledere;79.0;Ledere;800.0;2025-08-01
Fylker;Akershus;Ledere;79.0;Meglere og konsulenter;539.0;2025-08-01
Fylker;Akershus;Ledere;79.0;Reiseliv og transport;1184.0;2025-08-01
Fylker;Akershus;Ledere;79.0;Serviceyrker og annet arbeid;1422.0;2025-08-01
Fylker;Akershus;Ledere;79.0;Undervisning;448.0;2025-08-01
Fylker;Akershus;Meglere og konsulenter;0.0;Akademiske yrker;372.0;2025-08-01
Fylker;Akershus;Meglere og konsulenter;73.0;Akademiske yrker;372.0;2025-08-01
Fylker;Akershus;Meglere og konsulenter;0.0;Barne- og ungdomsarbeid;771.0;2025-08-01
Fylker;Akershus;Meglere og konsulenter;73.0;Barne- og ungdomsarbeid;771.0;2025-08-01
Fylker;Akershus;Meglere og konsulenter;0.0;Butikk- og salgsarbeid;1339.0;2025-08-01
Fylker;Akershus;Meglere og konsulenter;73.0;Butikk- og salgsarbeid;1339.0;2025-08-01
Fylker;Akershus;Meglere og konsulenter;0.0;Bygg og anlegg;1473.0;2025-08-01
Fylker;Akershus;Meglere og konsulenter;73.0;Bygg og anlegg;1473.0;2025-08-01
Fylker;Akershus;Meglere og konsulenter;0.0;Helse, pleie og omsorg;871.0;2025-08-01
Fylker;Akershus;Meglere og konsulenter;73.0;Helse, pleie og omsorg;871.0;2025-08-01
Fylker;Akershus;Meglere og konsulenter;0.0;Industriarbeid;720.0;2025-08-01
Fylker;Akershus;Meglere og konsulenter;73.0;Industriarbeid;720.0;2025-08-01
Fylker;Akershus;Meglere og konsulenter;0.0;Ingen yrkesbakgrunn eller uoppgitt;1588.0;2025-08-01
Fylker;Akershus;Meglere og konsulenter;73.0;Ingen yrkesbakgrunn eller uoppgitt;1588.0;2025-08-01
Fylker;Akershus;Meglere og konsulenter;0.0;Ingeniør- og ikt-fag;913.0;2025-08-01
Fylker;Akershus;Meglere og konsulenter;73.0;Ingeniør- og ikt-fag;913.0;2025-08-01
Fylker;Akershus;Meglere og konsulenter;0.0;Jordbruk, skogbruk og fiske;91.0;2025-08-01
Fylker;Akershus;Meglere og konsulenter;73.0;Jordbruk, skogbruk og fiske;91.0;2025-08-01
Fylker;Akershus;Meglere og konsulenter;0.0;Kontorarbeid;1377.0;2025-08-01
Fylker;Akershus;Meglere og konsulenter;73.0;Kontorarbeid;1377.0;2025-08-01
Fylker;Akershus;Meglere og konsulenter;0.0;Ledere;800.0;2025-08-01
Fylker;Akershus;Meglere og konsulenter;73.0;Ledere;800.0;2025-08-01
Fylker;Akershus;Meglere og konsulenter;0.0;Meglere og konsulenter;539.0;2025-08-01
Fylker;Akershus;Meglere og konsulenter;73.0;Meglere og konsulenter;539.0;2025-08-01
Fylker;Akershus;Meglere og konsulenter;0.0;Reiseliv og transport;1184.0;2025-08-01
Fylker;Akershus;Meglere og konsulenter;73.0;Reiseliv og transport;1184.0;2025-08-01
Fylker;Akershus;Meglere og konsulenter;0.0;Serviceyrker og annet arbeid;1422.0;2025-08-01
Fylker;Akershus;Meglere og konsulenter;73.0;Serviceyrker og annet arbeid;1422.0;2025-08-01
Fylker;Akershus;Meglere og konsulenter;0.0;Undervisning;448.0;2025-08-01
Fylker;Akershus;Meglere og konsulenter;73.0;Undervisning;448.0;2025-08-01
Fylker;Akershus;Reiseliv og transport;568.0;Akademiske yrker;372.0;2025-08-01
Fylker;Akershus;Reiseliv og transport;568.0;Barne- og ungdomsarbeid;771.0;2025-08-01
Fylker;Akershus;Reiseliv og transport;568.0;Butikk- og salgsarbeid;1339.0;2025-08-01
Fylker;Akershus;Reiseliv og transport;568.0;Bygg og anlegg;1473.0;2025-08-01
Fylker;Akershus;Reiseliv og transport;568.0;Helse, pleie og omsorg;871.0;2025-08-01
Fylker;Akershus;Reiseliv og transport;568.0;Industriarbeid;720.0;2025-08-01
Fylker;Akershus;Reiseliv og transport;568.0;Ingen yrkesbakgrunn eller uoppgitt;1588.0;2025-08-01
Fylker;Akershus;Reiseliv og transport;568.0;Ingeniør- og ikt-fag;913.0;2025-08-01
Fylker;Akershus;Reiseliv og transport;568.0;Jordbruk, skogbruk og fiske;91.0;2025-08-01
Fylker;Akershus;Reiseliv og transport;568.0;Kontorarbeid;1377.0;2025-08-01
Fylker;Akershus;Reiseliv og transport;568.0;Ledere;800.0;2025-08-01
Fylker;Akershus;Reiseliv og transport;568.0;Meglere og konsulenter;539.0;2025-08-01
Fylker;Akershus;Reiseliv og transport;568.0;Reiseliv og transport;1184.0;2025-08-01
Fylker;Akershus;Reiseliv og transport;568.0;Serviceyrker og annet arbeid;1422.0;2025-08-01
Fylker;Akershus;Reiseliv og transport;568.0;Undervisning;448.0;2025-08-01
Fylker;Akershus;Serviceyrker og annet arbeid;253.0;Akademiske yrker;372.0;2025-08-01
Fylker;Akershus;Serviceyrker og annet arbeid;253.0;Barne- og ungdomsarbeid;771.0;2025-08-01
Fylker;Akershus;Serviceyrker og annet arbeid;253.0;Butikk- og salgsarbeid;1339.0;2025-08-01
Fylker;Akershus;Serviceyrker og annet arbeid;253.0;Bygg og anlegg;1473.0;2025-08-01
Fylker;Akershus;Serviceyrker og annet arbeid;253.0;Helse, pleie og omsorg;871.0;2025-08-01
Fylker;Akershus;Serviceyrker og annet arbeid;253.0;Industriarbeid;720.0;2025-08-01
Fylker;Akershus;Serviceyrker og annet arbeid;253.0;Ingen yrkesbakgrunn eller uoppgitt;1588.0;2025-08-01
Fylker;Akershus;Serviceyrker og annet arbeid;253.0;Ingeniør- og ikt-fag;913.0;2025-08-01
Fylker;Akershus;Serviceyrker og annet arbeid;253.0;Jordbruk, skogbruk og fiske;91.0;2025-08-01
Fylker;Akershus;Serviceyrker og annet arbeid;253.0;Kontorarbeid;1377.0;2025-08-01
Fylker;Akershus;Serviceyrker og annet arbeid;253.0;Ledere;800.0;2025-08-01
Fylker;Akershus;Serviceyrker og annet arbeid;253.0;Meglere og konsulenter;539.0;2025-08-01
Fylker;Akershus;Serviceyrker og annet arbeid;253.0;Reiseliv og transport;1184.0;2025-08-01
Fylker;Akershus;Serviceyrker og annet arbeid;253.0;Serviceyrker og annet arbeid;1422.0;2025-08-01
Fylker;Akershus;Serviceyrker og annet arbeid;253.0;Undervisning;448.0;2025-08-01
Fylker;Akershus;Undervisning;195.0;Akademiske yrker;372.0;2025-08-01
Fylker;Akershus;Undervisning;195.0;Barne- og ungdomsarbeid;771.0;2025-08-01
Fylker;Akershus;Undervisning;195.0;Butikk- og salgsarbeid;1339.0;2025-08-01
Fylker;Akershus;Undervisning;195.0;Bygg og anlegg;1473.0;2025-08-01
Fylker;Akershus;Undervisning;195.0;Helse, pleie og omsorg;871.0;2025-08-01
Fylker;Akershus;Undervisning;195.0;Industriarbeid;720.0;2025-08-01
Fylker;Akershus;Undervisning;195.0;Ingen yrkesbakgrunn eller uoppgitt;1588.0;2025-08-01
Fylker;Akershus;Undervisning;195.0;Ingeniør- og ikt-fag;913.0;2025-08-01
Fylker;Akershus;Undervisning;195.0;Jordbruk, skogbruk og fiske;91.0;2025-08-01
Fylker;Akershus;Undervisning;195.0;Kontorarbeid;1377.0;2025-08-01
Fylker;Akershus;Undervisning;195.0;Ledere;800.0;2025-08-01
Fylker;Akershus;Undervisning;195.0;Meglere og konsulenter;539.0;2025-08-01
Fylker;Akershus;Undervisning;195.0;Reiseliv og transport;1184.0;2025-08-01
Fylker;Akershus;Undervisning;195.0;Serviceyrker og annet arbeid;1422.0;2025-08-01
Fylker;Akershus;Undervisning;195.0;Undervisning;448.0;2025-08-01
Fylker;Aust-Agder;Industriarbeid;0.0;;;2025-08-01
Fylker;Buskerud;Akademiske yrker;25.0;Akademiske yrker;83.0;2025-08-01
Fylker;Buskerud;Akademiske yrker;25.0;Barne- og ungdomsarbeid;311.0;2025-08-01
Fylker;Buskerud;Akademiske yrker;25.0;Butikk- og salgsarbeid;517.0;2025-08-01
Fylker;Buskerud;Akademiske yrker;25.0;Bygg og anlegg;639.0;2025-08-01
Fylker;Buskerud;Akademiske yrker;25.0;Helse, pleie og omsorg;358.0;2025-08-01
Fylker;Buskerud;Akademiske yrker;25.0;Industriarbeid;438.0;2025-08-01
Fylker;Buskerud;Akademiske yrker;25.0;Ingen yrkesbakgrunn eller uoppgitt;563.0;2025-08-01
Fylker;Buskerud;Akademiske yrker;25.0;Ingeniør- og ikt-fag;246.0;2025-08-01
Fylker;Buskerud;Akademiske yrker;25.0;Jordbruk, skogbruk og fiske;64.0;2025-08-01
Fylker;Buskerud;Akademiske yrker;25.0;Kontorarbeid;416.0;2025-08-01
Fylker;Buskerud;Akademiske yrker;25.0;Ledere;197.0;2025-08-01
Fylker;Buskerud;Akademiske yrker;25.0;Meglere og konsulenter;122.0;2025-08-01
Fylker;Buskerud;Akademiske yrker;25.0;Reiseliv og transport;412.0;2025-08-01
Fylker;Buskerud;Akademiske yrker;25.0;Serviceyrker og annet arbeid;469.0;2025-08-01
Fylker;Buskerud;Akademiske yrker;25.0;Undervisning;151.0;2025-08-01
Fylker;Buskerud;Barne- og ungdomsarbeid;48.0;Akademiske yrker;83.0;2025-08-01
Fylker;Buskerud;Barne- og ungdomsarbeid;48.0;Barne- og ungdomsarbeid;311.0;2025-08-01
Fylker;Buskerud;Barne- og ungdomsarbeid;48.0;Butikk- og salgsarbeid;517.0;2025-08-01
Fylker;Buskerud;Barne- og ungdomsarbeid;48.0;Bygg og anlegg;639.0;2025-08-01
Fylker;Buskerud;Barne- og ungdomsarbeid;48.0;Helse, pleie og omsorg;358.0;2025-08-01
Fylker;Buskerud;Barne- og ungdomsarbeid;48.0;Industriarbeid;438.0;2025-08-01
Fylker;Buskerud;Barne- og ungdomsarbeid;48.0;Ingen yrkesbakgrunn eller uoppgitt;563.0;2025-08-01
Fylker;Buskerud;Barne- og ungdomsarbeid;48.0;Ingeniør- og ikt-fag;246.0;2025-08-01
Fylker;Buskerud;Barne- og ungdomsarbeid;48.0;Jordbruk, skogbruk og fiske;64.0;2025-08-01
Fylker;Buskerud;Barne- og ungdomsarbeid;48.0;Kontorarbeid;416.0;2025-08-01
Fylker;Buskerud;Barne- og ungdomsarbeid;48.0;Ledere;197.0;2025-08-01
Fylker;Buskerud;Barne- og ungdomsarbeid;48.0;Meglere og konsulenter;122.0;2025-08-01
Fylker;Buskerud;Barne- og ungdomsarbeid;48.0;Reiseliv og transport;412.0;2025-08-01
Fylker;Buskerud;Barne- og ungdomsarbeid;48.0;Serviceyrker og annet arbeid;469.0;2025-08-01
Fylker;Buskerud;Barne- og ungdomsarbeid;48.0;Undervisning;151.0;2025-08-01
Fylker;Buskerud;Butikk- og salgsarbeid;192.0;Akademiske yrker;83.0;2025-08-01
Fylker;Buskerud;Butikk- og salgsarbeid;192.0;Barne- og ungdomsarbeid;311.0;2025-08-01
Fylker;Buskerud;Butikk- og salgsarbeid;192.0;Butikk- og salgsarbeid;517.0;2025-08-01
Fylker;Buskerud;Butikk- og salgsarbeid;192.0;Bygg og anlegg;639.0;2025-08-01
Fylker;Buskerud;Butikk- og salgsarbeid;192.0;Helse, pleie og omsorg;358.0;2025-08-01
Fylker;Buskerud;Butikk- og salgsarbeid;192.0;Industriarbeid;438.0;2025-08-01
Fylker;Buskerud;Butikk- og salgsarbeid;192.0;Ingen yrkesbakgrunn eller uoppgitt;563.0;2025-08-01
Fylker;Buskerud;Butikk- og salgsarbeid;192.0;Ingeniør- og ikt-fag;246.0;2025-08-01
Fylker;Buskerud;Butikk- og salgsarbeid;192.0;Jordbruk, skogbruk og fiske;64.0;2025-08-01
Fylker;Buskerud;Butikk- og salgsarbeid;192.0;Kontorarbeid;416.0;2025-08-01
Fylker;Buskerud;Butikk- og salgsarbeid;192.0;Ledere;197.0;2025-08-01
Fylker;Buskerud;Butikk- og salgsarbeid;192.0;Meglere og konsulenter;122.0;2025-08-01
Fylker;Buskerud;Butikk- og salgsarbeid;192.0;Reiseliv og transport;412.0;2025-08-01
Fylker;Buskerud;Butikk- og salgsarbeid;192.0;Serviceyrker og annet arbeid;469.0;2025-08-01
Fylker;Buskerud;Butikk- og salgsarbeid;192.0;Undervisning;151.0;2025-08-01
Fylker;Buskerud;Bygg og anlegg;73.0;Akademiske yrker;83.0;2025-08-01
Fylker;Buskerud;Bygg og anlegg;73.0;Barne- og ungdomsarbeid;311.0;2025-08-01
Fylker;Buskerud;Bygg og anlegg;73.0;Butikk- og salgsarbeid;517.0;2025-08-01
Fylker;Buskerud;Bygg og anlegg;73.0;Bygg og anlegg;639.0;2025-08-01
Fylker;Buskerud;Bygg og anlegg;73.0;Helse, pleie og omsorg;358.0;2025-08-01
Fylker;Buskerud;Bygg og anlegg;73.0;Industriarbeid;438.0;2025-08-01
Fylker;Buskerud;Bygg og anlegg;73.0;Ingen yrkesbakgrunn eller uoppgitt;563.0;2025-08-01
Fylker;Buskerud;Bygg og anlegg;73.0;Ingeniør- og ikt-fag;246.0;2025-08-01
Fylker;Buskerud;Bygg og anlegg;73.0;Jordbruk, skogbruk og fiske;64.0;2025-08-01
Fylker;Buskerud;Bygg og anlegg;73.0;Kontorarbeid;416.0;2025-08-01
Fylker;Buskerud;Bygg og anlegg;73.0;Ledere;197.0;2025-08-01
Fylker;Buskerud;Bygg og anlegg;73.0;Meglere og konsulenter;122.0;2025-08-01
Fylker;Buskerud;Bygg og anlegg;73.0;Reiseliv og transport;412.0;2025-08-01
Fylker;Buskerud;Bygg og anlegg;73.0;Serviceyrker og annet arbeid;469.0;2025-08-01
Fylker;Buskerud;Bygg og anlegg;73.0;Undervisning;151.0;2025-08-01
Fylker;Buskerud;Helse, pleie og omsorg;200.0;Akademiske yrker;83.0;2025-08-01
Fylker;Buskerud;Helse, pleie og omsorg;200.0;Barne- og ungdomsarbeid;311.0;2025-08-01
Fylker;Buskerud;Helse, pleie og omsorg;200.0;Butikk- og salgsarbeid;517.0;2025-08-01
Fylker;Buskerud;Helse, pleie og omsorg;200.0;Bygg og anlegg;639.0;2025-08-01
Fylker;Buskerud;Helse, pleie og omsorg;200.0;Helse, pleie og omsorg;358.0;2025-08-01
Fylker;Buskerud;Helse, pleie og omsorg;200.0;Industriarbeid;438.0;2025-08-01
Fylker;Buskerud;Helse, pleie og omsorg;200.0;Ingen yrkesbakgrunn eller uoppgitt;563.0;2025-08-01
Fylker;Buskerud;Helse, pleie og omsorg;200.0;Ingeniør- og ikt-fag;246.0;2025-08-01
Fylker;Buskerud;Helse, pleie og omsorg;200.0;Jordbruk, skogbruk og fiske;64.0;2025-08-01
Fylker;Buskerud;Helse, pleie og omsorg;200.0;Kontorarbeid;416.0;2025-08-01
Fylker;Buskerud;Helse, pleie og omsorg;200.0;Ledere;197.0;2025-08-01
Fylker;Buskerud;Helse, pleie og omsorg;200.0;Meglere og konsulenter;122.0;2025-08-01
Fylker;Buskerud;Helse, pleie og omsorg;200.0;Reiseliv og transport;412.0;2025-08-01
Fylker;Buskerud;Helse, pleie og omsorg;200.0;Serviceyrker og annet arbeid;469.0;2025-08-01
Fylker;Buskerud;Helse, pleie og omsorg;200.0;Undervisning;151.0;2025-08-01
Fylker;Buskerud;Industriarbeid;153.0;Akademiske yrker;83.0;2025-08-01
Fylker;Buskerud;Industriarbeid;153.0;Barne- og ungdomsarbeid;311.0;2025-08-01
Fylker;Buskerud;Industriarbeid;153.0;Butikk- og salgsarbeid;517.0;2025-08-01
Fylker;Buskerud;Industriarbeid;153.0;Bygg og anlegg;639.0;2025-08-01
Fylker;Buskerud;Industriarbeid;153.0;Helse, pleie og omsorg;358.0;2025-08-01
Fylker;Buskerud;Industriarbeid;153.0;Industriarbeid;438.0;2025-08-01
Fylker;Buskerud;Industriarbeid;153.0;Ingen yrkesbakgrunn eller uoppgitt;563.0;2025-08-01
Fylker;Buskerud;Industriarbeid;153.0;Ingeniør- og ikt-fag;246.0;2025-08-01
Fylker;Buskerud;Industriarbeid;153.0;Jordbruk, skogbruk og fiske;64.0;2025-08-01
Fylker;Buskerud;Industriarbeid;153.0;Kontorarbeid;416.0;2025-08-01
Fylker;Buskerud;Industriarbeid;153.0;Ledere;197.0;2025-08-01
Fylker;Buskerud;Industriarbeid;153.0;Meglere og konsulenter;122.0;2025-08-01
Fylker;Buskerud;Industriarbeid;153.0;Reiseliv og transport;412.0;2025-08-01
Fylker;Buskerud;Industriarbeid;153.0;Serviceyrker og annet arbeid;469.0;2025-08-01
Fylker;Buskerud;Industriarbeid;153.0;Undervisning;151.0;2025-08-01
Fylker;Buskerud;Ingen yrkesbakgrunn eller uoppgitt;0.0;Akademiske yrker;83.0;2025-08-01
Fylker;Buskerud;Ingen yrkesbakgrunn eller uoppgitt;0.0;Barne- og ungdomsarbeid;311.0;2025-08-01
Fylker;Buskerud;Ingen yrkesbakgrunn eller uoppgitt;0.0;Butikk- og salgsarbeid;517.0;2025-08-01
Fylker;Buskerud;Ingen yrkesbakgrunn eller uoppgitt;0.0;Bygg og anlegg;639.0;2025-08-01
Fylker;Buskerud;Ingen yrkesbakgrunn eller uoppgitt;0.0;Helse, pleie og omsorg;358.0;2025-08-01
Fylker;Buskerud;Ingen yrkesbakgrunn eller uoppgitt;0.0;Industriarbeid;438.0;2025-08-01
Fylker;Buskerud;Ingen yrkesbakgrunn eller uoppgitt;0.0;Ingen yrkesbakgrunn eller uoppgitt;563.0;2025-08-01
Fylker;Buskerud;Ingen yrkesbakgrunn eller uoppgitt;0.0;Ingeniør- og ikt-fag;246.0;2025-08-01
Fylker;Buskerud;Ingen yrkesbakgrunn eller uoppgitt;0.0;Jordbruk, skogbruk og fiske;64.0;2025-08-01
