Enhet;År;Sekundærflytting;Botid i Norge;Kommunenummer;Kommune;Antall
Personer;2020;Flyttet hit;Alle;5426;Kåfjord;9
Personer;2020;Flyttet hit;Alle;5427;Skjervøy;45
Personer;2020;Flyttet hit;Alle;5428;Nordreisa;29
Personer;2020;Flyttet hit;Alle;5429;Kvænangen;5
Personer;2020;Flyttet hit;Alle;5432;Loppa;13
Personer;2020;Flyttet hit;Alle;5433;Hasvik;12
Personer;2020;Flyttet hit;Alle;5435;Nordkapp;17
Personer;2020;Flyttet hit;Alle;5436;Porsanger;15
Personer;2020;Flyttet hit;Alle;5438;Lebesby;6
Personer;2020;Flyttet hit;Alle;5439;Gamvik;10
Personer;2020;Flyttet hit;Alle;5440;Berlevåg;6
Personer;2020;Flyttet hit;Alle;5441;Tana;5
Personer;2020;Flyttet hit;Alle;5442;Nesseby;16
Personer;2020;Flyttet hit;Alle;5443;Båtsfjord;22
Personer;2020;Flyttet hit;Alle;5444;Sør-Varanger;58
Personer;2020;Uoppgitt;Alle;301;Oslo;208
Personer;2020;Uoppgitt;Alle;1101;Eigersund;3
Personer;2020;Uoppgitt;Alle;1103;Stavanger;23
Personer;2020;Uoppgitt;Alle;1106;Haugesund;5
Personer;2020;Uoppgitt;Alle;1108;Sandnes (f.o.m. 2020);24
Personer;2020;Uoppgitt;Alle;1111;Sokndal;0
Personer;2020;Uoppgitt;Alle;1112;Lund;8
Personer;2020;Uoppgitt;Alle;1114;Bjerkreim;0
Personer;2020;Uoppgitt;Alle;1119;Hå;12
Personer;2020;Uoppgitt;Alle;1120;Klepp;3
Personer;2020;Uoppgitt;Alle;1121;Time;5
Personer;2020;Uoppgitt;Alle;1122;Gjesdal;0
Personer;2020;Uoppgitt;Alle;1124;Sola;10
Personer;2020;Uoppgitt;Alle;1127;Randaberg;0
Personer;2020;Uoppgitt;Alle;1130;Strand;0
Personer;2020;Uoppgitt;Alle;1133;Hjelmeland;0
Personer;2020;Uoppgitt;Alle;1134;Suldal;0
Personer;2020;Uoppgitt;Alle;1135;Sauda;0
Personer;2020;Uoppgitt;Alle;1146;Tysvær;0
Personer;2020;Uoppgitt;Alle;1149;Karmøy;0
Personer;2020;Uoppgitt;Alle;1160;Vindafjord;0
Personer;2020;Uoppgitt;Alle;1505;Kristiansund;3
Personer;2020;Uoppgitt;Alle;1506;Molde (f.o.m. 2020);6
Personer;2020;Uoppgitt;Alle;1507;Ålesund (f.o.m. 2020);11
Personer;2020;Uoppgitt;Alle;1511;Vanylven;0
Personer;2020;Uoppgitt;Alle;1514;Sande (Møre og Romsdal);0
Personer;2020;Uoppgitt;Alle;1515;Herøy (Møre og Romsdal);0
Personer;2020;Uoppgitt;Alle;1516;Ulstein;3
Personer;2020;Uoppgitt;Alle;1517;Hareid;0
Personer;2020;Uoppgitt;Alle;1520;Ørsta;0
Personer;2020;Uoppgitt;Alle;1525;Stranda;0
Personer;2020;Uoppgitt;Alle;1528;Sykkylven;0
Personer;2020;Uoppgitt;Alle;1531;Sula;0
Personer;2020;Uoppgitt;Alle;1532;Giske;0
Personer;2020;Uoppgitt;Alle;1535;Vestnes;0
Personer;2020;Uoppgitt;Alle;1539;Rauma;0
Personer;2020;Uoppgitt;Alle;1547;Aukra;0
Personer;2020;Uoppgitt;Alle;1554;Averøy;0
Personer;2020;Uoppgitt;Alle;1557;Gjemnes;0
Personer;2020;Uoppgitt;Alle;1560;Tingvoll;15
Personer;2020;Uoppgitt;Alle;1563;Sunndal;0
Personer;2020;Uoppgitt;Alle;1566;Surnadal;0
Personer;2020;Uoppgitt;Alle;1573;Smøla;0
Personer;2020;Uoppgitt;Alle;1576;Aure;0
Personer;2020;Uoppgitt;Alle;1577;Volda (f.o.m. 2020);0
Personer;2020;Uoppgitt;Alle;1578;Fjord;0
Personer;2020;Uoppgitt;Alle;1579;Hustadvika;0
Personer;2020;Uoppgitt;Alle;1804;Bodø;15
Personer;2020;Uoppgitt;Alle;1806;Narvik (f.o.m. 2020);4
Personer;2020;Uoppgitt;Alle;1811;Bindal;0
Personer;2020;Uoppgitt;Alle;1812;Sømna;0
Personer;2020;Uoppgitt;Alle;1813;Brønnøy;3
Personer;2020;Uoppgitt;Alle;1815;Vega;0
Personer;2020;Uoppgitt;Alle;1818;Herøy (Nordland);0
Personer;2020;Uoppgitt;Alle;1820;Alstahaug;0
Personer;2020;Uoppgitt;Alle;1822;Leirfjord;0
Personer;2020;Uoppgitt;Alle;1824;Vefsn;0
Personer;2020;Uoppgitt;Alle;1825;Grane;0
Personer;2020;Uoppgitt;Alle;1826;Hattfjelldal;0
Personer;2020;Uoppgitt;Alle;1827;Dønna;0
Personer;2020;Uoppgitt;Alle;1828;Nesna;0
Personer;2020;Uoppgitt;Alle;1832;Hemnes;0
Personer;2020;Uoppgitt;Alle;1833;Rana;0
Personer;2020;Uoppgitt;Alle;1837;Meløy;3
Personer;2020;Uoppgitt;Alle;1838;Gildeskål;0
Personer;2020;Uoppgitt;Alle;1839;Beiarn;0
Personer;2020;Uoppgitt;Alle;1840;Saltdal;0
Personer;2020;Uoppgitt;Alle;1841;Fauske;0
Personer;2020;Uoppgitt;Alle;1845;Sørfold;0
Personer;2020;Uoppgitt;Alle;1848;Steigen;0
Personer;2020;Uoppgitt;Alle;1851;Lødingen;0
Personer;2020;Uoppgitt;Alle;1853;Evenes;0
Personer;2020;Uoppgitt;Alle;1859;Flakstad;0
Personer;2020;Uoppgitt;Alle;1860;Vestvågøy;0
Personer;2020;Uoppgitt;Alle;1865;Vågan;4
Personer;2020;Uoppgitt;Alle;1866;Hadsel;4
Personer;2020;Uoppgitt;Alle;1867;Bø (Nordland);0
Personer;2020;Uoppgitt;Alle;1868;Øksnes;0
Personer;2020;Uoppgitt;Alle;1870;Sortland;3
Personer;2020;Uoppgitt;Alle;1871;Andøy;0
Personer;2020;Uoppgitt;Alle;1874;Moskenes;0
Personer;2020;Uoppgitt;Alle;1875;Hamarøy (f.o.m. 2020);0
Personer;2020;Uoppgitt;Alle;3001;Halden;3
Personer;2020;Uoppgitt;Alle;3002;Moss (f.o.m. 2020);6
Personer;2020;Uoppgitt;Alle;3003;Sarpsborg;12
Personer;2020;Uoppgitt;Alle;3004;Fredrikstad;21
Personer;2020;Uoppgitt;Alle;3005;Drammen (f.o.m. 2020);40
Personer;2020;Uoppgitt;Alle;3006;Kongsberg;5
Personer;2020;Uoppgitt;Alle;3007;Ringerike;7
Personer;2020;Uoppgitt;Alle;3011;Hvaler;0
Personer;2020;Uoppgitt;Alle;3013;Marker;0
Personer;2020;Uoppgitt;Alle;3014;Indre Østfold;18
Personer;2020;Uoppgitt;Alle;3015;Skiptvet;0
Personer;2020;Uoppgitt;Alle;3016;Rakkestad;3
Personer;2020;Uoppgitt;Alle;3017;Råde;0
Personer;2020;Uoppgitt;Alle;3018;Våler (Østf.);0
Personer;2020;Uoppgitt;Alle;3019;Vestby;0
Personer;2020;Uoppgitt;Alle;3020;Nordre Follo;14
Personer;2020;Uoppgitt;Alle;3021;Ås;3
Personer;2020;Uoppgitt;Alle;3022;Frogn;3
Personer;2020;Uoppgitt;Alle;3023;Nesodden;3
Personer;2020;Uoppgitt;Alle;3024;Bærum;17
Personer;2020;Uoppgitt;Alle;3025;Asker (f.o.m. 2020);20
Personer;2020;Uoppgitt;Alle;3026;Aurskog-Høland (f.o.m. 2020);3
Personer;2020;Uoppgitt;Alle;3027;Rælingen;0
Personer;2020;Uoppgitt;Alle;3028;Enebakk;0
Personer;2020;Uoppgitt;Alle;3029;Lørenskog;7
Personer;2020;Uoppgitt;Alle;3030;Lillestrøm;15
Personer;2020;Uoppgitt;Alle;3031;Nittedal;3
Personer;2020;Uoppgitt;Alle;3032;Gjerdrum;0
Personer;2020;Uoppgitt;Alle;3033;Ullensaker;16
Personer;2020;Uoppgitt;Alle;3034;Nes;0
Personer;2020;Uoppgitt;Alle;3035;Eidsvoll;6
Personer;2020;Uoppgitt;Alle;3036;Nannestad;13
Personer;2020;Uoppgitt;Alle;3037;Hurdal;0
Personer;2020;Uoppgitt;Alle;3038;Hole;0
Personer;2020;Uoppgitt;Alle;3039;Flå;0
Personer;2020;Uoppgitt;Alle;3040;Nesbyen;0
Personer;2020;Uoppgitt;Alle;3041;Gol;0
Personer;2020;Uoppgitt;Alle;3042;Hemsedal;0
Personer;2020;Uoppgitt;Alle;3043;Ål;0
Personer;2020;Uoppgitt;Alle;3044;Hol;0
Personer;2020;Uoppgitt;Alle;3045;Sigdal;0
Personer;2020;Uoppgitt;Alle;3046;Krødsherad;0
Personer;2020;Uoppgitt;Alle;3047;Modum;6
Personer;2020;Uoppgitt;Alle;3048;Øvre Eiker;3
Personer;2020;Uoppgitt;Alle;3049;Lier;5
Personer;2020;Uoppgitt;Alle;3050;Flesberg;0
Personer;2020;Uoppgitt;Alle;3051;Rollag;0
Personer;2020;Uoppgitt;Alle;3052;Nore og Uvdal;4
Personer;2020;Uoppgitt;Alle;3053;Jevnaker;0
Personer;2020;Uoppgitt;Alle;3054;Lunner;3
Personer;2020;Uoppgitt;Alle;3401;Kongsvinger;4
Personer;2020;Uoppgitt;Alle;3403;Hamar;7
Personer;2020;Uoppgitt;Alle;3405;Lillehammer;3
Personer;2020;Uoppgitt;Alle;3407;Gjøvik;8
Personer;2020;Uoppgitt;Alle;3411;Ringsaker;10
Personer;2020;Uoppgitt;Alle;3412;Løten;0
Personer;2020;Uoppgitt;Alle;3413;Stange;3
Personer;2020;Uoppgitt;Alle;3414;Nord-Odal;0
Personer;2020;Uoppgitt;Alle;3415;Sør-Odal;0
Personer;2020;Uoppgitt;Alle;3416;Eidskog;0
Personer;2020;Uoppgitt;Alle;3417;Grue;4
Personer;2020;Uoppgitt;Alle;3418;Åsnes;3
Personer;2020;Uoppgitt;Alle;3419;Våler (Hedm.);0
Personer;2020;Uoppgitt;Alle;3420;Elverum;5
Personer;2020;Uoppgitt;Alle;3421;Trysil;0
Personer;2020;Uoppgitt;Alle;3422;Åmot;0
Personer;2020;Uoppgitt;Alle;3423;Stor-Elvdal;0
Personer;2020;Uoppgitt;Alle;3424;Rendalen;0
Personer;2020;Uoppgitt;Alle;3425;Engerdal;8
Personer;2020;Uoppgitt;Alle;3426;Tolga;0
Personer;2020;Uoppgitt;Alle;3427;Tynset;0
Personer;2020;Uoppgitt;Alle;3428;Alvdal;0
Personer;2020;Uoppgitt;Alle;3429;Folldal;0
Personer;2020;Uoppgitt;Alle;3430;Os (Hedm.);0
Personer;2020;Uoppgitt;Alle;3431;Dovre;0
Personer;2020;Uoppgitt;Alle;3432;Lesja;0
Personer;2020;Uoppgitt;Alle;3433;Skjåk;0
Personer;2020;Uoppgitt;Alle;3434;Lom;0
Personer;2020;Uoppgitt;Alle;3435;Vågå;0
Personer;2020;Uoppgitt;Alle;3436;Nord-Fron;0
Personer;2020;Uoppgitt;Alle;3437;Sel;3
Personer;2020;Uoppgitt;Alle;3438;Sør-Fron;0
Personer;2020;Uoppgitt;Alle;3439;Ringebu;0
Personer;2020;Uoppgitt;Alle;3440;Øyer;0
Personer;2020;Uoppgitt;Alle;3441;Gausdal;0
Personer;2020;Uoppgitt;Alle;3442;Østre Toten;12
Personer;2020;Uoppgitt;Alle;3443;Vestre Toten;4
Personer;2020;Uoppgitt;Alle;3446;Gran;0
Personer;2020;Uoppgitt;Alle;3447;Søndre Land;0
Personer;2020;Uoppgitt;Alle;3448;Nordre Land;0
Personer;2020;Uoppgitt;Alle;3449;Sør-Aurdal;0
Personer;2020;Uoppgitt;Alle;3450;Etnedal;0
Personer;2020;Uoppgitt;Alle;3451;Nord-Aurdal;3
Personer;2020;Uoppgitt;Alle;3452;Vestre Slidre;0
Personer;2020;Uoppgitt;Alle;3453;Øystre Slidre;0
Personer;2020;Uoppgitt;Alle;3454;Vang;11
Personer;2020;Uoppgitt;Alle;3801;Horten;14
Personer;2020;Uoppgitt;Alle;3802;Holmestrand (f.o.m. 2020);4
Personer;2020;Uoppgitt;Alle;3803;Tønsberg (f.o.m. 2020);7
Personer;2020;Uoppgitt;Alle;3804;Sandefjord (f.o.m. 2017);11
Personer;2020;Uoppgitt;Alle;3805;Larvik (f.o.m. 2018);9
Personer;2020;Uoppgitt;Alle;3806;Porsgrunn;5
Personer;2020;Uoppgitt;Alle;3807;Skien;13
Personer;2020;Uoppgitt;Alle;3808;Notodden;0
Personer;2020;Uoppgitt;Alle;3811;Færder;3
Personer;2020;Uoppgitt;Alle;3812;Siljan;0
Personer;2020;Uoppgitt;Alle;3813;Bamble;4
Personer;2020;Uoppgitt;Alle;3814;Kragerø;0
Personer;2020;Uoppgitt;Alle;3815;Drangedal;0
Personer;2020;Uoppgitt;Alle;3816;Nome;6
Personer;2020;Uoppgitt;Alle;3817;Midt-Telemark;3
Personer;2020;Uoppgitt;Alle;3818;Tinn;0
Personer;2020;Uoppgitt;Alle;3819;Hjartdal;0
Personer;2020;Uoppgitt;Alle;3820;Seljord;0
Personer;2020;Uoppgitt;Alle;3821;Kviteseid;0
Personer;2020;Uoppgitt;Alle;3822;Nissedal;0
Personer;2020;Uoppgitt;Alle;3823;Fyresdal;0
Personer;2020;Uoppgitt;Alle;3824;Tokke;0
Personer;2020;Uoppgitt;Alle;3825;Vinje;0
Personer;2020;Uoppgitt;Alle;4201;Risør;0
Personer;2020;Uoppgitt;Alle;4202;Grimstad;4
Personer;2020;Uoppgitt;Alle;4203;Arendal;13
Personer;2020;Uoppgitt;Alle;4204;Kristiansand (f.o.m. 2020);43
Personer;2020;Uoppgitt;Alle;4205;Lindesnes (f.o.m. 2020);0
Personer;2020;Uoppgitt;Alle;4206;Farsund;0
Personer;2020;Uoppgitt;Alle;4207;Flekkefjord;3
Personer;2020;Uoppgitt;Alle;4211;Gjerstad;0
Personer;2020;Uoppgitt;Alle;4212;Vegårshei;0
Personer;2020;Uoppgitt;Alle;4213;Tvedestrand;0
Personer;2020;Uoppgitt;Alle;4214;Froland;0
Personer;2020;Uoppgitt;Alle;4215;Lillesand;0
Personer;2020;Uoppgitt;Alle;4216;Birkenes;0
Personer;2020;Uoppgitt;Alle;4217;Åmli;0
Personer;2020;Uoppgitt;Alle;4218;Iveland;0
Personer;2020;Uoppgitt;Alle;4219;Evje og Hornnes;0
Personer;2020;Uoppgitt;Alle;4220;Bygland;0
Personer;2020;Uoppgitt;Alle;4221;Valle;0
Personer;2020;Uoppgitt;Alle;4222;Bykle;0
Personer;2020;Uoppgitt;Alle;4223;Vennesla;4
Personer;2020;Uoppgitt;Alle;4224;Åseral;0
Personer;2020;Uoppgitt;Alle;4225;Lyngdal (f.o.m. 2020);3
Personer;2020;Uoppgitt;Alle;4226;Hægebostad;0
Personer;2020;Uoppgitt;Alle;4227;Kvinesdal;0
Personer;2020;Uoppgitt;Alle;4228;Sirdal;0
Personer;2020;Uoppgitt;Alle;4601;Bergen;115
Personer;2020;Uoppgitt;Alle;4602;Kinn;3
Personer;2020;Uoppgitt;Alle;4611;Etne;0
Personer;2020;Uoppgitt;Alle;4612;Sveio;0
Personer;2020;Uoppgitt;Alle;4613;Bømlo;0
Personer;2020;Uoppgitt;Alle;4614;Stord;5
Personer;2020;Uoppgitt;Alle;4615;Fitjar;0
Personer;2020;Uoppgitt;Alle;4616;Tysnes;0
Personer;2020;Uoppgitt;Alle;4617;Kvinnherad;0
Personer;2020;Uoppgitt;Alle;4618;Ullensvang (f.o.m. 2020);3
Personer;2020;Uoppgitt;Alle;4620;Ulvik;0
Personer;2020;Uoppgitt;Alle;4621;Voss (f.o.m. 2020);3
Personer;2020;Uoppgitt;Alle;4622;Kvam;0
Personer;2020;Uoppgitt;Alle;4623;Samnanger;0
Personer;2020;Uoppgitt;Alle;4624;Bjørnafjorden;0
Personer;2020;Uoppgitt;Alle;4625;Austevoll;0
Personer;2020;Uoppgitt;Alle;4626;Øygarden (f.o.m. 2020);0
Personer;2020;Uoppgitt;Alle;4627;Askøy;3
Personer;2020;Uoppgitt;Alle;4628;Vaksdal;0
Personer;2020;Uoppgitt;Alle;4630;Osterøy;0
Personer;2020;Uoppgitt;Alle;4631;Alver;3
Personer;2020;Uoppgitt;Alle;4632;Austrheim;0
Personer;2020;Uoppgitt;Alle;4633;Fedje;0
Personer;2020;Uoppgitt;Alle;4634;Masfjorden;0
Personer;2020;Uoppgitt;Alle;4635;Gulen;0
Personer;2020;Uoppgitt;Alle;4636;Solund;0
Personer;2020;Uoppgitt;Alle;4637;Hyllestad;0
Personer;2020;Uoppgitt;Alle;4638;Høyanger;0
Personer;2020;Uoppgitt;Alle;4639;Vik;0
Personer;2020;Uoppgitt;Alle;4640;Sogndal (f.o.m. 2020);3
Personer;2020;Uoppgitt;Alle;4641;Aurland;0
Personer;2020;Uoppgitt;Alle;4642;Lærdal;0
Personer;2020;Uoppgitt;Alle;4643;Årdal;0
Personer;2020;Uoppgitt;Alle;4644;Luster;0
Personer;2020;Uoppgitt;Alle;4645;Askvoll;0
Personer;2020;Uoppgitt;Alle;4646;Fjaler;0
Personer;2020;Uoppgitt;Alle;4647;Sunnfjord;5
Personer;2020;Uoppgitt;Alle;4648;Bremanger;0
Personer;2020;Uoppgitt;Alle;4649;Stad;0
Personer;2020;Uoppgitt;Alle;4650;Gloppen;0
Personer;2020;Uoppgitt;Alle;4651;Stryn;0
Personer;2020;Uoppgitt;Alle;5001;Trondheim (f.o.m. 2020);42
Personer;2020;Uoppgitt;Alle;5006;Steinkjer (f.o.m. 2020);44
Personer;2020;Uoppgitt;Alle;5007;Namsos (f.o.m. 2020);0
Personer;2020;Uoppgitt;Alle;5014;Frøya;0
Personer;2020;Uoppgitt;Alle;5020;Osen;0
Personer;2020;Uoppgitt;Alle;5021;Oppdal;0
Personer;2020;Uoppgitt;Alle;5022;Rennebu;0
Personer;2020;Uoppgitt;Alle;5025;Røros;3
Personer;2020;Uoppgitt;Alle;5026;Holtålen;0
Personer;2020;Uoppgitt;Alle;5027;Midtre Gauldal;0
Personer;2020;Uoppgitt;Alle;5028;Melhus;3
Personer;2020;Uoppgitt;Alle;5029;Skaun;0
Personer;2020;Uoppgitt;Alle;5031;Malvik;6
Personer;2020;Uoppgitt;Alle;5032;Selbu;0
Personer;2020;Uoppgitt;Alle;5034;Meråker;0
Personer;2020;Uoppgitt;Alle;5035;Stjørdal;5
Personer;2020;Uoppgitt;Alle;5036;Frosta;0
Personer;2020;Uoppgitt;Alle;5037;Levanger;14
Personer;2020;Uoppgitt;Alle;5038;Verdal;0
Personer;2020;Uoppgitt;Alle;5041;Snåsa;0
Personer;2020;Uoppgitt;Alle;5042;Lierne;0
Personer;2020;Uoppgitt;Alle;5043;Røyrvik;0
Personer;2020;Uoppgitt;Alle;5044;Namsskogan;0
Personer;2020;Uoppgitt;Alle;5045;Grong;0
Personer;2020;Uoppgitt;Alle;5046;Høylandet;0
Personer;2020;Uoppgitt;Alle;5047;Overhalla;0
Personer;2020;Uoppgitt;Alle;5049;Flatanger;0
Personer;2020;Uoppgitt;Alle;5053;Inderøy;0
Personer;2020;Uoppgitt;Alle;5054;Indre Fosen;0
Personer;2020;Uoppgitt;Alle;5055;Heim;0
Personer;2020;Uoppgitt;Alle;5056;Hitra (f.o.m. 2020);0
Personer;2020;Uoppgitt;Alle;5057;Ørland (f.o.m. 2020);0
Personer;2020;Uoppgitt;Alle;5058;Åfjord (f.o.m. 2020);0
Personer;2020;Uoppgitt;Alle;5059;Orkland;6
Personer;2020;Uoppgitt;Alle;5060;Nærøysund;0
Personer;2020;Uoppgitt;Alle;5061;Rindal;0
Personer;2020;Uoppgitt;Alle;5401;Tromsø;15
Personer;2020;Uoppgitt;Alle;5402;Harstad;3
Personer;2020;Uoppgitt;Alle;5403;Alta;3
Personer;2020;Uoppgitt;Alle;5404;Vardø;0
Personer;2020;Uoppgitt;Alle;5405;Vadsø;0
Personer;2020;Uoppgitt;Alle;5406;Hammerfest (f.o.m. 2020);10
Personer;2020;Uoppgitt;Alle;5411;Kvæfjord;0
Personer;2020;Uoppgitt;Alle;5412;Tjeldsund (f.o.m. 2020);0
Personer;2020;Uoppgitt;Alle;5413;Ibestad;0
Personer;2020;Uoppgitt;Alle;5414;Gratangen;3
Personer;2020;Uoppgitt;Alle;5415;Lavangen;0
Personer;2020;Uoppgitt;Alle;5416;Bardu;19
Personer;2020;Uoppgitt;Alle;5417;Salangen;12
Personer;2020;Uoppgitt;Alle;5418;Målselv;0
Personer;2020;Uoppgitt;Alle;5419;Sørreisa;0
Personer;2020;Uoppgitt;Alle;5420;Dyrøy;0
Personer;2020;Uoppgitt;Alle;5421;Senja;4
Personer;2020;Uoppgitt;Alle;5422;Balsfjord;0
Personer;2020;Uoppgitt;Alle;5423;Karlsøy;0
Personer;2020;Uoppgitt;Alle;5424;Lyngen;0
Personer;2020;Uoppgitt;Alle;5425;Storfjord;0
Personer;2020;Uoppgitt;Alle;5426;Kåfjord;0
Personer;2020;Uoppgitt;Alle;5427;Skjervøy;0
Personer;2020;Uoppgitt;Alle;5428;Nordreisa;3
Personer;2020;Uoppgitt;Alle;5429;Kvænangen;0
Personer;2020;Uoppgitt;Alle;5432;Loppa;0
Personer;2020;Uoppgitt;Alle;5433;Hasvik;0
Personer;2020;Uoppgitt;Alle;5435;Nordkapp;0
Personer;2020;Uoppgitt;Alle;5436;Porsanger;0
Personer;2020;Uoppgitt;Alle;5438;Lebesby;0
Personer;2020;Uoppgitt;Alle;5439;Gamvik;0
Personer;2020;Uoppgitt;Alle;5440;Berlevåg;0
Personer;2020;Uoppgitt;Alle;5441;Tana;0
Personer;2020;Uoppgitt;Alle;5442;Nesseby;0
Personer;2020;Uoppgitt;Alle;5443;Båtsfjord;0
Personer;2020;Uoppgitt;Alle;5444;Sør-Varanger;0
Personer;2019;alle;Alle;1638;;413
Personer;2019;alle;Alle;1640;;161
Personer;2019;alle;Alle;1644;;39
Personer;2019;alle;Alle;1648;;121
Personer;2019;alle;Alle;1653;;366
Personer;2019;alle;Alle;1657;;139
Personer;2019;alle;Alle;1662;;140
Personer;2019;alle;Alle;1663;;348
Personer;2019;alle;Alle;1664;;63
Personer;2019;alle;Alle;1665;;16
Personer;2019;alle;Alle;1702;;716
Personer;2019;alle;Alle;1703;;506
Personer;2019;alle;Alle;1711;;119
Personer;2019;alle;Alle;1714;;834
Personer;2019;alle;Alle;1717;;62
Personer;2019;alle;Alle;1719;;659
Personer;2019;alle;Alle;1721;;419
Personer;2019;alle;Alle;1724;;68
Personer;2019;alle;Alle;1725;;23
Personer;2019;alle;Alle;1736;;59
Personer;2019;alle;Alle;1738;;38
Personer;2019;alle;Alle;1739;;17
Personer;2019;alle;Alle;1740;;38
Personer;2019;alle;Alle;1742;;131
Personer;2019;alle;Alle;1743;;33
Personer;2019;alle;Alle;1744;;85
Personer;2019;alle;Alle;1749;;20
Personer;2019;alle;Alle;1750;;129
Personer;2019;alle;Alle;1751;;174
Personer;2019;alle;Alle;1755;;15
Personer;2019;alle;Alle;1756;;148
Personer;2019;alle;Alle;1804;Bodø;1534
Personer;2019;alle;Alle;1805;Narvik (t.o.m. 2019);453
Personer;2019;alle;Alle;1811;Bindal;17
Personer;2019;alle;Alle;1812;Sømna;65
Personer;2019;alle;Alle;1813;Brønnøy;229
Personer;2019;alle;Alle;1815;Vega;25
Personer;2019;alle;Alle;1816;Vevelstad;29
Personer;2019;alle;Alle;1818;Herøy (Nordland);86
Personer;2019;alle;Alle;1820;Alstahaug;329
Personer;2019;alle;Alle;1822;Leirfjord;157
Personer;2019;alle;Alle;1824;Vefsn;359
Personer;2019;alle;Alle;1825;Grane;38
Personer;2019;alle;Alle;1826;Hattfjelldal;44
Personer;2019;alle;Alle;1827;Dønna;56
Personer;2019;alle;Alle;1828;Nesna;133
Personer;2019;alle;Alle;1832;Hemnes;78
Personer;2019;alle;Alle;1833;Rana;628
Personer;2019;alle;Alle;1837;Meløy;140
Personer;2019;alle;Alle;1838;Gildeskål;88
Personer;2019;alle;Alle;1839;Beiarn;34
Personer;2019;alle;Alle;1840;Saltdal;177
Personer;2019;alle;Alle;1841;Fauske;322
Personer;2019;alle;Alle;1845;Sørfold;23
Personer;2019;alle;Alle;1848;Steigen;84
Personer;2019;alle;Alle;1849;Hamarøy (t.o.m. 2019);78
Personer;2019;alle;Alle;1850;Tysfjord (t.o.m. 2019);12
Personer;2019;alle;Alle;1851;Lødingen;119
Personer;2019;alle;Alle;1853;Evenes;79
Personer;2019;alle;Alle;1854;Ballangen (t.o.m. 2019);84
Personer;2019;alle;Alle;1859;Flakstad;20
Personer;2019;alle;Alle;1860;Vestvågøy;450
Personer;2019;alle;Alle;1865;Vågan;470
Personer;2019;alle;Alle;1866;Hadsel;400
Personer;2019;alle;Alle;1867;Bø (Nordland);121
Personer;2019;alle;Alle;1868;Øksnes;44
Personer;2019;alle;Alle;1870;Sortland;375
Personer;2019;alle;Alle;1871;Andøy;189
Personer;2019;alle;Alle;1874;Moskenes;23
Personer;2019;alle;Alle;1902;;2271
Personer;2019;alle;Alle;1903;;948
Personer;2019;alle;Alle;1911;;144
Personer;2019;alle;Alle;1913;Skånland (t.o.m. 2019);50
Personer;2019;alle;Alle;1917;;41
Personer;2019;alle;Alle;1919;;39
Personer;2019;alle;Alle;1920;;36
Personer;2019;alle;Alle;1922;;161
Personer;2019;alle;Alle;1923;;158
Personer;2019;alle;Alle;1924;;121
Personer;2019;alle;Alle;1925;;97
Personer;2019;alle;Alle;1926;;30
Personer;2019;alle;Alle;1927;Tranøy (t.o.m. 2019);71
Personer;2019;alle;Alle;1928;Torsken (t.o.m. 2019);58
Personer;2019;alle;Alle;1929;Berg (t.o.m. 2019);63
Personer;2019;alle;Alle;1931;Lenvik (t.o.m. 2019);472
Personer;2019;alle;Alle;1933;;54
Personer;2019;alle;Alle;1936;;29
Personer;2019;alle;Alle;1938;;34
Personer;2019;alle;Alle;1939;;35
Personer;2019;alle;Alle;1940;;33
Personer;2019;alle;Alle;1941;;115
Personer;2019;alle;Alle;1942;;139
Personer;2019;alle;Alle;1943;;15
Personer;2019;alle;Alle;2002;;24
Personer;2019;alle;Alle;2003;;570
Personer;2019;alle;Alle;2004;Hammerfest (t.o.m. 2019);583
Personer;2019;alle;Alle;2012;;512
Personer;2019;alle;Alle;2014;;16
Personer;2019;alle;Alle;2015;;11
Personer;2019;alle;Alle;2017;Kvalsund (t.o.m. 2019);14
Personer;2019;alle;Alle;2019;;99
Personer;2019;alle;Alle;2020;;103
Personer;2019;alle;Alle;2022;;38
Personer;2019;alle;Alle;2023;;15
Personer;2019;alle;Alle;2024;;13
Personer;2019;alle;Alle;2025;;68
Personer;2019;alle;Alle;2027;;41
Personer;2019;alle;Alle;2028;;83
Personer;2019;alle;Alle;2030;;343
Personer;2019;alle;Alle;5054;Indre Fosen;157
Personer;2019;Bosatt her;Alle;101;;524
Personer;2019;Bosatt her;Alle;104;Moss (t.o.m. 2019);987
Personer;2019;Bosatt her;Alle;105;;1442
Personer;2019;Bosatt her;Alle;106;;2097
Personer;2019;Bosatt her;Alle;111;;52
Personer;2019;Bosatt her;Alle;118;;13
Personer;2019;Bosatt her;Alle;119;;72
Personer;2019;Bosatt her;Alle;121;Rømskog (t.o.m. 2019);8
Personer;2019;Bosatt her;Alle;122;Trøgstad (t.o.m. 2019);31
Personer;2019;Bosatt her;Alle;123;Spydeberg (t.o.m. 2019);142
Personer;2019;Bosatt her;Alle;124;Askim (t.o.m. 2019);463
Personer;2019;Bosatt her;Alle;125;Eidsberg (t.o.m. 2019);241
Personer;2019;Bosatt her;Alle;127;;59
Personer;2019;Bosatt her;Alle;128;;175
Personer;2019;Bosatt her;Alle;135;;134
Personer;2019;Bosatt her;Alle;136;Rygge (t.o.m. 2019);252
Personer;2019;Bosatt her;Alle;137;;56
