Enhet;År;Sekundærflytting;Botid i Norge;Kommunenummer;Kommune;Antall
Personer;2019;alle;0-4 år;1235;Voss (t.o.m. 2019);241
Personer;2019;alle;0-4 år;1238;;110
Personer;2019;alle;0-4 år;1241;Fusa (t.o.m. 2019);56
Personer;2019;alle;0-4 år;1242;;22
Personer;2019;alle;0-4 år;1243;Os (Hordaland) (t.o.m. 2019);135
Personer;2019;alle;0-4 år;1244;;29
Personer;2019;alle;0-4 år;1245;Sund (t.o.m. 2019);48
Personer;2019;alle;0-4 år;1246;Fjell (t.o.m. 2019);231
Personer;2019;alle;0-4 år;1247;;227
Personer;2019;alle;0-4 år;1251;;94
Personer;2019;alle;0-4 år;1253;;51
Personer;2019;alle;0-4 år;1256;Meland (t.o.m. 2019);111
Personer;2019;alle;0-4 år;1259;Øygarden (t.o.m. 2019);53
Personer;2019;alle;0-4 år;1260;Radøy (t.o.m. 2019);61
Personer;2019;alle;0-4 år;1263;Lindås (t.o.m. 2019);140
Personer;2019;alle;0-4 år;1264;;45
Personer;2019;alle;0-4 år;1265;;19
Personer;2019;alle;0-4 år;1266;;35
Personer;2019;alle;0-4 år;1401;Flora (t.o.m. 2019);262
Personer;2019;alle;0-4 år;1411;;43
Personer;2019;alle;0-4 år;1412;;21
Personer;2019;alle;0-4 år;1413;;42
Personer;2019;alle;0-4 år;1416;;74
Personer;2019;alle;0-4 år;1417;;72
Personer;2019;alle;0-4 år;1418;Balestrand (t.o.m. 2019);53
Personer;2019;alle;0-4 år;1419;Leikanger (t.o.m. 2019);49
Personer;2019;alle;0-4 år;1420;Sogndal (t.o.m. 2019);183
Personer;2019;alle;0-4 år;1421;;22
Personer;2019;alle;0-4 år;1422;;48
Personer;2019;alle;0-4 år;1424;;46
Personer;2019;alle;0-4 år;1426;;85
Personer;2019;alle;0-4 år;1428;;51
Personer;2019;alle;0-4 år;1429;;34
Personer;2019;alle;0-4 år;1430;Gaular (t.o.m. 2019);38
Personer;2019;alle;0-4 år;1431;Jølster (t.o.m. 2019);65
Personer;2019;alle;0-4 år;1432;Førde (t.o.m. 2019);189
Personer;2019;alle;0-4 år;1433;Naustdal (t.o.m. 2019);44
Personer;2019;alle;0-4 år;1438;;33
Personer;2019;alle;0-4 år;1439;Vågsøy (t.o.m. 2019);86
Personer;2019;alle;0-4 år;1441;Selje (t.o.m. 2019);38
Personer;2019;alle;0-4 år;1443;Eid (t.o.m. 2019);134
Personer;2019;alle;0-4 år;1444;Hornindal (t.o.m. 2019);9
Personer;2019;alle;0-4 år;1445;;121
Personer;2019;alle;0-4 år;1449;;143
Personer;2019;alle;0-4 år;1502;Molde (t.o.m. 2019);508
Personer;2019;alle;0-4 år;1504;Ålesund (t.o.m. 2019);499
Personer;2019;alle;0-4 år;1505;Kristiansund;329
Personer;2019;alle;0-4 år;1511;Vanylven;27
Personer;2019;alle;0-4 år;1514;Sande (Møre og Romsdal);24
Personer;2019;alle;0-4 år;1515;Herøy (Møre og Romsdal);72
Personer;2019;alle;0-4 år;1516;Ulstein;169
Personer;2019;alle;0-4 år;1517;Hareid;82
Personer;2019;alle;0-4 år;1519;Volda (t.o.m. 2019);190
Personer;2019;alle;0-4 år;1520;Ørsta;108
Personer;2019;alle;0-4 år;1523;Ørskog (t.o.m. 2019);31
Personer;2019;alle;0-4 år;1525;Stranda;30
Personer;2019;alle;0-4 år;1526;Stordal (t.o.m. 2019);3
Personer;2019;alle;0-4 år;1528;Sykkylven;84
Personer;2019;alle;0-4 år;1529;Skodje (t.o.m. 2019);52
Personer;2019;alle;0-4 år;1531;Sula;68
Personer;2019;alle;0-4 år;1532;Giske;74
Personer;2019;alle;0-4 år;1534;Haram (t.o.m. 2019);106
Personer;2019;alle;0-4 år;1535;Vestnes;71
Personer;2019;alle;0-4 år;1539;Rauma;48
Personer;2019;alle;0-4 år;1543;Nesset (t.o.m. 2019);46
Personer;2019;alle;0-4 år;1545;Midsund (t.o.m. 2019);13
Personer;2019;alle;0-4 år;1546;Sandøy (t.o.m. 2019);20
Personer;2019;alle;0-4 år;1547;Aukra;93
Personer;2019;alle;0-4 år;1548;Fræna (t.o.m. 2019);84
Personer;2019;alle;0-4 år;1551;Eide (t.o.m. 2019);22
Personer;2019;alle;0-4 år;1554;Averøy;49
Personer;2019;alle;0-4 år;1557;Gjemnes;18
Personer;2019;alle;0-4 år;1560;Tingvoll;57
Personer;2019;alle;0-4 år;1563;Sunndal;208
Personer;2019;alle;0-4 år;1566;Surnadal;80
Personer;2019;alle;0-4 år;1567;;25
Personer;2019;alle;0-4 år;1571;Halsa (t.o.m. 2019);44
Personer;2019;alle;0-4 år;1573;Smøla;39
Personer;2019;alle;0-4 år;1576;Aure;73
Personer;2019;alle;0-4 år;1601;Trondheim (t.o.m. 2019);2495
Personer;2019;alle;0-4 år;1612;;45
Personer;2019;alle;0-4 år;1613;;14
Personer;2019;alle;0-4 år;1617;;60
Personer;2019;alle;0-4 år;1620;;26
Personer;2019;alle;0-4 år;1621;;68
Personer;2019;alle;0-4 år;1622;;13
Personer;2019;alle;0-4 år;1627;;36
Personer;2019;alle;0-4 år;1630;;61
Personer;2019;alle;0-4 år;1633;;17
Personer;2019;alle;0-4 år;1634;;101
Personer;2019;alle;0-4 år;1635;;66
Personer;2019;alle;0-4 år;1636;;52
Personer;2019;alle;0-4 år;1638;;187
Personer;2019;alle;0-4 år;1640;;83
Personer;2019;alle;0-4 år;1644;;33
Personer;2019;alle;0-4 år;1648;;67
Personer;2019;alle;0-4 år;1653;;177
Personer;2019;alle;0-4 år;1657;;84
Personer;2019;alle;0-4 år;1662;;82
Personer;2019;alle;0-4 år;1663;;176
Personer;2019;alle;0-4 år;1664;;44
Personer;2019;alle;0-4 år;1665;;13
Personer;2019;alle;0-4 år;1702;;352
Personer;2019;alle;0-4 år;1703;;243
Personer;2019;alle;0-4 år;1711;;65
Personer;2019;alle;0-4 år;1714;;330
Personer;2019;alle;0-4 år;1717;;45
Personer;2019;alle;0-4 år;1719;;296
Personer;2019;alle;0-4 år;1721;;201
Personer;2019;alle;0-4 år;1724;;55
Personer;2019;alle;0-4 år;1725;;20
Personer;2019;alle;0-4 år;1736;;49
Personer;2019;alle;0-4 år;1738;;35
Personer;2019;alle;0-4 år;1739;;17
Personer;2019;alle;0-4 år;1740;;38
Personer;2019;alle;0-4 år;1742;;80
Personer;2019;alle;0-4 år;1743;;30
Personer;2019;alle;0-4 år;1744;;57
Personer;2019;alle;0-4 år;1749;;20
Personer;2019;alle;0-4 år;1750;;79
Personer;2019;alle;0-4 år;1751;;130
Personer;2019;alle;0-4 år;1755;;15
Personer;2019;alle;0-4 år;1756;;101
Personer;2019;alle;0-4 år;1804;Bodø;626
Personer;2019;alle;0-4 år;1805;Narvik (t.o.m. 2019);162
Personer;2019;alle;0-4 år;1811;Bindal;17
Personer;2019;alle;0-4 år;1812;Sømna;37
Personer;2019;alle;0-4 år;1813;Brønnøy;126
Personer;2019;alle;0-4 år;1815;Vega;25
Personer;2019;alle;0-4 år;1816;Vevelstad;29
Personer;2019;alle;0-4 år;1818;Herøy (Nordland);67
Personer;2019;alle;0-4 år;1820;Alstahaug;163
Personer;2019;alle;0-4 år;1822;Leirfjord;111
Personer;2019;alle;0-4 år;1824;Vefsn;190
Personer;2019;alle;0-4 år;1825;Grane;38
Personer;2019;alle;0-4 år;1826;Hattfjelldal;27
Personer;2019;alle;0-4 år;1827;Dønna;48
Personer;2019;alle;0-4 år;1828;Nesna;93
Personer;2019;alle;0-4 år;1832;Hemnes;40
Personer;2019;alle;0-4 år;1833;Rana;273
Personer;2019;alle;0-4 år;1837;Meløy;102
Personer;2019;alle;0-4 år;1838;Gildeskål;38
Personer;2019;alle;0-4 år;1839;Beiarn;29
Personer;2019;alle;0-4 år;1840;Saltdal;101
Personer;2019;alle;0-4 år;1841;Fauske;170
Personer;2019;alle;0-4 år;1845;Sørfold;23
Personer;2019;alle;0-4 år;1848;Steigen;61
Personer;2019;alle;0-4 år;1849;Hamarøy (t.o.m. 2019);49
Personer;2019;alle;0-4 år;1850;Tysfjord (t.o.m. 2019);4
Personer;2019;alle;0-4 år;1851;Lødingen;66
Personer;2019;alle;0-4 år;1853;Evenes;58
Personer;2019;alle;0-4 år;1854;Ballangen (t.o.m. 2019);68
Personer;2019;alle;0-4 år;1859;Flakstad;17
Personer;2019;alle;0-4 år;1860;Vestvågøy;243
Personer;2019;alle;0-4 år;1865;Vågan;261
Personer;2019;alle;0-4 år;1866;Hadsel;159
Personer;2019;alle;0-4 år;1867;Bø (Nordland);85
Personer;2019;alle;0-4 år;1868;Øksnes;32
Personer;2019;alle;0-4 år;1870;Sortland;196
Personer;2019;alle;0-4 år;1871;Andøy;123
Personer;2019;alle;0-4 år;1874;Moskenes;23
Personer;2019;alle;0-4 år;1902;;910
Personer;2019;alle;0-4 år;1903;;372
Personer;2019;alle;0-4 år;1911;;61
Personer;2019;alle;0-4 år;1913;Skånland (t.o.m. 2019);36
Personer;2019;alle;0-4 år;1917;;23
Personer;2019;alle;0-4 år;1919;;25
Personer;2019;alle;0-4 år;1920;;36
Personer;2019;alle;0-4 år;1922;;97
Personer;2019;alle;0-4 år;1923;;110
Personer;2019;alle;0-4 år;1924;;63
Personer;2019;alle;0-4 år;1925;;67
Personer;2019;alle;0-4 år;1926;;27
Personer;2019;alle;0-4 år;1927;Tranøy (t.o.m. 2019);53
Personer;2019;alle;0-4 år;1928;Torsken (t.o.m. 2019);48
Personer;2019;alle;0-4 år;1929;Berg (t.o.m. 2019);41
Personer;2019;alle;0-4 år;1931;Lenvik (t.o.m. 2019);291
Personer;2019;alle;0-4 år;1933;;47
Personer;2019;alle;0-4 år;1936;;18
Personer;2019;alle;0-4 år;1938;;22
Personer;2019;alle;0-4 år;1939;;30
Personer;2019;alle;0-4 år;1940;;33
Personer;2019;alle;0-4 år;1941;;70
Personer;2019;alle;0-4 år;1942;;87
Personer;2019;alle;0-4 år;1943;;15
Personer;2019;alle;0-4 år;2002;;13
Personer;2019;alle;0-4 år;2003;;323
Personer;2019;alle;0-4 år;2004;Hammerfest (t.o.m. 2019);231
Personer;2019;alle;0-4 år;2012;;251
Personer;2019;alle;0-4 år;2014;;16
Personer;2019;alle;0-4 år;2015;;8
Personer;2019;alle;0-4 år;2017;Kvalsund (t.o.m. 2019);11
Personer;2019;alle;0-4 år;2019;;45
Personer;2019;alle;0-4 år;2020;;50
Personer;2019;alle;0-4 år;2022;;35
Personer;2019;alle;0-4 år;2023;;12
Personer;2019;alle;0-4 år;2024;;13
Personer;2019;alle;0-4 år;2025;;51
Personer;2019;alle;0-4 år;2027;;35
Personer;2019;alle;0-4 år;2028;;50
Personer;2019;alle;0-4 år;2030;;213
Personer;2019;alle;0-4 år;5054;Indre Fosen;116
Personer;2019;Bosatt her;0-4 år;101;;166
Personer;2019;Bosatt her;0-4 år;104;Moss (t.o.m. 2019);246
Personer;2019;Bosatt her;0-4 år;105;;308
Personer;2019;Bosatt her;0-4 år;106;;517
Personer;2019;Bosatt her;0-4 år;111;;33
Personer;2019;Bosatt her;0-4 år;118;;13
Personer;2019;Bosatt her;0-4 år;119;;22
Personer;2019;Bosatt her;0-4 år;121;Rømskog (t.o.m. 2019);8
Personer;2019;Bosatt her;0-4 år;122;Trøgstad (t.o.m. 2019);7
Personer;2019;Bosatt her;0-4 år;123;Spydeberg (t.o.m. 2019);56
Personer;2019;Bosatt her;0-4 år;124;Askim (t.o.m. 2019);91
Personer;2019;Bosatt her;0-4 år;125;Eidsberg (t.o.m. 2019);40
Personer;2019;Bosatt her;0-4 år;127;;27
Personer;2019;Bosatt her;0-4 år;128;;52
Personer;2019;Bosatt her;0-4 år;135;;53
Personer;2019;Bosatt her;0-4 år;136;Rygge (t.o.m. 2019);71
Personer;2019;Bosatt her;0-4 år;137;;31
Personer;2019;Bosatt her;0-4 år;138;Hobøl (t.o.m. 2019);9
Personer;2019;Bosatt her;0-4 år;211;;67
Personer;2019;Bosatt her;0-4 år;213;Ski (t.o.m. 2019);249
Personer;2019;Bosatt her;0-4 år;214;;80
Personer;2019;Bosatt her;0-4 år;215;;74
Personer;2019;Bosatt her;0-4 år;216;;99
Personer;2019;Bosatt her;0-4 år;217;Oppegård (t.o.m. 2019);149
Personer;2019;Bosatt her;0-4 år;219;;667
Personer;2019;Bosatt her;0-4 år;220;Asker (t.o.m. 2019);339
Personer;2019;Bosatt her;0-4 år;221;Aurskog-Høland (t.o.m. 2019);97
Personer;2019;Bosatt her;0-4 år;226;Sørum (t.o.m. 2019);66
Personer;2019;Bosatt her;0-4 år;227;Fet (t.o.m. 2019);41
Personer;2019;Bosatt her;0-4 år;228;;127
Personer;2019;Bosatt her;0-4 år;229;;24
Personer;2019;Bosatt her;0-4 år;230;;210
Personer;2019;Bosatt her;0-4 år;231;Skedsmo (t.o.m. 2019);375
Personer;2019;Bosatt her;0-4 år;233;;146
Personer;2019;Bosatt her;0-4 år;234;;28
Personer;2019;Bosatt her;0-4 år;235;;161
Personer;2019;Bosatt her;0-4 år;236;;118
Personer;2019;Bosatt her;0-4 år;237;;94
Personer;2019;Bosatt her;0-4 år;238;;55
Personer;2019;Bosatt her;0-4 år;239;;13
Personer;2019;Bosatt her;0-4 år;301;Oslo;3428
Personer;2019;Bosatt her;0-4 år;402;;135
Personer;2019;Bosatt her;0-4 år;403;;246
Personer;2019;Bosatt her;0-4 år;412;;206
Personer;2019;Bosatt her;0-4 år;415;;38
Personer;2019;Bosatt her;0-4 år;417;;204
Personer;2019;Bosatt her;0-4 år;418;;21
Personer;2019;Bosatt her;0-4 år;419;;61
Personer;2019;Bosatt her;0-4 år;420;;46
Personer;2019;Bosatt her;0-4 år;423;;38
Personer;2019;Bosatt her;0-4 år;425;;34
Personer;2019;Bosatt her;0-4 år;426;;5
Personer;2019;Bosatt her;0-4 år;427;;209
Personer;2019;Bosatt her;0-4 år;428;;47
Personer;2019;Bosatt her;0-4 år;429;;27
Personer;2019;Bosatt her;0-4 år;430;;39
Personer;2019;Bosatt her;0-4 år;432;;19
Personer;2019;Bosatt her;0-4 år;434;;29
Personer;2019;Bosatt her;0-4 år;436;;25
Personer;2019;Bosatt her;0-4 år;437;;95
Personer;2019;Bosatt her;0-4 år;438;;40
Personer;2019;Bosatt her;0-4 år;439;;6
Personer;2019;Bosatt her;0-4 år;441;;38
Personer;2019;Bosatt her;0-4 år;501;;274
Personer;2019;Bosatt her;0-4 år;502;;303
Personer;2019;Bosatt her;0-4 år;511;;48
Personer;2019;Bosatt her;0-4 år;512;;10
Personer;2019;Bosatt her;0-4 år;513;;21
Personer;2019;Bosatt her;0-4 år;514;;35
Personer;2019;Bosatt her;0-4 år;515;;37
Personer;2019;Bosatt her;0-4 år;516;;89
Personer;2019;Bosatt her;0-4 år;517;;83
Personer;2019;Bosatt her;0-4 år;519;;29
Personer;2019;Bosatt her;0-4 år;520;;39
Personer;2019;Bosatt her;0-4 år;521;;73
Personer;2019;Bosatt her;0-4 år;522;;16
Personer;2019;Bosatt her;0-4 år;528;;107
Personer;2019;Bosatt her;0-4 år;529;;109
Personer;2019;Bosatt her;0-4 år;532;;64
Personer;2019;Bosatt her;0-4 år;533;;116
Personer;2019;Bosatt her;0-4 år;534;;131
Personer;2019;Bosatt her;0-4 år;536;;28
Personer;2019;Bosatt her;0-4 år;538;;76
Personer;2019;Bosatt her;0-4 år;540;;31
Personer;2019;Bosatt her;0-4 år;541;;27
Personer;2019;Bosatt her;0-4 år;542;;60
Personer;2019;Bosatt her;0-4 år;543;;25
Personer;2019;Bosatt her;0-4 år;544;;31
Personer;2019;Bosatt her;0-4 år;545;;29
Personer;2019;Bosatt her;0-4 år;602;Drammen (t.o.m. 2019);721
Personer;2019;Bosatt her;0-4 år;604;;173
Personer;2019;Bosatt her;0-4 år;605;;257
Personer;2019;Bosatt her;0-4 år;612;;34
Personer;2019;Bosatt her;0-4 år;615;;40
Personer;2019;Bosatt her;0-4 år;616;;26
Personer;2019;Bosatt her;0-4 år;617;;62
Personer;2019;Bosatt her;0-4 år;618;;38
Personer;2019;Bosatt her;0-4 år;619;;49
Personer;2019;Bosatt her;0-4 år;620;;20
Personer;2019;Bosatt her;0-4 år;621;;54
Personer;2019;Bosatt her;0-4 år;622;;25
Personer;2019;Bosatt her;0-4 år;623;;134
Personer;2019;Bosatt her;0-4 år;624;;113
Personer;2019;Bosatt her;0-4 år;625;Nedre Eiker (t.o.m. 2019);159
Personer;2019;Bosatt her;0-4 år;626;;192
Personer;2019;Bosatt her;0-4 år;627;Røyken (t.o.m. 2019);122
Personer;2019;Bosatt her;0-4 år;628;Hurum (t.o.m. 2019);70
Personer;2019;Bosatt her;0-4 år;631;;57
Personer;2019;Bosatt her;0-4 år;632;;23
Personer;2019;Bosatt her;0-4 år;633;;29
Personer;2019;Bosatt her;0-4 år;701;;233
Personer;2019;Bosatt her;0-4 år;704;Tønsberg (t.o.m. 2019);329
Personer;2019;Bosatt her;0-4 år;710;;400
Personer;2019;Bosatt her;0-4 år;711;Svelvik (t.o.m. 2019);65
Personer;2019;Bosatt her;0-4 år;712;;400
Personer;2019;Bosatt her;0-4 år;713;Sande (Vestfold) (t.o.m. 2019);69
Personer;2019;Bosatt her;0-4 år;715;Holmestrand (f.o.m. 2018, t.o.m. 2019);70
Personer;2019;Bosatt her;0-4 år;716;Re (t.o.m. 2019);72
Personer;2019;Bosatt her;0-4 år;729;;232
Personer;2019;Bosatt her;0-4 år;805;;276
Personer;2019;Bosatt her;0-4 år;806;;436
Personer;2019;Bosatt her;0-4 år;807;;175
Personer;2019;Bosatt her;0-4 år;811;;44
Personer;2019;Bosatt her;0-4 år;814;;174
Personer;2019;Bosatt her;0-4 år;815;;131
Personer;2019;Bosatt her;0-4 år;817;;72
Personer;2019;Bosatt her;0-4 år;819;;102
Personer;2019;Bosatt her;0-4 år;821;Bø (Telemark)  (t.o.m. 2019);61
Personer;2019;Bosatt her;0-4 år;822;Sauherad (t.o.m. 2019);99
Personer;2019;Bosatt her;0-4 år;826;;108
Personer;2019;Bosatt her;0-4 år;827;;47
Personer;2019;Bosatt her;0-4 år;828;;65
Personer;2019;Bosatt her;0-4 år;829;;8
Personer;2019;Bosatt her;0-4 år;830;;43
Personer;2019;Bosatt her;0-4 år;831;;47
Personer;2019;Bosatt her;0-4 år;833;;35
Personer;2019;Bosatt her;0-4 år;834;;38
Personer;2019;Bosatt her;0-4 år;901;;143
Personer;2019;Bosatt her;0-4 år;904;;286
Personer;2019;Bosatt her;0-4 år;906;;467
Personer;2019;Bosatt her;0-4 år;911;;60
Personer;2019;Bosatt her;0-4 år;912;;40
Personer;2019;Bosatt her;0-4 år;914;;61
Personer;2019;Bosatt her;0-4 år;919;;46
Personer;2019;Bosatt her;0-4 år;926;;137
Personer;2019;Bosatt her;0-4 år;928;;66
Personer;2019;Bosatt her;0-4 år;929;;28
Personer;2019;Bosatt her;0-4 år;935;;37
Personer;2019;Bosatt her;0-4 år;937;;61
Personer;2019;Bosatt her;0-4 år;938;;29
Personer;2019;Bosatt her;0-4 år;940;;27
Personer;2019;Bosatt her;0-4 år;941;;23
Personer;2019;Bosatt her;0-4 år;1001;Kristiansand (t.o.m. 2019);1108
Personer;2019;Bosatt her;0-4 år;1002;Mandal (t.o.m. 2019);237
Personer;2019;Bosatt her;0-4 år;1003;;175
Personer;2019;Bosatt her;0-4 år;1004;;172
Personer;2019;Bosatt her;0-4 år;1014;;182
Personer;2019;Bosatt her;0-4 år;1017;Songdalen (t.o.m. 2019);98
Personer;2019;Bosatt her;0-4 år;1018;Søgne (t.o.m. 2019);70
Personer;2019;Bosatt her;0-4 år;1021;Marnardal (t.o.m. 2019);18
Personer;2019;Bosatt her;0-4 år;1026;;12
Personer;2019;Bosatt her;0-4 år;1027;Audnedal (t.o.m. 2019);20
Personer;2019;Bosatt her;0-4 år;1029;Lindesnes (t.o.m. 2019);59
Personer;2019;Bosatt her;0-4 år;1032;Lyngdal (t.o.m. 2019);160
Personer;2019;Bosatt her;0-4 år;1034;;39
Personer;2019;Bosatt her;0-4 år;1037;;123
Personer;2019;Bosatt her;0-4 år;1046;;18
Personer;2019;Bosatt her;0-4 år;1101;Eigersund;162
Personer;2019;Bosatt her;0-4 år;1102;Sandnes (t.o.m. 2019);511
Personer;2019;Bosatt her;0-4 år;1103;Stavanger;922
Personer;2019;Bosatt her;0-4 år;1106;Haugesund;333
Personer;2019;Bosatt her;0-4 år;1111;Sokndal;31
Personer;2019;Bosatt her;0-4 år;1112;Lund;33
Personer;2019;Bosatt her;0-4 år;1114;Bjerkreim;16
Personer;2019;Bosatt her;0-4 år;1119;Hå;146
Personer;2019;Bosatt her;0-4 år;1120;Klepp;119
Personer;2019;Bosatt her;0-4 år;1121;Time;117
Personer;2019;Bosatt her;0-4 år;1122;Gjesdal;130
Personer;2019;Bosatt her;0-4 år;1124;Sola;125
Personer;2019;Bosatt her;0-4 år;1127;Randaberg;149
Personer;2019;Bosatt her;0-4 år;1129;Forsand (t.o.m. 2019);26
Personer;2019;Bosatt her;0-4 år;1130;Strand;169
Personer;2019;Bosatt her;0-4 år;1133;Hjelmeland;41
Personer;2019;Bosatt her;0-4 år;1134;Suldal;59
Personer;2019;Bosatt her;0-4 år;1135;Sauda;79
Personer;2019;Bosatt her;0-4 år;1141;Finnøy (t.o.m. 2019);14
Personer;2019;Bosatt her;0-4 år;1142;Rennesøy (t.o.m. 2019);44
Personer;2019;Bosatt her;0-4 år;1146;Tysvær;95
Personer;2019;Bosatt her;0-4 år;1149;Karmøy;230
Personer;2019;Bosatt her;0-4 år;1160;Vindafjord;52
Personer;2019;Bosatt her;0-4 år;1201;;1599
Personer;2019;Bosatt her;0-4 år;1211;;48
Personer;2019;Bosatt her;0-4 år;1216;;68
Personer;2019;Bosatt her;0-4 år;1219;;146
Personer;2019;Bosatt her;0-4 år;1221;;133
Personer;2019;Bosatt her;0-4 år;1222;;18
Personer;2019;Bosatt her;0-4 år;1223;;20
Personer;2019;Bosatt her;0-4 år;1224;;67
Personer;2019;Bosatt her;0-4 år;1227;Jondal (t.o.m. 2019);8
Personer;2019;Bosatt her;0-4 år;1228;Odda (t.o.m. 2019);86
Personer;2019;Bosatt her;0-4 år;1231;Ullensvang (t.o.m. 2019);85
Personer;2019;Bosatt her;0-4 år;1233;;23
Personer;2019;Bosatt her;0-4 år;1235;Voss (t.o.m. 2019);200
Personer;2019;Bosatt her;0-4 år;1238;;77
Personer;2019;Bosatt her;0-4 år;1241;Fusa (t.o.m. 2019);39
Personer;2019;Bosatt her;0-4 år;1242;;7
Personer;2019;Bosatt her;0-4 år;1243;Os (Hordaland) (t.o.m. 2019);90
Personer;2019;Bosatt her;0-4 år;1244;;14
Personer;2019;Bosatt her;0-4 år;1245;Sund (t.o.m. 2019);35
Personer;2019;Bosatt her;0-4 år;1246;Fjell (t.o.m. 2019);196
Personer;2019;Bosatt her;0-4 år;1247;;160
Personer;2019;Bosatt her;0-4 år;1251;;54
Personer;2019;Bosatt her;0-4 år;1253;;37
Personer;2019;Bosatt her;0-4 år;1256;Meland (t.o.m. 2019);85
Personer;2019;Bosatt her;0-4 år;1259;Øygarden (t.o.m. 2019);44
Personer;2019;Bosatt her;0-4 år;1260;Radøy (t.o.m. 2019);56
Personer;2019;Bosatt her;0-4 år;1263;Lindås (t.o.m. 2019);65
Personer;2019;Bosatt her;0-4 år;1264;;33
Personer;2019;Bosatt her;0-4 år;1265;;19
Personer;2019;Bosatt her;0-4 år;1266;;35
Personer;2019;Bosatt her;0-4 år;1401;Flora (t.o.m. 2019);216
Personer;2019;Bosatt her;0-4 år;1411;;27
Personer;2019;Bosatt her;0-4 år;1412;;18
Personer;2019;Bosatt her;0-4 år;1413;;31
Personer;2019;Bosatt her;0-4 år;1416;;66
Personer;2019;Bosatt her;0-4 år;1417;;59
Personer;2019;Bosatt her;0-4 år;1418;Balestrand (t.o.m. 2019);50
Personer;2019;Bosatt her;0-4 år;1419;Leikanger (t.o.m. 2019);40
Personer;2019;Bosatt her;0-4 år;1420;Sogndal (t.o.m. 2019);135
Personer;2019;Bosatt her;0-4 år;1421;;16
Personer;2019;Bosatt her;0-4 år;1422;;37
Personer;2019;Bosatt her;0-4 år;1424;;39
Personer;2019;Bosatt her;0-4 år;1426;;82
Personer;2019;Bosatt her;0-4 år;1428;;48
Personer;2019;Bosatt her;0-4 år;1429;;23
Personer;2019;Bosatt her;0-4 år;1430;Gaular (t.o.m. 2019);28
Personer;2019;Bosatt her;0-4 år;1431;Jølster (t.o.m. 2019);59
Personer;2019;Bosatt her;0-4 år;1432;Førde (t.o.m. 2019);163
Personer;2019;Bosatt her;0-4 år;1433;Naustdal (t.o.m. 2019);29
Personer;2019;Bosatt her;0-4 år;1438;;25
Personer;2019;Bosatt her;0-4 år;1439;Vågsøy (t.o.m. 2019);68
Personer;2019;Bosatt her;0-4 år;1441;Selje (t.o.m. 2019);30
Personer;2019;Bosatt her;0-4 år;1443;Eid (t.o.m. 2019);109
Personer;2019;Bosatt her;0-4 år;1444;Hornindal (t.o.m. 2019);5
Personer;2019;Bosatt her;0-4 år;1445;;109
Personer;2019;Bosatt her;0-4 år;1449;;123
Personer;2019;Bosatt her;0-4 år;1502;Molde (t.o.m. 2019);373
Personer;2019;Bosatt her;0-4 år;1504;Ålesund (t.o.m. 2019);412
Personer;2019;Bosatt her;0-4 år;1505;Kristiansund;254
Personer;2019;Bosatt her;0-4 år;1511;Vanylven;19
Personer;2019;Bosatt her;0-4 år;1514;Sande (Møre og Romsdal);15
Personer;2019;Bosatt her;0-4 år;1515;Herøy (Møre og Romsdal);49
Personer;2019;Bosatt her;0-4 år;1516;Ulstein;130
Personer;2019;Bosatt her;0-4 år;1517;Hareid;62
Personer;2019;Bosatt her;0-4 år;1519;Volda (t.o.m. 2019);162
Personer;2019;Bosatt her;0-4 år;1520;Ørsta;85
Personer;2019;Bosatt her;0-4 år;1523;Ørskog (t.o.m. 2019);16
Personer;2019;Bosatt her;0-4 år;1525;Stranda;10
Personer;2019;Bosatt her;0-4 år;1526;Stordal (t.o.m. 2019);3
Personer;2019;Bosatt her;0-4 år;1528;Sykkylven;56
Personer;2019;Bosatt her;0-4 år;1529;Skodje (t.o.m. 2019);38
Personer;2019;Bosatt her;0-4 år;1531;Sula;42
Personer;2019;Bosatt her;0-4 år;1532;Giske;54
Personer;2019;Bosatt her;0-4 år;1534;Haram (t.o.m. 2019);79
Personer;2019;Bosatt her;0-4 år;1535;Vestnes;65
Personer;2019;Bosatt her;0-4 år;1539;Rauma;16
Personer;2019;Bosatt her;0-4 år;1543;Nesset (t.o.m. 2019);34
Personer;2019;Bosatt her;0-4 år;1545;Midsund (t.o.m. 2019);6
Personer;2019;Bosatt her;0-4 år;1546;Sandøy (t.o.m. 2019);12
Personer;2019;Bosatt her;0-4 år;1547;Aukra;72
Personer;2019;Bosatt her;0-4 år;1548;Fræna (t.o.m. 2019);49
Personer;2019;Bosatt her;0-4 år;1551;Eide (t.o.m. 2019);16
Personer;2019;Bosatt her;0-4 år;1554;Averøy;32
Personer;2019;Bosatt her;0-4 år;1557;Gjemnes;6
Personer;2019;Bosatt her;0-4 år;1560;Tingvoll;43
Personer;2019;Bosatt her;0-4 år;1563;Sunndal;191
Personer;2019;Bosatt her;0-4 år;1566;Surnadal;57
Personer;2019;Bosatt her;0-4 år;1567;;16
Personer;2019;Bosatt her;0-4 år;1571;Halsa (t.o.m. 2019);39
Personer;2019;Bosatt her;0-4 år;1573;Smøla;33
Personer;2019;Bosatt her;0-4 år;1576;Aure;54
Personer;2019;Bosatt her;0-4 år;1601;Trondheim (t.o.m. 2019);1772
Personer;2019;Bosatt her;0-4 år;1612;;41
