Enhet;År;Kommunenummer;Kommune;Bosetting;Antall
Personer;2011;1917;;Faktisk bosetting;.
Personer;2011;1917;;Vedtak om bosetting;10
Personer;2011;1919;;Anmodning om bosetting;10
Personer;2011;1919;;Faktisk bosetting;.
Personer;2011;1919;;Vedtak om bosetting;25
Personer;2011;1920;;Anmodning om bosetting;.
Personer;2011;1920;;Faktisk bosetting;.
Personer;2011;1920;;Vedtak om bosetting;.
Personer;2011;1922;;Anmodning om bosetting;10
Personer;2011;1922;;Faktisk bosetting;.
Personer;2011;1922;;Vedtak om bosetting;10
Personer;2011;1923;;Anmodning om bosetting;15
Personer;2011;1923;;Faktisk bosetting;.
Personer;2011;1923;;Vedtak om bosetting;15
Personer;2011;1924;;Anmodning om bosetting;10
Personer;2011;1924;;Faktisk bosetting;.
Personer;2011;1924;;Vedtak om bosetting;10
Personer;2011;1925;;Anmodning om bosetting;.
Personer;2011;1925;;Faktisk bosetting;.
Personer;2011;1925;;Vedtak om bosetting;.
Personer;2011;1926;;Anmodning om bosetting;.
Personer;2011;1926;;Faktisk bosetting;.
Personer;2011;1926;;Vedtak om bosetting;.
Personer;2011;1927;Tranøy (t.o.m. 2019);Anmodning om bosetting;10
Personer;2011;1927;Tranøy (t.o.m. 2019);Faktisk bosetting;.
Personer;2011;1927;Tranøy (t.o.m. 2019);Vedtak om bosetting;10
Personer;2011;1928;Torsken (t.o.m. 2019);Anmodning om bosetting;.
Personer;2011;1928;Torsken (t.o.m. 2019);Faktisk bosetting;.
Personer;2011;1928;Torsken (t.o.m. 2019);Vedtak om bosetting;.
Personer;2011;1929;Berg (t.o.m. 2019);Anmodning om bosetting;10
Personer;2011;1929;Berg (t.o.m. 2019);Faktisk bosetting;.
Personer;2011;1929;Berg (t.o.m. 2019);Vedtak om bosetting;11
Personer;2011;1931;Lenvik (t.o.m. 2019);Anmodning om bosetting;20
Personer;2011;1931;Lenvik (t.o.m. 2019);Faktisk bosetting;.
Personer;2011;1931;Lenvik (t.o.m. 2019);Vedtak om bosetting;20
Personer;2011;1933;;Anmodning om bosetting;.
Personer;2011;1933;;Faktisk bosetting;.
Personer;2011;1933;;Vedtak om bosetting;.
Personer;2011;1936;;Anmodning om bosetting;.
Personer;2011;1936;;Faktisk bosetting;.
Personer;2011;1936;;Vedtak om bosetting;.
Personer;2011;1938;;Anmodning om bosetting;.
Personer;2011;1938;;Faktisk bosetting;.
Personer;2011;1938;;Vedtak om bosetting;.
Personer;2011;1939;;Anmodning om bosetting;.
Personer;2011;1939;;Faktisk bosetting;.
Personer;2011;1939;;Vedtak om bosetting;.
Personer;2011;1940;;Anmodning om bosetting;.
Personer;2011;1940;;Faktisk bosetting;.
Personer;2011;1940;;Vedtak om bosetting;.
Personer;2011;1941;;Anmodning om bosetting;.
Personer;2011;1941;;Faktisk bosetting;.
Personer;2011;1941;;Vedtak om bosetting;.
Personer;2011;1942;;Anmodning om bosetting;10
Personer;2011;1942;;Faktisk bosetting;.
Personer;2011;1942;;Vedtak om bosetting;10
Personer;2011;1943;;Anmodning om bosetting;.
Personer;2011;1943;;Faktisk bosetting;.
Personer;2011;1943;;Vedtak om bosetting;.
Personer;2011;2001;;Anmodning om bosetting;.
Personer;2011;2001;;Faktisk bosetting;.
Personer;2011;2001;;Vedtak om bosetting;.
Personer;2011;2002;;Anmodning om bosetting;.
Personer;2011;2002;;Faktisk bosetting;.
Personer;2011;2002;;Vedtak om bosetting;.
Personer;2011;2003;;Anmodning om bosetting;70
Personer;2011;2003;;Faktisk bosetting;.
Personer;2011;2003;;Vedtak om bosetting;70
Personer;2011;2004;Hammerfest (t.o.m. 2019);Anmodning om bosetting;20
Personer;2011;2004;Hammerfest (t.o.m. 2019);Faktisk bosetting;.
Personer;2011;2004;Hammerfest (t.o.m. 2019);Vedtak om bosetting;11
Personer;2011;2011;;Anmodning om bosetting;.
Personer;2011;2011;;Faktisk bosetting;.
Personer;2011;2011;;Vedtak om bosetting;.
Personer;2011;2012;;Anmodning om bosetting;30
Personer;2011;2012;;Faktisk bosetting;.
Personer;2011;2012;;Vedtak om bosetting;30
Personer;2011;2014;;Anmodning om bosetting;.
Personer;2011;2014;;Faktisk bosetting;.
Personer;2011;2014;;Vedtak om bosetting;.
Personer;2011;2015;;Anmodning om bosetting;.
Personer;2011;2015;;Faktisk bosetting;.
Personer;2011;2015;;Vedtak om bosetting;.
Personer;2011;2017;Kvalsund (t.o.m. 2019);Anmodning om bosetting;.
Personer;2011;2017;Kvalsund (t.o.m. 2019);Faktisk bosetting;.
Personer;2011;2017;Kvalsund (t.o.m. 2019);Vedtak om bosetting;.
Personer;2011;2018;;Anmodning om bosetting;.
Personer;2011;2018;;Faktisk bosetting;.
Personer;2011;2018;;Vedtak om bosetting;.
Personer;2011;2019;;Anmodning om bosetting;10
Personer;2011;2019;;Faktisk bosetting;.
Personer;2011;2019;;Vedtak om bosetting;5
Personer;2011;2020;;Anmodning om bosetting;10
Personer;2011;2020;;Faktisk bosetting;.
Personer;2011;2020;;Vedtak om bosetting;10
Personer;2011;2021;;Anmodning om bosetting;.
Personer;2011;2021;;Faktisk bosetting;.
Personer;2011;2021;;Vedtak om bosetting;.
Personer;2011;2022;;Anmodning om bosetting;.
Personer;2011;2022;;Faktisk bosetting;.
Personer;2011;2022;;Vedtak om bosetting;.
Personer;2011;2023;;Anmodning om bosetting;.
Personer;2011;2023;;Faktisk bosetting;.
Personer;2011;2023;;Vedtak om bosetting;.
Personer;2011;2024;;Anmodning om bosetting;.
Personer;2011;2024;;Faktisk bosetting;.
Personer;2011;2024;;Vedtak om bosetting;.
Personer;2011;2025;;Anmodning om bosetting;.
Personer;2011;2025;;Faktisk bosetting;.
Personer;2011;2025;;Vedtak om bosetting;.
Personer;2011;2027;;Anmodning om bosetting;.
Personer;2011;2027;;Faktisk bosetting;.
Personer;2011;2027;;Vedtak om bosetting;.
Personer;2011;2028;;Anmodning om bosetting;10
Personer;2011;2028;;Faktisk bosetting;.
Personer;2011;2028;;Vedtak om bosetting;.
Personer;2011;2030;;Anmodning om bosetting;15
Personer;2011;2030;;Faktisk bosetting;.
Personer;2011;2030;;Vedtak om bosetting;20
Personer;2012;0101;;Anmodning om bosetting;30
Personer;2012;0101;;Faktisk bosetting;6
Personer;2012;0101;;Vedtak om bosetting;10
Personer;2012;0102;;Anmodning om bosetting;.
Personer;2012;0102;;Faktisk bosetting;.
Personer;2012;0102;;Vedtak om bosetting;.
Personer;2012;0103;;Anmodning om bosetting;.
Personer;2012;0103;;Faktisk bosetting;.
Personer;2012;0103;;Vedtak om bosetting;.
Personer;2012;0104;Moss (t.o.m. 2019);Anmodning om bosetting;50
Personer;2012;0104;Moss (t.o.m. 2019);Faktisk bosetting;34
Personer;2012;0104;Moss (t.o.m. 2019);Vedtak om bosetting;20
Personer;2012;0105;;Anmodning om bosetting;60
Personer;2012;0105;;Faktisk bosetting;44
Personer;2012;0105;;Vedtak om bosetting;60
Personer;2012;0106;;Anmodning om bosetting;100
Personer;2012;0106;;Faktisk bosetting;48
Personer;2012;0106;;Vedtak om bosetting;50
Personer;2012;0111;;Anmodning om bosetting;10
Personer;2012;0111;;Faktisk bosetting;5
Personer;2012;0111;;Vedtak om bosetting;4
Personer;2012;0118;;Anmodning om bosetting;15
Personer;2012;0118;;Faktisk bosetting;0
Personer;2012;0118;;Vedtak om bosetting;.
Personer;2012;0119;;Anmodning om bosetting;15
Personer;2012;0119;;Faktisk bosetting;5
Personer;2012;0119;;Vedtak om bosetting;3
Personer;2012;0121;Rømskog (t.o.m. 2019);Anmodning om bosetting;.
Personer;2012;0121;Rømskog (t.o.m. 2019);Faktisk bosetting;0
Personer;2012;0121;Rømskog (t.o.m. 2019);Vedtak om bosetting;.
Personer;2012;0122;Trøgstad (t.o.m. 2019);Anmodning om bosetting;15
Personer;2012;0122;Trøgstad (t.o.m. 2019);Faktisk bosetting;5
Personer;2012;0122;Trøgstad (t.o.m. 2019);Vedtak om bosetting;5
Personer;2012;0123;Spydeberg (t.o.m. 2019);Anmodning om bosetting;15
Personer;2012;0123;Spydeberg (t.o.m. 2019);Faktisk bosetting;11
Personer;2012;0123;Spydeberg (t.o.m. 2019);Vedtak om bosetting;10
Personer;2012;0124;Askim (t.o.m. 2019);Anmodning om bosetting;25
Personer;2012;0124;Askim (t.o.m. 2019);Faktisk bosetting;9
Personer;2012;0124;Askim (t.o.m. 2019);Vedtak om bosetting;10
Personer;2012;0125;Eidsberg (t.o.m. 2019);Anmodning om bosetting;25
Personer;2012;0125;Eidsberg (t.o.m. 2019);Faktisk bosetting;7
Personer;2012;0125;Eidsberg (t.o.m. 2019);Vedtak om bosetting;12
Personer;2012;0127;;Anmodning om bosetting;5
Personer;2012;0127;;Faktisk bosetting;8
Personer;2012;0127;;Vedtak om bosetting;5
Personer;2012;0128;;Anmodning om bosetting;15
Personer;2012;0128;;Faktisk bosetting;0
Personer;2012;0128;;Vedtak om bosetting;0
Personer;2012;0135;;Anmodning om bosetting;15
Personer;2012;0135;;Faktisk bosetting;11
Personer;2012;0135;;Vedtak om bosetting;10
Personer;2012;0136;Rygge (t.o.m. 2019);Anmodning om bosetting;10
Personer;2012;0136;Rygge (t.o.m. 2019);Faktisk bosetting;4
Personer;2012;0136;Rygge (t.o.m. 2019);Vedtak om bosetting;2
Personer;2012;0137;;Anmodning om bosetting;5
Personer;2012;0137;;Faktisk bosetting;0
Personer;2012;0137;;Vedtak om bosetting;.
Personer;2012;0138;Hobøl (t.o.m. 2019);Anmodning om bosetting;15
Personer;2012;0138;Hobøl (t.o.m. 2019);Faktisk bosetting;0
Personer;2012;0138;Hobøl (t.o.m. 2019);Vedtak om bosetting;.
Personer;2012;0211;;Anmodning om bosetting;15
Personer;2012;0211;;Faktisk bosetting;12
Personer;2012;0211;;Vedtak om bosetting;10
Personer;2012;0213;Ski (t.o.m. 2019);Anmodning om bosetting;50
Personer;2012;0213;Ski (t.o.m. 2019);Faktisk bosetting;33
Personer;2012;0213;Ski (t.o.m. 2019);Vedtak om bosetting;50
Personer;2012;0214;;Anmodning om bosetting;15
Personer;2012;0214;;Faktisk bosetting;14
Personer;2012;0214;;Vedtak om bosetting;15
Personer;2012;0215;;Anmodning om bosetting;15
Personer;2012;0215;;Faktisk bosetting;6
Personer;2012;0215;;Vedtak om bosetting;10
Personer;2012;0216;;Anmodning om bosetting;30
Personer;2012;0216;;Faktisk bosetting;12
Personer;2012;0216;;Vedtak om bosetting;20
Personer;2012;0217;Oppegård (t.o.m. 2019);Anmodning om bosetting;45
Personer;2012;0217;Oppegård (t.o.m. 2019);Faktisk bosetting;8
Personer;2012;0217;Oppegård (t.o.m. 2019);Vedtak om bosetting;30
Personer;2012;0219;;Anmodning om bosetting;155
Personer;2012;0219;;Faktisk bosetting;101
Personer;2012;0219;;Vedtak om bosetting;135
Personer;2012;0220;Asker (t.o.m. 2019);Anmodning om bosetting;85
Personer;2012;0220;Asker (t.o.m. 2019);Faktisk bosetting;48
Personer;2012;0220;Asker (t.o.m. 2019);Vedtak om bosetting;50
Personer;2012;0221;Aurskog-Høland (t.o.m. 2019);Anmodning om bosetting;16
Personer;2012;0221;Aurskog-Høland (t.o.m. 2019);Faktisk bosetting;9
Personer;2012;0221;Aurskog-Høland (t.o.m. 2019);Vedtak om bosetting;10
Personer;2012;0226;Sørum (t.o.m. 2019);Anmodning om bosetting;15
Personer;2012;0226;Sørum (t.o.m. 2019);Faktisk bosetting;9
Personer;2012;0226;Sørum (t.o.m. 2019);Vedtak om bosetting;10
Personer;2012;0227;Fet (t.o.m. 2019);Anmodning om bosetting;16
Personer;2012;0227;Fet (t.o.m. 2019);Faktisk bosetting;13
Personer;2012;0227;Fet (t.o.m. 2019);Vedtak om bosetting;10
Personer;2012;0228;;Anmodning om bosetting;32
Personer;2012;0228;;Faktisk bosetting;15
Personer;2012;0228;;Vedtak om bosetting;10
Personer;2012;0229;;Anmodning om bosetting;15
Personer;2012;0229;;Faktisk bosetting;5
Personer;2012;0229;;Vedtak om bosetting;5
Personer;2012;0230;;Anmodning om bosetting;65
Personer;2012;0230;;Faktisk bosetting;23
Personer;2012;0230;;Vedtak om bosetting;20
Personer;2012;0231;Skedsmo (t.o.m. 2019);Anmodning om bosetting;60
Personer;2012;0231;Skedsmo (t.o.m. 2019);Faktisk bosetting;53
Personer;2012;0231;Skedsmo (t.o.m. 2019);Vedtak om bosetting;60
Personer;2012;0233;;Anmodning om bosetting;21
Personer;2012;0233;;Faktisk bosetting;10
Personer;2012;0233;;Vedtak om bosetting;15
Personer;2012;0234;;Anmodning om bosetting;13
Personer;2012;0234;;Faktisk bosetting;2
Personer;2012;0234;;Vedtak om bosetting;10
Personer;2012;0235;;Anmodning om bosetting;25
Personer;2012;0235;;Faktisk bosetting;11
Personer;2012;0235;;Vedtak om bosetting;10
Personer;2012;0236;;Anmodning om bosetting;25
Personer;2012;0236;;Faktisk bosetting;19
Personer;2012;0236;;Vedtak om bosetting;20
Personer;2012;0237;;Anmodning om bosetting;20
Personer;2012;0237;;Faktisk bosetting;15
Personer;2012;0237;;Vedtak om bosetting;15
Personer;2012;0238;;Anmodning om bosetting;13
Personer;2012;0238;;Faktisk bosetting;8
Personer;2012;0238;;Vedtak om bosetting;10
Personer;2012;0239;;Anmodning om bosetting;13
Personer;2012;0239;;Faktisk bosetting;0
Personer;2012;0239;;Vedtak om bosetting;.
Personer;2012;0301;Oslo;Anmodning om bosetting;450
Personer;2012;0301;Oslo;Faktisk bosetting;459
Personer;2012;0301;Oslo;Vedtak om bosetting;410
Personer;2012;0402;;Anmodning om bosetting;31
Personer;2012;0402;;Faktisk bosetting;8
Personer;2012;0402;;Vedtak om bosetting;25
Personer;2012;0403;;Anmodning om bosetting;47
Personer;2012;0403;;Faktisk bosetting;40
Personer;2012;0403;;Vedtak om bosetting;40
Personer;2012;0412;;Anmodning om bosetting;31
Personer;2012;0412;;Faktisk bosetting;7
Personer;2012;0412;;Vedtak om bosetting;25
Personer;2012;0415;;Anmodning om bosetting;13
Personer;2012;0415;;Faktisk bosetting;8
Personer;2012;0415;;Vedtak om bosetting;10
Personer;2012;0417;;Anmodning om bosetting;36
Personer;2012;0417;;Faktisk bosetting;26
Personer;2012;0417;;Vedtak om bosetting;25
Personer;2012;0418;;Anmodning om bosetting;13
Personer;2012;0418;;Faktisk bosetting;1
Personer;2012;0418;;Vedtak om bosetting;10
Personer;2012;0419;;Anmodning om bosetting;13
Personer;2012;0419;;Faktisk bosetting;6
Personer;2012;0419;;Vedtak om bosetting;10
Personer;2012;0420;;Anmodning om bosetting;10
Personer;2012;0420;;Faktisk bosetting;1
Personer;2012;0420;;Vedtak om bosetting;.
Personer;2012;0423;;Anmodning om bosetting;15
Personer;2012;0423;;Faktisk bosetting;4
Personer;2012;0423;;Vedtak om bosetting;4
Personer;2012;0425;;Anmodning om bosetting;15
Personer;2012;0425;;Faktisk bosetting;14
Personer;2012;0425;;Vedtak om bosetting;19
Personer;2012;0426;;Anmodning om bosetting;.
Personer;2012;0426;;Faktisk bosetting;0
Personer;2012;0426;;Vedtak om bosetting;.
Personer;2012;0427;;Anmodning om bosetting;41
Personer;2012;0427;;Faktisk bosetting;27
Personer;2012;0427;;Vedtak om bosetting;35
Personer;2012;0428;;Anmodning om bosetting;14
Personer;2012;0428;;Faktisk bosetting;9
Personer;2012;0428;;Vedtak om bosetting;8
Personer;2012;0429;;Anmodning om bosetting;2
Personer;2012;0429;;Faktisk bosetting;0
Personer;2012;0429;;Vedtak om bosetting;2
Personer;2012;0430;;Anmodning om bosetting;14
Personer;2012;0430;;Faktisk bosetting;3
Personer;2012;0430;;Vedtak om bosetting;.
Personer;2012;0432;;Anmodning om bosetting;.
Personer;2012;0432;;Faktisk bosetting;0
Personer;2012;0432;;Vedtak om bosetting;.
Personer;2012;0434;;Anmodning om bosetting;10
Personer;2012;0434;;Faktisk bosetting;5
Personer;2012;0434;;Vedtak om bosetting;5
Personer;2012;0436;;Anmodning om bosetting;14
Personer;2012;0436;;Faktisk bosetting;7
Personer;2012;0436;;Vedtak om bosetting;7
Personer;2012;0437;;Anmodning om bosetting;19
Personer;2012;0437;;Faktisk bosetting;15
Personer;2012;0437;;Vedtak om bosetting;15
Personer;2012;0438;;Anmodning om bosetting;10
Personer;2012;0438;;Faktisk bosetting;5
Personer;2012;0438;;Vedtak om bosetting;10
Personer;2012;0439;;Anmodning om bosetting;8
Personer;2012;0439;;Faktisk bosetting;0
Personer;2012;0439;;Vedtak om bosetting;8
Personer;2012;0441;;Anmodning om bosetting;10
Personer;2012;0441;;Faktisk bosetting;1
Personer;2012;0441;;Vedtak om bosetting;7
Personer;2012;0501;;Anmodning om bosetting;57
Personer;2012;0501;;Faktisk bosetting;48
Personer;2012;0501;;Vedtak om bosetting;45
Personer;2012;0502;;Anmodning om bosetting;50
Personer;2012;0502;;Faktisk bosetting;44
Personer;2012;0502;;Vedtak om bosetting;50
Personer;2012;0511;;Anmodning om bosetting;9
Personer;2012;0511;;Faktisk bosetting;6
Personer;2012;0511;;Vedtak om bosetting;.
Personer;2012;0512;;Anmodning om bosetting;.
Personer;2012;0512;;Faktisk bosetting;0
Personer;2012;0512;;Vedtak om bosetting;.
Personer;2012;0513;;Anmodning om bosetting;12
Personer;2012;0513;;Faktisk bosetting;3
Personer;2012;0513;;Vedtak om bosetting;5
Personer;2012;0514;;Anmodning om bosetting;10
Personer;2012;0514;;Faktisk bosetting;0
Personer;2012;0514;;Vedtak om bosetting;11
Personer;2012;0515;;Anmodning om bosetting;14
Personer;2012;0515;;Faktisk bosetting;10
Personer;2012;0515;;Vedtak om bosetting;12
Personer;2012;0516;;Anmodning om bosetting;19
Personer;2012;0516;;Faktisk bosetting;13
Personer;2012;0516;;Vedtak om bosetting;15
Personer;2012;0517;;Anmodning om bosetting;9
Personer;2012;0517;;Faktisk bosetting;6
Personer;2012;0517;;Vedtak om bosetting;5
Personer;2012;0519;;Anmodning om bosetting;5
Personer;2012;0519;;Faktisk bosetting;1
Personer;2012;0519;;Vedtak om bosetting;.
Personer;2012;0520;;Anmodning om bosetting;16
Personer;2012;0520;;Faktisk bosetting;10
Personer;2012;0520;;Vedtak om bosetting;5
Personer;2012;0521;;Anmodning om bosetting;20
Personer;2012;0521;;Faktisk bosetting;16
Personer;2012;0521;;Vedtak om bosetting;15
Personer;2012;0522;;Anmodning om bosetting;10
Personer;2012;0522;;Faktisk bosetting;5
Personer;2012;0522;;Vedtak om bosetting;5
Personer;2012;0528;;Anmodning om bosetting;19
Personer;2012;0528;;Faktisk bosetting;11
Personer;2012;0528;;Vedtak om bosetting;15
Personer;2012;0529;;Anmodning om bosetting;19
Personer;2012;0529;;Faktisk bosetting;12
Personer;2012;0529;;Vedtak om bosetting;15
Personer;2012;0532;;Anmodning om bosetting;10
Personer;2012;0532;;Faktisk bosetting;5
Personer;2012;0532;;Vedtak om bosetting;10
Personer;2012;0533;;Anmodning om bosetting;30
Personer;2012;0533;;Faktisk bosetting;33
Personer;2012;0533;;Vedtak om bosetting;25
Personer;2012;0534;;Anmodning om bosetting;35
Personer;2012;0534;;Faktisk bosetting;30
Personer;2012;0534;;Vedtak om bosetting;30
Personer;2012;0536;;Anmodning om bosetting;10
Personer;2012;0536;;Faktisk bosetting;7
Personer;2012;0536;;Vedtak om bosetting;10
Personer;2012;0538;;Anmodning om bosetting;19
Personer;2012;0538;;Faktisk bosetting;15
Personer;2012;0538;;Vedtak om bosetting;15
Personer;2012;0540;;Anmodning om bosetting;10
Personer;2012;0540;;Faktisk bosetting;4
Personer;2012;0540;;Vedtak om bosetting;7
Personer;2012;0541;;Anmodning om bosetting;10
Personer;2012;0541;;Faktisk bosetting;2
Personer;2012;0541;;Vedtak om bosetting;.
Personer;2012;0542;;Anmodning om bosetting;14
Personer;2012;0542;;Faktisk bosetting;12
Personer;2012;0542;;Vedtak om bosetting;10
Personer;2012;0543;;Anmodning om bosetting;9
Personer;2012;0543;;Faktisk bosetting;0
Personer;2012;0543;;Vedtak om bosetting;5
Personer;2012;0544;;Anmodning om bosetting;9
Personer;2012;0544;;Faktisk bosetting;2
Personer;2012;0544;;Vedtak om bosetting;5
Personer;2012;0545;;Anmodning om bosetting;2
Personer;2012;0545;;Faktisk bosetting;2
Personer;2012;0545;;Vedtak om bosetting;2
Personer;2012;0602;Drammen (t.o.m. 2019);Anmodning om bosetting;124
Personer;2012;0602;Drammen (t.o.m. 2019);Faktisk bosetting;133
Personer;2012;0602;Drammen (t.o.m. 2019);Vedtak om bosetting;124
Personer;2012;0604;;Anmodning om bosetting;45
Personer;2012;0604;;Faktisk bosetting;23
Personer;2012;0604;;Vedtak om bosetting;35
Personer;2012;0605;;Anmodning om bosetting;39
Personer;2012;0605;;Faktisk bosetting;29
Personer;2012;0605;;Vedtak om bosetting;30
Personer;2012;0612;;Anmodning om bosetting;13
Personer;2012;0612;;Faktisk bosetting;4
Personer;2012;0612;;Vedtak om bosetting;10
Personer;2012;0615;;Anmodning om bosetting;.
Personer;2012;0615;;Faktisk bosetting;0
Personer;2012;0615;;Vedtak om bosetting;.
Personer;2012;0616;;Anmodning om bosetting;12
Personer;2012;0616;;Faktisk bosetting;9
Personer;2012;0616;;Vedtak om bosetting;10
Personer;2012;0617;;Anmodning om bosetting;18
Personer;2012;0617;;Faktisk bosetting;11
Personer;2012;0617;;Vedtak om bosetting;10
Personer;2012;0618;;Anmodning om bosetting;15
Personer;2012;0618;;Faktisk bosetting;7
Personer;2012;0618;;Vedtak om bosetting;12
Personer;2012;0619;;Anmodning om bosetting;13
Personer;2012;0619;;Faktisk bosetting;12
Personer;2012;0619;;Vedtak om bosetting;10
Personer;2012;0620;;Anmodning om bosetting;12
Personer;2012;0620;;Faktisk bosetting;3
Personer;2012;0620;;Vedtak om bosetting;5
Personer;2012;0621;;Anmodning om bosetting;8
Personer;2012;0621;;Faktisk bosetting;4
Personer;2012;0621;;Vedtak om bosetting;5
Personer;2012;0622;;Anmodning om bosetting;5
Personer;2012;0622;;Faktisk bosetting;0
Personer;2012;0622;;Vedtak om bosetting;.
Personer;2012;0623;;Anmodning om bosetting;20
Personer;2012;0623;;Faktisk bosetting;21
Personer;2012;0623;;Vedtak om bosetting;20
Personer;2012;0624;;Anmodning om bosetting;27
Personer;2012;0624;;Faktisk bosetting;19
Personer;2012;0624;;Vedtak om bosetting;20
Personer;2012;0625;Nedre Eiker (t.o.m. 2019);Anmodning om bosetting;25
Personer;2012;0625;Nedre Eiker (t.o.m. 2019);Faktisk bosetting;12
Personer;2012;0625;Nedre Eiker (t.o.m. 2019);Vedtak om bosetting;15
Personer;2012;0626;;Anmodning om bosetting;27
Personer;2012;0626;;Faktisk bosetting;18
Personer;2012;0626;;Vedtak om bosetting;20
Personer;2012;0627;Røyken (t.o.m. 2019);Anmodning om bosetting;27
Personer;2012;0627;Røyken (t.o.m. 2019);Faktisk bosetting;16
Personer;2012;0627;Røyken (t.o.m. 2019);Vedtak om bosetting;20
Personer;2012;0628;Hurum (t.o.m. 2019);Anmodning om bosetting;27
Personer;2012;0628;Hurum (t.o.m. 2019);Faktisk bosetting;14
Personer;2012;0628;Hurum (t.o.m. 2019);Vedtak om bosetting;20
Personer;2012;0631;;Anmodning om bosetting;13
Personer;2012;0631;;Faktisk bosetting;8
Personer;2012;0631;;Vedtak om bosetting;10
Personer;2012;0632;;Anmodning om bosetting;17
Personer;2012;0632;;Faktisk bosetting;4
Personer;2012;0632;;Vedtak om bosetting;8
Personer;2012;0633;;Anmodning om bosetting;12
Personer;2012;0633;;Faktisk bosetting;7
Personer;2012;0633;;Vedtak om bosetting;6
Personer;2012;0701;;Anmodning om bosetting;40
Personer;2012;0701;;Faktisk bosetting;21
Personer;2012;0701;;Vedtak om bosetting;15
Personer;2012;0702;Holmestrand (t.o.m. 2017);Anmodning om bosetting;18
Personer;2012;0702;Holmestrand (t.o.m. 2017);Faktisk bosetting;9
Personer;2012;0702;Holmestrand (t.o.m. 2017);Vedtak om bosetting;8
Personer;2012;0704;Tønsberg (t.o.m. 2019);Anmodning om bosetting;50
Personer;2012;0704;Tønsberg (t.o.m. 2019);Faktisk bosetting;23
Personer;2012;0704;Tønsberg (t.o.m. 2019);Vedtak om bosetting;30
Personer;2012;0706;Sandefjord (t.o.m. 2016);Anmodning om bosetting;50
Personer;2012;0706;Sandefjord (t.o.m. 2016);Faktisk bosetting;30
Personer;2012;0706;Sandefjord (t.o.m. 2016);Vedtak om bosetting;30
Personer;2012;0709;Larvik (t.o.m. 2017);Anmodning om bosetting;50
Personer;2012;0709;Larvik (t.o.m. 2017);Faktisk bosetting;32
Personer;2012;0709;Larvik (t.o.m. 2017);Vedtak om bosetting;40
Personer;2012;0711;Svelvik (t.o.m. 2019);Anmodning om bosetting;13
Personer;2012;0711;Svelvik (t.o.m. 2019);Faktisk bosetting;5
Personer;2012;0711;Svelvik (t.o.m. 2019);Vedtak om bosetting;5
Personer;2012;0713;Sande (Vestfold) (t.o.m. 2019);Anmodning om bosetting;18
Personer;2012;0713;Sande (Vestfold) (t.o.m. 2019);Faktisk bosetting;11
Personer;2012;0713;Sande (Vestfold) (t.o.m. 2019);Vedtak om bosetting;10
Personer;2012;0714;Hof (t.o.m. 2017);Anmodning om bosetting;13
Personer;2012;0714;Hof (t.o.m. 2017);Faktisk bosetting;0
Personer;2012;0714;Hof (t.o.m. 2017);Vedtak om bosetting;5
Personer;2012;0716;Re (t.o.m. 2019);Anmodning om bosetting;25
Personer;2012;0716;Re (t.o.m. 2019);Faktisk bosetting;5
Personer;2012;0716;Re (t.o.m. 2019);Vedtak om bosetting;15
Personer;2012;0718;;Anmodning om bosetting;.
Personer;2012;0718;;Faktisk bosetting;.
Personer;2012;0718;;Vedtak om bosetting;.
Personer;2012;0719;Andebu (t.o.m. 2016);Anmodning om bosetting;25
Personer;2012;0719;Andebu (t.o.m. 2016);Faktisk bosetting;1
Personer;2012;0719;Andebu (t.o.m. 2016);Vedtak om bosetting;.
Personer;2012;0720;Stokke (t.o.m. 2016);Anmodning om bosetting;25
Personer;2012;0720;Stokke (t.o.m. 2016);Faktisk bosetting;27
Personer;2012;0720;Stokke (t.o.m. 2016);Vedtak om bosetting;20
Personer;2012;0722;Nøtterøy (t.o.m. 2017);Anmodning om bosetting;30
Personer;2012;0722;Nøtterøy (t.o.m. 2017);Faktisk bosetting;19
Personer;2012;0722;Nøtterøy (t.o.m. 2017);Vedtak om bosetting;25
Personer;2012;0723;Tjøme (t.o.m. 2017);Anmodning om bosetting;18
Personer;2012;0723;Tjøme (t.o.m. 2017);Faktisk bosetting;5
Personer;2012;0723;Tjøme (t.o.m. 2017);Vedtak om bosetting;8
Personer;2012;0728;Lardal (t.o.m. 2017);Anmodning om bosetting;20
Personer;2012;0728;Lardal (t.o.m. 2017);Faktisk bosetting;4
Personer;2012;0728;Lardal (t.o.m. 2017);Vedtak om bosetting;5
Personer;2012;0805;;Anmodning om bosetting;70
Personer;2012;0805;;Faktisk bosetting;43
Personer;2012;0805;;Vedtak om bosetting;50
Personer;2012;0806;;Anmodning om bosetting;100
Personer;2012;0806;;Faktisk bosetting;95
Personer;2012;0806;;Vedtak om bosetting;90
Personer;2012;0807;;Anmodning om bosetting;40
Personer;2012;0807;;Faktisk bosetting;34
Personer;2012;0807;;Vedtak om bosetting;30
Personer;2012;0811;;Anmodning om bosetting;15
Personer;2012;0811;;Faktisk bosetting;15
Personer;2012;0811;;Vedtak om bosetting;15
Personer;2012;0814;;Anmodning om bosetting;40
Personer;2012;0814;;Faktisk bosetting;42
Personer;2012;0814;;Vedtak om bosetting;41
Personer;2012;0815;;Anmodning om bosetting;40
Personer;2012;0815;;Faktisk bosetting;37
Personer;2012;0815;;Vedtak om bosetting;40
