Fylke,Antall,Prosent av arbeidsstyrken,Endring fra i fjor (antall),Endring fra i fjor (prosent),Prosent av arbeidsstyrken i fjor,År,Måned
Juni 2015,,,,,,2015,juni
I alt,77310.0,2.8,3852.0,5.0,2.7,2015,juni
Østfold,4872.0,3.4,-357.0,-7.0,3.7,2015,juni
Akershus,7585.0,2.4,147.0,2.0,2.4,2015,juni
Oslo,12648.0,3.5,-15.0,0.0,3.5,2015,juni
Hedmark,2370.0,2.4,-374.0,-14.0,2.8,2015,juni
Oppland,1928.0,2.0,-165.0,-8.0,2.2,2015,juni
Buskerud,4187.0,2.9,72.0,2.0,2.9,2015,juni
Vestfold,3451.0,2.8,-428.0,-11.0,3.2,2015,juni
Telemark,2898.0,3.3,-94.0,-3.0,3.4,2015,juni
Aust-Agder,2010.0,3.5,160.0,9.0,3.2,2015,juni
Vest-Agder,2947.0,3.2,291.0,11.0,2.9,2015,juni
Rogaland,8041.0,3.1,2866.0,55.0,2.1,2015,juni
Hordaland,7395.0,2.7,1225.0,20.0,2.3,2015,juni
Sogn og Fjordane,1044.0,1.8,60.0,6.0,1.7,2015,juni
Møre og Romsdal,3297.0,2.4,359.0,12.0,2.1,2015,juni
Sør-Trøndelag,4213.0,2.5,240.0,6.0,2.4,2015,juni
Nord-Trøndelag,1840.0,2.7,63.0,4.0,2.6,2015,juni
Nordland,3212.0,2.6,-183.0,-5.0,2.8,2015,juni
Troms,1940.0,2.3,2.0,0.0,2.3,2015,juni
Finnmark,1332.0,3.4,2.0,0.0,3.4,2015,juni
Øvrige områder,5.0,,0.0,0.0,,2015,juni
Ukjent,95.0,,-19.0,-17.0,,2015,juni
