3800_Arealregnskap[Kommune],3800_Arealregnskap[Arealformålsgruppe],3800_Arealregnskap[Arealtype],[SumDekar_sum]
Kragerø,"17 Sjø og vassdrag, flerbruk",Fulldyrka jord,0.18743151336203678
Kragerø,"17 Sjø og vassdrag, flerbruk",Hav,242776.09027282576
Kragerø,"17 Sjø og vassdrag, flerbruk",Innmarksbeite,0.3536368705708028
Kragerø,"17 Sjø og vassdrag, flerbruk",Myr,1.8468020140308343
Kragerø,"17 Sjø og vassdrag, flerbruk",Overflatedyrka jord,1.0344679693961236
Kragerø,"17 Sjø og vassdrag, flerbruk",Samferdsel,8.746452614359454
Kragerø,"17 Sjø og vassdrag, flerbruk",Skog,35.9861907739706
Kragerø,"17 Sjø og vassdrag, flerbruk",Åpen fastmark,40.4943994896498
Kragerø,18 Akvakultur,Hav,156.75056450541803
Kragerø,19 Udefinert,Bebygd,56.91401020932337
Kragerø,19 Udefinert,Ferskvann,0.3445405998665545
Kragerø,19 Udefinert,Fulldyrka jord,0.22082211960850803
Kragerø,19 Udefinert,Hav,0.7782230798631093
Kragerø,19 Udefinert,Myr,0.009315045696042546
Kragerø,19 Udefinert,Samferdsel,8.154715937605294
Kragerø,19 Udefinert,Skog,42.84902994880551
Kragerø,19 Udefinert,Åpen fastmark,6.20028333066773
Kviteseid,01 Bolig eller sentrumsformål,Bebygd,491.86272087383844
Kviteseid,01 Bolig eller sentrumsformål,Ferskvann,1.4634734036635033
Kviteseid,01 Bolig eller sentrumsformål,Fulldyrka jord,47.606408585314455
Kviteseid,01 Bolig eller sentrumsformål,Innmarksbeite,0.6360036842596541
Kviteseid,01 Bolig eller sentrumsformål,Overflatedyrka jord,6.028369931595938
Kviteseid,01 Bolig eller sentrumsformål,Samferdsel,37.781659919816185
Kviteseid,01 Bolig eller sentrumsformål,Skog,500.3142293179838
Kviteseid,01 Bolig eller sentrumsformål,Åpen fastmark,29.792580707009076
Kviteseid,02 Fritidsbebyggelse,Bebygd,676.3465959225372
Kviteseid,02 Fritidsbebyggelse,Ferskvann,8.882641974575279
Kviteseid,02 Fritidsbebyggelse,Fulldyrka jord,6.738316840395445
Kviteseid,02 Fritidsbebyggelse,Innmarksbeite,1.7918649212988311
Kviteseid,02 Fritidsbebyggelse,Myr,11.804466779543475
Kviteseid,02 Fritidsbebyggelse,Overflatedyrka jord,0.3027905779717905
Kviteseid,02 Fritidsbebyggelse,Samferdsel,77.47610640234849
Kviteseid,02 Fritidsbebyggelse,Skog,1693.0385828328958
Kviteseid,02 Fritidsbebyggelse,Åpen fastmark,667.826387638462
Kviteseid,03 Tjenesteyting,Bebygd,114.57951984961939
Kviteseid,03 Tjenesteyting,Ferskvann,4.758515021382183
Kviteseid,03 Tjenesteyting,Fulldyrka jord,8.736340466870677
Kviteseid,03 Tjenesteyting,Innmarksbeite,0.07105341637351803
Kviteseid,03 Tjenesteyting,Samferdsel,9.901726451684842
Kviteseid,03 Tjenesteyting,Skog,28.043619148252596
Kviteseid,03 Tjenesteyting,Åpen fastmark,13.06041861521839
Kviteseid,04 Handel,Bebygd,1.6090719153904958
Kviteseid,04 Handel,Samferdsel,0.31100519861605275
Kviteseid,04 Handel,Skog,7.5583208527352275
Kviteseid,05 Turistformål,Bebygd,108.98383713325352
Kviteseid,05 Turistformål,Ferskvann,3.943803740239138
Kviteseid,05 Turistformål,Fulldyrka jord,19.495903126875003
Kviteseid,05 Turistformål,Innmarksbeite,7.8199052158569335
Kviteseid,05 Turistformål,Overflatedyrka jord,4.463814591989797
Kviteseid,05 Turistformål,Samferdsel,22.46218661957344
Kviteseid,05 Turistformål,Skog,219.51107712165185
Kviteseid,05 Turistformål,Åpen fastmark,31.58543570879818
Kviteseid,06 Næringsvirksomhet,Bebygd,148.42333254498303
Kviteseid,06 Næringsvirksomhet,Ferskvann,2.630410592714956
Kviteseid,06 Næringsvirksomhet,Fulldyrka jord,11.405725063692278
Kviteseid,06 Næringsvirksomhet,Overflatedyrka jord,1.936887341979038
Kviteseid,06 Næringsvirksomhet,Samferdsel,33.28503658075735
Kviteseid,06 Næringsvirksomhet,Skog,164.37928391952468
Kviteseid,06 Næringsvirksomhet,Åpen fastmark,9.450157804956286
Kviteseid,07 Råstoffutvinning,Bebygd,191.92652052280104
Kviteseid,07 Råstoffutvinning,Ferskvann,2.727175759514436
Kviteseid,07 Råstoffutvinning,Fulldyrka jord,0.14966219764424846
Kviteseid,07 Råstoffutvinning,Myr,6.949480329628456
Kviteseid,07 Råstoffutvinning,Samferdsel,13.392901658482723
Kviteseid,07 Råstoffutvinning,Skog,489.8403004602342
Kviteseid,07 Råstoffutvinning,Åpen fastmark,25.306365026176138
Kviteseid,08 Kombinerte formål,Bebygd,44.011593536842426
Kviteseid,08 Kombinerte formål,Ferskvann,5.601224773299606
Kviteseid,08 Kombinerte formål,Myr,0.3390187964891076
Kviteseid,08 Kombinerte formål,Overflatedyrka jord,0.050318427330059035
Kviteseid,08 Kombinerte formål,Samferdsel,3.203620646214504
Kviteseid,08 Kombinerte formål,Skog,5.049764392291004
Kviteseid,08 Kombinerte formål,Åpen fastmark,4.2548518099350465
Kviteseid,09 Idrettsanlegg,Bebygd,31.588112534062628
Kviteseid,09 Idrettsanlegg,Ferskvann,1.1289658094341366
Kviteseid,09 Idrettsanlegg,Innmarksbeite,1.5111341292888465
Kviteseid,09 Idrettsanlegg,Myr,22.201458713204943
Kviteseid,09 Idrettsanlegg,Samferdsel,4.110944738437033
Kviteseid,09 Idrettsanlegg,Skog,352.1489261286738
Kviteseid,09 Idrettsanlegg,Åpen fastmark,492.637501739463
Kviteseid,10 Andre formål,Bebygd,93.28763271558937
Kviteseid,10 Andre formål,Ferskvann,1.5240623207799948
Kviteseid,10 Andre formål,Fulldyrka jord,1.9501417754589236
Kviteseid,10 Andre formål,Innmarksbeite,2.2468703301374764
Kviteseid,10 Andre formål,Myr,0.14121571512175288
Kviteseid,10 Andre formål,Overflatedyrka jord,0.027476331643033022
Kviteseid,10 Andre formål,Samferdsel,11.095967587802136
Kviteseid,10 Andre formål,Skog,61.43935290671693
Kviteseid,10 Andre formål,Åpen fastmark,11.590953152130893
Kviteseid,11 Samferdselsanlegg,Bebygd,156.93443399457877
Kviteseid,11 Samferdselsanlegg,Ferskvann,7.492959819071129
Kviteseid,11 Samferdselsanlegg,Fulldyrka jord,40.872356511990915
Kviteseid,11 Samferdselsanlegg,Innmarksbeite,12.482974223812098
Kviteseid,11 Samferdselsanlegg,Myr,1.5175855874558626
Kviteseid,11 Samferdselsanlegg,Overflatedyrka jord,5.35085050549525
Kviteseid,11 Samferdselsanlegg,Samferdsel,704.297938243629
Kviteseid,11 Samferdselsanlegg,Skog,417.38091680538736
Kviteseid,11 Samferdselsanlegg,Åpen fastmark,99.2753940134629
Kviteseid,12 Blå/grønnstruktur,Bebygd,193.8809485968809
Kviteseid,12 Blå/grønnstruktur,Ferskvann,68.261092181327
Kviteseid,12 Blå/grønnstruktur,Fulldyrka jord,26.891187606484873
Kviteseid,12 Blå/grønnstruktur,Innmarksbeite,5.187103401808655
Kviteseid,12 Blå/grønnstruktur,Myr,54.84546991617117
Kviteseid,12 Blå/grønnstruktur,Overflatedyrka jord,2.8989244298611916
Kviteseid,12 Blå/grønnstruktur,Samferdsel,68.57778828511222
Kviteseid,12 Blå/grønnstruktur,Skog,1851.5350693245693
Kviteseid,12 Blå/grønnstruktur,Åpen fastmark,610.2547501763005
Kviteseid,14 LNFR,Bebygd,2837.2437365474957
Kviteseid,14 LNFR,Ferskvann,29.035179840956594
Kviteseid,14 LNFR,Fulldyrka jord,9118.191622725395
Kviteseid,14 LNFR,Innmarksbeite,1786.0186911901726
Kviteseid,14 LNFR,Myr,13560.23907759273
Kviteseid,14 LNFR,Overflatedyrka jord,804.5247239803596
Kviteseid,14 LNFR,Samferdsel,4778.307299657813
Kviteseid,14 LNFR,Skog,487285.8424113294
Kviteseid,14 LNFR,Åpen fastmark,90065.390592375
Kviteseid,15 LNFR spredt,Bebygd,10.048814976853501
Kviteseid,15 LNFR spredt,Ferskvann,0.33939911717714416
Kviteseid,15 LNFR spredt,Fulldyrka jord,2.258779820416266
Kviteseid,15 LNFR spredt,Innmarksbeite,1.8981357237454215
Kviteseid,15 LNFR spredt,Myr,2.2694267406595703
Kviteseid,15 LNFR spredt,Overflatedyrka jord,0.7662050326553151
Kviteseid,15 LNFR spredt,Samferdsel,4.817103801330067
Kviteseid,15 LNFR spredt,Skog,118.33154231202325
Kviteseid,15 LNFR spredt,Åpen fastmark,21.4759242869441
Kviteseid,16 Havner og småbåthavner,Bebygd,6.309465716359137
Kviteseid,16 Havner og småbåthavner,Ferskvann,71.51452807904357
Kviteseid,16 Havner og småbåthavner,Fulldyrka jord,0.5988920385234653
Kviteseid,16 Havner og småbåthavner,Innmarksbeite,0.03461687530227343
Kviteseid,16 Havner og småbåthavner,Samferdsel,2.2741001521047743
Kviteseid,16 Havner og småbåthavner,Skog,12.8787659681833
Kviteseid,16 Havner og småbåthavner,Åpen fastmark,0.29278144682167107
Kviteseid,"17 Sjø og vassdrag, flerbruk",Bebygd,6.452609741291949
Kviteseid,"17 Sjø og vassdrag, flerbruk",Ferskvann,85790.25615918939
Kviteseid,"17 Sjø og vassdrag, flerbruk",Fulldyrka jord,0.2696320853721574
Kviteseid,"17 Sjø og vassdrag, flerbruk",Myr,2.490493103032605
Kviteseid,"17 Sjø og vassdrag, flerbruk",Samferdsel,1.7045459926938045
Kviteseid,"17 Sjø og vassdrag, flerbruk",Skog,27.352321963732365
Kviteseid,"17 Sjø og vassdrag, flerbruk",Åpen fastmark,14.34180582077619
Kviteseid,19 Udefinert,Bebygd,3.7191936583787713
Kviteseid,19 Udefinert,Ferskvann,14.648423200736813
Kviteseid,19 Udefinert,Fulldyrka jord,1.0787389566459218
Kviteseid,19 Udefinert,Myr,0.07902087501561528
Kviteseid,19 Udefinert,Samferdsel,3.2387930662566484
Kviteseid,19 Udefinert,Skog,88.01171015633993
Kviteseid,19 Udefinert,Åpen fastmark,0.2552201121906049
Midt-Telemark,01 Bolig eller sentrumsformål,Bebygd,3255.8515524333766
Midt-Telemark,01 Bolig eller sentrumsformål,Ferskvann,4.1103487404848185
Midt-Telemark,01 Bolig eller sentrumsformål,Fulldyrka jord,163.57530084722012
Midt-Telemark,01 Bolig eller sentrumsformål,Innmarksbeite,14.477180415464142
Midt-Telemark,01 Bolig eller sentrumsformål,Myr,5.305846174803927
Midt-Telemark,01 Bolig eller sentrumsformål,Overflatedyrka jord,0.9353648422706105
Midt-Telemark,01 Bolig eller sentrumsformål,Samferdsel,219.93199468006355
Midt-Telemark,01 Bolig eller sentrumsformål,Skog,1472.7163630580112
Midt-Telemark,01 Bolig eller sentrumsformål,Åpen fastmark,165.3384794933166
Midt-Telemark,02 Fritidsbebyggelse,Bebygd,831.618033796089
Midt-Telemark,02 Fritidsbebyggelse,Ferskvann,1.3953781739183322
Midt-Telemark,02 Fritidsbebyggelse,Fulldyrka jord,2.5136501185182856
Midt-Telemark,02 Fritidsbebyggelse,Innmarksbeite,3.2962051307299722
Midt-Telemark,02 Fritidsbebyggelse,Myr,47.18490052788739
Midt-Telemark,02 Fritidsbebyggelse,Samferdsel,60.860416407021226
Midt-Telemark,02 Fritidsbebyggelse,Skog,1575.8888173396526
Midt-Telemark,02 Fritidsbebyggelse,Åpen fastmark,273.1780674677557
Midt-Telemark,03 Tjenesteyting,Bebygd,373.24272183273183
Midt-Telemark,03 Tjenesteyting,Ferskvann,0.2195754557264069
Midt-Telemark,03 Tjenesteyting,Fulldyrka jord,23.84878429237438
Midt-Telemark,03 Tjenesteyting,Innmarksbeite,2.559995558749777
Midt-Telemark,03 Tjenesteyting,Myr,1.0338990357470192
Midt-Telemark,03 Tjenesteyting,Samferdsel,40.13881739927099
Midt-Telemark,03 Tjenesteyting,Skog,94.72662845683966
Midt-Telemark,03 Tjenesteyting,Åpen fastmark,42.34650545499345
Midt-Telemark,04 Handel,Bebygd,40.23550217746933
Midt-Telemark,04 Handel,Fulldyrka jord,17.262444386010255
Midt-Telemark,04 Handel,Samferdsel,1.9245675660712633
Midt-Telemark,04 Handel,Skog,2.688926518321783
Midt-Telemark,04 Handel,Åpen fastmark,26.0463109807141
Midt-Telemark,05 Turistformål,Bebygd,439.61817283167426
Midt-Telemark,05 Turistformål,Ferskvann,19.08063479783375
Midt-Telemark,05 Turistformål,Fulldyrka jord,33.33588499726865
Midt-Telemark,05 Turistformål,Myr,30.91648712087015
Midt-Telemark,05 Turistformål,Samferdsel,81.0194868648702
Midt-Telemark,05 Turistformål,Skog,700.960107158947
Midt-Telemark,05 Turistformål,Åpen fastmark,55.491056378564
Midt-Telemark,06 Næringsvirksomhet,Bebygd,590.6955358366803
Midt-Telemark,06 Næringsvirksomhet,Ferskvann,0.71246510319774
Midt-Telemark,06 Næringsvirksomhet,Fulldyrka jord,49.528602834935654
Midt-Telemark,06 Næringsvirksomhet,Innmarksbeite,1.6643232213207182
Midt-Telemark,06 Næringsvirksomhet,Samferdsel,62.907439392362875
Midt-Telemark,06 Næringsvirksomhet,Skog,244.06668286134044
Midt-Telemark,06 Næringsvirksomhet,Åpen fastmark,58.866873770838666
Midt-Telemark,07 Råstoffutvinning,Bebygd,430.1665774162528
Midt-Telemark,07 Råstoffutvinning,Ferskvann,4.11563465875694
Midt-Telemark,07 Råstoffutvinning,Fulldyrka jord,7.745384512594896
Midt-Telemark,07 Råstoffutvinning,Myr,4.078155192690648
Midt-Telemark,07 Råstoffutvinning,Samferdsel,34.258210780053254
Midt-Telemark,07 Råstoffutvinning,Skog,1569.6427933291761
Midt-Telemark,07 Råstoffutvinning,Åpen fastmark,29.34100031308867
Midt-Telemark,08 Kombinerte formål,Bebygd,187.30389704970614
Midt-Telemark,08 Kombinerte formål,Ferskvann,0.8833531021028892
Midt-Telemark,08 Kombinerte formål,Fulldyrka jord,7.964897231488919
Midt-Telemark,08 Kombinerte formål,Samferdsel,29.131738393678866
Midt-Telemark,08 Kombinerte formål,Skog,18.022890466099405
Midt-Telemark,08 Kombinerte formål,Åpen fastmark,17.232478266555116
Midt-Telemark,09 Idrettsanlegg,Bebygd,45.71829933732885
Midt-Telemark,09 Idrettsanlegg,Ferskvann,45.714896193359095
Midt-Telemark,09 Idrettsanlegg,Fulldyrka jord,18.436655379168545
Midt-Telemark,09 Idrettsanlegg,Innmarksbeite,0.4421828116554193
Midt-Telemark,09 Idrettsanlegg,Myr,15.662243205254082
Midt-Telemark,09 Idrettsanlegg,Samferdsel,28.16980798726179
Midt-Telemark,09 Idrettsanlegg,Skog,793.6743980517324
Midt-Telemark,09 Idrettsanlegg,Åpen fastmark,606.6797461776353
Midt-Telemark,10 Andre formål,Bebygd,149.9444398296384
Midt-Telemark,10 Andre formål,Ferskvann,1.038479808418842
Midt-Telemark,10 Andre formål,Fulldyrka jord,14.844771781070826
Midt-Telemark,10 Andre formål,Innmarksbeite,0.9659468953524236
Midt-Telemark,10 Andre formål,Myr,0.11562497970496782
Midt-Telemark,10 Andre formål,Samferdsel,20.80289138275824
Midt-Telemark,10 Andre formål,Skog,138.4803700655655
Midt-Telemark,10 Andre formål,Åpen fastmark,29.714048018201986
Midt-Telemark,11 Samferdselsanlegg,Bebygd,273.8480744816688
Midt-Telemark,11 Samferdselsanlegg,Ferskvann,3.763760097854678
Midt-Telemark,11 Samferdselsanlegg,Fulldyrka jord,268.57116302837807
Midt-Telemark,11 Samferdselsanlegg,Innmarksbeite,22.297885793883182
Midt-Telemark,11 Samferdselsanlegg,Myr,13.502300941312145
Midt-Telemark,11 Samferdselsanlegg,Overflatedyrka jord,2.497827719293192
Midt-Telemark,11 Samferdselsanlegg,Samferdsel,3427.6355651784943
Midt-Telemark,11 Samferdselsanlegg,Skog,1628.8968332884874
Midt-Telemark,11 Samferdselsanlegg,Åpen fastmark,369.30999026434336
Midt-Telemark,12 Blå/grønnstruktur,Bebygd,178.3656778036066
Midt-Telemark,12 Blå/grønnstruktur,Ferskvann,28.430694428727723
Midt-Telemark,12 Blå/grønnstruktur,Fulldyrka jord,45.51290348393038
Midt-Telemark,12 Blå/grønnstruktur,Innmarksbeite,4.233302119434136
Midt-Telemark,12 Blå/grønnstruktur,Myr,109.52137858656808
Midt-Telemark,12 Blå/grønnstruktur,Samferdsel,48.68595546012403
Midt-Telemark,12 Blå/grønnstruktur,Skog,1419.3497679962252
Midt-Telemark,12 Blå/grønnstruktur,Åpen fastmark,414.5211530372296
Midt-Telemark,14 LNFR,Bebygd,2384.578053582044
Midt-Telemark,14 LNFR,Ferskvann,15.876703852055398
Midt-Telemark,14 LNFR,Fulldyrka jord,28459.45299513123
Midt-Telemark,14 LNFR,Innmarksbeite,960.7382141935741
Midt-Telemark,14 LNFR,Myr,8370.849414064756
Midt-Telemark,14 LNFR,Overflatedyrka jord,113.50930399190861
Midt-Telemark,14 LNFR,Samferdsel,1971.4582796745592
Midt-Telemark,14 LNFR,Skog,344108.1329727411
Midt-Telemark,14 LNFR,Åpen fastmark,33763.60097923906
Midt-Telemark,15 LNFR spredt,Bebygd,2125.517537537017
Midt-Telemark,15 LNFR spredt,Ferskvann,181.56800018527977
Midt-Telemark,15 LNFR spredt,Fulldyrka jord,17165.775503709443
Midt-Telemark,15 LNFR spredt,Innmarksbeite,813.5150439767062
Midt-Telemark,15 LNFR spredt,Myr,111.05400133926739
Midt-Telemark,15 LNFR spredt,Overflatedyrka jord,119.32394094763362
Midt-Telemark,15 LNFR spredt,Samferdsel,889.0938902447676
Midt-Telemark,15 LNFR spredt,Skog,21361.128433461643
Midt-Telemark,15 LNFR spredt,Åpen fastmark,585.8117074663121
Midt-Telemark,16 Havner og småbåthavner,Bebygd,1.2456651611002005
Midt-Telemark,16 Havner og småbåthavner,Ferskvann,49.721181951764656
Midt-Telemark,16 Havner og småbåthavner,Samferdsel,3.221809813089071
Midt-Telemark,16 Havner og småbåthavner,Skog,3.0465975287201226
Midt-Telemark,16 Havner og småbåthavner,Åpen fastmark,5.539072137577874
Midt-Telemark,"17 Sjø og vassdrag, flerbruk",Bebygd,5.3389548255717205
Midt-Telemark,"17 Sjø og vassdrag, flerbruk",Ferskvann,32221.056381341572
Midt-Telemark,"17 Sjø og vassdrag, flerbruk",Innmarksbeite,0.3947868905850122
Midt-Telemark,"17 Sjø og vassdrag, flerbruk",Myr,6.726935017941185
Midt-Telemark,"17 Sjø og vassdrag, flerbruk",Samferdsel,0.672460424537072
Midt-Telemark,"17 Sjø og vassdrag, flerbruk",Skog,23.582473061154143
Midt-Telemark,"17 Sjø og vassdrag, flerbruk",Åpen fastmark,5.667900634434632
Midt-Telemark,18 Akvakultur,Ferskvann,0.25021796264844903
Midt-Telemark,18 Akvakultur,Skog,0.5090026750878177
Midt-Telemark,19 Udefinert,Bebygd,0.2620973052756135
Midt-Telemark,19 Udefinert,Ferskvann,0.04537106781632488
Midt-Telemark,19 Udefinert,Fulldyrka jord,20.230415305127792
Midt-Telemark,19 Udefinert,Samferdsel,0.7137987823661716
Midt-Telemark,19 Udefinert,Skog,7.109093087911578
Midt-Telemark,19 Udefinert,Åpen fastmark,3.825912129287027
Nissedal,01 Bolig eller sentrumsformål,Bebygd,682.6185307023079
Nissedal,01 Bolig eller sentrumsformål,Ferskvann,0.4820665996995746
Nissedal,01 Bolig eller sentrumsformål,Fulldyrka jord,87.00350111096759
Nissedal,01 Bolig eller sentrumsformål,Innmarksbeite,19.696596227550476
Nissedal,01 Bolig eller sentrumsformål,Myr,1.8395560879640809
Nissedal,01 Bolig eller sentrumsformål,Overflatedyrka jord,22.95953886399061
Nissedal,01 Bolig eller sentrumsformål,Samferdsel,83.85263586195
Nissedal,01 Bolig eller sentrumsformål,Skog,900.7716240884399
Nissedal,01 Bolig eller sentrumsformål,Åpen fastmark,49.2606102321942
Nissedal,02 Fritidsbebyggelse,Bebygd,1956.5627569651183
Nissedal,02 Fritidsbebyggelse,Ferskvann,26.44650695846955
Nissedal,02 Fritidsbebyggelse,Fulldyrka jord,6.600784986750298
Nissedal,02 Fritidsbebyggelse,Myr,255.05576157746114
Nissedal,02 Fritidsbebyggelse,Samferdsel,163.8722892054376
Nissedal,02 Fritidsbebyggelse,Skog,8730.969945775953
Nissedal,02 Fritidsbebyggelse,Åpen fastmark,1398.1583843044116
Nissedal,03 Tjenesteyting,Bebygd,63.34692927725373
Nissedal,03 Tjenesteyting,Ferskvann,0.14380942611072445
Nissedal,03 Tjenesteyting,Fulldyrka jord,1.9123005916310643
Nissedal,03 Tjenesteyting,Samferdsel,8.429182070516417
Nissedal,03 Tjenesteyting,Skog,28.353942429699675
Nissedal,03 Tjenesteyting,Åpen fastmark,1.980265718999135
Nissedal,04 Handel,Bebygd,12.781114219278548
Nissedal,04 Handel,Fulldyrka jord,9.817154492642915
Nissedal,04 Handel,Samferdsel,1.9328542926182515
Nissedal,04 Handel,Skog,49.9935027807126
Nissedal,04 Handel,Åpen fastmark,1.3627592007711282
Nissedal,05 Turistformål,Bebygd,132.70943107351638
Nissedal,05 Turistformål,Ferskvann,0.7188189647349857
Nissedal,05 Turistformål,Fulldyrka jord,14.543792883652333
Nissedal,05 Turistformål,Innmarksbeite,19.906206997392935
Nissedal,05 Turistformål,Myr,8.726245739488842
Nissedal,05 Turistformål,Overflatedyrka jord,27.424296287196782
Nissedal,05 Turistformål,Samferdsel,34.339834866317666
Nissedal,05 Turistformål,Skog,479.24948754025365
Nissedal,05 Turistformål,Åpen fastmark,26.81337155227454
Nissedal,06 Næringsvirksomhet,Bebygd,124.23807053358917
Nissedal,06 Næringsvirksomhet,Ferskvann,7.352578446357822
Nissedal,06 Næringsvirksomhet,Fulldyrka jord,0.6833024226899276
Nissedal,06 Næringsvirksomhet,Myr,95.72940817977747
Nissedal,06 Næringsvirksomhet,Samferdsel,14.869418424062909
Nissedal,06 Næringsvirksomhet,Skog,227.61897247697033
Nissedal,06 Næringsvirksomhet,Åpen fastmark,16.373250597563434
Nissedal,07 Råstoffutvinning,Bebygd,168.8212862558433
Nissedal,07 Råstoffutvinning,Ferskvann,5.420869234684288
Nissedal,07 Råstoffutvinning,Fulldyrka jord,0.05618242269200367
Nissedal,07 Råstoffutvinning,Myr,0.9117338354133989
Nissedal,07 Råstoffutvinning,Samferdsel,6.512576583127392
Nissedal,07 Råstoffutvinning,Skog,283.555175782089
Nissedal,07 Råstoffutvinning,Åpen fastmark,17.663219218515728
Nissedal,08 Kombinerte formål,Bebygd,29.134253928476557
Nissedal,08 Kombinerte formål,Ferskvann,0.005613946601089921
Nissedal,08 Kombinerte formål,Fulldyrka jord,10.039523267677838
Nissedal,08 Kombinerte formål,Myr,0.01404074967415555
Nissedal,08 Kombinerte formål,Samferdsel,4.967878328498916
Nissedal,08 Kombinerte formål,Skog,87.88507922290532
Nissedal,08 Kombinerte formål,Åpen fastmark,9.879157741993671
Nissedal,09 Idrettsanlegg,Bebygd,12.913795544027925
Nissedal,09 Idrettsanlegg,Ferskvann,1.4893956335528837
Nissedal,09 Idrettsanlegg,Fulldyrka jord,1.3813635454416526
Nissedal,09 Idrettsanlegg,Innmarksbeite,0.09486071733905554
Nissedal,09 Idrettsanlegg,Myr,29.372809540785394
Nissedal,09 Idrettsanlegg,Overflatedyrka jord,4.292677312082374
Nissedal,09 Idrettsanlegg,Samferdsel,6.753119098748044
Nissedal,09 Idrettsanlegg,Skog,765.3383545668858
Nissedal,09 Idrettsanlegg,Åpen fastmark,178.27719587243766
Nissedal,10 Andre formål,Bebygd,138.73414865843299
Nissedal,10 Andre formål,Ferskvann,9.041844667422525
Nissedal,10 Andre formål,Fulldyrka jord,0.20969682419142752
Nissedal,10 Andre formål,Myr,18.89376903350916
Nissedal,10 Andre formål,Overflatedyrka jord,0.3662331684183677
Nissedal,10 Andre formål,Samferdsel,23.397668742228156
Nissedal,10 Andre formål,Skog,391.8971217227061
Nissedal,10 Andre formål,Åpen fastmark,47.48757818238852
Nissedal,11 Samferdselsanlegg,Bebygd,145.3580063298785
Nissedal,11 Samferdselsanlegg,Ferskvann,13.04024035187453
Nissedal,11 Samferdselsanlegg,Fulldyrka jord,25.88752877063175
Nissedal,11 Samferdselsanlegg,Innmarksbeite,6.686439566687968
Nissedal,11 Samferdselsanlegg,Myr,38.50454818305043
Nissedal,11 Samferdselsanlegg,Overflatedyrka jord,3.595566300354906
Nissedal,11 Samferdselsanlegg,Samferdsel,1321.2407113409831
Nissedal,11 Samferdselsanlegg,Skog,1088.972468054821
Nissedal,11 Samferdselsanlegg,Åpen fastmark,145.98023067849334
Nissedal,12 Blå/grønnstruktur,Bebygd,247.84793446411985
Nissedal,12 Blå/grønnstruktur,Ferskvann,111.81627416399031
Nissedal,12 Blå/grønnstruktur,Fulldyrka jord,18.22408408527477
Nissedal,12 Blå/grønnstruktur,Innmarksbeite,14.767969956213237
Nissedal,12 Blå/grønnstruktur,Myr,678.8480801934389
Nissedal,12 Blå/grønnstruktur,Overflatedyrka jord,21.53502346741758
Nissedal,12 Blå/grønnstruktur,Samferdsel,163.06135396673824
Nissedal,12 Blå/grønnstruktur,Skog,7650.785645965224
Nissedal,12 Blå/grønnstruktur,Åpen fastmark,1086.4902595877772
Nissedal,13 Forsvaret,Bebygd,0.44954063077882034
Nissedal,13 Forsvaret,Skog,0.1654775595695324
Nissedal,14 LNFR,Bebygd,1173.9550384133177
Nissedal,14 LNFR,Ferskvann,22.337359866968857
Nissedal,14 LNFR,Fulldyrka jord,3514.4157166688997
Nissedal,14 LNFR,Innmarksbeite,1000.017568671778
Nissedal,14 LNFR,Myr,25015.2903796806
Nissedal,14 LNFR,Overflatedyrka jord,369.18803208001134
Nissedal,14 LNFR,Samferdsel,3194.3288667489232
Nissedal,14 LNFR,Skog,535208.9992982254
Nissedal,14 LNFR,Åpen fastmark,183279.54433883156
Nissedal,15 LNFR spredt,Bebygd,8.983237327681472
Nissedal,15 LNFR spredt,Ferskvann,1.931477620194088
Nissedal,15 LNFR spredt,Myr,37.03236977131241
Nissedal,15 LNFR spredt,Samferdsel,1.2316475045259903
Nissedal,15 LNFR spredt,Skog,481.836949172311
Nissedal,15 LNFR spredt,Åpen fastmark,41.43798491408129
Nissedal,16 Havner og småbåthavner,Bebygd,0.06818335694943116
Nissedal,16 Havner og småbåthavner,Ferskvann,55.831080498433714
Nissedal,16 Havner og småbåthavner,Overflatedyrka jord,0.018480806877517224
Nissedal,16 Havner og småbåthavner,Samferdsel,0.40338561728503375
Nissedal,16 Havner og småbåthavner,Skog,4.897307129932104
Nissedal,16 Havner og småbåthavner,Åpen fastmark,0.7817691743001288
Nissedal,"17 Sjø og vassdrag, flerbruk",Bebygd,2.568607530517734
Nissedal,"17 Sjø og vassdrag, flerbruk",Ferskvann,120132.24237814682
Nissedal,"17 Sjø og vassdrag, flerbruk",Myr,5.860637767683203
Nissedal,"17 Sjø og vassdrag, flerbruk",Samferdsel,1.3685296747278834
Nissedal,"17 Sjø og vassdrag, flerbruk",Skog,45.3369885881701
Nissedal,"17 Sjø og vassdrag, flerbruk",Åpen fastmark,6.339460916262916
Nissedal,19 Udefinert,Bebygd,11.9234344598008
Nissedal,19 Udefinert,Samferdsel,1.123499971116368
Nissedal,19 Udefinert,Skog,2.554881305795537
Nissedal,19 Udefinert,Åpen fastmark,5.453110239007893
Nome,01 Bolig eller sentrumsformål,Bebygd,2667.149653600388
Nome,01 Bolig eller sentrumsformål,Ferskvann,3.5053944400230375
Nome,01 Bolig eller sentrumsformål,Fulldyrka jord,143.27345902262343
Nome,01 Bolig eller sentrumsformål,Innmarksbeite,38.256082795836086
Nome,01 Bolig eller sentrumsformål,Myr,3.224092909308101
Nome,01 Bolig eller sentrumsformål,Overflatedyrka jord,0.672742887083185
