Knr,Kommunenavn,Tid,Gruppe,Forbruk (kWh),Antall målere
4001,Porsgrunn,2023-01-01 00:00:00+01:00,Næring (unntatt industri),15150.336,1519
4001,Porsgrunn,2023-01-01 01:00:00+01:00,Næring (unntatt industri),15023.88,1519
4001,Porsgrunn,2023-01-01 02:00:00+01:00,Næring (unntatt industri),15133.114,1519
4001,Porsgrunn,2023-01-01 03:00:00+01:00,Næring (unntatt industri),15051.523,1519
4001,Porsgrunn,2023-01-01 04:00:00+01:00,Næring (unntatt industri),15331.852,1519
4001,Porsgrunn,2023-01-01 05:00:00+01:00,Næring (unntatt industri),15205.962,1519
4001,Porsgrunn,2023-01-01 06:00:00+01:00,Næring (unntatt industri),15610.049,1519
4001,Porsgrunn,2023-01-01 07:00:00+01:00,Næring (unntatt industri),16074.257,1519
4001,Porsgrunn,2023-01-01 08:00:00+01:00,Næring (unntatt industri),16411.957,1519
4001,Porsgrunn,2023-01-01 09:00:00+01:00,Næring (unntatt industri),15703.727,1519
4001,Porsgrunn,2023-01-01 10:00:00+01:00,Næring (unntatt industri),15148.963,1519
4001,Porsgrunn,2023-01-01 11:00:00+01:00,Næring (unntatt industri),15828.558,1519
4001,Porsgrunn,2023-01-01 12:00:00+01:00,Næring (unntatt industri),15954.277,1519
4001,Porsgrunn,2023-01-01 13:00:00+01:00,Næring (unntatt industri),16081.016,1519
4001,Porsgrunn,2023-01-01 14:00:00+01:00,Næring (unntatt industri),16413.422,1519
4001,Porsgrunn,2023-01-01 15:00:00+01:00,Næring (unntatt industri),17139.387,1519
4001,Porsgrunn,2023-01-01 16:00:00+01:00,Næring (unntatt industri),18080.361,1519
4001,Porsgrunn,2023-01-01 17:00:00+01:00,Næring (unntatt industri),17751.068,1519
4001,Porsgrunn,2023-01-01 18:00:00+01:00,Næring (unntatt industri),17464.95,1519
4001,Porsgrunn,2023-01-01 19:00:00+01:00,Næring (unntatt industri),17295.295,1519
4001,Porsgrunn,2023-01-01 20:00:00+01:00,Næring (unntatt industri),16961.803,1519
4001,Porsgrunn,2023-01-01 21:00:00+01:00,Næring (unntatt industri),16509.104,1519
4001,Porsgrunn,2023-01-01 22:00:00+01:00,Næring (unntatt industri),16266.137,1519
4001,Porsgrunn,2023-01-01 23:00:00+01:00,Næring (unntatt industri),15851.075,1519
4001,Porsgrunn,2023-01-01 00:00:00+01:00,Industri,254954.45,586
4001,Porsgrunn,2023-01-01 01:00:00+01:00,Industri,254911.7,586
4001,Porsgrunn,2023-01-01 02:00:00+01:00,Industri,253905.8,586
4001,Porsgrunn,2023-01-01 03:00:00+01:00,Industri,255802.53,586
4001,Porsgrunn,2023-01-01 04:00:00+01:00,Industri,256650.81,586
4001,Porsgrunn,2023-01-01 05:00:00+01:00,Industri,256737.52,586
4001,Porsgrunn,2023-01-01 06:00:00+01:00,Industri,256573.05,586
4001,Porsgrunn,2023-01-01 07:00:00+01:00,Industri,255376.7,586
4001,Porsgrunn,2023-01-01 08:00:00+01:00,Industri,251976.05,586
4001,Porsgrunn,2023-01-01 09:00:00+01:00,Industri,246639.56,586
4001,Porsgrunn,2023-01-01 10:00:00+01:00,Industri,250266.1,586
4001,Porsgrunn,2023-01-01 11:00:00+01:00,Industri,249406.75,586
4001,Porsgrunn,2023-01-01 12:00:00+01:00,Industri,246880.6,586
4001,Porsgrunn,2023-01-01 13:00:00+01:00,Industri,247222.31,586
4001,Porsgrunn,2023-01-01 14:00:00+01:00,Industri,247794.47,586
4001,Porsgrunn,2023-01-01 15:00:00+01:00,Industri,246335.55,586
4001,Porsgrunn,2023-01-01 16:00:00+01:00,Industri,244956.0,586
4001,Porsgrunn,2023-01-01 17:00:00+01:00,Industri,244715.73,586
4001,Porsgrunn,2023-01-01 18:00:00+01:00,Industri,242505.55,586
4001,Porsgrunn,2023-01-01 19:00:00+01:00,Industri,241742.02,586
4001,Porsgrunn,2023-01-01 20:00:00+01:00,Industri,243611.81,586
4001,Porsgrunn,2023-01-01 21:00:00+01:00,Industri,244453.25,586
4001,Porsgrunn,2023-01-01 22:00:00+01:00,Industri,242117.61,586
4001,Porsgrunn,2023-01-01 23:00:00+01:00,Industri,243397.64,586
4001,Porsgrunn,2023-01-01 00:00:00+01:00,Husholdninger,38452.32,19171
4001,Porsgrunn,2023-01-01 01:00:00+01:00,Husholdninger,38961.207,19171
4001,Porsgrunn,2023-01-01 02:00:00+01:00,Husholdninger,38558.824,19171
4001,Porsgrunn,2023-01-01 03:00:00+01:00,Husholdninger,37808.59,19171
4001,Porsgrunn,2023-01-01 04:00:00+01:00,Husholdninger,37470.336,19171
4001,Porsgrunn,2023-01-01 05:00:00+01:00,Husholdninger,37496.047,19171
4001,Porsgrunn,2023-01-01 06:00:00+01:00,Husholdninger,37858.07,19171
4001,Porsgrunn,2023-01-01 07:00:00+01:00,Husholdninger,38426.117,19171
4001,Porsgrunn,2023-01-01 08:00:00+01:00,Husholdninger,39345.984,19171
4001,Porsgrunn,2023-01-01 09:00:00+01:00,Husholdninger,41002.4,19171
4001,Porsgrunn,2023-01-01 10:00:00+01:00,Husholdninger,43277.562,19171
4001,Porsgrunn,2023-01-01 11:00:00+01:00,Husholdninger,44708.695,19171
4001,Porsgrunn,2023-01-01 12:00:00+01:00,Husholdninger,45253.613,19171
4001,Porsgrunn,2023-01-01 13:00:00+01:00,Husholdninger,45403.375,19171
4001,Porsgrunn,2023-01-01 14:00:00+01:00,Husholdninger,45717.79,19171
4001,Porsgrunn,2023-01-01 15:00:00+01:00,Husholdninger,46421.457,19171
4001,Porsgrunn,2023-01-01 16:00:00+01:00,Husholdninger,47799.902,19171
4001,Porsgrunn,2023-01-01 17:00:00+01:00,Husholdninger,48205.117,19171
4001,Porsgrunn,2023-01-01 18:00:00+01:00,Husholdninger,48204.465,19171
4001,Porsgrunn,2023-01-01 19:00:00+01:00,Husholdninger,47731.008,19171
4001,Porsgrunn,2023-01-01 20:00:00+01:00,Husholdninger,46952.02,19171
4001,Porsgrunn,2023-01-01 21:00:00+01:00,Husholdninger,46318.883,19171
4001,Porsgrunn,2023-01-01 22:00:00+01:00,Husholdninger,45519.383,19171
4001,Porsgrunn,2023-01-01 23:00:00+01:00,Husholdninger,43722.64,19171
4003,Skien,2023-01-01 00:00:00+01:00,Næring (unntatt industri),26286.46,2209
4003,Skien,2023-01-01 01:00:00+01:00,Næring (unntatt industri),26369.648,2209
4003,Skien,2023-01-01 02:00:00+01:00,Næring (unntatt industri),26321.982,2209
4003,Skien,2023-01-01 03:00:00+01:00,Næring (unntatt industri),25833.67,2209
4003,Skien,2023-01-01 04:00:00+01:00,Næring (unntatt industri),26219.729,2209
4003,Skien,2023-01-01 05:00:00+01:00,Næring (unntatt industri),26285.932,2209
4003,Skien,2023-01-01 06:00:00+01:00,Næring (unntatt industri),26461.24,2209
4003,Skien,2023-01-01 07:00:00+01:00,Næring (unntatt industri),27518.213,2209
4003,Skien,2023-01-01 08:00:00+01:00,Næring (unntatt industri),28303.371,2209
4003,Skien,2023-01-01 09:00:00+01:00,Næring (unntatt industri),27523.566,2209
4003,Skien,2023-01-01 10:00:00+01:00,Næring (unntatt industri),26788.867,2209
4003,Skien,2023-01-01 11:00:00+01:00,Næring (unntatt industri),26808.018,2209
4003,Skien,2023-01-01 12:00:00+01:00,Næring (unntatt industri),26868.744,2209
4003,Skien,2023-01-01 13:00:00+01:00,Næring (unntatt industri),27006.996,2209
4003,Skien,2023-01-01 14:00:00+01:00,Næring (unntatt industri),27402.262,2209
4003,Skien,2023-01-01 15:00:00+01:00,Næring (unntatt industri),27992.445,2209
4003,Skien,2023-01-01 16:00:00+01:00,Næring (unntatt industri),29311.107,2209
4003,Skien,2023-01-01 17:00:00+01:00,Næring (unntatt industri),28880.652,2209
4003,Skien,2023-01-01 18:00:00+01:00,Næring (unntatt industri),28650.604,2209
4003,Skien,2023-01-01 19:00:00+01:00,Næring (unntatt industri),28268.492,2209
4003,Skien,2023-01-01 20:00:00+01:00,Næring (unntatt industri),27562.732,2209
4003,Skien,2023-01-01 21:00:00+01:00,Næring (unntatt industri),27424.258,2209
4003,Skien,2023-01-01 22:00:00+01:00,Næring (unntatt industri),27337.691,2209
4003,Skien,2023-01-01 23:00:00+01:00,Næring (unntatt industri),26889.697,2209
4003,Skien,2023-01-01 00:00:00+01:00,Industri,6006.818,538
4003,Skien,2023-01-01 01:00:00+01:00,Industri,6061.532,538
4003,Skien,2023-01-01 02:00:00+01:00,Industri,6031.654,538
4003,Skien,2023-01-01 03:00:00+01:00,Industri,5993.31,538
4003,Skien,2023-01-01 04:00:00+01:00,Industri,6051.578,538
4003,Skien,2023-01-01 05:00:00+01:00,Industri,6082.126,538
4003,Skien,2023-01-01 06:00:00+01:00,Industri,6108.35,538
4003,Skien,2023-01-01 07:00:00+01:00,Industri,6259.669,538
4003,Skien,2023-01-01 08:00:00+01:00,Industri,6255.742,538
4003,Skien,2023-01-01 09:00:00+01:00,Industri,6255.814,538
4003,Skien,2023-01-01 10:00:00+01:00,Industri,6326.355,538
4003,Skien,2023-01-01 11:00:00+01:00,Industri,6508.803,538
4003,Skien,2023-01-01 12:00:00+01:00,Industri,6834.3,538
4003,Skien,2023-01-01 13:00:00+01:00,Industri,6980.668,538
4003,Skien,2023-01-01 14:00:00+01:00,Industri,6794.024,538
4003,Skien,2023-01-01 15:00:00+01:00,Industri,6901.252,538
4003,Skien,2023-01-01 16:00:00+01:00,Industri,6966.469,538
4003,Skien,2023-01-01 17:00:00+01:00,Industri,6942.233,538
4003,Skien,2023-01-01 18:00:00+01:00,Industri,7169.734,538
4003,Skien,2023-01-01 19:00:00+01:00,Industri,7160.114,538
4003,Skien,2023-01-01 20:00:00+01:00,Industri,7223.247,538
4003,Skien,2023-01-01 21:00:00+01:00,Industri,6894.905,538
4003,Skien,2023-01-01 22:00:00+01:00,Industri,6506.824,538
4003,Skien,2023-01-01 23:00:00+01:00,Industri,6459.683,538
4003,Skien,2023-01-01 00:00:00+01:00,Husholdninger,57677.555,27647
4003,Skien,2023-01-01 01:00:00+01:00,Husholdninger,58312.08,27647
4003,Skien,2023-01-01 02:00:00+01:00,Husholdninger,57545.66,27647
4003,Skien,2023-01-01 03:00:00+01:00,Husholdninger,56333.957,27647
4003,Skien,2023-01-01 04:00:00+01:00,Husholdninger,55674.77,27647
4003,Skien,2023-01-01 05:00:00+01:00,Husholdninger,55768.727,27647
4003,Skien,2023-01-01 06:00:00+01:00,Husholdninger,56328.54,27647
4003,Skien,2023-01-01 07:00:00+01:00,Husholdninger,56899.332,27647
4003,Skien,2023-01-01 08:00:00+01:00,Husholdninger,58433.227,27647
4003,Skien,2023-01-01 09:00:00+01:00,Husholdninger,61528.91,27647
4003,Skien,2023-01-01 10:00:00+01:00,Husholdninger,64640.887,27647
4003,Skien,2023-01-01 11:00:00+01:00,Husholdninger,66581.53,27647
4003,Skien,2023-01-01 12:00:00+01:00,Husholdninger,67231.734,27647
4003,Skien,2023-01-01 13:00:00+01:00,Husholdninger,67486.98,27647
4003,Skien,2023-01-01 14:00:00+01:00,Husholdninger,68046.734,27647
4003,Skien,2023-01-01 15:00:00+01:00,Husholdninger,69263.164,27647
4003,Skien,2023-01-01 16:00:00+01:00,Husholdninger,71092.14,27647
4003,Skien,2023-01-01 17:00:00+01:00,Husholdninger,71392.83,27647
4003,Skien,2023-01-01 18:00:00+01:00,Husholdninger,71149.914,27647
4003,Skien,2023-01-01 19:00:00+01:00,Husholdninger,70378.6,27647
4003,Skien,2023-01-01 20:00:00+01:00,Husholdninger,69221.23,27647
4003,Skien,2023-01-01 21:00:00+01:00,Husholdninger,67725.42,27647
4003,Skien,2023-01-01 22:00:00+01:00,Husholdninger,66338.95,27647
4003,Skien,2023-01-01 23:00:00+01:00,Husholdninger,63485.566,27647
4005,Notodden,2023-01-01 00:00:00+01:00,Næring (unntatt industri),8046.448,901
4005,Notodden,2023-01-01 01:00:00+01:00,Næring (unntatt industri),8035.683,901
4005,Notodden,2023-01-01 02:00:00+01:00,Næring (unntatt industri),8116.297,901
4005,Notodden,2023-01-01 03:00:00+01:00,Næring (unntatt industri),8013.102,901
4005,Notodden,2023-01-01 04:00:00+01:00,Næring (unntatt industri),8164.067,901
4005,Notodden,2023-01-01 05:00:00+01:00,Næring (unntatt industri),8211.116,901
4005,Notodden,2023-01-01 06:00:00+01:00,Næring (unntatt industri),8388.278,901
4005,Notodden,2023-01-01 07:00:00+01:00,Næring (unntatt industri),8506.432,901
4005,Notodden,2023-01-01 08:00:00+01:00,Næring (unntatt industri),8853.203,901
4005,Notodden,2023-01-01 09:00:00+01:00,Næring (unntatt industri),8822.904,901
4005,Notodden,2023-01-01 10:00:00+01:00,Næring (unntatt industri),8910.552,901
4005,Notodden,2023-01-01 11:00:00+01:00,Næring (unntatt industri),8977.332,901
4005,Notodden,2023-01-01 12:00:00+01:00,Næring (unntatt industri),9215.551,901
4005,Notodden,2023-01-01 13:00:00+01:00,Næring (unntatt industri),9500.181,901
4005,Notodden,2023-01-01 14:00:00+01:00,Næring (unntatt industri),10092.608,901
4005,Notodden,2023-01-01 15:00:00+01:00,Næring (unntatt industri),10553.016,901
4005,Notodden,2023-01-01 16:00:00+01:00,Næring (unntatt industri),10769.491,901
4005,Notodden,2023-01-01 17:00:00+01:00,Næring (unntatt industri),10559.973,901
4005,Notodden,2023-01-01 18:00:00+01:00,Næring (unntatt industri),10113.432,901
4005,Notodden,2023-01-01 19:00:00+01:00,Næring (unntatt industri),9703.0,901
4005,Notodden,2023-01-01 20:00:00+01:00,Næring (unntatt industri),9373.825,901
4005,Notodden,2023-01-01 21:00:00+01:00,Næring (unntatt industri),8923.57,901
4005,Notodden,2023-01-01 22:00:00+01:00,Næring (unntatt industri),8919.196,901
