Knr,Kommunenavn,Tid,Gruppe,Forbruk (kWh),Antall målere
4001,Porsgrunn,2021-01-02 00:00:00+01:00,Næring (unntatt industri),16230.032,1527
4001,Porsgrunn,2021-01-02 01:00:00+01:00,Næring (unntatt industri),16268.511,1527
4001,Porsgrunn,2021-01-02 02:00:00+01:00,Næring (unntatt industri),16275.728,1527
4001,Porsgrunn,2021-01-02 03:00:00+01:00,Næring (unntatt industri),16241.838,1527
4001,Porsgrunn,2021-01-02 04:00:00+01:00,Næring (unntatt industri),16219.096,1527
4001,Porsgrunn,2021-01-02 05:00:00+01:00,Næring (unntatt industri),16582.572,1527
4001,Porsgrunn,2021-01-02 06:00:00+01:00,Næring (unntatt industri),17128.281,1527
4001,Porsgrunn,2021-01-02 07:00:00+01:00,Næring (unntatt industri),18039.9,1527
4001,Porsgrunn,2021-01-02 08:00:00+01:00,Næring (unntatt industri),18787.76,1527
4001,Porsgrunn,2021-01-02 09:00:00+01:00,Næring (unntatt industri),18782.922,1527
4001,Porsgrunn,2021-01-02 10:00:00+01:00,Næring (unntatt industri),18850.11,1527
4001,Porsgrunn,2021-01-02 11:00:00+01:00,Næring (unntatt industri),19408.387,1527
4001,Porsgrunn,2021-01-02 12:00:00+01:00,Næring (unntatt industri),19731.74,1527
4001,Porsgrunn,2021-01-02 13:00:00+01:00,Næring (unntatt industri),19385.422,1527
4001,Porsgrunn,2021-01-02 14:00:00+01:00,Næring (unntatt industri),19766.637,1527
4001,Porsgrunn,2021-01-02 15:00:00+01:00,Næring (unntatt industri),19610.291,1527
4001,Porsgrunn,2021-01-02 16:00:00+01:00,Næring (unntatt industri),20497.82,1527
4001,Porsgrunn,2021-01-02 17:00:00+01:00,Næring (unntatt industri),20294.18,1527
4001,Porsgrunn,2021-01-02 18:00:00+01:00,Næring (unntatt industri),19266.75,1527
4001,Porsgrunn,2021-01-02 19:00:00+01:00,Næring (unntatt industri),18509.883,1527
4001,Porsgrunn,2021-01-02 20:00:00+01:00,Næring (unntatt industri),18084.658,1527
4001,Porsgrunn,2021-01-02 21:00:00+01:00,Næring (unntatt industri),17785.002,1527
4001,Porsgrunn,2021-01-02 22:00:00+01:00,Næring (unntatt industri),16870.4,1527
4001,Porsgrunn,2021-01-02 23:00:00+01:00,Næring (unntatt industri),16544.695,1527
4001,Porsgrunn,2021-01-02 00:00:00+01:00,Industri,278262.84,610
4001,Porsgrunn,2021-01-02 01:00:00+01:00,Industri,278559.62,610
4001,Porsgrunn,2021-01-02 02:00:00+01:00,Industri,276136.7,610
4001,Porsgrunn,2021-01-02 03:00:00+01:00,Industri,275918.2,610
4001,Porsgrunn,2021-01-02 04:00:00+01:00,Industri,276429.06,610
4001,Porsgrunn,2021-01-02 05:00:00+01:00,Industri,276366.97,610
4001,Porsgrunn,2021-01-02 06:00:00+01:00,Industri,277769.38,610
4001,Porsgrunn,2021-01-02 07:00:00+01:00,Industri,276222.66,610
