Knr,Kommunenavn,Tid,Gruppe,Forbruk (kWh),Antall målere
4012,Bamble,2024-12-31 23:00:00+00:00,Husholdninger,19307.348,9150.0
4012,Bamble,2024-12-31 23:00:00+00:00,Industri,169187.22,159.0
4012,Bamble,2024-12-31 23:00:00+00:00,Næring (unntatt industri),7128.624,707.0
4016,Drangedal,2024-12-31 23:00:00+00:00,Husholdninger,6837.146,3462.0
4016,Drangedal,2024-12-31 23:00:00+00:00,Industri,364.957,93.0
4016,Drangedal,2024-12-31 23:00:00+00:00,Næring (unntatt industri),1626.323,325.0
4032,Fyresdal,2024-12-31 23:00:00+00:00,Husholdninger,2178.249,1366.0
4032,Fyresdal,2024-12-31 23:00:00+00:00,Industri,436.49,49.0
4032,Fyresdal,2024-12-31 23:00:00+00:00,Næring (unntatt industri),1042.398,159.0
4024,Hjartdal,2024-12-31 23:00:00+00:00,Husholdninger,4688.186,2587.0
4024,Hjartdal,2024-12-31 23:00:00+00:00,Industri,144.325,43.0
4024,Hjartdal,2024-12-31 23:00:00+00:00,Næring (unntatt industri),1000.692,202.0
4014,Kragerø,2024-12-31 23:00:00+00:00,Husholdninger,14918.645,9035.0
4014,Kragerø,2024-12-31 23:00:00+00:00,Industri,4374.863,244.0
4014,Kragerø,2024-12-31 23:00:00+00:00,Næring (unntatt industri),5373.701,954.0
4028,Kviteseid,2024-12-31 23:00:00+00:00,Husholdninger,5582.292,2633.0
4028,Kviteseid,2024-12-31 23:00:00+00:00,Industri,230.784,81.0
4028,Kviteseid,2024-12-31 23:00:00+00:00,Næring (unntatt industri),2117.672,256.0
4020,Midt-Telemark,2024-12-31 23:00:00+00:00,Husholdninger,14386.235,6082.0
4020,Midt-Telemark,2024-12-31 23:00:00+00:00,Industri,1552.405,260.0
4020,Midt-Telemark,2024-12-31 23:00:00+00:00,Næring (unntatt industri),4957.281,671.0
4030,Nissedal,2024-12-31 23:00:00+00:00,Husholdninger,4860.654,2745.0
4030,Nissedal,2024-12-31 23:00:00+00:00,Industri,118.083,84.0
4030,Nissedal,2024-12-31 23:00:00+00:00,Næring (unntatt industri),1048.939,221.0
4018,Nome,2024-12-31 23:00:00+00:00,Husholdninger,8548.805,3649.0
4018,Nome,2024-12-31 23:00:00+00:00,Industri,1622.701,102.0
4018,Nome,2024-12-31 23:00:00+00:00,Næring (unntatt industri),2981.396,384.0
4005,Notodden,2024-12-31 23:00:00+00:00,Husholdninger,17545.426,7113.0
4005,Notodden,2024-12-31 23:00:00+00:00,Industri,1805.665,139.0
4005,Notodden,2024-12-31 23:00:00+00:00,Næring (unntatt industri),8290.708,929.0
4001,Porsgrunn,2024-12-31 23:00:00+00:00,Husholdninger,43316.766,19526.0
4001,Porsgrunn,2024-12-31 23:00:00+00:00,Industri,246398.48,561.0
4001,Porsgrunn,2024-12-31 23:00:00+00:00,Næring (unntatt industri),16065.618,1616.0
4022,Seljord,2024-12-31 23:00:00+00:00,Husholdninger,4807.595,2198.0
4022,Seljord,2024-12-31 23:00:00+00:00,Industri,267.934,68.0
4022,Seljord,2024-12-31 23:00:00+00:00,Næring (unntatt industri),2373.574,365.0
4010,Siljan,2024-12-31 23:00:00+00:00,Husholdninger,2890.897,1273.0
4010,Siljan,2024-12-31 23:00:00+00:00,Industri,164.508,31.0
4010,Siljan,2024-12-31 23:00:00+00:00,Næring (unntatt industri),655.32,94.0
4003,Skien,2024-12-31 23:00:00+00:00,Husholdninger,63233.86,28178.0
4003,Skien,2024-12-31 23:00:00+00:00,Industri,5107.609,453.0
4003,Skien,2024-12-31 23:00:00+00:00,Næring (unntatt industri),26843.756,2318.0
4026,Tinn,2024-12-31 23:00:00+00:00,Husholdninger,16174.211,6995.0
4026,Tinn,2024-12-31 23:00:00+00:00,Industri,15235.004,195.0
4026,Tinn,2024-12-31 23:00:00+00:00,Næring (unntatt industri),12279.114,828.0
4034,Tokke,2024-12-31 23:00:00+00:00,Husholdninger,4382.974,1817.0
4034,Tokke,2024-12-31 23:00:00+00:00,Industri,241.938,120.0
4034,Tokke,2024-12-31 23:00:00+00:00,Næring (unntatt industri),2200.703,312.0
4036,Vinje,2024-12-31 23:00:00+00:00,Husholdninger,17452.395,7633.0
4036,Vinje,2024-12-31 23:00:00+00:00,Industri,790.582,126.0
4036,Vinje,2024-12-31 23:00:00+00:00,Næring (unntatt industri),5696.123,580.0
