Geografi,År (intervall),Kjønn,Alder,KMI-kategori,Måltall,Andel,År,SortKjonn
Bamble,2018-2021,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.188,2018-01-01,3
Bamble,2019-2022,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.257,2019-01-01,1
Bamble,2019-2022,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.29100000000000004,2019-01-01,2
Bamble,2019-2022,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.222,2019-01-01,3
Bamble,2020-2023,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.259,2020-01-01,1
Bamble,2020-2023,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.273,2020-01-01,2
Bamble,2020-2023,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.243,2020-01-01,3
Bamble,2021-2024,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.24600000000000002,2021-01-01,1
Bamble,2021-2024,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.243,2021-01-01,2
Bamble,2021-2024,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.25,2021-01-01,3
Bamble,2022-2025,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.242,2022-01-01,1
Bamble,2022-2025,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.228,2022-01-01,2
Bamble,2022-2025,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.258,2022-01-01,3
Kragerø,2013-2016,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.271,2013-01-01,1
Kragerø,2013-2016,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.314,2013-01-01,2
Kragerø,2013-2016,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.226,2013-01-01,3
Kragerø,2014-2017,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.282,2014-01-01,1
Kragerø,2014-2017,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.349,2014-01-01,2
Kragerø,2014-2017,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.213,2014-01-01,3
Kragerø,2015-2018,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.27,2015-01-01,1
Kragerø,2015-2018,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.314,2015-01-01,2
Kragerø,2015-2018,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.226,2015-01-01,3
Kragerø,2016-2019,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.248,2016-01-01,1
Kragerø,2016-2019,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.266,2016-01-01,2
Kragerø,2016-2019,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.23,2016-01-01,3
Kragerø,2017-2020,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.244,2017-01-01,1
Kragerø,2017-2020,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.251,2017-01-01,2
Kragerø,2017-2020,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.23800000000000002,2017-01-01,3
Kragerø,2018-2021,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.233,2018-01-01,1
Kragerø,2018-2021,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.201,2018-01-01,2
Kragerø,2018-2021,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.267,2018-01-01,3
Kragerø,2019-2022,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.27,2019-01-01,1
Kragerø,2019-2022,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.254,2019-01-01,2
Kragerø,2019-2022,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.28800000000000003,2019-01-01,3
Kragerø,2020-2023,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.273,2020-01-01,1
Kragerø,2020-2023,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.268,2020-01-01,2
Kragerø,2020-2023,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.28,2020-01-01,3
Kragerø,2021-2024,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.278,2021-01-01,1
Kragerø,2021-2024,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.306,2021-01-01,2
Kragerø,2021-2024,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.248,2021-01-01,3
Kragerø,2022-2025,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.285,2022-01-01,1
Kragerø,2022-2025,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.33299999999999996,2022-01-01,2
Kragerø,2022-2025,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.231,2022-01-01,3
Drangedal,2013-2016,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.266,2013-01-01,1
Drangedal,2013-2016,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.281,2013-01-01,2
Drangedal,2013-2016,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.25,2013-01-01,3
Drangedal,2014-2017,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.29600000000000004,2014-01-01,1
Drangedal,2014-2017,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.272,2014-01-01,2
Drangedal,2014-2017,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.322,2014-01-01,3
Drangedal,2015-2018,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.26899999999999996,2015-01-01,1
Drangedal,2015-2018,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.245,2015-01-01,2
Drangedal,2015-2018,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.297,2015-01-01,3
Drangedal,2016-2019,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.282,2016-01-01,1
Drangedal,2016-2019,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.239,2016-01-01,2
Drangedal,2016-2019,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.326,2016-01-01,3
Drangedal,2017-2020,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.272,2017-01-01,1
Drangedal,2017-2020,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.244,2017-01-01,2
Drangedal,2017-2020,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.303,2017-01-01,3
Drangedal,2018-2021,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.267,2018-01-01,1
Drangedal,2018-2021,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.297,2018-01-01,2
Drangedal,2018-2021,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.237,2018-01-01,3
Drangedal,2019-2022,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.255,2019-01-01,1
Drangedal,2019-2022,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.294,2019-01-01,2
Drangedal,2019-2022,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.21600000000000003,2019-01-01,3
Drangedal,2020-2023,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.251,2020-01-01,1
Drangedal,2020-2023,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.34299999999999997,2020-01-01,2
Drangedal,2020-2023,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.15,2020-01-01,3
Drangedal,2021-2024,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.263,2021-01-01,1
Drangedal,2021-2024,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.33299999999999996,2021-01-01,2
Drangedal,2021-2024,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.177,2021-01-01,3
Drangedal,2022-2025,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.251,2022-01-01,1
Drangedal,2022-2025,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.3,2022-01-01,2
Drangedal,2022-2025,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.19,2022-01-01,3
Nome,2013-2016,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.248,2013-01-01,1
Nome,2013-2016,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.25,2013-01-01,2
Nome,2013-2016,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.248,2013-01-01,3
Nome,2014-2017,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.22399999999999998,2014-01-01,1
Nome,2014-2017,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.222,2014-01-01,2
Nome,2014-2017,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.22699999999999998,2014-01-01,3
Nome,2015-2018,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.24100000000000002,2015-01-01,1
Nome,2015-2018,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.255,2015-01-01,2
Nome,2015-2018,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.226,2015-01-01,3
Nome,2016-2019,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.255,2016-01-01,1
Nome,2016-2019,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.273,2016-01-01,2
Nome,2016-2019,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.237,2016-01-01,3
Nome,2017-2020,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.26,2017-01-01,1
Nome,2017-2020,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.282,2017-01-01,2
Nome,2017-2020,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.23800000000000002,2017-01-01,3
Nome,2018-2021,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.29,2018-01-01,1
Nome,2018-2021,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.304,2018-01-01,2
Nome,2018-2021,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.27699999999999997,2018-01-01,3
Nome,2019-2022,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.264,2019-01-01,1
Nome,2019-2022,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.261,2019-01-01,2
Nome,2019-2022,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.266,2019-01-01,3
Nome,2020-2023,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.268,2020-01-01,1
Nome,2020-2023,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.259,2020-01-01,2
Nome,2020-2023,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.28300000000000003,2020-01-01,3
Nome,2021-2024,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.297,2021-01-01,1
Nome,2021-2024,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.314,2021-01-01,2
Nome,2021-2024,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.282,2021-01-01,3
Nome,2022-2025,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.281,2022-01-01,1
Nome,2022-2025,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.311,2022-01-01,2
Nome,2022-2025,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.25,2022-01-01,3
Midt-Telemark,2013-2016,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.228,2013-01-01,1
Midt-Telemark,2013-2016,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.3,2013-01-01,2
Midt-Telemark,2013-2016,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.152,2013-01-01,3
Midt-Telemark,2014-2017,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.249,2014-01-01,1
Midt-Telemark,2014-2017,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.315,2014-01-01,2
Midt-Telemark,2014-2017,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.182,2014-01-01,3
Midt-Telemark,2015-2018,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.23,2015-01-01,1
Midt-Telemark,2015-2018,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.28800000000000003,2015-01-01,2
Midt-Telemark,2015-2018,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.17,2015-01-01,3
Midt-Telemark,2016-2019,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.207,2016-01-01,1
Midt-Telemark,2016-2019,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.24600000000000002,2016-01-01,2
Midt-Telemark,2016-2019,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.16699999999999998,2016-01-01,3
Midt-Telemark,2017-2020,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.212,2017-01-01,1
Midt-Telemark,2017-2020,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.242,2017-01-01,2
Midt-Telemark,2017-2020,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.182,2017-01-01,3
Midt-Telemark,2018-2021,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.21100000000000002,2018-01-01,1
Midt-Telemark,2018-2021,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.253,2018-01-01,2
Midt-Telemark,2018-2021,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.172,2018-01-01,3
Midt-Telemark,2019-2022,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.22,2019-01-01,1
Midt-Telemark,2019-2022,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.249,2019-01-01,2
Midt-Telemark,2019-2022,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.193,2019-01-01,3
Midt-Telemark,2020-2023,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.214,2020-01-01,1
Midt-Telemark,2020-2023,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.23800000000000002,2020-01-01,2
Midt-Telemark,2020-2023,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.19,2020-01-01,3
Midt-Telemark,2021-2024,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.225,2021-01-01,1
Midt-Telemark,2021-2024,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.258,2021-01-01,2
Midt-Telemark,2021-2024,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.19399999999999998,2021-01-01,3
Midt-Telemark,2022-2025,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.21600000000000003,2022-01-01,1
Midt-Telemark,2022-2025,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.226,2022-01-01,2
Midt-Telemark,2022-2025,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.20600000000000002,2022-01-01,3
Seljord,2013-2016,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.29100000000000004,2013-01-01,1
Seljord,2013-2016,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.20800000000000002,2013-01-01,2
Seljord,2013-2016,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.361,2013-01-01,3
Seljord,2014-2017,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.29,2014-01-01,1
Seljord,2014-2017,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.196,2014-01-01,2
Seljord,2014-2017,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.371,2014-01-01,3
Seljord,2015-2018,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.311,2015-01-01,1
Seljord,2015-2018,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.24100000000000002,2015-01-01,2
Seljord,2015-2018,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.373,2015-01-01,3
Seljord,2016-2019,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.326,2016-01-01,1
Seljord,2016-2019,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.31,2016-01-01,2
Seljord,2016-2019,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.34600000000000003,2016-01-01,3
Seljord,2017-2020,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.355,2017-01-01,1
Seljord,2017-2020,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.382,2017-01-01,2
Seljord,2017-2020,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.327,2017-01-01,3
Seljord,2018-2021,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.344,2018-01-01,1
Seljord,2018-2021,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.40700000000000003,2018-01-01,2
Seljord,2018-2021,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.275,2018-01-01,3
Seljord,2019-2022,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.31,2019-01-01,1
Seljord,2019-2022,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.387,2019-01-01,2
Seljord,2019-2022,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.22,2019-01-01,3
Seljord,2020-2023,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.308,2020-01-01,1
Seljord,2020-2023,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.368,2020-01-01,2
Seljord,2020-2023,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.25,2020-01-01,3
Seljord,2021-2024,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.287,2021-01-01,1
Seljord,2021-2024,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.327,2021-01-01,2
Seljord,2021-2024,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.25,2021-01-01,3
Seljord,2022-2025,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.28600000000000003,2022-01-01,1
Seljord,2022-2025,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.298,2022-01-01,2
Seljord,2022-2025,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.271,2022-01-01,3
Hjartdal,2013-2016,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.363,2013-01-01,1
Hjartdal,2013-2016,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.382,2013-01-01,2
Hjartdal,2013-2016,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.34299999999999997,2013-01-01,3
Hjartdal,2014-2017,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.313,2014-01-01,1
Hjartdal,2014-2017,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.34600000000000003,2014-01-01,2
Hjartdal,2014-2017,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.282,2014-01-01,3
Hjartdal,2015-2018,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.28,2015-01-01,1
Hjartdal,2015-2018,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.292,2015-01-01,2
Hjartdal,2015-2018,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.265,2015-01-01,3
Hjartdal,2016-2019,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.20800000000000002,2016-01-01,1
Hjartdal,2016-2019,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.28600000000000003,2016-01-01,2
Hjartdal,2016-2019,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.14300000000000002,2016-01-01,3
Hjartdal,2017-2020,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.149,2017-01-01,1
Hjartdal,2017-2020,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",,2017-01-01,2
Hjartdal,2017-2020,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",,2017-01-01,3
Hjartdal,2018-2021,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.17800000000000002,2018-01-01,1
Hjartdal,2018-2021,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.19399999999999998,2018-01-01,2
Hjartdal,2018-2021,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.162,2018-01-01,3
Hjartdal,2019-2022,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.185,2019-01-01,1
Hjartdal,2019-2022,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.19399999999999998,2019-01-01,2
Hjartdal,2019-2022,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.17600000000000002,2019-01-01,3
Hjartdal,2020-2023,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.231,2020-01-01,1
Hjartdal,2020-2023,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.25,2020-01-01,2
Hjartdal,2020-2023,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.212,2020-01-01,3
Hjartdal,2021-2024,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.299,2021-01-01,1
Hjartdal,2021-2024,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.33299999999999996,2021-01-01,2
Hjartdal,2021-2024,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.267,2021-01-01,3
Hjartdal,2022-2025,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.27699999999999997,2022-01-01,1
Hjartdal,2022-2025,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.389,2022-01-01,2
Hjartdal,2022-2025,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.192,2022-01-01,3
Tinn,2013-2016,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.22899999999999998,2013-01-01,1
Tinn,2013-2016,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.263,2013-01-01,2
Tinn,2013-2016,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.195,2013-01-01,3
Tinn,2014-2017,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.24100000000000002,2014-01-01,1
Tinn,2014-2017,Gutter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.267,2014-01-01,2
Tinn,2014-2017,Jenter,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.215,2014-01-01,3
Tinn,2015-2018,Kjønn samlet,17 år,overvekt inkl. fedme (KMI over 25),"andel (prosent, standardisert)",0.21100000000000002,2015-01-01,1
