Kommune,År (intervall),År,Kjønn,Alder,Krefttyper,Måltall,Antall,SortKjonn,SortKommune
Skien,2010-2019,2019-01-01,Kvinner,Alle aldre,Prostatakreft,"per 100 000, standardisert",,3,16
Skien,2011-2020,2020-01-01,Kjønn samlet,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",652.0,1,16
Skien,2011-2020,2020-01-01,Kjønn samlet,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",73.5,1,16
Skien,2011-2020,2020-01-01,Kjønn samlet,Alle aldre,Lungekreft,"per 100 000, standardisert",56.6,1,16
Skien,2011-2020,2020-01-01,Kjønn samlet,Alle aldre,Hudkreft,"per 100 000, standardisert",117.0,1,16
Skien,2011-2020,2020-01-01,Kjønn samlet,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",52.6,1,16
Skien,2011-2020,2020-01-01,Kjønn samlet,Alle aldre,Brystkreft,"per 100 000, standardisert",,1,16
Skien,2011-2020,2020-01-01,Kjønn samlet,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,1,16
Skien,2011-2020,2020-01-01,Kjønn samlet,Alle aldre,Prostatakreft,"per 100 000, standardisert",,1,16
Skien,2011-2020,2020-01-01,Menn,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",702.7,2,16
Skien,2011-2020,2020-01-01,Menn,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",73.1,2,16
Skien,2011-2020,2020-01-01,Menn,Alle aldre,Lungekreft,"per 100 000, standardisert",65.6,2,16
Skien,2011-2020,2020-01-01,Menn,Alle aldre,Hudkreft,"per 100 000, standardisert",124.7,2,16
Skien,2011-2020,2020-01-01,Menn,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",55.7,2,16
Skien,2011-2020,2020-01-01,Menn,Alle aldre,Brystkreft,"per 100 000, standardisert",,2,16
Skien,2011-2020,2020-01-01,Menn,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,2,16
Skien,2011-2020,2020-01-01,Menn,Alle aldre,Prostatakreft,"per 100 000, standardisert",199.9,2,16
Skien,2011-2020,2020-01-01,Kvinner,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",601.7,3,16
Skien,2011-2020,2020-01-01,Kvinner,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",73.8,3,16
Skien,2011-2020,2020-01-01,Kvinner,Alle aldre,Lungekreft,"per 100 000, standardisert",48.2,3,16
Skien,2011-2020,2020-01-01,Kvinner,Alle aldre,Hudkreft,"per 100 000, standardisert",109.3,3,16
Skien,2011-2020,2020-01-01,Kvinner,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",49.5,3,16
Skien,2011-2020,2020-01-01,Kvinner,Alle aldre,Brystkreft,"per 100 000, standardisert",125.9,3,16
Skien,2011-2020,2020-01-01,Kvinner,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",13.1,3,16
Skien,2011-2020,2020-01-01,Kvinner,Alle aldre,Prostatakreft,"per 100 000, standardisert",,3,16
Skien,2012-2021,2021-01-01,Kjønn samlet,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",659.4,1,16
Skien,2012-2021,2021-01-01,Kjønn samlet,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",76.0,1,16
Skien,2012-2021,2021-01-01,Kjønn samlet,Alle aldre,Lungekreft,"per 100 000, standardisert",57.2,1,16
Skien,2012-2021,2021-01-01,Kjønn samlet,Alle aldre,Hudkreft,"per 100 000, standardisert",120.8,1,16
Skien,2012-2021,2021-01-01,Kjønn samlet,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",54.2,1,16
Skien,2012-2021,2021-01-01,Kjønn samlet,Alle aldre,Brystkreft,"per 100 000, standardisert",,1,16
Skien,2012-2021,2021-01-01,Kjønn samlet,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,1,16
Skien,2012-2021,2021-01-01,Kjønn samlet,Alle aldre,Prostatakreft,"per 100 000, standardisert",,1,16
Skien,2012-2021,2021-01-01,Menn,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",696.4,2,16
Skien,2012-2021,2021-01-01,Menn,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",72.7,2,16
Skien,2012-2021,2021-01-01,Menn,Alle aldre,Lungekreft,"per 100 000, standardisert",64.2,2,16
Skien,2012-2021,2021-01-01,Menn,Alle aldre,Hudkreft,"per 100 000, standardisert",129.5,2,16
Skien,2012-2021,2021-01-01,Menn,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",58.8,2,16
Skien,2012-2021,2021-01-01,Menn,Alle aldre,Brystkreft,"per 100 000, standardisert",,2,16
Skien,2012-2021,2021-01-01,Menn,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,2,16
Skien,2012-2021,2021-01-01,Menn,Alle aldre,Prostatakreft,"per 100 000, standardisert",187.5,2,16
Skien,2012-2021,2021-01-01,Kvinner,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",622.0,3,16
Skien,2012-2021,2021-01-01,Kvinner,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",78.9,3,16
Skien,2012-2021,2021-01-01,Kvinner,Alle aldre,Lungekreft,"per 100 000, standardisert",50.7,3,16
Skien,2012-2021,2021-01-01,Kvinner,Alle aldre,Hudkreft,"per 100 000, standardisert",112.2,3,16
Skien,2012-2021,2021-01-01,Kvinner,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",49.6,3,16
Skien,2012-2021,2021-01-01,Kvinner,Alle aldre,Brystkreft,"per 100 000, standardisert",125.9,3,16
Skien,2012-2021,2021-01-01,Kvinner,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",13.4,3,16
Skien,2012-2021,2021-01-01,Kvinner,Alle aldre,Prostatakreft,"per 100 000, standardisert",,3,16
Skien,2013-2022,2022-01-01,Kjønn samlet,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",667.0,1,16
Skien,2013-2022,2022-01-01,Kjønn samlet,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",80.7,1,16
Skien,2013-2022,2022-01-01,Kjønn samlet,Alle aldre,Lungekreft,"per 100 000, standardisert",57.6,1,16
Skien,2013-2022,2022-01-01,Kjønn samlet,Alle aldre,Hudkreft,"per 100 000, standardisert",128.4,1,16
Skien,2013-2022,2022-01-01,Kjønn samlet,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",58.8,1,16
Skien,2013-2022,2022-01-01,Kjønn samlet,Alle aldre,Brystkreft,"per 100 000, standardisert",,1,16
Skien,2013-2022,2022-01-01,Kjønn samlet,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,1,16
Skien,2013-2022,2022-01-01,Kjønn samlet,Alle aldre,Prostatakreft,"per 100 000, standardisert",,1,16
Skien,2013-2022,2022-01-01,Menn,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",696.6,2,16
Skien,2013-2022,2022-01-01,Menn,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",77.6,2,16
Skien,2013-2022,2022-01-01,Menn,Alle aldre,Lungekreft,"per 100 000, standardisert",62.0,2,16
Skien,2013-2022,2022-01-01,Menn,Alle aldre,Hudkreft,"per 100 000, standardisert",135.1,2,16
Skien,2013-2022,2022-01-01,Menn,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",60.7,2,16
Skien,2013-2022,2022-01-01,Menn,Alle aldre,Brystkreft,"per 100 000, standardisert",,2,16
Skien,2013-2022,2022-01-01,Menn,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,2,16
Skien,2013-2022,2022-01-01,Menn,Alle aldre,Prostatakreft,"per 100 000, standardisert",181.0,2,16
Skien,2013-2022,2022-01-01,Kvinner,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",636.6,3,16
Skien,2013-2022,2022-01-01,Kvinner,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",83.5,3,16
Skien,2013-2022,2022-01-01,Kvinner,Alle aldre,Lungekreft,"per 100 000, standardisert",53.4,3,16
Skien,2013-2022,2022-01-01,Kvinner,Alle aldre,Hudkreft,"per 100 000, standardisert",121.7,3,16
Skien,2013-2022,2022-01-01,Kvinner,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",56.9,3,16
Skien,2013-2022,2022-01-01,Kvinner,Alle aldre,Brystkreft,"per 100 000, standardisert",130.0,3,16
Skien,2013-2022,2022-01-01,Kvinner,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",13.7,3,16
Skien,2013-2022,2022-01-01,Kvinner,Alle aldre,Prostatakreft,"per 100 000, standardisert",,3,16
Skien,2014-2023,2023-01-01,Kjønn samlet,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",672.3,1,16
Skien,2014-2023,2023-01-01,Kjønn samlet,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",80.5,1,16
Skien,2014-2023,2023-01-01,Kjønn samlet,Alle aldre,Lungekreft,"per 100 000, standardisert",58.9,1,16
Skien,2014-2023,2023-01-01,Kjønn samlet,Alle aldre,Hudkreft,"per 100 000, standardisert",135.6,1,16
Skien,2014-2023,2023-01-01,Kjønn samlet,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",61.2,1,16
Skien,2014-2023,2023-01-01,Kjønn samlet,Alle aldre,Brystkreft,"per 100 000, standardisert",,1,16
Skien,2014-2023,2023-01-01,Kjønn samlet,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,1,16
Skien,2014-2023,2023-01-01,Kjønn samlet,Alle aldre,Prostatakreft,"per 100 000, standardisert",,1,16
Skien,2014-2023,2023-01-01,Menn,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",695.2,2,16
Skien,2014-2023,2023-01-01,Menn,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",77.0,2,16
Skien,2014-2023,2023-01-01,Menn,Alle aldre,Lungekreft,"per 100 000, standardisert",64.7,2,16
Skien,2014-2023,2023-01-01,Menn,Alle aldre,Hudkreft,"per 100 000, standardisert",137.1,2,16
Skien,2014-2023,2023-01-01,Menn,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",62.9,2,16
Skien,2014-2023,2023-01-01,Menn,Alle aldre,Brystkreft,"per 100 000, standardisert",,2,16
Skien,2014-2023,2023-01-01,Menn,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,2,16
Skien,2014-2023,2023-01-01,Menn,Alle aldre,Prostatakreft,"per 100 000, standardisert",181.2,2,16
Skien,2014-2023,2023-01-01,Kvinner,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",648.4,3,16
Skien,2014-2023,2023-01-01,Kvinner,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",83.8,3,16
Skien,2014-2023,2023-01-01,Kvinner,Alle aldre,Lungekreft,"per 100 000, standardisert",53.3,3,16
Skien,2014-2023,2023-01-01,Kvinner,Alle aldre,Hudkreft,"per 100 000, standardisert",133.8,3,16
Skien,2014-2023,2023-01-01,Kvinner,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",59.6,3,16
Skien,2014-2023,2023-01-01,Kvinner,Alle aldre,Brystkreft,"per 100 000, standardisert",130.9,3,16
Skien,2014-2023,2023-01-01,Kvinner,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",14.3,3,16
Skien,2014-2023,2023-01-01,Kvinner,Alle aldre,Prostatakreft,"per 100 000, standardisert",,3,16
Skien,2015-2024,2024-01-01,Kjønn samlet,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",672.8,1,16
Skien,2015-2024,2024-01-01,Kjønn samlet,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",80.4,1,16
Skien,2015-2024,2024-01-01,Kjønn samlet,Alle aldre,Lungekreft,"per 100 000, standardisert",59.3,1,16
Skien,2015-2024,2024-01-01,Kjønn samlet,Alle aldre,Hudkreft,"per 100 000, standardisert",137.3,1,16
Skien,2015-2024,2024-01-01,Kjønn samlet,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",61.7,1,16
Skien,2015-2024,2024-01-01,Kjønn samlet,Alle aldre,Brystkreft,"per 100 000, standardisert",,1,16
Skien,2015-2024,2024-01-01,Kjønn samlet,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,1,16
Skien,2015-2024,2024-01-01,Kjønn samlet,Alle aldre,Prostatakreft,"per 100 000, standardisert",,1,16
Skien,2015-2024,2024-01-01,Menn,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",691.9,2,16
Skien,2015-2024,2024-01-01,Menn,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",76.0,2,16
Skien,2015-2024,2024-01-01,Menn,Alle aldre,Lungekreft,"per 100 000, standardisert",62.6,2,16
Skien,2015-2024,2024-01-01,Menn,Alle aldre,Hudkreft,"per 100 000, standardisert",134.7,2,16
Skien,2015-2024,2024-01-01,Menn,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",62.1,2,16
Skien,2015-2024,2024-01-01,Menn,Alle aldre,Brystkreft,"per 100 000, standardisert",,2,16
Skien,2015-2024,2024-01-01,Menn,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,2,16
Skien,2015-2024,2024-01-01,Menn,Alle aldre,Prostatakreft,"per 100 000, standardisert",179.8,2,16
Skien,2015-2024,2024-01-01,Kvinner,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",652.8,3,16
Skien,2015-2024,2024-01-01,Kvinner,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",84.6,3,16
Skien,2015-2024,2024-01-01,Kvinner,Alle aldre,Lungekreft,"per 100 000, standardisert",56.1,3,16
Skien,2015-2024,2024-01-01,Kvinner,Alle aldre,Hudkreft,"per 100 000, standardisert",139.5,3,16
Skien,2015-2024,2024-01-01,Kvinner,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",61.1,3,16
Skien,2015-2024,2024-01-01,Kvinner,Alle aldre,Brystkreft,"per 100 000, standardisert",130.7,3,16
Skien,2015-2024,2024-01-01,Kvinner,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",15.6,3,16
Skien,2015-2024,2024-01-01,Kvinner,Alle aldre,Prostatakreft,"per 100 000, standardisert",,3,16
Notodden,2006-2015,2015-01-01,Kjønn samlet,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",658.1,1,12
Notodden,2006-2015,2015-01-01,Kjønn samlet,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",75.9,1,12
Notodden,2006-2015,2015-01-01,Kjønn samlet,Alle aldre,Lungekreft,"per 100 000, standardisert",62.2,1,12
Notodden,2006-2015,2015-01-01,Kjønn samlet,Alle aldre,Hudkreft,"per 100 000, standardisert",81.7,1,12
Notodden,2006-2015,2015-01-01,Kjønn samlet,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",34.0,1,12
Notodden,2006-2015,2015-01-01,Kjønn samlet,Alle aldre,Brystkreft,"per 100 000, standardisert",,1,12
Notodden,2006-2015,2015-01-01,Kjønn samlet,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,1,12
Notodden,2006-2015,2015-01-01,Kjønn samlet,Alle aldre,Prostatakreft,"per 100 000, standardisert",,1,12
Notodden,2006-2015,2015-01-01,Menn,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",724.6,2,12
Notodden,2006-2015,2015-01-01,Menn,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",75.2,2,12
Notodden,2006-2015,2015-01-01,Menn,Alle aldre,Lungekreft,"per 100 000, standardisert",70.2,2,12
Notodden,2006-2015,2015-01-01,Menn,Alle aldre,Hudkreft,"per 100 000, standardisert",84.7,2,12
Notodden,2006-2015,2015-01-01,Menn,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",29.2,2,12
Notodden,2006-2015,2015-01-01,Menn,Alle aldre,Brystkreft,"per 100 000, standardisert",,2,12
Notodden,2006-2015,2015-01-01,Menn,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,2,12
Notodden,2006-2015,2015-01-01,Menn,Alle aldre,Prostatakreft,"per 100 000, standardisert",234.8,2,12
Notodden,2006-2015,2015-01-01,Kvinner,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",593.8,3,12
Notodden,2006-2015,2015-01-01,Kvinner,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",76.2,3,12
Notodden,2006-2015,2015-01-01,Kvinner,Alle aldre,Lungekreft,"per 100 000, standardisert",54.8,3,12
Notodden,2006-2015,2015-01-01,Kvinner,Alle aldre,Hudkreft,"per 100 000, standardisert",78.5,3,12
Notodden,2006-2015,2015-01-01,Kvinner,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",38.5,3,12
Notodden,2006-2015,2015-01-01,Kvinner,Alle aldre,Brystkreft,"per 100 000, standardisert",126.4,3,12
Notodden,2006-2015,2015-01-01,Kvinner,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,3,12
Notodden,2006-2015,2015-01-01,Kvinner,Alle aldre,Prostatakreft,"per 100 000, standardisert",,3,12
Notodden,2007-2016,2016-01-01,Kjønn samlet,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",668.1,1,12
Notodden,2007-2016,2016-01-01,Kjønn samlet,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",81.1,1,12
Notodden,2007-2016,2016-01-01,Kjønn samlet,Alle aldre,Lungekreft,"per 100 000, standardisert",60.5,1,12
Notodden,2007-2016,2016-01-01,Kjønn samlet,Alle aldre,Hudkreft,"per 100 000, standardisert",82.9,1,12
Notodden,2007-2016,2016-01-01,Kjønn samlet,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",33.8,1,12
Notodden,2007-2016,2016-01-01,Kjønn samlet,Alle aldre,Brystkreft,"per 100 000, standardisert",,1,12
Notodden,2007-2016,2016-01-01,Kjønn samlet,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,1,12
Notodden,2007-2016,2016-01-01,Kjønn samlet,Alle aldre,Prostatakreft,"per 100 000, standardisert",,1,12
Notodden,2007-2016,2016-01-01,Menn,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",730.0,2,12
Notodden,2007-2016,2016-01-01,Menn,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",76.0,2,12
Notodden,2007-2016,2016-01-01,Menn,Alle aldre,Lungekreft,"per 100 000, standardisert",68.0,2,12
Notodden,2007-2016,2016-01-01,Menn,Alle aldre,Hudkreft,"per 100 000, standardisert",85.5,2,12
Notodden,2007-2016,2016-01-01,Menn,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",31.8,2,12
Notodden,2007-2016,2016-01-01,Menn,Alle aldre,Brystkreft,"per 100 000, standardisert",,2,12
Notodden,2007-2016,2016-01-01,Menn,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,2,12
Notodden,2007-2016,2016-01-01,Menn,Alle aldre,Prostatakreft,"per 100 000, standardisert",229.8,2,12
Notodden,2007-2016,2016-01-01,Kvinner,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",607.7,3,12
Notodden,2007-2016,2016-01-01,Kvinner,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",85.5,3,12
Notodden,2007-2016,2016-01-01,Kvinner,Alle aldre,Lungekreft,"per 100 000, standardisert",53.5,3,12
Notodden,2007-2016,2016-01-01,Kvinner,Alle aldre,Hudkreft,"per 100 000, standardisert",80.1,3,12
Notodden,2007-2016,2016-01-01,Kvinner,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",35.7,3,12
Notodden,2007-2016,2016-01-01,Kvinner,Alle aldre,Brystkreft,"per 100 000, standardisert",124.7,3,12
Notodden,2007-2016,2016-01-01,Kvinner,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,3,12
Notodden,2007-2016,2016-01-01,Kvinner,Alle aldre,Prostatakreft,"per 100 000, standardisert",,3,12
Notodden,2008-2017,2017-01-01,Kjønn samlet,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",677.2,1,12
Notodden,2008-2017,2017-01-01,Kjønn samlet,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",82.2,1,12
Notodden,2008-2017,2017-01-01,Kjønn samlet,Alle aldre,Lungekreft,"per 100 000, standardisert",62.1,1,12
Notodden,2008-2017,2017-01-01,Kjønn samlet,Alle aldre,Hudkreft,"per 100 000, standardisert",86.7,1,12
Notodden,2008-2017,2017-01-01,Kjønn samlet,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",37.1,1,12
Notodden,2008-2017,2017-01-01,Kjønn samlet,Alle aldre,Brystkreft,"per 100 000, standardisert",,1,12
Notodden,2008-2017,2017-01-01,Kjønn samlet,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,1,12
Notodden,2008-2017,2017-01-01,Kjønn samlet,Alle aldre,Prostatakreft,"per 100 000, standardisert",,1,12
Notodden,2008-2017,2017-01-01,Menn,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",737.0,2,12
Notodden,2008-2017,2017-01-01,Menn,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",76.6,2,12
Notodden,2008-2017,2017-01-01,Menn,Alle aldre,Lungekreft,"per 100 000, standardisert",68.6,2,12
Notodden,2008-2017,2017-01-01,Menn,Alle aldre,Hudkreft,"per 100 000, standardisert",84.9,2,12
Notodden,2008-2017,2017-01-01,Menn,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",31.5,2,12
Notodden,2008-2017,2017-01-01,Menn,Alle aldre,Brystkreft,"per 100 000, standardisert",,2,12
Notodden,2008-2017,2017-01-01,Menn,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,2,12
Notodden,2008-2017,2017-01-01,Menn,Alle aldre,Prostatakreft,"per 100 000, standardisert",241.9,2,12
Notodden,2008-2017,2017-01-01,Kvinner,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",618.4,3,12
Notodden,2008-2017,2017-01-01,Kvinner,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",87.0,3,12
Notodden,2008-2017,2017-01-01,Kvinner,Alle aldre,Lungekreft,"per 100 000, standardisert",56.0,3,12
Notodden,2008-2017,2017-01-01,Kvinner,Alle aldre,Hudkreft,"per 100 000, standardisert",87.9,3,12
Notodden,2008-2017,2017-01-01,Kvinner,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",42.5,3,12
Notodden,2008-2017,2017-01-01,Kvinner,Alle aldre,Brystkreft,"per 100 000, standardisert",121.6,3,12
Notodden,2008-2017,2017-01-01,Kvinner,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,3,12
Notodden,2008-2017,2017-01-01,Kvinner,Alle aldre,Prostatakreft,"per 100 000, standardisert",,3,12
Notodden,2009-2018,2018-01-01,Kjønn samlet,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",672.5,1,12
Notodden,2009-2018,2018-01-01,Kjønn samlet,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",79.8,1,12
Notodden,2009-2018,2018-01-01,Kjønn samlet,Alle aldre,Lungekreft,"per 100 000, standardisert",64.3,1,12
Notodden,2009-2018,2018-01-01,Kjønn samlet,Alle aldre,Hudkreft,"per 100 000, standardisert",83.8,1,12
Notodden,2009-2018,2018-01-01,Kjønn samlet,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",38.3,1,12
Notodden,2009-2018,2018-01-01,Kjønn samlet,Alle aldre,Brystkreft,"per 100 000, standardisert",,1,12
Notodden,2009-2018,2018-01-01,Kjønn samlet,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,1,12
Notodden,2009-2018,2018-01-01,Kjønn samlet,Alle aldre,Prostatakreft,"per 100 000, standardisert",,1,12
Notodden,2009-2018,2018-01-01,Menn,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",731.4,2,12
Notodden,2009-2018,2018-01-01,Menn,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",79.9,2,12
Notodden,2009-2018,2018-01-01,Menn,Alle aldre,Lungekreft,"per 100 000, standardisert",67.5,2,12
Notodden,2009-2018,2018-01-01,Menn,Alle aldre,Hudkreft,"per 100 000, standardisert",85.5,2,12
Notodden,2009-2018,2018-01-01,Menn,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",32.5,2,12
Notodden,2009-2018,2018-01-01,Menn,Alle aldre,Brystkreft,"per 100 000, standardisert",,2,12
Notodden,2009-2018,2018-01-01,Menn,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,2,12
Notodden,2009-2018,2018-01-01,Menn,Alle aldre,Prostatakreft,"per 100 000, standardisert",227.6,2,12
Notodden,2009-2018,2018-01-01,Kvinner,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",614.3,3,12
Notodden,2009-2018,2018-01-01,Kvinner,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",79.5,3,12
Notodden,2009-2018,2018-01-01,Kvinner,Alle aldre,Lungekreft,"per 100 000, standardisert",61.1,3,12
Notodden,2009-2018,2018-01-01,Kvinner,Alle aldre,Hudkreft,"per 100 000, standardisert",81.9,3,12
Notodden,2009-2018,2018-01-01,Kvinner,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",43.9,3,12
Notodden,2009-2018,2018-01-01,Kvinner,Alle aldre,Brystkreft,"per 100 000, standardisert",124.2,3,12
Notodden,2009-2018,2018-01-01,Kvinner,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,3,12
Notodden,2009-2018,2018-01-01,Kvinner,Alle aldre,Prostatakreft,"per 100 000, standardisert",,3,12
Notodden,2010-2019,2019-01-01,Kjønn samlet,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",672.9,1,12
Notodden,2010-2019,2019-01-01,Kjønn samlet,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",83.3,1,12
Notodden,2010-2019,2019-01-01,Kjønn samlet,Alle aldre,Lungekreft,"per 100 000, standardisert",62.9,1,12
Notodden,2010-2019,2019-01-01,Kjønn samlet,Alle aldre,Hudkreft,"per 100 000, standardisert",85.5,1,12
Notodden,2010-2019,2019-01-01,Kjønn samlet,Alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",38.7,1,12
Notodden,2010-2019,2019-01-01,Kjønn samlet,Alle aldre,Brystkreft,"per 100 000, standardisert",,1,12
Notodden,2010-2019,2019-01-01,Kjønn samlet,Alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",,1,12
Notodden,2010-2019,2019-01-01,Kjønn samlet,Alle aldre,Prostatakreft,"per 100 000, standardisert",,1,12
Notodden,2010-2019,2019-01-01,Menn,Alle aldre,Totalt alle krefttyper,"per 100 000, standardisert",720.7,2,12
Notodden,2010-2019,2019-01-01,Menn,Alle aldre,Tykk- og endetarmskreft,"per 100 000, standardisert",81.5,2,12
Notodden,2010-2019,2019-01-01,Menn,Alle aldre,Lungekreft,"per 100 000, standardisert",69.2,2,12
Notodden,2010-2019,2019-01-01,Menn,Alle aldre,Hudkreft,"per 100 000, standardisert",87.3,2,12
