ssbid;Kommune;Sentrum_KPA_Byform_centroid;Sentrum_KPA_Byform_manuell;Gangby_Dagens_centroid;Gangby_framtid_centroid;Sykkelby_Dagens_centroid;Sykkelby_Framtid_centroid;InnMotSentrum_KunPors_centroid;Bybaand_manuell;ATPG_sentrumsomraade_centroid;Shape_Length;Shape_Area;Bybaand_centroid;X;Y;Sykkelby_Framtid_manuell;X_decimaldegrees;Y_decimaldegrees
21715006565000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171625;6565125;0;9,263501460000001;59,098335540000001
21715006565250;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171625;6565375;0;9,263127160000000;59,100569409999999
21715006565500;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171625;6565625;0;9,262752810000000;59,102803289999997
21715006565750;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171625;6565875;0;9,262378390000000;59,105037160000002
21715006566000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171625;6566125;0;9,262003920000000;59,107271030000000
21715006566250;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171625;6566375;0;9,261629390000000;59,109504899999997
21715006567000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171625;6567125;0;9,260505459999999;59,116206490000003
21715006567250;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171625;6567375;0;9,260130699999999;59,118440350000000
21715006567500;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171625;6567625;0;9,259755889999999;59,120674209999997
21715006567750;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171625;6567875;0;9,259381010000000;59,122908060000000
21715006568000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171625;6568125;0;9,259006080000001;59,125141919999997
21715006568250;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171625;6568375;0;9,258631090000000;59,127375770000000
21715006568500;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171625;6568625;0;9,258256050000000;59,129609610000003
21715006568750;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171625;6568875;0;9,257880940000000;59,131843459999999
21715006569000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171625;6569125;0;9,257505780000001;59,134077300000001
21715006569250;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171625;6569375;0;9,257130560000000;59,136311149999997
21715006569500;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171625;6569625;0;9,256755289999999;59,138544990000000
21715006569750;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171625;6569875;0;9,256379949999999;59,140778820000001
21715006570000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171625;6570125;0;9,256004559999999;59,143012659999997
21715006570250;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171625;6570375;0;9,255629109999999;59,145246489999998
21715006570500;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171625;6570625;0;9,255253600000000;59,147480320000000
21715006570750;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171625;6570875;0;9,254878039999999;59,149714150000001
21715006571000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171625;6571125;0;9,254502410000001;59,151947970000002
21715006571750;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171625;6571875;0;9,253375200000001;59,158649439999998
21715006572000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171625;6572125;0;9,252999350000000;59,160883249999998
21715006572250;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171625;6572375;0;9,252623440000001;59,163117069999998
21715006572500;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171625;6572625;0;9,252247470000000;59,165350879999998
21715006572750;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171625;6572875;0;9,251871440000000;59,167584689999998
21715006573000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171625;6573125;0;9,251495350000001;59,169818499999998
21717506565000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171875;6565125;0;9,267843510000001;59,098528020000003
21717506565250;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171875;6565375;0;9,267469490000000;59,100761910000003
21717506565500;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171875;6565625;0;9,267095410000000;59,102995800000002
21717506565750;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171875;6565875;0;9,266721280000001;59,105229690000002
21717506566000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171875;6566125;0;9,266347090000000;59,107463580000001
21717506566250;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171875;6566375;0;9,265972840000000;59,109697470000000
21717506566500;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171875;6566625;0;9,265598530000000;59,111931349999999
21717506566750;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171875;6566875;0;9,265224170000000;59,114165229999998
21717506567000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171875;6567125;0;9,264849750000000;59,116399110000003
21717506567250;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171875;6567375;0;9,264475270000000;59,118632990000002
21717506567500;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171875;6567625;0;9,264100729999999;59,120866860000000
21717506567750;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171875;6567875;0;9,263726139999999;59,123100729999997
21717506568000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171875;6568125;0;9,263351490000000;59,125334600000002
21717506568250;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171875;6568375;0;9,262976780000001;59,127568470000000
21717506568500;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171875;6568625;0;9,262602010000000;59,129802329999997
21717506568750;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171875;6568875;0;9,262227190000001;59,132036200000002
21717506569000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171875;6569125;0;9,261852310000000;59,134270059999999
21717506569250;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171875;6569375;0;9,261477370000000;59,136503920000003
21717506569500;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171875;6569625;0;9,261102370000000;59,138737769999999
21717506569750;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171875;6569875;0;9,260727320000001;59,140971630000003
21717506570000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171875;6570125;0;9,260352210000001;59,143205479999999
21717506570250;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171875;6570375;0;9,259977040000001;59,145439330000002
21717506570500;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171875;6570625;0;9,259601809999999;59,147673169999997
21717506570750;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171875;6570875;0;9,259226529999999;59,149907020000001
21717506571000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171875;6571125;0;9,258851180000001;59,152140860000003
21717506572000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171875;6572125;0;9,257349240000000;59,161076209999997
21717506572250;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171875;6572375;0;9,256973609999999;59,163310039999999
21717506572500;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171875;6572625;0;9,256597920000001;59,165543870000000
21717506572750;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171875;6572875;0;9,256222169999999;59,167777700000002
21717506573000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171875;6573125;0;9,255846370000000;59,170011520000003
21717506573250;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171875;6573375;0;9,255470510000000;59,172245349999997
21717506573500;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171875;6573625;0;9,255094590000001;59,174479169999998
21717506573750;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;171875;6573875;0;9,254718609999999;59,176712989999999
21720006564500;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172125;6564625;0;9,272932920000001;59,094252529999999
21720006564750;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172125;6564875;0;9,272559299999999;59,096486440000000
21720006565000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172125;6565125;0;9,272185620000000;59,098720350000001
21720006565250;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172125;6565375;0;9,271811880000000;59,100954270000003
21720006565500;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172125;6565625;0;9,271438079999999;59,103188170000003
21720006565750;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172125;6565875;0;9,271064230000000;59,105422079999997
21720006566000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172125;6566125;0;9,270690310000001;59,107655989999998
21720006566250;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172125;6566375;0;9,270316340000001;59,109889889999998
21720006566500;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172125;6566625;0;9,269942320000000;59,112123789999998
21720006566750;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172125;6566875;0;9,269568230000001;59,114357689999999
21720006567000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172125;6567125;0;9,269194089999999;59,116591579999998
21720006567250;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172125;6567375;0;9,268819890000000;59,118825469999997
21720006567500;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172125;6567625;0;9,268445639999999;59,121059369999998
21720006567750;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172125;6567875;0;9,268071320000001;59,123293250000003
21720006568000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172125;6568125;0;9,267696949999999;59,125527140000003
21720006568250;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172125;6568375;0;9,267322520000000;59,127761030000002
21720006568500;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172125;6568625;0;9,266948040000001;59,129994910000001
21720006568750;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172125;6568875;0;9,266573490000001;59,132228789999999
21720006569000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172125;6569125;0;9,266198890000000;59,134462669999998
21720006569250;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172125;6569375;0;9,265824230000000;59,136696540000003
21720006569500;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172125;6569625;0;9,265449520000001;59,138930410000000
21720006569750;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172125;6569875;0;9,265074739999999;59,141164289999999
21720006570000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172125;6570125;0;9,264699909999999;59,143398150000003
21720006570250;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172125;6570375;0;9,264325019999999;59,145632020000001
21720006570500;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172125;6570625;0;9,263950080000001;59,147865879999998
21720006570750;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172125;6570875;0;9,263575070000000;59,150099750000003
21720006571000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172125;6571125;0;9,263200010000000;59,152333609999999
21720006572500;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172125;6572625;0;9,260948429999999;59,165736719999998
21720006572750;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172125;6572875;0;9,260572959999999;59,167970560000001
21720006573000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172125;6573125;0;9,260197440000001;59,170204400000003
21720006573250;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172125;6573375;0;9,259821860000001;59,172438239999998
21720006573500;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172125;6573625;0;9,259446219999999;59,174672080000001
21720006573750;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172125;6573875;0;9,259070530000001;59,176905920000003
21722506564250;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172375;6564375;0;9,277647820000000;59,092210750000000
21722506564500;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172375;6564625;0;9,277274530000000;59,094444680000002
21722506564750;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172375;6564875;0;9,276901179999999;59,096678619999999
21722506565000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172375;6565125;0;9,276527780000000;59,098912550000001
21722506565250;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172375;6565375;0;9,276154320000000;59,101146470000003
21722506565500;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172375;6565625;0;9,275780800000000;59,103380399999999
21722506565750;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172375;6565875;0;9,275407230000001;59,105614320000001
21722506566000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172375;6566125;0;9,275033600000000;59,107848250000004
21722506566250;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172375;6566375;0;9,274659910000000;59,110082159999997
21722506566500;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172375;6566625;0;9,274286160000001;59,112316079999999
21722506566750;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172375;6566875;0;9,273912350000000;59,114550000000001
21722506567000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172375;6567125;0;9,273538490000000;59,116783910000002
21722506567250;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172375;6567375;0;9,273164570000000;59,119017820000003
21722506567500;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172375;6567625;0;9,272790600000000;59,121251729999997
21722506567750;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172375;6567875;0;9,272416560000000;59,123485629999998
21722506568000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172375;6568125;0;9,272042470000001;59,125719539999999
21722506568250;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172375;6568375;0;9,271668320000000;59,127953439999999
21722506568500;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172375;6568625;0;9,271294120000000;59,130187339999999
21722506568750;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172375;6568875;0;9,270919850000000;59,132421229999999
21722506569000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172375;6569125;0;9,270545530000000;59,134655129999999
21722506569250;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172375;6569375;0;9,270171149999999;59,136889019999998
21722506569500;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172375;6569625;0;9,269796720000000;59,139122909999998
21722506569750;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172375;6569875;0;9,269422230000000;59,141356799999997
21722506570000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172375;6570125;0;9,269047670000001;59,143590680000003
21722506570250;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172375;6570375;0;9,268673070000000;59,145824570000002
21722506570500;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172375;6570625;0;9,268298400000001;59,148058450000001
21722506570750;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172375;6570875;0;9,267923680000001;59,150292329999999
21722506572750;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172375;6572875;0;9,264923810000001;59,168163280000002
21722506573000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172375;6573125;0;9,264548570000001;59,170397139999999
21722506573250;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172375;6573375;0;9,264173270000001;59,172630990000002
21722506573500;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172375;6573625;0;9,263797909999999;59,174864849999999
21722506573750;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172375;6573875;0;9,263422500000001;59,177098700000002
21722506574000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172375;6574125;0;9,263047029999999;59,179332549999998
21725006564000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172625;6564125;0;9,282362150000001;59,090168790000000
21725006564250;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172625;6564375;0;9,281989200000000;59,092402739999997
21725006564500;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172625;6564625;0;9,281616189999999;59,094636700000002
21725006564750;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172625;6564875;0;9,281243119999999;59,096870650000000
21725006565000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172625;6565125;0;9,280870000000000;59,099104590000003
21725006565250;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172625;6565375;0;9,280496820000000;59,101338540000000
21725006565500;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172625;6565625;0;9,280123580000000;59,103572479999997
21725006565750;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172625;6565875;0;9,279750290000001;59,105806420000000
21725006566000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172625;6566125;0;9,279376930000000;59,108040359999997
21725006566250;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172625;6566375;0;9,279003520000000;59,110274300000000
21725006566500;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172625;6566625;0;9,278630059999999;59,112508230000003
21725006566750;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172625;6566875;0;9,278256530000000;59,114742159999999
21725006567000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172625;6567125;0;9,277882950000000;59,116976090000001
21725006567250;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172625;6567375;0;9,277509309999999;59,119210019999997
21725006567500;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172625;6567625;0;9,277135619999999;59,121443939999999
21725006567750;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172625;6567875;0;9,276761860000001;59,123677870000002
21725006568000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172625;6568125;0;9,276388050000000;59,125911790000004
21725006568250;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172625;6568375;0;9,276014180000001;59,128145709999998
21725006568500;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172625;6568625;0;9,275640259999999;59,130379619999999
21725006568750;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172625;6568875;0;9,275266269999999;59,132613530000000
21725006569000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172625;6569125;0;9,274892230000001;59,134847450000002
21725006569250;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172625;6569375;0;9,274518130000001;59,137081360000003
21725006569500;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172625;6569625;0;9,274143980000000;59,139315259999996
21725006569750;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172625;6569875;0;9,273769760000000;59,141549169999998
21725006570000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172625;6570125;0;9,273395490000000;59,143783069999998
21725006570250;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172625;6570375;0;9,273021170000000;59,146016969999998
21725006570500;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172625;6570625;0;9,272646780000001;59,148250869999998
21725006570750;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172625;6570875;0;9,272272340000001;59,150484759999998
21725006573000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172625;6573125;0;9,268899760000000;59,170589730000003
21725006573250;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172625;6573375;0;9,268524740000000;59,172823600000001
21725006573500;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172625;6573625;0;9,268149660000001;59,175057469999999
21725006573750;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172625;6573875;0;9,267774530000001;59,177291339999996
21725006574000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172625;6574125;0;9,267399340000001;59,179525210000001
21725006574250;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172625;6574375;0;9,267024090000000;59,181759069999998
21727506564000;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172875;6564125;0;9,286703310000000;59,090360629999999
21727506564250;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172875;6564375;0;9,286330639999999;59,092594599999998
21727506564500;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172875;6564625;0;9,285957910000000;59,094828560000003
21727506564750;Skien;0;0;0;0;0;0;0;0;0;1000;62500;0;172875;6564875;0;9,285585120000000;59,097062530000002
