Fylke,Antall,Prosent av arbeidsstyrken,Endring fra i fjor (antall),Endring fra i fjor (prosent),År,Måned
Akershus,6605.0,2.2788414477725,276.0,4.36087849581292,2010,november
Oslo,12164.0,3.63877423863308,917.0,8.15328532052992,2010,november
Hedmark,2506.0,2.59970763144382,-51.0,-1.99452483378959,2010,november
Oppland,1946.0,2.0177333461696803,-118.0,-5.71705426356589,2010,november
Buskerud,3465.0,2.4960203962252603,414.0,13.5693215339233,2010,november
Vestfold,3580.0,2.96936450241521,125.0,3.61794500723589,2010,november
Telemark,2679.0,3.0933369568136597,253.0,10.42868920032976,2010,november
Aust-Agder,1748.0,3.14959018210036,177.0,11.26670910248249,2010,november
Vest-Agder,2489.0,2.82356427173624,32.0,1.3024013024013,2010,november
Rogaland,5174.0,2.2196305178329703,311.0,6.3952292823359995,2010,november
Hordaland,6133.0,2.3954072828435002,613.0,11.10507246376811,2010,november
Sogn og Fjordane,1040.0,1.85800112094636,98.0,10.40339702760085,2010,november
Møre og Romsdal,2875.0,2.16250655314703,47.0,1.66195190947666,2010,november
Sør-Trøndelag,4369.0,2.8076996184780203,286.0,7.004653441097231,2010,november
Nord-Trøndelag,1588.0,2.37714230969014,-140.0,-8.101851851851851,2010,november
Nordland,3210.0,2.66883993933435,333.0,11.57455683003128,2010,november
Troms,1827.0,2.197487253311,-79.0,-4.14480587618048,2010,november
Finnmark,1112.0,2.92933894435212,-4.0,-0.3584229390681,2010,november
Ikke i et fylkesdistrikt,27.0,,14.0,107.6923076923077,2010,november
Riket,69366.0,2.6803548710558402,4081.0,6.2510530749789295,2010,november
