Geografi,År,Kjønn,Alder,Plagegrad,Sosioøkonomiske ressurser (SØR),Måltall,value
Hjartdal,2024,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Hjartdal,2024,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Tinn,2018,kjønn samlet,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",20.4509882720747
Tinn,2018,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",12.1409884434977
Tinn,2018,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",28.8620993550655
Tinn,2019,kjønn samlet,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Tinn,2019,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Tinn,2019,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Tinn,2020,kjønn samlet,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Tinn,2020,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Tinn,2020,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Tinn,2021,kjønn samlet,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",16.1018566189147
Tinn,2021,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",:
Tinn,2021,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",:
Tinn,2022,kjønn samlet,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Tinn,2022,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Tinn,2022,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Tinn,2023,kjønn samlet,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Tinn,2023,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Tinn,2023,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Tinn,2024,kjønn samlet,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",10.6488323956414
Tinn,2024,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",5.78714812944195
Tinn,2024,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",15.4694773426593
Kviteseid,2018,kjønn samlet,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Kviteseid,2018,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Kviteseid,2018,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Kviteseid,2019,kjønn samlet,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Kviteseid,2019,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Kviteseid,2019,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Kviteseid,2020,kjønn samlet,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Kviteseid,2020,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Kviteseid,2020,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Kviteseid,2021,kjønn samlet,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Kviteseid,2021,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Kviteseid,2021,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Kviteseid,2022,kjønn samlet,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Kviteseid,2022,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Kviteseid,2022,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Kviteseid,2023,kjønn samlet,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Kviteseid,2023,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Kviteseid,2023,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Kviteseid,2024,kjønn samlet,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Kviteseid,2024,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Kviteseid,2024,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Nissedal,2018,kjønn samlet,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Nissedal,2018,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Nissedal,2018,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Nissedal,2019,kjønn samlet,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Nissedal,2019,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Nissedal,2019,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Nissedal,2020,kjønn samlet,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Nissedal,2020,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Nissedal,2020,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Nissedal,2021,kjønn samlet,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Nissedal,2021,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Nissedal,2021,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Nissedal,2022,kjønn samlet,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Nissedal,2022,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Nissedal,2022,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Nissedal,2023,kjønn samlet,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Nissedal,2023,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Nissedal,2023,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Nissedal,2024,kjønn samlet,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Nissedal,2024,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Nissedal,2024,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Fyresdal,2018,kjønn samlet,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Fyresdal,2018,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Fyresdal,2018,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Fyresdal,2019,kjønn samlet,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Fyresdal,2019,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Fyresdal,2019,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Fyresdal,2020,kjønn samlet,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Fyresdal,2020,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Fyresdal,2020,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Fyresdal,2021,kjønn samlet,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Fyresdal,2021,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Fyresdal,2021,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Fyresdal,2022,kjønn samlet,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Fyresdal,2022,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Fyresdal,2022,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Fyresdal,2023,kjønn samlet,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Fyresdal,2023,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Fyresdal,2023,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Fyresdal,2024,kjønn samlet,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Fyresdal,2024,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Fyresdal,2024,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Tokke,2018,kjønn samlet,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Tokke,2018,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Tokke,2018,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Tokke,2019,kjønn samlet,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Tokke,2019,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Tokke,2019,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Tokke,2020,kjønn samlet,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Tokke,2020,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Tokke,2020,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Tokke,2021,kjønn samlet,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Tokke,2021,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Tokke,2021,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Tokke,2022,kjønn samlet,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Tokke,2022,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Tokke,2022,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Tokke,2023,kjønn samlet,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Tokke,2023,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Tokke,2023,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Tokke,2024,kjønn samlet,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",10.7625118016029
Tokke,2024,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",:
Tokke,2024,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",:
Vinje,2018,kjønn samlet,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",12.2426307396848
Vinje,2018,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",:
Vinje,2018,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",:
Vinje,2019,kjønn samlet,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Vinje,2019,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Vinje,2019,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Vinje,2020,kjønn samlet,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Vinje,2020,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Vinje,2020,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Vinje,2021,kjønn samlet,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",10.2910451662474
Vinje,2021,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",7.9087731708006
Vinje,2021,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",12.8009072743515
Vinje,2022,kjønn samlet,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Vinje,2022,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Vinje,2022,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Vinje,2023,kjønn samlet,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Vinje,2023,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Vinje,2023,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",.
Vinje,2024,kjønn samlet,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",9.3181402445341
Vinje,2024,gutter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",:
Vinje,2024,jenter,8-10.trinn,plaget,Total SØR,"andel (prosent, standardisert)",:
