Geografi,År,Kjønn,Alder,Svarkategori,sosial status,Måltall,value
Hjartdal,2021,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Hjartdal,2021,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Hjartdal,2021,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Hjartdal,2022,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Hjartdal,2022,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Hjartdal,2022,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Hjartdal,2023,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Hjartdal,2023,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Hjartdal,2023,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Hjartdal,2024,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Hjartdal,2024,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Hjartdal,2024,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Tinn,2018,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",15.8418326580366
Tinn,2018,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",11.036078685116
Tinn,2018,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",20.6304035937346
Tinn,2019,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Tinn,2019,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Tinn,2019,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Tinn,2020,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Tinn,2020,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Tinn,2020,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Tinn,2021,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",12.8231124547679
Tinn,2021,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",6.14725611264822
Tinn,2021,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",19.4147251074464
Tinn,2022,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Tinn,2022,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Tinn,2022,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Tinn,2023,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Tinn,2023,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Tinn,2023,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Tinn,2024,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",20.1377720289861
Tinn,2024,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",14.4889569992693
Tinn,2024,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",26.0021645270668
Kviteseid,2018,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Kviteseid,2018,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Kviteseid,2018,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Kviteseid,2019,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Kviteseid,2019,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Kviteseid,2019,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Kviteseid,2020,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Kviteseid,2020,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Kviteseid,2020,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Kviteseid,2021,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Kviteseid,2021,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Kviteseid,2021,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Kviteseid,2022,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Kviteseid,2022,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Kviteseid,2022,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Kviteseid,2023,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Kviteseid,2023,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Kviteseid,2023,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Kviteseid,2024,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Kviteseid,2024,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Kviteseid,2024,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Nissedal,2018,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Nissedal,2018,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Nissedal,2018,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Nissedal,2019,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Nissedal,2019,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Nissedal,2019,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Nissedal,2020,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Nissedal,2020,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Nissedal,2020,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Nissedal,2021,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Nissedal,2021,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Nissedal,2021,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Nissedal,2022,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Nissedal,2022,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Nissedal,2022,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Nissedal,2023,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Nissedal,2023,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Nissedal,2023,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Nissedal,2024,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Nissedal,2024,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Nissedal,2024,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Fyresdal,2018,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Fyresdal,2018,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Fyresdal,2018,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Fyresdal,2019,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Fyresdal,2019,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Fyresdal,2019,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Fyresdal,2020,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Fyresdal,2020,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Fyresdal,2020,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Fyresdal,2021,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Fyresdal,2021,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Fyresdal,2021,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Fyresdal,2022,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Fyresdal,2022,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Fyresdal,2022,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Fyresdal,2023,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Fyresdal,2023,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Fyresdal,2023,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Fyresdal,2024,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Fyresdal,2024,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Fyresdal,2024,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Tokke,2018,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Tokke,2018,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Tokke,2018,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Tokke,2019,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Tokke,2019,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Tokke,2019,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Tokke,2020,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Tokke,2020,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Tokke,2020,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Tokke,2021,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Tokke,2021,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Tokke,2021,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Tokke,2022,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Tokke,2022,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Tokke,2022,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Tokke,2023,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Tokke,2023,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Tokke,2023,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Tokke,2024,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",13.3456003695554
Tokke,2024,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",:
Tokke,2024,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",:
Vinje,2018,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",14.8361654892087
Vinje,2018,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",8.67408389426397
Vinje,2018,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",21.119735804969
Vinje,2019,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Vinje,2019,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Vinje,2019,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Vinje,2020,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Vinje,2020,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Vinje,2020,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Vinje,2021,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",8.4762647206395
Vinje,2021,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",:
Vinje,2021,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",:
Vinje,2022,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Vinje,2022,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Vinje,2022,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Vinje,2023,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Vinje,2023,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Vinje,2023,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",..
Vinje,2024,kjønn samlet,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",14.2602286680627
Vinje,2024,gutter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",10.8662585537153
Vinje,2024,jenter,8-10.trinn,minst ukentlig,samlet,"andel (prosent, standardisert)",17.8698005291769
