Navn;X_decimaldegrees;Y_decimaldegrees
Skien;9,608138589999999;59,205905330000000
Porsgrunn;9,650193410000000;59,139590470000002
Siljan;9,725180990000000;59,278697620000003
Bamble;9,696162390000000;59,055455389999999
