Dato,Furulund NO2 µg/m³,Furulund PM10 µg/m³,Haukenes NO2 µg/m³,Knarrdalstranda NO2 µg/m³,Knarrdalstranda PM10 µg/m³,Lensmannsdalen NO2 µg/m³,Lensmannsdalen PM10 µg/m³,Sverresgate NO2 µg/m³,Sverresgate PM10 µg/m³,Datadekning (%),Datadekning (%).1,Datadekning (%).2,Datadekning (%).3,Datadekning (%).4,Datadekning (%).5,Datadekning (%).6,Datadekning (%).7,Datadekning (%).8
2019-06-04,3.87551583,12.14891192,2.43676164,,30.08958333,12.82076584,22.98083333,13.99319841,21.63791667,1.0,0.96,0.96,0.92,1.0,0.96,1.0,1.0,
2019-06-05,14.95537287,16.15923391,2.84838627,,19.52958333,15.80026331,,12.14886069,,,1.0,1.0,1.0,,1.0,1.0,1.0,
2019-06-06,8.78065259,,3.20002479,10.02676661,,14.43775488,,11.24331969,22.89833333,,1.0,1.0,1.0,1.0,1.0,,,1.0
2019-06-07,8.87253859,12.676736,10.81957031,18.17834796,18.14083333,21.82213317,24.27333333,16.1507339,19.91916667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-06-08,3.66566603,9.27405845,3.38349348,6.61611543,9.46458333,9.1870949,11.80208333,8.83111644,10.22083333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-06-09,4.4727279,6.40658543,1.30953019,12.27014937,13.15875,6.70687017,9.63416667,8.57371325,10.98166667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-06-10,5.42247299,6.62178773,1.51578729,7.15956757,11.64166667,6.75363715,9.625,8.9531644,12.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-06-11,7.33847892,10.15445694,1.77313479,5.98898374,11.06416667,13.50382237,11.98541667,8.6517312,11.0275,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-06-12,2.88570263,4.12098183,0.78935992,3.09390472,3.94166667,12.10883223,6.23333333,4.74713781,4.67958333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-06-13,8.04435039,5.40323275,3.71871525,8.73720172,9.13916667,15.62943026,9.57916667,,10.46375,1.0,0.96,0.92,,1.0,0.96,1.0,1.0,0.96
2019-06-14,11.66346714,10.34358507,3.33382191,9.95284896,12.31541667,17.78410466,13.10833333,,12.87916667,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
2019-06-15,13.75982546,15.61130544,3.05297559,6.95698126,11.0825,9.85737525,12.32916667,10.36965221,12.41166667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-06-16,11.24130791,10.64552488,4.90450293,12.95121151,16.60083333,11.03590791,12.76,11.82853413,13.62166667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-06-17,4.82229934,8.460389,1.1491174,13.55818203,26.8675,12.29119851,17.26083333,13.57299853,17.81083333,1.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0
2019-06-18,4.12365297,10.25925637,2.24721164,17.9865691,25.8225,19.511417,19.93291667,13.6876971,18.15,1.0,0.96,0.92,0.96,1.0,1.0,1.0,1.0,0.92
2019-06-19,15.85591007,14.27927407,4.26045649,11.21200413,14.32291667,17.19673496,16.88041667,15.31073065,15.59708333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-06-20,15.37733004,10.17377512,1.28330204,10.82313445,11.84333333,15.49521335,12.15041667,15.15474759,11.76541667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-06-21,5.09699816,3.65342708,0.77431869,4.65450628,8.69,12.55423138,12.66833333,18.87912961,14.37791667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-06-22,11.7479034,3.6055544,0.48431804,0.63668348,5.83916667,7.39340389,10.10166667,7.45091666,8.41958333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-06-23,11.79703942,7.49216956,2.68598073,7.33469687,11.0275,8.68735541,12.47583333,9.66074915,12.0175,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-06-24,15.97024663,9.39910023,4.08737244,10.11258192,14.85916667,15.02208977,19.23166667,12.10733726,13.53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-06-25,20.51689285,9.22571297,3.58140747,7.7340079,11.43083333,13.88626634,12.84708333,12.72026333,12.88833333,1.0,0.92,0.92,0.92,1.0,0.96,1.0,1.0,0.92
2019-06-26,14.17396331,12.31274468,4.5454653,12.26603492,15.92708333,13.19254157,13.19541667,13.89599527,14.13041667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-06-27,14.0854016,10.13146759,2.68421222,8.12490966,12.93875,8.85298019,11.15583333,8.31504212,9.61125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-06-28,10.65369633,14.36946019,4.84101442,13.50705578,23.2925,10.57902424,17.49458333,11.62837154,18.15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-06-29,14.30549707,17.78501377,5.281084,13.66241507,18.38833333,10.75541285,16.90791667,10.17135341,15.4825,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-06-30,7.0036587,11.22809688,3.48363392,9.48835073,14.48791667,10.11067056,15.83541667,8.22153052,13.42458333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-07-01,5.43548942,4.09446701,0.62283844,2.38791434,6.68608696,6.6830022,9.62041667,13.99779846,12.64083333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0
2019-07-02,24.29977872,16.58284143,0.15311053,0.71733745,4.86291667,6.42143035,12.67291667,2.12168822,6.54041667,1.0,0.96,0.92,0.92,1.0,0.96,0.96,1.0,0.96
2019-07-03,28.4508997,9.94485197,0.15238122,0.2206255,4.345,6.27226324,11.10083333,1.64155501,5.30291667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-07-04,13.41766705,9.4525287,0.30945749,1.10301927,5.94,6.6037483,13.7775,9.82214825,11.05958333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-07-05,11.45557003,11.99901609,1.65267586,7.82476441,17.69625,8.24960864,15.015,8.49597121,14.73083333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-07-06,8.46863801,11.18152188,1.73583964,2.70936096,9.94583333,7.54726401,11.31625,5.23467088,10.85791667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-07-07,9.2698955,9.46763229,1.05937249,2.15339647,6.41666667,5.01826289,7.7,5.9535836,7.93375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-07-08,11.82536729,9.50303102,2.25940482,4.30232996,8.14458333,9.20335996,12.89291667,8.09192219,8.78625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-07-09,6.82095146,6.78173866,1.76917441,6.93176364,9.70291667,8.47820699,11.21083333,8.50476969,9.23541667,1.0,0.96,0.96,0.92,1.0,0.96,1.0,1.0,0.92
2019-07-10,14.42097995,12.03341215,1.97061789,8.80379776,12.61791667,9.41430915,14.69416667,10.12271591,10.55541667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-07-11,10.75195991,9.11222778,3.64273201,11.22667819,16.76583333,10.20691595,13.71333333,11.26549775,13.56208333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-07-12,11.80731989,12.45869144,4.65257246,14.49966447,18.70916667,12.18530663,13.98833333,12.86893888,12.75541667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-07-13,9.08635067,12.59545625,5.06376244,10.46974033,18.94291667,11.27405578,18.70458333,9.94530334,16.93083333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-07-14,3.82368747,12.09828565,4.13175997,9.04945336,17.76958333,8.10238344,17.765,7.67294757,16.48166667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-07-15,6.18979143,10.03448646,2.08699223,7.08008808,14.74,11.05036539,15.32666667,7.14144108,11.61875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-07-16,7.21470146,6.02301944,2.51221425,5.9785236,10.7525,9.41370903,11.67833333,7.39206718,8.86875,1.0,0.92,0.92,0.92,1.0,0.96,1.0,1.0,0.92
2019-07-17,7.43333423,8.35039664,2.74252651,10.07079705,21.85791667,8.37995659,13.8325,8.43586353,12.90208333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-07-18,4.81202211,7.48243833,3.06400176,7.9629383,14.0525,11.0291114,12.64541667,10.20879919,11.05041667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-07-19,7.78496976,10.59398831,2.81213241,9.17427479,14.87291667,10.75605555,13.39708333,10.05534064,13.37875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-07-20,6.72450454,7.74119954,2.48499607,5.41542134,12.31541667,7.38440079,11.63708333,6.63548123,11.40333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-07-21,5.14960361,5.29423125,1.10645749,5.84035253,8.25458333,6.92561452,7.81458333,8.10363289,7.80083333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-07-22,7.76540791,5.06493113,0.41062944,12.31058967,18.12708333,11.0770922,10.52791667,11.37145482,11.12833333,1.0,0.92,0.92,0.92,1.0,0.96,1.0,1.0,0.92
2019-07-23,10.12023428,10.80132882,2.46883144,8.28359122,17.67333333,11.69060889,14.91875,9.2702637,14.86833333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-07-24,5.95676534,10.24163519,4.67018314,14.35385128,17.40291667,13.25260955,17.655,9.80922016,14.33666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-07-25,10.58838837,11.50385903,8.99203277,15.24096491,20.63875,14.17869799,18.07208333,13.28608403,15.81708333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-07-26,17.07294568,17.03494884,3.78569177,8.76768389,20.13458333,11.88296565,20.46458333,18.61611565,21.65625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-07-27,10.85873329,15.87290012,2.01072319,3.59941893,13.08083333,7.97710415,16.6375,6.9187098,13.22291667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-07-28,17.63015493,17.97309109,1.11186825,3.27471057,16.49043478,7.43310731,18.73347826,5.35384842,14.97375,0.96,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0
2019-07-29,14.10336115,20.67539803,2.49107331,5.38923897,17.99875,12.04379041,22.34375,11.57336681,19.11708333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92
2019-07-30,7.43222777,12.58530984,0.90498783,3.35893616,8.39208333,10.14085857,13.40086957,5.53413106,8.71291667,0.96,0.96,0.96,0.92,1.0,0.96,1.0,1.0,1.0
2019-07-31,2.53032723,4.86992685,0.88464046,3.64420925,11.70125,9.62680421,11.07791667,5.42506618,6.86125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-08-01,5.38420891,6.76095382,0.90951278,6.71036469,11.29791667,10.42506173,12.54,9.83317948,10.88083333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-08-02,10.67339179,13.4715603,1.85096619,9.68744312,16.01875,10.22614193,14.78125,11.79492891,13.365,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-08-03,9.2461679,12.92784126,3.5255766,8.01943816,16.11958333,5.65796083,14.74,7.65787772,15.12958333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-08-04,2.56231016,12.28036123,1.70822402,3.21269073,12.55833333,4.14981447,13.19541667,4.31716983,12.17791667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-08-05,3.26939249,10.91177002,4.19476527,9.83102684,18.25541667,8.46874402,13.51166667,9.74029212,12.375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92
2019-08-06,8.2810258,8.75914155,4.59304727,7.66819272,10.24833333,13.25249765,11.19708333,14.33082615,10.74791667,1.0,0.96,0.96,0.92,1.0,0.96,1.0,1.0,1.0
2019-08-07,5.06199083,7.86966366,2.19434913,11.90700042,22.05041667,12.02305413,13.74541667,11.36921291,12.44375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-08-08,7.19090348,7.54924294,2.33286942,12.34852344,30.03916667,14.72967816,16.40375,13.41152809,19.01166667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-08-09,8.55941976,13.22915706,3.25411412,7.753811,15.19833333,13.26783316,13.43833333,9.61042098,12.86083333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-08-10,2.93540193,10.23616157,2.38892859,9.91865628,15.41833333,15.49742669,11.35291667,7.1321499,11.43083333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-08-11,3.06029717,8.62756447,1.36220562,8.42604475,13.39708333,12.4419429,10.28041667,7.292257,10.90833333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-08-12,6.08380895,6.2763015,1.04927219,10.51243201,16.28956522,20.47340284,12.81958333,11.33329925,10.89916667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0
2019-08-13,7.80237964,3.13339641,0.83836255,2.33960551,6.34791667,11.10236662,11.34913043,9.65281918,7.52583333,0.96,0.96,0.96,0.96,1.0,0.96,1.0,1.0,0.92
2019-08-14,11.15389562,4.97168854,0.82985015,1.40021111,8.42875,12.1294047,13.95625,11.37227199,10.4775,1.0,1.0,1.0,0.92,1.0,1.0,1.0,1.0,1.0
2019-08-15,7.43644157,9.42852245,2.32882554,5.44480073,13.87375,12.66843866,15.39083333,12.74707174,13.43375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-08-16,4.26717745,6.58964596,3.18010365,7.19186807,11.16958333,13.27817793,11.00458333,9.80709761,9.35916667,1.0,1.0,1.0,1.0,1.0,0.96,0.92,1.0,1.0
2019-08-17,3.15190305,10.45217431,1.76998407,14.80409189,21.2575,9.34327911,13.92875,6.07759385,13.16791667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-08-18,3.29034527,9.86343345,1.03414764,4.72671979,16.50478261,8.78816655,14.44666667,10.74626897,14.67583333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0
2019-08-19,6.84660676,8.21188345,0.88580712,6.68568221,14.25875,13.53789979,,14.27960566,12.85625,,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-08-20,4.16452935,6.52666087,-0.1128768,4.54740456,16.31666667,11.07134571,16.88958333,13.96601602,14.85,1.0,1.0,0.96,0.92,1.0,0.96,0.96,1.0,0.92
2019-08-21,10.50011021,9.46870833,0.01451174,2.34159155,9.27666667,11.12036562,14.74916667,12.29341297,10.74333333,1.0,1.0,1.0,1.0,0.88,0.92,0.92,1.0,1.0
2019-08-22,,8.20158553,1.66984682,11.28204834,15.57416667,17.19196723,15.65666667,12.53328721,13.36958333,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
2019-08-23,3.33354445,5.44947199,1.2515793,3.28099827,11.53086957,14.42301063,14.79958333,13.55276105,13.44291667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0
2019-08-24,9.07170895,9.54444028,3.02038428,7.58448814,14.34583333,7.30692252,14.37652174,8.5865041,14.43291667,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-08-25,6.6134131,7.24529734,5.72065066,11.44501348,13.05652174,12.78679603,13.91041667,12.99004093,11.80666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0
2019-08-26,15.50269314,24.21193831,4.87141275,,,15.36180132,21.505,17.80478015,18.79625,1.0,1.0,1.0,0.96,1.0,0.92,1.0,,
2019-08-27,20.08464481,29.94171875,5.08035146,,,17.9500419,27.31208333,20.65627722,25.63458333,1.0,0.96,0.92,1.0,1.0,1.0,1.0,,
2019-08-28,17.60182778,26.10519549,2.6844072,8.88872323,,18.52743488,22.26125,14.38998001,20.53333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.92
2019-08-29,7.61491085,14.56368068,2.14563405,7.02995204,,17.53153068,13.21375,19.54936853,12.7026087,1.0,1.0,1.0,1.0,0.96,0.96,0.96,,1.0
2019-08-30,4.57548396,,1.14669771,12.01823366,,18.01256698,25.14416667,11.44547744,22.14208333,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0
2019-08-31,4.08977769,,2.99060396,16.51401341,,11.20006538,22.67833333,9.56820315,21.59666667,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0
2019-09-01,4.2122172,,1.86539363,3.09328364,,8.92621323,11.33956522,11.27111445,12.28,0.96,1.0,1.0,1.0,0.92,1.0,,,1.0
2019-09-02,11.42845843,,1.27932049,2.89593593,,12.99467088,14.83086957,9.17800022,8.54333333,0.96,1.0,1.0,1.0,1.0,1.0,,,1.0
2019-09-03,12.62029336,,2.79202069,5.18017272,,15.73559285,12.48958333,13.89296166,11.51173913,1.0,1.0,0.96,1.0,0.96,0.92,,,0.92
2019-09-04,13.38509065,7.65536435,2.17726791,5.50015539,,18.43179725,9.63875,12.81447584,8.47478261,1.0,0.96,1.0,0.96,0.96,1.0,1.0,,1.0
2019-09-05,10.31183706,4.62662465,1.95147657,2.43885183,,14.64996729,12.82875,17.09334052,11.64166667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
2019-09-06,8.37775084,6.50276296,1.99995124,11.83349147,12.50125,16.62091288,14.75375,14.47491417,13.29625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-09-07,14.43501139,10.82620394,0.93920789,1.48582467,4.46583333,9.18875337,7.70916667,7.74971674,6.79608696,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0
2019-09-08,7.53194712,7.54162234,0.72989444,2.12464546,3.70791667,5.99707025,8.80916667,3.23927751,6.6275,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-09-09,5.32779632,5.46820833,1.51357856,5.17315301,6.29041667,13.48717565,13.86,5.73529052,9.12083333,1.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0
2019-09-10,9.8812146,8.4757235,0.92320099,4.19117983,5.99083333,12.04076862,8.60291667,8.92507015,8.07583333,1.0,0.96,0.96,0.96,1.0,1.0,1.0,1.0,0.92
2019-09-11,6.69389882,7.23560961,1.3962325,9.4972303,13.23833333,16.89904786,14.39086957,17.24674674,11.36666667,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-09-12,3.58077955,4.2601419,0.53820959,3.05980565,6.77125,10.21583777,13.17708333,19.44621715,14.89125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-09-13,5.35442153,3.52867581,0.56381464,1.25292447,3.93625,14.7357557,15.02217391,11.9337949,10.11541667,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-09-14,2.36344907,4.97486572,0.52187191,2.72673812,5.8525,8.30620361,11.43541667,15.41618781,15.52375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-09-15,1.56302813,3.33076308,0.25716962,0.72514903,4.40958333,4.01601978,7.3173913,6.8529803,6.98958333,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-09-16,1.63395247,5.3309809,0.27437716,1.02924981,4.57583333,13.98976667,14.53375,10.13220166,12.33833333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-09-17,3.96990073,7.1884375,0.29913761,2.51612704,3.78481848,13.6904992,12.485,5.62349778,8.02521739,1.0,0.92,0.92,1.0,0.96,0.96,1.0,0.96,0.88
2019-09-18,5.39328988,5.31294433,0.49833171,4.12235142,4.08264722,19.06597532,14.5475,,12.54,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
2019-09-19,14.26541052,8.79629201,1.74605759,4.65517915,5.90896244,19.31398814,21.655,,13.03958333,0.92,0.96,1.0,,1.0,1.0,1.0,0.96,0.96
2019-09-20,14.63098727,9.36002065,3.25851986,8.21707597,13.26496863,17.6419731,18.29666667,19.27646282,16.005,1.0,1.0,1.0,1.0,1.0,0.96,0.96,1.0,1.0
2019-09-21,12.57594383,11.13612106,3.33570781,10.10758851,10.0260515,11.7802039,13.51166667,15.03507021,13.31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-09-22,7.4273063,9.84065567,3.33807634,6.93482829,9.08579387,10.96845906,14.70791667,10.34955387,12.815,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-09-23,7.69199959,6.07743102,1.51206536,3.59734266,9.56498092,16.20819227,15.2625,9.43468157,8.54791667,1.0,0.96,1.0,1.0,1.0,1.0,1.0,0.96,0.96
2019-09-24,9.20310983,10.02583634,1.66455304,6.47606898,11.54832743,15.79765154,11.47142857,10.7578423,10.41333333,0.88,0.92,0.96,1.0,1.0,0.96,1.0,1.0,1.0
2019-09-25,2.99134632,5.74532523,1.37702303,4.53625504,8.74543449,16.76747572,13.76833333,6.29477622,9.60666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-09-26,3.21577968,6.57000162,2.21023129,7.30952524,15.95276748,15.27348879,14.465,10.27709255,11.88916667,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0
2019-09-27,3.10508384,6.74715637,2.18893498,6.85165702,4.91128252,13.97077699,7.30125,9.70239033,7.39291667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-09-28,4.44928657,5.97473206,2.1548398,5.8377847,5.87210463,13.42784951,8.0575,9.75870696,7.79625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-09-29,6.09117064,6.26915231,2.8657554,4.11399899,7.0469284,7.88317923,9.60208333,9.7266181,8.80916667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-09-30,20.34157902,10.48808137,0.63889281,3.90762487,7.27090822,13.20330617,12.65458333,8.42721746,8.46521739,1.0,1.0,1.0,1.0,0.96,0.92,1.0,1.0,0.92
2019-10-01,10.85911954,2.81778356,0.14509427,3.45990968,3.52439676,20.25494483,13.40625,20.01756776,12.32916667,1.0,0.96,0.96,0.96,1.0,1.0,1.0,1.0,1.0
2019-10-02,14.20217571,5.65297836,0.4098513,4.1707644,2.95024317,13.3029828,9.40958333,6.69306007,7.95666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-10-03,4.06604928,3.76917639,2.84748015,7.71926956,5.06099352,16.89442058,10.07416667,14.97509167,7.88333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-10-04,3.21632083,4.78628495,1.3789218,4.94334941,5.60222778,17.19772342,12.76458333,9.02813728,8.56625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-10-05,6.55673008,7.21357396,1.52460646,4.09230062,5.25088322,13.45824381,13.475,12.45878257,13.45826087,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0
2019-10-06,8.67642361,11.63416266,2.16312398,4.10086824,5.90848972,10.65724541,11.935,10.91657708,11.16041667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-10-07,13.8270122,13.88403461,3.84682908,9.88002271,16.34663576,19.5325193,19.86416667,23.08469071,19.91,1.0,0.92,0.96,0.96,1.0,0.92,1.0,1.0,0.92
2019-10-08,8.59111412,5.55996979,3.21176375,7.32832443,7.54973125,24.90129035,10.47291667,14.42703243,6.45791667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-10-09,10.29131284,5.6858206,3.02407288,7.69515155,4.39114167,18.18013077,7.25541667,9.28145274,6.26083333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-10-10,9.26388566,8.51637593,5.02534514,9.72870876,14.53964664,17.65345696,17.50833333,17.76520634,15.72541667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-10-11,14.81458071,10.36629375,2.19023929,11.23837256,8.18298368,20.15961759,12.91125,19.07361138,10.36291667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-10-12,4.84491878,5.55736088,1.26489275,5.29302396,7.75777049,13.89940855,14.03416667,17.12514179,15.19375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-10-13,7.10579293,7.12136435,3.36426013,5.26915526,8.38628394,13.25028679,19.45166667,16.70895475,18.2875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-10-14,9.43249169,7.13753588,2.53582767,7.5639396,9.36011169,18.01037131,17.52666667,15.69075788,15.99125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96
2019-10-15,4.90483701,3.83658484,1.51462319,5.97738325,3.01829039,15.64902017,6.88416667,9.43967377,4.69791667,1.0,0.92,0.92,0.96,1.0,0.96,1.0,1.0,1.0
2019-10-16,6.49077416,6.30189502,0.65510516,9.46065347,5.78322025,20.54552423,7.26916667,11.78617339,5.30291667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-10-17,4.62450964,3.10540197,2.57740242,5.67997269,2.09688218,15.77360025,7.93375,8.21834252,4.62458333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-10-18,7.7212332,5.87486366,3.31406159,6.81562553,4.92920856,15.29391974,13.86458333,8.40088555,5.69708333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-10-19,10.15216793,3.9407338,1.35638811,2.88033678,4.01759664,14.24757433,10.06041667,10.25466202,5.59166667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-10-20,12.98294008,10.14483044,1.44192565,1.81976767,3.70920915,7.75942908,11.25208333,5.52447812,9.67083333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-10-21,8.77458507,8.61913423,2.01784239,8.93884961,12.95064271,17.54982643,22.40791667,12.88285333,16.21125,1.0,1.0,0.92,1.0,1.0,1.0,1.0,1.0,1.0
2019-10-22,3.38501207,5.66723738,1.02906721,5.97946499,16.78605081,20.7625935,28.38916667,14.73067122,20.79916667,1.0,0.96,1.0,0.96,1.0,0.92,1.0,1.0,0.92
2019-10-23,3.81248299,7.92949144,1.59046555,10.48422858,14.52404028,21.99245936,32.28041667,16.28364021,22.44458333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92,1.0
2019-10-24,19.2727475,16.35500799,5.91620949,20.90092117,22.33795382,28.01436993,18.91083333,23.93363214,18.20041667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019-10-25,5.58985416,,3.40244612,8.79459022,13.06225845,19.26379371,21.35375,20.60919534,16.85291667,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
2019-10-26,7.50329949,,1.92045881,5.11082168,8.42318681,15.34874945,16.26166667,15.7305785,13.94708333,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
2019-10-27,13.22537868,,1.99672416,5.11225727,8.28236563,11.20074651,17.0775,13.0712555,17.10041667,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
