Dato,Furulund NO2 µg/m³,Furulund PM10 µg/m³,Haukenes NO2 µg/m³,Knarrdalstranda NO2 µg/m³,Knarrdalstranda PM10 µg/m³,Lensmannsdalen NO2 µg/m³,Lensmannsdalen PM10 µg/m³,Sverresgate NO2 µg/m³,Sverresgate PM10 µg/m³,Datadekning (%),Datadekning (%).1,Datadekning (%).2,Datadekning (%).3,Datadekning (%).4,Datadekning (%).5,Datadekning (%).6,Datadekning (%).7,Datadekning (%).8
2017-04-26,25.09461154,11.3066022,2.27902903,8.01119494,31.57,21.34057463,22.48583333,16.26110085,19.93291667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-04-27,18.89349011,15.21656944,1.65448167,12.32201717,20.9275,21.01798107,17.37541667,12.34221528,13.16333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-04-28,2.78499087,2.35379306,1.71810304,6.44335336,5.76583333,16.69268916,6.25625,9.04487791,5.50916667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-04-29,3.5701477,7.77403472,1.34732958,3.14245096,10.21166667,10.63326312,15.56958333,7.41637135,12.58125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-04-30,9.08946821,10.11273484,2.2209613,10.5298085,16.4175,10.01578696,16.47708333,15.37938188,19.68541667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-05-01,11.79695997,12.22772917,2.79179349,8.32523514,14.95541667,12.15612491,17.48541667,13.26006297,13.69958333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-05-02,21.51131616,16.13110521,3.79571645,16.88871066,22.1375,24.81743381,31.95041667,23.50820798,26.28083333,1.0,0.96,0.96,0.96,1.0,0.96,1.0,1.0,0.96
2017-05-03,13.27963237,16.54730894,2.45143839,8.08510904,18.68166667,20.50733633,32.6975,13.68961692,21.04666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-05-04,10.70293561,17.29545046,2.60848931,7.18514976,25.21291667,15.30402903,39.5175,12.22859965,20.53791667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-05-05,13.89778808,17.77968102,2.96632241,13.85902569,24.82791667,20.96712668,32.5875,19.85030517,25.33208333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-05-06,10.68270061,13.58872488,2.74909233,7.02251866,13.16791667,12.1306668,21.18875,14.07054598,19.05291667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-05-07,8.61316045,7.89118866,1.5335911,4.85337599,9.39125,7.24200829,12.80583333,6.37858856,10.85791667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-05-08,4.76463609,11.00787176,0.84596758,3.90972711,14.08916667,10.70510341,19.21791667,4.98455671,12.91583333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-05-09,5.96353631,7.51877639,2.1800908,15.77579688,17.39833333,14.84017774,21.285,12.56256457,18.29208333,1.0,0.92,0.96,0.96,1.0,0.96,1.0,1.0,0.92
2017-05-10,6.39841045,2.84789606,4.47684279,10.14064567,5.28,15.5880727,5.00958333,12.94515165,4.67958333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-05-11,15.89339341,3.46847454,3.24770078,6.90854481,6.12333333,16.88925521,10.17041667,8.96450809,6.06833333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-05-12,10.41875018,5.18428148,2.19577445,5.70593575,7.35166667,19.30594449,13.29166667,8.10624613,8.87791667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-05-13,4.96408032,6.00758924,1.72899322,4.5667614,8.2225,14.34603572,13.16333333,7.11099189,9.5425,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-05-14,7.10481012,7.19023935,3.01012094,13.07929534,10.33083333,9.31022453,11.86166667,8.37975164,11.58666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-05-15,11.7109441,14.64963299,6.59869017,19.46184752,17.88,21.23237136,24.65833333,17.89913393,24.46583333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92,1.0
2017-05-16,7.75845892,9.25313368,6.04232667,14.5860055,8.94208333,18.11781428,10.61958333,16.86858915,9.40041667,1.0,0.96,0.96,0.96,1.0,0.96,1.0,1.0,0.96
2017-05-17,8.15249246,6.14581782,7.37689982,19.59310022,10.53708333,10.49298554,9.63416667,18.18667371,12.64541667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-05-18,12.68751483,24.70717465,16.99690225,26.29215856,23.92041667,28.70269531,25.90041667,25.03332444,25.62083333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-05-19,9.91890992,18.20099838,5.0678437,19.78043194,21.06958333,27.19552503,26.1525,21.95093455,24.37416667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-05-20,2.45791417,9.97407471,1.30123243,4.91079958,12.26041667,8.89228893,15.43208333,5.83566578,12.925,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-05-21,1.73269785,8.53107315,2.0337404,7.67220267,13.92695652,7.96044648,15.79875,9.18538116,14.63916667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0
2017-05-22,7.854881,8.2854189,0.83280645,3.46619927,9.00166667,16.59446656,,10.8118615,,,1.0,0.92,1.0,,1.0,0.96,1.0,0.92
2017-05-23,12.45479562,7.92652117,3.57697419,16.17858845,,18.21094364,13.775,14.61569031,13.29625,0.92,0.92,1.0,0.96,1.0,0.88,0.96,,1.0
2017-05-24,23.35842348,12.82581563,1.86140501,12.62769832,22.11,13.07957023,18.02166667,13.35999366,18.73666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-05-25,39.645269,13.74388785,0.09615992,1.49933706,9.85875,5.52483022,12.50791667,2.27571484,9.44625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-05-26,19.89937571,8.22772512,2.20437063,15.54495782,19.63041667,14.33971811,15.97291667,12.6213797,14.47875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-05-27,12.80526246,11.0561272,5.24773035,13.84046574,23.19625,10.52379978,18.47541667,13.59831697,18.85583333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-05-28,9.4404418,14.6699272,8.25501294,20.71555743,21.56458333,15.04169535,19.20416667,15.11671077,18.55333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-05-29,10.0334587,16.74167847,3.1166002,22.32336789,22.62333333,18.16622166,20.94125,13.48519647,17.49,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-05-30,10.34391294,11.59985741,4.55095406,17.66794289,12.22375,23.11416399,17.0775,21.06591832,16.36708333,1.0,0.96,0.96,0.96,1.0,0.96,1.0,1.0,0.96
2017-05-31,35.62236452,13.95709039,0.12713652,2.67154913,9.7075,12.84152898,18.11791667,6.16833285,11.08708333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-06-01,15.5285023,13.22225116,0.3579973,11.59223148,21.90833333,18.66607983,22.60958333,14.81219733,16.29375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-06-02,4.67107182,4.99324155,4.55653636,7.67857828,8.53416667,18.34565293,10.6425,13.43391556,10.1475,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-06-03,12.21765335,7.64518912,7.24251661,12.43662503,8.13541667,18.43999301,9.89541667,14.38975298,8.62125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-06-04,13.42281813,16.12663947,4.46463066,12.31001852,14.18541667,13.71326365,12.94333333,14.05700313,12.57666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-06-05,2.48688618,5.78697842,0.36101433,7.18897212,11.37583333,8.04289853,12.26958333,10.32659444,12.37041667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-06-06,4.51407896,12.27295394,4.33286083,14.30491652,24.365,15.86254414,21.175,12.46800263,21.00083333,1.0,0.96,0.96,0.96,1.0,0.96,1.0,1.0,0.96
2017-06-07,2.31349858,7.71054248,2.32814606,7.82295646,9.75333333,13.18426374,10.10166667,10.62754511,9.08416667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-06-08,2.67427206,7.50496366,3.23471629,10.356012,12.72333333,16.50425224,14.76291667,12.7733889,13.96541667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-06-09,5.14152597,7.92786983,2.94573953,10.43086612,9.64333333,18.84995306,10.75708333,13.40192587,10.48208333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-06-10,2.82628445,7.94822234,2.3396953,8.63494493,15.56041667,9.46241128,13.46583333,11.6840739,13.77291667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-06-11,3.31924095,6.5619735,2.28616871,8.42727994,12.93416667,10.11210046,12.22375,10.63824785,11.50416667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-06-12,7.07539615,5.12085394,0.59897562,4.43508533,9.44166667,14.60093026,14.08,13.01506512,12.71875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-06-13,28.40445634,7.37751551,0.60402621,7.68771108,7.86041667,14.83386017,14.9875,11.17123589,10.18875,1.0,0.96,0.96,0.96,1.0,0.96,1.0,1.0,0.92
2017-06-14,21.78376272,10.77532831,0.68395897,8.47666259,10.63791667,15.71683958,15.675,13.69329716,12.92958333,1.0,1.0,1.0,1.0,1.0,1.0,0.88,1.0,0.92
2017-06-15,17.52000933,10.92640347,2.30790882,16.86882939,20.82208333,15.9960378,16.57791667,14.96216924,15.57875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-06-16,20.52580512,10.85953819,2.48170511,7.0449293,9.955,20.35171014,15.50083333,13.02790625,11.24291667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-06-17,12.80629301,9.86621007,2.09433207,10.61803955,13.47958333,8.93361178,14.11208333,11.68079375,13.85541667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-06-18,16.25138736,6.75872975,0.77793367,5.8251458,6.13708333,10.18006594,10.38125,11.45878011,9.1575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-06-19,13.2276683,7.31435613,0.5742042,3.7152437,11.03208333,10.6657202,14.37333333,8.77744359,13.81875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-06-20,27.13980906,12.54274039,0.50930641,1.62125152,6.16916667,9.55853748,15.73458333,3.17272759,6.72833333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-06-21,14.07319286,9.7877162,1.0698684,9.00466077,17.64583333,12.30704834,16.55958333,7.06040052,10.74791667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-06-22,9.76214665,7.42160544,2.72701253,11.73222165,16.56416667,17.85666158,17.03625,11.71297092,14.48791667,1.0,0.96,0.96,0.96,1.0,0.96,1.0,1.0,0.96
2017-06-23,9.21461204,7.62379595,2.61801344,16.41797252,13.40166667,19.02044769,11.84333333,14.96972885,11.94416667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-06-24,4.34527853,3.11697812,0.23942968,1.62945357,5.5,7.44416713,8.29304348,6.51301289,5.73833333,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-06-25,1.19753823,2.45279281,0.32338593,2.18925597,5.57791667,4.78558476,7.40208333,7.19867089,9.32708333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-06-26,33.25198824,10.69653472,0.160406,1.47423107,6.1875,11.45342418,15.5925,3.6080305,7.20041667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-06-27,10.93624767,9.71897153,0.55315365,9.82640875,15.455,14.15521098,16.775,10.12049424,11.83875,1.0,0.96,0.96,0.96,1.0,0.96,1.0,1.0,0.96
2017-06-28,5.86210904,6.4432147,1.94814439,7.64652105,19.04833333,16.22485783,16.57791667,8.70480692,11.6325,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-06-29,2.97725496,6.00361227,1.11795128,4.97250753,13.80041667,15.36470449,22.08708333,6.1225288,12.16416667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-06-30,8.41637762,8.79507951,1.20805886,5.29293111,21.46375,14.78599868,26.125,5.74815354,13.85083333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-07-01,5.71336529,10.19266412,1.87374686,10.28899934,16.56416667,10.51543822,14.5475,6.32097221,13.475,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-07-02,10.0154236,6.93471192,1.26555841,4.75766303,7.99791667,7.16225234,10.68375,3.90123087,7.92916667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-07-03,16.56023047,6.37465544,0.2136297,1.79405348,6.5725,11.11625693,14.56583333,5.26060653,9.39125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-07-04,18.57160133,8.17952106,0.82482839,6.57992679,8.65333333,13.88666701,13.03041667,6.77799404,7.865,1.0,0.96,0.92,0.96,1.0,0.96,1.0,1.0,0.96
2017-07-05,13.86590015,6.90415706,1.44709689,8.40454583,14.03695652,15.45359275,15.76666667,9.13425978,10.26208333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0
2017-07-06,9.06118366,10.32251887,3.25712051,10.43921695,24.89208333,13.0898455,18.76416667,8.5216753,17.34791667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-07-07,8.21656926,8.5327287,3.52168768,12.95364607,17.545,11.7810469,15.72541667,7.83186136,14.23583333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-07-08,14.19176874,6.6296206,2.02476137,8.03611769,7.62826087,8.31816703,7.33173913,6.87741567,6.56791667,0.96,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0
2017-07-09,21.03350093,8.57199028,0.37067905,4.33560164,9.26291667,6.54502156,10.835,3.85902132,9.45083333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-07-10,4.20887597,9.4217184,1.4169853,16.11223683,19.7175,19.85929684,18.92458333,13.53313496,16.85291667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-07-11,4.76660345,6.01209931,2.05111304,,16.96291667,18.70119293,14.00666667,11.17633581,11.34833333,1.0,0.96,0.96,0.96,1.0,0.96,1.0,1.0,
2017-07-12,19.91508053,8.88965441,0.23321892,,5.87125,9.79815084,10.15666667,4.24371735,6.16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
2017-07-13,19.67885498,7.36046918,0.29157724,,6.45791667,10.71723018,10.9175,6.15706428,6.765,1.0,1.0,1.0,1.0,1.0,1.0,0.88,1.0,
2017-07-14,14.78173523,8.27107535,1.06139672,7.12325802,13.97458333,12.78350444,15.33125,9.5212623,12.25583333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-07-15,9.48988873,8.95220509,1.94833913,9.41873387,16.05541667,7.59018095,13.89208333,6.59865815,13.90125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-07-16,10.01275071,3.94801551,0.69958223,8.14273931,9.46478261,6.45883589,8.20217391,4.06159481,6.96347826,0.96,1.0,1.0,1.0,0.96,1.0,1.0,0.96,1.0
2017-07-17,4.42781331,4.65818565,0.31916356,2.14011095,7.49375,9.55656997,12.11833333,6.91021757,9.85416667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-07-18,12.35589006,7.53200868,0.85946033,6.08568517,10.06958333,14.1842212,15.3175,6.6959337,10.92208333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-07-19,14.92406902,10.98617766,2.65229231,9.23022942,13.68125,15.87218072,20.47375,9.91195385,11.70583333,1.0,0.96,0.96,0.96,1.0,0.96,1.0,1.0,0.96
2017-07-20,12.33444163,10.90220613,3.20005906,10.78104907,16.01875,14.58739246,15.73916667,10.60322343,12.03125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-07-21,9.75321193,8.21191412,3.17604942,9.51521278,10.31708333,16.04677583,12.4575,10.07719003,11.14208333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-07-22,11.77482236,9.08742477,1.83761272,8.49669364,8.93291667,12.20638131,11.53166667,7.88849336,8.72208333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-07-23,8.3842862,9.95019803,2.29500361,8.14081201,11.42565217,8.05261678,11.13391304,6.30640809,9.50583333,0.96,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0
2017-07-24,6.31408211,7.68661887,2.17875008,7.54356134,10.48208333,11.89918367,11.385,6.55623695,9.51958333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-07-25,11.48610339,11.47545475,2.56235178,9.29861768,11.29791667,14.54557463,13.26416667,8.28545547,10.81208333,1.0,0.96,0.96,0.96,1.0,0.96,1.0,1.0,0.96
2017-07-26,10.483691,11.32253993,2.1352538,7.97119025,12.2375,14.31712694,14.70333333,7.78008995,11.25666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-07-27,4.86803839,8.9633456,4.3645592,10.55435334,12.41166667,16.75190373,13.11291667,11.36356012,12.31083333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-07-28,2.36415173,5.62174653,1.33373265,11.65718504,16.48625,12.6298143,12.04958333,7.07512833,10.78916667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-07-29,4.67490917,5.43248359,2.03617914,7.12064574,11.10541667,9.2044649,11.15125,7.41917416,11.01833333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-07-30,2.76368541,5.75297025,1.59978865,8.78186291,11.94416667,10.06044919,10.63333333,8.20073979,10.13833333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-07-31,3.39490607,6.8453603,0.68904181,7.53254137,9.61583333,13.60771919,11.44458333,11.27945035,10.79833333,1.0,1.0,1.0,0.92,1.0,1.0,1.0,1.0,1.0
2017-08-01,5.72394373,7.2664515,1.276592,11.54826373,19.46541667,16.79548811,15.61541667,10.97493527,13.90583333,1.0,0.92,0.96,1.0,1.0,0.96,1.0,1.0,0.92
2017-08-02,9.56456028,6.73102465,1.00014437,5.58516901,7.81458333,12.73714749,11.78913043,14.4095249,11.715,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-08-03,8.91524892,9.25624271,1.68347167,7.81635625,8.53416667,12.48967062,9.22625,9.39580203,8.10791667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-08-04,5.25948916,5.40859699,0.86552441,6.94260329,10.27583333,13.69535826,10.85791667,12.03492899,10.48208333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-08-05,9.60424965,6.01848727,2.63322007,7.04286128,9.51041667,7.88486379,9.8473913,7.50603927,10.01916667,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-08-06,14.15508794,2.57295382,0.41028412,1.47207893,5.4473913,5.41016753,9.225,4.92676327,6.11416667,0.92,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0
2017-08-07,4.11320959,5.47309664,1.16017792,8.79311407,13.64458333,15.61203084,14.71708333,12.26310383,13.96541667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-08-08,9.01489072,8.74392037,4.09752008,10.04883992,14.44208333,15.82502323,16.53758333,12.85190473,12.98916667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-08-09,,6.88295266,2.0450751,4.85408831,7.97041667,18.65388502,11.66458333,9.40798806,8.71291667,1.0,1.0,1.0,0.96,1.0,,1.0,1.0,1.0
2017-08-10,,8.5835684,0.87831197,5.19046228,9.47375,13.79541909,12.08166667,11.85382986,9.40041667,1.0,0.92,0.96,1.0,1.0,,1.0,1.0,0.96
2017-08-11,6.02927032,7.60550093,0.95575313,11.72043905,17.4075,10.66044248,13.78666667,12.17525439,12.98458333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-08-12,8.26526429,7.08917014,1.1221371,7.09330582,12.10916667,9.52066826,11.23434783,11.58832957,11.21083333,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-08-13,16.89500327,6.83103079,0.43799918,2.86712671,7.62826087,5.33053667,8.24,4.60493337,5.50956522,0.92,1.0,1.0,1.0,0.96,1.0,1.0,0.96,1.0
2017-08-14,10.27448019,9.3332721,1.14182068,12.64289442,15.12958333,14.95482,14.94166667,11.17383517,12.86083333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-08-15,11.83648169,13.21853414,4.28310874,12.64403932,16.31208333,17.85236577,17.37541667,14.27653918,14.97375,1.0,0.96,0.92,0.96,1.0,0.92,1.0,1.0,0.96
2017-08-16,6.94673813,5.9941162,1.26258621,6.69276944,11.23833333,15.67436568,11.89833333,12.54621706,10.08333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-08-17,6.35086118,6.48456505,4.07496928,7.63411254,14.25416667,12.74808201,14.48791667,11.42320332,14.55208333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-08-18,4.68303421,6.3582456,2.80895302,11.45212255,13.07166667,18.1645423,14.02958333,15.86201625,13.31916667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-08-19,2.85471908,5.10183148,0.94380066,4.38979973,8.90083333,9.94645106,9.47375,11.08182797,9.26291667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-08-20,8.79172976,5.96854664,1.69338665,5.643351,11.16958333,11.90619337,11.44916667,13.20522044,10.56916667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-08-21,21.01700123,10.29524688,1.71680769,6.79125054,10.6975,,,13.33996909,11.83875,,,0.92,0.96,1.0,0.92,1.0,1.0,0.96
2017-08-22,10.16734311,6.3725878,1.8989305,6.40302368,10.23,18.37880617,12.71875,11.32589328,9.55625,1.0,1.0,1.0,1.0,1.0,0.96,0.96,1.0,1.0
2017-08-23,10.00237704,,3.17249088,13.99301088,20.03833333,16.42007124,15.58791667,11.98909648,12.24208333,1.0,1.0,1.0,1.0,1.0,0.92,,1.0,1.0
2017-08-24,16.43797421,12.87186354,2.28207269,8.97292556,11.93041667,17.93983377,14.31375,14.36417589,12.3475,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-08-25,13.84225526,17.23620683,1.71685618,7.76954099,10.87625,14.42891938,12.82695652,12.17383202,10.52333333,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-08-26,10.93879267,14.54949201,2.38217177,3.24719729,10.66043478,10.90150957,12.32,8.05511219,10.20708333,0.96,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0
2017-08-27,9.03259349,10.90930995,1.76086342,7.69081827,12.19166667,10.00253658,13.21913043,8.53754414,11.29791667,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-08-28,7.00785653,8.20283333,2.16991315,14.33689002,24.53,,18.15458333,12.9769302,16.68333333,1.0,,0.92,1.0,1.0,1.0,1.0,1.0,1.0
2017-08-29,4.47381872,9.27236964,1.16617224,16.03152938,26.4275,,17.92541667,10.41226163,15.96375,1.0,,1.0,0.96,1.0,0.92,1.0,1.0,0.92
2017-08-30,10.58739668,12.7732316,1.52619091,8.48372394,19.93619048,18.58933988,18.17391304,15.2960304,16.15565217,0.96,1.0,1.0,1.0,0.96,1.0,1.0,0.88,1.0
2017-08-31,15.25771044,13.48936806,2.230446,8.94568121,12.92041667,16.86832112,13.785,16.22638936,13.145,0.92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-09-01,11.27442539,11.75996285,2.79424638,8.20044712,11.14666667,13.33231791,13.76833333,12.86597336,10.89,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0
2017-09-02,11.547278,13.1187456,1.63822539,3.59104114,7.69541667,9.93938629,12.26958333,7.30440471,8.45625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-09-03,7.35427622,14.20130313,1.49843531,3.87074629,6.215,8.41846226,9.96875,6.25085338,7.84666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-09-04,6.0183741,10.52554757,1.44885333,6.46058925,6.16,14.72821267,11.9625,6.5861951,6.85208333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-09-05,5.05104148,3.2514919,3.85990507,6.83401206,4.345,,7.73666667,10.35795673,6.36625,1.0,,0.96,0.96,1.0,0.96,1.0,1.0,0.96
2017-09-06,3.89910709,4.57387245,3.9703575,13.07108385,5.32125,,6.14166667,14.86450724,5.77958333,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-09-07,13.50669439,9.9959704,1.80934321,5.66911546,9.02458333,,15.61083333,10.30097488,10.04208333,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-09-08,3.58950157,5.6718441,2.41947976,7.541008,8.30958333,,8.4425,8.27257506,7.10875,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-09-09,8.10796574,6.48350046,3.64377574,6.10774099,8.39666667,,10.8075,12.68586722,10.43625,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-09-10,7.5712098,6.15884097,1.6001228,12.46030034,11.22,,11.08708333,11.1996497,8.525,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-09-11,3.7354536,10.4049316,3.84243968,19.25271709,21.22,,14.63,11.760774,14.94625,1.0,,1.0,0.96,1.0,1.0,1.0,0.92,0.88
2017-09-12,3.51803962,7.87702963,1.75439536,13.8933671,15.33304348,,14.575,11.18278155,12.7875,1.0,,0.96,1.0,1.0,0.96,1.0,0.96,1.0
2017-09-13,13.03314387,,5.28589099,9.33801253,12.91125,18.842519,15.47333333,16.91988601,14.19458333,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
2017-09-14,23.80198383,16.95521146,1.10739791,8.17473274,10.96333333,17.22304365,16.05541667,19.47374743,16.28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-09-15,14.66743505,12.47913495,2.06190857,9.12535795,14.09833333,16.7262609,17.76958333,16.58916918,17.11875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-09-16,12.50474042,13.75033032,1.67990234,4.31351099,10.6975,10.53364439,14.56583333,10.56225708,12.32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-09-17,7.16176389,9.29163484,2.20670577,3.82011706,8.42875,9.80688976,13.35125,7.85362213,9.52416667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
