Kommune;Andel
Porsgrunn;0.8745
Skien;0.8719
Notodden;0.8617
Siljan;0.8955
Bamble;0.8736
Kragerø;0.8568
Drangedal;0.8876
Nome;0.8608
Midt-Telemark;0.8817
Seljord;0.8656
Hjartdal;0.8375
Tinn;0.8567
Kviteseid;0.8857
Nissedal;0.9113
Fyresdal;0.9108
Tokke;0.8787
Vinje;0.8832
