Kommune;Andel
Porsgrunn;0.8465
Skien;0.8377
Notodden;0.813
Siljan;0.8569
Bamble;0.8493
Kragerø;0.8405
Drangedal;0.8464
Nome;0.8544
Midt-Telemark;0.8387
Seljord;0.8298
Hjartdal;0.8132
Tinn;0.8239
Kviteseid;0.8429
Nissedal;0.8528
Fyresdal;0.8489
Tokke;0.851
Vinje;0.8541
