Kommune;Andel
Porsgrunn;0.8423
Skien;0.831
Notodden;0.8273
Siljan;0.8569
Bamble;0.8392
Kragerø;0.8492
Drangedal;0.8504
Nome;0.8506
Midt-Telemark;0.824
Seljord;0.8404
Hjartdal;0.8146
Tinn;0.8224
Kviteseid;0.8599
Nissedal;0.8683
Fyresdal;0.8613
Tokke;0.8557
Vinje;0.8618
