Kommune;Andel
Porsgrunn;0.1125
Skien;0.1353
Notodden;0.1093
Siljan;0.139
Bamble;0.1186
Kragerø;0.124
Drangedal;0.1466
Nome;0.1313
Midt-Telemark;0.1229
Seljord;0.1014
Hjartdal;0.1049
Tinn;0.1133
Kviteseid;0.1054
Nissedal;0.1306
Fyresdal;0.095
Tokke;0.1129
Vinje;0.1222
