Kommune;Andel
Porsgrunn;0.1162
Skien;0.1051
Notodden;0.0944
Siljan;0.0697
Bamble;0.0843
Kragerø;0.0768
Drangedal;0.0702
Nome;0.0883
Midt-Telemark;0.0792
Seljord;0.0382
Hjartdal;0.0633
Tinn;0.1305
Kviteseid;0.0567
Nissedal;0.0474
Fyresdal;0.0412
Tokke;0.0616
Vinje;0.0409
