Kommune;Andel
Porsgrunn;0.7386
Skien;0.6021
Notodden;0.5269
Siljan;0.456
Bamble;0.5958
Kragerø;0.4207
Drangedal;0.2868
Nome;0.2979
Midt-Telemark;0.6575
Seljord;0.4759
Hjartdal;0.2088
Tinn;0.2001
Kviteseid;0.4908
Nissedal;0.4867
Fyresdal;0.5138
Tokke;0.4812
Vinje;0.3982
