Kommune;Andel
Porsgrunn;0.5435
Skien;0.5399
Notodden;0.5094
Siljan;0.5367
Bamble;0.4929
Kragerø;0.4595
Drangedal;0.4706
Nome;0.4905
Midt-Telemark;0.4958
Seljord;0.4611
Hjartdal;0.4266
Tinn;0.5117
Kviteseid;0.4673
Nissedal;0.3909
Fyresdal;0.4082
Tokke;0.441
Vinje;0.4511
