Kommune;Andel
Porsgrunn;0.111
Skien;0.1343
Notodden;0.1397
Siljan;0.0902
Bamble;0.1322
Kragerø;0.1075
Drangedal;0.1344
Nome;0.132
Midt-Telemark;0.1359
Seljord;0.1412
Hjartdal;0.1309
Tinn;0.1313
Kviteseid;0.1027
Nissedal;0.1147
Fyresdal;0.1253
Tokke;0.1102
Vinje;0.1294
