Kommune;Andel
Porsgrunn;0.6867
Skien;0.6847
Notodden;0.6349
Siljan;0.6976
Bamble;0.6655
Kragerø;0.6581
Drangedal;0.6314
Nome;0.6529
Midt-Telemark;0.6655
Seljord;0.6435
Hjartdal;0.617
Tinn;0.6715
Kviteseid;0.6707
Nissedal;0.6584
Fyresdal;0.6968
Tokke;0.701
Vinje;0.7002
