Kommune;Andel
Porsgrunn;0.8158
Skien;0.82
Notodden;0.7978
Siljan;0.8668
Bamble;0.8433
Kragerø;0.84
Drangedal;0.7983
Nome;0.8037
Midt-Telemark;0.7427
Seljord;0.8178
Hjartdal;0.7851
Tinn;0.8149
Kviteseid;0.8004
Nissedal;0.8294
Fyresdal;0.7814
Tokke;0.813
Vinje;0.7953
