Kommune;Andel
Porsgrunn;0.4142
Skien;0.4103
Notodden;0.3589
Siljan;0.3476
Bamble;0.4443
Kragerø;0.4565
Drangedal;0.3942
Nome;0.3688
Midt-Telemark;0.3876
Seljord;0.3774
Hjartdal;0.3363
Tinn;0.4111
Kviteseid;0.4281
Nissedal;0.4475
Fyresdal;0.4016
Tokke;0.3901
Vinje;0.4209
