Kommune;Andel
Porsgrunn;0.8568
Skien;0.6225
Notodden;0.7035
Siljan;0.7221
Bamble;0.9505
Kragerø;0.9
Drangedal;0.7608
Nome;0.766
Midt-Telemark;0.4654
Seljord;0.6827
Hjartdal;0.3111
Tinn;0.5446
Kviteseid;0.7593
Nissedal;0.8973
Fyresdal;0.8836
Tokke;0.7131
Vinje;0.5515
