Kommune;Andel
Porsgrunn;0.1219
Skien;0.1367
Notodden;0.1361
Siljan;0.1205
Bamble;0.1374
Kragerø;0.1322
Drangedal;0.1309
Nome;0.1536
Midt-Telemark;0.1232
Seljord;0.1255
Hjartdal;0.1323
Tinn;0.1447
Kviteseid;0.1308
Nissedal;0.1253
Fyresdal;0.1181
Tokke;0.1062
Vinje;0.1033
