Kommune;Andel
Porsgrunn;0.47
Skien;0.4502
Notodden;0.4287
Siljan;0.3917
Bamble;0.4549
Kragerø;0.48
Drangedal;0.3954
Nome;0.4028
Midt-Telemark;0.4404
Seljord;0.3877
Hjartdal;0.2924
Tinn;0.3383
Kviteseid;0.3718
Nissedal;0.39
Fyresdal;0.3526
Tokke;0.3498
Vinje;0.3397
