ï»¿ogc_fid;ssbid250m;pop_tot
129481;21700006745750;4
129482;21705006746000;5
129483;21702506746000;6
129484;21700006746000;4
129485;21700006746250;3
129486;21690006745750;56
129487;21687506745750;6
129488;21685006745750;5
129489;21690006746000;16
129490;21687506746000;2
129491;21685006746000;3
129492;21695006745750;14
129493;21697506745750;2
129494;21692506745750;81
129495;21697506746000;2
129496;21692506746000;4
129497;21697506746250;6
129498;21690006746500;2
129499;21690006746750;1
129500;21695006746500;9
129501;21697506746500;2
129502;21695006747000;1
129503;21697506747000;13
129504;21692506747000;7
129505;21700006746500;2
129506;21705006746750;2
129507;21702506747000;5
129508;21705006747000;7
129509;21700006747000;6
129510;21702506747250;3
129511;21707506744500;35
129512;21712506744500;16
129513;21712506744750;24
129514;21710006744750;43
129515;21707506744750;103
129516;21707506745000;14
129517;21707506745750;3
129518;21720006746750;7
129519;21710006746500;4
129520;21710006746750;2
129521;21707506746750;1
129522;21715006746750;9
129523;21717506746750;3
129524;21717506747000;3
129525;21715006747250;2
129526;21717506747500;4
129527;21715006747500;16
129528;21717506747750;4
129529;21715006747750;3
129530;21720006747000;1
129531;21720006747250;4
129532;21707506747000;8
129533;21712506747250;1
129534;21712506747500;4
129535;21732506745000;4
129536;21720006748250;3
129537;21730006751250;1
129538;21685006749000;5
129539;21825006752750;1
129540;21822506753000;1
129541;21810006753250;2
129542;21772506754000;4
129543;21770006754250;1
129544;21775006754500;2
129545;21800006757000;4
129546;21417506731250;2
129547;21420006735000;4
129548;21417506735000;9
129549;21422506735250;3
129550;21427506735500;3
129551;21425006735500;5
129552;21440006736500;12
129553;21437506736500;12
129554;21445006736750;2
129555;21450006737000;2
129556;21447506737000;9
129557;21450006737250;3
129558;21452506737250;4
129559;21457506737250;18
129560;21435006736000;2
129561;21435006736250;1
129562;21430006735750;4
129563;21515006739750;7
129564;21527506740250;2
129565;21527506740500;1
129566;21525006740500;3
129567;21522506740500;2
129568;21502506740500;2
129569;21517506740000;1
129570;21520006740500;2
129571;21517506740750;2
129572;21520006741000;4
129573;21517506741000;10
129574;21512506740500;3
129575;21510006740750;5
129576;21510006741000;8
129577;21512506741000;8
129578;21507506740750;2
129579;21502506740750;11
129580;21505006740750;5
129581;21502506741000;9
129582;21507506741000;14
129583;21505006741000;20
129584;21502506741250;7
129585;21507506741250;2
129586;21505006741250;2
129587;21522506741000;3
129588;21527506741000;2
129589;21525006741000;5
129590;21527506741250;4
129591;21525006741250;5
129592;21522506741250;6
129593;21527506741500;2
129594;21510006741250;11
129595;21512506741250;8
129596;21515006741500;2
129597;21520006741250;4
129598;21517506741250;6
129599;21520006741500;9
129600;21517506741500;4
129601;21520006742250;3
129602;21517506742250;2
129603;21507506741500;6
129604;21542506740000;1
129605;21537506740250;5
129606;21542506740500;3
129607;21532506740250;5
129608;21535006740250;6
129609;21530006740250;7
129610;21530006740500;8
129611;21535006740500;1
129612;21547506740250;1
129613;21547506740500;3
129614;21550006740500;8
129615;21547506740750;2
129616;21550006741000;2
129617;21535006740750;1
129618;21530006741250;2
129619;21530006741500;3
129620;21535006741500;1
129621;21542506742000;2
129622;21550006742000;4
129623;21545006742250;5
129624;21547506742250;5
129625;21545006742500;2
129626;21547506742500;11
129627;21550006742500;8
129628;21545006742750;8
129629;21540006742250;7
129630;21540006742500;3
129631;21542506742500;2
129632;21537506742500;5
129633;21542506743000;3
129634;21522506741500;1
129635;21525006741500;8
129636;21527506741750;2
129637;21522506741750;2
129638;21525006741750;5
129639;21512506742250;5
129640;21515006742250;2
129641;21522506742250;6
129642;21520006742750;1
129643;21550006742750;4
129644;21547506742750;4
129645;21545006743000;6
129646;21550006743000;1
129647;21547506743000;8
129648;21545006743250;4
129649;21547506743250;3
129650;21552506740500;3
129651;21555006740750;1
129652;21552506740750;7
129653;21587506741250;1
129654;21585006741250;4
129655;21580006741500;10
129656;21575006741250;4
129657;21572506741500;7
129658;21582506741500;5
129659;21585006741750;2
129660;21582506741750;30
129661;21580006741750;12
129662;21582506742000;6
129663;21580006742000;35
129664;21582506742250;16
129665;21605006741500;7
129666;21610006741500;5
129667;21612506741500;3
129668;21612506741750;2
129669;21610006741750;6
129670;21605006741750;1
129671;21602506742250;5
129672;21600006742500;1
129673;21595006741750;30
129674;21595006742000;10
129675;21597506742250;8
129676;21595006742750;4
129677;21607506742500;2
129678;21615006742250;9
129679;21622506741500;5
129680;21625006742500;2
129681;21627506742750;3
129682;21627506743000;1
129683;21570006741000;4
129684;21567506741000;9
129685;21565006741000;12
129686;21567506741250;7
129687;21570006741250;1
129688;21567506741500;2
129689;21557506741500;4
129690;21562506741750;21
129691;21557506741750;1
129692;21560006741750;1
129693;21562506742000;3
129694;21570006741500;2
129695;21565006741750;12
129696;21570006741750;26
129697;21567506741750;22
129698;21567506742250;5
129699;21565006742250;2
129700;21555006742000;1
129701;21552506742250;9
129702;21555006742250;2
129703;21552506742500;10
129704;21555006742500;3
129705;21562506742250;1
129706;21557506742500;10
129707;21560006742500;1
129708;21560006742750;2
129709;21557506742750;6
129710;21560006743000;4
129711;21555006742750;1
129712;21555006743000;8
129713;21552506743000;2
129714;21590006741750;2
129715;21592506742000;2
129716;21592506742250;1
129717;21575006741500;15
129718;21577506741500;25
129719;21577506741750;8
129720;21572506741750;52
129721;21575006741750;31
129722;21575006742000;1
129723;21572506742000;8
129724;21577506742000;16
129725;21575006742250;2
129726;21577506742250;1
129727;21585006742500;4
129728;21582506742500;6
129729;21587506742250;1
129730;21587506742500;4
129731;21590006742500;7
129732;21617506742250;6
129733;21620006742500;5
129734;21617506742500;2
129735;21620006742750;5
129736;21620006743000;2
129737;21635006743000;3
129738;21632506743000;6
129739;21630006743000;6
129740;21630006743250;2
129741;21632506743250;4
129742;21635006743250;7
129743;21630006744250;1
129744;21490006737500;3
129745;21487506737500;7
129746;21487506737750;12
129747;21492506737750;3
129748;21490006738000;5
129749;21485006737500;6
129750;21480006737750;39
129751;21482506738000;42
129752;21485006738000;14
129753;21480006738000;41
129754;21485006738250;25
129755;21490006738250;7
129756;21460006737250;2
129757;21465006737250;2
129758;21472506737250;1
129759;21467506737250;2
129760;21467506737500;5
129761;21460006737500;92
129762;21462506737500;4
129763;21465006737500;7
129764;21460006737750;83
129765;21462506737750;92
129766;21460006738000;67
129767;21462506738000;40
129768;21465006738000;15
129769;21472506737750;8
129770;21467506737750;3
129771;21472506738000;11
129772;21467506738000;1
129773;21470006738000;2
129774;21470006738250;9
129775;21472506738250;5
129776;21467506738250;74
129777;21470006738500;71
129778;21475006737750;29
129779;21477506737750;94
129780;21475006738000;13
129781;21477506738000;8
129782;21477506738250;44
129783;21475006738250;43
129784;21475006738500;42
129785;21477506738500;33
129786;21475006738750;59
129787;21460006738250;16
129788;21465006738250;8
129789;21465006738500;5
129790;21460006738500;2
129791;21462506738500;1
129792;21460006738750;5
129793;21462506738750;3
129794;21465006739000;10
129795;21472506738500;41
129796;21467506738500;51
129797;21472506738750;42
129798;21467506738750;7
129799;21470006738750;16
129800;21472506739000;8
129801;21467506739000;22
129802;21470006739000;17
129803;21470006739250;3
129804;21472506739250;10
129805;21477506738750;78
129806;21475006739000;6
129807;21477506739000;9
129808;21475006739250;6
129809;21475006739500;4
129810;21477506739500;2
129811;21475006739750;4
129812;21475006740000;1
129813;21460006739000;13
129814;21462506739000;5
129815;21462506739250;5
129816;21465006739250;11
129817;21460006739500;2
129818;21440006736750;5
129819;21442506736750;2
129820;21455006737250;12
129821;21457506737500;108
129822;21455006737500;14
129823;21452506737750;3
129824;21457506737750;37
129825;21455006737750;6
129826;21455006738000;3
129827;21452506738000;19
129828;21457506738000;66
129829;21450006737500;7
129830;21450006737750;7
129831;21450006738000;26
129832;21452506738250;20
129833;21457506738250;25
129834;21452506739000;1
129835;21455006739000;4
129836;21447506739500;4
129837;21445006739750;3
129838;21482506738250;37
129839;21480006738250;12
129840;21480006738500;5
129841;21482506738500;1
129842;21485006738500;7
129843;21482506738750;59
129844;21485006738750;28
129845;21480006738750;121
129846;21485006739000;100
129847;21482506739000;77
129848;21495006739500;7
129849;21480006739000;17
129850;21485006739250;29
129851;21480006739750;2
129852;21487506739000;54
129853;21492506739250;7
129854;21490006739250;57
129855;21487506739250;101
129856;21490006739500;5
129857;21492506739500;35
129858;21487506739500;18
129859;21495006739750;11
129860;21500006740000;4
129861;21495006740000;3
129862;21500006740250;8
129863;21497506740250;4
129864;21500006740500;33
129865;21492506740000;3
129866;21480006740000;7
129867;21490006741000;1
129868;21492506741000;3
129869;21490006741250;6
129870;21492506741250;4
129871;21492506741500;2
129872;21500006740750;30
129873;21500006741000;12
129874;21495006741000;12
129875;21497506741000;3
129876;21497506741250;7
129877;21500006741250;4
129878;21422506740500;1
129879;21435006740500;3
129880;21430006740750;3
129881;21427506740750;5
129882;21422506740750;2
129883;21420006740750;2
129884;21417506741000;2
129885;21420006741000;1
129886;21467506739250;6
129887;21472506739500;4
129888;21477506740000;2
129889;21477506742250;2
129890;21467506742500;1
129891;21440006740250;4
129892;21485006741750;2
129893;21482506741750;2
129894;21485006742000;1
129895;21482506742000;2
129896;21480006742250;6
129897;21482506742250;2
129898;21490006741500;4
129899;21492506741750;8
129900;21490006742000;3
129901;21487506742250;1
129902;21495006741500;3
129903;21497506741750;7
129904;21495006741750;6
129905;21487506742500;2
129906;21482506742500;6
129907;21485006742500;2
129908;21482506742750;3
129909;21485006742750;1
129910;21482506743000;2
129911;21480006743000;1
129912;21495006744000;2
129913;21457506745500;4
129914;21472506742750;1
129915;21470006742750;7
129916;21472506743000;5
129917;21472506743250;9
129918;21467506743250;2
129919;21472506743500;8
129920;21477506742750;1
129921;21475006743000;5
129922;21475006743250;5
129923;21477506743250;3
129924;21475006743500;7
129925;21477506743500;5
129926;21465006743250;4
129927;21465006743500;3
129928;21465006743750;2
129929;21470006743500;8
129930;21467506743750;9
129931;21472506743750;6
129932;21470006744000;6
129933;21472506744000;1
129934;21467506744000;9
129935;21470006744250;4
129936;21475006744250;5
129937;21467506744250;11
129938;21470006744500;4
129939;21470006744750;1
129940;21467506744750;8
129941;21467506745000;5
129942;21472506745000;6
129943;21465006744750;3
129944;21460006745000;2
129945;21465006745000;2
129946;21465006745250;11
129947;21460006745250;1
129948;21465006745500;2
129949;21470006745500;2
129950;21467506745750;8
129951;21480006747250;2
129952;21427506747000;4
129953;21425006747000;8
129954;21427506747250;6
129955;21417506746750;4
129956;21422506747000;2
129957;21432506747250;6
129958;21435006747500;7
129959;21432506747500;2
129960;21435006747750;4
129961;21457506745750;2
129962;21457506746000;1
129963;21457506746500;2
129964;21457506746750;8
129965;21455006746750;2
129966;21452506746750;5
129967;21455006747000;11
129968;21452506747000;6
129969;21455006747250;3
129970;21452506747250;1
129971;21447506746500;2
129972;21450006746750;5
129973;21445006746750;13
129974;21447506746750;10
129975;21445006747000;15
129976;21447506747000;1
129977;21450006747250;5
129978;21445006747250;1
129979;21447506747250;5
129980;21440006747250;6
129981;21437506747250;2
129982;21442506747250;14
129983;21447506747500;11
129984;21445006747500;22
129985;21442506747500;9
129986;21442506747750;4
129987;21440006747750;11
129988;21437506747750;2
129989;21437506748000;2
129990;21440006748000;7
129991;21440006748250;4
129992;21437506748250;2
129993;21460006746000;6
129994;21462506746000;4
129995;21460006746250;3
129996;21472506746250;1
129997;21475006746250;1
129998;21470006748250;2
129999;21432506748000;6
130000;21435006748000;3
130001;21420006749250;1
130002;21420006749500;1
130003;21602506742750;6
130004;21600006742750;7
130005;21605006743000;2
130006;21597506742750;3
130007;21595006743000;3
130008;21597506743250;2
130009;21627506750500;1
130010;21632506750750;3
130011;21635006750750;1
130012;21630006750750;7
130013;21630006751000;1
130014;21627506751000;3
130015;21625006751000;4
130016;21622506751250;2
130017;21607506749500;1
130018;21620006751500;3
130019;21632506751750;2
130020;21617506751750;1
130021;21615006752000;9
130022;21635006752000;4
130023;21612506752250;2
130024;21610006752500;6
130025;21607506752750;4
130026;21602506753000;1
130027;21600006753250;3
130028;21597506753500;4
130029;21605006754000;7
130030;21605006754250;2
130031;21630006755750;1
130032;21605006755250;3
130033;21602506755500;1
130034;21610006756750;5
130035;21607506757250;4
130036;21600006757000;6
130037;21602506757250;2
130038;21595006757250;5
130039;21605006757500;4
130040;21582506756000;7
130041;21592506757250;2
130042;21590006757500;1
130043;21590006757750;5
130044;21587506758000;9
130045;21590006758000;7
130046;21572506758750;9
130047;21585006758500;2
130048;21587506758250;2
130049;21575006759000;9
130050;21580006759000;6
130051;21572506761000;1
130052;21625006761500;1
130053;21587506761750;2
130054;21582506762500;1
130055;21605006763500;2
130056;21970006747750;5
130057;22037506751750;3
130058;22037506752000;2
130059;22022506752500;5
130060;22030006753000;1
130061;22025006753000;3
130062;22032506752250;3
130063;22032506752500;3
130064;22035006753000;2
130065;22037506753000;1
130066;22032506753250;2
130067;22035006753500;1
130068;22037506753500;6
130069;22032506753750;2
130070;22035006753750;6
130071;22030006753250;4
130072;22030006753500;1
130073;22030006753750;3
130074;22035006754000;3
130075;22037506754000;3
130076;22032506754250;5
130077;22035006754250;6
130078;22037506754250;9
130079;22035006754500;8
130080;22037506754500;4
130081;22032506754750;13
130082;22057506751750;4
130083;22047506751750;2
130084;22050006752000;3
130085;22045006752250;1
130086;22052506752500;8
130087;22047506752750;2
130088;22047506753000;2
130089;22040006753000;1
130090;22040006753500;1
130091;22052506753750;3
130092;22045006754000;4
130093;22052506754250;3
130094;22052506754500;3
130095;22055006754750;4
130096;22052506754750;17
130097;22040006754000;1
130098;22042506754250;15
130099;22040006754250;1
130100;22042506754500;9
130101;22040006754500;4
130102;22040006754750;41
130103;22042506754750;11
130104;22042506755000;10
130105;22040006755000;34
130106;21982506756000;3
130107;21985006756000;5
130108;21987506756000;5
130109;21987506756250;8
130110;21975006756500;2
130111;21995006756250;8
130112;21992506756250;7
130113;21990006756250;4
130114;21990006756500;2
130115;22030006754000;3
130116;22027506754250;3
130117;22025006754250;1
130118;22030006754250;2
130119;22027506754500;4
130120;22027506754750;1
130121;22025006754750;2
130122;22030006755000;6
130123;22025006755000;1
130124;22030006755250;4
130125;22027506755500;2
130126;22030006755500;6
130127;22035006754750;5
130128;22037506754750;46
130129;22032506755000;6
130130;22035006755000;17
130131;22037506755000;20
130132;22032506755250;2
130133;22035006755250;45
130134;22037506755250;61
130135;22032506755500;6
130136;22037506755500;2
130137;22017506755500;2
130138;22035006755500;63
130139;22032506755750;10
130140;22030006755750;2
130141;22027506756000;8
130142;22027506756250;4
130143;22027506756500;6
130144;22022506756500;2
130145;22022506757000;1
130146;22027506756750;2
130147;22012506755500;3
130148;22007506755500;1
130149;22005006755750;4
130150;21997506756250;10
130151;22000006756250;10
130152;22015006755750;1
130153;22012506755750;16
130154;22010006755750;2
130155;22015006756000;2
130156;22010006756000;8
130157;22015006756250;12
130158;22012506756250;5
130159;22010006756250;9
130160;22007506756000;10
130161;22005006756250;3
130162;22007506756250;1
130163;22002506756250;8
130164;22005006756500;3
130165;22007506756500;11
130166;22005006756750;7
130167;22007506756750;2
130168;22010006756500;15
130169;22012506756500;2
130170;22012506756750;3
130171;22010006756750;9
130172;21997506756750;7
130173;22000006756750;11
130174;21997506757000;3
130175;22000006757000;4
130176;22002506756750;8
130177;22007506757000;5
130178;22007506757250;4
130179;22005006757500;2
130180;22047506754250;1
130181;22045006754500;13
130182;22047506754500;12
130183;22050006754500;4
130184;22047506754750;17
130185;22045006754750;27
130186;22050006754750;8
130187;22047506755000;36
130188;22050006755000;4
130189;22045006755000;12
130190;22045006755250;2
130191;22050006755250;5
130192;22047506755250;2
130193;22045006755500;6
130194;22047506755500;4
130195;22045006755750;9
130196;22040006755250;2
130197;22042506755250;5
130198;22042506755500;84
130199;22040006755500;1
130200;22042506755750;36
130201;22040006755750;2
130202;21977506756750;4
130203;21975006756750;6
130204;21987506756500;3
130205;21995006756500;2
130206;21992506756500;7
130207;21992506756750;7
130208;21995006756750;8
130209;21995006757000;4
130210;22022506757250;3
130211;22022506758000;4
130212;22022506758250;6
130213;22022506758750;2
130214;22030006758750;2
130215;22020006759000;3
130216;22017506759250;7
130217;22032506759500;1
130218;22010006758000;2
130219;22005006757750;1
130220;22005006758000;1
130221;22007506758000;1
130222;22005006758250;1
130223;22005006758500;1
130224;22005006758750;8
130225;22005006759000;3
130226;22005006759250;2
130227;22000006759250;1
130228;22000006759500;4
130229;22012506760500;3
130230;22100006750250;1
130231;22090006751250;2
130232;22097506750750;1
130233;22097506751000;1
130234;22100006751000;2
130235;22087506751500;9
130236;22097506751750;2
130237;22097506752000;2
130238;22095006752000;2
130239;22100006752000;1
130240;22097506752250;4
130241;22095006752250;10
130242;22105006751750;1
130243;22107506751750;1
130244;22105006752000;4
130245;22102506752000;2
130246;22095006752750;2
130247;22077506750000;13
130248;22075006750250;8
130249;22080006750250;3
130250;22077506750500;3
130251;22075006750750;2
130252;22085006751000;2
130253;22082506751250;2
130254;22060006750750;1
130255;22060006751250;4
130256;22060006751500;2
130257;22077506751000;4
130258;22075006751000;4
130259;22077506752500;1
130260;22085006751750;3
130261;22085006752750;6
130262;22062506752500;7
130263;22060006752500;1
130264;22075006752750;5
130265;22082506753000;5
130266;22102506752250;5
130267;22077506757250;2
130268;22077506757500;1
130269;22080006757750;2
130270;22080006758250;1
130271;22080006758500;1
130272;22062506759500;1
130273;22100006759500;2
130274;22102506759500;1
130275;22105006759500;7
130276;22100006759750;2
130277;22100006760000;3
130278;22095006760000;4
130279;22092506760250;2
130280;22092506760500;2
130281;22090006760500;1
130282;22087506760750;1
130283;22082506760250;5
130284;22080006760750;10
130285;22077506760750;3
130286;22082506760500;2
130287;22077506761000;2
130288;22080006761250;2
130289;22067506761500;4
130290;22072506762000;3
130291;22070006762000;1
130292;22067506762000;2
130293;22107506761250;1
130294;22107506761500;2
130295;22095006760750;3
130296;22105006761500;1
130297;22100006761500;1
130298;22095006761750;6
130299;22095006762000;4
130300;22097506762250;44
130301;22100006762250;10
130302;22087506761750;3
130303;22090006761750;8
130304;22092506762000;25
130305;22090006762000;44
130306;22087506762000;4
130307;22087506762250;4
130308;22095006762250;19
130309;22097506762500;46
130310;22095006762500;9
130311;22097506762750;6
130312;22095006763000;2
130313;22090006762250;6
130314;22092506762250;5
130315;22092506762500;4
130316;22092506762750;3
130317;22092506763000;6
130318;22090006763500;3
130319;22092506763500;5
130320;22092506763750;11
130321;22095006763250;4
130322;21970006757250;5
130323;21957506757750;5
130324;21955006757750;8
130325;21962506757750;6
130326;21962506758000;2
130327;21965006758000;2
130328;21960006758000;2
130329;21992506760250;7
130330;21990006760250;3
130331;21995006760500;4
130332;21990006760500;1
130333;21987506760750;2
130334;21985006761000;2
130335;21995006760750;5
130336;21990006761000;4
130337;21990006761250;4
130338;21980006761750;1
130339;21980006762000;6
130340;21980006762250;5
130341;21977506762250;1
130342;22030006760000;1
130343;22030006760500;4
130344;22030006760750;2
130345;22027506761000;2
130346;22030006761000;2
130347;22027506761250;2
130348;22000006760750;4
130349;22012506761500;3
130350;22005006761250;1
130351;22012506761750;2
130352;22015006762000;2
130353;22012506762250;2
130354;22000006762250;3
130355;22007506761750;1
130356;22012506762750;1
130357;22002506763000;3
130358;22007506763250;8
130359;22002506763250;8
130360;22000006763000;2
130361;21997506763500;4
130362;22000006763500;16
130363;21997506763750;6
130364;22000006763750;5
130365;21982506761500;10
130366;21987506761750;7
130367;21992506763750;2
130368;21995006763750;4
130369;21992506764000;5
130370;21995006764000;2
130371;21990006764250;3
130372;21990006764500;3
130373;21985006764250;1
130374;21987506764500;3
130375;21982506764500;4
130376;21987506764750;3
130377;22035006763500;1
130378;22037506764000;1
130379;22002506763500;10
130380;22002506763750;7
130381;22000006764000;5
130382;21985006765000;3
130383;21987506765000;6
130384;21985006765250;9
130385;21982506765500;5
130386;21985006765500;5
130387;21982506765750;2
130388;21982506766000;1
130389;21985006766250;1
130390;21982506766250;4
130391;21980006766000;21
130392;21975006766250;2
130393;21977506766250;2
130394;21980006766250;12
130395;21977506766500;26
130396;21975006766500;25
130397;21975006766750;75
130398;21980006766750;2
130399;21977506766750;31
130400;21977506767000;10
130401;21975006767000;5
130402;21980006767000;13
130403;21980006767250;2
130404;21982506766750;4
130405;21957506766250;12
130406;21972506766250;3
130407;21970006766500;1
130408;21972506766500;8
130409;21920006766000;1
130410;21917506766250;2
130411;21925006766500;3
130412;21927506766750;12
130413;21925006766750;7
130414;21930006767000;3
130415;21927506767250;1
130416;21930006767250;6
130417;21940006766750;5
130418;21942506767000;1
130419;21940006767000;5
130420;21942506767250;6
130421;21935006767000;3
130422;21935006767250;4
130423;21932506767250;1
130424;21942506767500;5
130425;21940006767500;12
130426;21937506767250;2
130427;21932506767500;3
130428;21937506767500;4
130429;21937506767750;1
130430;21932506767750;10
130431;21935006768000;2
130432;21932506768000;5
130433;21962506766750;11
130434;21965006766750;5
130435;21962506767000;24
130436;21965006767000;36
130437;21955006766250;1
130438;21960006766250;3
130439;21960006766500;5
130440;21955006766500;4
130441;21957506766750;2
130442;21955006766750;19
130443;21967506766500;4
130444;21967506766750;36
130445;21970006766750;47
130446;21972506766750;12
130447;21967506767000;13
130448;21972506767000;37
130449;21972506767250;10
130450;21947506767250;6
130451;21960006767500;2
130452;21962506767250;2
130453;21965006767750;4
130454;21965006768000;19
130455;21962506768000;1
130456;21965006768250;1
130457;21962506768250;10
130458;21972506767500;23
130459;21970006767500;36
130460;21967506767750;50
130461;21970006767750;53
130462;21972506767750;17
130463;21970006768000;8
130464;21967506768000;19
130465;21972506768000;1
130466;21972506768250;8
130467;21960006768250;10
130468;21957506768250;4
130469;21960006768500;2
130470;21957506768500;5
130471;21955006768500;4
130472;21952506768750;4
130473;21950006768750;3
130474;21910006766750;1
130475;21905006767000;1
130476;21907506767250;7
130477;21922506766750;1
130478;21922506767000;1
130479;21920006767000;3
130480;21922506767250;4
130481;21920006767250;1
130482;21922506767500;3
130483;21920006767500;5
130484;21917506767000;5
130485;21915006767250;5
130486;21917506767250;1
130487;21917506767500;2
130488;21905006767250;1
130489;21907506767500;4
130490;21910006767750;3
130491;21912506767750;1
130492;21912506768000;16
130493;21917506768250;8
130494;21915006768250;5
130495;21912506768250;7
130496;21930006767500;4
130497;21927506767500;3
130498;21925006767500;1
130499;21930006767750;4
130500;21925006767750;7
130501;21927506768000;5
130502;21930006768000;6
130503;21925006768000;15
130504;21920006767750;3
130505;21922506767750;8
130506;21920006768000;3
130507;21920006768250;1
130508;21922506768750;3
130509;21907506768250;5
130510;21910006768250;5
130511;21910006768500;10
130512;21910006768750;11
130513;21910006769000;5
130514;21925006768250;5
130515;21930006768750;4
130516;21925006769000;1
130517;21915006768500;6
130518;21917506768500;13
130519;21912506768500;6
130520;21912506768750;4
130521;21915006768750;2
130522;21912506769000;3
130523;21912506769250;7
130524;21972506768500;4
130525;21970006768500;12
130526;21972506768750;16
130527;21967506768750;10
130528;21970006768750;2
130529;21962506768750;3
130530;21965006769000;4
130531;21955006768750;4
130532;21952506769000;2
130533;21947506769250;3
130534;21935006768500;4
130535;21945006769500;11
130536;21942506769750;8
130537;21935006770250;7
130538;21932506770500;3
130539;21935006770500;6
130540;21932506771250;6
130541;21932506771500;8
130542;21910006769500;4
130543;21922506769000;1
130544;21915006769250;1
130545;21912506769500;5
130546;21912506769750;3
130547;21910006770000;4
130548;21910006770500;3
130549;21912506770750;1
130550;21910006770750;2
130551;21930006771000;1
130552;21927506771250;2
130553;21927506771500;2
130554;22065006762000;5
130555;22080006761750;3
130556;22080006762000;6
130557;22082506762250;1
130558;22070006762750;1
130559;22072506763000;4
130560;22070006763000;2
130561;22075006762750;1
130562;22077506762750;2
130563;22065006763250;6
130564;22092506764000;9
130565;22092506764250;11
130566;22092506764500;4
130567;22095006764000;4
130568;22095006764250;2
130569;22095006764750;2
130570;22102506764750;2
130571;22095006765250;5
130572;22095006765500;2
130573;22107506764750;1
130574;22087506765000;4
130575;22087506765250;1
130576;22092506765500;3
130577;22092506765750;6
130578;22090006766000;6
130579;22092506766000;6
130580;22090006766250;11
130581;22092506766250;2
130582;22087506766250;3
130583;22095006765750;6
130584;22095006766000;14
130585;22097506766250;1
130586;22097506766500;3
130587;22085006765000;2
130588;22085006765250;1
130589;22080006765500;1
130590;22077506765500;5
130591;22085006765500;4
130592;22082506765750;2
130593;22085006765750;2
130594;22085006766250;3
130595;22082506766500;5
130596;22085006766500;2
130597;22080006766000;6
130598;22077506766750;2
130599;22082506766750;3
130600;22082506768250;6
130601;22095006766500;4
130602;22095006766750;5
130603;22095006767000;1
130604;22097506767250;2
130605;22090006766500;4
130606;22092506766500;7
130607;22087506766500;2
130608;22092506766750;3
130609;22090006766750;2
130610;22092506767000;5
130611;22090006767250;1
130612;22092506767250;2
130613;22092506767500;5
130614;22092506767750;1
130615;22090006767750;3
130616;22090006768000;1
130617;22097506767500;2
130618;22097506767750;2
130619;22095006768000;2
130620;22097506768000;1
130621;22087506768250;2
130622;22092506768500;3
130623;22090006768500;2
130624;22097506768250;1
130625;22092506769000;5
130626;22087506769000;1
130627;22087506769250;2
130628;22090006769500;1
130629;22082506771500;4
130630;22085006771500;6
130631;22095006769500;1
130632;22090006769750;1
130633;22092506770000;2
130634;22087506770250;4
130635;22090006771000;2
130636;22087506771250;4
130637;22090006771250;1
130638;22087506771500;2
130639;22087506771750;3
130640;22090006772000;6
130641;22077506772000;2
130642;22077506772250;3
130643;22085006771750;1
130644;22070006772750;2
130645;22065006772750;3
130646;22090006772250;4
130647;22087506772750;3
130648;22090006773500;4
130649;22092506773750;8
130650;22090006773750;5
130651;22105006774000;1
130652;22095006773750;3
130653;22102506774000;2
130654;22102506774250;1
130655;22105006774250;1
130656;22107506774500;1
130657;22087506774000;5
130658;22090006774000;5
130659;22087506774500;2
130660;22085006773500;7
130661;22085006773750;1
130662;22082506774000;5
130663;22062506774500;1
130664;22080006774750;1
130665;22080006775000;2
130666;22082506774750;1
130667;22085006775000;1
130668;22060006775000;1
130669;21977506767250;8
130670;21975006767500;2
130671;21980006767500;2
130672;21977506767500;4
130673;21975006767750;12
130674;21975006768000;3
130675;21975006768250;4
130676;21977506768500;4
130677;21987506769000;2
130678;21975006770250;1
130679;21907506771750;6
130680;21907506772000;5
130681;21925006771500;7
130682;21927506771750;5
130683;21925006771750;4
130684;21930006771750;11
130685;21925006772000;5
130686;21927506772000;6
130687;21930006772000;7
130688;21922506772000;8
130689;21920006772250;49
130690;21922506772250;17
130691;21922506772500;4
130692;21920006772500;15
130693;21917506772250;16
130694;21912506772250;1
130695;21917506772500;49
130696;21907506772750;2
130697;21910006772750;8
130698;21907506773000;4
130699;21910006773000;36
130700;21912506772750;8
130701;21917506772750;39
130702;21915006772750;39
130703;21912506773000;64
130704;21915006773000;62
130705;21917506773000;47
130706;21912506773250;56
130707;21915006773250;45
130708;21917506773250;9
130709;21925006772750;3
130710;21922506772750;1
130711;21920006772750;2
130712;21920006773000;15
130713;21920006773250;3
130714;21905006773250;13
130715;21907506773250;74
130716;21910006773250;114
130717;21907506773500;24
130718;21905006773500;21
130719;21910006773500;1
130720;21915006773500;2
130721;21912506773500;3
130722;21905006774000;23
130723;21905006774250;5
130724;21907506774500;4
130725;21905006774500;10
130726;21910006774750;1
130727;21905006774750;3
130728;21910006775000;6
130729;21907506775000;20
130730;21905006775000;1
130731;21922506776250;1
130732;21952506779250;1
130733;21952506779750;5
130734;21912506780250;1
130735;21965006781750;1
130736;21972506782000;16
130737;21970006782000;1
130738;21972506782250;4
130739;22052506775000;2
130740;22050006775250;4
130741;22045006776500;4
130742;22015006779000;2
130743;22012506779000;2
130744;22012506779250;1
130745;22015006779250;8
130746;22012506779500;2
130747;22037506777500;3
130748;22037506777750;6
130749;22037506778000;2
130750;22037506778250;3
