ï»¿ogc_fid;ssbid250m;pop_tot
68385;22460006709000;5
68386;22460006709250;2
68387;22465006712750;1
68388;22275006707000;2
68389;22275006707250;3
68390;22277506707500;2
68391;22277506707750;2
68392;22277506708000;8
68393;22280006708500;2
68394;22280006708750;11
68395;22275006708250;2
68396;22277506708250;7
68397;22277506708500;2
68398;22277506708750;20
68399;22280006709000;4
68400;22282506709500;1
68401;22300006708000;6
68402;22295006707750;8
68403;22297506708250;1
68404;22300006708250;11
68405;22302506709000;6
68406;22302506709250;4
68407;22302506709500;1
68408;22280006710750;1
68409;22277506710750;1
68410;22275006711000;7
68411;22272506711000;1
68412;22275006711250;1
68413;22270006710750;4
68414;22275006711500;4
68415;22275006711750;2
68416;22267506711500;2
68417;22267506711750;1
68418;22270006712000;8
68419;22265006712250;1
68420;22267506712250;1
68421;22265006712500;1
68422;22302506710250;1
68423;22297506710500;4
68424;22295006710750;1
68425;22290006711250;2
68426;22282506712250;1
68427;22285006713000;3
68428;22285006713500;2
68429;22285006714000;2
68430;22267506714250;2
68431;22290006713500;2
68432;22287506714250;1
68433;22292506714250;4
68434;22287506714750;4
68435;22290006715000;1
68436;22297506715000;1
68437;22295006715000;2
68438;22292506715000;2
68439;22292506715250;6
68440;22292506715750;3
68441;22292506716500;5
68442;22295006716500;2
68443;22300006716000;2
68444;22507506706500;13
68445;22510006706750;2
68446;22505006706750;3
68447;22507506706750;2
68448;22510006707000;7
68449;22505006707000;4
68450;22497506706750;4
68451;22500006707000;1
68452;22510006707500;9
68453;22510006707750;1
68454;22507506707750;2
68455;22507506708000;5
68456;22505006708000;9
68457;22500006707750;2
68458;22497506708000;9
68459;22502506708000;5
68460;22502506708250;17
68461;22495006708250;1
68462;22507506708250;8
68463;22510006708500;5
68464;22505006708500;4
68465;22507506708500;23
68466;22510006708750;4
68467;22505006708750;6
68468;22507506708750;5
68469;22502506708750;3
68470;22507506709000;8
68471;22507506709250;4
68472;22510006709500;3
68473;22502506709000;1
68474;22500006709250;5
68475;22502506709750;3
68476;22505006710000;3
68477;22507506710250;8
68478;22505006710250;5
68479;22510006710250;3
68480;22507506710500;6
68481;22505006710500;3
68482;22502506710000;2
68483;22502506710250;1
68484;22507506710750;7
68485;22507506711000;4
68486;22510006711250;18
68487;22507506711250;9
68488;22510006711500;13
68489;22512506709000;3
68490;22512506709500;5
68491;22525006709500;2
68492;22530006709500;2
68493;22532506709500;9
68494;22532506710250;1
68495;22512506710500;6
68496;22525006710000;6
68497;22530006710250;2
68498;22530006710500;3
68499;22527506710500;5
68500;22527506710750;4
68501;22530006711000;2
68502;22527506711000;6
68503;22515006710750;1
68504;22515006711000;11
68505;22512506711000;8
68506;22517506711250;7
68507;22517506711500;6
68508;22525006710750;2
68509;22525006711000;5
68510;22525006711250;9
68511;22525006711500;15
68512;22530006711250;7
68513;22527506711250;9
68514;22527506711500;6
68515;22530006711500;2
68516;22527506711750;2
68517;22530006711750;8
68518;22515006711500;20
68519;22517506711750;5
68520;22510006711750;8
68521;22507506711750;2
68522;22505006712000;3
68523;22507506712000;4
68524;22507506712250;2
68525;22502506712000;2
68526;22502506712250;2
68527;22505006712250;2
68528;22505006712500;4
68529;22502506712500;5
68530;22502506712750;6
68531;22502506713000;3
68532;22505006713750;3
68533;22525006711750;8
68534;22520006712000;5
68535;22525006712000;32
68536;22522506712000;9
68537;22525006712250;8
68538;22522506712250;12
68539;22527506712000;29
68540;22527506712250;2
68541;22532506712750;1
68542;22512506712750;4
68543;22517506712750;3
68544;22515006712750;5
68545;22512506713000;7
68546;22515006713000;12
68547;22522506712500;3
68548;22525006712500;4
68549;22520006712500;7
68550;22525006712750;1
68551;22520006712750;2
68552;22527506712750;2
68553;22527506713250;4
68554;22520006713250;5
68555;22522506713500;3
68556;22525006713500;5
68557;22520006713500;4
68558;22522506713750;5
68559;22520006713750;5
68560;22515006713250;13
68561;22517506713250;5
68562;22515006713500;7
68563;22517506713750;10
68564;22515006713750;1
68565;22532506714250;4
68566;22517506714250;1
68567;22515006714250;1
68568;22517506714500;2
68569;22502506713250;2
68570;22500006713250;2
68571;22497506713500;6
68572;22502506713500;6
68573;22497506713750;4
68574;22500006713750;7
68575;22500006714000;2
68576;22487506714250;2
68577;22490006714250;6
68578;22495006714250;1
68579;22495006714500;17
68580;22495006714750;20
68581;22497506714000;10
68582;22500006714250;3
68583;22497506714250;2
68584;22500006714500;6
68585;22497506714500;2
68586;22490006714750;6
68587;22492506715250;5
68588;22495006715500;4
68589;22492506715750;5
68590;22492506716000;6
68591;22487506715250;8
68592;22487506715500;3
68593;22487506715750;6
68594;22532506714500;8
68595;22515006714750;7
68596;22512506715000;2
68597;22515006715000;3
68598;22512506715250;2
68599;22515006715500;8
68600;22515006715750;4
68601;22485006716500;5
68602;22447506710750;1
68603;22465006713750;1
68604;22465006714250;2
68605;22465006714500;2
68606;22462506715000;4
68607;22460006715500;4
68608;22457506715750;4
68609;22457506716500;4
68610;22450006716750;2
68611;22407506714500;3
68612;22405006714750;1
68613;22400006716750;4
68614;22437506717000;1
68615;22435006717250;7
68616;22437506717250;2
68617;22430006717250;3
68618;22422506717500;5
68619;22420006717750;8
68620;22422506717750;2
68621;22420006718000;5
68622;22482506716500;4
68623;22480006716750;1
68624;22477506717250;2
68625;22480006717250;4
68626;22477506717500;1
68627;22475006717750;4
68628;22472506717750;11
68629;22472506718000;9
68630;22470006718000;3
68631;22417506717500;3
68632;22417506717750;16
68633;22417506718000;9
68634;22410006718250;2
68635;22405006718500;1
68636;22412506718250;3
68637;22415006718250;6
68638;22417506718250;6
68639;22412506718500;6
68640;22412506718750;2
68641;22415006718750;8
68642;22412506719000;15
68643;22402506718750;4
68644;22405006718750;5
68645;22407506718750;7
68646;22410006719000;25
68647;22407506719000;3
68648;22415006719250;1
68649;22412506719250;1
68650;22415006719500;1
68651;22442506717250;4
68652;22445006717250;3
68653;22450006717000;10
68654;22457506718750;1
68655;22455006718750;1
68656;22442506718750;2
68657;22452506718750;3
68658;22452506719000;2
68659;22440006717250;1
68660;22440006717500;2
68661;22427506717500;1
68662;22440006718500;3
68663;22435006719750;5
68664;22432506719500;4
68665;22437506720000;1
68666;22435006720250;3
68667;22440006720250;2
68668;22437506720500;18
68669;22435006720500;5
68670;22322506718250;2
68671;22322506718500;2
68672;22320006718250;2
68673;22297506716750;3
68674;22292506716750;1
68675;22297506717000;2
68676;22295006717250;1
68677;22300006718000;2
68678;22297506717500;3
68679;22297506717750;6
68680;22300006718250;2
68681;22302506718250;1
68682;22302506718500;4
68683;22345006719250;2
68684;22325006721500;2
68685;22322506721500;2
68686;22382506716000;2
68687;22390006716000;3
68688;22392506715750;1
68689;22392506716000;2
68690;22392506716250;4
68691;22392506716500;3
68692;22390006717750;3
68693;22392506717750;5
68694;22375006718500;5
68695;22375006718750;6
68696;22372506719750;1
68697;22377506718750;7
68698;22377506719250;5
68699;22370006719500;2
68700;22367506719750;2
68701;22365006719750;4
68702;22365006720000;4
68703;22365006720250;4
68704;22375006719750;2
68705;22362506720500;1
68706;22365006721000;2
68707;22467506718250;1
68708;22465006718250;1
68709;22417506719750;4
68710;22415006720000;2
68711;22417506720500;2
68712;22415006720750;11
68713;22417506720750;3
68714;22417506721250;3
68715;22417506721750;6
68716;22417506722250;4
68717;22417506723000;8
68718;22432506720000;3
68719;22432506720250;5
68720;22432506720500;2
68721;22437506720750;1
68722;22440006720750;1
68723;22435006720750;1
68724;22435006721000;4
68725;22437506721000;1
68726;22440006721250;2
68727;22437506721250;1
68728;22435006721250;5
68729;22420006721750;3
68730;22437506721500;1
68731;22437506721750;7
68732;22440006721750;1
68733;22440006722250;1
68734;22437506722250;1
68735;22440006722500;4
68736;22440006722750;8
68737;22442506720500;3
68738;22445006721500;1
68739;22442506721750;3
68740;22442506722000;6
68741;22442506723000;1
68742;22417506723750;3
68743;22417506724000;2
68744;22417506724500;3
68745;22417506724750;5
68746;22442506723250;5
68747;22442506723500;5
68748;22445006723500;30
68749;22442506723750;16
68750;22445006723750;19
68751;22445006724000;1
68752;22445006724250;2
68753;22445006724500;1
68754;22442506724750;2
68755;22450006725250;1
68756;22450006725500;11
68757;22445006725000;6
68758;22447506725250;4
68759;22420006724750;1
68760;22420006725750;1
68761;22420006726000;4
68762;22425006726000;4
68763;22427506726750;2
68764;22427506727000;1
68765;22432506727250;6
68766;22437506727000;2
68767;22435006727000;4
68768;22425006726500;1
68769;22422506726750;1
68770;22425006726750;1
68771;22422506727500;2
68772;22435006727250;4
68773;22435006727750;2
68774;22430006727250;4
68775;22427506727500;3
68776;22265006725750;1
68777;22157506696500;1
68778;22160006697250;1
68779;22162506697500;5
68780;22180006697750;1
68781;22157506699750;5
68782;22165006699500;2
68783;22165006699750;12
68784;22165006700000;1
68785;22162506700250;1
68786;22157506700000;11
68787;22155006700000;5
68788;22157506700250;1
68789;22155006700250;2
68790;22157506700500;7
68791;22167506700000;2
68792;22170006700250;1
68793;22162506700500;2
68794;22160006700750;5
68795;22160006701000;1
68796;22157506700750;3
68797;22157506701000;2
68798;22150006700500;3
68799;22145006702000;5
68800;22145006702250;1
68801;22145006702500;2
68802;22147506702750;2
68803;22145006703000;5
68804;22147506703000;1
68805;22152506702500;2
68806;22157506702500;1
68807;22155006703000;2
68808;22155006703250;5
68809;22152506703500;2
68810;22262506712000;2
68811;22260006712250;3
68812;22145006704250;3
68813;22147506704500;2
68814;22145006704500;1
68815;22145006704750;5
68816;22147506704750;5
68817;22140006705250;3
68818;22137506705250;2
68819;22262506713000;1
68820;22262506713250;4
68821;22262506714000;1
68822;22255006715750;4
68823;22212506722750;5
68824;22207506723500;3
68825;22205006723500;4
68826;22152506723000;2
68827;22170006723500;4
68828;22180006724000;1
68829;22175006723750;2
68830;22252506721750;1
68831;22245006723750;2
68832;22262506723750;8
68833;22250006723750;4
68834;22255006723750;3
68835;22232506723000;2
68836;22240006722750;1
68837;22227506723500;10
68838;22220006723750;4
68839;22220006724000;1
68840;22232506723250;1
68841;22230006723750;2
68842;22240006724250;5
68843;22225006724250;2
68844;22227506724250;6
68845;22227506724500;2
68846;22230006724250;1
68847;22235006724250;15
68848;22207506723750;2
68849;22202506724000;2
68850;22257506724000;10
68851;22260006724250;1
68852;22257506724250;17
68853;22257506724500;2
68854;22257506724750;6
68855;22260006724750;2
68856;22252506724250;16
68857;22250006724250;40
68858;22252506724500;32
68859;22250006724500;17
68860;22255006724500;5
68861;22250006724750;1
68862;22247506724250;6
68863;22247506724500;3
68864;22257506725000;1
68865;22252506724750;6
68866;22250006725000;14
68867;22250006725250;17
68868;22250006725500;4
68869;22255006725500;4
68870;22247506725500;1
68871;22247506725750;4
68872;22247506726000;1
68873;22252506725750;2
68874;22250006725750;1
68875;22255006725750;3
68876;22250006726000;2
68877;22255006726000;2
68878;22252506726250;2
68879;22262506725750;6
68880;22260006726000;6
68881;22257506726000;9
68882;22257506726250;10
68883;22260006726250;5
68884;22260006726500;6
68885;22257506726500;5
68886;22257506727250;2
68887;22255006726750;1
68888;22252506727250;5
68889;22247506726500;2
68890;22262506727500;1
68891;22262506727750;4
68892;22247506728750;1
68893;22255006728500;4
68894;22255006728750;3
68895;22255006729250;1
68896;22255006729750;1
68897;22257506729500;1
68898;22247506729250;1
68899;22242506729500;1
68900;22240006729500;3
68901;22240006729750;2
68902;22240006730000;2
68903;22235006730000;1
68904;22230006730500;3
68905;22212506731250;1
68906;22210006731500;4
68907;22212506731500;4
68908;22212506731750;2
68909;22212506732000;1
68910;22207506732500;1
68911;22165006723250;2
68912;22157506723250;1
68913;22157506723500;1
68914;22157506723750;4
68915;22165006723750;1
68916;22170006723750;2
68917;22152506724500;1
68918;22137506723500;3
68919;22140006723500;5
68920;22142506723750;7
68921;22137506723750;4
68922;22140006723750;11
68923;22150006723500;7
68924;22145006723500;8
68925;22145006723750;2
68926;22147506723750;3
68927;22130006724250;2
68928;22137506724000;1
68929;22150006724500;4
68930;22182506724250;3
68931;22172506724000;3
68932;22130006728250;7
68933;22145006734500;1
68934;22150006734750;1
68935;22147506734750;6
68936;22122506729750;11
68937;22122506730000;7
68938;22120006730000;5
68939;22117506730000;1
68940;22120006730250;7
68941;22122506730250;19
68942;22125006729750;2
68943;22125006730000;19
68944;22125006730250;2
68945;22125006730500;1
68946;22122506730500;11
68947;22120006730500;14
68948;22122506730750;6
68949;22120006730750;1
68950;22117506731000;2
68951;22120006731000;6
68952;22112506731000;2
68953;22115006731250;1
68954;22115006731500;2
68955;22125006731000;5
68956;22122506731500;2
68957;22117506731500;7
68958;22117506731750;6
68959;22122506731750;3
68960;22120006731750;2
68961;22117506732000;4
68962;22115006731750;1
68963;22112506731750;5
68964;22110006731750;7
68965;22112506732000;8
68966;22110006732000;3
68967;22115006732000;1
68968;22110006732250;7
68969;22115006732500;1
68970;22077506732000;3
68971;22107506731250;5
68972;22105006732000;4
68973;22107506732000;5
68974;22102506732000;7
68975;22102506732250;3
68976;22107506732250;5
68977;22100006732250;5
68978;22097506732250;1
68979;22105006732250;4
68980;22107506732500;4
68981;22102506732500;1
68982;22092506732500;4
68983;22087506732750;1
68984;22092506732750;2
68985;22087506733000;3
68986;22095006732500;11
68987;22100006732500;4
68988;22100006732750;4
68989;22095006732750;2
68990;22095006733000;3
68991;22080006733000;4
68992;22085006733000;6
68993;22082506733000;1
68994;22085006733250;4
68995;22082506733250;2
68996;22082506733500;9
68997;22085006733500;8
68998;22080006733500;5
68999;22080006733750;2
69000;22080006734000;2
69001;22077506734000;5
69002;22072506734250;4
69003;22070006734250;4
69004;22070006734500;2
69005;22070006734750;1
69006;22060006734250;1
69007;22117506732500;2
69008;22090006733000;1
69009;22092506733250;2
69010;22087506733250;1
69011;22090006733250;2
69012;22087506733500;3
69013;22097506733250;4
69014;22097506733500;2
69015;22095006733500;3
69016;22095006734750;2
69017;22092506735000;1
69018;22080006734250;3
69019;22075006734250;5
69020;22075006734500;1
69021;22125006736000;4
69022;22125006736250;1
69023;22127506736250;1
69024;22127506736500;9
69025;22127506737500;1
69026;22122506738000;7
69027;22222506730500;1
69028;22220006730750;2
69029;22215006731000;1
69030;22217506731000;1
69031;22215006731250;6
69032;22215006731500;5
69033;22215006732250;2
69034;22215006732500;2
69035;22212506733000;5
69036;22212506733250;4
69037;22200006733250;3
69038;22200006733500;2
69039;22195006733750;4
69040;22202506733250;3
69041;22205006733250;6
69042;22202506733500;8
69043;22210006734250;2
69044;22197506734000;5
69045;22197506734250;8
69046;22195006734250;6
69047;22195006734500;44
69048;22212506734250;1
69049;22207506734250;1
69050;22535006714500;13
69051;22537506714750;2
69052;22535006714750;3
69053;22540006715250;2
69054;22540006715500;4
69055;22537506715000;9
69056;22537506715250;2
69057;22535006715250;2
69058;22535006715500;4
69059;22547506716250;1
69060;22540006715750;4
69061;22542506715750;3
69062;22545006716000;3
69063;22542506716000;3
69064;22540006716000;13
69065;22540006716250;3
69066;22542506716500;4
69067;22547506716750;2
69068;22547506717000;2
69069;22610006715750;1
69070;22610006716000;3
69071;22602506717500;6
69072;22600006717500;2
69073;22602506717750;5
69074;22540006716500;2
69075;22545006716500;8
69076;22592506718000;2
69077;22595006719250;4
69078;22595006719750;2
69079;22615006717500;2
69080;22615006717750;6
69081;22615006718000;3
69082;22615006718250;1
69083;22602506718250;7
69084;22602506718500;9
69085;22602506718750;6
69086;22615006718750;2
69087;22602506719000;2
69088;22602506719500;13
69089;22602506719750;6
69090;22602506720000;1
69091;22602506720250;7
69092;22602506720500;8
69093;22605006720250;2
69094;22747506726500;3
69095;22742506727250;4
69096;22745006726500;2
69097;22745006726750;5
69098;22745006727000;4
69099;22747506727000;2
69100;22745006727250;5
69101;22747506727250;5
69102;22750006727500;3
69103;22745006727500;8
69104;22747506727500;4
69105;22747506727750;1
69106;22750006727750;13
69107;22750006728000;6
69108;22695006725750;4
69109;22690006725750;3
69110;22695006726000;6
69111;22692506726000;4
69112;22695006726250;6
69113;22692506726250;4
69114;22695006726500;2
69115;22695006726750;3
69116;22695006727000;3
69117;22690006727000;6
69118;22690006727250;2
69119;22695006727250;3
69120;22695006727500;19
69121;22692506727500;10
69122;22690006727500;11
69123;22785006721750;2
69124;22752506726250;3
69125;22772506726500;3
69126;22770006726500;2
69127;22772506726750;5
69128;22770006726750;9
69129;22775006726750;4
69130;22775006727250;1
69131;22752506726750;2
69132;22755006727000;2
69133;22752506727000;9
69134;22752506727250;7
69135;22757506727250;5
69136;22760006727250;2
69137;22770006727000;2
69138;22772506727250;3
69139;22770006727250;1
69140;22772506727500;8
69141;22767506727500;12
69142;22772506727750;10
69143;22755006727500;2
69144;22757506727500;3
69145;22752506727500;8
69146;22752506727750;9
69147;22755006727750;3
69148;22757506727750;16
69149;22757506728000;32
69150;22755006728000;39
69151;22762506727250;6
69152;22762506727750;11
69153;22765006727750;12
69154;22760006727750;2
69155;22775006727500;1
69156;22775006727750;4
69157;22775006728000;2
69158;22775006728250;1
69159;22777506728250;16
69160;22777506728500;14
69161;22625006718250;2
69162;22625006718500;4
69163;22620006718250;5
69164;22617506718500;3
69165;22622506718500;6
69166;22620006718750;3
69167;22617506719000;6
69168;22617506719250;3
69169;22617506719500;12
69170;22617506719750;9
69171;22627506719500;2
69172;22620006720000;4
69173;22617506720000;2
69174;22622506720250;7
69175;22617506720250;6
69176;22627506719750;1
69177;22675006721000;7
69178;22680006722000;1
69179;22647506721750;1
69180;22645006722000;2
69181;22647506722000;3
69182;22647506722250;4
69183;22650006722250;2
69184;22650006722500;7
69185;22635006721000;1
69186;22637506721250;1
69187;22617506721500;2
69188;22620006721750;5
69189;22617506722000;4
69190;22620006722250;7
69191;22627506721750;1
69192;22617506722250;2
69193;22617506722500;7
69194;22620006722750;1
69195;22617506723000;4
69196;22672506722000;1
69197;22675006722750;3
69198;22677506722750;5
69199;22677506723000;8
69200;22672506723000;7
69201;22670006723000;1
69202;22675006723250;10
69203;22677506723500;2
69204;22675006723500;1
69205;22677506723750;2
69206;22675006724000;8
69207;22672506723250;5
69208;22670006723500;1
69209;22672506723500;41
69210;22670006723750;3
69211;22667506723750;4
69212;22670006724000;2
69213;22682506723750;6
69214;22680006724000;7
69215;22677506724000;8
69216;22680006724250;1
69217;22680006724750;2
69218;22667506724000;1
69219;22672506724000;7
69220;22670006724250;2
69221;22667506724250;4
69222;22672506724250;1
69223;22672506724500;1
69224;22665006723000;3
69225;22660006723000;4
69226;22655006722750;3
69227;22657506722750;2
69228;22657506723000;3
69229;22652506722750;3
69230;22650006723000;11
69231;22652506723000;2
69232;22652506723250;1
69233;22662506723250;3
69234;22665006723250;4
69235;22660006723500;9
69236;22665006723500;2
69237;22660006723750;12
69238;22650006723750;3
69239;22652506723750;14
69240;22650006724000;2
69241;22647506724000;2
69242;22655006724000;1
69243;22657506724250;4
69244;22657506724500;16
69245;22655006724500;2
69246;22660006724250;12
69247;22660006724500;12
69248;22662506724500;2
69249;22665006724750;4
69250;22662506724750;14
69251;22650006724500;7
69252;22652506724500;2
69253;22660006725000;3
69254;22662506725000;3
69255;22662506725250;29
69256;22660006725250;5
69257;22665006725500;4
69258;22662506725500;14
69259;22657506725000;3
69260;22655006725000;6
69261;22655006725250;2
69262;22657506725250;6
69263;22655006725500;1
69264;22657506725500;13
69265;22657506725750;5
69266;22655006726000;2
69267;22617506723250;5
69268;22620006723500;1
69269;22617506723500;5
69270;22617506723750;5
69271;22617506724000;1
69272;22620006724250;7
69273;22617506724500;1
69274;22617506725000;2
69275;22680006725000;5
69276;22677506725250;6
69277;22680006725250;10
69278;22677506725500;1
69279;22675006725500;2
69280;22680006725500;8
69281;22670006725000;2
69282;22667506725250;6
69283;22682506725500;9
69284;22687506725750;2
69285;22682506725750;3
69286;22675006726250;7
69287;22677506726250;3
69288;22675006726500;10
69289;22672506725750;6
69290;22667506725750;4
69291;22672506726000;2
69292;22667506726000;6
69293;22670006726000;4
69294;22667506726250;2
69295;22670006726250;2
69296;22672506726250;4
69297;22682506726000;1
69298;22685006726000;6
69299;22685006726250;7
69300;22687506726250;4
69301;22687506726500;6
69302;22685006726750;15
69303;22675006726750;7
69304;22677506726750;18
69305;22680006727000;3
69306;22677506727000;20
69307;22675006727000;4
69308;22667506726500;1
69309;22672506726500;2
69310;22667506726750;3
69311;22672506727000;1
69312;22670006727250;2
69313;22682506726750;7
69314;22687506726750;2
69315;22687506727000;4
69316;22682506727000;6
69317;22682506727250;2
69318;22687506727250;3
69319;22682506727500;22
69320;22627506726250;4
69321;22630006726250;5
69322;22630006726500;3
69323;22637506726000;6
69324;22635006726000;3
69325;22632506726000;5
69326;22632506726250;7
69327;22637506726250;2
69328;22635006726250;2
69329;22622506726500;4
69330;22622506726750;1
69331;22617506726750;1
69332;22617506727250;2
69333;22627506726500;2
69334;22592506721750;6
69335;22595006722000;4
69336;22595006722250;3
69337;22592506722500;1
69338;22592506722750;5
69339;22587506722500;1
69340;22565006722750;2
69341;22567506722750;3
69342;22570006722750;4
69343;22572506722750;2
69344;22572506723000;6
69345;22570006723000;3
69346;22602506720750;15
69347;22600006720750;1
69348;22600006721000;2
69349;22602506721000;11
69350;22602506721250;2
69351;22600006721250;9
69352;22597506721500;1
69353;22600006721500;6
69354;22597506721750;4
69355;22602506721750;2
69356;22600006721750;3
69357;22600006722000;1
69358;22597506722000;7
69359;22600006722250;4
69360;22602506722250;4
69361;22600006722500;4
69362;22597506722750;1
69363;22602506722750;3
69364;22600006723000;2
69365;22597506723000;4
69366;22602506723000;6
69367;22615006722500;5
69368;22612506722750;5
69369;22600006723250;2
69370;22600006723750;5
69371;22587506724500;5
69372;22587506724750;2
69373;22595006724250;3
69374;22575006724500;9
69375;22577506724500;1
69376;22575006724750;1
69377;22585006724750;4
69378;22577506724750;3
69379;22575006725500;2
69380;22595006725000;2
69381;22595006725250;3
69382;22570006723750;2
69383;22570006724750;5
69384;22567506724500;1
69385;22570006725000;1
69386;22572506725250;1
69387;22615006724000;7
69388;22615006724250;1
69389;22615006724500;2
69390;22615006724750;4
69391;22597506724000;3
69392;22600006724000;1
69393;22602506724250;4
69394;22597506724250;4
69395;22600006724250;2
69396;22597506724500;2
69397;22597506725000;2
69398;22615006725000;8
69399;22612506725250;1
69400;22615006725250;19
69401;22615006725500;7
69402;22612506725500;2
69403;22615006725750;6
69404;22612506726000;2
69405;22615006726000;4
69406;22602506726250;3
69407;22610006726750;4
69408;22612506726250;7
69409;22615006726250;2
69410;22612506726500;2
69411;22615006726500;4
69412;22612506726750;2
69413;22615006726750;2
69414;22612506727000;2
69415;22615006727250;8
69416;22600006726750;2
69417;22602506726750;9
69418;22592506726000;2
69419;22580006725750;4
69420;22575006725750;8
69421;22577506725750;2
69422;22592506727500;2
69423;22587506727500;1
69424;22587506727750;3
69425;22587506728500;2
69426;22585006728500;46
69427;22582506728500;11
69428;22582506728750;2
69429;22587506728750;34
69430;22585006728750;50
69431;22587506729000;86
69432;22650006725250;3
69433;22652506725750;2
69434;22650006726000;1
69435;22652506726000;1
69436;22665006725750;5
69437;22665006726000;4
69438;22660006726000;9
69439;22662506726250;10
69440;22660006726250;2
69441;22665006726250;8
69442;22662506726500;5
69443;22665006726500;4
69444;22647506726000;2
69445;22650006726250;2
69446;22647506726250;2
69447;22657506726250;2
69448;22655006726250;10
69449;22657506726500;3
69450;22655006726500;2
69451;22662506726750;5
69452;22662506727000;4
69453;22665006727250;3
69454;22652506727500;3
69455;22657506727750;8
69456;22662506727500;2
69457;22665006727500;7
69458;22665006727750;3
69459;22662506727750;7
69460;22660006727750;4
69461;22665006728000;10
69462;22662506728000;8
69463;22660006728000;9
69464;22662506728250;6
69465;22650006728250;2
69466;22665006728250;3
69467;22665006728500;6
69468;22665006728750;10
69469;22662506728750;1
69470;22660006728750;2
69471;22665006729000;12
69472;22617506727500;2
69473;22630006727750;3
69474;22640006729000;4
69475;22632506728250;4
69476;22635006728250;5
69477;22667506727500;7
69478;22670006727500;1
69479;22667506727750;7
69480;22667506728000;1
69481;22680006727750;6
69482;22680006728000;6
69483;22687506727500;4
69484;22682506727750;14
69485;22682506728000;3
69486;22685006728000;2
69487;22675006728250;3
69488;22677506728250;2
69489;22680006728250;15
69490;22675006728500;2
69491;22680006728500;12
69492;22667506728250;9
69493;22670006728250;10
69494;22672506728250;3
69495;22667506728500;12
69496;22670006728500;5
69497;22672506728750;6
69498;22670006728750;6
69499;22682506728500;16
69500;22687506728500;3
69501;22682506728750;10
69502;22687506728750;2
69503;22685006728750;2
69504;22685006729000;4
69505;22677506729500;4
69506;22680006729500;7
69507;22680006729750;5
69508;22667506729000;6
69509;22667506729250;1
69510;22670006729250;4
69511;22672506729250;2
69512;22670006729750;1
69513;22682506729250;2
69514;22687506729500;1
69515;22682506729500;9
69516;22682506729750;4
69517;22685006730000;1
69518;22672506730000;3
69519;22672506730250;5
69520;22672506730500;5
69521;22655006729000;4
69522;22662506729250;6
69523;22665006729250;14
69524;22660006729500;23
69525;22665006729500;20
69526;22662506729500;7
69527;22665006729750;17
69528;22662506729750;5
69529;22660006729750;3
69530;22642506729000;2
69531;22642506729250;5
69532;22647506729500;3
69533;22647506730000;7
69534;22652506729500;4
69535;22655006729500;3
69536;22657506729500;13
69537;22655006729750;2
69538;22652506730000;4
69539;22655006730000;1
69540;22645006730000;13
69541;22645006730250;10
69542;22642506730250;4
69543;22645006730500;2
69544;22640006730500;2
69545;22642506730500;8
69546;22652506730250;4
69547;22657506730250;5
69548;22657506730500;18
69549;22665006730000;9
69550;22662506730000;3
69551;22662506730250;14
69552;22662506730500;15
69553;22660006730500;14
69554;22665006730500;1
69555;22662506730750;32
69556;22650006730250;3
69557;22665006730750;10
69558;22660006730750;47
69559;22660006731000;7
69560;22662506731000;8
69561;22665006731000;13
69562;22662506731250;6
69563;22665006731250;12
69564;22662506731500;5
69565;22665006731500;3
69566;22637506730000;2
69567;22637506730500;1
69568;22625006730000;4
69569;22625006730250;2
69570;22625006730500;6
69571;22617506730750;4
69572;22617506731000;8
69573;22620006731250;5
69574;22622506731250;14
69575;22620006731500;4
69576;22625006730750;3
69577;22625006731000;2
69578;22625006731250;1
69579;22635006731000;4
69580;22637506731000;8
69581;22635006731250;2
69582;22632506731500;3
69583;22622506731500;4
69584;22617506731500;2
69585;22617506731750;1
69586;22622506731750;3
69587;22617506732250;14
69588;22625006731500;1
69589;22627506731750;7
69590;22625006731750;10
69591;22630006731750;4
69592;22627506732000;2
69593;22625006732000;7
69594;22630006732000;4
69595;22625006732250;2
69596;22630006732250;12
69597;22637506731500;4
69598;22635006731500;12
69599;22637506731750;2
69600;22635006731750;2
69601;22632506731750;3
69602;22680006730000;4
69603;22677506730250;2
69604;22675006730250;7
69605;22675006730500;1
69606;22680006730500;9
69607;22685006730250;6
69608;22682506730500;1
69609;22685006730500;3
69610;22685006730750;2
69611;22682506730750;2
69612;22672506730750;61
69613;22670006730750;2
69614;22672506731000;17
69615;22667506731000;18
69616;22670006731000;38
69617;22672506731250;85
69618;22670006731250;68
69619;22667506731250;7
69620;22670006731500;65
69621;22677506730750;26
69622;22675006730750;41
69623;22680006731000;1
69624;22675006731000;46
69625;22675006731250;39
69626;22680006731250;2
69627;22677506731500;9
69628;22685006731250;3
69629;22682506731250;2
69630;22685006731500;3
69631;22682506731500;1
69632;22682506731750;2
69633;22675006731500;1
69634;22680006731750;2
69635;22677506731750;3
69636;22675006731750;2
69637;22680006732000;1
69638;22677506732000;3
69639;22675006732000;1
69640;22667506731500;8
69641;22672506731500;27
69642;22667506731750;12
69643;22670006731750;42
69644;22672506731750;11
69645;22672506732000;2
69646;22667506732000;12
69647;22687506731750;3
69648;22685006732000;1
69649;22687506732000;3
69650;22685006732250;2
69651;22687506732250;4
69652;22685006732500;1
69653;22667506732250;8
69654;22670006732500;6
