Jordbruk, skogbruk og fiske;50
Industrien;250
Bygge- og anleggsvirksomhet;900
Varehandel, motorvognreparasjoner;400
Transport og lagring;100
Overnattings- og serveringsvirksomhet;200
Informasjon og kommunikasjon;150
Eiendomsdrift, forretningsmessig og faglig tjenesteyting;400
Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning;50
Undervisning;50
Helse- og sosialtjeneste;800
Personlig tjenesteyting;50
;
