MEAN_X,MEAN_Y,kommunenummer
11.022883744934818,62.376892647204173,"3426"
8.918295731468929,58.622960622166751,"4213"
10.664689686630656,62.298322606775010,"3427"
8.422633139618366,58.587134711039909,"4214"
10.557156709270963,62.186906181276811,"3428"
8.251188606926696,58.242364649362862,"4215"
10.131140305358510,62.160921920617596,"3429"
8.205632072059553,58.435630230290954,"4216"
8.403055529385822,58.755762057178011,"4217"
7.954878770190202,58.441975355716792,"4218"
7.768796555592290,58.577527944228720,"4219"
18.008738858935534,69.247447898849060,"5530"
19.250945216914612,69.339294154905573,"5532"
10.166474707039981,59.689407600092942,"3301"
16.815192531330808,68.588261131088856,"5512"
9.615316513942762,59.656153269421992,"3303"
17.059825300049472,68.808026163704255,"5514"
9.957070131868250,60.307971502612723,"3305"
17.568596670481163,68.685784024479148,"5516"
10.542069210215677,63.336491734629824,"5001"
17.821514361189436,68.765875801934911,"5518"
15.596412058430641,68.478808133404158,"1851"
11.299773577029889,62.463541013358615,"3430"
16.918992292740832,68.524505163642175,"1853"
9.546134588433448,62.104331825107373,"3431"
10.882299085041996,60.934436441146673,"3411"
11.601695746943330,67.496960018993263,"1856"
8.938291654031621,61.184716010591387,"3453"
10.634024232924554,64.325704965838838,"5020"
9.673599144647387,62.654702805759776,"5021"
8.709604913207723,62.145815646876905,"3432"
20.262838909524032,69.365891316061123,"5538"
9.897236970614138,62.754514927980793,"5022"
7.742442768014504,61.910294427500901,"3433"
8.841813623154097,61.752356874440189,"3434"
9.014671050270367,61.712838957879157,"3435"
10.447243813315868,59.926340617755038,"3201"
9.500988476328340,61.513357223919485,"3436"
11.422210080351350,62.565491696340679,"5025"
7.404397259280650,58.689334399601186,"4224"
11.151372728372523,62.877320286282078,"5026"
9.379595079783741,61.752506480033468,"3437"
11.540066527523594,59.119692583615944,"3101"
10.940958417751743,64.431390202072549,"5049"
10.367313538906544,59.845272926788141,"3203"
9.780811351056059,61.570932682621525,"3438"
7.204277644854716,58.264849723500070,"4225"
7.226151822506176,58.430326526118421,"4226"
10.180411518620534,61.550603071667709,"3439"
6.926538174404196,58.414730408947214,"4227"
11.211944495049304,59.955020085411498,"3205"
6.870027279764488,58.824765404593755,"4228"
10.889533730221370,59.708178266790398,"3207"
11.195032461151314,60.156103128993486,"3209"
8.123577457596456,60.572756405910930,"3330"
11.668751551617492,59.227759390182442,"3124"
6.302267926573242,62.190118291787719,"1520"
9.584189099030015,60.020276912293973,"3332"
10.310865675754052,59.849081194826461,"3312"
21.844376359611289,70.029828966065651,"5546"
10.704405103147414,63.364366509017742,"5031"
11.869981250445024,60.978229031148899,"3420"
11.137963952227860,63.144818127085315,"5032"
10.582951356349596,60.647340820522331,"3443"
11.478326581612517,63.039889607256725,"5033"
11.789434878176268,63.421750322692127,"5034"
11.326082037324818,63.510669074992713,"5035"
10.545177353662005,60.424625965592654,"3446"
9.000128876550990,58.873311293706379,"4211"
10.931734533298766,59.069697285757272,"3110"
10.838239215796857,63.621933875730974,"5036"
8.831379157216412,58.743664179064147,"4212"
10.324979302048328,60.749752356849349,"3447"
11.476209858352753,63.689919935269373,"5037"
10.020404807526914,60.950381138780457,"3448"
10.899715702166990,59.329649160194542,"3112"
9.715580749491066,60.613944329445523,"3449"
10.780016096163642,59.999270078253609,"0301"
9.140523110798274,60.617025939929029,"3322"
9.016054239806804,60.697846330780024,"3324"
8.591248757502976,60.900904141891814,"3326"
8.363393823666708,60.680354911310218,"3328"
15.442917556542954,68.742756675036588,"1870"
15.762200725465096,68.825248755609721,"1871"
9.665584745875814,60.957207011143879,"3450"
19.136265745134427,69.951290158578047,"5534"
9.398802533056250,60.981127102230587,"3451"
13.101438513314744,67.982328079692479,"1874"
16.148732015283496,67.883133575481139,"1875"
8.926658617717669,61.121519559866648,"3452"
20.032299772016042,69.541745465549937,"5536"
12.823831947133321,64.739961841497220,"5044"
12.344785345335165,64.501368477063920,"5045"
12.387385143751086,64.678063760127472,"5046"
12.026246245428686,64.473541476657957,"5047"
11.040142785664139,59.874777824407019,"3224"
11.528976538298233,59.857716169897913,"3226"
11.472177272552065,60.116658498103533,"3228"
11.414384841157457,59.359304364177198,"3120"
11.621466810839960,59.426832471877091,"3122"
9.549043491154706,59.826148275250979,"3334"
9.280463089457964,60.000724998570249,"3336"
6.982689136187924,62.788580497296152,"1547"
8.396129175845719,60.300023862121940,"3338"
11.025060975486234,60.070279892145081,"3230"
10.847827153260731,60.076392539178485,"3232"
10.657537755324176,59.754535018428093,"3212"
10.680572986041486,59.697717156105043,"3214"
10.774265778244880,59.588148628626953,"3216"
10.811482188353869,59.644482513951310,"3218"
6.174132510493118,58.526192601777943,"1101"
5.699798046427910,58.961557837934365,"1103"
6.222991531329256,62.426407091952001,"1531"
5.323199929519614,59.446572176153481,"1106"
5.982929583900038,62.544743738076271,"1532"
6.065811467970492,58.910657017228999,"1108"
6.951750536817802,62.538221681035402,"1535"
7.736881583825146,62.444240336598469,"1539"
12.010424277684923,64.895099852912736,"5060"
9.313961406742797,63.069306518003785,"5061"
11.052456475319101,59.762309499205415,"3220"
10.996962255123480,59.891471881062898,"3222"
8.882718577712106,62.626561558747873,"1563"
9.823413820517656,59.787892699756007,"3314"
7.008443447569828,62.154497465638727,"1525"
9.902656408389351,59.984210469919475,"3316"
20.501940920224232,69.494444712705018,"5540"
6.659469217886698,62.316091186006837,"1528"
9.774437373742014,60.184498904224107,"3318"
20.690531464145277,69.894853005223482,"5542"
10.395747186451590,61.328445484339085,"3440"
10.030061849075979,61.195042781750701,"3441"
11.901084771877773,65.139815545075251,"5052"
11.190296240574401,63.850484034449870,"5053"
10.861608706601261,60.602611500049214,"3442"
10.369169931183444,63.782782634125965,"5054"
8.885166222509429,63.195679654463731,"5055"
8.976674070532525,63.533504403544789,"5056"
10.093443561212421,63.830720115822757,"5057"
10.484734078528991,63.984166449967447,"5058"
9.649646945789629,63.150847826282202,"5059"
11.556823898660889,63.750664793459400,"5038"
9.714840000575668,60.442259379325336,"3320"
10.969860377078165,59.480070543409866,"3114"
11.103443388698826,59.480195469984885,"3116"
5.570514292435812,62.018820309715309,"1511"
11.070075335864255,59.593028449984594,"3118"
5.607286534067924,62.252032170558500,"1514"
5.642016330739676,62.286717743056471,"1515"
5.923330573183970,62.315936157873075,"1516"
5.950236512280364,62.319992842050446,"1517"
12.114824012918790,64.243814010667066,"5041"
13.602982378943487,64.636373170622676,"5042"
8.412055979841661,61.228690437550512,"3454"
13.645778662122645,64.888224413057699,"5043"
17.116423553982173,68.304044215811274,"1806"
5.618276589731330,58.761632008591377,"1120"
5.769572485718554,58.695119401110937,"1121"
5.356816363472270,59.055994547767625,"1144"
5.443644395102194,59.202508450269498,"1145"
5.475814641970474,59.436856825493592,"1146"
8.977286005937353,63.015850078811269,"1566"
6.070780076818462,58.786159943901083,"1122"
10.661675056307232,60.216171126277906,"3234"
5.645232808678314,58.870466180194953,"1124"
10.398786550796329,60.266611620663575,"3236"
11.013355655913198,60.182101097162089,"3238"
5.635821253421102,58.987242691154457,"1127"
7.505860085891804,63.052375946007793,"1554"
7.831557856774786,62.840807649502160,"1557"
9.749578814208485,59.128626739505059,"4001"
9.513377395980744,59.248774515375487,"4003"
11.198549585422379,60.361439983033272,"3240"
6.181495725358546,59.045949584275853,"1130"
10.986736077525189,60.435343827981669,"3242"
6.313097560856286,58.408502727494209,"1111"
8.250394088891275,62.898726191313600,"1560"
6.449107031070752,58.483751031703399,"1112"
6.132118432194474,58.640800828361385,"1114"
10.365447286569990,59.410764538471206,"3901"
7.871471517803416,63.441213415983690,"1573"
5.749274581804128,58.634762765564808,"1119"
10.211078037442361,59.553186052016990,"3903"
10.282233372813794,59.382417043612563,"3905"
8.749678901427838,63.371414141202330,"1576"
6.241347102588898,62.079895415739891,"1577"
7.235128846700580,62.300151231512316,"1578"
10.167402269637559,59.271823296930705,"3907"
9.073635243724789,59.128066931444828,"4016"
7.120735031302318,62.810027027090179,"1579"
9.989139523391016,59.262671351458678,"3909"
9.161541583754964,59.244417802578972,"4018"
15.046670279703161,67.136605328186945,"1804"
13.588273614832266,65.469109393649418,"1825"
13.927541112253069,65.565345702730340,"1826"
12.448400154119177,66.110427555313208,"1827"
13.242002351598943,66.275303064934832,"1828"
5.605100631885986,60.790202815473670,"4631"
4.988091492717640,60.791421054584809,"4632"
4.564032012171062,60.787842021869757,"4633"
5.472321435306032,60.889937312476675,"4634"
5.321695602268518,60.924316676923937,"4635"
4.612714970212060,61.084193998028752,"4636"
5.239101507133476,61.238953207542920,"4637"
5.903677687626386,61.124654283093733,"4638"
6.504432837281494,60.973050271422863,"4639"
8.503126756374368,59.925604792103229,"4026"
8.486035773486066,59.399123409760200,"4028"
10.425392751061890,59.223889730713523,"3911"
12.415876764152538,65.178363848223668,"1811"
12.373957745845779,65.357290131172419,"1812"
12.550523625143345,65.342235726891573,"1813"
11.862545734214581,65.754174958961912,"1815"
12.727238250726554,65.626641087651734,"1816"
12.080048480397862,66.005532337432228,"1818"
6.760853619174656,61.352425082551321,"4640"
25.282146326096409,70.338406649775223,"5622"
7.031093966063768,60.963402419900646,"4641"
6.982319203124924,60.611185087470737,"4620"
