År;Region;Alder;Utflytting;Innflytting;Nettoflytting
2017;Nome;11 år;;;
2017;Nome;12 år;;1;1
2017;Nome;13 år;4;7;3
2017;Nome;14 år;2;2;0
2017;Nome;15 år;3;4;1
2017;Nome;16 år;2;7;5
2017;Nome;17 år;6;6;0
2017;Nome;18 år;7;10;3
2017;Nome;19 år;9;6;-3
2017;Nome;2 år;4;8;4
2017;Nome;20 år;13;13;0
2017;Nome;21 år;14;13;-1
2017;Nome;22 år;17;18;1
2017;Nome;23 år;13;6;-7
2017;Nome;24 år;12;10;-2
2017;Nome;25 år;16;17;1
2017;Nome;26 år;11;12;1
2017;Nome;27 år;15;12;-3
2017;Nome;28 år;11;9;-2
2017;Nome;29 år;11;10;-1
2017;Nome;3 år;9;9;0
2017;Nome;30 år;8;7;-1
2017;Nome;31 år;6;13;7
2017;Nome;32 år;4;7;3
2017;Nome;33 år;7;9;2
2017;Nome;34 år;4;6;2
2017;Nome;35 år;7;5;-2
2017;Nome;36 år;6;7;1
2017;Nome;37 år;2;9;7
2017;Nome;38 år;2;10;8
2017;Nome;39 år;2;6;4
2017;Nome;4 år;7;9;2
2017;Nome;40 år;2;4;2
2017;Nome;41 år;6;6;0
2017;Nome;42 år;1;5;4
2017;Nome;43 år;9;14;5
2017;Nome;44 år;3;1;-2
2017;Nome;45 år;5;5;0
2017;Nome;46 år;4;7;3
2017;Nome;47 år;3;1;-2
2017;Nome;48 år;4;4;0
2017;Nome;49 år;5;4;-1
2017;Nome;5 år;7;7;0
2017;Nome;50 år;8;5;-3
2017;Nome;51 år;1;6;5
2017;Nome;52 år;2;3;1
2017;Nome;53 år;2;2;0
2017;Nome;54 år;4;4;0
2017;Nome;55 år;4;6;2
2017;Nome;56 år;2;1;-1
2017;Nome;57 år;3;3;0
2017;Nome;58 år;3;2;-1
2017;Nome;59 år;;3;3
2017;Nome;6 år;4;3;-1
2017;Nome;60 år;2;1;-1
2017;Nome;61 år;1;2;1
2017;Nome;62 år;2;;-2
2017;Nome;63 år;1;3;2
2017;Nome;64 år;1;1;0
2017;Nome;65 år;3;;-3
2017;Nome;66 år;2;4;2
2017;Nome;67 år;;1;1
2017;Nome;68 år;2;1;-1
2017;Nome;69 år;4;1;-3
2017;Nome;7 år;2;4;2
2017;Nome;70 år;2;2;0
2017;Nome;8 år;4;9;5
2017;Nome;9 år;3;4;1
2017;Midt-Telemark;0 år;3;10;7
2017;Midt-Telemark;1 år;7;15;8
2017;Midt-Telemark;10 år;4;6;2
2017;Midt-Telemark;11 år;5;3;-2
2017;Midt-Telemark;12 år;3;4;1
2017;Midt-Telemark;13 år;6;5;-1
2017;Midt-Telemark;14 år;3;4;1
2017;Midt-Telemark;15 år;4;5;1
2017;Midt-Telemark;16 år;8;5;-3
2017;Midt-Telemark;17 år;6;11;5
2017;Midt-Telemark;18 år;4;11;7
2017;Midt-Telemark;19 år;12;23;11
2017;Midt-Telemark;2 år;4;9;5
2017;Midt-Telemark;20 år;24;63;39
2017;Midt-Telemark;21 år;34;63;29
2017;Midt-Telemark;22 år;25;62;37
2017;Midt-Telemark;23 år;40;57;17
2017;Midt-Telemark;24 år;42;38;-4
2017;Midt-Telemark;25 år;49;42;-7
2017;Midt-Telemark;26 år;34;48;14
2017;Midt-Telemark;27 år;36;38;2
2017;Midt-Telemark;28 år;24;27;3
2017;Midt-Telemark;29 år;25;20;-5
2017;Midt-Telemark;3 år;8;15;7
2017;Midt-Telemark;30 år;19;16;-3
2017;Midt-Telemark;31 år;17;17;0
2017;Midt-Telemark;32 år;13;14;1
2017;Midt-Telemark;33 år;6;15;9
2017;Midt-Telemark;34 år;9;10;1
2017;Midt-Telemark;35 år;5;10;5
2017;Midt-Telemark;36 år;6;12;6
2017;Midt-Telemark;37 år;5;7;2
2017;Midt-Telemark;38 år;10;6;-4
2017;Midt-Telemark;39 år;5;8;3
2017;Midt-Telemark;4 år;6;11;5
2017;Midt-Telemark;40 år;9;6;-3
2017;Midt-Telemark;41 år;3;9;6
2017;Midt-Telemark;42 år;7;7;0
2017;Midt-Telemark;43 år;5;10;5
2017;Midt-Telemark;44 år;;5;5
2017;Midt-Telemark;45 år;4;;-4
2017;Midt-Telemark;46 år;6;6;0
2017;Midt-Telemark;47 år;4;9;5
2017;Midt-Telemark;48 år;2;4;2
2017;Midt-Telemark;49 år;4;5;1
2017;Midt-Telemark;5 år;4;11;7
2017;Midt-Telemark;50 år;4;9;5
2017;Midt-Telemark;51 år;6;1;-5
2017;Midt-Telemark;52 år;2;3;1
2017;Midt-Telemark;53 år;1;6;5
2017;Midt-Telemark;54 år;3;6;3
2017;Midt-Telemark;55 år;5;5;0
2017;Midt-Telemark;56 år;2;3;1
2017;Midt-Telemark;57 år;4;7;3
2017;Midt-Telemark;58 år;1;6;5
2017;Midt-Telemark;59 år;4;2;-2
2017;Midt-Telemark;6 år;1;11;10
2017;Midt-Telemark;60 år;2;2;0
2017;Midt-Telemark;61 år;1;1;0
2017;Midt-Telemark;62 år;2;3;1
2017;Midt-Telemark;63 år;1;4;3
2017;Midt-Telemark;64 år;;2;2
2017;Midt-Telemark;65 år;2;3;1
2017;Midt-Telemark;66 år;2;3;1
2017;Midt-Telemark;67 år;1;2;1
2017;Midt-Telemark;68 år;;;
2017;Midt-Telemark;69 år;1;4;3
2017;Midt-Telemark;7 år;5;11;6
2017;Midt-Telemark;70 år;2;3;1
2017;Midt-Telemark;8 år;5;5;0
2017;Midt-Telemark;9 år;4;7;3
2017;Tinn;0 år;1;1;0
2017;Tinn;1 år;6;7;1
2017;Tinn;10 år;4;6;2
2017;Tinn;11 år;2;5;3
2017;Tinn;12 år;3;7;4
2017;Tinn;13 år;2;1;-1
2017;Tinn;14 år;3;3;0
2017;Tinn;15 år;3;4;1
2017;Tinn;16 år;4;2;-2
2017;Tinn;17 år;2;5;3
2017;Tinn;18 år;7;6;-1
2017;Tinn;19 år;8;5;-3
2017;Tinn;2 år;4;4;0
2017;Tinn;20 år;9;6;-3
2017;Tinn;21 år;17;5;-12
2017;Tinn;22 år;17;8;-9
2017;Tinn;23 år;12;10;-2
2017;Tinn;24 år;14;12;-2
2017;Tinn;25 år;9;12;3
2017;Tinn;26 år;14;13;-1
2017;Tinn;27 år;14;15;1
2017;Tinn;28 år;10;9;-1
2017;Tinn;29 år;3;10;7
2017;Tinn;3 år;9;8;-1
2017;Tinn;30 år;10;14;4
2017;Tinn;31 år;6;10;4
2017;Tinn;32 år;8;7;-1
2017;Tinn;33 år;4;7;3
2017;Tinn;34 år;8;3;-5
2017;Tinn;35 år;5;9;4
2017;Tinn;36 år;9;10;1
2017;Tinn;37 år;9;8;-1
2017;Tinn;38 år;6;3;-3
2017;Tinn;39 år;6;7;1
2017;Tinn;4 år;6;9;3
2017;Tinn;40 år;2;5;3
2017;Tinn;41 år;6;6;0
2017;Tinn;42 år;;;
2017;Tinn;43 år;2;3;1
2017;Tinn;44 år;1;1;0
2017;Tinn;45 år;1;2;1
2017;Tinn;46 år;4;6;2
2017;Tinn;47 år;5;3;-2
2017;Tinn;48 år;1;1;0
2017;Tinn;49 år;5;4;-1
2017;Tinn;5 år;5;5;0
2017;Tinn;50 år;4;4;0
2017;Tinn;51 år;4;2;-2
2017;Tinn;52 år;;2;2
2017;Tinn;53 år;2;;-2
2017;Tinn;54 år;3;2;-1
2017;Tinn;55 år;1;1;0
2017;Tinn;56 år;2;3;1
2017;Tinn;57 år;2;1;-1
2017;Tinn;58 år;;;
2017;Tinn;59 år;3;3;0
2017;Tinn;6 år;3;6;3
2017;Tinn;60 år;4;2;-2
2017;Tinn;61 år;;1;1
2017;Tinn;62 år;1;1;0
2017;Tinn;63 år;1;2;1
2017;Tinn;64 år;3;4;1
2017;Tinn;65 år;;2;2
2017;Tinn;66 år;1;1;0
2017;Tinn;67 år;2;2;0
2017;Tinn;68 år;1;3;2
2017;Tinn;69 år;2;1;-1
2017;Tinn;7 år;3;5;2
2017;Tinn;70 år;;;
2017;Tinn;8 år;4;4;0
2017;Tinn;9 år;6;9;3
2017;Hjartdal;0 år;1;1;0
2017;Hjartdal;1 år;2;3;1
2017;Hjartdal;10 år;;;
2017;Hjartdal;11 år;;;
2017;Hjartdal;12 år;;;
2017;Hjartdal;13 år;1;;-1
2017;Hjartdal;14 år;1;1;0
2017;Hjartdal;15 år;;;
2017;Hjartdal;16 år;2;;-2
2017;Hjartdal;17 år;;;
2017;Hjartdal;18 år;;;
2017;Hjartdal;19 år;2;1;-1
2017;Hjartdal;2 år;;;
2017;Hjartdal;20 år;1;;-1
2017;Hjartdal;21 år;3;3;0
2017;Hjartdal;22 år;2;3;1
2017;Hjartdal;23 år;2;1;-1
2017;Hjartdal;24 år;1;3;2
2017;Hjartdal;25 år;1;2;1
2017;Hjartdal;26 år;1;;-1
2017;Hjartdal;27 år;1;1;0
2017;Hjartdal;28 år;2;3;1
2017;Hjartdal;29 år;3;2;-1
2017;Hjartdal;3 år;2;1;-1
2017;Hjartdal;30 år;3;1;-2
2017;Hjartdal;31 år;3;1;-2
2017;Hjartdal;32 år;;;
2017;Hjartdal;33 år;2;1;-1
2017;Hjartdal;34 år;1;2;1
2017;Hjartdal;35 år;1;;-1
2017;Hjartdal;36 år;;;
2017;Hjartdal;37 år;;1;1
2017;Hjartdal;38 år;1;;-1
2017;Hjartdal;39 år;1;3;2
2017;Hjartdal;4 år;;;
2017;Hjartdal;40 år;1;1;0
2017;Hjartdal;41 år;2;1;-1
2017;Hjartdal;42 år;1;1;0
2017;Hjartdal;43 år;;1;1
2017;Hjartdal;44 år;1;;-1
2017;Hjartdal;45 år;;1;1
2017;Hjartdal;46 år;;;
2017;Hjartdal;47 år;;;
2017;Hjartdal;48 år;1;;-1
2017;Hjartdal;49 år;1;2;1
2017;Hjartdal;5 år;;;
2017;Hjartdal;50 år;;;
2017;Hjartdal;51 år;;;
2017;Hjartdal;52 år;;;
2017;Hjartdal;53 år;;;
2017;Hjartdal;54 år;1;;-1
2017;Hjartdal;55 år;1;;-1
2017;Hjartdal;56 år;1;;-1
2017;Hjartdal;57 år;;;
2017;Hjartdal;58 år;1;;-1
2017;Hjartdal;59 år;;;
2017;Hjartdal;6 år;;1;1
2017;Hjartdal;60 år;1;;-1
2017;Hjartdal;61 år;1;;-1
2017;Hjartdal;62 år;;;
2017;Hjartdal;63 år;;;
2017;Hjartdal;64 år;;;
2017;Hjartdal;65 år;;2;2
2017;Hjartdal;66 år;;;
2017;Hjartdal;67 år;1;1;0
2017;Hjartdal;68 år;;1;1
2017;Hjartdal;69 år;1;;-1
2017;Hjartdal;7 år;;1;1
2017;Hjartdal;70 år;;1;1
2017;Hjartdal;8 år;;;
2017;Hjartdal;9 år;1;1;0
2017;Seljord;0 år;1;;-1
2017;Seljord;1 år;2;2;0
2017;Seljord;10 år;2;3;1
2017;Seljord;11 år;;3;3
2017;Seljord;12 år;1;1;0
2017;Seljord;13 år;;;
2017;Seljord;14 år;2;3;1
2017;Seljord;15 år;1;3;2
2017;Seljord;16 år;1;3;2
2017;Seljord;17 år;1;;-1
2017;Seljord;18 år;2;3;1
2017;Seljord;19 år;6;2;-4
2017;Seljord;2 år;1;;-1
2017;Seljord;20 år;6;2;-4
2017;Seljord;21 år;9;5;-4
2017;Seljord;22 år;4;3;-1
2017;Seljord;23 år;3;7;4
2017;Seljord;24 år;4;7;3
2017;Seljord;25 år;3;5;2
2017;Seljord;26 år;8;6;-2
2017;Seljord;27 år;8;3;-5
2017;Seljord;28 år;3;4;1
2017;Seljord;29 år;3;2;-1
2017;Seljord;3 år;2;2;0
2017;Seljord;30 år;3;4;1
2017;Seljord;31 år;1;1;0
2017;Seljord;32 år;1;2;1
2017;Seljord;33 år;4;4;0
2017;Seljord;34 år;2;1;-1
2017;Seljord;35 år;4;3;-1
2017;Seljord;36 år;;2;2
2017;Seljord;37 år;1;3;2
2017;Seljord;38 år;2;2;0
2017;Seljord;39 år;1;3;2
2017;Seljord;4 år;2;4;2
2017;Seljord;40 år;1;3;2
2017;Seljord;41 år;;;
2017;Seljord;42 år;3;4;1
2017;Seljord;43 år;1;;-1
2017;Seljord;44 år;3;2;-1
2017;Seljord;45 år;;;
2017;Seljord;46 år;4;1;-3
2017;Seljord;47 år;;;
2017;Seljord;48 år;;2;2
2017;Seljord;49 år;1;2;1
2017;Seljord;5 år;4;3;-1
2017;Seljord;50 år;1;1;0
2017;Seljord;51 år;2;2;0
2017;Seljord;52 år;1;;-1
2017;Seljord;53 år;1;3;2
2017;Seljord;54 år;2;2;0
2017;Seljord;55 år;;2;2
2017;Seljord;56 år;2;1;-1
2017;Seljord;57 år;2;;-2
2017;Seljord;58 år;1;2;1
2017;Seljord;59 år;2;1;-1
2017;Seljord;6 år;2;1;-1
2017;Seljord;60 år;1;2;1
2017;Seljord;61 år;;2;2
2017;Seljord;62 år;2;2;0
2017;Seljord;63 år;1;;-1
2017;Seljord;64 år;1;;-1
2017;Seljord;65 år;;1;1
2017;Seljord;66 år;;;
2017;Seljord;67 år;;;
2017;Seljord;68 år;;;
2017;Seljord;69 år;;1;1
2017;Seljord;7 år;;3;3
2017;Seljord;70 år;;1;1
2017;Seljord;8 år;1;1;0
2017;Seljord;9 år;3;1;-2
2017;Kviteseid;0 år;;;
2017;Kviteseid;1 år;2;4;2
2017;Kviteseid;10 år;;3;3
2017;Kviteseid;11 år;2;;-2
2017;Kviteseid;12 år;1;1;0
2017;Kviteseid;13 år;2;1;-1
2017;Kviteseid;14 år;;;
2017;Kviteseid;15 år;2;;-2
2017;Kviteseid;16 år;2;1;-1
2017;Kviteseid;17 år;2;1;-1
2017;Kviteseid;18 år;2;1;-1
2017;Kviteseid;19 år;3;;-3
2017;Kviteseid;2 år;2;2;0
2017;Kviteseid;20 år;5;2;-3
2017;Kviteseid;21 år;4;2;-2
2017;Kviteseid;22 år;1;1;0
2017;Kviteseid;23 år;7;3;-4
2017;Kviteseid;24 år;3;2;-1
2017;Kviteseid;25 år;4;;-4
2017;Kviteseid;26 år;3;3;0
2017;Kviteseid;27 år;2;6;4
2017;Kviteseid;28 år;6;6;0
2017;Kviteseid;29 år;3;2;-1
2017;Kviteseid;3 år;1;3;2
2017;Kviteseid;30 år;2;4;2
2017;Kviteseid;31 år;3;;-3
2017;Kviteseid;32 år;1;1;0
2017;Kviteseid;33 år;;4;4
2017;Kviteseid;34 år;3;2;-1
2017;Kviteseid;35 år;;4;4
2017;Kviteseid;36 år;2;1;-1
2017;Kviteseid;37 år;2;;-2
2017;Kviteseid;38 år;2;1;-1
2017;Kviteseid;39 år;3;3;0
2017;Kviteseid;4 år;1;1;0
2017;Kviteseid;40 år;3;4;1
2017;Kviteseid;41 år;3;4;1
2017;Kviteseid;42 år;2;;-2
2017;Kviteseid;43 år;;1;1
2017;Kviteseid;44 år;2;3;1
2017;Kviteseid;45 år;2;2;0
2017;Kviteseid;46 år;1;;-1
2017;Kviteseid;47 år;1;1;0
2017;Kviteseid;48 år;1;2;1
2017;Kviteseid;49 år;2;1;-1
2017;Kviteseid;5 år;3;2;-1
2017;Kviteseid;50 år;;2;2
2017;Kviteseid;51 år;;1;1
2017;Kviteseid;52 år;;1;1
2017;Kviteseid;53 år;3;2;-1
2017;Kviteseid;54 år;1;;-1
2017;Kviteseid;55 år;;;
2017;Kviteseid;56 år;;;
2017;Kviteseid;57 år;;1;1
2017;Kviteseid;58 år;;1;1
2017;Kviteseid;59 år;1;;-1
2017;Kviteseid;6 år;3;3;0
2017;Kviteseid;60 år;2;1;-1
2017;Kviteseid;61 år;1;;-1
2017;Kviteseid;62 år;;;
2017;Kviteseid;63 år;1;;-1
2017;Kviteseid;64 år;2;;-2
2017;Kviteseid;65 år;2;;-2
2017;Kviteseid;66 år;;;
2017;Kviteseid;67 år;;;
2017;Kviteseid;68 år;2;2;0
2017;Kviteseid;69 år;1;1;0
2017;Kviteseid;7 år;1;1;0
2017;Kviteseid;70 år;;1;1
2017;Kviteseid;8 år;;1;1
2017;Kviteseid;9 år;;;
2017;Nissedal;0 år;2;1;-1
2017;Nissedal;1 år;4;1;-3
2017;Nissedal;10 år;1;;-1
2017;Nissedal;11 år;;1;1
2017;Nissedal;12 år;;1;1
2017;Nissedal;13 år;;3;3
2017;Nissedal;14 år;1;1;0
2017;Nissedal;15 år;2;1;-1
2017;Nissedal;16 år;;2;2
2017;Nissedal;17 år;;1;1
2017;Nissedal;18 år;2;2;0
2017;Nissedal;19 år;6;6;0
2017;Nissedal;2 år;;;
2017;Nissedal;20 år;3;3;0
2017;Nissedal;21 år;2;2;0
2017;Nissedal;22 år;1;2;1
2017;Nissedal;23 år;3;2;-1
2017;Nissedal;24 år;3;2;-1
2017;Nissedal;25 år;1;1;0
2017;Nissedal;26 år;2;1;-1
2017;Nissedal;27 år;2;3;1
2017;Nissedal;28 år;3;1;-2
2017;Nissedal;29 år;4;;-4
2017;Nissedal;3 år;;1;1
2017;Nissedal;30 år;;1;1
2017;Nissedal;31 år;1;;-1
2017;Nissedal;32 år;3;4;1
2017;Nissedal;33 år;2;2;0
2017;Nissedal;34 år;2;2;0
2017;Nissedal;35 år;;;
2017;Nissedal;36 år;;2;2
2017;Nissedal;37 år;;;
2017;Nissedal;38 år;2;1;-1
2017;Nissedal;39 år;;2;2
2017;Nissedal;4 år;;;
2017;Nissedal;40 år;1;;-1
2017;Nissedal;41 år;1;;-1
2017;Nissedal;42 år;1;2;1
2017;Nissedal;43 år;;;
2017;Nissedal;44 år;1;;-1
2017;Nissedal;45 år;;;
2017;Nissedal;46 år;;2;2
2017;Nissedal;47 år;;5;5
2017;Nissedal;48 år;;1;1
2017;Nissedal;49 år;1;1;0
2017;Nissedal;5 år;;1;1
2017;Nissedal;50 år;2;1;-1
2017;Nissedal;51 år;2;;-2
2017;Nissedal;52 år;1;2;1
2017;Nissedal;53 år;1;;-1
2017;Nissedal;54 år;1;2;1
2017;Nissedal;55 år;;;
2017;Nissedal;56 år;;;
2017;Nissedal;57 år;1;2;1
2017;Nissedal;58 år;;;
2017;Nissedal;59 år;;1;1
2017;Nissedal;6 år;;;
2017;Nissedal;60 år;;3;3
2017;Nissedal;61 år;;;
2017;Nissedal;62 år;;1;1
2017;Nissedal;63 år;;2;2
2017;Nissedal;64 år;;;
2017;Nissedal;65 år;;;
2017;Nissedal;66 år;;1;1
2017;Nissedal;67 år;1;;-1
2017;Nissedal;68 år;;;
2017;Nissedal;69 år;1;1;0
2017;Nissedal;7 år;;1;1
2017;Nissedal;70 år;;;
2017;Nissedal;8 år;;;
2017;Nissedal;9 år;3;1;-2
2017;Fyresdal;0 år;;2;2
2017;Fyresdal;1 år;2;;-2
2017;Fyresdal;10 år;1;;-1
2017;Fyresdal;11 år;;;
2017;Fyresdal;12 år;;;
2017;Fyresdal;13 år;;;
2017;Fyresdal;14 år;;;
2017;Fyresdal;15 år;;;
2017;Fyresdal;16 år;;1;1
2017;Fyresdal;17 år;1;1;0
2017;Fyresdal;18 år;;;
2017;Fyresdal;19 år;1;1;0
2017;Fyresdal;2 år;2;2;0
2017;Fyresdal;20 år;1;1;0
2017;Fyresdal;21 år;;1;1
2017;Fyresdal;22 år;1;1;0
2017;Fyresdal;23 år;2;;-2
2017;Fyresdal;24 år;1;1;0
2017;Fyresdal;25 år;5;4;-1
2017;Fyresdal;26 år;3;2;-1
2017;Fyresdal;27 år;1;;-1
2017;Fyresdal;28 år;2;3;1
2017;Fyresdal;29 år;1;2;1
2017;Fyresdal;3 år;1;1;0
2017;Fyresdal;30 år;2;2;0
2017;Fyresdal;31 år;;;
2017;Fyresdal;32 år;;3;3
2017;Fyresdal;33 år;1;1;0
2017;Fyresdal;34 år;1;;-1
2017;Fyresdal;35 år;1;1;0
2017;Fyresdal;36 år;1;2;1
2017;Fyresdal;37 år;1;;-1
2017;Fyresdal;38 år;1;1;0
2017;Fyresdal;39 år;;1;1
2017;Fyresdal;4 år;;;
2017;Fyresdal;40 år;2;;-2
2017;Fyresdal;41 år;1;1;0
2017;Fyresdal;42 år;;1;1
2017;Fyresdal;43 år;1;;-1
2017;Fyresdal;44 år;;;
2017;Fyresdal;45 år;1;;-1
2017;Fyresdal;46 år;;1;1
2017;Fyresdal;47 år;1;1;0
2017;Fyresdal;48 år;1;;-1
2017;Fyresdal;49 år;;1;1
2017;Fyresdal;5 år;1;3;2
2017;Fyresdal;50 år;3;;-3
2017;Fyresdal;51 år;;2;2
2017;Fyresdal;52 år;1;2;1
2017;Fyresdal;53 år;;1;1
2017;Fyresdal;54 år;;1;1
2017;Fyresdal;55 år;1;;-1
2017;Fyresdal;56 år;;1;1
2017;Fyresdal;57 år;;;
2017;Fyresdal;58 år;;1;1
2017;Fyresdal;59 år;;1;1
2017;Fyresdal;6 år;1;1;0
2017;Fyresdal;60 år;;1;1
2017;Fyresdal;61 år;;;
2017;Fyresdal;62 år;;2;2
2017;Fyresdal;63 år;;;
2017;Fyresdal;64 år;;;
2017;Fyresdal;65 år;;;
2017;Fyresdal;66 år;;;
2017;Fyresdal;67 år;;;
2017;Fyresdal;68 år;1;;-1
2017;Fyresdal;69 år;;;
2017;Fyresdal;7 år;;;
2017;Fyresdal;70 år;;1;1
2017;Fyresdal;8 år;1;2;1
2017;Fyresdal;9 år;;;
2017;Tokke;0 år;;1;1
2017;Tokke;1 år;1;;-1
2017;Tokke;10 år;;;
2017;Tokke;11 år;;;
2017;Tokke;12 år;;;
2017;Tokke;13 år;;;
2017;Tokke;14 år;;2;2
2017;Tokke;15 år;;1;1
2017;Tokke;16 år;1;;-1
2017;Tokke;17 år;;2;2
2017;Tokke;18 år;2;;-2
2017;Tokke;19 år;3;;-3
2017;Tokke;2 år;1;1;0
2017;Tokke;20 år;;1;1
2017;Tokke;21 år;4;1;-3
2017;Tokke;22 år;2;4;2
2017;Tokke;23 år;1;1;0
2017;Tokke;24 år;3;4;1
2017;Tokke;25 år;4;4;0
2017;Tokke;26 år;5;5;0
2017;Tokke;27 år;9;3;-6
2017;Tokke;28 år;3;4;1
2017;Tokke;29 år;;3;3
2017;Tokke;3 år;;2;2
2017;Tokke;30 år;2;2;0
2017;Tokke;31 år;2;1;-1
2017;Tokke;32 år;7;4;-3
2017;Tokke;33 år;1;3;2
2017;Tokke;34 år;;1;1
2017;Tokke;35 år;2;1;-1
2017;Tokke;36 år;1;3;2
2017;Tokke;37 år;;;
2017;Tokke;38 år;;;
2017;Tokke;39 år;1;;-1
2017;Tokke;4 år;1;;-1
2017;Tokke;40 år;1;1;0
2017;Tokke;41 år;;;
2017;Tokke;42 år;1;1;0
2017;Tokke;43 år;;1;1
2017;Tokke;44 år;;3;3
2017;Tokke;45 år;2;1;-1
2017;Tokke;46 år;;3;3
2017;Tokke;47 år;;2;2
2017;Tokke;48 år;;1;1
2017;Tokke;49 år;;2;2
2017;Tokke;5 år;;;
2017;Tokke;50 år;3;2;-1
2017;Tokke;51 år;;;
2017;Tokke;52 år;2;1;-1
2017;Tokke;53 år;;2;2
2017;Tokke;54 år;;1;1
2017;Tokke;55 år;;;
2017;Tokke;56 år;;1;1
2017;Tokke;57 år;1;1;0
2017;Tokke;58 år;;;
2017;Tokke;59 år;;2;2
2017;Tokke;6 år;2;2;0
2017;Tokke;60 år;;;
2017;Tokke;61 år;;;
2017;Tokke;62 år;;1;1
2017;Tokke;63 år;;1;1
2017;Tokke;64 år;2;2;0
2017;Tokke;65 år;1;2;1
2017;Tokke;66 år;;1;1
2017;Tokke;67 år;;;
2017;Tokke;68 år;1;;-1
2017;Tokke;69 år;;;
2017;Tokke;7 år;;2;2
2017;Tokke;70 år;2;;-2
2017;Tokke;8 år;1;2;1
2017;Tokke;9 år;1;2;1
2017;Vinje;0 år;;4;4
2017;Vinje;1 år;;5;5
2017;Vinje;10 år;1;4;3
2017;Vinje;11 år;2;;-2
2017;Vinje;12 år;1;1;0
2017;Vinje;13 år;3;;-3
2017;Vinje;14 år;2;1;-1
2017;Vinje;15 år;1;3;2
2017;Vinje;16 år;;3;3
2017;Vinje;17 år;2;;-2
2017;Vinje;18 år;1;2;1
2017;Vinje;19 år;11;2;-9
2017;Vinje;2 år;4;1;-3
2017;Vinje;20 år;2;2;0
2017;Vinje;21 år;6;6;0
2017;Vinje;22 år;9;5;-4
2017;Vinje;23 år;2;5;3
2017;Vinje;24 år;4;5;1
2017;Vinje;25 år;5;9;4
2017;Vinje;26 år;8;5;-3
2017;Vinje;27 år;8;4;-4
2017;Vinje;28 år;7;7;0
2017;Vinje;29 år;7;2;-5
2017;Vinje;3 år;2;2;0
2017;Vinje;30 år;7;2;-5
2017;Vinje;31 år;2;4;2
2017;Vinje;32 år;5;3;-2
2017;Vinje;33 år;5;5;0
2017;Vinje;34 år;2;6;4
2017;Vinje;35 år;;;
2017;Vinje;36 år;3;1;-2
2017;Vinje;37 år;3;4;1
2017;Vinje;38 år;;;
2017;Vinje;39 år;1;6;5
2017;Vinje;4 år;1;2;1
2017;Vinje;40 år;1;5;4
2017;Vinje;41 år;2;2;0
2017;Vinje;42 år;2;1;-1
2017;Vinje;43 år;1;3;2
2017;Vinje;44 år;3;;-3
2017;Vinje;45 år;2;2;0
2017;Vinje;46 år;1;2;1
2017;Vinje;47 år;2;;-2
2017;Vinje;48 år;2;1;-1
2017;Vinje;49 år;2;3;1
2017;Vinje;5 år;2;4;2
2017;Vinje;50 år;;1;1
2017;Vinje;51 år;1;1;0
2017;Vinje;52 år;1;2;1
2017;Vinje;53 år;;1;1
2017;Vinje;54 år;;;
2017;Vinje;55 år;1;3;2
2017;Vinje;56 år;1;;-1
2017;Vinje;57 år;;;
2017;Vinje;58 år;;;
2017;Vinje;59 år;;1;1
2017;Vinje;6 år;1;3;2
2017;Vinje;60 år;;1;1
2017;Vinje;61 år;1;1;0
2017;Vinje;62 år;1;;-1
2017;Vinje;63 år;1;;-1
2017;Vinje;64 år;;1;1
2017;Vinje;65 år;4;;-4
2017;Vinje;66 år;;;
2017;Vinje;67 år;1;1;0
2017;Vinje;68 år;2;;-2
2017;Vinje;69 år;3;;-3
2017;Vinje;7 år;2;1;-1
2017;Vinje;70 år;;1;1
2017;Vinje;8 år;1;2;1
2017;Vinje;9 år;1;1;0
2018;Porsgrunn;0 år;14;15;1
2018;Porsgrunn;1 år;24;31;7
2018;Porsgrunn;10 år;12;15;3
2018;Porsgrunn;11 år;5;14;9
2018;Porsgrunn;12 år;7;17;10
2018;Porsgrunn;13 år;4;12;8
2018;Porsgrunn;14 år;6;15;9
2018;Porsgrunn;15 år;13;12;-1
2018;Porsgrunn;16 år;9;13;4
2018;Porsgrunn;17 år;13;28;15
2018;Porsgrunn;18 år;22;30;8
2018;Porsgrunn;19 år;52;51;-1
2018;Porsgrunn;2 år;22;37;15
2018;Porsgrunn;20 år;65;66;1
2018;Porsgrunn;21 år;83;85;2
2018;Porsgrunn;22 år;90;85;-5
2018;Porsgrunn;23 år;77;96;19
2018;Porsgrunn;24 år;99;82;-17
2018;Porsgrunn;25 år;79;75;-4
2018;Porsgrunn;26 år;72;85;13
2018;Porsgrunn;27 år;92;79;-13
2018;Porsgrunn;28 år;68;72;4
2018;Porsgrunn;29 år;62;57;-5
2018;Porsgrunn;3 år;14;17;3
2018;Porsgrunn;30 år;52;57;5
2018;Porsgrunn;31 år;44;42;-2
2018;Porsgrunn;32 år;37;39;2
2018;Porsgrunn;33 år;34;30;-4
2018;Porsgrunn;34 år;35;31;-4
2018;Porsgrunn;35 år;21;29;8
2018;Porsgrunn;36 år;21;31;10
2018;Porsgrunn;37 år;24;32;8
2018;Porsgrunn;38 år;26;28;2
2018;Porsgrunn;39 år;18;25;7
2018;Porsgrunn;4 år;16;24;8
2018;Porsgrunn;40 år;20;20;0
2018;Porsgrunn;41 år;21;20;-1
2018;Porsgrunn;42 år;22;22;0
