År;Region;Alder;Utflytting;Innflytting;Nettoflytting
2016;Notodden;69 år;;1;1
2016;Notodden;7 år;2;5;3
2016;Notodden;70 år;2;2;0
2016;Notodden;8 år;5;6;1
2016;Notodden;9 år;3;1;-2
2016;Siljan;0 år;1;;-1
2016;Siljan;1 år;1;4;3
2016;Siljan;10 år;;3;3
2016;Siljan;11 år;2;1;-1
2016;Siljan;12 år;;;
2016;Siljan;13 år;1;1;0
2016;Siljan;14 år;1;1;0
2016;Siljan;15 år;;2;2
2016;Siljan;16 år;2;3;1
2016;Siljan;17 år;2;1;-1
2016;Siljan;18 år;7;2;-5
2016;Siljan;19 år;6;4;-2
2016;Siljan;2 år;1;2;1
2016;Siljan;20 år;5;3;-2
2016;Siljan;21 år;3;2;-1
2016;Siljan;22 år;4;6;2
2016;Siljan;23 år;9;6;-3
2016;Siljan;24 år;7;4;-3
2016;Siljan;25 år;2;3;1
2016;Siljan;26 år;5;6;1
2016;Siljan;27 år;3;6;3
2016;Siljan;28 år;3;6;3
2016;Siljan;29 år;2;4;2
2016;Siljan;3 år;2;2;0
2016;Siljan;30 år;5;6;1
2016;Siljan;31 år;3;3;0
2016;Siljan;32 år;;2;2
2016;Siljan;33 år;2;3;1
2016;Siljan;34 år;2;2;0
2016;Siljan;35 år;;1;1
2016;Siljan;36 år;1;4;3
2016;Siljan;37 år;1;;-1
2016;Siljan;38 år;;1;1
2016;Siljan;39 år;1;3;2
2016;Siljan;4 år;2;2;0
2016;Siljan;40 år;1;1;0
2016;Siljan;41 år;1;1;0
2016;Siljan;42 år;2;4;2
2016;Siljan;43 år;4;1;-3
2016;Siljan;44 år;1;1;0
2016;Siljan;45 år;2;1;-1
2016;Siljan;46 år;1;2;1
2016;Siljan;47 år;2;;-2
2016;Siljan;48 år;3;1;-2
2016;Siljan;49 år;;3;3
2016;Siljan;5 år;;2;2
2016;Siljan;50 år;2;;-2
2016;Siljan;51 år;1;1;0
2016;Siljan;52 år;;;
2016;Siljan;53 år;2;2;0
2016;Siljan;54 år;2;3;1
2016;Siljan;55 år;2;2;0
2016;Siljan;56 år;;1;1
2016;Siljan;57 år;1;2;1
2016;Siljan;58 år;1;2;1
2016;Siljan;59 år;1;3;2
2016;Siljan;6 år;1;2;1
2016;Siljan;60 år;;;
2016;Siljan;61 år;1;1;0
2016;Siljan;62 år;;1;1
2016;Siljan;63 år;1;1;0
2016;Siljan;64 år;;;
2016;Siljan;65 år;;;
2016;Siljan;66 år;2;;-2
2016;Siljan;67 år;;;
2016;Siljan;68 år;;;
2016;Siljan;69 år;;;
2016;Siljan;7 år;1;1;0
2016;Siljan;70 år;1;2;1
2016;Siljan;8 år;2;4;2
2016;Siljan;9 år;1;2;1
2016;Bamble;0 år;3;8;5
2016;Bamble;1 år;4;11;7
2016;Bamble;10 år;4;9;5
2016;Bamble;11 år;2;5;3
2016;Bamble;12 år;2;6;4
2016;Bamble;13 år;3;7;4
2016;Bamble;14 år;2;6;4
2016;Bamble;15 år;5;9;4
2016;Bamble;16 år;9;8;-1
2016;Bamble;17 år;10;8;-2
2016;Bamble;18 år;8;10;2
2016;Bamble;19 år;21;18;-3
2016;Bamble;2 år;6;10;4
2016;Bamble;20 år;18;17;-1
2016;Bamble;21 år;37;28;-9
2016;Bamble;22 år;33;23;-10
2016;Bamble;23 år;26;14;-12
2016;Bamble;24 år;30;21;-9
2016;Bamble;25 år;36;29;-7
2016;Bamble;26 år;31;23;-8
2016;Bamble;27 år;30;31;1
2016;Bamble;28 år;24;23;-1
2016;Bamble;29 år;20;13;-7
2016;Bamble;3 år;8;13;5
2016;Bamble;30 år;12;9;-3
2016;Bamble;31 år;13;12;-1
2016;Bamble;32 år;5;17;12
2016;Bamble;33 år;9;10;1
2016;Bamble;34 år;9;15;6
2016;Bamble;35 år;8;6;-2
2016;Bamble;36 år;8;17;9
2016;Bamble;37 år;9;17;8
2016;Bamble;38 år;11;12;1
2016;Bamble;39 år;3;10;7
2016;Bamble;4 år;6;12;6
2016;Bamble;40 år;4;9;5
2016;Bamble;41 år;6;4;-2
2016;Bamble;42 år;6;10;4
2016;Bamble;43 år;8;10;2
2016;Bamble;44 år;6;7;1
2016;Bamble;45 år;3;3;0
2016;Bamble;46 år;6;4;-2
2016;Bamble;47 år;11;6;-5
2016;Bamble;48 år;11;6;-5
2016;Bamble;49 år;4;1;-3
2016;Bamble;5 år;8;9;1
2016;Bamble;50 år;5;5;0
2016;Bamble;51 år;10;3;-7
2016;Bamble;52 år;3;11;8
2016;Bamble;53 år;9;5;-4
2016;Bamble;54 år;7;2;-5
2016;Bamble;55 år;7;5;-2
2016;Bamble;56 år;5;5;0
2016;Bamble;57 år;2;6;4
2016;Bamble;58 år;7;4;-3
2016;Bamble;59 år;2;2;0
2016;Bamble;6 år;4;8;4
2016;Bamble;60 år;6;4;-2
2016;Bamble;61 år;2;5;3
2016;Bamble;62 år;2;2;0
2016;Bamble;63 år;2;2;0
2016;Bamble;64 år;3;1;-2
2016;Bamble;65 år;;2;2
2016;Bamble;66 år;3;3;0
2016;Bamble;67 år;3;1;-2
2016;Bamble;68 år;4;3;-1
2016;Bamble;69 år;1;5;4
2016;Bamble;7 år;2;7;5
2016;Bamble;70 år;;3;3
2016;Bamble;8 år;6;12;6
2016;Bamble;9 år;2;7;5
2016;Kragerø;0 år;5;4;-1
2016;Kragerø;1 år;8;5;-3
2016;Kragerø;10 år;4;2;-2
2016;Kragerø;11 år;2;5;3
2016;Kragerø;12 år;;2;2
2016;Kragerø;13 år;4;2;-2
2016;Kragerø;14 år;8;1;-7
2016;Kragerø;15 år;2;3;1
2016;Kragerø;16 år;2;4;2
2016;Kragerø;17 år;7;8;1
2016;Kragerø;18 år;2;8;6
2016;Kragerø;19 år;14;14;0
2016;Kragerø;2 år;7;6;-1
2016;Kragerø;20 år;21;14;-7
2016;Kragerø;21 år;24;11;-13
2016;Kragerø;22 år;15;17;2
2016;Kragerø;23 år;12;14;2
2016;Kragerø;24 år;17;6;-11
2016;Kragerø;25 år;16;14;-2
2016;Kragerø;26 år;8;15;7
2016;Kragerø;27 år;13;14;1
2016;Kragerø;28 år;11;6;-5
2016;Kragerø;29 år;15;11;-4
2016;Kragerø;3 år;5;6;1
2016;Kragerø;30 år;8;12;4
2016;Kragerø;31 år;5;12;7
2016;Kragerø;32 år;6;10;4
2016;Kragerø;33 år;2;10;8
2016;Kragerø;34 år;7;8;1
2016;Kragerø;35 år;3;6;3
2016;Kragerø;36 år;2;8;6
2016;Kragerø;37 år;4;2;-2
2016;Kragerø;38 år;8;7;-1
2016;Kragerø;39 år;5;5;0
2016;Kragerø;4 år;4;7;3
2016;Kragerø;40 år;2;3;1
2016;Kragerø;41 år;2;3;1
2016;Kragerø;42 år;5;5;0
2016;Kragerø;43 år;5;2;-3
2016;Kragerø;44 år;7;3;-4
2016;Kragerø;45 år;7;4;-3
2016;Kragerø;46 år;5;2;-3
2016;Kragerø;47 år;2;3;1
2016;Kragerø;48 år;7;3;-4
2016;Kragerø;49 år;3;4;1
2016;Kragerø;5 år;2;4;2
2016;Kragerø;50 år;4;4;0
2016;Kragerø;51 år;7;12;5
2016;Kragerø;52 år;3;2;-1
2016;Kragerø;53 år;;3;3
2016;Kragerø;54 år;1;5;4
2016;Kragerø;55 år;4;3;-1
2016;Kragerø;56 år;4;2;-2
2016;Kragerø;57 år;3;2;-1
2016;Kragerø;58 år;1;2;1
2016;Kragerø;59 år;1;3;2
2016;Kragerø;6 år;2;6;4
2016;Kragerø;60 år;5;3;-2
2016;Kragerø;61 år;3;;-3
2016;Kragerø;62 år;6;1;-5
2016;Kragerø;63 år;4;1;-3
2016;Kragerø;64 år;1;3;2
2016;Kragerø;65 år;2;;-2
2016;Kragerø;66 år;4;2;-2
2016;Kragerø;67 år;4;4;0
2016;Kragerø;68 år;2;7;5
2016;Kragerø;69 år;4;2;-2
2016;Kragerø;7 år;1;9;8
2016;Kragerø;70 år;2;2;0
2016;Kragerø;8 år;5;3;-2
2016;Kragerø;9 år;1;4;3
2016;Drangedal;0 år;;1;1
2016;Drangedal;1 år;1;2;1
2016;Drangedal;10 år;1;;-1
2016;Drangedal;11 år;;2;2
2016;Drangedal;12 år;;3;3
2016;Drangedal;13 år;1;2;1
2016;Drangedal;14 år;;5;5
2016;Drangedal;15 år;;6;6
2016;Drangedal;16 år;3;1;-2
2016;Drangedal;17 år;;1;1
2016;Drangedal;18 år;3;3;0
2016;Drangedal;19 år;4;2;-2
2016;Drangedal;2 år;1;3;2
2016;Drangedal;20 år;2;5;3
2016;Drangedal;21 år;5;7;2
2016;Drangedal;22 år;7;5;-2
2016;Drangedal;23 år;4;3;-1
2016;Drangedal;24 år;6;4;-2
2016;Drangedal;25 år;10;2;-8
2016;Drangedal;26 år;4;4;0
2016;Drangedal;27 år;3;2;-1
2016;Drangedal;28 år;6;5;-1
2016;Drangedal;29 år;3;4;1
2016;Drangedal;3 år;1;;-1
2016;Drangedal;30 år;5;1;-4
2016;Drangedal;31 år;3;2;-1
2016;Drangedal;32 år;2;1;-1
2016;Drangedal;33 år;2;2;0
2016;Drangedal;34 år;4;3;-1
2016;Drangedal;35 år;1;1;0
2016;Drangedal;36 år;;2;2
2016;Drangedal;37 år;2;2;0
2016;Drangedal;38 år;3;1;-2
2016;Drangedal;39 år;1;2;1
2016;Drangedal;4 år;1;6;5
2016;Drangedal;40 år;;3;3
2016;Drangedal;41 år;1;;-1
2016;Drangedal;42 år;6;2;-4
2016;Drangedal;43 år;;;
2016;Drangedal;44 år;1;3;2
2016;Drangedal;45 år;1;2;1
2016;Drangedal;46 år;;1;1
2016;Drangedal;47 år;;1;1
2016;Drangedal;48 år;1;4;3
2016;Drangedal;49 år;1;2;1
2016;Drangedal;5 år;1;3;2
2016;Drangedal;50 år;1;2;1
2016;Drangedal;51 år;1;1;0
2016;Drangedal;52 år;;3;3
2016;Drangedal;53 år;;1;1
2016;Drangedal;54 år;1;2;1
2016;Drangedal;55 år;2;1;-1
2016;Drangedal;56 år;1;;-1
2016;Drangedal;57 år;;1;1
2016;Drangedal;58 år;1;;-1
2016;Drangedal;59 år;3;1;-2
2016;Drangedal;6 år;;3;3
2016;Drangedal;60 år;;1;1
2016;Drangedal;61 år;1;;-1
2016;Drangedal;62 år;;2;2
2016;Drangedal;63 år;;;
2016;Drangedal;64 år;1;1;0
2016;Drangedal;65 år;;;
2016;Drangedal;66 år;1;;-1
2016;Drangedal;67 år;1;;-1
2016;Drangedal;68 år;1;2;1
2016;Drangedal;69 år;;1;1
2016;Drangedal;7 år;;1;1
2016;Drangedal;70 år;;1;1
2016;Drangedal;8 år;2;2;0
2016;Drangedal;9 år;;1;1
2016;Nome;0 år;3;3;0
2016;Nome;1 år;1;5;4
2016;Nome;10 år;2;4;2
2016;Nome;11 år;;3;3
2016;Nome;12 år;1;3;2
2016;Nome;13 år;3;5;2
2016;Nome;14 år;3;4;1
2016;Nome;15 år;2;4;2
2016;Nome;16 år;4;6;2
2016;Nome;17 år;2;5;3
2016;Nome;18 år;5;6;1
2016;Nome;19 år;8;12;4
2016;Nome;2 år;3;8;5
2016;Nome;20 år;15;13;-2
2016;Nome;21 år;11;12;1
2016;Nome;22 år;10;11;1
2016;Nome;23 år;8;5;-3
2016;Nome;24 år;12;11;-1
2016;Nome;25 år;16;11;-5
2016;Nome;26 år;12;18;6
2016;Nome;27 år;11;11;0
2016;Nome;28 år;11;7;-4
2016;Nome;29 år;11;16;5
2016;Nome;3 år;3;5;2
2016;Nome;30 år;10;11;1
2016;Nome;31 år;7;4;-3
2016;Nome;32 år;5;8;3
2016;Nome;33 år;4;6;2
2016;Nome;34 år;7;7;0
2016;Nome;35 år;5;3;-2
2016;Nome;36 år;6;7;1
2016;Nome;37 år;3;5;2
2016;Nome;38 år;4;7;3
2016;Nome;39 år;4;6;2
2016;Nome;4 år;6;9;3
2016;Nome;40 år;5;1;-4
2016;Nome;41 år;5;7;2
2016;Nome;42 år;2;1;-1
2016;Nome;43 år;1;4;3
2016;Nome;44 år;5;7;2
2016;Nome;45 år;3;4;1
2016;Nome;46 år;2;3;1
2016;Nome;47 år;;3;3
2016;Nome;48 år;1;4;3
2016;Nome;49 år;3;1;-2
2016;Nome;5 år;5;6;1
2016;Nome;50 år;5;4;-1
2016;Nome;51 år;2;4;2
2016;Nome;52 år;6;6;0
2016;Nome;53 år;1;5;4
2016;Nome;54 år;;2;2
2016;Nome;55 år;4;1;-3
2016;Nome;56 år;3;2;-1
2016;Nome;57 år;3;3;0
2016;Nome;58 år;;1;1
2016;Nome;59 år;;1;1
2016;Nome;6 år;3;6;3
2016;Nome;60 år;2;2;0
2016;Nome;61 år;1;3;2
2016;Nome;62 år;4;1;-3
2016;Nome;63 år;2;2;0
2016;Nome;64 år;2;4;2
2016;Nome;65 år;;1;1
2016;Nome;66 år;2;3;1
2016;Nome;67 år;2;2;0
2016;Nome;68 år;3;;-3
2016;Nome;69 år;3;1;-2
2016;Nome;7 år;1;4;3
2016;Nome;70 år;2;;-2
2016;Nome;8 år;3;4;1
2016;Nome;9 år;;3;3
2016;Midt-Telemark;0 år;5;8;3
2016;Midt-Telemark;1 år;10;13;3
2016;Midt-Telemark;10 år;2;5;3
2016;Midt-Telemark;11 år;5;5;0
2016;Midt-Telemark;12 år;1;;-1
2016;Midt-Telemark;13 år;6;4;-2
2016;Midt-Telemark;14 år;1;7;6
2016;Midt-Telemark;15 år;2;4;2
2016;Midt-Telemark;16 år;4;12;8
2016;Midt-Telemark;17 år;1;7;6
2016;Midt-Telemark;18 år;13;17;4
2016;Midt-Telemark;19 år;13;15;2
2016;Midt-Telemark;2 år;11;6;-5
2016;Midt-Telemark;20 år;19;41;22
2016;Midt-Telemark;21 år;36;46;10
2016;Midt-Telemark;22 år;41;46;5
2016;Midt-Telemark;23 år;41;39;-2
2016;Midt-Telemark;24 år;47;43;-4
2016;Midt-Telemark;25 år;35;42;7
2016;Midt-Telemark;26 år;28;31;3
2016;Midt-Telemark;27 år;35;41;6
2016;Midt-Telemark;28 år;22;20;-2
2016;Midt-Telemark;29 år;25;18;-7
2016;Midt-Telemark;3 år;4;7;3
2016;Midt-Telemark;30 år;12;17;5
2016;Midt-Telemark;31 år;17;20;3
2016;Midt-Telemark;32 år;12;11;-1
2016;Midt-Telemark;33 år;7;7;0
2016;Midt-Telemark;34 år;13;11;-2
2016;Midt-Telemark;35 år;7;4;-3
2016;Midt-Telemark;36 år;11;10;-1
2016;Midt-Telemark;37 år;8;7;-1
2016;Midt-Telemark;38 år;10;6;-4
2016;Midt-Telemark;39 år;4;6;2
2016;Midt-Telemark;4 år;5;9;4
2016;Midt-Telemark;40 år;6;6;0
2016;Midt-Telemark;41 år;6;9;3
2016;Midt-Telemark;42 år;5;3;-2
2016;Midt-Telemark;43 år;2;5;3
2016;Midt-Telemark;44 år;5;10;5
2016;Midt-Telemark;45 år;6;7;1
2016;Midt-Telemark;46 år;5;8;3
2016;Midt-Telemark;47 år;2;3;1
2016;Midt-Telemark;48 år;3;4;1
2016;Midt-Telemark;49 år;5;6;1
2016;Midt-Telemark;5 år;8;6;-2
2016;Midt-Telemark;50 år;3;8;5
2016;Midt-Telemark;51 år;4;2;-2
2016;Midt-Telemark;52 år;2;3;1
2016;Midt-Telemark;53 år;4;3;-1
2016;Midt-Telemark;54 år;2;5;3
2016;Midt-Telemark;55 år;2;3;1
2016;Midt-Telemark;56 år;4;5;1
2016;Midt-Telemark;57 år;6;2;-4
2016;Midt-Telemark;58 år;2;6;4
2016;Midt-Telemark;59 år;3;4;1
2016;Midt-Telemark;6 år;7;12;5
2016;Midt-Telemark;60 år;;4;4
2016;Midt-Telemark;61 år;2;2;0
2016;Midt-Telemark;62 år;2;1;-1
2016;Midt-Telemark;63 år;3;5;2
2016;Midt-Telemark;64 år;4;4;0
2016;Midt-Telemark;65 år;2;;-2
2016;Midt-Telemark;66 år;3;3;0
2016;Midt-Telemark;67 år;2;1;-1
2016;Midt-Telemark;68 år;;2;2
2016;Midt-Telemark;69 år;1;3;2
2016;Midt-Telemark;7 år;5;8;3
2016;Midt-Telemark;70 år;1;3;2
2016;Midt-Telemark;8 år;2;4;2
2016;Midt-Telemark;9 år;1;2;1
2016;Tinn;0 år;1;4;3
2016;Tinn;1 år;5;6;1
2016;Tinn;10 år;1;;-1
2016;Tinn;11 år;;3;3
2016;Tinn;12 år;5;3;-2
2016;Tinn;13 år;1;3;2
2016;Tinn;14 år;1;6;5
2016;Tinn;15 år;1;2;1
2016;Tinn;16 år;3;3;0
2016;Tinn;17 år;3;8;5
2016;Tinn;18 år;4;4;0
2016;Tinn;19 år;9;8;-1
2016;Tinn;2 år;4;4;0
2016;Tinn;20 år;4;5;1
2016;Tinn;21 år;23;12;-11
2016;Tinn;22 år;15;8;-7
2016;Tinn;23 år;12;11;-1
2016;Tinn;24 år;13;15;2
2016;Tinn;25 år;15;9;-6
2016;Tinn;26 år;18;15;-3
2016;Tinn;27 år;12;11;-1
2016;Tinn;28 år;14;12;-2
2016;Tinn;29 år;7;7;0
2016;Tinn;3 år;4;5;1
2016;Tinn;30 år;15;11;-4
2016;Tinn;31 år;9;4;-5
2016;Tinn;32 år;5;7;2
2016;Tinn;33 år;6;6;0
2016;Tinn;34 år;10;9;-1
2016;Tinn;35 år;3;5;2
2016;Tinn;36 år;4;7;3
2016;Tinn;37 år;16;8;-8
2016;Tinn;38 år;2;4;2
2016;Tinn;39 år;3;2;-1
2016;Tinn;4 år;4;6;2
2016;Tinn;40 år;3;5;2
2016;Tinn;41 år;5;3;-2
2016;Tinn;42 år;5;1;-4
2016;Tinn;43 år;2;3;1
2016;Tinn;44 år;2;7;5
2016;Tinn;45 år;4;3;-1
2016;Tinn;46 år;2;5;3
2016;Tinn;47 år;3;2;-1
2016;Tinn;48 år;2;;-2
2016;Tinn;49 år;4;6;2
2016;Tinn;5 år;6;5;-1
2016;Tinn;50 år;5;3;-2
2016;Tinn;51 år;3;4;1
2016;Tinn;52 år;1;2;1
2016;Tinn;53 år;2;;-2
2016;Tinn;54 år;4;1;-3
2016;Tinn;55 år;;2;2
2016;Tinn;56 år;2;2;0
2016;Tinn;57 år;;1;1
2016;Tinn;58 år;1;1;0
2016;Tinn;59 år;1;2;1
2016;Tinn;6 år;1;3;2
2016;Tinn;60 år;1;1;0
2016;Tinn;61 år;;;
2016;Tinn;62 år;4;1;-3
2016;Tinn;63 år;1;;-1
2016;Tinn;64 år;2;1;-1
2016;Tinn;65 år;;;
2016;Tinn;66 år;;1;1
2016;Tinn;67 år;2;3;1
2016;Tinn;68 år;1;1;0
2016;Tinn;69 år;3;3;0
2016;Tinn;7 år;3;4;1
2016;Tinn;70 år;1;1;0
2016;Tinn;8 år;1;2;1
2016;Tinn;9 år;3;1;-2
2016;Hjartdal;0 år;;2;2
2016;Hjartdal;1 år;1;1;0
2016;Hjartdal;10 år;1;1;0
2016;Hjartdal;11 år;;;
2016;Hjartdal;12 år;;1;1
2016;Hjartdal;13 år;;1;1
2016;Hjartdal;14 år;;;
2016;Hjartdal;15 år;;;
2016;Hjartdal;16 år;;;
2016;Hjartdal;17 år;;;
2016;Hjartdal;18 år;;;
2016;Hjartdal;19 år;2;;-2
2016;Hjartdal;2 år;;1;1
2016;Hjartdal;20 år;4;3;-1
2016;Hjartdal;21 år;2;2;0
2016;Hjartdal;22 år;4;;-4
2016;Hjartdal;23 år;3;2;-1
2016;Hjartdal;24 år;1;1;0
2016;Hjartdal;25 år;;1;1
2016;Hjartdal;26 år;2;;-2
2016;Hjartdal;27 år;;1;1
2016;Hjartdal;28 år;4;3;-1
2016;Hjartdal;29 år;3;2;-1
2016;Hjartdal;3 år;;;
2016;Hjartdal;30 år;2;1;-1
2016;Hjartdal;31 år;2;2;0
2016;Hjartdal;32 år;3;1;-2
2016;Hjartdal;33 år;1;;-1
