Fra kommunenummer,Fra kommune,Til kommunenummer,Til kommune,År,Antall
4028,Kviteseid,4026,Tinn,2025-01-01,3
4028,Kviteseid,4034,Tokke,2025-01-01,10
4028,Kviteseid,4036,Vinje,2025-01-01,1
4030,Nissedal,4001,Porsgrunn,2025-01-01,1
4030,Nissedal,4003,Skien,2025-01-01,4
4030,Nissedal,4005,Notodden,2025-01-01,2
4030,Nissedal,4014,Kragerø,2025-01-01,1
4030,Nissedal,4020,Midt-Telemark,2025-01-01,1
4030,Nissedal,4034,Tokke,2025-01-01,2
4032,Fyresdal,4001,Porsgrunn,2025-01-01,1
4032,Fyresdal,4014,Kragerø,2025-01-01,1
4032,Fyresdal,4018,Nome,2025-01-01,2
4032,Fyresdal,4020,Midt-Telemark,2025-01-01,1
4034,Tokke,4001,Porsgrunn,2025-01-01,3
4034,Tokke,4003,Skien,2025-01-01,5
4034,Tokke,4005,Notodden,2025-01-01,3
4034,Tokke,4012,Bamble,2025-01-01,4
4034,Tokke,4020,Midt-Telemark,2025-01-01,5
4034,Tokke,4022,Seljord,2025-01-01,3
4034,Tokke,4028,Kviteseid,2025-01-01,10
4034,Tokke,4036,Vinje,2025-01-01,3
4036,Vinje,4001,Porsgrunn,2025-01-01,7
4036,Vinje,4003,Skien,2025-01-01,24
4036,Vinje,4005,Notodden,2025-01-01,1
4036,Vinje,4010,Siljan,2025-01-01,3
4036,Vinje,4012,Bamble,2025-01-01,6
4036,Vinje,4014,Kragerø,2025-01-01,3
4036,Vinje,4018,Nome,2025-01-01,9
4036,Vinje,4020,Midt-Telemark,2025-01-01,11
4036,Vinje,4022,Seljord,2025-01-01,2
4036,Vinje,4026,Tinn,2025-01-01,6
4036,Vinje,4028,Kviteseid,2025-01-01,2
4036,Vinje,4032,Fyresdal,2025-01-01,2
4036,Vinje,4034,Tokke,2025-01-01,11
4201,Risør,4001,Porsgrunn,2025-01-01,6
4201,Risør,4003,Skien,2025-01-01,3
4201,Risør,4012,Bamble,2025-01-01,3
4201,Risør,4014,Kragerø,2025-01-01,8
4201,Risør,4026,Tinn,2025-01-01,3
4201,Risør,4030,Nissedal,2025-01-01,1
4202,Grimstad,4001,Porsgrunn,2025-01-01,8
4202,Grimstad,4003,Skien,2025-01-01,12
4202,Grimstad,4005,Notodden,2025-01-01,3
4202,Grimstad,4012,Bamble,2025-01-01,2
4202,Grimstad,4014,Kragerø,2025-01-01,1
4202,Grimstad,4016,Drangedal,2025-01-01,2
4202,Grimstad,4020,Midt-Telemark,2025-01-01,2
4202,Grimstad,4026,Tinn,2025-01-01,3
4202,Grimstad,4030,Nissedal,2025-01-01,1
4202,Grimstad,4032,Fyresdal,2025-01-01,2
4202,Grimstad,4036,Vinje,2025-01-01,1
4203,Arendal,4001,Porsgrunn,2025-01-01,11
4203,Arendal,4003,Skien,2025-01-01,18
4203,Arendal,4005,Notodden,2025-01-01,5
4203,Arendal,4012,Bamble,2025-01-01,4
4203,Arendal,4014,Kragerø,2025-01-01,7
4203,Arendal,4018,Nome,2025-01-01,2
4203,Arendal,4020,Midt-Telemark,2025-01-01,4
4203,Arendal,4022,Seljord,2025-01-01,3
4203,Arendal,4028,Kviteseid,2025-01-01,1
4203,Arendal,4030,Nissedal,2025-01-01,4
4203,Arendal,4032,Fyresdal,2025-01-01,1
4203,Arendal,4034,Tokke,2025-01-01,1
4203,Arendal,4036,Vinje,2025-01-01,5
4204,Kristiansand,4001,Porsgrunn,2025-01-01,32
4204,Kristiansand,4003,Skien,2025-01-01,71
4204,Kristiansand,4005,Notodden,2025-01-01,8
4204,Kristiansand,4012,Bamble,2025-01-01,14
4204,Kristiansand,4014,Kragerø,2025-01-01,17
4204,Kristiansand,4016,Drangedal,2025-01-01,7
4204,Kristiansand,4018,Nome,2025-01-01,10
4204,Kristiansand,4020,Midt-Telemark,2025-01-01,11
4204,Kristiansand,4024,Hjartdal,2025-01-01,5
4204,Kristiansand,4026,Tinn,2025-01-01,3
4204,Kristiansand,4028,Kviteseid,2025-01-01,4
4204,Kristiansand,4030,Nissedal,2025-01-01,1
4204,Kristiansand,4032,Fyresdal,2025-01-01,4
4204,Kristiansand,4034,Tokke,2025-01-01,3
4204,Kristiansand,4036,Vinje,2025-01-01,8
4205,Lindesnes,4001,Porsgrunn,2025-01-01,3
4205,Lindesnes,4003,Skien,2025-01-01,2
4205,Lindesnes,4005,Notodden,2025-01-01,1
4205,Lindesnes,4014,Kragerø,2025-01-01,6
4205,Lindesnes,4020,Midt-Telemark,2025-01-01,3
4206,Farsund,4001,Porsgrunn,2025-01-01,1
4206,Farsund,4005,Notodden,2025-01-01,3
4206,Farsund,4012,Bamble,2025-01-01,3
4206,Farsund,4022,Seljord,2025-01-01,1
4207,Flekkefjord,4003,Skien,2025-01-01,2
4207,Flekkefjord,4010,Siljan,2025-01-01,3
4211,Gjerstad,4001,Porsgrunn,2025-01-01,2
4211,Gjerstad,4003,Skien,2025-01-01,2
4211,Gjerstad,4014,Kragerø,2025-01-01,8
4211,Gjerstad,4016,Drangedal,2025-01-01,4
4211,Gjerstad,4030,Nissedal,2025-01-01,2
4212,Vegårshei,4001,Porsgrunn,2025-01-01,1
4212,Vegårshei,4014,Kragerø,2025-01-01,2
4212,Vegårshei,4016,Drangedal,2025-01-01,2
4212,Vegårshei,4032,Fyresdal,2025-01-01,3
4212,Vegårshei,4034,Tokke,2025-01-01,3
4213,Tvedestrand,4001,Porsgrunn,2025-01-01,3
4213,Tvedestrand,4012,Bamble,2025-01-01,6
4214,Froland,4001,Porsgrunn,2025-01-01,1
4214,Froland,4003,Skien,2025-01-01,5
4214,Froland,4005,Notodden,2025-01-01,3
4214,Froland,4020,Midt-Telemark,2025-01-01,1
4214,Froland,4022,Seljord,2025-01-01,2
4215,Lillesand,4001,Porsgrunn,2025-01-01,3
4215,Lillesand,4003,Skien,2025-01-01,5
4215,Lillesand,4020,Midt-Telemark,2025-01-01,3
4216,Birkenes,4003,Skien,2025-01-01,1
4217,Åmli,4018,Nome,2025-01-01,2
4217,Åmli,4020,Midt-Telemark,2025-01-01,2
4217,Åmli,4022,Seljord,2025-01-01,4
4217,Åmli,4026,Tinn,2025-01-01,2
4217,Åmli,4030,Nissedal,2025-01-01,3
4219,Evje og Hornnes,4003,Skien,2025-01-01,4
4219,Evje og Hornnes,4034,Tokke,2025-01-01,2
4222,Bykle,4014,Kragerø,2025-01-01,2
4222,Bykle,4036,Vinje,2025-01-01,1
4223,Vennesla,4001,Porsgrunn,2025-01-01,1
4223,Vennesla,4003,Skien,2025-01-01,3
4223,Vennesla,4018,Nome,2025-01-01,6
4223,Vennesla,4022,Seljord,2025-01-01,1
4223,Vennesla,4026,Tinn,2025-01-01,1
4223,Vennesla,4036,Vinje,2025-01-01,2
4225,Lyngdal,4001,Porsgrunn,2025-01-01,1
4225,Lyngdal,4003,Skien,2025-01-01,3
4225,Lyngdal,4005,Notodden,2025-01-01,4
4225,Lyngdal,4020,Midt-Telemark,2025-01-01,1
4226,Hægebostad,4034,Tokke,2025-01-01,1
4227,Kvinesdal,4003,Skien,2025-01-01,1
4227,Kvinesdal,4005,Notodden,2025-01-01,3
4227,Kvinesdal,4020,Midt-Telemark,2025-01-01,2
1101,Eigersund,4003,Skien,2025-01-01,2
1101,Eigersund,4014,Kragerø,2025-01-01,1
1101,Eigersund,4020,Midt-Telemark,2025-01-01,1
1103,Stavanger,4001,Porsgrunn,2025-01-01,8
1103,Stavanger,4003,Skien,2025-01-01,20
1103,Stavanger,4005,Notodden,2025-01-01,9
1103,Stavanger,4012,Bamble,2025-01-01,8
1103,Stavanger,4014,Kragerø,2025-01-01,5
1103,Stavanger,4018,Nome,2025-01-01,1
1103,Stavanger,4020,Midt-Telemark,2025-01-01,2
1103,Stavanger,4022,Seljord,2025-01-01,2
1103,Stavanger,4036,Vinje,2025-01-01,1
1106,Haugesund,4001,Porsgrunn,2025-01-01,4
1106,Haugesund,4003,Skien,2025-01-01,6
1106,Haugesund,4012,Bamble,2025-01-01,1
1106,Haugesund,4016,Drangedal,2025-01-01,1
1106,Haugesund,4018,Nome,2025-01-01,3
1106,Haugesund,4020,Midt-Telemark,2025-01-01,3
1108,Sandnes,4001,Porsgrunn,2025-01-01,7
1108,Sandnes,4003,Skien,2025-01-01,9
1108,Sandnes,4005,Notodden,2025-01-01,2
1108,Sandnes,4014,Kragerø,2025-01-01,6
1108,Sandnes,4016,Drangedal,2025-01-01,2
1108,Sandnes,4018,Nome,2025-01-01,7
1108,Sandnes,4020,Midt-Telemark,2025-01-01,2
1108,Sandnes,4026,Tinn,2025-01-01,4
1108,Sandnes,4028,Kviteseid,2025-01-01,1
1112,Lund,4003,Skien,2025-01-01,1
1114,Bjerkreim,4020,Midt-Telemark,2025-01-01,2
1119,Hå,4003,Skien,2025-01-01,1
1119,Hå,4022,Seljord,2025-01-01,1
1119,Hå,4036,Vinje,2025-01-01,2
1120,Klepp,4018,Nome,2025-01-01,2
1120,Klepp,4034,Tokke,2025-01-01,4
1121,Time,4001,Porsgrunn,2025-01-01,2
1121,Time,4030,Nissedal,2025-01-01,2
1122,Gjesdal,4028,Kviteseid,2025-01-01,2
1122,Gjesdal,4030,Nissedal,2025-01-01,1
1124,Sola,4001,Porsgrunn,2025-01-01,3
1124,Sola,4003,Skien,2025-01-01,2
1124,Sola,4012,Bamble,2025-01-01,1
1124,Sola,4026,Tinn,2025-01-01,5
1127,Randaberg,4003,Skien,2025-01-01,2
1127,Randaberg,4005,Notodden,2025-01-01,2
1130,Strand,4001,Porsgrunn,2025-01-01,3
1130,Strand,4012,Bamble,2025-01-01,2
1145,Bokn,4003,Skien,2025-01-01,1
1145,Bokn,4014,Kragerø,2025-01-01,2
1146,Tysvær,4001,Porsgrunn,2025-01-01,3
1146,Tysvær,4014,Kragerø,2025-01-01,3
1146,Tysvær,4016,Drangedal,2025-01-01,2
1149,Karmøy,4003,Skien,2025-01-01,3
1149,Karmøy,4005,Notodden,2025-01-01,1
1149,Karmøy,4016,Drangedal,2025-01-01,5
1149,Karmøy,4020,Midt-Telemark,2025-01-01,1
1160,Vindafjord,4003,Skien,2025-01-01,1
1160,Vindafjord,4036,Vinje,2025-01-01,4
4601,Bergen,4001,Porsgrunn,2025-01-01,27
4601,Bergen,4003,Skien,2025-01-01,43
4601,Bergen,4005,Notodden,2025-01-01,5
4601,Bergen,4012,Bamble,2025-01-01,9
4601,Bergen,4014,Kragerø,2025-01-01,7
4601,Bergen,4018,Nome,2025-01-01,1
4601,Bergen,4020,Midt-Telemark,2025-01-01,10
4601,Bergen,4022,Seljord,2025-01-01,1
4601,Bergen,4026,Tinn,2025-01-01,4
4601,Bergen,4028,Kviteseid,2025-01-01,5
4602,Kinn,4001,Porsgrunn,2025-01-01,2
4602,Kinn,4003,Skien,2025-01-01,1
4602,Kinn,4012,Bamble,2025-01-01,1
4602,Kinn,4020,Midt-Telemark,2025-01-01,3
4611,Etne,4001,Porsgrunn,2025-01-01,2
4611,Etne,4032,Fyresdal,2025-01-01,2
4613,Bømlo,4003,Skien,2025-01-01,1
4613,Bømlo,4012,Bamble,2025-01-01,1
4613,Bømlo,4014,Kragerø,2025-01-01,4
4614,Stord,4001,Porsgrunn,2025-01-01,3
4614,Stord,4003,Skien,2025-01-01,2
4614,Stord,4012,Bamble,2025-01-01,1
4618,Ullensvang,4001,Porsgrunn,2025-01-01,1
4618,Ullensvang,4003,Skien,2025-01-01,2
4618,Ullensvang,4012,Bamble,2025-01-01,6
4618,Ullensvang,4036,Vinje,2025-01-01,2
4621,Voss,4001,Porsgrunn,2025-01-01,7
4621,Voss,4020,Midt-Telemark,2025-01-01,1
4624,Bjørnafjorden,4001,Porsgrunn,2025-01-01,1
4624,Bjørnafjorden,4003,Skien,2025-01-01,2
4624,Bjørnafjorden,4014,Kragerø,2025-01-01,1
4624,Bjørnafjorden,4018,Nome,2025-01-01,3
4626,Øygarden,4001,Porsgrunn,2025-01-01,4
4626,Øygarden,4003,Skien,2025-01-01,5
4626,Øygarden,4020,Midt-Telemark,2025-01-01,1
4627,Askøy,4001,Porsgrunn,2025-01-01,1
4627,Askøy,4020,Midt-Telemark,2025-01-01,3
4627,Askøy,4036,Vinje,2025-01-01,3
4630,Osterøy,4003,Skien,2025-01-01,2
4631,Alver,4001,Porsgrunn,2025-01-01,4
4631,Alver,4012,Bamble,2025-01-01,2
4631,Alver,4014,Kragerø,2025-01-01,2
4631,Alver,4036,Vinje,2025-01-01,2
4635,Gulen,4001,Porsgrunn,2025-01-01,2
4638,Høyanger,4026,Tinn,2025-01-01,1
4638,Høyanger,4032,Fyresdal,2025-01-01,2
4639,Vik,4026,Tinn,2025-01-01,1
4639,Vik,4030,Nissedal,2025-01-01,3
4639,Vik,4036,Vinje,2025-01-01,1
4640,Sogndal,4003,Skien,2025-01-01,4
4640,Sogndal,4005,Notodden,2025-01-01,2
4640,Sogndal,4036,Vinje,2025-01-01,1
4641,Aurland,4014,Kragerø,2025-01-01,2
4643,Årdal,4003,Skien,2025-01-01,1
4644,Luster,4001,Porsgrunn,2025-01-01,2
4644,Luster,4003,Skien,2025-01-01,1
4645,Askvoll,4005,Notodden,2025-01-01,1
4647,Sunnfjord,4001,Porsgrunn,2025-01-01,4
4647,Sunnfjord,4003,Skien,2025-01-01,5
4647,Sunnfjord,4012,Bamble,2025-01-01,1
4647,Sunnfjord,4036,Vinje,2025-01-01,1
4648,Bremanger,4001,Porsgrunn,2025-01-01,1
4649,Stad,4003,Skien,2025-01-01,4
4650,Gloppen,4012,Bamble,2025-01-01,1
1505,Kristiansund,4005,Notodden,2025-01-01,2
1505,Kristiansund,4012,Bamble,2025-01-01,2
1505,Kristiansund,4020,Midt-Telemark,2025-01-01,3
1506,Molde,4001,Porsgrunn,2025-01-01,5
1506,Molde,4003,Skien,2025-01-01,5
1506,Molde,4012,Bamble,2025-01-01,4
1508,Ålesund,4001,Porsgrunn,2025-01-01,6
1508,Ålesund,4003,Skien,2025-01-01,3
1508,Ålesund,4012,Bamble,2025-01-01,6
1508,Ålesund,4020,Midt-Telemark,2025-01-01,2
1508,Ålesund,4024,Hjartdal,2025-01-01,2
1508,Ålesund,4026,Tinn,2025-01-01,2
1514,Sande,4020,Midt-Telemark,2025-01-01,2
1515,Herøy (Møre og Romsdal),4003,Skien,2025-01-01,3
1516,Ulstein,4003,Skien,2025-01-01,6
1516,Ulstein,4020,Midt-Telemark,2025-01-01,1
1516,Ulstein,4022,Seljord,2025-01-01,3
1517,Hareid,4020,Midt-Telemark,2025-01-01,2
1517,Hareid,4036,Vinje,2025-01-01,2
1531,Sula,4003,Skien,2025-01-01,2
1535,Vestnes,4034,Tokke,2025-01-01,1
1539,Rauma,4001,Porsgrunn,2025-01-01,2
1539,Rauma,4012,Bamble,2025-01-01,2
1539,Rauma,4014,Kragerø,2025-01-01,2
1539,Rauma,4026,Tinn,2025-01-01,3
1539,Rauma,4036,Vinje,2025-01-01,2
1547,Aukra,4018,Nome,2025-01-01,2
1560,Tingvoll,4005,Notodden,2025-01-01,2
1563,Sunndal,4001,Porsgrunn,2025-01-01,4
1563,Sunndal,4014,Kragerø,2025-01-01,2
1576,Aure,4001,Porsgrunn,2025-01-01,1
1577,Volda,4001,Porsgrunn,2025-01-01,5
1577,Volda,4003,Skien,2025-01-01,3
1577,Volda,4005,Notodden,2025-01-01,4
1577,Volda,4020,Midt-Telemark,2025-01-01,2
1577,Volda,4022,Seljord,2025-01-01,1
1577,Volda,4032,Fyresdal,2025-01-01,2
1579,Hustadvika,4001,Porsgrunn,2025-01-01,1
,Trondheim - Tråante,4001,Porsgrunn,2025-01-01,36
,Trondheim - Tråante,4003,Skien,2025-01-01,37
,Trondheim - Tråante,4005,Notodden,2025-01-01,6
,Trondheim - Tråante,4010,Siljan,2025-01-01,2
,Trondheim - Tråante,4012,Bamble,2025-01-01,8
,Trondheim - Tråante,4014,Kragerø,2025-01-01,9
,Trondheim - Tråante,4020,Midt-Telemark,2025-01-01,14
,Trondheim - Tråante,4022,Seljord,2025-01-01,2
,Trondheim - Tråante,4026,Tinn,2025-01-01,5
,Trondheim - Tråante,4034,Tokke,2025-01-01,2
,Steinkjer - Stïentje,4001,Porsgrunn,2025-01-01,2
,Steinkjer - Stïentje,4003,Skien,2025-01-01,1
,Namsos - Nåavmesjenjaelmie,4001,Porsgrunn,2025-01-01,3
,Namsos - Nåavmesjenjaelmie,4003,Skien,2025-01-01,7
5021,Oppdal,4003,Skien,2025-01-01,1
5021,Oppdal,4005,Notodden,2025-01-01,6
5021,Oppdal,4020,Midt-Telemark,2025-01-01,5
,Røros - Rosse,4020,Midt-Telemark,2025-01-01,2
5027,Midtre Gauldal,4001,Porsgrunn,2025-01-01,2
5028,Melhus,4003,Skien,2025-01-01,1
5028,Melhus,4020,Midt-Telemark,2025-01-01,2
5029,Skaun,4001,Porsgrunn,2025-01-01,2
5031,Malvik,4003,Skien,2025-01-01,2
5035,Stjørdal,4001,Porsgrunn,2025-01-01,2
5035,Stjørdal,4003,Skien,2025-01-01,2
5035,Stjørdal,4012,Bamble,2025-01-01,2
5035,Stjørdal,4018,Nome,2025-01-01,1
5035,Stjørdal,4020,Midt-Telemark,2025-01-01,2
,Levanger - Levangke,4003,Skien,2025-01-01,1
,Snåase - Snåsa,4003,Skien,2025-01-01,1
,Snåase - Snåsa,4005,Notodden,2025-01-01,3
,Snåase - Snåsa,4020,Midt-Telemark,2025-01-01,3
,Snåase - Snåsa,4026,Tinn,2025-01-01,3
,Snåase - Snåsa,4036,Vinje,2025-01-01,1
5055,Heim,4014,Kragerø,2025-01-01,2
5058,Åfjord,4026,Tinn,2025-01-01,2
5059,Orkland,4001,Porsgrunn,2025-01-01,2
5059,Orkland,4010,Siljan,2025-01-01,1
5059,Orkland,4020,Midt-Telemark,2025-01-01,3
5059,Orkland,4026,Tinn,2025-01-01,2
5060,Nærøysund,4003,Skien,2025-01-01,1
5060,Nærøysund,4010,Siljan,2025-01-01,1
1804,Bodø,4003,Skien,2025-01-01,11
1804,Bodø,4012,Bamble,2025-01-01,2
1804,Bodø,4014,Kragerø,2025-01-01,4
1804,Bodø,4020,Midt-Telemark,2025-01-01,2
1804,Bodø,4032,Fyresdal,2025-01-01,2
1806,Narvik,4001,Porsgrunn,2025-01-01,10
1806,Narvik,4003,Skien,2025-01-01,7
1806,Narvik,4012,Bamble,2025-01-01,2
1806,Narvik,4020,Midt-Telemark,2025-01-01,2
1806,Narvik,4036,Vinje,2025-01-01,1
1812,Sømna,4020,Midt-Telemark,2025-01-01,1
1813,Brønnøy,4001,Porsgrunn,2025-01-01,2
1813,Brønnøy,4003,Skien,2025-01-01,1
1820,Alstahaug,4001,Porsgrunn,2025-01-01,2
1820,Alstahaug,4003,Skien,2025-01-01,4
1822,Leirfjord,4001,Porsgrunn,2025-01-01,2
1822,Leirfjord,4003,Skien,2025-01-01,1
1824,Vefsn,4014,Kragerø,2025-01-01,1
1825,Grane,4001,Porsgrunn,2025-01-01,2
1828,Nesna,4001,Porsgrunn,2025-01-01,1
1828,Nesna,4020,Midt-Telemark,2025-01-01,2
1828,Nesna,4026,Tinn,2025-01-01,1
,Rana - Raane,4001,Porsgrunn,2025-01-01,3
,Rana - Raane,4003,Skien,2025-01-01,3
,Rana - Raane,4016,Drangedal,2025-01-01,2
,Rana - Raane,4028,Kviteseid,2025-01-01,1
1836,Rødøy,4003,Skien,2025-01-01,2
1837,Meløy,4003,Skien,2025-01-01,6
1837,Meløy,4032,Fyresdal,2025-01-01,2
1840,Saltdal,4034,Tokke,2025-01-01,2
,Fauske - Fuossko,4001,Porsgrunn,2025-01-01,2
,Fauske - Fuossko,4003,Skien,2025-01-01,6
,Fauske - Fuossko,4016,Drangedal,2025-01-01,2
,Fauske - Fuossko,4036,Vinje,2025-01-01,1
,Sørfold - Fuolldá,4010,Siljan,2025-01-01,2
1851,Lødingen,4022,Seljord,2025-01-01,4
1856,Røst,4003,Skien,2025-01-01,3
1859,Flakstad,4001,Porsgrunn,2025-01-01,1
1859,Flakstad,4032,Fyresdal,2025-01-01,2
1860,Vestvågøy,4003,Skien,2025-01-01,1
1865,Vågan,4001,Porsgrunn,2025-01-01,2
1865,Vågan,4016,Drangedal,2025-01-01,1
1865,Vågan,4020,Midt-Telemark,2025-01-01,3
1866,Hadsel,4001,Porsgrunn,2025-01-01,1
1866,Hadsel,4003,Skien,2025-01-01,2
1866,Hadsel,4005,Notodden,2025-01-01,8
1866,Hadsel,4014,Kragerø,2025-01-01,2
1866,Hadsel,4034,Tokke,2025-01-01,4
1867,Bø,4020,Midt-Telemark,2025-01-01,5
1868,Øksnes,4020,Midt-Telemark,2025-01-01,1
,Sortland - Suortá,4003,Skien,2025-01-01,2
,Sortland - Suortá,4010,Siljan,2025-01-01,2
,Sortland - Suortá,4012,Bamble,2025-01-01,2
5501,Tromsø,4001,Porsgrunn,2025-01-01,12
5501,Tromsø,4003,Skien,2025-01-01,14
5501,Tromsø,4005,Notodden,2025-01-01,5
5501,Tromsø,4010,Siljan,2025-01-01,1
5501,Tromsø,4012,Bamble,2025-01-01,1
5501,Tromsø,4014,Kragerø,2025-01-01,2
5501,Tromsø,4020,Midt-Telemark,2025-01-01,6
5501,Tromsø,4034,Tokke,2025-01-01,1
,Harstad - Hárstták,4001,Porsgrunn,2025-01-01,4
,Harstad - Hárstták,4003,Skien,2025-01-01,7
,Harstad - Hárstták,4012,Bamble,2025-01-01,5
,Harstad - Hárstták,4026,Tinn,2025-01-01,1
,Harstad - Hárstták,4036,Vinje,2025-01-01,2
5510,Kvæfjord,4001,Porsgrunn,2025-01-01,1
,Dielddanuorri - Tjeldsund,4003,Skien,2025-01-01,1
,Gratangen - Rivtták,4001,Porsgrunn,2025-01-01,3
,Gratangen - Rivtták,4003,Skien,2025-01-01,2
5520,Bardu,4022,Seljord,2025-01-01,1
5522,Salangen,4001,Porsgrunn,2025-01-01,2
5522,Salangen,4020,Midt-Telemark,2025-01-01,1
5524,Målselv,4001,Porsgrunn,2025-01-01,2
5524,Målselv,4003,Skien,2025-01-01,2
5524,Målselv,4005,Notodden,2025-01-01,1
5530,Senja,4001,Porsgrunn,2025-01-01,2
5530,Senja,4016,Drangedal,2025-01-01,4
5532,Balsfjord,4001,Porsgrunn,2025-01-01,3
5532,Balsfjord,4005,Notodden,2025-01-01,2
,Storfjord - Omasvuotna - Omasvuono,4026,Tinn,2025-01-01,1
5542,Skjervøy,4003,Skien,2025-01-01,2
,Nordreisa - Ráisa - Raisi,4001,Porsgrunn,2025-01-01,1
5601,Alta,4001,Porsgrunn,2025-01-01,2
5601,Alta,4003,Skien,2025-01-01,4
5601,Alta,4005,Notodden,2025-01-01,3
5601,Alta,4020,Midt-Telemark,2025-01-01,2
,Hammerfest - Hámmerfeasta,4003,Skien,2025-01-01,6
,Hammerfest - Hámmerfeasta,4005,Notodden,2025-01-01,3
,Hammerfest - Hámmerfeasta,4020,Midt-Telemark,2025-01-01,3
,Hammerfest - Hámmerfeasta,4022,Seljord,2025-01-01,2
,Hammerfest - Hámmerfeasta,4026,Tinn,2025-01-01,2
5605,Sør-Varanger,4001,Porsgrunn,2025-01-01,2
5605,Sør-Varanger,4003,Skien,2025-01-01,3
5605,Sør-Varanger,4012,Bamble,2025-01-01,1
5605,Sør-Varanger,4020,Midt-Telemark,2025-01-01,1
5607,Vadsø,4003,Skien,2025-01-01,4
5607,Vadsø,4016,Drangedal,2025-01-01,3
5607,Vadsø,4020,Midt-Telemark,2025-01-01,2
5607,Vadsø,4026,Tinn,2025-01-01,1
5607,Vadsø,4030,Nissedal,2025-01-01,2
5607,Vadsø,4036,Vinje,2025-01-01,4
5620,Nordkapp,4001,Porsgrunn,2025-01-01,1
,Porsanger - Porsángu - Porsanki,4001,Porsgrunn,2025-01-01,2
,Porsanger - Porsángu - Porsanki,4020,Midt-Telemark,2025-01-01,1
5624,Lebesby,4010,Siljan,2025-01-01,1
,Deatnu - Tana,4014,Kragerø,2025-01-01,4
,Deatnu - Tana,4020,Midt-Telemark,2025-01-01,1
