Kommunenummer;Kommunenummer_2025;Kommune;Kategori;Gruppe;Variabel;Spørsmål;Svartype;Verdi;Svar;Antall_original;Andel_original;Antall_vektet;Andel_vektet;Spørsmålskode;Årstall;Datatype
3823;4032;Fyresdal;Helse;Helse;tannhelse;Hvordan vurderer du tannhelsen din?;Selectbox;999;God eller svært god;231;0.6525;80.85;0.6525;tannhelse;2021;Real data
3823;4032;Fyresdal;Helse;Helse;tannlege;Når var du sist hos tannlege/tannpleier?;Selectbox;999;Mer enn to år siden;65;0.1831;22.75;0.1831;tannlege;2021;Real data
3823;4032;Fyresdal;Helse;Langvarige helseproblemer og funksjonsnedsettelser;sykdom_a;Hvordan påvirker disse sykdommene eller helseproblemene din hverdag?;Selectbox;999;I stor grad;46;0.1311;16.1;0.1311;sykdom_a;2021;Real data
3823;4032;Fyresdal;Helse;Langvarige helseproblemer og funksjonsnedsettelser;funksjonsnedsettelse_a;Hvordan påvirker funksjonsnedsettelsen (plagene) din hverdag?;Selectbox;999;I stor grad;24;0.0682;8.4;0.0682;funksjonsnedsettelse_a;2021;Real data
3823;4032;Fyresdal;Helse;Nakke- og korsryggsmerter;korsryggsmerte;I løpet av de siste 28 dagene (4 ukene), har du hatt smerter i korsryggen?;Selectbox;999;Ja;130;0.3693;45.5;0.3693;korsryggsmerte;2021;Real data
3823;4032;Fyresdal;Helse;Nakke- og korsryggsmerter;nakkesmerte;I løpet av de siste 28 dagene (4 ukene), har du hatt smerter i nakken?;Selectbox;999;Ja;121;0.3438;42.35;0.3437;nakkesmerte;2021;Real data
3823;4032;Fyresdal;Helserelatert atferd;Kosthold;sukkerdrikk;Hvor ofte drikker du vanligvis sukkerholdig brus/saft/leskedrikk (inkludert iste, energidrikk, sportsdrikk og nektar)?;Matrix;999;2-3 ganger i uka eller oftere;119;0.3381;41.65;0.3381;sukkerdrikk;2021;Real data
3823;4032;Fyresdal;Helserelatert atferd;Kosthold;frukt;Hvor ofte spiser du vanligvis frukt eller bær (regn ikke med juice eller fruktsaft)?;Matrix;999;Daglig eller oftere;123;0.3494;43.05;0.3494;frukt;2021;Real data
3823;4032;Fyresdal;Helserelatert atferd;Kosthold;groennsaker;Hvor ofte spiser du vanligvis grønnsaker (inkludert salat)? Regn ikke med poteter.;Matrix;999;Daglig eller oftere;148;0.4205;51.8;0.4205;groennsaker;2021;Real data
3823;4032;Fyresdal;Helserelatert atferd;Kosthold;fisk;Hvor ofte spiser du vanligvis fisk (som pålegg, til lunsj eller middag)?;Matrix;999;2-3 ganger i uka eller oftere;146;0.416;51.1;0.416;fisk;2021;Real data
3823;4032;Fyresdal;Helserelatert atferd;Tobakk;roeyking_a;Hvor ofte røyker du?;Selectbox;999;Daglig;40;0.1133;14.0;0.1133;roeyking_a;2021;Real data
3823;4032;Fyresdal;Helserelatert atferd;Tobakk;snus_a;Hvor ofte bruker du snus?;Selectbox;999;Daglig;44;0.1246;15.4;0.1246;snus_a;2021;Real data
3823;4032;Fyresdal;Helserelatert atferd;Alkohol;alkohol_a;I løpet av de siste 12 måneder, hvor ofte har du drukket alkohol?;Selectbox;999;2-3 ganger i uka eller oftere;55;0.1562;19.25;0.1563;alkohol_a;2021;Real data
3823;4032;Fyresdal;Helserelatert atferd;Alkohol;alkohol_c;Hvor ofte drikker du seks alkoholenheter eller mer ved én og samme anledning?;Selectbox;999;Månedlig eller oftere;62;0.192;21.7;0.192;alkohol_c;2021;Real data
3823;4032;Fyresdal;Skader og fysisk miljø;Skader;skade;Har du i løpet av de siste 12 måneder vært utsatt for en eller flere skader som førte til at du oppsøkte lege eller tannlege?;Selectbox;999;Ja minst én;52;0.1473;18.2;0.1473;skade;2021;Real data
3823;4032;Fyresdal;Skader og fysisk miljø;Støy;veitrafikkstoey;Hvis du tenker på de siste 12 månedene, hvor plaget er du av støy fra veitrafikk når du er hjemme?;Selectbox;999;Middels plaget eller mer;11;0.0312;3.85;0.0312;veitrafikkstoey;2021;Real data
3823;4032;Fyresdal;Skader og fysisk miljø;Støy;annenstoey;Hvis du tenker på de siste 12 månedene, hvor plaget er du av støy fra andre utendørs støykilder enn veitrafikk når du er hjemme?;Selectbox;999;Middels plaget eller mer;18;0.0513;6.3;0.0513;annenstoey;2021;Real data
3823;4032;Fyresdal;Livskvalitet;Livstilfredshet;tilfredshet;Alt i alt, hvor fornøyd er du med livet ditt for tiden?;Selectbox;999;Andel som svarer 6 eller høyere;299;0.8519;104.65;0.8519;tilfredshet;2021;Real data
3823;4032;Fyresdal;Livskvalitet;Livstilfredshet;fremtidsoptimisme;Hvor fornøyd tror du at du vil være med livet ditt fem år fra nå?;Selectbox;999;Andel som svarer 6 eller høyere;312;0.8991;109.2;0.8991;fremtidsoptimisme;2021;Real data
3823;4032;Fyresdal;Livskvalitet;Livstilfredshet;meningsfylt;Alt i alt, i hvilken grad opplever du at det du gjør i livet er meningsfylt?;Selectbox;999;Andel som svarer 6 eller høyere;297;0.8438;103.95;0.8438;meningsfylt;2021;Real data
3823;4032;Fyresdal;Livskvalitet;Engasjement;engasjert;Tenk på hvordan du har følt deg de siste 7 dagene. I hvilken grad var du engasjert?;Selectbox;999;Andel som svarer 6 eller høyere;230;0.6609;80.5;0.6609;engasjert;2021;Real data
3823;4032;Fyresdal;Livskvalitet;Sosiale relasjoner;givende;Mine sosiale relasjoner er støttende og givende;Matrix;999;Andel som svarer 6 eller høyere;269;0.7664;94.15;0.7664;givende;2021;Real data
3823;4032;Fyresdal;Livskvalitet;Sosiale relasjoner;andreslykke;Jeg bidrar aktivt til andres lykke og livskvalitet;Matrix;999;Andel som svarer 6 eller høyere;267;0.765;93.45;0.765;andreslykke;2021;Real data
3823;4032;Fyresdal;Livskvalitet;Sosiale relasjoner;venner;Hvor ofte er du sammen med gode venner?;Selectbox;999;Ukentlig eller oftere;185;0.5241;64.75;0.5241;venner;2021;Real data
3823;4032;Fyresdal;Livskvalitet;Lokalsamfunn / trygghet;tilhoerighet;I hvilken grad føler du at du hører til på stedet der du bor?;Selectbox;999;Andel som svarer 6 eller høyere;277;0.7869;96.95;0.7869;tilhoerighet;2021;Real data
3823;4032;Fyresdal;Livskvalitet;Lokalsamfunn / trygghet;trygg;Alt i alt, hvor trygg føler du deg når du er ute og går i nærmiljøet?;Selectbox;999;Andel som svarer 6 eller høyere;346;0.983;121.1;0.983;trygg;2021;Real data
3823;4032;Fyresdal;Bakgrunn;Økonomi;oekonomi;Dersom du bor alene, tenk på din samlede inntekt. Dersom du bor sammen med andre, tenk på den samlede inntekten til alle i husholdningen. Hvor lett eller vanskelig er det for deg/dere å få pengene til å strekke til i det daglige, med denne inntekten?;Selectbox;999;Andel med økonomiske vansker;66;0.1947;23.1;0.1947;oekonomi;2021;Real data
3823;4032;Fyresdal;Bakgrunn;Famile og bolig situasjon;bolig;Eier eller leier du boligen din?;Selectbox;999;Eier;280;0.7977;98.0;0.7977;bolig;2021;Real data
3823;4032;Fyresdal;Utledet variabel;Sosial støtte;oslo_sum_3kat;oslo_sum_3kat;;999;Høy sosial støtte;157;0.4473;54.95;0.4473;oslo_sum_3kat;2021;Real data
3823;4032;Fyresdal;Utledet variabel;Psykiske plager;HSCL_2kat;HSCL_2kat;;999;Symptomer på psykiske plager;43;0.1211;15.05;0.1211;HSCL_2kat;2021;Real data
3823;4032;Fyresdal;Utledet variabel;Ensomhet;ucla_2kat;ucla_2kat;;999;Høyt nivå;43;0.1222;15.05;0.1222;ucla_2kat;2021;Real data
3823;4032;Fyresdal;Utledet variabel;Søvn;INSOMNIA;INSOMNIA;;999;Søvnproblemer;43;0.1215;15.05;0.1215;INSOMNIA;2021;Real data
3823;4032;Fyresdal;Utledet variabel;Kontroll i livet;kontroll_SUM_3kat;kontroll_SUM_3kat;;999;Høy grad av mestring;82;0.2356;28.7;0.2356;kontroll_SUM_3kat;2021;Real data
3823;4032;Fyresdal;Utledet variabel;Fysisk aktivitet;FYSAK_2kat;FYSAK_2kat;;999;Minst 30 min. moderat fysisk aktivitet minst fire dager i uka;71;0.2023;24.85;0.2023;FYSAK_2kat;2021;Real data
3824;4034;Tokke;Nærmiljøet;Trivsel;trivsel;I hvilken grad trives du i nærmiljøet ditt?;Selectbox;999;I stor grad;381;0.7299;133.35;0.7299;trivsel;2021;Real data
3824;4034;Tokke;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;kultur;Hvordan opplever du tilgjengeligheten til kulturtilbud (eksempelvis kino, bibliotek, kulturhus, konserter og teater)?;Selectbox;999;God eller svært god;284;0.5451;99.4;0.5451;kultur;2021;Real data
3824;4034;Tokke;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;idrett;Hvordan opplever du tilgjengeligheten til idrettstilbud (eksempelvis idrettshall, svømmehall, treningssenter, ski/lys-løyper)?;Selectbox;999;God eller svært god;427;0.8227;149.45;0.8227;idrett;2021;Real data
3824;4034;Tokke;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;butikk;Hvordan opplever du tilgjengeligheten til butikker, spisesteder og andre servicetilbud?;Selectbox;999;God eller svært god;344;0.6603;120.4;0.6603;butikk;2021;Real data
3824;4034;Tokke;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;transport;Hvordan opplever du tilgjengeligheten til offentlig transport?;Selectbox;999;God eller svært god;47;0.09;16.45;0.09;transport;2021;Real data
3824;4034;Tokke;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;natur;Hvordan opplever du tilgjengeligheten til natur- og friluftsområder, inkludert parker og andre grøntarealer?;Selectbox;999;God eller svært god;501;0.9598;175.35;0.9598;natur;2021;Real data
3824;4034;Tokke;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;sjoe;Hvordan opplever du tilgjengeligheten til kystlinje/strand eller sjø/innsjø der du bor?;Selectbox;999;God eller svært god;218;0.4192;76.3;0.4192;sjoe;2021;Real data
3824;4034;Tokke;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;gang;Opplever du at gang- og sykkelveier er godt utbygde i ditt nærområde?;Selectbox;999;God eller svært god;196;0.3748;68.6;0.3748;gang;2021;Real data
3824;4034;Tokke;Deltakelse i aktiviteter;Deltagelse i aktiviteter;organisert;Hvor ofte deltar du i organisert aktivitet / frivillig arbeid, som f.eks. idrettslag, politiske lag, trossamfunn, kor eller lignende?;Selectbox;999;Ukentlig eller oftere;114;0.2188;39.9;0.2188;organisert;2021;Real data
3824;4034;Tokke;Deltakelse i aktiviteter;Deltagelse i aktiviteter;uorganisert;Hvor ofte deltar du i annen aktivitet, som for eksempel klubb, møter, treffe venner, trimturer med venner/kolleger eller andre?;Selectbox;999;Ukentlig eller oftere;205;0.3927;71.75;0.3927;uorganisert;2021;Real data
3824;4034;Tokke;Helse;Helse;helse;Hvordan vurderer du alt i alt din egen helse?;Selectbox;999;God eller svært god;376;0.7217;131.6;0.7217;helse;2021;Real data
3824;4034;Tokke;Helse;Helse;tannhelse;Hvordan vurderer du tannhelsen din?;Selectbox;999;God eller svært god;393;0.7543;137.55;0.7543;tannhelse;2021;Real data
3824;4034;Tokke;Helse;Helse;tannlege;Når var du sist hos tannlege/tannpleier?;Selectbox;999;Mer enn to år siden;69;0.1322;24.15;0.1322;tannlege;2021;Real data
3824;4034;Tokke;Helse;Langvarige helseproblemer og funksjonsnedsettelser;sykdom_a;Hvordan påvirker disse sykdommene eller helseproblemene din hverdag?;Selectbox;999;I stor grad;62;0.1197;21.7;0.1197;sykdom_a;2021;Real data
3824;4034;Tokke;Helse;Langvarige helseproblemer og funksjonsnedsettelser;funksjonsnedsettelse_a;Hvordan påvirker funksjonsnedsettelsen (plagene) din hverdag?;Selectbox;999;I stor grad;25;0.0482;8.75;0.0482;funksjonsnedsettelse_a;2021;Real data
3824;4034;Tokke;Helse;Nakke- og korsryggsmerter;korsryggsmerte;I løpet av de siste 28 dagene (4 ukene), har du hatt smerter i korsryggen?;Selectbox;999;Ja;222;0.4253;77.7;0.4253;korsryggsmerte;2021;Real data
3824;4034;Tokke;Helse;Nakke- og korsryggsmerter;nakkesmerte;I løpet av de siste 28 dagene (4 ukene), har du hatt smerter i nakken?;Selectbox;999;Ja;193;0.3712;67.55;0.3712;nakkesmerte;2021;Real data
3824;4034;Tokke;Helserelatert atferd;Kosthold;sukkerdrikk;Hvor ofte drikker du vanligvis sukkerholdig brus/saft/leskedrikk (inkludert iste, energidrikk, sportsdrikk og nektar)?;Matrix;999;2-3 ganger i uka eller oftere;170;0.3276;59.5;0.3276;sukkerdrikk;2021;Real data
3824;4034;Tokke;Helserelatert atferd;Kosthold;frukt;Hvor ofte spiser du vanligvis frukt eller bær (regn ikke med juice eller fruktsaft)?;Matrix;999;Daglig eller oftere;153;0.2937;53.55;0.2937;frukt;2021;Real data
3824;4034;Tokke;Helserelatert atferd;Kosthold;groennsaker;Hvor ofte spiser du vanligvis grønnsaker (inkludert salat)? Regn ikke med poteter.;Matrix;999;Daglig eller oftere;218;0.42;76.3;0.42;groennsaker;2021;Real data
3824;4034;Tokke;Helserelatert atferd;Kosthold;fisk;Hvor ofte spiser du vanligvis fisk (som pålegg, til lunsj eller middag)?;Matrix;999;2-3 ganger i uka eller oftere;239;0.4579;83.65;0.4579;fisk;2021;Real data
3824;4034;Tokke;Helserelatert atferd;Tobakk;roeyking_a;Hvor ofte røyker du?;Selectbox;999;Daglig;52;0.1002;18.2;0.1002;roeyking_a;2021;Real data
3824;4034;Tokke;Helserelatert atferd;Tobakk;snus_a;Hvor ofte bruker du snus?;Selectbox;999;Daglig;67;0.1291;23.45;0.1291;snus_a;2021;Real data
3824;4034;Tokke;Helserelatert atferd;Alkohol;alkohol_a;I løpet av de siste 12 måneder, hvor ofte har du drukket alkohol?;Selectbox;999;2-3 ganger i uka eller oftere;81;0.1555;28.35;0.1555;alkohol_a;2021;Real data
3824;4034;Tokke;Helserelatert atferd;Alkohol;alkohol_c;Hvor ofte drikker du seks alkoholenheter eller mer ved én og samme anledning?;Selectbox;999;Månedlig eller oftere;84;0.1834;29.4;0.1834;alkohol_c;2021;Real data
3824;4034;Tokke;Skader og fysisk miljø;Skader;skade;Har du i løpet av de siste 12 måneder vært utsatt for en eller flere skader som førte til at du oppsøkte lege eller tannlege?;Selectbox;999;Ja minst én;77;0.1486;26.95;0.1486;skade;2021;Real data
3824;4034;Tokke;Skader og fysisk miljø;Støy;veitrafikkstoey;Hvis du tenker på de siste 12 månedene, hvor plaget er du av støy fra veitrafikk når du er hjemme?;Selectbox;999;Middels plaget eller mer;41;0.0787;14.35;0.0787;veitrafikkstoey;2021;Real data
3824;4034;Tokke;Skader og fysisk miljø;Støy;annenstoey;Hvis du tenker på de siste 12 månedene, hvor plaget er du av støy fra andre utendørs støykilder enn veitrafikk når du er hjemme?;Selectbox;999;Middels plaget eller mer;25;0.0481;8.75;0.0481;annenstoey;2021;Real data
3824;4034;Tokke;Livskvalitet;Livstilfredshet;tilfredshet;Alt i alt, hvor fornøyd er du med livet ditt for tiden?;Selectbox;999;Andel som svarer 6 eller høyere;442;0.85;154.7;0.85;tilfredshet;2021;Real data
3824;4034;Tokke;Livskvalitet;Livstilfredshet;fremtidsoptimisme;Hvor fornøyd tror du at du vil være med livet ditt fem år fra nå?;Selectbox;999;Andel som svarer 6 eller høyere;453;0.883;158.55;0.883;fremtidsoptimisme;2021;Real data
3824;4034;Tokke;Livskvalitet;Livstilfredshet;meningsfylt;Alt i alt, i hvilken grad opplever du at det du gjør i livet er meningsfylt?;Selectbox;999;Andel som svarer 6 eller høyere;441;0.8497;154.35;0.8497;meningsfylt;2021;Real data
3824;4034;Tokke;Livskvalitet;Engasjement;engasjert;Tenk på hvordan du har følt deg de siste 7 dagene. I hvilken grad var du engasjert?;Selectbox;999;Andel som svarer 6 eller høyere;324;0.6279;113.4;0.6279;engasjert;2021;Real data
3824;4034;Tokke;Livskvalitet;Sosiale relasjoner;givende;Mine sosiale relasjoner er støttende og givende;Matrix;999;Andel som svarer 6 eller høyere;391;0.7592;136.85;0.7592;givende;2021;Real data
3824;4034;Tokke;Livskvalitet;Sosiale relasjoner;andreslykke;Jeg bidrar aktivt til andres lykke og livskvalitet;Matrix;999;Andel som svarer 6 eller høyere;396;0.766;138.6;0.766;andreslykke;2021;Real data
3824;4034;Tokke;Livskvalitet;Sosiale relasjoner;venner;Hvor ofte er du sammen med gode venner?;Selectbox;999;Ukentlig eller oftere;282;0.5413;98.7;0.5413;venner;2021;Real data
3824;4034;Tokke;Livskvalitet;Lokalsamfunn / trygghet;tilhoerighet;I hvilken grad føler du at du hører til på stedet der du bor?;Selectbox;999;Andel som svarer 6 eller høyere;410;0.7869;143.5;0.7869;tilhoerighet;2021;Real data
3824;4034;Tokke;Livskvalitet;Lokalsamfunn / trygghet;trygg;Alt i alt, hvor trygg føler du deg når du er ute og går i nærmiljøet?;Selectbox;999;Andel som svarer 6 eller høyere;510;0.9808;178.5;0.9808;trygg;2021;Real data
3824;4034;Tokke;Bakgrunn;Økonomi;oekonomi;Dersom du bor alene, tenk på din samlede inntekt. Dersom du bor sammen med andre, tenk på den samlede inntekten til alle i husholdningen. Hvor lett eller vanskelig er det for deg/dere å få pengene til å strekke til i det daglige, med denne inntekten?;Selectbox;999;Andel med økonomiske vansker;91;0.1806;31.85;0.1806;oekonomi;2021;Real data
3824;4034;Tokke;Bakgrunn;Famile og bolig situasjon;bolig;Eier eller leier du boligen din?;Selectbox;999;Eier;424;0.8154;148.4;0.8154;bolig;2021;Real data
3824;4034;Tokke;Utledet variabel;Sosial støtte;oslo_sum_3kat;oslo_sum_3kat;;999;Høy sosial støtte;213;0.412;74.55;0.412;oslo_sum_3kat;2021;Real data
3824;4034;Tokke;Utledet variabel;Psykiske plager;HSCL_2kat;HSCL_2kat;;999;Symptomer på psykiske plager;55;0.1054;19.25;0.1054;HSCL_2kat;2021;Real data
3824;4034;Tokke;Utledet variabel;Ensomhet;ucla_2kat;ucla_2kat;;999;Høyt nivå;51;0.0986;17.85;0.0986;ucla_2kat;2021;Real data
3824;4034;Tokke;Utledet variabel;Søvn;INSOMNIA;INSOMNIA;;999;Søvnproblemer;64;0.1226;22.4;0.1226;INSOMNIA;2021;Real data
3824;4034;Tokke;Utledet variabel;Kontroll i livet;kontroll_SUM_3kat;kontroll_SUM_3kat;;999;Høy grad av mestring;129;0.2515;45.15;0.2515;kontroll_SUM_3kat;2021;Real data
3824;4034;Tokke;Utledet variabel;Fysisk aktivitet;FYSAK_2kat;FYSAK_2kat;;999;Minst 30 min. moderat fysisk aktivitet minst fire dager i uka;81;0.1591;28.35;0.1591;FYSAK_2kat;2021;Real data
3825;4036;Vinje;Nærmiljøet;Trivsel;trivsel;I hvilken grad trives du i nærmiljøet ditt?;Selectbox;999;I stor grad;732;0.7372;248.88;0.7372;trivsel;2021;Real data
3825;4036;Vinje;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;kultur;Hvordan opplever du tilgjengeligheten til kulturtilbud (eksempelvis kino, bibliotek, kulturhus, konserter og teater)?;Selectbox;999;God eller svært god;454;0.4572;154.36;0.4572;kultur;2021;Real data
3825;4036;Vinje;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;idrett;Hvordan opplever du tilgjengeligheten til idrettstilbud (eksempelvis idrettshall, svømmehall, treningssenter, ski/lys-løyper)?;Selectbox;999;God eller svært god;805;0.8107;273.7;0.8107;idrett;2021;Real data
3825;4036;Vinje;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;butikk;Hvordan opplever du tilgjengeligheten til butikker, spisesteder og andre servicetilbud?;Selectbox;999;God eller svært god;704;0.709;239.36;0.709;butikk;2021;Real data
3825;4036;Vinje;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;transport;Hvordan opplever du tilgjengeligheten til offentlig transport?;Selectbox;999;God eller svært god;79;0.0796;26.86;0.0796;transport;2021;Real data
3825;4036;Vinje;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;natur;Hvordan opplever du tilgjengeligheten til natur- og friluftsområder, inkludert parker og andre grøntarealer?;Selectbox;999;God eller svært god;947;0.9537;321.98;0.9537;natur;2021;Real data
3825;4036;Vinje;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;sjoe;Hvordan opplever du tilgjengeligheten til kystlinje/strand eller sjø/innsjø der du bor?;Selectbox;999;God eller svært god;365;0.3672;124.1;0.3672;sjoe;2021;Real data
3825;4036;Vinje;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;gang;Opplever du at gang- og sykkelveier er godt utbygde i ditt nærområde?;Selectbox;999;God eller svært god;366;0.369;124.44;0.369;gang;2021;Real data
3825;4036;Vinje;Deltakelse i aktiviteter;Deltagelse i aktiviteter;organisert;Hvor ofte deltar du i organisert aktivitet / frivillig arbeid, som f.eks. idrettslag, politiske lag, trossamfunn, kor eller lignende?;Selectbox;999;Ukentlig eller oftere;239;0.2414;81.26;0.2414;organisert;2021;Real data
3825;4036;Vinje;Deltakelse i aktiviteter;Deltagelse i aktiviteter;uorganisert;Hvor ofte deltar du i annen aktivitet, som for eksempel klubb, møter, treffe venner, trimturer med venner/kolleger eller andre?;Selectbox;999;Ukentlig eller oftere;365;0.3676;124.1;0.3676;uorganisert;2021;Real data
3825;4036;Vinje;Helse;Helse;helse;Hvordan vurderer du alt i alt din egen helse?;Selectbox;999;God eller svært god;735;0.7394;249.9;0.7394;helse;2021;Real data
3825;4036;Vinje;Helse;Helse;tannhelse;Hvordan vurderer du tannhelsen din?;Selectbox;999;God eller svært god;743;0.7482;252.62;0.7482;tannhelse;2021;Real data
3825;4036;Vinje;Helse;Helse;tannlege;Når var du sist hos tannlege/tannpleier?;Selectbox;999;Mer enn to år siden;131;0.1322;44.54;0.1322;tannlege;2021;Real data
3825;4036;Vinje;Helse;Langvarige helseproblemer og funksjonsnedsettelser;sykdom_a;Hvordan påvirker disse sykdommene eller helseproblemene din hverdag?;Selectbox;999;I stor grad;107;0.1083;36.38;0.1083;sykdom_a;2021;Real data
3825;4036;Vinje;Helse;Langvarige helseproblemer og funksjonsnedsettelser;funksjonsnedsettelse_a;Hvordan påvirker funksjonsnedsettelsen (plagene) din hverdag?;Selectbox;999;I stor grad;45;0.0454;15.3;0.0454;funksjonsnedsettelse_a;2021;Real data
3825;4036;Vinje;Helse;Nakke- og korsryggsmerter;korsryggsmerte;I løpet av de siste 28 dagene (4 ukene), har du hatt smerter i korsryggen?;Selectbox;999;Ja;415;0.4179;141.1;0.4179;korsryggsmerte;2021;Real data
3825;4036;Vinje;Helse;Nakke- og korsryggsmerter;nakkesmerte;I løpet av de siste 28 dagene (4 ukene), har du hatt smerter i nakken?;Selectbox;999;Ja;405;0.4095;137.7;0.4095;nakkesmerte;2021;Real data
3825;4036;Vinje;Helserelatert atferd;Kosthold;sukkerdrikk;Hvor ofte drikker du vanligvis sukkerholdig brus/saft/leskedrikk (inkludert iste, energidrikk, sportsdrikk og nektar)?;Matrix;999;2-3 ganger i uka eller oftere;318;0.3199;108.12;0.3199;sukkerdrikk;2021;Real data
3825;4036;Vinje;Helserelatert atferd;Kosthold;frukt;Hvor ofte spiser du vanligvis frukt eller bær (regn ikke med juice eller fruktsaft)?;Matrix;999;Daglig eller oftere;345;0.3474;117.3;0.3474;frukt;2021;Real data
3825;4036;Vinje;Helserelatert atferd;Kosthold;groennsaker;Hvor ofte spiser du vanligvis grønnsaker (inkludert salat)? Regn ikke med poteter.;Matrix;999;Daglig eller oftere;444;0.4485;150.96;0.4485;groennsaker;2021;Real data
3825;4036;Vinje;Helserelatert atferd;Kosthold;fisk;Hvor ofte spiser du vanligvis fisk (som pålegg, til lunsj eller middag)?;Matrix;999;2-3 ganger i uka eller oftere;481;0.4839;163.54;0.4839;fisk;2021;Real data
3825;4036;Vinje;Helserelatert atferd;Tobakk;roeyking_a;Hvor ofte røyker du?;Selectbox;999;Daglig;86;0.087;29.24;0.087;roeyking_a;2021;Real data
3825;4036;Vinje;Helserelatert atferd;Tobakk;snus_a;Hvor ofte bruker du snus?;Selectbox;999;Daglig;121;0.1221;41.14;0.1221;snus_a;2021;Real data
3825;4036;Vinje;Helserelatert atferd;Alkohol;alkohol_a;I løpet av de siste 12 måneder, hvor ofte har du drukket alkohol?;Selectbox;999;2-3 ganger i uka eller oftere;207;0.2095;70.38;0.2095;alkohol_a;2021;Real data
3825;4036;Vinje;Helserelatert atferd;Alkohol;alkohol_c;Hvor ofte drikker du seks alkoholenheter eller mer ved én og samme anledning?;Selectbox;999;Månedlig eller oftere;145;0.1578;49.3;0.1578;alkohol_c;2021;Real data
3825;4036;Vinje;Skader og fysisk miljø;Skader;skade;Har du i løpet av de siste 12 måneder vært utsatt for en eller flere skader som førte til at du oppsøkte lege eller tannlege?;Selectbox;999;Ja minst én;163;0.1651;55.42;0.1651;skade;2021;Real data
3825;4036;Vinje;Skader og fysisk miljø;Støy;veitrafikkstoey;Hvis du tenker på de siste 12 månedene, hvor plaget er du av støy fra veitrafikk når du er hjemme?;Selectbox;999;Middels plaget eller mer;95;0.0958;32.3;0.0958;veitrafikkstoey;2021;Real data
3825;4036;Vinje;Skader og fysisk miljø;Støy;annenstoey;Hvis du tenker på de siste 12 månedene, hvor plaget er du av støy fra andre utendørs støykilder enn veitrafikk når du er hjemme?;Selectbox;999;Middels plaget eller mer;31;0.0313;10.54;0.0313;annenstoey;2021;Real data
3825;4036;Vinje;Livskvalitet;Livstilfredshet;tilfredshet;Alt i alt, hvor fornøyd er du med livet ditt for tiden?;Selectbox;999;Andel som svarer 6 eller høyere;850;0.8577;289.0;0.8577;tilfredshet;2021;Real data
3825;4036;Vinje;Livskvalitet;Livstilfredshet;fremtidsoptimisme;Hvor fornøyd tror du at du vil være med livet ditt fem år fra nå?;Selectbox;999;Andel som svarer 6 eller høyere;855;0.8724;290.7;0.8724;fremtidsoptimisme;2021;Real data
3825;4036;Vinje;Livskvalitet;Livstilfredshet;meningsfylt;Alt i alt, i hvilken grad opplever du at det du gjør i livet er meningsfylt?;Selectbox;999;Andel som svarer 6 eller høyere;832;0.843;282.88;0.843;meningsfylt;2021;Real data
3825;4036;Vinje;Livskvalitet;Engasjement;engasjert;Tenk på hvordan du har følt deg de siste 7 dagene. I hvilken grad var du engasjert?;Selectbox;999;Andel som svarer 6 eller høyere;634;0.6398;215.56;0.6398;engasjert;2021;Real data
3825;4036;Vinje;Livskvalitet;Sosiale relasjoner;givende;Mine sosiale relasjoner er støttende og givende;Matrix;999;Andel som svarer 6 eller høyere;777;0.7864;264.18;0.7864;givende;2021;Real data
3825;4036;Vinje;Livskvalitet;Sosiale relasjoner;andreslykke;Jeg bidrar aktivt til andres lykke og livskvalitet;Matrix;999;Andel som svarer 6 eller høyere;771;0.7819;262.14;0.7819;andreslykke;2021;Real data
3825;4036;Vinje;Livskvalitet;Sosiale relasjoner;venner;Hvor ofte er du sammen med gode venner?;Selectbox;999;Ukentlig eller oftere;512;0.5172;174.08;0.5172;venner;2021;Real data
3825;4036;Vinje;Livskvalitet;Lokalsamfunn / trygghet;tilhoerighet;I hvilken grad føler du at du hører til på stedet der du bor?;Selectbox;999;Andel som svarer 6 eller høyere;799;0.8087;271.66;0.8087;tilhoerighet;2021;Real data
3825;4036;Vinje;Livskvalitet;Lokalsamfunn / trygghet;trygg;Alt i alt, hvor trygg føler du deg når du er ute og går i nærmiljøet?;Selectbox;999;Andel som svarer 6 eller høyere;968;0.9748;329.12;0.9748;trygg;2021;Real data
