Levekårssone;Levekårssone navn;Kommunenummer;Kommune;Kategori;Gruppe;Variabel;Spørsmål;Svartype;Verdi;Svar;Antall;Andel;Spørsmålskode;Årstall;Datatype
400106;Tveten – Moheim – Langangen;4001;Porsgrunn;Utledet variabel;Kontroll i livet;kontroll_SUM_3kat;kontroll_SUM_3kat;;999;Høy grad av mestring;92;0.1913;kontroll_SUM_3kat;2025;Real data
400106;Tveten – Moheim – Langangen;4001;Porsgrunn;Utledet variabel;Fysisk aktivitet;FYSAK_2kat;FYSAK_2kat;;999;Minst 30 min. moderat fysisk aktivitet minst fire dager i uka;108;0.2195;FYSAK_2kat;2025;Real data
400301;Nenset – Klyve;4003;Skien;Nærmiljøet;Trivsel;trivsel;I hvilken grad trives du i nærmiljøet ditt?;Selectbox;999;I stor grad;293;0.6104;FHUS_40_2025_Q1_fk1g1s1;2025;Real data
400301;Nenset – Klyve;4003;Skien;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;kultur;Hvordan opplever du tilgjengeligheten til kulturtilbud (eksempelvis kino, bibliotek, kulturhus, konserter og teater)?;Selectbox;999;God eller svært god;366;0.7722;FHUS_40_2025_Q1_fk1g2s1;2025;Real data
400301;Nenset – Klyve;4003;Skien;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;idrett;Hvordan opplever du tilgjengeligheten til idrettstilbud (eksempelvis idrettshall, svømmehall, treningssenter, ski/lys-løyper)?;Selectbox;999;God eller svært god;363;0.7674;FHUS_40_2025_Q1_fk1g2s2;2025;Real data
400301;Nenset – Klyve;4003;Skien;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;butikk;Hvordan opplever du tilgjengeligheten til butikker, spisesteder og andre servicetilbud?;Selectbox;999;God eller svært god;408;0.8626;FHUS_40_2025_Q1_fk1g2s3;2025;Real data
400301;Nenset – Klyve;4003;Skien;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;transport;Hvordan opplever du tilgjengeligheten til offentlig transport?;Selectbox;999;God eller svært god;338;0.7131;FHUS_40_2025_Q1_fk1g2s4;2025;Real data
400301;Nenset – Klyve;4003;Skien;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;natur;Hvordan opplever du tilgjengeligheten til natur- og friluftsområder, inkludert parker og andre grøntarealer?;Selectbox;999;God eller svært god;417;0.8797;FHUS_40_2025_Q1_fk1g2s5;2025;Real data
400301;Nenset – Klyve;4003;Skien;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;sjoe;Hvordan opplever du tilgjengeligheten til kystlinje/strand eller sjø/innsjø der du bor?;Selectbox;999;God eller svært god;285;0.6025;FHUS_40_2025_Q1_fk1g2s6;2025;Real data
400301;Nenset – Klyve;4003;Skien;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;gang;Opplever du at gang- og sykkelveier er godt utbygde i ditt nærområde?;Selectbox;999;God eller svært god;296;0.6258;FHUS_40_2025_Q1_fk1g2s7;2025;Real data
400301;Nenset – Klyve;4003;Skien;Deltakelse i aktiviteter;Deltagelse i aktiviteter;organisert;Hvor ofte deltar du i organisert aktivitet / frivillig arbeid, som f.eks. idrettslag, politiske lag, trossamfunn, kor eller lignende?;Selectbox;999;Ukentlig eller oftere;114;0.2446;FHUS_40_2025_Q1_fk2g3s1;2025;Real data
400301;Nenset – Klyve;4003;Skien;Deltakelse i aktiviteter;Deltagelse i aktiviteter;uorganisert;Hvor ofte deltar du i annen aktivitet, som for eksempel klubb, møter, treffe venner, trimturer med venner/kolleger eller andre?;Selectbox;999;Ukentlig eller oftere;184;0.394;FHUS_40_2025_Q1_fk2g3s2;2025;Real data
400301;Nenset – Klyve;4003;Skien;Helse;Helse;helse;Hvordan vurderer du alt i alt din egen helse?;Selectbox;999;God eller svært god;304;0.6552;FHUS_40_2025_Q1_fk3g4s1;2025;Real data
400301;Nenset – Klyve;4003;Skien;Helse;Helse;tannhelse;Hvordan vurderer du tannhelsen din?;Selectbox;999;God eller svært god;304;0.6552;FHUS_40_2025_Q1_fk3g4s2;2025;Real data
400301;Nenset – Klyve;4003;Skien;Helse;Helse;tannlege;Når var du sist hos tannlege/tannpleier?;Selectbox;999;Mer enn to år siden;65;0.1401;FHUS_40_2025_Q1_fk3g4s3;2025;Real data
400301;Nenset – Klyve;4003;Skien;Helse;Langvarige helseproblemer og funksjonsnedsettelser;sykdom_a;Hvordan påvirker disse sykdommene eller helseproblemene din hverdag?;Selectbox;999;I stor grad;70;0.1455;FHUS_40_2025_Q1_fk3g8s1a;2025;Real data
400301;Nenset – Klyve;4003;Skien;Helse;Langvarige helseproblemer og funksjonsnedsettelser;funksjonsnedsettelse_a;Hvordan påvirker funksjonsnedsettelsen (plagene) din hverdag?;Selectbox;999;I stor grad;42;0.087;FHUS_40_2025_Q1_fk3g8s2a;2025;Real data
400301;Nenset – Klyve;4003;Skien;Helse;Nakke- og korsryggsmerter;korsryggsmerte;I løpet av de siste 28 dagene (4 ukene), har du hatt smerter i korsryggen?;Selectbox;999;Ja;237;0.5186;FHUS_40_2025_Q1_fk3g9s1;2025;Real data
400301;Nenset – Klyve;4003;Skien;Helse;Nakke- og korsryggsmerter;nakkesmerte;I løpet av de siste 28 dagene (4 ukene), har du hatt smerter i nakken?;Selectbox;999;Ja;196;0.4317;FHUS_40_2025_Q1_fk3g9s2;2025;Real data
400301;Nenset – Klyve;4003;Skien;Helserelatert atferd;Kosthold;sukkerdrikk;Hvor ofte drikker du vanligvis sukkerholdig brus/saft/leskedrikk (inkludert iste, energidrikk, sportsdrikk og nektar)?;Matrix;999;2-3 ganger i uka eller oftere;163;0.3622;FHUS_40_2025_Q1_fk5g13s1_1;2025;Real data
400301;Nenset – Klyve;4003;Skien;Helserelatert atferd;Kosthold;frukt;Hvor ofte spiser du vanligvis frukt eller bær (regn ikke med juice eller fruktsaft)?;Matrix;999;Daglig eller oftere;139;0.3075;FHUS_40_2025_Q1_fk5g13s1_2;2025;Real data
400301;Nenset – Klyve;4003;Skien;Helserelatert atferd;Kosthold;groennsaker;Hvor ofte spiser du vanligvis grønnsaker (inkludert salat)? Regn ikke med poteter.;Matrix;999;Daglig eller oftere;164;0.3636;FHUS_40_2025_Q1_fk5g13s1_3;2025;Real data
400301;Nenset – Klyve;4003;Skien;Helserelatert atferd;Kosthold;fisk;Hvor ofte spiser du vanligvis fisk (som pålegg, til lunsj eller middag)?;Matrix;999;2-3 ganger i uka eller oftere;173;0.3827;FHUS_40_2025_Q1_fk5g13s1_4;2025;Real data
400301;Nenset – Klyve;4003;Skien;Helserelatert atferd;Tobakk;roeyking_a;Hvor ofte røyker du?;Selectbox;999;Daglig;51;0.1056;FHUS_40_2025_Q1_fk5g14s1a;2025;Real data
400301;Nenset – Klyve;4003;Skien;Helserelatert atferd;Tobakk;snus_a;Hvor ofte bruker du snus?;Selectbox;999;Daglig;71;0.1473;FHUS_40_2025_Q1_fk5g14s2a;2025;Real data
400301;Nenset – Klyve;4003;Skien;Helserelatert atferd;Alkohol;alkohol_a;I løpet av de siste 12 måneder, hvor ofte har du drukket alkohol?;Selectbox;999;2-3 ganger i uka eller oftere;70;0.1449;FHUS_40_2025_Q1_fk5g15s1a;2025;Real data
400301;Nenset – Klyve;4003;Skien;Helserelatert atferd;Alkohol;alkohol_c;Hvor ofte drikker du seks alkoholenheter eller mer ved én og samme anledning?;Selectbox;999;Månedlig eller oftere;79;0.1636;FHUS_40_2025_Q1_fk5g15s1a2;2025;Real data
400301;Nenset – Klyve;4003;Skien;Skader og fysisk miljø;Skader;skade;Har du i løpet av de siste 12 måneder vært utsatt for en eller flere skader som førte til at du oppsøkte lege eller tannlege?;Selectbox;999;Ja minst én;117;0.2629;FHUS_40_2025_Q1_fk6g17s1;2025;Real data
400301;Nenset – Klyve;4003;Skien;Bakgrunn;Famile og bolig situasjon;bolig;Eier eller leier du boligen din?;Selectbox;999;Eier;365;0.8202;FHUS_40_2025_Q1_fk8g30s4;2025;Real data
400301;Nenset – Klyve;4003;Skien;Skader og fysisk miljø;Bolig;boligbytte;Hvor sannsynlig er det at du bytter bolig de neste 10 årene?;Selectbox;999;svært sannsynlig eller litt sannsynlig;265;0.5955;FHUS_40_2025_Q1_fk6g18s2;2025;Real data
400301;Nenset – Klyve;4003;Skien;Skader og fysisk miljø;Støy;veitrafikkstoey;Hvis du tenker på de siste 12 månedene, hvor plaget er du av støy fra veitrafikk når du er hjemme?;Selectbox;999;Middels plaget eller mer;59;0.1332;FHUS_40_2025_Q1_fk6g19s1;2025;Real data
400301;Nenset – Klyve;4003;Skien;Skader og fysisk miljø;Støy;annenstoey;Hvis du tenker på de siste 12 månedene, hvor plaget er du av støy fra andre utendørs støykilder enn veitrafikk når du er hjemme?;Selectbox;999;Middels plaget eller mer;57;0.1287;FHUS_40_2025_Q1_fk6g19s2;2025;Real data
400301;Nenset – Klyve;4003;Skien;Livskvalitet;Livstilfredshet;tilfredshet;Alt i alt, hvor fornøyd er du med livet ditt for tiden?;Selectbox;999;Andel som svarer 6 eller høyere;365;0.8258;FHUS_40_2025_Q1_fk7g20s1;2025;Real data
400301;Nenset – Klyve;4003;Skien;Livskvalitet;Livstilfredshet;fremtidsoptimisme;Hvor fornøyd tror du at du vil være med livet ditt fem år fra nå?;Selectbox;999;Andel som svarer 6 eller høyere;388;0.8838;FHUS_40_2025_Q1_fk7g20s2;2025;Real data
400301;Nenset – Klyve;4003;Skien;Livskvalitet;Livstilfredshet;meningsfylt;Alt i alt, i hvilken grad opplever du at det du gjør i livet er meningsfylt?;Selectbox;999;Andel som svarer 6 eller høyere;370;0.839;FHUS_40_2025_Q1_fk7g20s3;2025;Real data
400301;Nenset – Klyve;4003;Skien;Livskvalitet;Engasjement;engasjert;Tenk på hvordan du har følt deg de siste 7 dagene. I hvilken grad var du engasjert?;Selectbox;999;Andel som svarer 6 eller høyere;267;0.6096;FHUS_40_2025_Q1_fk7g24s1;2025;Real data
400301;Nenset – Klyve;4003;Skien;Livskvalitet;Sosiale relasjoner;givende;Mine sosiale relasjoner er støttende og givende;Matrix;999;Andel som svarer 6 eller høyere;347;0.8051;FHUS_40_2025_Q1_fk7g25s1_1;2025;Real data
400301;Nenset – Klyve;4003;Skien;Livskvalitet;Sosiale relasjoner;andreslykke;Jeg bidrar aktivt til andres lykke og livskvalitet;Matrix;999;Andel som svarer 6 eller høyere;333;0.7744;FHUS_40_2025_Q1_fk7g25s1_2;2025;Real data
400301;Nenset – Klyve;4003;Skien;Livskvalitet;Sosiale relasjoner;venner;Hvor ofte er du sammen med gode venner?;Selectbox;999;Ukentlig eller oftere;210;0.4784;FHUS_40_2025_Q1_fk7g25s3;2025;Real data
400301;Nenset – Klyve;4003;Skien;Livskvalitet;Lokalsamfunn / trygghet;tilhoerighet;I hvilken grad føler du at du hører til på stedet der du bor?;Selectbox;999;Andel som svarer 6 eller høyere;318;0.726;FHUS_40_2025_Q1_fk7g26s2;2025;Real data
400301;Nenset – Klyve;4003;Skien;Livskvalitet;Lokalsamfunn / trygghet;trygg;Alt i alt, hvor trygg føler du deg når du er ute og går i nærmiljøet?;Selectbox;999;Andel som svarer 6 eller høyere;389;0.8922;FHUS_40_2025_Q1_fk7g26s3;2025;Real data
400301;Nenset – Klyve;4003;Skien;Bakgrunn;Økonomi;oekonomi;Dersom du bor alene, tenk på din samlede inntekt. Dersom du bor sammen med andre, tenk på den samlede inntekten til alle i husholdningen. Hvor lett eller vanskelig er det for deg/dere å få pengene til å strekke til i det daglige, med denne inntekten?;Selectbox;999;Andel med økonomiske vansker;140;0.3226;FHUS_40_2025_Q1_fk8g28s1;2025;Real data
400301;Nenset – Klyve;4003;Skien;Utledet variabel;Sosial støtte;oslo_sum_3kat;oslo_sum_3kat;;999;Høy sosial støtte;127;0.2804;oslo_sum_3kat;2025;Real data
400301;Nenset – Klyve;4003;Skien;Utledet variabel;Psykiske plager;HSCL_2kat;HSCL_2kat;;999;Symptomer på psykiske plager;102;0.2203;HSCL_2kat;2025;Real data
400301;Nenset – Klyve;4003;Skien;Utledet variabel;Ensomhet;ucla_2kat;ucla_2kat;;999;Høyt nivå;76;0.1693;ucla_2kat;2025;Real data
400301;Nenset – Klyve;4003;Skien;Utledet variabel;Søvn;INSOMNIA;INSOMNIA;;999;Søvnproblemer;72;0.1565;INSOMNIA;2025;Real data
400301;Nenset – Klyve;4003;Skien;Utledet variabel;Kontroll i livet;kontroll_SUM_3kat;kontroll_SUM_3kat;;999;Høy grad av mestring;55;0.1267;kontroll_SUM_3kat;2025;Real data
400301;Nenset – Klyve;4003;Skien;Utledet variabel;Fysisk aktivitet;FYSAK_2kat;FYSAK_2kat;;999;Minst 30 min. moderat fysisk aktivitet minst fire dager i uka;93;0.2067;FYSAK_2kat;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Nærmiljøet;Trivsel;trivsel;I hvilken grad trives du i nærmiljøet ditt?;Selectbox;999;I stor grad;392;0.7219;FHUS_40_2025_Q1_fk1g1s1;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;kultur;Hvordan opplever du tilgjengeligheten til kulturtilbud (eksempelvis kino, bibliotek, kulturhus, konserter og teater)?;Selectbox;999;God eller svært god;426;0.8023;FHUS_40_2025_Q1_fk1g2s1;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;idrett;Hvordan opplever du tilgjengeligheten til idrettstilbud (eksempelvis idrettshall, svømmehall, treningssenter, ski/lys-løyper)?;Selectbox;999;God eller svært god;416;0.7849;FHUS_40_2025_Q1_fk1g2s2;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;butikk;Hvordan opplever du tilgjengeligheten til butikker, spisesteder og andre servicetilbud?;Selectbox;999;God eller svært god;435;0.8192;FHUS_40_2025_Q1_fk1g2s3;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;transport;Hvordan opplever du tilgjengeligheten til offentlig transport?;Selectbox;999;God eller svært god;310;0.5838;FHUS_40_2025_Q1_fk1g2s4;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;natur;Hvordan opplever du tilgjengeligheten til natur- og friluftsområder, inkludert parker og andre grøntarealer?;Selectbox;999;God eller svært god;459;0.8644;FHUS_40_2025_Q1_fk1g2s5;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;sjoe;Hvordan opplever du tilgjengeligheten til kystlinje/strand eller sjø/innsjø der du bor?;Selectbox;999;God eller svært god;326;0.6139;FHUS_40_2025_Q1_fk1g2s6;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;gang;Opplever du at gang- og sykkelveier er godt utbygde i ditt nærområde?;Selectbox;999;God eller svært god;336;0.6328;FHUS_40_2025_Q1_fk1g2s7;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Deltakelse i aktiviteter;Deltagelse i aktiviteter;organisert;Hvor ofte deltar du i organisert aktivitet / frivillig arbeid, som f.eks. idrettslag, politiske lag, trossamfunn, kor eller lignende?;Selectbox;999;Ukentlig eller oftere;154;0.2922;FHUS_40_2025_Q1_fk2g3s1;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Deltakelse i aktiviteter;Deltagelse i aktiviteter;uorganisert;Hvor ofte deltar du i annen aktivitet, som for eksempel klubb, møter, treffe venner, trimturer med venner/kolleger eller andre?;Selectbox;999;Ukentlig eller oftere;262;0.4953;FHUS_40_2025_Q1_fk2g3s2;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Helse;Helse;helse;Hvordan vurderer du alt i alt din egen helse?;Selectbox;999;God eller svært god;373;0.7078;FHUS_40_2025_Q1_fk3g4s1;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Helse;Helse;tannhelse;Hvordan vurderer du tannhelsen din?;Selectbox;999;God eller svært god;423;0.8073;FHUS_40_2025_Q1_fk3g4s2;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Helse;Helse;tannlege;Når var du sist hos tannlege/tannpleier?;Selectbox;999;Mer enn to år siden;50;0.0958;FHUS_40_2025_Q1_fk3g4s3;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Helse;Langvarige helseproblemer og funksjonsnedsettelser;sykdom_a;Hvordan påvirker disse sykdommene eller helseproblemene din hverdag?;Selectbox;999;I stor grad;81;0.1486;FHUS_40_2025_Q1_fk3g8s1a;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Helse;Langvarige helseproblemer og funksjonsnedsettelser;funksjonsnedsettelse_a;Hvordan påvirker funksjonsnedsettelsen (plagene) din hverdag?;Selectbox;999;I stor grad;47;0.0862;FHUS_40_2025_Q1_fk3g8s2a;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Helse;Nakke- og korsryggsmerter;korsryggsmerte;I løpet av de siste 28 dagene (4 ukene), har du hatt smerter i korsryggen?;Selectbox;999;Ja;229;0.4473;FHUS_40_2025_Q1_fk3g9s1;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Helse;Nakke- og korsryggsmerter;nakkesmerte;I løpet av de siste 28 dagene (4 ukene), har du hatt smerter i nakken?;Selectbox;999;Ja;202;0.3961;FHUS_40_2025_Q1_fk3g9s2;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Helserelatert atferd;Kosthold;sukkerdrikk;Hvor ofte drikker du vanligvis sukkerholdig brus/saft/leskedrikk (inkludert iste, energidrikk, sportsdrikk og nektar)?;Matrix;999;2-3 ganger i uka eller oftere;136;0.2672;FHUS_40_2025_Q1_fk5g13s1_1;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Helserelatert atferd;Kosthold;frukt;Hvor ofte spiser du vanligvis frukt eller bær (regn ikke med juice eller fruktsaft)?;Matrix;999;Daglig eller oftere;176;0.3458;FHUS_40_2025_Q1_fk5g13s1_2;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Helserelatert atferd;Kosthold;groennsaker;Hvor ofte spiser du vanligvis grønnsaker (inkludert salat)? Regn ikke med poteter.;Matrix;999;Daglig eller oftere;232;0.4558;FHUS_40_2025_Q1_fk5g13s1_3;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Helserelatert atferd;Kosthold;fisk;Hvor ofte spiser du vanligvis fisk (som pålegg, til lunsj eller middag)?;Matrix;999;2-3 ganger i uka eller oftere;216;0.4244;FHUS_40_2025_Q1_fk5g13s1_4;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Helserelatert atferd;Tobakk;roeyking_a;Hvor ofte røyker du?;Selectbox;999;Daglig;41;0.0752;FHUS_40_2025_Q1_fk5g14s1a;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Helserelatert atferd;Tobakk;snus_a;Hvor ofte bruker du snus?;Selectbox;999;Daglig;60;0.1103;FHUS_40_2025_Q1_fk5g14s2a;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Helserelatert atferd;Alkohol;alkohol_a;I løpet av de siste 12 måneder, hvor ofte har du drukket alkohol?;Selectbox;999;2-3 ganger i uka eller oftere;94;0.1728;FHUS_40_2025_Q1_fk5g15s1a;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Helserelatert atferd;Alkohol;alkohol_c;Hvor ofte drikker du seks alkoholenheter eller mer ved én og samme anledning?;Selectbox;999;Månedlig eller oftere;73;0.1339;FHUS_40_2025_Q1_fk5g15s1a2;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Skader og fysisk miljø;Skader;skade;Har du i løpet av de siste 12 måneder vært utsatt for en eller flere skader som førte til at du oppsøkte lege eller tannlege?;Selectbox;999;Ja minst én;115;0.2277;FHUS_40_2025_Q1_fk6g17s1;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Bakgrunn;Famile og bolig situasjon;bolig;Eier eller leier du boligen din?;Selectbox;999;Eier;427;0.8472;FHUS_40_2025_Q1_fk8g30s4;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Skader og fysisk miljø;Bolig;boligbytte;Hvor sannsynlig er det at du bytter bolig de neste 10 årene?;Selectbox;999;svært sannsynlig eller litt sannsynlig;247;0.4891;FHUS_40_2025_Q1_fk6g18s2;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Skader og fysisk miljø;Støy;veitrafikkstoey;Hvis du tenker på de siste 12 månedene, hvor plaget er du av støy fra veitrafikk når du er hjemme?;Selectbox;999;Middels plaget eller mer;70;0.1389;FHUS_40_2025_Q1_fk6g19s1;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Skader og fysisk miljø;Støy;annenstoey;Hvis du tenker på de siste 12 månedene, hvor plaget er du av støy fra andre utendørs støykilder enn veitrafikk når du er hjemme?;Selectbox;999;Middels plaget eller mer;53;0.1047;FHUS_40_2025_Q1_fk6g19s2;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Livskvalitet;Livstilfredshet;tilfredshet;Alt i alt, hvor fornøyd er du med livet ditt for tiden?;Selectbox;999;Andel som svarer 6 eller høyere;425;0.8449;FHUS_40_2025_Q1_fk7g20s1;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Livskvalitet;Livstilfredshet;fremtidsoptimisme;Hvor fornøyd tror du at du vil være med livet ditt fem år fra nå?;Selectbox;999;Andel som svarer 6 eller høyere;435;0.8717;FHUS_40_2025_Q1_fk7g20s2;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Livskvalitet;Livstilfredshet;meningsfylt;Alt i alt, i hvilken grad opplever du at det du gjør i livet er meningsfylt?;Selectbox;999;Andel som svarer 6 eller høyere;410;0.82;FHUS_40_2025_Q1_fk7g20s3;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Livskvalitet;Engasjement;engasjert;Tenk på hvordan du har følt deg de siste 7 dagene. I hvilken grad var du engasjert?;Selectbox;999;Andel som svarer 6 eller høyere;344;0.6922;FHUS_40_2025_Q1_fk7g24s1;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Livskvalitet;Sosiale relasjoner;givende;Mine sosiale relasjoner er støttende og givende;Matrix;999;Andel som svarer 6 eller høyere;400;0.8114;FHUS_40_2025_Q1_fk7g25s1_1;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Livskvalitet;Sosiale relasjoner;andreslykke;Jeg bidrar aktivt til andres lykke og livskvalitet;Matrix;999;Andel som svarer 6 eller høyere;412;0.8357;FHUS_40_2025_Q1_fk7g25s1_2;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Livskvalitet;Sosiale relasjoner;venner;Hvor ofte er du sammen med gode venner?;Selectbox;999;Ukentlig eller oftere;264;0.5312;FHUS_40_2025_Q1_fk7g25s3;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Livskvalitet;Lokalsamfunn / trygghet;tilhoerighet;I hvilken grad føler du at du hører til på stedet der du bor?;Selectbox;999;Andel som svarer 6 eller høyere;387;0.7802;FHUS_40_2025_Q1_fk7g26s2;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Livskvalitet;Lokalsamfunn / trygghet;trygg;Alt i alt, hvor trygg føler du deg når du er ute og går i nærmiljøet?;Selectbox;999;Andel som svarer 6 eller høyere;458;0.9234;FHUS_40_2025_Q1_fk7g26s3;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Bakgrunn;Økonomi;oekonomi;Dersom du bor alene, tenk på din samlede inntekt. Dersom du bor sammen med andre, tenk på den samlede inntekten til alle i husholdningen. Hvor lett eller vanskelig er det for deg/dere å få pengene til å strekke til i det daglige, med denne inntekten?;Selectbox;999;Andel med økonomiske vansker;116;0.2348;FHUS_40_2025_Q1_fk8g28s1;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Utledet variabel;Sosial støtte;oslo_sum_3kat;oslo_sum_3kat;;999;Høy sosial støtte;169;0.3301;oslo_sum_3kat;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Utledet variabel;Psykiske plager;HSCL_2kat;HSCL_2kat;;999;Symptomer på psykiske plager;81;0.1558;HSCL_2kat;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Utledet variabel;Ensomhet;ucla_2kat;ucla_2kat;;999;Høyt nivå;66;0.1299;ucla_2kat;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Utledet variabel;Søvn;INSOMNIA;INSOMNIA;;999;Søvnproblemer;62;0.1199;INSOMNIA;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Utledet variabel;Kontroll i livet;kontroll_SUM_3kat;kontroll_SUM_3kat;;999;Høy grad av mestring;107;0.217;kontroll_SUM_3kat;2025;Real data
400302;Borgestad – Menstad – Bøle;4003;Skien;Utledet variabel;Fysisk aktivitet;FYSAK_2kat;FYSAK_2kat;;999;Minst 30 min. moderat fysisk aktivitet minst fire dager i uka;113;0.2211;FYSAK_2kat;2025;Real data
400303;Kjørbekk – Gråtenmoen;4003;Skien;Nærmiljøet;Trivsel;trivsel;I hvilken grad trives du i nærmiljøet ditt?;Selectbox;999;I stor grad;336;0.6899;FHUS_40_2025_Q1_fk1g1s1;2025;Real data
400303;Kjørbekk – Gråtenmoen;4003;Skien;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;kultur;Hvordan opplever du tilgjengeligheten til kulturtilbud (eksempelvis kino, bibliotek, kulturhus, konserter og teater)?;Selectbox;999;God eller svært god;394;0.8295;FHUS_40_2025_Q1_fk1g2s1;2025;Real data
400303;Kjørbekk – Gråtenmoen;4003;Skien;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;idrett;Hvordan opplever du tilgjengeligheten til idrettstilbud (eksempelvis idrettshall, svømmehall, treningssenter, ski/lys-løyper)?;Selectbox;999;God eller svært god;428;0.9011;FHUS_40_2025_Q1_fk1g2s2;2025;Real data
400303;Kjørbekk – Gråtenmoen;4003;Skien;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;butikk;Hvordan opplever du tilgjengeligheten til butikker, spisesteder og andre servicetilbud?;Selectbox;999;God eller svært god;415;0.8774;FHUS_40_2025_Q1_fk1g2s3;2025;Real data
400303;Kjørbekk – Gråtenmoen;4003;Skien;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;transport;Hvordan opplever du tilgjengeligheten til offentlig transport?;Selectbox;999;God eller svært god;337;0.7125;FHUS_40_2025_Q1_fk1g2s4;2025;Real data
400303;Kjørbekk – Gråtenmoen;4003;Skien;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;natur;Hvordan opplever du tilgjengeligheten til natur- og friluftsområder, inkludert parker og andre grøntarealer?;Selectbox;999;God eller svært god;423;0.8924;FHUS_40_2025_Q1_fk1g2s5;2025;Real data
400303;Kjørbekk – Gråtenmoen;4003;Skien;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;sjoe;Hvordan opplever du tilgjengeligheten til kystlinje/strand eller sjø/innsjø der du bor?;Selectbox;999;God eller svært god;280;0.5895;FHUS_40_2025_Q1_fk1g2s6;2025;Real data
