Kommunenummer;Kommunenummer_2025;Kommune;Kategori;Gruppe;Variabel;Spørsmål;Svartype;Verdi;Svar;Antall_original;Andel_original;Antall_vektet;Andel_vektet;Spørsmålskode;Årstall
4010;4010;Siljan;Helserelatert atferd;Kosthold;groennsaker;Hvor ofte spiser du vanligvis grønnsaker (inkludert salat)? Regn ikke med poteter.;Matrix;999;Daglig eller oftere;177;0.3605;237.45;0.3605;FHUS_40_2025_Q1_fk5g13s1_3;2025
4010;4010;Siljan;Helserelatert atferd;Kosthold;fisk;Hvor ofte spiser du vanligvis fisk (som pålegg, til lunsj eller middag)?;Matrix;999;2-3 ganger i uka eller oftere;171;0.3476;229.4;0.3476;FHUS_40_2025_Q1_fk5g13s1_4;2025
4010;4010;Siljan;Helserelatert atferd;Tobakk;roeyking_a;Hvor ofte røyker du?;Selectbox;999;Daglig;53;0.1021;71.1;0.1021;FHUS_40_2025_Q1_fk5g14s1a;2025
4010;4010;Siljan;Helserelatert atferd;Tobakk;snus_a;Hvor ofte bruker du snus?;Selectbox;999;Daglig;72;0.139;96.59;0.139;FHUS_40_2025_Q1_fk5g14s2a;2025
4010;4010;Siljan;Helserelatert atferd;Alkohol;alkohol_a;I løpet av de siste 12 måneder, hvor ofte har du drukket alkohol?;Selectbox;999;2-3 ganger i uka eller oftere;69;0.1329;92.57;0.1329;FHUS_40_2025_Q1_fk5g15s1a;2025
4010;4010;Siljan;Helserelatert atferd;Alkohol;alkohol_c;Hvor ofte drikker du seks alkoholenheter eller mer ved én og samme anledning?;Selectbox;999;Månedlig eller oftere;58;0.112;77.81;0.112;FHUS_40_2025_Q1_fk5g15s1a2;2025
4010;4010;Siljan;Skader og fysisk miljø;Skader;skade;Har du i løpet av de siste 12 måneder vært utsatt for en eller flere skader som førte til at du oppsøkte lege eller tannlege?;Selectbox;999;Ja minst én;117;0.2388;156.96;0.2388;FHUS_40_2025_Q1_fk6g17s1;2025
4010;4010;Siljan;Bakgrunn;Famile og bolig situasjon;bolig;Eier eller leier du boligen din?;Selectbox;999;Eier;423;0.8668;567.47;0.8668;FHUS_40_2025_Q1_fk8g30s4;2025
4010;4010;Siljan;Skader og fysisk miljø;Bolig;boligbytte;Hvor sannsynlig er det at du bytter bolig de neste 10 årene?;Selectbox;999;svært sannsynlig eller litt sannsynlig;263;0.5367;352.82;0.5367;FHUS_40_2025_Q1_fk6g18s2;2025
4010;4010;Siljan;Skader og fysisk miljø;Støy;veitrafikkstoey;Hvis du tenker på de siste 12 månedene, hvor plaget er du av støy fra veitrafikk når du er hjemme?;Selectbox;999;Middels plaget eller mer;50;0.1022;67.08;0.1022;FHUS_40_2025_Q1_fk6g19s1;2025
4010;4010;Siljan;Skader og fysisk miljø;Støy;annenstoey;Hvis du tenker på de siste 12 månedene, hvor plaget er du av støy fra andre utendørs støykilder enn veitrafikk når du er hjemme?;Selectbox;999;Middels plaget eller mer;34;0.0697;45.61;0.0697;FHUS_40_2025_Q1_fk6g19s2;2025
4010;4010;Siljan;Livskvalitet;Livstilfredshet;tilfredshet;Alt i alt, hvor fornøyd er du med livet ditt for tiden?;Selectbox;999;Andel som svarer 6 eller høyere;419;0.8569;562.1;0.8569;FHUS_40_2025_Q1_fk7g20s1;2025
4010;4010;Siljan;Livskvalitet;Livstilfredshet;fremtidsoptimisme;Hvor fornøyd tror du at du vil være med livet ditt fem år fra nå?;Selectbox;999;Andel som svarer 6 eller høyere;437;0.8955;586.25;0.8955;FHUS_40_2025_Q1_fk7g20s2;2025
4010;4010;Siljan;Livskvalitet;Livstilfredshet;meningsfylt;Alt i alt, i hvilken grad opplever du at det du gjør i livet er meningsfylt?;Selectbox;999;Andel som svarer 6 eller høyere;419;0.8569;562.1;0.8569;FHUS_40_2025_Q1_fk7g20s3;2025
4010;4010;Siljan;Livskvalitet;Engasjement;engasjert;Tenk på hvordan du har følt deg de siste 7 dagene. I hvilken grad var du engasjert?;Selectbox;999;Andel som svarer 6 eller høyere;314;0.6448;421.24;0.6448;FHUS_40_2025_Q1_fk7g24s1;2025
4010;4010;Siljan;Livskvalitet;Sosiale relasjoner;givende;Mine sosiale relasjoner er støttende og givende;Matrix;999;Andel som svarer 6 eller høyere;385;0.8071;516.49;0.8071;FHUS_40_2025_Q1_fk7g25s1_1;2025
4010;4010;Siljan;Livskvalitet;Sosiale relasjoner;andreslykke;Jeg bidrar aktivt til andres lykke og livskvalitet;Matrix;999;Andel som svarer 6 eller høyere;376;0.7916;504.42;0.7916;FHUS_40_2025_Q1_fk7g25s1_2;2025
4010;4010;Siljan;Livskvalitet;Sosiale relasjoner;venner;Hvor ofte er du sammen med gode venner?;Selectbox;999;Ukentlig eller oftere;270;0.5556;362.22;0.5556;FHUS_40_2025_Q1_fk7g25s3;2025
4010;4010;Siljan;Livskvalitet;Lokalsamfunn / trygghet;tilhoerighet;I hvilken grad føler du at du hører til på stedet der du bor?;Selectbox;999;Andel som svarer 6 eller høyere;392;0.8066;525.88;0.8066;FHUS_40_2025_Q1_fk7g26s2;2025
4010;4010;Siljan;Livskvalitet;Lokalsamfunn / trygghet;trygg;Alt i alt, hvor trygg føler du deg når du er ute og går i nærmiljøet?;Selectbox;999;Andel som svarer 6 eller høyere;473;0.9733;634.55;0.9733;FHUS_40_2025_Q1_fk7g26s3;2025
4010;4010;Siljan;Bakgrunn;Økonomi;oekonomi;Dersom du bor alene, tenk på din samlede inntekt. Dersom du bor sammen med andre, tenk på den samlede inntekten til alle i husholdningen. Hvor lett eller vanskelig er det for deg/dere å få pengene til å strekke til i det daglige, med denne inntekten?;Selectbox;999;Andel med økonomiske vansker;101;0.2104;135.5;0.2104;FHUS_40_2025_Q1_fk8g28s1;2025
4010;4010;Siljan;Utledet variabel;Sosial støtte;oslo_sum_3kat;oslo_sum_3kat;;999;Høy sosial støtte;191;0.3882;256.23;0.3882;oslo_sum_3kat;2025
4010;4010;Siljan;Utledet variabel;Psykiske plager;HSCL_2kat;HSCL_2kat;;999;Symptomer på psykiske plager;78;0.1566;104.64;0.1566;HSCL_2kat;2025
4010;4010;Siljan;Utledet variabel;Ensomhet;ucla_2kat;ucla_2kat;;999;Høyt nivå;44;0.0902;59.03;0.0902;ucla_2kat;2025
4010;4010;Siljan;Utledet variabel;Søvn;INSOMNIA;INSOMNIA;;999;Søvnproblemer;60;0.1205;80.49;0.1205;INSOMNIA;2025
4010;4010;Siljan;Utledet variabel;Kontroll i livet;kontroll_SUM_3kat;kontroll_SUM_3kat;;999;Høy grad av mestring;90;0.1879;120.74;0.1879;kontroll_SUM_3kat;2025
4010;4010;Siljan;Utledet variabel;Fysisk aktivitet;FYSAK_2kat;FYSAK_2kat;;999;Minst 30 min. moderat fysisk aktivitet minst fire dager i uka;82;0.167;110.01;0.167;FYSAK_2kat;2025
4012;4012;Bamble;Nærmiljøet;Trivsel;trivsel;I hvilken grad trives du i nærmiljøet ditt?;Selectbox;999;I stor grad;1202;0.7705;3259.06;0.7664;FHUS_40_2025_Q1_fk1g1s1;2025
4012;4012;Bamble;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;kultur;Hvordan opplever du tilgjengeligheten til kulturtilbud (eksempelvis kino, bibliotek, kulturhus, konserter og teater)?;Selectbox;999;God eller svært god;907;0.5893;2439.73;0.5816;FHUS_40_2025_Q1_fk1g2s1;2025
4012;4012;Bamble;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;idrett;Hvordan opplever du tilgjengeligheten til idrettstilbud (eksempelvis idrettshall, svømmehall, treningssenter, ski/lys-løyper)?;Selectbox;999;God eller svært god;1261;0.8231;3415.02;0.8177;FHUS_40_2025_Q1_fk1g2s2;2025
4012;4012;Bamble;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;butikk;Hvordan opplever du tilgjengeligheten til butikker, spisesteder og andre servicetilbud?;Selectbox;999;God eller svært god;1163;0.7572;3174.16;0.7581;FHUS_40_2025_Q1_fk1g2s3;2025
4012;4012;Bamble;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;transport;Hvordan opplever du tilgjengeligheten til offentlig transport?;Selectbox;999;God eller svært god;892;0.5815;2366.9;0.566;FHUS_40_2025_Q1_fk1g2s4;2025
4012;4012;Bamble;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;natur;Hvordan opplever du tilgjengeligheten til natur- og friluftsområder, inkludert parker og andre grøntarealer?;Selectbox;999;God eller svært god;1451;0.9459;3942.72;0.943;FHUS_40_2025_Q1_fk1g2s5;2025
4012;4012;Bamble;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;sjoe;Hvordan opplever du tilgjengeligheten til kystlinje/strand eller sjø/innsjø der du bor?;Selectbox;999;God eller svært god;1463;0.9531;3976.56;0.9505;FHUS_40_2025_Q1_fk1g2s6;2025
4012;4012;Bamble;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;gang;Opplever du at gang- og sykkelveier er godt utbygde i ditt nærområde?;Selectbox;999;God eller svært god;932;0.6068;2494.39;0.5958;FHUS_40_2025_Q1_fk1g2s7;2025
4012;4012;Bamble;Deltakelse i aktiviteter;Deltagelse i aktiviteter;organisert;Hvor ofte deltar du i organisert aktivitet / frivillig arbeid, som f.eks. idrettslag, politiske lag, trossamfunn, kor eller lignende?;Selectbox;999;Ukentlig eller oftere;484;0.3191;1310.47;0.3171;FHUS_40_2025_Q1_fk2g3s1;2025
4012;4012;Bamble;Deltakelse i aktiviteter;Deltagelse i aktiviteter;uorganisert;Hvor ofte deltar du i annen aktivitet, som for eksempel klubb, møter, treffe venner, trimturer med venner/kolleger eller andre?;Selectbox;999;Ukentlig eller oftere;694;0.4575;1880.15;0.4549;FHUS_40_2025_Q1_fk2g3s2;2025
4012;4012;Bamble;Helse;Helse;helse;Hvordan vurderer du alt i alt din egen helse?;Selectbox;999;God eller svært god;1008;0.6667;2741.9;0.6655;FHUS_40_2025_Q1_fk3g4s1;2025
4012;4012;Bamble;Helse;Helse;tannhelse;Hvordan vurderer du tannhelsen din?;Selectbox;999;God eller svært god;1061;0.7017;2890.67;0.7017;FHUS_40_2025_Q1_fk3g4s2;2025
4012;4012;Bamble;Helse;Helse;tannlege;Når var du sist hos tannlege/tannpleier?;Selectbox;999;Mer enn to år siden;144;0.095;395.41;0.0958;FHUS_40_2025_Q1_fk3g4s3;2025
4012;4012;Bamble;Helse;Langvarige helseproblemer og funksjonsnedsettelser;sykdom_a;Hvordan påvirker disse sykdommene eller helseproblemene din hverdag?;Selectbox;999;I stor grad;233;0.1486;639.96;0.1497;FHUS_40_2025_Q1_fk3g8s1a;2025
4012;4012;Bamble;Helse;Langvarige helseproblemer og funksjonsnedsettelser;funksjonsnedsettelse_a;Hvordan påvirker funksjonsnedsettelsen (plagene) din hverdag?;Selectbox;999;I stor grad;119;0.0757;323.99;0.0756;FHUS_40_2025_Q1_fk3g8s2a;2025
4012;4012;Bamble;Helse;Nakke- og korsryggsmerter;korsryggsmerte;I løpet av de siste 28 dagene (4 ukene), har du hatt smerter i korsryggen?;Selectbox;999;Ja;642;0.4277;1759.55;0.43;FHUS_40_2025_Q1_fk3g9s1;2025
4012;4012;Bamble;Helse;Nakke- og korsryggsmerter;nakkesmerte;I løpet av de siste 28 dagene (4 ukene), har du hatt smerter i nakken?;Selectbox;999;Ja;615;0.4105;1681.57;0.4118;FHUS_40_2025_Q1_fk3g9s2;2025
4012;4012;Bamble;Helserelatert atferd;Kosthold;sukkerdrikk;Hvor ofte drikker du vanligvis sukkerholdig brus/saft/leskedrikk (inkludert iste, energidrikk, sportsdrikk og nektar)?;Matrix;999;2-3 ganger i uka eller oftere;457;0.308;1254.6;0.3101;FHUS_40_2025_Q1_fk5g13s1_1;2025
4012;4012;Bamble;Helserelatert atferd;Kosthold;frukt;Hvor ofte spiser du vanligvis frukt eller bær (regn ikke med juice eller fruktsaft)?;Matrix;999;Daglig eller oftere;426;0.2874;1163.02;0.2879;FHUS_40_2025_Q1_fk5g13s1_2;2025
4012;4012;Bamble;Helserelatert atferd;Kosthold;groennsaker;Hvor ofte spiser du vanligvis grønnsaker (inkludert salat)? Regn ikke med poteter.;Matrix;999;Daglig eller oftere;587;0.3958;1594.18;0.3944;FHUS_40_2025_Q1_fk5g13s1_3;2025
4012;4012;Bamble;Helserelatert atferd;Kosthold;fisk;Hvor ofte spiser du vanligvis fisk (som pålegg, til lunsj eller middag)?;Matrix;999;2-3 ganger i uka eller oftere;663;0.4471;1796.01;0.4443;FHUS_40_2025_Q1_fk5g13s1_4;2025
4012;4012;Bamble;Helserelatert atferd;Tobakk;roeyking_a;Hvor ofte røyker du?;Selectbox;999;Daglig;108;0.0688;290.67;0.0679;FHUS_40_2025_Q1_fk5g14s1a;2025
4012;4012;Bamble;Helserelatert atferd;Tobakk;snus_a;Hvor ofte bruker du snus?;Selectbox;999;Daglig;186;0.1185;507.62;0.1186;FHUS_40_2025_Q1_fk5g14s2a;2025
4012;4012;Bamble;Helserelatert atferd;Alkohol;alkohol_a;I løpet av de siste 12 måneder, hvor ofte har du drukket alkohol?;Selectbox;999;2-3 ganger i uka eller oftere;302;0.1927;806.52;0.1888;FHUS_40_2025_Q1_fk5g15s1a;2025
4012;4012;Bamble;Helserelatert atferd;Alkohol;alkohol_c;Hvor ofte drikker du seks alkoholenheter eller mer ved én og samme anledning?;Selectbox;999;Månedlig eller oftere;224;0.1429;601.26;0.1406;FHUS_40_2025_Q1_fk5g15s1a2;2025
4012;4012;Bamble;Skader og fysisk miljø;Skader;skade;Har du i løpet av de siste 12 måneder vært utsatt for en eller flere skader som førte til at du oppsøkte lege eller tannlege?;Selectbox;999;Ja minst én;366;0.2481;999.63;0.2487;FHUS_40_2025_Q1_fk6g17s1;2025
4012;4012;Bamble;Bakgrunn;Famile og bolig situasjon;bolig;Eier eller leier du boligen din?;Selectbox;999;Eier;1242;0.8443;3380.74;0.8433;FHUS_40_2025_Q1_fk8g30s4;2025
4012;4012;Bamble;Skader og fysisk miljø;Bolig;boligbytte;Hvor sannsynlig er det at du bytter bolig de neste 10 årene?;Selectbox;999;svært sannsynlig eller litt sannsynlig;720;0.4885;1980.04;0.4929;FHUS_40_2025_Q1_fk6g18s2;2025
4012;4012;Bamble;Skader og fysisk miljø;Støy;veitrafikkstoey;Hvis du tenker på de siste 12 månedene, hvor plaget er du av støy fra veitrafikk når du er hjemme?;Selectbox;999;Middels plaget eller mer;142;0.0962;393.01;0.0977;FHUS_40_2025_Q1_fk6g19s1;2025
4012;4012;Bamble;Skader og fysisk miljø;Støy;annenstoey;Hvis du tenker på de siste 12 månedene, hvor plaget er du av støy fra andre utendørs støykilder enn veitrafikk når du er hjemme?;Selectbox;999;Middels plaget eller mer;125;0.0847;339.04;0.0843;FHUS_40_2025_Q1_fk6g19s2;2025
4012;4012;Bamble;Livskvalitet;Livstilfredshet;tilfredshet;Alt i alt, hvor fornøyd er du med livet ditt for tiden?;Selectbox;999;Andel som svarer 6 eller høyere;1251;0.8504;3405.72;0.8493;FHUS_40_2025_Q1_fk7g20s1;2025
4012;4012;Bamble;Livskvalitet;Livstilfredshet;fremtidsoptimisme;Hvor fornøyd tror du at du vil være med livet ditt fem år fra nå?;Selectbox;999;Andel som svarer 6 eller høyere;1284;0.8747;3496.09;0.8736;FHUS_40_2025_Q1_fk7g20s2;2025
4012;4012;Bamble;Livskvalitet;Livstilfredshet;meningsfylt;Alt i alt, i hvilken grad opplever du at det du gjør i livet er meningsfylt?;Selectbox;999;Andel som svarer 6 eller høyere;1239;0.8423;3365.1;0.8392;FHUS_40_2025_Q1_fk7g20s3;2025
4012;4012;Bamble;Livskvalitet;Engasjement;engasjert;Tenk på hvordan du har følt deg de siste 7 dagene. I hvilken grad var du engasjert?;Selectbox;999;Andel som svarer 6 eller høyere;958;0.6539;2606.71;0.6528;FHUS_40_2025_Q1_fk7g24s1;2025
4012;4012;Bamble;Livskvalitet;Sosiale relasjoner;givende;Mine sosiale relasjoner er støttende og givende;Matrix;999;Andel som svarer 6 eller høyere;1165;0.804;3170.33;0.8029;FHUS_40_2025_Q1_fk7g25s1_1;2025
4012;4012;Bamble;Livskvalitet;Sosiale relasjoner;andreslykke;Jeg bidrar aktivt til andres lykke og livskvalitet;Matrix;999;Andel som svarer 6 eller høyere;1167;0.8076;3175.64;0.8065;FHUS_40_2025_Q1_fk7g25s1_2;2025
4012;4012;Bamble;Livskvalitet;Sosiale relasjoner;venner;Hvor ofte er du sammen med gode venner?;Selectbox;999;Ukentlig eller oftere;790;0.5404;2148.46;0.5392;FHUS_40_2025_Q1_fk7g25s3;2025
4012;4012;Bamble;Livskvalitet;Lokalsamfunn / trygghet;tilhoerighet;I hvilken grad føler du at du hører til på stedet der du bor?;Selectbox;999;Andel som svarer 6 eller høyere;1195;0.8191;3258.33;0.8193;FHUS_40_2025_Q1_fk7g26s2;2025
4012;4012;Bamble;Livskvalitet;Lokalsamfunn / trygghet;trygg;Alt i alt, hvor trygg føler du deg når du er ute og går i nærmiljøet?;Selectbox;999;Andel som svarer 6 eller høyere;1402;0.9609;3817.68;0.9599;FHUS_40_2025_Q1_fk7g26s3;2025
4012;4012;Bamble;Bakgrunn;Økonomi;oekonomi;Dersom du bor alene, tenk på din samlede inntekt. Dersom du bor sammen med andre, tenk på den samlede inntekten til alle i husholdningen. Hvor lett eller vanskelig er det for deg/dere å få pengene til å strekke til i det daglige, med denne inntekten?;Selectbox;999;Andel med økonomiske vansker;330;0.2295;903.57;0.2305;FHUS_40_2025_Q1_fk8g28s1;2025
4012;4012;Bamble;Utledet variabel;Sosial støtte;oslo_sum_3kat;oslo_sum_3kat;;999;Høy sosial støtte;496;0.3331;1359.13;0.335;oslo_sum_3kat;2025
4012;4012;Bamble;Utledet variabel;Psykiske plager;HSCL_2kat;HSCL_2kat;;999;Symptomer på psykiske plager;224;0.149;612.77;0.1496;HSCL_2kat;2025
4012;4012;Bamble;Utledet variabel;Ensomhet;ucla_2kat;ucla_2kat;;999;Høyt nivå;196;0.1327;532.28;0.1322;ucla_2kat;2025
4012;4012;Bamble;Utledet variabel;Søvn;INSOMNIA;INSOMNIA;;999;Søvnproblemer;206;0.1371;563.13;0.1374;INSOMNIA;2025
4012;4012;Bamble;Utledet variabel;Kontroll i livet;kontroll_SUM_3kat;kontroll_SUM_3kat;;999;Høy grad av mestring;238;0.1653;642.82;0.1638;kontroll_SUM_3kat;2025
4012;4012;Bamble;Utledet variabel;Fysisk aktivitet;FYSAK_2kat;FYSAK_2kat;;999;Minst 30 min. moderat fysisk aktivitet minst fire dager i uka;260;0.175;704.1;0.1737;FYSAK_2kat;2025
4014;4014;Kragerø;Nærmiljøet;Trivsel;trivsel;I hvilken grad trives du i nærmiljøet ditt?;Selectbox;999;I stor grad;739;0.6978;2213.27;0.6983;FHUS_40_2025_Q1_fk1g1s1;2025
4014;4014;Kragerø;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;kultur;Hvordan opplever du tilgjengeligheten til kulturtilbud (eksempelvis kino, bibliotek, kulturhus, konserter og teater)?;Selectbox;999;God eller svært god;323;0.3082;972.04;0.3099;FHUS_40_2025_Q1_fk1g2s1;2025
4014;4014;Kragerø;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;idrett;Hvordan opplever du tilgjengeligheten til idrettstilbud (eksempelvis idrettshall, svømmehall, treningssenter, ski/lys-løyper)?;Selectbox;999;God eller svært god;723;0.6912;2170.0;0.6932;FHUS_40_2025_Q1_fk1g2s2;2025
4014;4014;Kragerø;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;butikk;Hvordan opplever du tilgjengeligheten til butikker, spisesteder og andre servicetilbud?;Selectbox;999;God eller svært god;733;0.7008;2194.43;0.701;FHUS_40_2025_Q1_fk1g2s3;2025
4014;4014;Kragerø;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;transport;Hvordan opplever du tilgjengeligheten til offentlig transport?;Selectbox;999;God eller svært god;278;0.266;832.05;0.2661;FHUS_40_2025_Q1_fk1g2s4;2025
4014;4014;Kragerø;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;natur;Hvordan opplever du tilgjengeligheten til natur- og friluftsområder, inkludert parker og andre grøntarealer?;Selectbox;999;God eller svært god;922;0.8831;2760.16;0.8834;FHUS_40_2025_Q1_fk1g2s5;2025
4014;4014;Kragerø;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;sjoe;Hvordan opplever du tilgjengeligheten til kystlinje/strand eller sjø/innsjø der du bor?;Selectbox;999;God eller svært god;942;0.8997;2820.07;0.9;FHUS_40_2025_Q1_fk1g2s6;2025
4014;4014;Kragerø;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;gang;Opplever du at gang- og sykkelveier er godt utbygde i ditt nærområde?;Selectbox;999;God eller svært god;440;0.4207;1317.03;0.4207;FHUS_40_2025_Q1_fk1g2s7;2025
4014;4014;Kragerø;Deltakelse i aktiviteter;Deltagelse i aktiviteter;organisert;Hvor ofte deltar du i organisert aktivitet / frivillig arbeid, som f.eks. idrettslag, politiske lag, trossamfunn, kor eller lignende?;Selectbox;999;Ukentlig eller oftere;322;0.3123;965.8;0.313;FHUS_40_2025_Q1_fk2g3s1;2025
4014;4014;Kragerø;Deltakelse i aktiviteter;Deltagelse i aktiviteter;uorganisert;Hvor ofte deltar du i annen aktivitet, som for eksempel klubb, møter, treffe venner, trimturer med venner/kolleger eller andre?;Selectbox;999;Ukentlig eller oftere;496;0.4788;1488.6;0.48;FHUS_40_2025_Q1_fk2g3s2;2025
4014;4014;Kragerø;Helse;Helse;helse;Hvordan vurderer du alt i alt din egen helse?;Selectbox;999;God eller svært god;679;0.6579;2032.62;0.6581;FHUS_40_2025_Q1_fk3g4s1;2025
4014;4014;Kragerø;Helse;Helse;tannhelse;Hvordan vurderer du tannhelsen din?;Selectbox;999;God eller svært god;747;0.7238;2235.2;0.7237;FHUS_40_2025_Q1_fk3g4s2;2025
4014;4014;Kragerø;Helse;Helse;tannlege;Når var du sist hos tannlege/tannpleier?;Selectbox;999;Mer enn to år siden;104;0.1012;310.91;0.1011;FHUS_40_2025_Q1_fk3g4s3;2025
4014;4014;Kragerø;Helse;Langvarige helseproblemer og funksjonsnedsettelser;sykdom_a;Hvordan påvirker disse sykdommene eller helseproblemene din hverdag?;Selectbox;999;I stor grad;162;0.1525;485.43;0.1527;FHUS_40_2025_Q1_fk3g8s1a;2025
4014;4014;Kragerø;Helse;Langvarige helseproblemer og funksjonsnedsettelser;funksjonsnedsettelse_a;Hvordan påvirker funksjonsnedsettelsen (plagene) din hverdag?;Selectbox;999;I stor grad;76;0.0716;227.85;0.0717;FHUS_40_2025_Q1_fk3g8s2a;2025
4014;4014;Kragerø;Helse;Nakke- og korsryggsmerter;korsryggsmerte;I løpet av de siste 28 dagene (4 ukene), har du hatt smerter i korsryggen?;Selectbox;999;Ja;464;0.458;1387.83;0.4579;FHUS_40_2025_Q1_fk3g9s1;2025
4014;4014;Kragerø;Helse;Nakke- og korsryggsmerter;nakkesmerte;I løpet av de siste 28 dagene (4 ukene), har du hatt smerter i nakken?;Selectbox;999;Ja;422;0.4195;1262.79;0.4196;FHUS_40_2025_Q1_fk3g9s2;2025
4014;4014;Kragerø;Helserelatert atferd;Kosthold;sukkerdrikk;Hvor ofte drikker du vanligvis sukkerholdig brus/saft/leskedrikk (inkludert iste, energidrikk, sportsdrikk og nektar)?;Matrix;999;2-3 ganger i uka eller oftere;267;0.2657;797.13;0.2651;FHUS_40_2025_Q1_fk5g13s1_1;2025
4014;4014;Kragerø;Helserelatert atferd;Kosthold;frukt;Hvor ofte spiser du vanligvis frukt eller bær (regn ikke med juice eller fruktsaft)?;Matrix;999;Daglig eller oftere;357;0.3552;1068.18;0.3552;FHUS_40_2025_Q1_fk5g13s1_2;2025
4014;4014;Kragerø;Helserelatert atferd;Kosthold;groennsaker;Hvor ofte spiser du vanligvis grønnsaker (inkludert salat)? Regn ikke med poteter.;Matrix;999;Daglig eller oftere;471;0.4687;1409.88;0.4688;FHUS_40_2025_Q1_fk5g13s1_3;2025
4014;4014;Kragerø;Helserelatert atferd;Kosthold;fisk;Hvor ofte spiser du vanligvis fisk (som pålegg, til lunsj eller middag)?;Matrix;999;2-3 ganger i uka eller oftere;458;0.4557;1372.78;0.4565;FHUS_40_2025_Q1_fk5g13s1_4;2025
4014;4014;Kragerø;Helserelatert atferd;Tobakk;roeyking_a;Hvor ofte røyker du?;Selectbox;999;Daglig;109;0.1027;326.38;0.1028;FHUS_40_2025_Q1_fk5g14s1a;2025
4014;4014;Kragerø;Helserelatert atferd;Tobakk;snus_a;Hvor ofte bruker du snus?;Selectbox;999;Daglig;131;0.1235;393.79;0.124;FHUS_40_2025_Q1_fk5g14s2a;2025
4014;4014;Kragerø;Helserelatert atferd;Alkohol;alkohol_a;I løpet av de siste 12 måneder, hvor ofte har du drukket alkohol?;Selectbox;999;2-3 ganger i uka eller oftere;208;0.1962;626.37;0.1974;FHUS_40_2025_Q1_fk5g15s1a;2025
4014;4014;Kragerø;Helserelatert atferd;Alkohol;alkohol_c;Hvor ofte drikker du seks alkoholenheter eller mer ved én og samme anledning?;Selectbox;999;Månedlig eller oftere;188;0.1774;565.7;0.1783;FHUS_40_2025_Q1_fk5g15s1a2;2025
4014;4014;Kragerø;Skader og fysisk miljø;Skader;skade;Har du i løpet av de siste 12 måneder vært utsatt for en eller flere skader som førte til at du oppsøkte lege eller tannlege?;Selectbox;999;Ja minst én;264;0.2653;789.46;0.2651;FHUS_40_2025_Q1_fk6g17s1;2025
4014;4014;Kragerø;Bakgrunn;Famile og bolig situasjon;bolig;Eier eller leier du boligen din?;Selectbox;999;Eier;839;0.8398;2511.01;0.84;FHUS_40_2025_Q1_fk8g30s4;2025
4014;4014;Kragerø;Skader og fysisk miljø;Bolig;boligbytte;Hvor sannsynlig er det at du bytter bolig de neste 10 årene?;Selectbox;999;svært sannsynlig eller litt sannsynlig;460;0.4595;1376.33;0.4595;FHUS_40_2025_Q1_fk6g18s2;2025
4014;4014;Kragerø;Skader og fysisk miljø;Støy;veitrafikkstoey;Hvis du tenker på de siste 12 månedene, hvor plaget er du av støy fra veitrafikk når du er hjemme?;Selectbox;999;Middels plaget eller mer;102;0.1021;302.36;0.1011;FHUS_40_2025_Q1_fk6g19s1;2025
4014;4014;Kragerø;Skader og fysisk miljø;Støy;annenstoey;Hvis du tenker på de siste 12 månedene, hvor plaget er du av støy fra andre utendørs støykilder enn veitrafikk når du er hjemme?;Selectbox;999;Middels plaget eller mer;77;0.077;229.7;0.0768;FHUS_40_2025_Q1_fk6g19s2;2025
4014;4014;Kragerø;Livskvalitet;Livstilfredshet;tilfredshet;Alt i alt, hvor fornøyd er du med livet ditt for tiden?;Selectbox;999;Andel som svarer 6 eller høyere;837;0.8404;2504.88;0.8405;FHUS_40_2025_Q1_fk7g20s1;2025
4014;4014;Kragerø;Livskvalitet;Livstilfredshet;fremtidsoptimisme;Hvor fornøyd tror du at du vil være med livet ditt fem år fra nå?;Selectbox;999;Andel som svarer 6 eller høyere;848;0.8566;2537.98;0.8568;FHUS_40_2025_Q1_fk7g20s2;2025
4014;4014;Kragerø;Livskvalitet;Livstilfredshet;meningsfylt;Alt i alt, i hvilken grad opplever du at det du gjør i livet er meningsfylt?;Selectbox;999;Andel som svarer 6 eller høyere;843;0.8489;2523.12;0.8492;FHUS_40_2025_Q1_fk7g20s3;2025
4014;4014;Kragerø;Livskvalitet;Engasjement;engasjert;Tenk på hvordan du har følt deg de siste 7 dagene. I hvilken grad var du engasjert?;Selectbox;999;Andel som svarer 6 eller høyere;641;0.6462;1920.28;0.6469;FHUS_40_2025_Q1_fk7g24s1;2025
