Kommunenummer;Kommunenummer_2025;Kommune;Kategori;Gruppe;Variabel;Spørsmål;Svartype;Verdi;Svar;Antall_original;Andel_original;Antall_vektet;Andel_vektet;Spørsmålskode;Årstall
4028;4028;Kviteseid;Helserelatert atferd;Kosthold;fisk;Hvor ofte spiser du vanligvis fisk (som pålegg, til lunsj eller middag)?;Matrix;999;2-3 ganger i uka eller oftere;244;0.4281;338.41;0.4281;FHUS_40_2025_Q1_fk5g13s1_4;2025
4028;4028;Kviteseid;Helserelatert atferd;Tobakk;roeyking_a;Hvor ofte røyker du?;Selectbox;999;Daglig;64;0.1053;88.76;0.1053;FHUS_40_2025_Q1_fk5g14s1a;2025
4028;4028;Kviteseid;Helserelatert atferd;Tobakk;snus_a;Hvor ofte bruker du snus?;Selectbox;999;Daglig;64;0.1054;88.76;0.1054;FHUS_40_2025_Q1_fk5g14s2a;2025
4028;4028;Kviteseid;Helserelatert atferd;Alkohol;alkohol_a;I løpet av de siste 12 måneder, hvor ofte har du drukket alkohol?;Selectbox;999;2-3 ganger i uka eller oftere;79;0.1301;109.57;0.1301;FHUS_40_2025_Q1_fk5g15s1a;2025
4028;4028;Kviteseid;Helserelatert atferd;Alkohol;alkohol_c;Hvor ofte drikker du seks alkoholenheter eller mer ved én og samme anledning?;Selectbox;999;Månedlig eller oftere;76;0.125;105.41;0.125;FHUS_40_2025_Q1_fk5g15s1a2;2025
4028;4028;Kviteseid;Skader og fysisk miljø;Skader;skade;Har du i løpet av de siste 12 måneder vært utsatt for en eller flere skader som førte til at du oppsøkte lege eller tannlege?;Selectbox;999;Ja minst én;123;0.2173;170.59;0.2173;FHUS_40_2025_Q1_fk6g17s1;2025
4028;4028;Kviteseid;Bakgrunn;Famile og bolig situasjon;bolig;Eier eller leier du boligen din?;Selectbox;999;Eier;449;0.8004;622.73;0.8004;FHUS_40_2025_Q1_fk8g30s4;2025
4028;4028;Kviteseid;Skader og fysisk miljø;Bolig;boligbytte;Hvor sannsynlig er det at du bytter bolig de neste 10 årene?;Selectbox;999;svært sannsynlig eller litt sannsynlig;264;0.4673;366.15;0.4673;FHUS_40_2025_Q1_fk6g18s2;2025
4028;4028;Kviteseid;Skader og fysisk miljø;Støy;veitrafikkstoey;Hvis du tenker på de siste 12 månedene, hvor plaget er du av støy fra veitrafikk når du er hjemme?;Selectbox;999;Middels plaget eller mer;61;0.1083;84.6;0.1083;FHUS_40_2025_Q1_fk6g19s1;2025
4028;4028;Kviteseid;Skader og fysisk miljø;Støy;annenstoey;Hvis du tenker på de siste 12 månedene, hvor plaget er du av støy fra andre utendørs støykilder enn veitrafikk når du er hjemme?;Selectbox;999;Middels plaget eller mer;32;0.0567;44.38;0.0567;FHUS_40_2025_Q1_fk6g19s2;2025
4028;4028;Kviteseid;Livskvalitet;Livstilfredshet;tilfredshet;Alt i alt, hvor fornøyd er du med livet ditt for tiden?;Selectbox;999;Andel som svarer 6 eller høyere;472;0.8429;654.63;0.8429;FHUS_40_2025_Q1_fk7g20s1;2025
4028;4028;Kviteseid;Livskvalitet;Livstilfredshet;fremtidsoptimisme;Hvor fornøyd tror du at du vil være med livet ditt fem år fra nå?;Selectbox;999;Andel som svarer 6 eller høyere;496;0.8857;687.91;0.8857;FHUS_40_2025_Q1_fk7g20s2;2025
4028;4028;Kviteseid;Livskvalitet;Livstilfredshet;meningsfylt;Alt i alt, i hvilken grad opplever du at det du gjør i livet er meningsfylt?;Selectbox;999;Andel som svarer 6 eller høyere;485;0.8599;672.66;0.8599;FHUS_40_2025_Q1_fk7g20s3;2025
4028;4028;Kviteseid;Livskvalitet;Engasjement;engasjert;Tenk på hvordan du har følt deg de siste 7 dagene. I hvilken grad var du engasjert?;Selectbox;999;Andel som svarer 6 eller høyere;341;0.6144;472.94;0.6144;FHUS_40_2025_Q1_fk7g24s1;2025
4028;4028;Kviteseid;Livskvalitet;Sosiale relasjoner;givende;Mine sosiale relasjoner er støttende og givende;Matrix;999;Andel som svarer 6 eller høyere;430;0.7832;596.38;0.7832;FHUS_40_2025_Q1_fk7g25s1_1;2025
4028;4028;Kviteseid;Livskvalitet;Sosiale relasjoner;andreslykke;Jeg bidrar aktivt til andres lykke og livskvalitet;Matrix;999;Andel som svarer 6 eller høyere;434;0.7891;601.92;0.7891;FHUS_40_2025_Q1_fk7g25s1_2;2025
4028;4028;Kviteseid;Livskvalitet;Sosiale relasjoner;venner;Hvor ofte er du sammen med gode venner?;Selectbox;999;Ukentlig eller oftere;293;0.5279;406.37;0.5279;FHUS_40_2025_Q1_fk7g25s3;2025
4028;4028;Kviteseid;Livskvalitet;Lokalsamfunn / trygghet;tilhoerighet;I hvilken grad føler du at du hører til på stedet der du bor?;Selectbox;999;Andel som svarer 6 eller høyere;442;0.7964;613.02;0.7964;FHUS_40_2025_Q1_fk7g26s2;2025
4028;4028;Kviteseid;Livskvalitet;Lokalsamfunn / trygghet;trygg;Alt i alt, hvor trygg føler du deg når du er ute og går i nærmiljøet?;Selectbox;999;Andel som svarer 6 eller høyere;540;0.9712;748.94;0.9712;FHUS_40_2025_Q1_fk7g26s3;2025
4028;4028;Kviteseid;Bakgrunn;Økonomi;oekonomi;Dersom du bor alene, tenk på din samlede inntekt. Dersom du bor sammen med andre, tenk på den samlede inntekten til alle i husholdningen. Hvor lett eller vanskelig er det for deg/dere å få pengene til å strekke til i det daglige, med denne inntekten?;Selectbox;999;Andel med økonomiske vansker;128;0.231;177.53;0.231;FHUS_40_2025_Q1_fk8g28s1;2025
4028;4028;Kviteseid;Utledet variabel;Sosial støtte;oslo_sum_3kat;oslo_sum_3kat;;999;Høy sosial støtte;215;0.3765;298.19;0.3765;oslo_sum_3kat;2025
4028;4028;Kviteseid;Utledet variabel;Psykiske plager;HSCL_2kat;HSCL_2kat;;999;Symptomer på psykiske plager;81;0.1394;112.34;0.1394;HSCL_2kat;2025
4028;4028;Kviteseid;Utledet variabel;Ensomhet;ucla_2kat;ucla_2kat;;999;Høyt nivå;58;0.1027;80.44;0.1027;ucla_2kat;2025
4028;4028;Kviteseid;Utledet variabel;Søvn;INSOMNIA;INSOMNIA;;999;Søvnproblemer;76;0.1308;105.41;0.1308;INSOMNIA;2025
4028;4028;Kviteseid;Utledet variabel;Kontroll i livet;kontroll_SUM_3kat;kontroll_SUM_3kat;;999;Høy grad av mestring;97;0.1777;134.53;0.1777;kontroll_SUM_3kat;2025
4028;4028;Kviteseid;Utledet variabel;Fysisk aktivitet;FYSAK_2kat;FYSAK_2kat;;999;Minst 30 min. moderat fysisk aktivitet minst fire dager i uka;108;0.1895;149.79;0.1895;FYSAK_2kat;2025
4030;4030;Nissedal;Nærmiljøet;Trivsel;trivsel;I hvilken grad trives du i nærmiljøet ditt?;Selectbox;999;I stor grad;356;0.7265;356.0;0.7265;FHUS_40_2025_Q1_fk1g1s1;2025
4030;4030;Nissedal;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;kultur;Hvordan opplever du tilgjengeligheten til kulturtilbud (eksempelvis kino, bibliotek, kulturhus, konserter og teater)?;Selectbox;999;God eller svært god;254;0.5205;254.0;0.5205;FHUS_40_2025_Q1_fk1g2s1;2025
4030;4030;Nissedal;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;idrett;Hvordan opplever du tilgjengeligheten til idrettstilbud (eksempelvis idrettshall, svømmehall, treningssenter, ski/lys-løyper)?;Selectbox;999;God eller svært god;325;0.6674;325.0;0.6674;FHUS_40_2025_Q1_fk1g2s2;2025
4030;4030;Nissedal;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;butikk;Hvordan opplever du tilgjengeligheten til butikker, spisesteder og andre servicetilbud?;Selectbox;999;God eller svært god;281;0.577;281.0;0.577;FHUS_40_2025_Q1_fk1g2s3;2025
4030;4030;Nissedal;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;transport;Hvordan opplever du tilgjengeligheten til offentlig transport?;Selectbox;999;God eller svært god;26;0.0535;26.0;0.0535;FHUS_40_2025_Q1_fk1g2s4;2025
4030;4030;Nissedal;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;natur;Hvordan opplever du tilgjengeligheten til natur- og friluftsområder, inkludert parker og andre grøntarealer?;Selectbox;999;God eller svært god;474;0.9733;474.0;0.9733;FHUS_40_2025_Q1_fk1g2s5;2025
4030;4030;Nissedal;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;sjoe;Hvordan opplever du tilgjengeligheten til kystlinje/strand eller sjø/innsjø der du bor?;Selectbox;999;God eller svært god;437;0.8973;437.0;0.8973;FHUS_40_2025_Q1_fk1g2s6;2025
4030;4030;Nissedal;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;gang;Opplever du at gang- og sykkelveier er godt utbygde i ditt nærområde?;Selectbox;999;God eller svært god;237;0.4867;237.0;0.4867;FHUS_40_2025_Q1_fk1g2s7;2025
4030;4030;Nissedal;Deltakelse i aktiviteter;Deltagelse i aktiviteter;organisert;Hvor ofte deltar du i organisert aktivitet / frivillig arbeid, som f.eks. idrettslag, politiske lag, trossamfunn, kor eller lignende?;Selectbox;999;Ukentlig eller oftere;163;0.341;163.0;0.341;FHUS_40_2025_Q1_fk2g3s1;2025
4030;4030;Nissedal;Deltakelse i aktiviteter;Deltagelse i aktiviteter;uorganisert;Hvor ofte deltar du i annen aktivitet, som for eksempel klubb, møter, treffe venner, trimturer med venner/kolleger eller andre?;Selectbox;999;Ukentlig eller oftere;188;0.39;188.0;0.39;FHUS_40_2025_Q1_fk2g3s2;2025
4030;4030;Nissedal;Helse;Helse;helse;Hvordan vurderer du alt i alt din egen helse?;Selectbox;999;God eller svært god;318;0.6584;318.0;0.6584;FHUS_40_2025_Q1_fk3g4s1;2025
4030;4030;Nissedal;Helse;Helse;tannhelse;Hvordan vurderer du tannhelsen din?;Selectbox;999;God eller svært god;317;0.6604;317.0;0.6604;FHUS_40_2025_Q1_fk3g4s2;2025
4030;4030;Nissedal;Helse;Helse;tannlege;Når var du sist hos tannlege/tannpleier?;Selectbox;999;Mer enn to år siden;63;0.1312;63.0;0.1312;FHUS_40_2025_Q1_fk3g4s3;2025
4030;4030;Nissedal;Helse;Langvarige helseproblemer og funksjonsnedsettelser;sykdom_a;Hvordan påvirker disse sykdommene eller helseproblemene din hverdag?;Selectbox;999;I stor grad;78;0.1592;78.0;0.1592;FHUS_40_2025_Q1_fk3g8s1a;2025
4030;4030;Nissedal;Helse;Langvarige helseproblemer og funksjonsnedsettelser;funksjonsnedsettelse_a;Hvordan påvirker funksjonsnedsettelsen (plagene) din hverdag?;Selectbox;999;I stor grad;29;0.0592;29.0;0.0592;FHUS_40_2025_Q1_fk3g8s2a;2025
4030;4030;Nissedal;Helse;Nakke- og korsryggsmerter;korsryggsmerte;I løpet av de siste 28 dagene (4 ukene), har du hatt smerter i korsryggen?;Selectbox;999;Ja;189;0.4021;189.0;0.4021;FHUS_40_2025_Q1_fk3g9s1;2025
4030;4030;Nissedal;Helse;Nakke- og korsryggsmerter;nakkesmerte;I løpet av de siste 28 dagene (4 ukene), har du hatt smerter i nakken?;Selectbox;999;Ja;199;0.4234;199.0;0.4234;FHUS_40_2025_Q1_fk3g9s2;2025
4030;4030;Nissedal;Helserelatert atferd;Kosthold;sukkerdrikk;Hvor ofte drikker du vanligvis sukkerholdig brus/saft/leskedrikk (inkludert iste, energidrikk, sportsdrikk og nektar)?;Matrix;999;2-3 ganger i uka eller oftere;157;0.3355;157.0;0.3355;FHUS_40_2025_Q1_fk5g13s1_1;2025
4030;4030;Nissedal;Helserelatert atferd;Kosthold;frukt;Hvor ofte spiser du vanligvis frukt eller bær (regn ikke med juice eller fruktsaft)?;Matrix;999;Daglig eller oftere;155;0.3312;155.0;0.3312;FHUS_40_2025_Q1_fk5g13s1_2;2025
4030;4030;Nissedal;Helserelatert atferd;Kosthold;groennsaker;Hvor ofte spiser du vanligvis grønnsaker (inkludert salat)? Regn ikke med poteter.;Matrix;999;Daglig eller oftere;200;0.4274;200.0;0.4274;FHUS_40_2025_Q1_fk5g13s1_3;2025
4030;4030;Nissedal;Helserelatert atferd;Kosthold;fisk;Hvor ofte spiser du vanligvis fisk (som pålegg, til lunsj eller middag)?;Matrix;999;2-3 ganger i uka eller oftere;209;0.4475;209.0;0.4475;FHUS_40_2025_Q1_fk5g13s1_4;2025
4030;4030;Nissedal;Helserelatert atferd;Tobakk;roeyking_a;Hvor ofte røyker du?;Selectbox;999;Daglig;53;0.1084;53.0;0.1084;FHUS_40_2025_Q1_fk5g14s1a;2025
4030;4030;Nissedal;Helserelatert atferd;Tobakk;snus_a;Hvor ofte bruker du snus?;Selectbox;999;Daglig;64;0.1306;64.0;0.1306;FHUS_40_2025_Q1_fk5g14s2a;2025
4030;4030;Nissedal;Helserelatert atferd;Alkohol;alkohol_a;I løpet av de siste 12 måneder, hvor ofte har du drukket alkohol?;Selectbox;999;2-3 ganger i uka eller oftere;69;0.1405;69.0;0.1405;FHUS_40_2025_Q1_fk5g15s1a;2025
4030;4030;Nissedal;Helserelatert atferd;Alkohol;alkohol_c;Hvor ofte drikker du seks alkoholenheter eller mer ved én og samme anledning?;Selectbox;999;Månedlig eller oftere;63;0.1283;63.0;0.1283;FHUS_40_2025_Q1_fk5g15s1a2;2025
4030;4030;Nissedal;Skader og fysisk miljø;Skader;skade;Har du i løpet av de siste 12 måneder vært utsatt for en eller flere skader som førte til at du oppsøkte lege eller tannlege?;Selectbox;999;Ja minst én;91;0.1961;91.0;0.1961;FHUS_40_2025_Q1_fk6g17s1;2025
4030;4030;Nissedal;Bakgrunn;Famile og bolig situasjon;bolig;Eier eller leier du boligen din?;Selectbox;999;Eier;384;0.8294;384.0;0.8294;FHUS_40_2025_Q1_fk8g30s4;2025
4030;4030;Nissedal;Skader og fysisk miljø;Bolig;boligbytte;Hvor sannsynlig er det at du bytter bolig de neste 10 årene?;Selectbox;999;svært sannsynlig eller litt sannsynlig;181;0.3909;181.0;0.3909;FHUS_40_2025_Q1_fk6g18s2;2025
4030;4030;Nissedal;Skader og fysisk miljø;Støy;veitrafikkstoey;Hvis du tenker på de siste 12 månedene, hvor plaget er du av støy fra veitrafikk når du er hjemme?;Selectbox;999;Middels plaget eller mer;32;0.0693;32.0;0.0693;FHUS_40_2025_Q1_fk6g19s1;2025
4030;4030;Nissedal;Skader og fysisk miljø;Støy;annenstoey;Hvis du tenker på de siste 12 månedene, hvor plaget er du av støy fra andre utendørs støykilder enn veitrafikk når du er hjemme?;Selectbox;999;Middels plaget eller mer;22;0.0474;22.0;0.0474;FHUS_40_2025_Q1_fk6g19s2;2025
4030;4030;Nissedal;Livskvalitet;Livstilfredshet;tilfredshet;Alt i alt, hvor fornøyd er du med livet ditt for tiden?;Selectbox;999;Andel som svarer 6 eller høyere;394;0.8528;394.0;0.8528;FHUS_40_2025_Q1_fk7g20s1;2025
4030;4030;Nissedal;Livskvalitet;Livstilfredshet;fremtidsoptimisme;Hvor fornøyd tror du at du vil være med livet ditt fem år fra nå?;Selectbox;999;Andel som svarer 6 eller høyere;421;0.9113;421.0;0.9113;FHUS_40_2025_Q1_fk7g20s2;2025
4030;4030;Nissedal;Livskvalitet;Livstilfredshet;meningsfylt;Alt i alt, i hvilken grad opplever du at det du gjør i livet er meningsfylt?;Selectbox;999;Andel som svarer 6 eller høyere;402;0.8683;402.0;0.8683;FHUS_40_2025_Q1_fk7g20s3;2025
4030;4030;Nissedal;Livskvalitet;Engasjement;engasjert;Tenk på hvordan du har følt deg de siste 7 dagene. I hvilken grad var du engasjert?;Selectbox;999;Andel som svarer 6 eller høyere;303;0.6573;303.0;0.6573;FHUS_40_2025_Q1_fk7g24s1;2025
4030;4030;Nissedal;Livskvalitet;Sosiale relasjoner;givende;Mine sosiale relasjoner er støttende og givende;Matrix;999;Andel som svarer 6 eller høyere;368;0.8035;368.0;0.8035;FHUS_40_2025_Q1_fk7g25s1_1;2025
4030;4030;Nissedal;Livskvalitet;Sosiale relasjoner;andreslykke;Jeg bidrar aktivt til andres lykke og livskvalitet;Matrix;999;Andel som svarer 6 eller høyere;364;0.7948;364.0;0.7948;FHUS_40_2025_Q1_fk7g25s1_2;2025
4030;4030;Nissedal;Livskvalitet;Sosiale relasjoner;venner;Hvor ofte er du sammen med gode venner?;Selectbox;999;Ukentlig eller oftere;241;0.5228;241.0;0.5228;FHUS_40_2025_Q1_fk7g25s3;2025
4030;4030;Nissedal;Livskvalitet;Lokalsamfunn / trygghet;tilhoerighet;I hvilken grad føler du at du hører til på stedet der du bor?;Selectbox;999;Andel som svarer 6 eller høyere;361;0.7831;361.0;0.7831;FHUS_40_2025_Q1_fk7g26s2;2025
4030;4030;Nissedal;Livskvalitet;Lokalsamfunn / trygghet;trygg;Alt i alt, hvor trygg føler du deg når du er ute og går i nærmiljøet?;Selectbox;999;Andel som svarer 6 eller høyere;452;0.9826;452.0;0.9826;FHUS_40_2025_Q1_fk7g26s3;2025
4030;4030;Nissedal;Bakgrunn;Økonomi;oekonomi;Dersom du bor alene, tenk på din samlede inntekt. Dersom du bor sammen med andre, tenk på den samlede inntekten til alle i husholdningen. Hvor lett eller vanskelig er det for deg/dere å få pengene til å strekke til i det daglige, med denne inntekten?;Selectbox;999;Andel med økonomiske vansker;110;0.2423;110.0;0.2423;FHUS_40_2025_Q1_fk8g28s1;2025
4030;4030;Nissedal;Utledet variabel;Sosial støtte;oslo_sum_3kat;oslo_sum_3kat;;999;Høy sosial støtte;168;0.3605;168.0;0.3605;oslo_sum_3kat;2025
4030;4030;Nissedal;Utledet variabel;Psykiske plager;HSCL_2kat;HSCL_2kat;;999;Symptomer på psykiske plager;70;0.1483;70.0;0.1483;HSCL_2kat;2025
4030;4030;Nissedal;Utledet variabel;Ensomhet;ucla_2kat;ucla_2kat;;999;Høyt nivå;53;0.1147;53.0;0.1147;ucla_2kat;2025
4030;4030;Nissedal;Utledet variabel;Søvn;INSOMNIA;INSOMNIA;;999;Søvnproblemer;59;0.1253;59.0;0.1253;INSOMNIA;2025
4030;4030;Nissedal;Utledet variabel;Kontroll i livet;kontroll_SUM_3kat;kontroll_SUM_3kat;;999;Høy grad av mestring;85;0.186;85.0;0.186;kontroll_SUM_3kat;2025
4030;4030;Nissedal;Utledet variabel;Fysisk aktivitet;FYSAK_2kat;FYSAK_2kat;;999;Minst 30 min. moderat fysisk aktivitet minst fire dager i uka;58;0.1242;58.0;0.1242;FYSAK_2kat;2025
4032;4032;Fyresdal;Nærmiljøet;Trivsel;trivsel;I hvilken grad trives du i nærmiljøet ditt?;Selectbox;999;I stor grad;362;0.707;362.0;0.707;FHUS_40_2025_Q1_fk1g1s1;2025
4032;4032;Fyresdal;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;kultur;Hvordan opplever du tilgjengeligheten til kulturtilbud (eksempelvis kino, bibliotek, kulturhus, konserter og teater)?;Selectbox;999;God eller svært god;351;0.6923;351.0;0.6923;FHUS_40_2025_Q1_fk1g2s1;2025
4032;4032;Fyresdal;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;idrett;Hvordan opplever du tilgjengeligheten til idrettstilbud (eksempelvis idrettshall, svømmehall, treningssenter, ski/lys-løyper)?;Selectbox;999;God eller svært god;431;0.8501;431.0;0.8501;FHUS_40_2025_Q1_fk1g2s2;2025
4032;4032;Fyresdal;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;butikk;Hvordan opplever du tilgjengeligheten til butikker, spisesteder og andre servicetilbud?;Selectbox;999;God eller svært god;243;0.4793;243.0;0.4793;FHUS_40_2025_Q1_fk1g2s3;2025
4032;4032;Fyresdal;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;transport;Hvordan opplever du tilgjengeligheten til offentlig transport?;Selectbox;999;God eller svært god;88;0.1736;88.0;0.1736;FHUS_40_2025_Q1_fk1g2s4;2025
4032;4032;Fyresdal;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;natur;Hvordan opplever du tilgjengeligheten til natur- og friluftsområder, inkludert parker og andre grøntarealer?;Selectbox;999;God eller svært god;499;0.9842;499.0;0.9842;FHUS_40_2025_Q1_fk1g2s5;2025
4032;4032;Fyresdal;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;sjoe;Hvordan opplever du tilgjengeligheten til kystlinje/strand eller sjø/innsjø der du bor?;Selectbox;999;God eller svært god;448;0.8836;448.0;0.8836;FHUS_40_2025_Q1_fk1g2s6;2025
4032;4032;Fyresdal;Nærmiljøet;Tilgang på fasiliteter og servicetilbud lokalt;gang;Opplever du at gang- og sykkelveier er godt utbygde i ditt nærområde?;Selectbox;999;God eller svært god;260;0.5138;260.0;0.5138;FHUS_40_2025_Q1_fk1g2s7;2025
4032;4032;Fyresdal;Deltakelse i aktiviteter;Deltagelse i aktiviteter;organisert;Hvor ofte deltar du i organisert aktivitet / frivillig arbeid, som f.eks. idrettslag, politiske lag, trossamfunn, kor eller lignende?;Selectbox;999;Ukentlig eller oftere;124;0.2475;124.0;0.2475;FHUS_40_2025_Q1_fk2g3s1;2025
4032;4032;Fyresdal;Deltakelse i aktiviteter;Deltagelse i aktiviteter;uorganisert;Hvor ofte deltar du i annen aktivitet, som for eksempel klubb, møter, treffe venner, trimturer med venner/kolleger eller andre?;Selectbox;999;Ukentlig eller oftere;177;0.3526;177.0;0.3526;FHUS_40_2025_Q1_fk2g3s2;2025
4032;4032;Fyresdal;Helse;Helse;helse;Hvordan vurderer du alt i alt din egen helse?;Selectbox;999;God eller svært god;347;0.6968;347.0;0.6968;FHUS_40_2025_Q1_fk3g4s1;2025
4032;4032;Fyresdal;Helse;Helse;tannhelse;Hvordan vurderer du tannhelsen din?;Selectbox;999;God eller svært god;330;0.6613;330.0;0.6613;FHUS_40_2025_Q1_fk3g4s2;2025
4032;4032;Fyresdal;Helse;Helse;tannlege;Når var du sist hos tannlege/tannpleier?;Selectbox;999;Mer enn to år siden;78;0.1563;78.0;0.1563;FHUS_40_2025_Q1_fk3g4s3;2025
4032;4032;Fyresdal;Helse;Langvarige helseproblemer og funksjonsnedsettelser;sykdom_a;Hvordan påvirker disse sykdommene eller helseproblemene din hverdag?;Selectbox;999;I stor grad;57;0.1109;57.0;0.1109;FHUS_40_2025_Q1_fk3g8s1a;2025
4032;4032;Fyresdal;Helse;Langvarige helseproblemer og funksjonsnedsettelser;funksjonsnedsettelse_a;Hvordan påvirker funksjonsnedsettelsen (plagene) din hverdag?;Selectbox;999;I stor grad;25;0.0484;25.0;0.0484;FHUS_40_2025_Q1_fk3g8s2a;2025
4032;4032;Fyresdal;Helse;Nakke- og korsryggsmerter;korsryggsmerte;I løpet av de siste 28 dagene (4 ukene), har du hatt smerter i korsryggen?;Selectbox;999;Ja;194;0.3951;194.0;0.3951;FHUS_40_2025_Q1_fk3g9s1;2025
4032;4032;Fyresdal;Helse;Nakke- og korsryggsmerter;nakkesmerte;I løpet av de siste 28 dagene (4 ukene), har du hatt smerter i nakken?;Selectbox;999;Ja;176;0.3599;176.0;0.3599;FHUS_40_2025_Q1_fk3g9s2;2025
4032;4032;Fyresdal;Helserelatert atferd;Kosthold;sukkerdrikk;Hvor ofte drikker du vanligvis sukkerholdig brus/saft/leskedrikk (inkludert iste, energidrikk, sportsdrikk og nektar)?;Matrix;999;2-3 ganger i uka eller oftere;146;0.2992;146.0;0.2992;FHUS_40_2025_Q1_fk5g13s1_1;2025
4032;4032;Fyresdal;Helserelatert atferd;Kosthold;frukt;Hvor ofte spiser du vanligvis frukt eller bær (regn ikke med juice eller fruktsaft)?;Matrix;999;Daglig eller oftere;158;0.3238;158.0;0.3238;FHUS_40_2025_Q1_fk5g13s1_2;2025
4032;4032;Fyresdal;Helserelatert atferd;Kosthold;groennsaker;Hvor ofte spiser du vanligvis grønnsaker (inkludert salat)? Regn ikke med poteter.;Matrix;999;Daglig eller oftere;178;0.364;178.0;0.364;FHUS_40_2025_Q1_fk5g13s1_3;2025
4032;4032;Fyresdal;Helserelatert atferd;Kosthold;fisk;Hvor ofte spiser du vanligvis fisk (som pålegg, til lunsj eller middag)?;Matrix;999;2-3 ganger i uka eller oftere;196;0.4016;196.0;0.4016;FHUS_40_2025_Q1_fk5g13s1_4;2025
4032;4032;Fyresdal;Helserelatert atferd;Tobakk;roeyking_a;Hvor ofte røyker du?;Selectbox;999;Daglig;63;0.1221;63.0;0.1221;FHUS_40_2025_Q1_fk5g14s1a;2025
4032;4032;Fyresdal;Helserelatert atferd;Tobakk;snus_a;Hvor ofte bruker du snus?;Selectbox;999;Daglig;49;0.095;49.0;0.095;FHUS_40_2025_Q1_fk5g14s2a;2025
4032;4032;Fyresdal;Helserelatert atferd;Alkohol;alkohol_a;I løpet av de siste 12 måneder, hvor ofte har du drukket alkohol?;Selectbox;999;2-3 ganger i uka eller oftere;60;0.1163;60.0;0.1163;FHUS_40_2025_Q1_fk5g15s1a;2025
4032;4032;Fyresdal;Helserelatert atferd;Alkohol;alkohol_c;Hvor ofte drikker du seks alkoholenheter eller mer ved én og samme anledning?;Selectbox;999;Månedlig eller oftere;60;0.1167;60.0;0.1167;FHUS_40_2025_Q1_fk5g15s1a2;2025
4032;4032;Fyresdal;Skader og fysisk miljø;Skader;skade;Har du i løpet av de siste 12 måneder vært utsatt for en eller flere skader som førte til at du oppsøkte lege eller tannlege?;Selectbox;999;Ja minst én;103;0.2124;103.0;0.2124;FHUS_40_2025_Q1_fk6g17s1;2025
4032;4032;Fyresdal;Bakgrunn;Famile og bolig situasjon;bolig;Eier eller leier du boligen din?;Selectbox;999;Eier;379;0.7814;379.0;0.7814;FHUS_40_2025_Q1_fk8g30s4;2025
4032;4032;Fyresdal;Skader og fysisk miljø;Bolig;boligbytte;Hvor sannsynlig er det at du bytter bolig de neste 10 årene?;Selectbox;999;svært sannsynlig eller litt sannsynlig;198;0.4082;198.0;0.4082;FHUS_40_2025_Q1_fk6g18s2;2025
4032;4032;Fyresdal;Skader og fysisk miljø;Støy;veitrafikkstoey;Hvis du tenker på de siste 12 månedene, hvor plaget er du av støy fra veitrafikk når du er hjemme?;Selectbox;999;Middels plaget eller mer;30;0.0619;30.0;0.0619;FHUS_40_2025_Q1_fk6g19s1;2025
4032;4032;Fyresdal;Skader og fysisk miljø;Støy;annenstoey;Hvis du tenker på de siste 12 månedene, hvor plaget er du av støy fra andre utendørs støykilder enn veitrafikk når du er hjemme?;Selectbox;999;Middels plaget eller mer;20;0.0412;20.0;0.0412;FHUS_40_2025_Q1_fk6g19s2;2025
4032;4032;Fyresdal;Livskvalitet;Livstilfredshet;tilfredshet;Alt i alt, hvor fornøyd er du med livet ditt for tiden?;Selectbox;999;Andel som svarer 6 eller høyere;410;0.8489;410.0;0.8489;FHUS_40_2025_Q1_fk7g20s1;2025
4032;4032;Fyresdal;Livskvalitet;Livstilfredshet;fremtidsoptimisme;Hvor fornøyd tror du at du vil være med livet ditt fem år fra nå?;Selectbox;999;Andel som svarer 6 eller høyere;439;0.9108;439.0;0.9108;FHUS_40_2025_Q1_fk7g20s2;2025
4032;4032;Fyresdal;Livskvalitet;Livstilfredshet;meningsfylt;Alt i alt, i hvilken grad opplever du at det du gjør i livet er meningsfylt?;Selectbox;999;Andel som svarer 6 eller høyere;416;0.8613;416.0;0.8613;FHUS_40_2025_Q1_fk7g20s3;2025
4032;4032;Fyresdal;Livskvalitet;Engasjement;engasjert;Tenk på hvordan du har følt deg de siste 7 dagene. I hvilken grad var du engasjert?;Selectbox;999;Andel som svarer 6 eller høyere;312;0.6527;312.0;0.6527;FHUS_40_2025_Q1_fk7g24s1;2025
