Kommunenummer,Kommune,År,Bygningstype,Sort_Bygningstype,Bygningstype_4_gr,Sort_Bygningstype_4_gr,Antall
4026,Tinn,01.01.2014,Bygning for bofellesskap,6,Annen boligbygging,4,47
4026,Tinn,01.01.2014,Andre bygningstyper,5,Annen boligbygging,4,141
4026,Tinn,01.01.2015,Enebolig,1,Enebolig,1,2229
4026,Tinn,01.01.2015,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,312
4026,Tinn,01.01.2015,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,416
4026,Tinn,01.01.2015,Boligblokk,2,Leilighet,2,565
4026,Tinn,01.01.2015,Bygning for bofellesskap,6,Annen boligbygging,4,47
4026,Tinn,01.01.2015,Andre bygningstyper,5,Annen boligbygging,4,139
4026,Tinn,01.01.2016,Enebolig,1,Enebolig,1,2225
4026,Tinn,01.01.2016,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,318
4026,Tinn,01.01.2016,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,420
4026,Tinn,01.01.2016,Boligblokk,2,Leilighet,2,564
4026,Tinn,01.01.2016,Bygning for bofellesskap,6,Annen boligbygging,4,47
4026,Tinn,01.01.2016,Andre bygningstyper,5,Annen boligbygging,4,135
4026,Tinn,01.01.2017,Enebolig,1,Enebolig,1,2229
4026,Tinn,01.01.2017,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,318
4026,Tinn,01.01.2017,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,423
4026,Tinn,01.01.2017,Boligblokk,2,Leilighet,2,563
4026,Tinn,01.01.2017,Bygning for bofellesskap,6,Annen boligbygging,4,47
4026,Tinn,01.01.2017,Andre bygningstyper,5,Annen boligbygging,4,131
4026,Tinn,01.01.2018,Enebolig,1,Enebolig,1,2227
4026,Tinn,01.01.2018,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,318
4026,Tinn,01.01.2018,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,423
4026,Tinn,01.01.2018,Boligblokk,2,Leilighet,2,563
4026,Tinn,01.01.2018,Bygning for bofellesskap,6,Annen boligbygging,4,47
4026,Tinn,01.01.2018,Andre bygningstyper,5,Annen boligbygging,4,134
4026,Tinn,01.01.2019,Enebolig,1,Enebolig,1,2229
4026,Tinn,01.01.2019,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,322
4026,Tinn,01.01.2019,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,429
4026,Tinn,01.01.2019,Boligblokk,2,Leilighet,2,563
4026,Tinn,01.01.2019,Bygning for bofellesskap,6,Annen boligbygging,4,47
4026,Tinn,01.01.2019,Andre bygningstyper,5,Annen boligbygging,4,133
4026,Tinn,01.01.2020,Enebolig,1,Enebolig,1,2213
4026,Tinn,01.01.2020,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,330
4026,Tinn,01.01.2020,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,429
4026,Tinn,01.01.2020,Boligblokk,2,Leilighet,2,563
4026,Tinn,01.01.2020,Bygning for bofellesskap,6,Annen boligbygging,4,47
4026,Tinn,01.01.2020,Andre bygningstyper,5,Annen boligbygging,4,129
4026,Tinn,01.01.2021,Enebolig,1,Enebolig,1,2223
4026,Tinn,01.01.2021,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,332
4026,Tinn,01.01.2021,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,437
4026,Tinn,01.01.2021,Boligblokk,2,Leilighet,2,562
4026,Tinn,01.01.2021,Bygning for bofellesskap,6,Annen boligbygging,4,47
4026,Tinn,01.01.2021,Andre bygningstyper,5,Annen boligbygging,4,128
4026,Tinn,01.01.2022,Enebolig,1,Enebolig,1,2218
4026,Tinn,01.01.2022,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,341
4026,Tinn,01.01.2022,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,445
4026,Tinn,01.01.2022,Boligblokk,2,Leilighet,2,562
4026,Tinn,01.01.2022,Bygning for bofellesskap,6,Annen boligbygging,4,47
4026,Tinn,01.01.2022,Andre bygningstyper,5,Annen boligbygging,4,135
4026,Tinn,01.01.2023,Enebolig,1,Enebolig,1,2226
4026,Tinn,01.01.2023,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,341
4026,Tinn,01.01.2023,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,442
4026,Tinn,01.01.2023,Boligblokk,2,Leilighet,2,561
4026,Tinn,01.01.2023,Bygning for bofellesskap,6,Annen boligbygging,4,47
4026,Tinn,01.01.2023,Andre bygningstyper,5,Annen boligbygging,4,137
4026,Tinn,01.01.2024,Enebolig,1,Enebolig,1,2196
4026,Tinn,01.01.2024,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,372
4026,Tinn,01.01.2024,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,466
4026,Tinn,01.01.2024,Boligblokk,2,Leilighet,2,569
4026,Tinn,01.01.2024,Bygning for bofellesskap,6,Annen boligbygging,4,47
4026,Tinn,01.01.2024,Andre bygningstyper,5,Annen boligbygging,4,137
4026,Tinn,01.01.2025,Enebolig,1,Enebolig,1,2208
4026,Tinn,01.01.2025,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,372
4026,Tinn,01.01.2025,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,470
4026,Tinn,01.01.2025,Boligblokk,2,Leilighet,2,570
4026,Tinn,01.01.2025,Bygning for bofellesskap,6,Annen boligbygging,4,47
4026,Tinn,01.01.2025,Andre bygningstyper,5,Annen boligbygging,4,135
4026,Tinn,01.01.2026,Enebolig,1,Enebolig,1,2210
4026,Tinn,01.01.2026,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,372
4026,Tinn,01.01.2026,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,474
4026,Tinn,01.01.2026,Boligblokk,2,Leilighet,2,570
4026,Tinn,01.01.2026,Bygning for bofellesskap,6,Annen boligbygging,4,47
4026,Tinn,01.01.2026,Andre bygningstyper,5,Annen boligbygging,4,134
4028,Kviteseid,01.01.2013,Enebolig,1,Enebolig,1,1272
4028,Kviteseid,01.01.2013,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,51
4028,Kviteseid,01.01.2013,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,44
4028,Kviteseid,01.01.2013,Boligblokk,2,Leilighet,2,1
4028,Kviteseid,01.01.2013,Bygning for bofellesskap,6,Annen boligbygging,4,24
4028,Kviteseid,01.01.2013,Andre bygningstyper,5,Annen boligbygging,4,96
4028,Kviteseid,01.01.2014,Enebolig,1,Enebolig,1,1283
4028,Kviteseid,01.01.2014,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,51
4028,Kviteseid,01.01.2014,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,44
4028,Kviteseid,01.01.2014,Boligblokk,2,Leilighet,2,1
4028,Kviteseid,01.01.2014,Bygning for bofellesskap,6,Annen boligbygging,4,24
4028,Kviteseid,01.01.2014,Andre bygningstyper,5,Annen boligbygging,4,95
4028,Kviteseid,01.01.2015,Enebolig,1,Enebolig,1,1276
4028,Kviteseid,01.01.2015,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,51
4028,Kviteseid,01.01.2015,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,54
4028,Kviteseid,01.01.2015,Boligblokk,2,Leilighet,2,0
4028,Kviteseid,01.01.2015,Bygning for bofellesskap,6,Annen boligbygging,4,24
4028,Kviteseid,01.01.2015,Andre bygningstyper,5,Annen boligbygging,4,94
4028,Kviteseid,01.01.2016,Enebolig,1,Enebolig,1,1286
4028,Kviteseid,01.01.2016,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,49
4028,Kviteseid,01.01.2016,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,55
4028,Kviteseid,01.01.2016,Boligblokk,2,Leilighet,2,0
4028,Kviteseid,01.01.2016,Bygning for bofellesskap,6,Annen boligbygging,4,24
4028,Kviteseid,01.01.2016,Andre bygningstyper,5,Annen boligbygging,4,92
4028,Kviteseid,01.01.2017,Enebolig,1,Enebolig,1,1289
4028,Kviteseid,01.01.2017,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,49
4028,Kviteseid,01.01.2017,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,54
4028,Kviteseid,01.01.2017,Boligblokk,2,Leilighet,2,0
4028,Kviteseid,01.01.2017,Bygning for bofellesskap,6,Annen boligbygging,4,24
4028,Kviteseid,01.01.2017,Andre bygningstyper,5,Annen boligbygging,4,92
4028,Kviteseid,01.01.2018,Enebolig,1,Enebolig,1,1291
4028,Kviteseid,01.01.2018,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,47
4028,Kviteseid,01.01.2018,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,58
4028,Kviteseid,01.01.2018,Boligblokk,2,Leilighet,2,0
4028,Kviteseid,01.01.2018,Bygning for bofellesskap,6,Annen boligbygging,4,32
4028,Kviteseid,01.01.2018,Andre bygningstyper,5,Annen boligbygging,4,87
4028,Kviteseid,01.01.2019,Enebolig,1,Enebolig,1,1294
4028,Kviteseid,01.01.2019,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,47
4028,Kviteseid,01.01.2019,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,59
4028,Kviteseid,01.01.2019,Boligblokk,2,Leilighet,2,0
4028,Kviteseid,01.01.2019,Bygning for bofellesskap,6,Annen boligbygging,4,32
4028,Kviteseid,01.01.2019,Andre bygningstyper,5,Annen boligbygging,4,89
4028,Kviteseid,01.01.2020,Enebolig,1,Enebolig,1,1295
4028,Kviteseid,01.01.2020,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,47
4028,Kviteseid,01.01.2020,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,59
4028,Kviteseid,01.01.2020,Boligblokk,2,Leilighet,2,0
4028,Kviteseid,01.01.2020,Bygning for bofellesskap,6,Annen boligbygging,4,32
4028,Kviteseid,01.01.2020,Andre bygningstyper,5,Annen boligbygging,4,89
4028,Kviteseid,01.01.2021,Enebolig,1,Enebolig,1,1299
4028,Kviteseid,01.01.2021,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,49
4028,Kviteseid,01.01.2021,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,59
4028,Kviteseid,01.01.2021,Boligblokk,2,Leilighet,2,0
4028,Kviteseid,01.01.2021,Bygning for bofellesskap,6,Annen boligbygging,4,32
4028,Kviteseid,01.01.2021,Andre bygningstyper,5,Annen boligbygging,4,87
4028,Kviteseid,01.01.2022,Enebolig,1,Enebolig,1,1307
4028,Kviteseid,01.01.2022,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,47
4028,Kviteseid,01.01.2022,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,58
4028,Kviteseid,01.01.2022,Boligblokk,2,Leilighet,2,0
4028,Kviteseid,01.01.2022,Bygning for bofellesskap,6,Annen boligbygging,4,35
4028,Kviteseid,01.01.2022,Andre bygningstyper,5,Annen boligbygging,4,86
4028,Kviteseid,01.01.2023,Enebolig,1,Enebolig,1,1316
4028,Kviteseid,01.01.2023,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,47
4028,Kviteseid,01.01.2023,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,59
4028,Kviteseid,01.01.2023,Boligblokk,2,Leilighet,2,0
4028,Kviteseid,01.01.2023,Bygning for bofellesskap,6,Annen boligbygging,4,35
4028,Kviteseid,01.01.2023,Andre bygningstyper,5,Annen boligbygging,4,84
4028,Kviteseid,01.01.2024,Enebolig,1,Enebolig,1,1319
4028,Kviteseid,01.01.2024,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,48
4028,Kviteseid,01.01.2024,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,59
4028,Kviteseid,01.01.2024,Boligblokk,2,Leilighet,2,0
4028,Kviteseid,01.01.2024,Bygning for bofellesskap,6,Annen boligbygging,4,35
4028,Kviteseid,01.01.2024,Andre bygningstyper,5,Annen boligbygging,4,89
4028,Kviteseid,01.01.2025,Enebolig,1,Enebolig,1,1332
4028,Kviteseid,01.01.2025,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,49
4028,Kviteseid,01.01.2025,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,59
4028,Kviteseid,01.01.2025,Boligblokk,2,Leilighet,2,0
4028,Kviteseid,01.01.2025,Bygning for bofellesskap,6,Annen boligbygging,4,35
4028,Kviteseid,01.01.2025,Andre bygningstyper,5,Annen boligbygging,4,91
4028,Kviteseid,01.01.2026,Enebolig,1,Enebolig,1,1334
4028,Kviteseid,01.01.2026,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,49
4028,Kviteseid,01.01.2026,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,59
4028,Kviteseid,01.01.2026,Boligblokk,2,Leilighet,2,0
4028,Kviteseid,01.01.2026,Bygning for bofellesskap,6,Annen boligbygging,4,35
4028,Kviteseid,01.01.2026,Andre bygningstyper,5,Annen boligbygging,4,92
4030,Nissedal,01.01.2013,Enebolig,1,Enebolig,1,691
4030,Nissedal,01.01.2013,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,25
4030,Nissedal,01.01.2013,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,11
4030,Nissedal,01.01.2013,Boligblokk,2,Leilighet,2,7
4030,Nissedal,01.01.2013,Bygning for bofellesskap,6,Annen boligbygging,4,15
4030,Nissedal,01.01.2013,Andre bygningstyper,5,Annen boligbygging,4,15
4030,Nissedal,01.01.2014,Enebolig,1,Enebolig,1,697
4030,Nissedal,01.01.2014,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,25
4030,Nissedal,01.01.2014,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,11
4030,Nissedal,01.01.2014,Boligblokk,2,Leilighet,2,7
4030,Nissedal,01.01.2014,Bygning for bofellesskap,6,Annen boligbygging,4,15
4030,Nissedal,01.01.2014,Andre bygningstyper,5,Annen boligbygging,4,15
4030,Nissedal,01.01.2015,Enebolig,1,Enebolig,1,698
4030,Nissedal,01.01.2015,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,26
4030,Nissedal,01.01.2015,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,11
4030,Nissedal,01.01.2015,Boligblokk,2,Leilighet,2,7
4030,Nissedal,01.01.2015,Bygning for bofellesskap,6,Annen boligbygging,4,15
4030,Nissedal,01.01.2015,Andre bygningstyper,5,Annen boligbygging,4,18
4030,Nissedal,01.01.2016,Enebolig,1,Enebolig,1,706
4030,Nissedal,01.01.2016,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,25
4030,Nissedal,01.01.2016,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,11
4030,Nissedal,01.01.2016,Boligblokk,2,Leilighet,2,7
4030,Nissedal,01.01.2016,Bygning for bofellesskap,6,Annen boligbygging,4,16
4030,Nissedal,01.01.2016,Andre bygningstyper,5,Annen boligbygging,4,16
4030,Nissedal,01.01.2017,Enebolig,1,Enebolig,1,715
4030,Nissedal,01.01.2017,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,24
4030,Nissedal,01.01.2017,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,12
4030,Nissedal,01.01.2017,Boligblokk,2,Leilighet,2,7
4030,Nissedal,01.01.2017,Bygning for bofellesskap,6,Annen boligbygging,4,16
4030,Nissedal,01.01.2017,Andre bygningstyper,5,Annen boligbygging,4,16
4030,Nissedal,01.01.2018,Enebolig,1,Enebolig,1,722
4030,Nissedal,01.01.2018,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,28
4030,Nissedal,01.01.2018,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,13
4030,Nissedal,01.01.2018,Boligblokk,2,Leilighet,2,7
4030,Nissedal,01.01.2018,Bygning for bofellesskap,6,Annen boligbygging,4,16
4030,Nissedal,01.01.2018,Andre bygningstyper,5,Annen boligbygging,4,20
4030,Nissedal,01.01.2019,Enebolig,1,Enebolig,1,723
4030,Nissedal,01.01.2019,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,27
4030,Nissedal,01.01.2019,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,15
4030,Nissedal,01.01.2019,Boligblokk,2,Leilighet,2,7
4030,Nissedal,01.01.2019,Bygning for bofellesskap,6,Annen boligbygging,4,16
4030,Nissedal,01.01.2019,Andre bygningstyper,5,Annen boligbygging,4,19
4030,Nissedal,01.01.2020,Enebolig,1,Enebolig,1,725
4030,Nissedal,01.01.2020,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,27
4030,Nissedal,01.01.2020,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,15
4030,Nissedal,01.01.2020,Boligblokk,2,Leilighet,2,7
4030,Nissedal,01.01.2020,Bygning for bofellesskap,6,Annen boligbygging,4,16
4030,Nissedal,01.01.2020,Andre bygningstyper,5,Annen boligbygging,4,19
4030,Nissedal,01.01.2021,Enebolig,1,Enebolig,1,725
4030,Nissedal,01.01.2021,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,30
4030,Nissedal,01.01.2021,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,15
4030,Nissedal,01.01.2021,Boligblokk,2,Leilighet,2,7
4030,Nissedal,01.01.2021,Bygning for bofellesskap,6,Annen boligbygging,4,16
4030,Nissedal,01.01.2021,Andre bygningstyper,5,Annen boligbygging,4,19
4030,Nissedal,01.01.2022,Enebolig,1,Enebolig,1,725
4030,Nissedal,01.01.2022,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,30
4030,Nissedal,01.01.2022,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,15
4030,Nissedal,01.01.2022,Boligblokk,2,Leilighet,2,7
4030,Nissedal,01.01.2022,Bygning for bofellesskap,6,Annen boligbygging,4,16
4030,Nissedal,01.01.2022,Andre bygningstyper,5,Annen boligbygging,4,25
4030,Nissedal,01.01.2023,Enebolig,1,Enebolig,1,735
4030,Nissedal,01.01.2023,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,30
4030,Nissedal,01.01.2023,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,15
4030,Nissedal,01.01.2023,Boligblokk,2,Leilighet,2,7
4030,Nissedal,01.01.2023,Bygning for bofellesskap,6,Annen boligbygging,4,25
4030,Nissedal,01.01.2023,Andre bygningstyper,5,Annen boligbygging,4,19
4030,Nissedal,01.01.2024,Enebolig,1,Enebolig,1,741
4030,Nissedal,01.01.2024,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,30
4030,Nissedal,01.01.2024,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,15
4030,Nissedal,01.01.2024,Boligblokk,2,Leilighet,2,7
4030,Nissedal,01.01.2024,Bygning for bofellesskap,6,Annen boligbygging,4,25
4030,Nissedal,01.01.2024,Andre bygningstyper,5,Annen boligbygging,4,17
4030,Nissedal,01.01.2025,Enebolig,1,Enebolig,1,750
4030,Nissedal,01.01.2025,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,30
4030,Nissedal,01.01.2025,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,15
4030,Nissedal,01.01.2025,Boligblokk,2,Leilighet,2,7
4030,Nissedal,01.01.2025,Bygning for bofellesskap,6,Annen boligbygging,4,25
4030,Nissedal,01.01.2025,Andre bygningstyper,5,Annen boligbygging,4,17
4030,Nissedal,01.01.2026,Enebolig,1,Enebolig,1,754
4030,Nissedal,01.01.2026,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,32
4030,Nissedal,01.01.2026,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,15
4030,Nissedal,01.01.2026,Boligblokk,2,Leilighet,2,7
4030,Nissedal,01.01.2026,Bygning for bofellesskap,6,Annen boligbygging,4,25
4030,Nissedal,01.01.2026,Andre bygningstyper,5,Annen boligbygging,4,17
4032,Fyresdal,01.01.2013,Enebolig,1,Enebolig,1,630
4032,Fyresdal,01.01.2013,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,21
4032,Fyresdal,01.01.2013,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,3
4032,Fyresdal,01.01.2013,Boligblokk,2,Leilighet,2,15
4032,Fyresdal,01.01.2013,Bygning for bofellesskap,6,Annen boligbygging,4,0
4032,Fyresdal,01.01.2013,Andre bygningstyper,5,Annen boligbygging,4,20
4032,Fyresdal,01.01.2014,Enebolig,1,Enebolig,1,646
4032,Fyresdal,01.01.2014,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,21
4032,Fyresdal,01.01.2014,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,3
4032,Fyresdal,01.01.2014,Boligblokk,2,Leilighet,2,14
4032,Fyresdal,01.01.2014,Bygning for bofellesskap,6,Annen boligbygging,4,0
4032,Fyresdal,01.01.2014,Andre bygningstyper,5,Annen boligbygging,4,21
4032,Fyresdal,01.01.2015,Enebolig,1,Enebolig,1,646
4032,Fyresdal,01.01.2015,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,23
4032,Fyresdal,01.01.2015,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,3
4032,Fyresdal,01.01.2015,Boligblokk,2,Leilighet,2,23
4032,Fyresdal,01.01.2015,Bygning for bofellesskap,6,Annen boligbygging,4,0
4032,Fyresdal,01.01.2015,Andre bygningstyper,5,Annen boligbygging,4,22
4032,Fyresdal,01.01.2016,Enebolig,1,Enebolig,1,647
4032,Fyresdal,01.01.2016,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,25
4032,Fyresdal,01.01.2016,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,3
4032,Fyresdal,01.01.2016,Boligblokk,2,Leilighet,2,23
4032,Fyresdal,01.01.2016,Bygning for bofellesskap,6,Annen boligbygging,4,0
4032,Fyresdal,01.01.2016,Andre bygningstyper,5,Annen boligbygging,4,23
4032,Fyresdal,01.01.2017,Enebolig,1,Enebolig,1,653
4032,Fyresdal,01.01.2017,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,25
4032,Fyresdal,01.01.2017,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,3
4032,Fyresdal,01.01.2017,Boligblokk,2,Leilighet,2,23
4032,Fyresdal,01.01.2017,Bygning for bofellesskap,6,Annen boligbygging,4,0
4032,Fyresdal,01.01.2017,Andre bygningstyper,5,Annen boligbygging,4,24
4032,Fyresdal,01.01.2018,Enebolig,1,Enebolig,1,659
4032,Fyresdal,01.01.2018,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,25
4032,Fyresdal,01.01.2018,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,3
4032,Fyresdal,01.01.2018,Boligblokk,2,Leilighet,2,23
4032,Fyresdal,01.01.2018,Bygning for bofellesskap,6,Annen boligbygging,4,0
4032,Fyresdal,01.01.2018,Andre bygningstyper,5,Annen boligbygging,4,24
4032,Fyresdal,01.01.2019,Enebolig,1,Enebolig,1,662
4032,Fyresdal,01.01.2019,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,25
4032,Fyresdal,01.01.2019,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,3
4032,Fyresdal,01.01.2019,Boligblokk,2,Leilighet,2,23
4032,Fyresdal,01.01.2019,Bygning for bofellesskap,6,Annen boligbygging,4,0
4032,Fyresdal,01.01.2019,Andre bygningstyper,5,Annen boligbygging,4,24
4032,Fyresdal,01.01.2020,Enebolig,1,Enebolig,1,662
4032,Fyresdal,01.01.2020,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,25
4032,Fyresdal,01.01.2020,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,3
4032,Fyresdal,01.01.2020,Boligblokk,2,Leilighet,2,23
4032,Fyresdal,01.01.2020,Bygning for bofellesskap,6,Annen boligbygging,4,0
4032,Fyresdal,01.01.2020,Andre bygningstyper,5,Annen boligbygging,4,25
4032,Fyresdal,01.01.2021,Enebolig,1,Enebolig,1,659
4032,Fyresdal,01.01.2021,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,25
4032,Fyresdal,01.01.2021,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,3
4032,Fyresdal,01.01.2021,Boligblokk,2,Leilighet,2,23
4032,Fyresdal,01.01.2021,Bygning for bofellesskap,6,Annen boligbygging,4,0
4032,Fyresdal,01.01.2021,Andre bygningstyper,5,Annen boligbygging,4,25
4032,Fyresdal,01.01.2022,Enebolig,1,Enebolig,1,661
4032,Fyresdal,01.01.2022,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,25
4032,Fyresdal,01.01.2022,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,3
4032,Fyresdal,01.01.2022,Boligblokk,2,Leilighet,2,23
4032,Fyresdal,01.01.2022,Bygning for bofellesskap,6,Annen boligbygging,4,0
4032,Fyresdal,01.01.2022,Andre bygningstyper,5,Annen boligbygging,4,26
4032,Fyresdal,01.01.2023,Enebolig,1,Enebolig,1,660
4032,Fyresdal,01.01.2023,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,25
4032,Fyresdal,01.01.2023,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,3
4032,Fyresdal,01.01.2023,Boligblokk,2,Leilighet,2,23
4032,Fyresdal,01.01.2023,Bygning for bofellesskap,6,Annen boligbygging,4,0
4032,Fyresdal,01.01.2023,Andre bygningstyper,5,Annen boligbygging,4,26
4032,Fyresdal,01.01.2024,Enebolig,1,Enebolig,1,661
4032,Fyresdal,01.01.2024,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,27
4032,Fyresdal,01.01.2024,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,3
