Kommunenummer,Kommune,År,Bygningstype,Sort_Bygningstype,Bygningstype_4_gr,Sort_Bygningstype_4_gr,Antall
4010,Siljan,01.01.2022,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,59
4010,Siljan,01.01.2022,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,62
4010,Siljan,01.01.2022,Boligblokk,2,Leilighet,2,34
4010,Siljan,01.01.2022,Bygning for bofellesskap,6,Annen boligbygging,4,0
4010,Siljan,01.01.2022,Andre bygningstyper,5,Annen boligbygging,4,4
4010,Siljan,01.01.2023,Enebolig,1,Enebolig,1,955
4010,Siljan,01.01.2023,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,63
4010,Siljan,01.01.2023,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,56
4010,Siljan,01.01.2023,Boligblokk,2,Leilighet,2,34
4010,Siljan,01.01.2023,Bygning for bofellesskap,6,Annen boligbygging,4,0
4010,Siljan,01.01.2023,Andre bygningstyper,5,Annen boligbygging,4,4
4010,Siljan,01.01.2024,Enebolig,1,Enebolig,1,954
4010,Siljan,01.01.2024,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,63
4010,Siljan,01.01.2024,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,56
4010,Siljan,01.01.2024,Boligblokk,2,Leilighet,2,34
4010,Siljan,01.01.2024,Bygning for bofellesskap,6,Annen boligbygging,4,0
4010,Siljan,01.01.2024,Andre bygningstyper,5,Annen boligbygging,4,4
4010,Siljan,01.01.2025,Enebolig,1,Enebolig,1,959
4010,Siljan,01.01.2025,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,63
4010,Siljan,01.01.2025,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,56
4010,Siljan,01.01.2025,Boligblokk,2,Leilighet,2,34
4010,Siljan,01.01.2025,Bygning for bofellesskap,6,Annen boligbygging,4,0
4010,Siljan,01.01.2025,Andre bygningstyper,5,Annen boligbygging,4,4
4010,Siljan,01.01.2026,Enebolig,1,Enebolig,1,961
4010,Siljan,01.01.2026,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,63
4010,Siljan,01.01.2026,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,56
4010,Siljan,01.01.2026,Boligblokk,2,Leilighet,2,34
4010,Siljan,01.01.2026,Bygning for bofellesskap,6,Annen boligbygging,4,0
4010,Siljan,01.01.2026,Andre bygningstyper,5,Annen boligbygging,4,4
4012,Bamble,01.01.2013,Enebolig,1,Enebolig,1,4764
4012,Bamble,01.01.2013,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,479
4012,Bamble,01.01.2013,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,644
4012,Bamble,01.01.2013,Boligblokk,2,Leilighet,2,107
4012,Bamble,01.01.2013,Bygning for bofellesskap,6,Annen boligbygging,4,48
4012,Bamble,01.01.2013,Andre bygningstyper,5,Annen boligbygging,4,158
4012,Bamble,01.01.2014,Enebolig,1,Enebolig,1,4803
4012,Bamble,01.01.2014,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,479
4012,Bamble,01.01.2014,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,662
4012,Bamble,01.01.2014,Boligblokk,2,Leilighet,2,107
4012,Bamble,01.01.2014,Bygning for bofellesskap,6,Annen boligbygging,4,52
4012,Bamble,01.01.2014,Andre bygningstyper,5,Annen boligbygging,4,151
4012,Bamble,01.01.2015,Enebolig,1,Enebolig,1,4837
4012,Bamble,01.01.2015,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,488
4012,Bamble,01.01.2015,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,664
4012,Bamble,01.01.2015,Boligblokk,2,Leilighet,2,107
4012,Bamble,01.01.2015,Bygning for bofellesskap,6,Annen boligbygging,4,52
4012,Bamble,01.01.2015,Andre bygningstyper,5,Annen boligbygging,4,157
4012,Bamble,01.01.2016,Enebolig,1,Enebolig,1,4857
4012,Bamble,01.01.2016,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,494
4012,Bamble,01.01.2016,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,667
4012,Bamble,01.01.2016,Boligblokk,2,Leilighet,2,107
4012,Bamble,01.01.2016,Bygning for bofellesskap,6,Annen boligbygging,4,52
4012,Bamble,01.01.2016,Andre bygningstyper,5,Annen boligbygging,4,169
4012,Bamble,01.01.2017,Enebolig,1,Enebolig,1,4881
4012,Bamble,01.01.2017,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,508
4012,Bamble,01.01.2017,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,675
4012,Bamble,01.01.2017,Boligblokk,2,Leilighet,2,107
4012,Bamble,01.01.2017,Bygning for bofellesskap,6,Annen boligbygging,4,53
4012,Bamble,01.01.2017,Andre bygningstyper,5,Annen boligbygging,4,173
4012,Bamble,01.01.2018,Enebolig,1,Enebolig,1,4902
4012,Bamble,01.01.2018,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,519
4012,Bamble,01.01.2018,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,686
4012,Bamble,01.01.2018,Boligblokk,2,Leilighet,2,107
4012,Bamble,01.01.2018,Bygning for bofellesskap,6,Annen boligbygging,4,53
4012,Bamble,01.01.2018,Andre bygningstyper,5,Annen boligbygging,4,177
4012,Bamble,01.01.2019,Enebolig,1,Enebolig,1,4917
4012,Bamble,01.01.2019,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,518
4012,Bamble,01.01.2019,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,704
4012,Bamble,01.01.2019,Boligblokk,2,Leilighet,2,110
4012,Bamble,01.01.2019,Bygning for bofellesskap,6,Annen boligbygging,4,53
4012,Bamble,01.01.2019,Andre bygningstyper,5,Annen boligbygging,4,191
4012,Bamble,01.01.2020,Enebolig,1,Enebolig,1,4915
4012,Bamble,01.01.2020,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,517
4012,Bamble,01.01.2020,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,696
4012,Bamble,01.01.2020,Boligblokk,2,Leilighet,2,120
4012,Bamble,01.01.2020,Bygning for bofellesskap,6,Annen boligbygging,4,53
4012,Bamble,01.01.2020,Andre bygningstyper,5,Annen boligbygging,4,196
4012,Bamble,01.01.2021,Enebolig,1,Enebolig,1,4936
4012,Bamble,01.01.2021,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,518
4012,Bamble,01.01.2021,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,702
4012,Bamble,01.01.2021,Boligblokk,2,Leilighet,2,126
4012,Bamble,01.01.2021,Bygning for bofellesskap,6,Annen boligbygging,4,71
4012,Bamble,01.01.2021,Andre bygningstyper,5,Annen boligbygging,4,203
4012,Bamble,01.01.2022,Enebolig,1,Enebolig,1,4956
4012,Bamble,01.01.2022,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,526
4012,Bamble,01.01.2022,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,712
4012,Bamble,01.01.2022,Boligblokk,2,Leilighet,2,234
4012,Bamble,01.01.2022,Bygning for bofellesskap,6,Annen boligbygging,4,71
4012,Bamble,01.01.2022,Andre bygningstyper,5,Annen boligbygging,4,219
4012,Bamble,01.01.2023,Enebolig,1,Enebolig,1,4971
4012,Bamble,01.01.2023,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,533
4012,Bamble,01.01.2023,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,717
4012,Bamble,01.01.2023,Boligblokk,2,Leilighet,2,242
4012,Bamble,01.01.2023,Bygning for bofellesskap,6,Annen boligbygging,4,86
4012,Bamble,01.01.2023,Andre bygningstyper,5,Annen boligbygging,4,206
4012,Bamble,01.01.2024,Enebolig,1,Enebolig,1,4977
4012,Bamble,01.01.2024,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,537
4012,Bamble,01.01.2024,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,742
4012,Bamble,01.01.2024,Boligblokk,2,Leilighet,2,271
4012,Bamble,01.01.2024,Bygning for bofellesskap,6,Annen boligbygging,4,86
4012,Bamble,01.01.2024,Andre bygningstyper,5,Annen boligbygging,4,202
4012,Bamble,01.01.2025,Enebolig,1,Enebolig,1,4958
4012,Bamble,01.01.2025,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,541
4012,Bamble,01.01.2025,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,754
4012,Bamble,01.01.2025,Boligblokk,2,Leilighet,2,304
4012,Bamble,01.01.2025,Bygning for bofellesskap,6,Annen boligbygging,4,86
4012,Bamble,01.01.2025,Andre bygningstyper,5,Annen boligbygging,4,189
4012,Bamble,01.01.2026,Enebolig,1,Enebolig,1,4964
4012,Bamble,01.01.2026,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,541
4012,Bamble,01.01.2026,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,760
4012,Bamble,01.01.2026,Boligblokk,2,Leilighet,2,313
4012,Bamble,01.01.2026,Bygning for bofellesskap,6,Annen boligbygging,4,71
4012,Bamble,01.01.2026,Andre bygningstyper,5,Annen boligbygging,4,191
4014,Kragerø,01.01.2013,Enebolig,1,Enebolig,1,3877
4014,Kragerø,01.01.2013,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,479
4014,Kragerø,01.01.2013,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,583
4014,Kragerø,01.01.2013,Boligblokk,2,Leilighet,2,375
4014,Kragerø,01.01.2013,Bygning for bofellesskap,6,Annen boligbygging,4,85
4014,Kragerø,01.01.2013,Andre bygningstyper,5,Annen boligbygging,4,224
4014,Kragerø,01.01.2014,Enebolig,1,Enebolig,1,3894
4014,Kragerø,01.01.2014,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,483
4014,Kragerø,01.01.2014,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,590
4014,Kragerø,01.01.2014,Boligblokk,2,Leilighet,2,371
4014,Kragerø,01.01.2014,Bygning for bofellesskap,6,Annen boligbygging,4,79
4014,Kragerø,01.01.2014,Andre bygningstyper,5,Annen boligbygging,4,230
4014,Kragerø,01.01.2015,Enebolig,1,Enebolig,1,3904
4014,Kragerø,01.01.2015,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,487
4014,Kragerø,01.01.2015,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,600
4014,Kragerø,01.01.2015,Boligblokk,2,Leilighet,2,367
4014,Kragerø,01.01.2015,Bygning for bofellesskap,6,Annen boligbygging,4,79
4014,Kragerø,01.01.2015,Andre bygningstyper,5,Annen boligbygging,4,231
4014,Kragerø,01.01.2016,Enebolig,1,Enebolig,1,3911
4014,Kragerø,01.01.2016,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,493
4014,Kragerø,01.01.2016,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,608
4014,Kragerø,01.01.2016,Boligblokk,2,Leilighet,2,367
4014,Kragerø,01.01.2016,Bygning for bofellesskap,6,Annen boligbygging,4,79
4014,Kragerø,01.01.2016,Andre bygningstyper,5,Annen boligbygging,4,238
4014,Kragerø,01.01.2017,Enebolig,1,Enebolig,1,3922
4014,Kragerø,01.01.2017,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,493
4014,Kragerø,01.01.2017,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,614
4014,Kragerø,01.01.2017,Boligblokk,2,Leilighet,2,361
4014,Kragerø,01.01.2017,Bygning for bofellesskap,6,Annen boligbygging,4,79
4014,Kragerø,01.01.2017,Andre bygningstyper,5,Annen boligbygging,4,240
4014,Kragerø,01.01.2018,Enebolig,1,Enebolig,1,3929
4014,Kragerø,01.01.2018,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,510
4014,Kragerø,01.01.2018,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,638
4014,Kragerø,01.01.2018,Boligblokk,2,Leilighet,2,361
4014,Kragerø,01.01.2018,Bygning for bofellesskap,6,Annen boligbygging,4,79
4014,Kragerø,01.01.2018,Andre bygningstyper,5,Annen boligbygging,4,241
4014,Kragerø,01.01.2019,Enebolig,1,Enebolig,1,3924
4014,Kragerø,01.01.2019,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,513
4014,Kragerø,01.01.2019,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,652
4014,Kragerø,01.01.2019,Boligblokk,2,Leilighet,2,364
4014,Kragerø,01.01.2019,Bygning for bofellesskap,6,Annen boligbygging,4,79
4014,Kragerø,01.01.2019,Andre bygningstyper,5,Annen boligbygging,4,258
4014,Kragerø,01.01.2020,Enebolig,1,Enebolig,1,3926
4014,Kragerø,01.01.2020,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,515
4014,Kragerø,01.01.2020,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,657
4014,Kragerø,01.01.2020,Boligblokk,2,Leilighet,2,364
4014,Kragerø,01.01.2020,Bygning for bofellesskap,6,Annen boligbygging,4,75
4014,Kragerø,01.01.2020,Andre bygningstyper,5,Annen boligbygging,4,258
4014,Kragerø,01.01.2021,Enebolig,1,Enebolig,1,3930
4014,Kragerø,01.01.2021,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,524
4014,Kragerø,01.01.2021,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,664
4014,Kragerø,01.01.2021,Boligblokk,2,Leilighet,2,390
4014,Kragerø,01.01.2021,Bygning for bofellesskap,6,Annen boligbygging,4,75
4014,Kragerø,01.01.2021,Andre bygningstyper,5,Annen boligbygging,4,273
4014,Kragerø,01.01.2022,Enebolig,1,Enebolig,1,3945
4014,Kragerø,01.01.2022,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,529
4014,Kragerø,01.01.2022,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,661
4014,Kragerø,01.01.2022,Boligblokk,2,Leilighet,2,394
4014,Kragerø,01.01.2022,Bygning for bofellesskap,6,Annen boligbygging,4,75
4014,Kragerø,01.01.2022,Andre bygningstyper,5,Annen boligbygging,4,271
4014,Kragerø,01.01.2023,Enebolig,1,Enebolig,1,3948
4014,Kragerø,01.01.2023,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,544
4014,Kragerø,01.01.2023,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,662
4014,Kragerø,01.01.2023,Boligblokk,2,Leilighet,2,414
4014,Kragerø,01.01.2023,Bygning for bofellesskap,6,Annen boligbygging,4,75
4014,Kragerø,01.01.2023,Andre bygningstyper,5,Annen boligbygging,4,275
4014,Kragerø,01.01.2024,Enebolig,1,Enebolig,1,3970
4014,Kragerø,01.01.2024,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,548
4014,Kragerø,01.01.2024,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,669
4014,Kragerø,01.01.2024,Boligblokk,2,Leilighet,2,398
4014,Kragerø,01.01.2024,Bygning for bofellesskap,6,Annen boligbygging,4,75
4014,Kragerø,01.01.2024,Andre bygningstyper,5,Annen boligbygging,4,271
4014,Kragerø,01.01.2025,Enebolig,1,Enebolig,1,3979
4014,Kragerø,01.01.2025,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,546
4014,Kragerø,01.01.2025,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,681
4014,Kragerø,01.01.2025,Boligblokk,2,Leilighet,2,402
4014,Kragerø,01.01.2025,Bygning for bofellesskap,6,Annen boligbygging,4,75
4014,Kragerø,01.01.2025,Andre bygningstyper,5,Annen boligbygging,4,271
4014,Kragerø,01.01.2026,Enebolig,1,Enebolig,1,3986
4014,Kragerø,01.01.2026,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,547
4014,Kragerø,01.01.2026,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,703
4014,Kragerø,01.01.2026,Boligblokk,2,Leilighet,2,399
4014,Kragerø,01.01.2026,Bygning for bofellesskap,6,Annen boligbygging,4,75
4014,Kragerø,01.01.2026,Andre bygningstyper,5,Annen boligbygging,4,248
4016,Drangedal,01.01.2013,Enebolig,1,Enebolig,1,1767
4016,Drangedal,01.01.2013,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,123
4016,Drangedal,01.01.2013,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,82
4016,Drangedal,01.01.2013,Boligblokk,2,Leilighet,2,22
4016,Drangedal,01.01.2013,Bygning for bofellesskap,6,Annen boligbygging,4,39
4016,Drangedal,01.01.2013,Andre bygningstyper,5,Annen boligbygging,4,93
4016,Drangedal,01.01.2014,Enebolig,1,Enebolig,1,1758
4016,Drangedal,01.01.2014,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,123
4016,Drangedal,01.01.2014,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,86
4016,Drangedal,01.01.2014,Boligblokk,2,Leilighet,2,22
4016,Drangedal,01.01.2014,Bygning for bofellesskap,6,Annen boligbygging,4,54
4016,Drangedal,01.01.2014,Andre bygningstyper,5,Annen boligbygging,4,95
4016,Drangedal,01.01.2015,Enebolig,1,Enebolig,1,1754
4016,Drangedal,01.01.2015,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,126
4016,Drangedal,01.01.2015,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,83
4016,Drangedal,01.01.2015,Boligblokk,2,Leilighet,2,22
4016,Drangedal,01.01.2015,Bygning for bofellesskap,6,Annen boligbygging,4,54
4016,Drangedal,01.01.2015,Andre bygningstyper,5,Annen boligbygging,4,101
4016,Drangedal,01.01.2016,Enebolig,1,Enebolig,1,1755
4016,Drangedal,01.01.2016,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,128
4016,Drangedal,01.01.2016,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,83
4016,Drangedal,01.01.2016,Boligblokk,2,Leilighet,2,22
4016,Drangedal,01.01.2016,Bygning for bofellesskap,6,Annen boligbygging,4,54
4016,Drangedal,01.01.2016,Andre bygningstyper,5,Annen boligbygging,4,100
4016,Drangedal,01.01.2017,Enebolig,1,Enebolig,1,1775
4016,Drangedal,01.01.2017,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,132
4016,Drangedal,01.01.2017,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,87
4016,Drangedal,01.01.2017,Boligblokk,2,Leilighet,2,26
4016,Drangedal,01.01.2017,Bygning for bofellesskap,6,Annen boligbygging,4,73
4016,Drangedal,01.01.2017,Andre bygningstyper,5,Annen boligbygging,4,77
4016,Drangedal,01.01.2018,Enebolig,1,Enebolig,1,1773
4016,Drangedal,01.01.2018,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,132
4016,Drangedal,01.01.2018,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,87
4016,Drangedal,01.01.2018,Boligblokk,2,Leilighet,2,26
4016,Drangedal,01.01.2018,Bygning for bofellesskap,6,Annen boligbygging,4,73
4016,Drangedal,01.01.2018,Andre bygningstyper,5,Annen boligbygging,4,75
4016,Drangedal,01.01.2019,Enebolig,1,Enebolig,1,1782
4016,Drangedal,01.01.2019,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,130
4016,Drangedal,01.01.2019,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,87
4016,Drangedal,01.01.2019,Boligblokk,2,Leilighet,2,26
4016,Drangedal,01.01.2019,Bygning for bofellesskap,6,Annen boligbygging,4,73
4016,Drangedal,01.01.2019,Andre bygningstyper,5,Annen boligbygging,4,84
4016,Drangedal,01.01.2020,Enebolig,1,Enebolig,1,1782
4016,Drangedal,01.01.2020,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,131
4016,Drangedal,01.01.2020,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,87
4016,Drangedal,01.01.2020,Boligblokk,2,Leilighet,2,28
4016,Drangedal,01.01.2020,Bygning for bofellesskap,6,Annen boligbygging,4,73
4016,Drangedal,01.01.2020,Andre bygningstyper,5,Annen boligbygging,4,81
4016,Drangedal,01.01.2021,Enebolig,1,Enebolig,1,1794
4016,Drangedal,01.01.2021,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,119
4016,Drangedal,01.01.2021,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,83
4016,Drangedal,01.01.2021,Boligblokk,2,Leilighet,2,31
4016,Drangedal,01.01.2021,Bygning for bofellesskap,6,Annen boligbygging,4,73
4016,Drangedal,01.01.2021,Andre bygningstyper,5,Annen boligbygging,4,86
4016,Drangedal,01.01.2022,Enebolig,1,Enebolig,1,1800
4016,Drangedal,01.01.2022,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,117
4016,Drangedal,01.01.2022,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,83
4016,Drangedal,01.01.2022,Boligblokk,2,Leilighet,2,31
4016,Drangedal,01.01.2022,Bygning for bofellesskap,6,Annen boligbygging,4,73
4016,Drangedal,01.01.2022,Andre bygningstyper,5,Annen boligbygging,4,89
4016,Drangedal,01.01.2023,Enebolig,1,Enebolig,1,1817
4016,Drangedal,01.01.2023,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,115
4016,Drangedal,01.01.2023,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,83
4016,Drangedal,01.01.2023,Boligblokk,2,Leilighet,2,31
4016,Drangedal,01.01.2023,Bygning for bofellesskap,6,Annen boligbygging,4,73
4016,Drangedal,01.01.2023,Andre bygningstyper,5,Annen boligbygging,4,89
4016,Drangedal,01.01.2024,Enebolig,1,Enebolig,1,1825
4016,Drangedal,01.01.2024,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,119
4016,Drangedal,01.01.2024,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,84
4016,Drangedal,01.01.2024,Boligblokk,2,Leilighet,2,31
4016,Drangedal,01.01.2024,Bygning for bofellesskap,6,Annen boligbygging,4,76
4016,Drangedal,01.01.2024,Andre bygningstyper,5,Annen boligbygging,4,94
4016,Drangedal,01.01.2025,Enebolig,1,Enebolig,1,1826
4016,Drangedal,01.01.2025,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,121
4016,Drangedal,01.01.2025,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,81
4016,Drangedal,01.01.2025,Boligblokk,2,Leilighet,2,31
4016,Drangedal,01.01.2025,Bygning for bofellesskap,6,Annen boligbygging,4,76
4016,Drangedal,01.01.2025,Andre bygningstyper,5,Annen boligbygging,4,98
4016,Drangedal,01.01.2026,Enebolig,1,Enebolig,1,1836
4016,Drangedal,01.01.2026,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,119
4016,Drangedal,01.01.2026,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,81
4016,Drangedal,01.01.2026,Boligblokk,2,Leilighet,2,34
4016,Drangedal,01.01.2026,Bygning for bofellesskap,6,Annen boligbygging,4,76
4016,Drangedal,01.01.2026,Andre bygningstyper,5,Annen boligbygging,4,101
4018,Nome,01.01.2013,Enebolig,1,Enebolig,1,2716
4018,Nome,01.01.2013,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,148
4018,Nome,01.01.2013,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,79
4018,Nome,01.01.2013,Boligblokk,2,Leilighet,2,323
4018,Nome,01.01.2013,Bygning for bofellesskap,6,Annen boligbygging,4,10
4018,Nome,01.01.2013,Andre bygningstyper,5,Annen boligbygging,4,78
4018,Nome,01.01.2014,Enebolig,1,Enebolig,1,2722
4018,Nome,01.01.2014,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,148
4018,Nome,01.01.2014,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,82
4018,Nome,01.01.2014,Boligblokk,2,Leilighet,2,322
4018,Nome,01.01.2014,Bygning for bofellesskap,6,Annen boligbygging,4,10
4018,Nome,01.01.2014,Andre bygningstyper,5,Annen boligbygging,4,74
4018,Nome,01.01.2015,Enebolig,1,Enebolig,1,2719
4018,Nome,01.01.2015,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,156
4018,Nome,01.01.2015,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,86
4018,Nome,01.01.2015,Boligblokk,2,Leilighet,2,322
4018,Nome,01.01.2015,Bygning for bofellesskap,6,Annen boligbygging,4,9
4018,Nome,01.01.2015,Andre bygningstyper,5,Annen boligbygging,4,74
4018,Nome,01.01.2016,Enebolig,1,Enebolig,1,2724
4018,Nome,01.01.2016,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,152
4018,Nome,01.01.2016,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,90
4018,Nome,01.01.2016,Boligblokk,2,Leilighet,2,321
4018,Nome,01.01.2016,Bygning for bofellesskap,6,Annen boligbygging,4,10
4018,Nome,01.01.2016,Andre bygningstyper,5,Annen boligbygging,4,78
4018,Nome,01.01.2017,Enebolig,1,Enebolig,1,2734
4018,Nome,01.01.2017,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,150
4018,Nome,01.01.2017,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,98
4018,Nome,01.01.2017,Boligblokk,2,Leilighet,2,323
4018,Nome,01.01.2017,Bygning for bofellesskap,6,Annen boligbygging,4,10
4018,Nome,01.01.2017,Andre bygningstyper,5,Annen boligbygging,4,83
4018,Nome,01.01.2018,Enebolig,1,Enebolig,1,2734
4018,Nome,01.01.2018,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,152
4018,Nome,01.01.2018,"Rekkehus, kjedehus og andre småhus",3,"Rekkehus, tomannsbolig og småhus",3,102
4018,Nome,01.01.2018,Boligblokk,2,Leilighet,2,323
4018,Nome,01.01.2018,Bygning for bofellesskap,6,Annen boligbygging,4,10
4018,Nome,01.01.2018,Andre bygningstyper,5,Annen boligbygging,4,85
