Kommunenummer,Kommune,År,Bygningstype,Sort_Bygningstype,Bygningstype_6_gr,Sort_Bygningstype_6_gr,Bygningstype_5_gr,Sort_Bygningstype_5_gr,Antall
4034,Tokke,01.01.2014,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store boligbygg,2,Leilighet,2,0
4034,Tokke,01.01.2015,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store boligbygg,2,Leilighet,2,0
4034,Tokke,01.01.2016,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store boligbygg,2,Leilighet,2,0
4034,Tokke,01.01.2017,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store boligbygg,2,Leilighet,2,0
4034,Tokke,01.01.2018,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store boligbygg,2,Leilighet,2,0
4034,Tokke,01.01.2019,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store boligbygg,2,Leilighet,2,0
4034,Tokke,01.01.2020,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store boligbygg,2,Leilighet,2,0
4034,Tokke,01.01.2021,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store boligbygg,2,Leilighet,2,0
4034,Tokke,01.01.2022,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store boligbygg,2,Leilighet,2,0
4034,Tokke,01.01.2023,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store boligbygg,2,Leilighet,2,0
4034,Tokke,01.01.2024,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store boligbygg,2,Leilighet,2,0
4034,Tokke,01.01.2025,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store boligbygg,2,Leilighet,2,0
4036,Vinje,01.01.2000,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store boligbygg,2,Leilighet,2,0
4036,Vinje,01.01.2001,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store boligbygg,2,Leilighet,2,0
4036,Vinje,01.01.2002,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store boligbygg,2,Leilighet,2,0
4036,Vinje,01.01.2003,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store boligbygg,2,Leilighet,2,0
4036,Vinje,01.01.2004,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store boligbygg,2,Leilighet,2,0
4036,Vinje,01.01.2005,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store boligbygg,2,Leilighet,2,0
4036,Vinje,01.01.2006,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store boligbygg,2,Leilighet,2,0
4036,Vinje,01.01.2007,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store boligbygg,2,Leilighet,2,0
4036,Vinje,01.01.2008,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store boligbygg,2,Leilighet,2,0
4036,Vinje,01.01.2009,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store boligbygg,2,Leilighet,2,0
4036,Vinje,01.01.2010,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store boligbygg,2,Leilighet,2,0
4036,Vinje,01.01.2011,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store boligbygg,2,Leilighet,2,0
4036,Vinje,01.01.2012,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store boligbygg,2,Leilighet,2,0
4036,Vinje,01.01.2013,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store boligbygg,2,Leilighet,2,0
4036,Vinje,01.01.2014,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store boligbygg,2,Leilighet,2,0
4036,Vinje,01.01.2015,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store boligbygg,2,Leilighet,2,0
4036,Vinje,01.01.2016,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store boligbygg,2,Leilighet,2,0
4036,Vinje,01.01.2017,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store boligbygg,2,Leilighet,2,0
4036,Vinje,01.01.2018,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store boligbygg,2,Leilighet,2,5
4036,Vinje,01.01.2019,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store boligbygg,2,Leilighet,2,0
4036,Vinje,01.01.2020,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store boligbygg,2,Leilighet,2,0
4036,Vinje,01.01.2021,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store boligbygg,2,Leilighet,2,0
4036,Vinje,01.01.2022,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store boligbygg,2,Leilighet,2,0
4036,Vinje,01.01.2023,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store boligbygg,2,Leilighet,2,6
4036,Vinje,01.01.2024,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store boligbygg,2,Leilighet,2,0
4036,Vinje,01.01.2025,Store frittliggende boligbygg på 3 og 4 etasjer,4,Store boligbygg,2,Leilighet,2,0
4001,Porsgrunn,01.01.2000,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4001,Porsgrunn,01.01.2001,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,36
4001,Porsgrunn,01.01.2002,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4001,Porsgrunn,01.01.2003,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4001,Porsgrunn,01.01.2004,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4001,Porsgrunn,01.01.2005,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4001,Porsgrunn,01.01.2006,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,83
4001,Porsgrunn,01.01.2007,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4001,Porsgrunn,01.01.2008,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4001,Porsgrunn,01.01.2009,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4001,Porsgrunn,01.01.2010,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,22
4001,Porsgrunn,01.01.2011,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4001,Porsgrunn,01.01.2012,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,12
4001,Porsgrunn,01.01.2013,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,11
4001,Porsgrunn,01.01.2014,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,36
4001,Porsgrunn,01.01.2015,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,20
4001,Porsgrunn,01.01.2016,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,39
4001,Porsgrunn,01.01.2017,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,59
4001,Porsgrunn,01.01.2018,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,89
4001,Porsgrunn,01.01.2019,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,15
4001,Porsgrunn,01.01.2020,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4001,Porsgrunn,01.01.2021,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,61
4001,Porsgrunn,01.01.2022,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,37
4001,Porsgrunn,01.01.2023,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4001,Porsgrunn,01.01.2024,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,26
4001,Porsgrunn,01.01.2025,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4003,Skien,01.01.2000,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4003,Skien,01.01.2001,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,39
4003,Skien,01.01.2002,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4003,Skien,01.01.2003,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4003,Skien,01.01.2004,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4003,Skien,01.01.2005,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4003,Skien,01.01.2006,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,6
4003,Skien,01.01.2007,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4003,Skien,01.01.2008,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4003,Skien,01.01.2009,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4003,Skien,01.01.2010,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4003,Skien,01.01.2011,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4003,Skien,01.01.2012,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,47
4003,Skien,01.01.2013,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4003,Skien,01.01.2014,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4003,Skien,01.01.2015,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,59
4003,Skien,01.01.2016,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,66
4003,Skien,01.01.2017,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,49
4003,Skien,01.01.2018,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,56
4003,Skien,01.01.2019,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,29
4003,Skien,01.01.2020,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4003,Skien,01.01.2021,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,175
4003,Skien,01.01.2022,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,68
4003,Skien,01.01.2023,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,22
4003,Skien,01.01.2024,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4003,Skien,01.01.2025,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,76
4005,Notodden,01.01.2000,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4005,Notodden,01.01.2001,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4005,Notodden,01.01.2002,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4005,Notodden,01.01.2003,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4005,Notodden,01.01.2004,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4005,Notodden,01.01.2005,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4005,Notodden,01.01.2006,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4005,Notodden,01.01.2007,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4005,Notodden,01.01.2008,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4005,Notodden,01.01.2009,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4005,Notodden,01.01.2010,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4005,Notodden,01.01.2011,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4005,Notodden,01.01.2012,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4005,Notodden,01.01.2013,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4005,Notodden,01.01.2014,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4005,Notodden,01.01.2015,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4005,Notodden,01.01.2016,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4005,Notodden,01.01.2017,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4005,Notodden,01.01.2018,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4005,Notodden,01.01.2019,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4005,Notodden,01.01.2020,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4005,Notodden,01.01.2021,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4005,Notodden,01.01.2022,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4005,Notodden,01.01.2023,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4005,Notodden,01.01.2024,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4005,Notodden,01.01.2025,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4010,Siljan,01.01.2000,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4010,Siljan,01.01.2001,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4010,Siljan,01.01.2002,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4010,Siljan,01.01.2003,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4010,Siljan,01.01.2004,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4010,Siljan,01.01.2005,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4010,Siljan,01.01.2006,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4010,Siljan,01.01.2007,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4010,Siljan,01.01.2008,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4010,Siljan,01.01.2009,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4010,Siljan,01.01.2010,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4010,Siljan,01.01.2011,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4010,Siljan,01.01.2012,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4010,Siljan,01.01.2013,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4010,Siljan,01.01.2014,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4010,Siljan,01.01.2015,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4010,Siljan,01.01.2016,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4010,Siljan,01.01.2017,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4010,Siljan,01.01.2018,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4010,Siljan,01.01.2019,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4010,Siljan,01.01.2020,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4010,Siljan,01.01.2021,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4010,Siljan,01.01.2022,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4010,Siljan,01.01.2023,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4010,Siljan,01.01.2024,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4010,Siljan,01.01.2025,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4012,Bamble,01.01.2000,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4012,Bamble,01.01.2001,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4012,Bamble,01.01.2002,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4012,Bamble,01.01.2003,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4012,Bamble,01.01.2004,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4012,Bamble,01.01.2005,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4012,Bamble,01.01.2006,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4012,Bamble,01.01.2007,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4012,Bamble,01.01.2008,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4012,Bamble,01.01.2009,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4012,Bamble,01.01.2010,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4012,Bamble,01.01.2011,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4012,Bamble,01.01.2012,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4012,Bamble,01.01.2013,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4012,Bamble,01.01.2014,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4012,Bamble,01.01.2015,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4012,Bamble,01.01.2016,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4012,Bamble,01.01.2017,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4012,Bamble,01.01.2018,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4012,Bamble,01.01.2019,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,22
4012,Bamble,01.01.2020,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,42
4012,Bamble,01.01.2021,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4012,Bamble,01.01.2022,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4012,Bamble,01.01.2023,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4012,Bamble,01.01.2024,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4012,Bamble,01.01.2025,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4014,Kragerø,01.01.2000,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4014,Kragerø,01.01.2001,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4014,Kragerø,01.01.2002,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4014,Kragerø,01.01.2003,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4014,Kragerø,01.01.2004,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4014,Kragerø,01.01.2005,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4014,Kragerø,01.01.2006,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4014,Kragerø,01.01.2007,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4014,Kragerø,01.01.2008,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4014,Kragerø,01.01.2009,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4014,Kragerø,01.01.2010,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4014,Kragerø,01.01.2011,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4014,Kragerø,01.01.2012,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4014,Kragerø,01.01.2013,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4014,Kragerø,01.01.2014,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4014,Kragerø,01.01.2015,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4014,Kragerø,01.01.2016,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4014,Kragerø,01.01.2017,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4014,Kragerø,01.01.2018,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4014,Kragerø,01.01.2019,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4014,Kragerø,01.01.2020,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4014,Kragerø,01.01.2021,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4014,Kragerø,01.01.2022,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4014,Kragerø,01.01.2023,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4014,Kragerø,01.01.2024,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4014,Kragerø,01.01.2025,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4016,Drangedal,01.01.2000,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4016,Drangedal,01.01.2001,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4016,Drangedal,01.01.2002,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4016,Drangedal,01.01.2003,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4016,Drangedal,01.01.2004,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4016,Drangedal,01.01.2005,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4016,Drangedal,01.01.2006,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4016,Drangedal,01.01.2007,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4016,Drangedal,01.01.2008,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4016,Drangedal,01.01.2009,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4016,Drangedal,01.01.2010,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4016,Drangedal,01.01.2011,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4016,Drangedal,01.01.2012,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4016,Drangedal,01.01.2013,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4016,Drangedal,01.01.2014,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4016,Drangedal,01.01.2015,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4016,Drangedal,01.01.2016,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4016,Drangedal,01.01.2017,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4016,Drangedal,01.01.2018,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4016,Drangedal,01.01.2019,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4016,Drangedal,01.01.2020,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4016,Drangedal,01.01.2021,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4016,Drangedal,01.01.2022,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4016,Drangedal,01.01.2023,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4016,Drangedal,01.01.2024,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4016,Drangedal,01.01.2025,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4018,Nome,01.01.2000,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4018,Nome,01.01.2001,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4018,Nome,01.01.2002,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4018,Nome,01.01.2003,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
4018,Nome,01.01.2004,Store frittliggende boligbygg på 5 etasjer eller over,2,Store boligbygg,2,Leilighet,2,0
