Kommunenummer,Kommune,År,Bygningstype,Sort_Bygningstype,Bygningstype_6_gr,Sort_Bygningstype_6_gr,Bygningstype_5_gr,Sort_Bygningstype_5_gr,Antall
4014,Kragerø,01.01.2018,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4014,Kragerø,01.01.2019,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,12
4014,Kragerø,01.01.2020,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,2
4014,Kragerø,01.01.2021,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,17
4014,Kragerø,01.01.2022,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,2
4014,Kragerø,01.01.2023,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,2
4014,Kragerø,01.01.2024,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4014,Kragerø,01.01.2025,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,2
4016,Drangedal,01.01.2000,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,2
4016,Drangedal,01.01.2001,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4016,Drangedal,01.01.2002,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4016,Drangedal,01.01.2003,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,8
4016,Drangedal,01.01.2004,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,6
4016,Drangedal,01.01.2005,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,12
4016,Drangedal,01.01.2006,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4016,Drangedal,01.01.2007,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4016,Drangedal,01.01.2008,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,2
4016,Drangedal,01.01.2009,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4016,Drangedal,01.01.2010,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,2
4016,Drangedal,01.01.2011,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4016,Drangedal,01.01.2012,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4016,Drangedal,01.01.2013,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4016,Drangedal,01.01.2014,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4016,Drangedal,01.01.2015,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,2
4016,Drangedal,01.01.2016,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4016,Drangedal,01.01.2017,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4016,Drangedal,01.01.2018,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4016,Drangedal,01.01.2019,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4016,Drangedal,01.01.2020,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4016,Drangedal,01.01.2021,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4016,Drangedal,01.01.2022,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,8
4016,Drangedal,01.01.2023,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4016,Drangedal,01.01.2024,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,4
4016,Drangedal,01.01.2025,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4018,Nome,01.01.2000,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4018,Nome,01.01.2001,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4018,Nome,01.01.2002,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4018,Nome,01.01.2003,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4018,Nome,01.01.2004,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,4
4018,Nome,01.01.2005,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,2
4018,Nome,01.01.2006,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4018,Nome,01.01.2007,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,3
4018,Nome,01.01.2008,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4018,Nome,01.01.2009,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,2
4018,Nome,01.01.2010,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4018,Nome,01.01.2011,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,2
4018,Nome,01.01.2012,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,2
4018,Nome,01.01.2013,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,6
4018,Nome,01.01.2014,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,2
4018,Nome,01.01.2015,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,2
4018,Nome,01.01.2016,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4018,Nome,01.01.2017,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,4
4018,Nome,01.01.2018,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,8
4018,Nome,01.01.2019,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4018,Nome,01.01.2020,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4018,Nome,01.01.2021,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,2
4018,Nome,01.01.2022,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4018,Nome,01.01.2023,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4018,Nome,01.01.2024,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,2
4018,Nome,01.01.2025,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4020,Midt-Telemark,01.01.2000,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,2
4020,Midt-Telemark,01.01.2001,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4020,Midt-Telemark,01.01.2002,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,6
4020,Midt-Telemark,01.01.2003,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,3
4020,Midt-Telemark,01.01.2004,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,8
4020,Midt-Telemark,01.01.2005,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,2
4020,Midt-Telemark,01.01.2006,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,4
4020,Midt-Telemark,01.01.2007,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4020,Midt-Telemark,01.01.2008,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,4
4020,Midt-Telemark,01.01.2009,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,2
4020,Midt-Telemark,01.01.2010,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4020,Midt-Telemark,01.01.2011,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,10
4020,Midt-Telemark,01.01.2012,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,6
4020,Midt-Telemark,01.01.2013,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4020,Midt-Telemark,01.01.2014,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,4
4020,Midt-Telemark,01.01.2015,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,2
4020,Midt-Telemark,01.01.2016,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,8
4020,Midt-Telemark,01.01.2017,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,2
4020,Midt-Telemark,01.01.2018,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,2
4020,Midt-Telemark,01.01.2019,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,3
4020,Midt-Telemark,01.01.2020,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4020,Midt-Telemark,01.01.2021,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4020,Midt-Telemark,01.01.2022,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,4
4020,Midt-Telemark,01.01.2023,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4020,Midt-Telemark,01.01.2024,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4020,Midt-Telemark,01.01.2025,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4022,Seljord,01.01.2000,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4022,Seljord,01.01.2001,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4022,Seljord,01.01.2002,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4022,Seljord,01.01.2003,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4022,Seljord,01.01.2004,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4022,Seljord,01.01.2005,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4022,Seljord,01.01.2006,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4022,Seljord,01.01.2007,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4022,Seljord,01.01.2008,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4022,Seljord,01.01.2009,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4022,Seljord,01.01.2010,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4022,Seljord,01.01.2011,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4022,Seljord,01.01.2012,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4022,Seljord,01.01.2013,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4022,Seljord,01.01.2014,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,2
4022,Seljord,01.01.2015,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4022,Seljord,01.01.2016,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4022,Seljord,01.01.2017,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4022,Seljord,01.01.2018,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4022,Seljord,01.01.2019,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4022,Seljord,01.01.2020,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4022,Seljord,01.01.2021,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4022,Seljord,01.01.2022,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4022,Seljord,01.01.2023,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4022,Seljord,01.01.2024,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4022,Seljord,01.01.2025,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4024,Hjartdal,01.01.2000,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4024,Hjartdal,01.01.2001,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4024,Hjartdal,01.01.2002,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4024,Hjartdal,01.01.2003,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4024,Hjartdal,01.01.2004,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4024,Hjartdal,01.01.2005,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4024,Hjartdal,01.01.2006,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4024,Hjartdal,01.01.2007,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4024,Hjartdal,01.01.2008,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4024,Hjartdal,01.01.2009,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4024,Hjartdal,01.01.2010,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4024,Hjartdal,01.01.2011,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,4
4024,Hjartdal,01.01.2012,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4024,Hjartdal,01.01.2013,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,2
4024,Hjartdal,01.01.2014,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,4
4024,Hjartdal,01.01.2015,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4024,Hjartdal,01.01.2016,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4024,Hjartdal,01.01.2017,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4024,Hjartdal,01.01.2018,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4024,Hjartdal,01.01.2019,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4024,Hjartdal,01.01.2020,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4024,Hjartdal,01.01.2021,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4024,Hjartdal,01.01.2022,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,4
4024,Hjartdal,01.01.2023,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4024,Hjartdal,01.01.2024,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4024,Hjartdal,01.01.2025,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4026,Tinn,01.01.2000,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,10
4026,Tinn,01.01.2001,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4026,Tinn,01.01.2002,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4026,Tinn,01.01.2003,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,1
4026,Tinn,01.01.2004,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4026,Tinn,01.01.2005,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,3
4026,Tinn,01.01.2006,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4026,Tinn,01.01.2007,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4026,Tinn,01.01.2008,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4026,Tinn,01.01.2009,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4026,Tinn,01.01.2010,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4026,Tinn,01.01.2011,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4026,Tinn,01.01.2012,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4026,Tinn,01.01.2013,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4026,Tinn,01.01.2014,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4026,Tinn,01.01.2015,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4026,Tinn,01.01.2016,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4026,Tinn,01.01.2017,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4026,Tinn,01.01.2018,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4026,Tinn,01.01.2019,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4026,Tinn,01.01.2020,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4026,Tinn,01.01.2021,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4026,Tinn,01.01.2022,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4026,Tinn,01.01.2023,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4026,Tinn,01.01.2024,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4026,Tinn,01.01.2025,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4028,Kviteseid,01.01.2000,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4028,Kviteseid,01.01.2001,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,2
4028,Kviteseid,01.01.2002,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4028,Kviteseid,01.01.2003,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4028,Kviteseid,01.01.2004,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4028,Kviteseid,01.01.2005,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4028,Kviteseid,01.01.2006,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4028,Kviteseid,01.01.2007,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4028,Kviteseid,01.01.2008,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4028,Kviteseid,01.01.2009,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4028,Kviteseid,01.01.2010,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4028,Kviteseid,01.01.2011,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4028,Kviteseid,01.01.2012,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4028,Kviteseid,01.01.2013,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4028,Kviteseid,01.01.2014,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4028,Kviteseid,01.01.2015,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4028,Kviteseid,01.01.2016,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4028,Kviteseid,01.01.2017,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4028,Kviteseid,01.01.2018,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4028,Kviteseid,01.01.2019,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4028,Kviteseid,01.01.2020,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4028,Kviteseid,01.01.2021,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4028,Kviteseid,01.01.2022,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4028,Kviteseid,01.01.2023,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4028,Kviteseid,01.01.2024,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4028,Kviteseid,01.01.2025,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4030,Nissedal,01.01.2000,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4030,Nissedal,01.01.2001,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,2
4030,Nissedal,01.01.2002,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4030,Nissedal,01.01.2003,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,0
4030,Nissedal,01.01.2004,"Tomannsbolig, vertikaldelt",5,Tomannsbolig,4,"Rekkehus, tomannsbolig og småhus",3,4
