Kommunenummer,Kommune,År,Husholdningstype,SortHusholdningstype,Antall
4005,Notodden,01.01.2024,Aleneboende,1,2766
4005,Notodden,01.01.2024,Aleneforsørger med barn under 18 år,4,315
4005,Notodden,01.01.2024,Andre husholdninger,0,0
4005,Notodden,01.01.2024,Flerfamiliehusholdninger,6,260
4005,Notodden,01.01.2024,Par eller aleneforsørger med voksne barn (18+),3,502
4005,Notodden,01.01.2024,Par med barn under 18 år,5,1038
4005,Notodden,01.01.2024,Par uten hjemmeboende barn,2,1610
4005,Notodden,01.01.2025,Aleneboende,1,2765
4005,Notodden,01.01.2025,Aleneforsørger med barn under 18 år,4,295
4005,Notodden,01.01.2025,Andre husholdninger,0,0
4005,Notodden,01.01.2025,Flerfamiliehusholdninger,6,252
4005,Notodden,01.01.2025,Par eller aleneforsørger med voksne barn (18+),3,531
4005,Notodden,01.01.2025,Par med barn under 18 år,5,1052
4005,Notodden,01.01.2025,Par uten hjemmeboende barn,2,1614
4001,Porsgrunn,01.01.2014,Aleneboende,1,6424
4001,Porsgrunn,01.01.2014,Aleneforsørger med barn under 18 år,4,868
4001,Porsgrunn,01.01.2014,Andre husholdninger,0,0
4001,Porsgrunn,01.01.2014,Flerfamiliehusholdninger,6,768
4001,Porsgrunn,01.01.2014,Par eller aleneforsørger med voksne barn (18+),3,1108
4001,Porsgrunn,01.01.2014,Par med barn under 18 år,5,3199
4001,Porsgrunn,01.01.2014,Par uten hjemmeboende barn,2,4134
4001,Porsgrunn,01.01.2015,Aleneboende,1,6448
4001,Porsgrunn,01.01.2015,Aleneforsørger med barn under 18 år,4,876
4001,Porsgrunn,01.01.2015,Andre husholdninger,0,0
4001,Porsgrunn,01.01.2015,Flerfamiliehusholdninger,6,724
4001,Porsgrunn,01.01.2015,Par eller aleneforsørger med voksne barn (18+),3,1165
4001,Porsgrunn,01.01.2015,Par med barn under 18 år,5,3192
4001,Porsgrunn,01.01.2015,Par uten hjemmeboende barn,2,4154
4001,Porsgrunn,01.01.2016,Aleneboende,1,6532
4001,Porsgrunn,01.01.2016,Aleneforsørger med barn under 18 år,4,854
4001,Porsgrunn,01.01.2016,Andre husholdninger,0,0
4001,Porsgrunn,01.01.2016,Flerfamiliehusholdninger,6,709
4001,Porsgrunn,01.01.2016,Par eller aleneforsørger med voksne barn (18+),3,1200
4001,Porsgrunn,01.01.2016,Par med barn under 18 år,5,3179
4001,Porsgrunn,01.01.2016,Par uten hjemmeboende barn,2,4219
4001,Porsgrunn,01.01.2017,Aleneboende,1,6609
4001,Porsgrunn,01.01.2017,Aleneforsørger med barn under 18 år,4,889
4001,Porsgrunn,01.01.2017,Andre husholdninger,0,0
4001,Porsgrunn,01.01.2017,Flerfamiliehusholdninger,6,713
4001,Porsgrunn,01.01.2017,Par eller aleneforsørger med voksne barn (18+),3,1221
4001,Porsgrunn,01.01.2017,Par med barn under 18 år,5,3148
4001,Porsgrunn,01.01.2017,Par uten hjemmeboende barn,2,4279
4001,Porsgrunn,01.01.2018,Aleneboende,1,6688
4001,Porsgrunn,01.01.2018,Aleneforsørger med barn under 18 år,4,887
4001,Porsgrunn,01.01.2018,Andre husholdninger,0,0
4001,Porsgrunn,01.01.2018,Flerfamiliehusholdninger,6,728
4001,Porsgrunn,01.01.2018,Par eller aleneforsørger med voksne barn (18+),3,1232
4001,Porsgrunn,01.01.2018,Par med barn under 18 år,5,3113
4001,Porsgrunn,01.01.2018,Par uten hjemmeboende barn,2,4263
4001,Porsgrunn,01.01.2019,Aleneboende,1,6801
4001,Porsgrunn,01.01.2019,Aleneforsørger med barn under 18 år,4,897
4001,Porsgrunn,01.01.2019,Andre husholdninger,0,0
4001,Porsgrunn,01.01.2019,Flerfamiliehusholdninger,6,679
4001,Porsgrunn,01.01.2019,Par eller aleneforsørger med voksne barn (18+),3,1285
4001,Porsgrunn,01.01.2019,Par med barn under 18 år,5,3071
4001,Porsgrunn,01.01.2019,Par uten hjemmeboende barn,2,4350
4001,Porsgrunn,01.01.2020,Aleneboende,1,7014
4001,Porsgrunn,01.01.2020,Aleneforsørger med barn under 18 år,4,879
4001,Porsgrunn,01.01.2020,Andre husholdninger,0,0
4001,Porsgrunn,01.01.2020,Flerfamiliehusholdninger,6,691
4001,Porsgrunn,01.01.2020,Par eller aleneforsørger med voksne barn (18+),3,1280
4001,Porsgrunn,01.01.2020,Par med barn under 18 år,5,3044
4001,Porsgrunn,01.01.2020,Par uten hjemmeboende barn,2,4433
4001,Porsgrunn,01.01.2021,Aleneboende,1,7193
4001,Porsgrunn,01.01.2021,Aleneforsørger med barn under 18 år,4,899
4001,Porsgrunn,01.01.2021,Andre husholdninger,0,0
4001,Porsgrunn,01.01.2021,Flerfamiliehusholdninger,6,697
4001,Porsgrunn,01.01.2021,Par eller aleneforsørger med voksne barn (18+),3,1277
4001,Porsgrunn,01.01.2021,Par med barn under 18 år,5,3021
4001,Porsgrunn,01.01.2021,Par uten hjemmeboende barn,2,4478
4001,Porsgrunn,01.01.2022,Aleneboende,1,7280
4001,Porsgrunn,01.01.2022,Aleneforsørger med barn under 18 år,4,907
4001,Porsgrunn,01.01.2022,Andre husholdninger,0,0
4001,Porsgrunn,01.01.2022,Flerfamiliehusholdninger,6,691
4001,Porsgrunn,01.01.2022,Par eller aleneforsørger med voksne barn (18+),3,1236
4001,Porsgrunn,01.01.2022,Par med barn under 18 år,5,3017
4001,Porsgrunn,01.01.2022,Par uten hjemmeboende barn,2,4607
4001,Porsgrunn,01.01.2023,Aleneboende,1,7339
4001,Porsgrunn,01.01.2023,Aleneforsørger med barn under 18 år,4,876
4001,Porsgrunn,01.01.2023,Andre husholdninger,0,0
4001,Porsgrunn,01.01.2023,Flerfamiliehusholdninger,6,722
4001,Porsgrunn,01.01.2023,Par eller aleneforsørger med voksne barn (18+),3,1240
4001,Porsgrunn,01.01.2023,Par med barn under 18 år,5,3041
4001,Porsgrunn,01.01.2023,Par uten hjemmeboende barn,2,4622
4001,Porsgrunn,01.01.2024,Aleneboende,1,7459
4001,Porsgrunn,01.01.2024,Aleneforsørger med barn under 18 år,4,882
4001,Porsgrunn,01.01.2024,Andre husholdninger,0,0
4001,Porsgrunn,01.01.2024,Flerfamiliehusholdninger,6,754
4001,Porsgrunn,01.01.2024,Par eller aleneforsørger med voksne barn (18+),3,1262
4001,Porsgrunn,01.01.2024,Par med barn under 18 år,5,2984
4001,Porsgrunn,01.01.2024,Par uten hjemmeboende barn,2,4627
4001,Porsgrunn,01.01.2025,Aleneboende,1,7515
4001,Porsgrunn,01.01.2025,Aleneforsørger med barn under 18 år,4,869
4001,Porsgrunn,01.01.2025,Andre husholdninger,0,0
4001,Porsgrunn,01.01.2025,Flerfamiliehusholdninger,6,732
4001,Porsgrunn,01.01.2025,Par eller aleneforsørger med voksne barn (18+),3,1365
4001,Porsgrunn,01.01.2025,Par med barn under 18 år,5,3001
4001,Porsgrunn,01.01.2025,Par uten hjemmeboende barn,2,4613
4022,Seljord,01.01.2014,Aleneboende,1,523
4022,Seljord,01.01.2014,Aleneforsørger med barn under 18 år,4,51
4022,Seljord,01.01.2014,Andre husholdninger,0,0
4022,Seljord,01.01.2014,Flerfamiliehusholdninger,6,54
4022,Seljord,01.01.2014,Par eller aleneforsørger med voksne barn (18+),3,102
4022,Seljord,01.01.2014,Par med barn under 18 år,5,270
4022,Seljord,01.01.2014,Par uten hjemmeboende barn,2,348
4022,Seljord,01.01.2015,Aleneboende,1,518
4022,Seljord,01.01.2015,Aleneforsørger med barn under 18 år,4,44
4022,Seljord,01.01.2015,Andre husholdninger,0,0
4022,Seljord,01.01.2015,Flerfamiliehusholdninger,6,56
4022,Seljord,01.01.2015,Par eller aleneforsørger med voksne barn (18+),3,96
4022,Seljord,01.01.2015,Par med barn under 18 år,5,277
4022,Seljord,01.01.2015,Par uten hjemmeboende barn,2,354
4022,Seljord,01.01.2016,Aleneboende,1,539
4022,Seljord,01.01.2016,Aleneforsørger med barn under 18 år,4,39
4022,Seljord,01.01.2016,Andre husholdninger,0,0
4022,Seljord,01.01.2016,Flerfamiliehusholdninger,6,58
4022,Seljord,01.01.2016,Par eller aleneforsørger med voksne barn (18+),3,105
4022,Seljord,01.01.2016,Par med barn under 18 år,5,273
4022,Seljord,01.01.2016,Par uten hjemmeboende barn,2,339
4022,Seljord,01.01.2017,Aleneboende,1,527
4022,Seljord,01.01.2017,Aleneforsørger med barn under 18 år,4,43
4022,Seljord,01.01.2017,Andre husholdninger,0,0
4022,Seljord,01.01.2017,Flerfamiliehusholdninger,6,54
4022,Seljord,01.01.2017,Par eller aleneforsørger med voksne barn (18+),3,98
4022,Seljord,01.01.2017,Par med barn under 18 år,5,275
4022,Seljord,01.01.2017,Par uten hjemmeboende barn,2,348
4022,Seljord,01.01.2018,Aleneboende,1,531
4022,Seljord,01.01.2018,Aleneforsørger med barn under 18 år,4,38
4022,Seljord,01.01.2018,Andre husholdninger,0,0
4022,Seljord,01.01.2018,Flerfamiliehusholdninger,6,55
4022,Seljord,01.01.2018,Par eller aleneforsørger med voksne barn (18+),3,99
4022,Seljord,01.01.2018,Par med barn under 18 år,5,262
4022,Seljord,01.01.2018,Par uten hjemmeboende barn,2,356
4022,Seljord,01.01.2019,Aleneboende,1,528
4022,Seljord,01.01.2019,Aleneforsørger med barn under 18 år,4,40
4022,Seljord,01.01.2019,Andre husholdninger,0,0
4022,Seljord,01.01.2019,Flerfamiliehusholdninger,6,60
4022,Seljord,01.01.2019,Par eller aleneforsørger med voksne barn (18+),3,90
4022,Seljord,01.01.2019,Par med barn under 18 år,5,258
4022,Seljord,01.01.2019,Par uten hjemmeboende barn,2,359
4022,Seljord,01.01.2020,Aleneboende,1,539
4022,Seljord,01.01.2020,Aleneforsørger med barn under 18 år,4,49
4022,Seljord,01.01.2020,Andre husholdninger,0,0
4022,Seljord,01.01.2020,Flerfamiliehusholdninger,6,51
4022,Seljord,01.01.2020,Par eller aleneforsørger med voksne barn (18+),3,91
4022,Seljord,01.01.2020,Par med barn under 18 år,5,248
4022,Seljord,01.01.2020,Par uten hjemmeboende barn,2,352
4022,Seljord,01.01.2021,Aleneboende,1,551
4022,Seljord,01.01.2021,Aleneforsørger med barn under 18 år,4,46
4022,Seljord,01.01.2021,Andre husholdninger,0,0
4022,Seljord,01.01.2021,Flerfamiliehusholdninger,6,51
4022,Seljord,01.01.2021,Par eller aleneforsørger med voksne barn (18+),3,100
4022,Seljord,01.01.2021,Par med barn under 18 år,5,248
4022,Seljord,01.01.2021,Par uten hjemmeboende barn,2,360
4022,Seljord,01.01.2022,Aleneboende,1,552
4022,Seljord,01.01.2022,Aleneforsørger med barn under 18 år,4,44
4022,Seljord,01.01.2022,Andre husholdninger,0,0
4022,Seljord,01.01.2022,Flerfamiliehusholdninger,6,49
4022,Seljord,01.01.2022,Par eller aleneforsørger med voksne barn (18+),3,103
4022,Seljord,01.01.2022,Par med barn under 18 år,5,250
4022,Seljord,01.01.2022,Par uten hjemmeboende barn,2,352
4022,Seljord,01.01.2023,Aleneboende,1,550
4022,Seljord,01.01.2023,Aleneforsørger med barn under 18 år,4,42
4022,Seljord,01.01.2023,Andre husholdninger,0,0
4022,Seljord,01.01.2023,Flerfamiliehusholdninger,6,55
4022,Seljord,01.01.2023,Par eller aleneforsørger med voksne barn (18+),3,103
4022,Seljord,01.01.2023,Par med barn under 18 år,5,254
4022,Seljord,01.01.2023,Par uten hjemmeboende barn,2,360
4022,Seljord,01.01.2024,Aleneboende,1,556
4022,Seljord,01.01.2024,Aleneforsørger med barn under 18 år,4,47
4022,Seljord,01.01.2024,Andre husholdninger,0,0
4022,Seljord,01.01.2024,Flerfamiliehusholdninger,6,65
4022,Seljord,01.01.2024,Par eller aleneforsørger med voksne barn (18+),3,100
4022,Seljord,01.01.2024,Par med barn under 18 år,5,257
4022,Seljord,01.01.2024,Par uten hjemmeboende barn,2,352
4022,Seljord,01.01.2025,Aleneboende,1,577
4022,Seljord,01.01.2025,Aleneforsørger med barn under 18 år,4,47
4022,Seljord,01.01.2025,Andre husholdninger,0,0
4022,Seljord,01.01.2025,Flerfamiliehusholdninger,6,51
4022,Seljord,01.01.2025,Par eller aleneforsørger med voksne barn (18+),3,106
4022,Seljord,01.01.2025,Par med barn under 18 år,5,252
4022,Seljord,01.01.2025,Par uten hjemmeboende barn,2,361
4010,Siljan,01.01.2014,Aleneboende,1,263
4010,Siljan,01.01.2014,Aleneforsørger med barn under 18 år,4,50
4010,Siljan,01.01.2014,Andre husholdninger,0,0
4010,Siljan,01.01.2014,Flerfamiliehusholdninger,6,27
4010,Siljan,01.01.2014,Par eller aleneforsørger med voksne barn (18+),3,90
4010,Siljan,01.01.2014,Par med barn under 18 år,5,256
4010,Siljan,01.01.2014,Par uten hjemmeboende barn,2,287
4010,Siljan,01.01.2015,Aleneboende,1,255
4010,Siljan,01.01.2015,Aleneforsørger med barn under 18 år,4,52
4010,Siljan,01.01.2015,Andre husholdninger,0,0
4010,Siljan,01.01.2015,Flerfamiliehusholdninger,6,24
4010,Siljan,01.01.2015,Par eller aleneforsørger med voksne barn (18+),3,87
4010,Siljan,01.01.2015,Par med barn under 18 år,5,250
4010,Siljan,01.01.2015,Par uten hjemmeboende barn,2,289
4010,Siljan,01.01.2016,Aleneboende,1,262
4010,Siljan,01.01.2016,Aleneforsørger med barn under 18 år,4,56
4010,Siljan,01.01.2016,Andre husholdninger,0,0
4010,Siljan,01.01.2016,Flerfamiliehusholdninger,6,24
4010,Siljan,01.01.2016,Par eller aleneforsørger med voksne barn (18+),3,82
4010,Siljan,01.01.2016,Par med barn under 18 år,5,238
4010,Siljan,01.01.2016,Par uten hjemmeboende barn,2,301
4010,Siljan,01.01.2017,Aleneboende,1,270
4010,Siljan,01.01.2017,Aleneforsørger med barn under 18 år,4,59
4010,Siljan,01.01.2017,Andre husholdninger,0,0
4010,Siljan,01.01.2017,Flerfamiliehusholdninger,6,25
4010,Siljan,01.01.2017,Par eller aleneforsørger med voksne barn (18+),3,94
4010,Siljan,01.01.2017,Par med barn under 18 år,5,233
4010,Siljan,01.01.2017,Par uten hjemmeboende barn,2,304
4010,Siljan,01.01.2018,Aleneboende,1,274
4010,Siljan,01.01.2018,Aleneforsørger med barn under 18 år,4,52
4010,Siljan,01.01.2018,Andre husholdninger,0,0
4010,Siljan,01.01.2018,Flerfamiliehusholdninger,6,24
4010,Siljan,01.01.2018,Par eller aleneforsørger med voksne barn (18+),3,100
4010,Siljan,01.01.2018,Par med barn under 18 år,5,229
4010,Siljan,01.01.2018,Par uten hjemmeboende barn,2,305
4010,Siljan,01.01.2019,Aleneboende,1,282
4010,Siljan,01.01.2019,Aleneforsørger med barn under 18 år,4,46
4010,Siljan,01.01.2019,Andre husholdninger,0,0
4010,Siljan,01.01.2019,Flerfamiliehusholdninger,6,26
4010,Siljan,01.01.2019,Par eller aleneforsørger med voksne barn (18+),3,96
4010,Siljan,01.01.2019,Par med barn under 18 år,5,224
4010,Siljan,01.01.2019,Par uten hjemmeboende barn,2,323
4010,Siljan,01.01.2020,Aleneboende,1,289
4010,Siljan,01.01.2020,Aleneforsørger med barn under 18 år,4,46
4010,Siljan,01.01.2020,Andre husholdninger,0,0
4010,Siljan,01.01.2020,Flerfamiliehusholdninger,6,25
4010,Siljan,01.01.2020,Par eller aleneforsørger med voksne barn (18+),3,88
4010,Siljan,01.01.2020,Par med barn under 18 år,5,223
4010,Siljan,01.01.2020,Par uten hjemmeboende barn,2,335
4010,Siljan,01.01.2021,Aleneboende,1,304
4010,Siljan,01.01.2021,Aleneforsørger med barn under 18 år,4,41
4010,Siljan,01.01.2021,Andre husholdninger,0,0
4010,Siljan,01.01.2021,Flerfamiliehusholdninger,6,20
4010,Siljan,01.01.2021,Par eller aleneforsørger med voksne barn (18+),3,82
4010,Siljan,01.01.2021,Par med barn under 18 år,5,228
4010,Siljan,01.01.2021,Par uten hjemmeboende barn,2,352
4010,Siljan,01.01.2022,Aleneboende,1,299
4010,Siljan,01.01.2022,Aleneforsørger med barn under 18 år,4,35
4010,Siljan,01.01.2022,Andre husholdninger,0,0
4010,Siljan,01.01.2022,Flerfamiliehusholdninger,6,22
4010,Siljan,01.01.2022,Par eller aleneforsørger med voksne barn (18+),3,81
4010,Siljan,01.01.2022,Par med barn under 18 år,5,232
4010,Siljan,01.01.2022,Par uten hjemmeboende barn,2,353
4010,Siljan,01.01.2023,Aleneboende,1,328
4010,Siljan,01.01.2023,Aleneforsørger med barn under 18 år,4,32
4010,Siljan,01.01.2023,Andre husholdninger,0,0
4010,Siljan,01.01.2023,Flerfamiliehusholdninger,6,32
4010,Siljan,01.01.2023,Par eller aleneforsørger med voksne barn (18+),3,81
4010,Siljan,01.01.2023,Par med barn under 18 år,5,233
4010,Siljan,01.01.2023,Par uten hjemmeboende barn,2,349
4010,Siljan,01.01.2024,Aleneboende,1,342
4010,Siljan,01.01.2024,Aleneforsørger med barn under 18 år,4,32
4010,Siljan,01.01.2024,Andre husholdninger,0,0
4010,Siljan,01.01.2024,Flerfamiliehusholdninger,6,28
4010,Siljan,01.01.2024,Par eller aleneforsørger med voksne barn (18+),3,77
4010,Siljan,01.01.2024,Par med barn under 18 år,5,236
4010,Siljan,01.01.2024,Par uten hjemmeboende barn,2,346
4010,Siljan,01.01.2025,Aleneboende,1,336
4010,Siljan,01.01.2025,Aleneforsørger med barn under 18 år,4,38
4010,Siljan,01.01.2025,Andre husholdninger,0,0
4010,Siljan,01.01.2025,Flerfamiliehusholdninger,6,32
4010,Siljan,01.01.2025,Par eller aleneforsørger med voksne barn (18+),3,84
4010,Siljan,01.01.2025,Par med barn under 18 år,5,223
4010,Siljan,01.01.2025,Par uten hjemmeboende barn,2,345
4003,Skien,01.01.2014,Aleneboende,1,9005
4003,Skien,01.01.2014,Aleneforsørger med barn under 18 år,4,1447
4003,Skien,01.01.2014,Andre husholdninger,0,0
4003,Skien,01.01.2014,Flerfamiliehusholdninger,6,997
4003,Skien,01.01.2014,Par eller aleneforsørger med voksne barn (18+),3,1752
4003,Skien,01.01.2014,Par med barn under 18 år,5,4834
4003,Skien,01.01.2014,Par uten hjemmeboende barn,2,6033
4003,Skien,01.01.2015,Aleneboende,1,9220
4003,Skien,01.01.2015,Aleneforsørger med barn under 18 år,4,1439
4003,Skien,01.01.2015,Andre husholdninger,0,0
4003,Skien,01.01.2015,Flerfamiliehusholdninger,6,1013
4003,Skien,01.01.2015,Par eller aleneforsørger med voksne barn (18+),3,1819
4003,Skien,01.01.2015,Par med barn under 18 år,5,4749
4003,Skien,01.01.2015,Par uten hjemmeboende barn,2,6115
4003,Skien,01.01.2016,Aleneboende,1,9329
4003,Skien,01.01.2016,Aleneforsørger med barn under 18 år,4,1449
4003,Skien,01.01.2016,Andre husholdninger,0,0
4003,Skien,01.01.2016,Flerfamiliehusholdninger,6,980
4003,Skien,01.01.2016,Par eller aleneforsørger med voksne barn (18+),3,1882
4003,Skien,01.01.2016,Par med barn under 18 år,5,4715
4003,Skien,01.01.2016,Par uten hjemmeboende barn,2,6185
4003,Skien,01.01.2017,Aleneboende,1,9447
4003,Skien,01.01.2017,Aleneforsørger med barn under 18 år,4,1437
4003,Skien,01.01.2017,Andre husholdninger,0,0
4003,Skien,01.01.2017,Flerfamiliehusholdninger,6,961
4003,Skien,01.01.2017,Par eller aleneforsørger med voksne barn (18+),3,1929
4003,Skien,01.01.2017,Par med barn under 18 år,5,4700
4003,Skien,01.01.2017,Par uten hjemmeboende barn,2,6278
4003,Skien,01.01.2018,Aleneboende,1,9650
4003,Skien,01.01.2018,Aleneforsørger med barn under 18 år,4,1410
4003,Skien,01.01.2018,Andre husholdninger,0,0
4003,Skien,01.01.2018,Flerfamiliehusholdninger,6,923
4003,Skien,01.01.2018,Par eller aleneforsørger med voksne barn (18+),3,1931
4003,Skien,01.01.2018,Par med barn under 18 år,5,4695
4003,Skien,01.01.2018,Par uten hjemmeboende barn,2,6398
4003,Skien,01.01.2019,Aleneboende,1,9796
4003,Skien,01.01.2019,Aleneforsørger med barn under 18 år,4,1403
4003,Skien,01.01.2019,Andre husholdninger,0,0
4003,Skien,01.01.2019,Flerfamiliehusholdninger,6,945
4003,Skien,01.01.2019,Par eller aleneforsørger med voksne barn (18+),3,1951
4003,Skien,01.01.2019,Par med barn under 18 år,5,4651
4003,Skien,01.01.2019,Par uten hjemmeboende barn,2,6456
4003,Skien,01.01.2020,Aleneboende,1,9985
4003,Skien,01.01.2020,Aleneforsørger med barn under 18 år,4,1411
4003,Skien,01.01.2020,Andre husholdninger,0,0
4003,Skien,01.01.2020,Flerfamiliehusholdninger,6,967
4003,Skien,01.01.2020,Par eller aleneforsørger med voksne barn (18+),3,1959
4003,Skien,01.01.2020,Par med barn under 18 år,5,4647
4003,Skien,01.01.2020,Par uten hjemmeboende barn,2,6500
4003,Skien,01.01.2021,Aleneboende,1,10261
4003,Skien,01.01.2021,Aleneforsørger med barn under 18 år,4,1416
4003,Skien,01.01.2021,Andre husholdninger,0,0
4003,Skien,01.01.2021,Flerfamiliehusholdninger,6,958
4003,Skien,01.01.2021,Par eller aleneforsørger med voksne barn (18+),3,1898
4003,Skien,01.01.2021,Par med barn under 18 år,5,4638
4003,Skien,01.01.2021,Par uten hjemmeboende barn,2,6587
4003,Skien,01.01.2022,Aleneboende,1,10451
4003,Skien,01.01.2022,Aleneforsørger med barn under 18 år,4,1429
4003,Skien,01.01.2022,Andre husholdninger,0,0
4003,Skien,01.01.2022,Flerfamiliehusholdninger,6,981
4003,Skien,01.01.2022,Par eller aleneforsørger med voksne barn (18+),3,1834
4003,Skien,01.01.2022,Par med barn under 18 år,5,4652
4003,Skien,01.01.2022,Par uten hjemmeboende barn,2,6734
4003,Skien,01.01.2023,Aleneboende,1,10620
4003,Skien,01.01.2023,Aleneforsørger med barn under 18 år,4,1408
4003,Skien,01.01.2023,Andre husholdninger,0,0
4003,Skien,01.01.2023,Flerfamiliehusholdninger,6,967
4003,Skien,01.01.2023,Par eller aleneforsørger med voksne barn (18+),3,1943
4003,Skien,01.01.2023,Par med barn under 18 år,5,4626
4003,Skien,01.01.2023,Par uten hjemmeboende barn,2,6809
4003,Skien,01.01.2024,Aleneboende,1,10968
4003,Skien,01.01.2024,Aleneforsørger med barn under 18 år,4,1412
4003,Skien,01.01.2024,Andre husholdninger,0,0
4003,Skien,01.01.2024,Flerfamiliehusholdninger,6,991
4003,Skien,01.01.2024,Par eller aleneforsørger med voksne barn (18+),3,1933
4003,Skien,01.01.2024,Par med barn under 18 år,5,4642
4003,Skien,01.01.2024,Par uten hjemmeboende barn,2,6825
4003,Skien,01.01.2025,Aleneboende,1,11136
4003,Skien,01.01.2025,Aleneforsørger med barn under 18 år,4,1432
4003,Skien,01.01.2025,Andre husholdninger,0,0
4003,Skien,01.01.2025,Flerfamiliehusholdninger,6,968
4003,Skien,01.01.2025,Par eller aleneforsørger med voksne barn (18+),3,2009
4003,Skien,01.01.2025,Par med barn under 18 år,5,4595
4003,Skien,01.01.2025,Par uten hjemmeboende barn,2,6845
4026,Tinn,01.01.2014,Aleneboende,1,1180
4026,Tinn,01.01.2014,Aleneforsørger med barn under 18 år,4,168
4026,Tinn,01.01.2014,Andre husholdninger,0,0
4026,Tinn,01.01.2014,Flerfamiliehusholdninger,6,107
4026,Tinn,01.01.2014,Par eller aleneforsørger med voksne barn (18+),3,194
4026,Tinn,01.01.2014,Par med barn under 18 år,5,492
4026,Tinn,01.01.2014,Par uten hjemmeboende barn,2,666
4026,Tinn,01.01.2015,Aleneboende,1,1179
4026,Tinn,01.01.2015,Aleneforsørger med barn under 18 år,4,170
4026,Tinn,01.01.2015,Andre husholdninger,0,0
4026,Tinn,01.01.2015,Flerfamiliehusholdninger,6,98
4026,Tinn,01.01.2015,Par eller aleneforsørger med voksne barn (18+),3,179
4026,Tinn,01.01.2015,Par med barn under 18 år,5,479
4026,Tinn,01.01.2015,Par uten hjemmeboende barn,2,693
4026,Tinn,01.01.2016,Aleneboende,1,1180
4026,Tinn,01.01.2016,Aleneforsørger med barn under 18 år,4,161
4026,Tinn,01.01.2016,Andre husholdninger,0,0
4026,Tinn,01.01.2016,Flerfamiliehusholdninger,6,107
4026,Tinn,01.01.2016,Par eller aleneforsørger med voksne barn (18+),3,191
4026,Tinn,01.01.2016,Par med barn under 18 år,5,478
4026,Tinn,01.01.2016,Par uten hjemmeboende barn,2,692
4026,Tinn,01.01.2017,Aleneboende,1,1188
4026,Tinn,01.01.2017,Aleneforsørger med barn under 18 år,4,158
4026,Tinn,01.01.2017,Andre husholdninger,0,0
4026,Tinn,01.01.2017,Flerfamiliehusholdninger,6,93
4026,Tinn,01.01.2017,Par eller aleneforsørger med voksne barn (18+),3,204
4026,Tinn,01.01.2017,Par med barn under 18 år,5,467
4026,Tinn,01.01.2017,Par uten hjemmeboende barn,2,699
4026,Tinn,01.01.2018,Aleneboende,1,1177
4026,Tinn,01.01.2018,Aleneforsørger med barn under 18 år,4,152
4026,Tinn,01.01.2018,Andre husholdninger,0,0
4026,Tinn,01.01.2018,Flerfamiliehusholdninger,6,89
4026,Tinn,01.01.2018,Par eller aleneforsørger med voksne barn (18+),3,188
4026,Tinn,01.01.2018,Par med barn under 18 år,5,463
4026,Tinn,01.01.2018,Par uten hjemmeboende barn,2,732
4026,Tinn,01.01.2019,Aleneboende,1,1214
4026,Tinn,01.01.2019,Aleneforsørger med barn under 18 år,4,145
4026,Tinn,01.01.2019,Andre husholdninger,0,0
4026,Tinn,01.01.2019,Flerfamiliehusholdninger,6,82
4026,Tinn,01.01.2019,Par eller aleneforsørger med voksne barn (18+),3,199
4026,Tinn,01.01.2019,Par med barn under 18 år,5,437
4026,Tinn,01.01.2019,Par uten hjemmeboende barn,2,728
4026,Tinn,01.01.2020,Aleneboende,1,1199
4026,Tinn,01.01.2020,Aleneforsørger med barn under 18 år,4,148
4026,Tinn,01.01.2020,Andre husholdninger,0,0
4026,Tinn,01.01.2020,Flerfamiliehusholdninger,6,90
4026,Tinn,01.01.2020,Par eller aleneforsørger med voksne barn (18+),3,195
4026,Tinn,01.01.2020,Par med barn under 18 år,5,413
4026,Tinn,01.01.2020,Par uten hjemmeboende barn,2,733
4026,Tinn,01.01.2021,Aleneboende,1,1217
4026,Tinn,01.01.2021,Aleneforsørger med barn under 18 år,4,147
4026,Tinn,01.01.2021,Andre husholdninger,0,0
4026,Tinn,01.01.2021,Flerfamiliehusholdninger,6,86
4026,Tinn,01.01.2021,Par eller aleneforsørger med voksne barn (18+),3,200
4026,Tinn,01.01.2021,Par med barn under 18 år,5,388
4026,Tinn,01.01.2021,Par uten hjemmeboende barn,2,744
4026,Tinn,01.01.2022,Aleneboende,1,1245
4026,Tinn,01.01.2022,Aleneforsørger med barn under 18 år,4,150
4026,Tinn,01.01.2022,Andre husholdninger,0,0
4026,Tinn,01.01.2022,Flerfamiliehusholdninger,6,76
4026,Tinn,01.01.2022,Par eller aleneforsørger med voksne barn (18+),3,193
4026,Tinn,01.01.2022,Par med barn under 18 år,5,367
4026,Tinn,01.01.2022,Par uten hjemmeboende barn,2,761
4026,Tinn,01.01.2023,Aleneboende,1,1292
4026,Tinn,01.01.2023,Aleneforsørger med barn under 18 år,4,149
4026,Tinn,01.01.2023,Andre husholdninger,0,0
4026,Tinn,01.01.2023,Flerfamiliehusholdninger,6,78
4026,Tinn,01.01.2023,Par eller aleneforsørger med voksne barn (18+),3,193
4026,Tinn,01.01.2023,Par med barn under 18 år,5,370
4026,Tinn,01.01.2023,Par uten hjemmeboende barn,2,756
4026,Tinn,01.01.2024,Aleneboende,1,1283
4026,Tinn,01.01.2024,Aleneforsørger med barn under 18 år,4,138
4026,Tinn,01.01.2024,Andre husholdninger,0,0
