Kommunenummer,Kommune,År,Husholdningstype,SortHusholdningstype,Antall
4014,Kragerø,01.01.2024,Par uten hjemmeboende barn,2,1433
4014,Kragerø,01.01.2025,Aleneboende,1,2206
4014,Kragerø,01.01.2025,Aleneforsørger med barn under 18 år,4,235
4014,Kragerø,01.01.2025,Andre husholdninger,0,0
4014,Kragerø,01.01.2025,Flerfamiliehusholdninger,6,195
4014,Kragerø,01.01.2025,Par eller aleneforsørger med voksne barn (18+),3,371
4014,Kragerø,01.01.2025,Par med barn under 18 år,5,740
4014,Kragerø,01.01.2025,Par uten hjemmeboende barn,2,1428
4028,Kviteseid,01.01.2014,Aleneboende,1,446
4028,Kviteseid,01.01.2014,Aleneforsørger med barn under 18 år,4,34
4028,Kviteseid,01.01.2014,Andre husholdninger,0,0
4028,Kviteseid,01.01.2014,Flerfamiliehusholdninger,6,49
4028,Kviteseid,01.01.2014,Par eller aleneforsørger med voksne barn (18+),3,98
4028,Kviteseid,01.01.2014,Par med barn under 18 år,5,193
4028,Kviteseid,01.01.2014,Par uten hjemmeboende barn,2,295
4028,Kviteseid,01.01.2015,Aleneboende,1,450
4028,Kviteseid,01.01.2015,Aleneforsørger med barn under 18 år,4,37
4028,Kviteseid,01.01.2015,Andre husholdninger,0,0
4028,Kviteseid,01.01.2015,Flerfamiliehusholdninger,6,49
4028,Kviteseid,01.01.2015,Par eller aleneforsørger med voksne barn (18+),3,104
4028,Kviteseid,01.01.2015,Par med barn under 18 år,5,188
4028,Kviteseid,01.01.2015,Par uten hjemmeboende barn,2,290
4028,Kviteseid,01.01.2016,Aleneboende,1,456
4028,Kviteseid,01.01.2016,Aleneforsørger med barn under 18 år,4,36
4028,Kviteseid,01.01.2016,Andre husholdninger,0,0
4028,Kviteseid,01.01.2016,Flerfamiliehusholdninger,6,45
4028,Kviteseid,01.01.2016,Par eller aleneforsørger med voksne barn (18+),3,120
4028,Kviteseid,01.01.2016,Par med barn under 18 år,5,177
4028,Kviteseid,01.01.2016,Par uten hjemmeboende barn,2,296
4028,Kviteseid,01.01.2017,Aleneboende,1,460
4028,Kviteseid,01.01.2017,Aleneforsørger med barn under 18 år,4,31
4028,Kviteseid,01.01.2017,Andre husholdninger,0,0
4028,Kviteseid,01.01.2017,Flerfamiliehusholdninger,6,52
4028,Kviteseid,01.01.2017,Par eller aleneforsørger med voksne barn (18+),3,114
4028,Kviteseid,01.01.2017,Par med barn under 18 år,5,180
4028,Kviteseid,01.01.2017,Par uten hjemmeboende barn,2,299
4028,Kviteseid,01.01.2018,Aleneboende,1,456
4028,Kviteseid,01.01.2018,Aleneforsørger med barn under 18 år,4,27
4028,Kviteseid,01.01.2018,Andre husholdninger,0,0
4028,Kviteseid,01.01.2018,Flerfamiliehusholdninger,6,49
4028,Kviteseid,01.01.2018,Par eller aleneforsørger med voksne barn (18+),3,108
4028,Kviteseid,01.01.2018,Par med barn under 18 år,5,180
4028,Kviteseid,01.01.2018,Par uten hjemmeboende barn,2,307
4028,Kviteseid,01.01.2019,Aleneboende,1,459
4028,Kviteseid,01.01.2019,Aleneforsørger med barn under 18 år,4,30
4028,Kviteseid,01.01.2019,Andre husholdninger,0,0
4028,Kviteseid,01.01.2019,Flerfamiliehusholdninger,6,49
4028,Kviteseid,01.01.2019,Par eller aleneforsørger med voksne barn (18+),3,116
4028,Kviteseid,01.01.2019,Par med barn under 18 år,5,180
4028,Kviteseid,01.01.2019,Par uten hjemmeboende barn,2,295
4028,Kviteseid,01.01.2020,Aleneboende,1,470
4028,Kviteseid,01.01.2020,Aleneforsørger med barn under 18 år,4,28
4028,Kviteseid,01.01.2020,Andre husholdninger,0,0
4028,Kviteseid,01.01.2020,Flerfamiliehusholdninger,6,56
4028,Kviteseid,01.01.2020,Par eller aleneforsørger med voksne barn (18+),3,107
4028,Kviteseid,01.01.2020,Par med barn under 18 år,5,169
4028,Kviteseid,01.01.2020,Par uten hjemmeboende barn,2,308
4028,Kviteseid,01.01.2021,Aleneboende,1,486
4028,Kviteseid,01.01.2021,Aleneforsørger med barn under 18 år,4,32
4028,Kviteseid,01.01.2021,Andre husholdninger,0,0
4028,Kviteseid,01.01.2021,Flerfamiliehusholdninger,6,54
4028,Kviteseid,01.01.2021,Par eller aleneforsørger med voksne barn (18+),3,110
4028,Kviteseid,01.01.2021,Par med barn under 18 år,5,163
4028,Kviteseid,01.01.2021,Par uten hjemmeboende barn,2,318
4028,Kviteseid,01.01.2022,Aleneboende,1,512
4028,Kviteseid,01.01.2022,Aleneforsørger med barn under 18 år,4,27
4028,Kviteseid,01.01.2022,Andre husholdninger,0,0
4028,Kviteseid,01.01.2022,Flerfamiliehusholdninger,6,49
4028,Kviteseid,01.01.2022,Par eller aleneforsørger med voksne barn (18+),3,103
4028,Kviteseid,01.01.2022,Par med barn under 18 år,5,168
4028,Kviteseid,01.01.2022,Par uten hjemmeboende barn,2,330
4028,Kviteseid,01.01.2023,Aleneboende,1,503
4028,Kviteseid,01.01.2023,Aleneforsørger med barn under 18 år,4,23
4028,Kviteseid,01.01.2023,Andre husholdninger,0,0
4028,Kviteseid,01.01.2023,Flerfamiliehusholdninger,6,47
4028,Kviteseid,01.01.2023,Par eller aleneforsørger med voksne barn (18+),3,109
4028,Kviteseid,01.01.2023,Par med barn under 18 år,5,171
4028,Kviteseid,01.01.2023,Par uten hjemmeboende barn,2,322
4028,Kviteseid,01.01.2024,Aleneboende,1,498
4028,Kviteseid,01.01.2024,Aleneforsørger med barn under 18 år,4,26
4028,Kviteseid,01.01.2024,Andre husholdninger,0,0
4028,Kviteseid,01.01.2024,Flerfamiliehusholdninger,6,54
4028,Kviteseid,01.01.2024,Par eller aleneforsørger med voksne barn (18+),3,101
4028,Kviteseid,01.01.2024,Par med barn under 18 år,5,178
4028,Kviteseid,01.01.2024,Par uten hjemmeboende barn,2,329
4028,Kviteseid,01.01.2025,Aleneboende,1,506
4028,Kviteseid,01.01.2025,Aleneforsørger med barn under 18 år,4,31
4028,Kviteseid,01.01.2025,Andre husholdninger,0,0
4028,Kviteseid,01.01.2025,Flerfamiliehusholdninger,6,52
4028,Kviteseid,01.01.2025,Par eller aleneforsørger med voksne barn (18+),3,97
4028,Kviteseid,01.01.2025,Par med barn under 18 år,5,180
4028,Kviteseid,01.01.2025,Par uten hjemmeboende barn,2,334
4020,Midt-Telemark,01.01.2014,Aleneboende,1,2108
4020,Midt-Telemark,01.01.2014,Aleneforsørger med barn under 18 år,4,153
4020,Midt-Telemark,01.01.2014,Andre husholdninger,0,0
4020,Midt-Telemark,01.01.2014,Flerfamiliehusholdninger,6,380
4020,Midt-Telemark,01.01.2014,Par eller aleneforsørger med voksne barn (18+),3,310
4020,Midt-Telemark,01.01.2014,Par med barn under 18 år,5,886
4020,Midt-Telemark,01.01.2014,Par uten hjemmeboende barn,2,1339
4020,Midt-Telemark,01.01.2015,Aleneboende,1,2032
4020,Midt-Telemark,01.01.2015,Aleneforsørger med barn under 18 år,4,176
4020,Midt-Telemark,01.01.2015,Andre husholdninger,0,0
4020,Midt-Telemark,01.01.2015,Flerfamiliehusholdninger,6,379
4020,Midt-Telemark,01.01.2015,Par eller aleneforsørger med voksne barn (18+),3,335
4020,Midt-Telemark,01.01.2015,Par med barn under 18 år,5,917
4020,Midt-Telemark,01.01.2015,Par uten hjemmeboende barn,2,1347
4020,Midt-Telemark,01.01.2016,Aleneboende,1,2106
4020,Midt-Telemark,01.01.2016,Aleneforsørger med barn under 18 år,4,201
4020,Midt-Telemark,01.01.2016,Andre husholdninger,0,0
4020,Midt-Telemark,01.01.2016,Flerfamiliehusholdninger,6,316
4020,Midt-Telemark,01.01.2016,Par eller aleneforsørger med voksne barn (18+),3,358
4020,Midt-Telemark,01.01.2016,Par med barn under 18 år,5,907
4020,Midt-Telemark,01.01.2016,Par uten hjemmeboende barn,2,1331
4020,Midt-Telemark,01.01.2017,Aleneboende,1,2139
4020,Midt-Telemark,01.01.2017,Aleneforsørger med barn under 18 år,4,195
4020,Midt-Telemark,01.01.2017,Andre husholdninger,0,0
4020,Midt-Telemark,01.01.2017,Flerfamiliehusholdninger,6,319
4020,Midt-Telemark,01.01.2017,Par eller aleneforsørger med voksne barn (18+),3,357
4020,Midt-Telemark,01.01.2017,Par med barn under 18 år,5,910
4020,Midt-Telemark,01.01.2017,Par uten hjemmeboende barn,2,1353
4020,Midt-Telemark,01.01.2018,Aleneboende,1,2186
4020,Midt-Telemark,01.01.2018,Aleneforsørger med barn under 18 år,4,200
4020,Midt-Telemark,01.01.2018,Andre husholdninger,0,0
4020,Midt-Telemark,01.01.2018,Flerfamiliehusholdninger,6,297
4020,Midt-Telemark,01.01.2018,Par eller aleneforsørger med voksne barn (18+),3,392
4020,Midt-Telemark,01.01.2018,Par med barn under 18 år,5,939
4020,Midt-Telemark,01.01.2018,Par uten hjemmeboende barn,2,1374
4020,Midt-Telemark,01.01.2019,Aleneboende,1,2256
4020,Midt-Telemark,01.01.2019,Aleneforsørger med barn under 18 år,4,206
4020,Midt-Telemark,01.01.2019,Andre husholdninger,0,0
4020,Midt-Telemark,01.01.2019,Flerfamiliehusholdninger,6,310
4020,Midt-Telemark,01.01.2019,Par eller aleneforsørger med voksne barn (18+),3,381
4020,Midt-Telemark,01.01.2019,Par med barn under 18 år,5,913
4020,Midt-Telemark,01.01.2019,Par uten hjemmeboende barn,2,1376
4020,Midt-Telemark,01.01.2020,Aleneboende,1,2226
4020,Midt-Telemark,01.01.2020,Aleneforsørger med barn under 18 år,4,177
4020,Midt-Telemark,01.01.2020,Andre husholdninger,0,0
4020,Midt-Telemark,01.01.2020,Flerfamiliehusholdninger,6,297
4020,Midt-Telemark,01.01.2020,Par eller aleneforsørger med voksne barn (18+),3,362
4020,Midt-Telemark,01.01.2020,Par med barn under 18 år,5,905
4020,Midt-Telemark,01.01.2020,Par uten hjemmeboende barn,2,1264
4020,Midt-Telemark,01.01.2021,Aleneboende,1,2331
4020,Midt-Telemark,01.01.2021,Aleneforsørger med barn under 18 år,4,178
4020,Midt-Telemark,01.01.2021,Andre husholdninger,0,0
4020,Midt-Telemark,01.01.2021,Flerfamiliehusholdninger,6,289
4020,Midt-Telemark,01.01.2021,Par eller aleneforsørger med voksne barn (18+),3,349
4020,Midt-Telemark,01.01.2021,Par med barn under 18 år,5,895
4020,Midt-Telemark,01.01.2021,Par uten hjemmeboende barn,2,1286
4020,Midt-Telemark,01.01.2022,Aleneboende,1,2359
4020,Midt-Telemark,01.01.2022,Aleneforsørger med barn under 18 år,4,165
4020,Midt-Telemark,01.01.2022,Andre husholdninger,0,0
4020,Midt-Telemark,01.01.2022,Flerfamiliehusholdninger,6,286
4020,Midt-Telemark,01.01.2022,Par eller aleneforsørger med voksne barn (18+),3,352
4020,Midt-Telemark,01.01.2022,Par med barn under 18 år,5,885
4020,Midt-Telemark,01.01.2022,Par uten hjemmeboende barn,2,1345
4020,Midt-Telemark,01.01.2023,Aleneboende,1,2386
4020,Midt-Telemark,01.01.2023,Aleneforsørger med barn under 18 år,4,183
4020,Midt-Telemark,01.01.2023,Andre husholdninger,0,0
4020,Midt-Telemark,01.01.2023,Flerfamiliehusholdninger,6,285
4020,Midt-Telemark,01.01.2023,Par eller aleneforsørger med voksne barn (18+),3,350
4020,Midt-Telemark,01.01.2023,Par med barn under 18 år,5,896
4020,Midt-Telemark,01.01.2023,Par uten hjemmeboende barn,2,1365
4020,Midt-Telemark,01.01.2024,Aleneboende,1,2410
4020,Midt-Telemark,01.01.2024,Aleneforsørger med barn under 18 år,4,196
4020,Midt-Telemark,01.01.2024,Andre husholdninger,0,0
4020,Midt-Telemark,01.01.2024,Flerfamiliehusholdninger,6,301
4020,Midt-Telemark,01.01.2024,Par eller aleneforsørger med voksne barn (18+),3,345
4020,Midt-Telemark,01.01.2024,Par med barn under 18 år,5,904
4020,Midt-Telemark,01.01.2024,Par uten hjemmeboende barn,2,1371
4020,Midt-Telemark,01.01.2025,Aleneboende,1,2479
4020,Midt-Telemark,01.01.2025,Aleneforsørger med barn under 18 år,4,193
4020,Midt-Telemark,01.01.2025,Andre husholdninger,0,0
4020,Midt-Telemark,01.01.2025,Flerfamiliehusholdninger,6,287
4020,Midt-Telemark,01.01.2025,Par eller aleneforsørger med voksne barn (18+),3,342
4020,Midt-Telemark,01.01.2025,Par med barn under 18 år,5,916
4020,Midt-Telemark,01.01.2025,Par uten hjemmeboende barn,2,1374
4030,Nissedal,01.01.2014,Aleneboende,1,225
4030,Nissedal,01.01.2014,Aleneforsørger med barn under 18 år,4,24
4030,Nissedal,01.01.2014,Andre husholdninger,0,0
4030,Nissedal,01.01.2014,Flerfamiliehusholdninger,6,26
4030,Nissedal,01.01.2014,Par eller aleneforsørger med voksne barn (18+),3,80
4030,Nissedal,01.01.2014,Par med barn under 18 år,5,118
4030,Nissedal,01.01.2014,Par uten hjemmeboende barn,2,142
4030,Nissedal,01.01.2015,Aleneboende,1,237
4030,Nissedal,01.01.2015,Aleneforsørger med barn under 18 år,4,18
4030,Nissedal,01.01.2015,Andre husholdninger,0,0
4030,Nissedal,01.01.2015,Flerfamiliehusholdninger,6,29
4030,Nissedal,01.01.2015,Par eller aleneforsørger med voksne barn (18+),3,76
4030,Nissedal,01.01.2015,Par med barn under 18 år,5,112
4030,Nissedal,01.01.2015,Par uten hjemmeboende barn,2,144
4030,Nissedal,01.01.2016,Aleneboende,1,244
4030,Nissedal,01.01.2016,Aleneforsørger med barn under 18 år,4,17
4030,Nissedal,01.01.2016,Andre husholdninger,0,0
4030,Nissedal,01.01.2016,Flerfamiliehusholdninger,6,36
4030,Nissedal,01.01.2016,Par eller aleneforsørger med voksne barn (18+),3,64
4030,Nissedal,01.01.2016,Par med barn under 18 år,5,112
4030,Nissedal,01.01.2016,Par uten hjemmeboende barn,2,156
4030,Nissedal,01.01.2017,Aleneboende,1,259
4030,Nissedal,01.01.2017,Aleneforsørger med barn under 18 år,4,19
4030,Nissedal,01.01.2017,Andre husholdninger,0,0
4030,Nissedal,01.01.2017,Flerfamiliehusholdninger,6,37
4030,Nissedal,01.01.2017,Par eller aleneforsørger med voksne barn (18+),3,66
4030,Nissedal,01.01.2017,Par med barn under 18 år,5,112
4030,Nissedal,01.01.2017,Par uten hjemmeboende barn,2,156
4030,Nissedal,01.01.2018,Aleneboende,1,250
4030,Nissedal,01.01.2018,Aleneforsørger med barn under 18 år,4,12
4030,Nissedal,01.01.2018,Andre husholdninger,0,0
4030,Nissedal,01.01.2018,Flerfamiliehusholdninger,6,38
4030,Nissedal,01.01.2018,Par eller aleneforsørger med voksne barn (18+),3,54
4030,Nissedal,01.01.2018,Par med barn under 18 år,5,121
4030,Nissedal,01.01.2018,Par uten hjemmeboende barn,2,180
4030,Nissedal,01.01.2019,Aleneboende,1,249
4030,Nissedal,01.01.2019,Aleneforsørger med barn under 18 år,4,19
4030,Nissedal,01.01.2019,Andre husholdninger,0,0
4030,Nissedal,01.01.2019,Flerfamiliehusholdninger,6,34
4030,Nissedal,01.01.2019,Par eller aleneforsørger med voksne barn (18+),3,49
4030,Nissedal,01.01.2019,Par med barn under 18 år,5,123
4030,Nissedal,01.01.2019,Par uten hjemmeboende barn,2,182
4030,Nissedal,01.01.2020,Aleneboende,1,247
4030,Nissedal,01.01.2020,Aleneforsørger med barn under 18 år,4,19
4030,Nissedal,01.01.2020,Andre husholdninger,0,0
4030,Nissedal,01.01.2020,Flerfamiliehusholdninger,6,35
4030,Nissedal,01.01.2020,Par eller aleneforsørger med voksne barn (18+),3,50
4030,Nissedal,01.01.2020,Par med barn under 18 år,5,121
4030,Nissedal,01.01.2020,Par uten hjemmeboende barn,2,176
4030,Nissedal,01.01.2021,Aleneboende,1,257
4030,Nissedal,01.01.2021,Aleneforsørger med barn under 18 år,4,19
4030,Nissedal,01.01.2021,Andre husholdninger,0,0
4030,Nissedal,01.01.2021,Flerfamiliehusholdninger,6,23
4030,Nissedal,01.01.2021,Par eller aleneforsørger med voksne barn (18+),3,54
4030,Nissedal,01.01.2021,Par med barn under 18 år,5,120
4030,Nissedal,01.01.2021,Par uten hjemmeboende barn,2,184
4030,Nissedal,01.01.2022,Aleneboende,1,263
4030,Nissedal,01.01.2022,Aleneforsørger med barn under 18 år,4,17
4030,Nissedal,01.01.2022,Andre husholdninger,0,0
4030,Nissedal,01.01.2022,Flerfamiliehusholdninger,6,19
4030,Nissedal,01.01.2022,Par eller aleneforsørger med voksne barn (18+),3,46
4030,Nissedal,01.01.2022,Par med barn under 18 år,5,122
4030,Nissedal,01.01.2022,Par uten hjemmeboende barn,2,193
4030,Nissedal,01.01.2023,Aleneboende,1,268
4030,Nissedal,01.01.2023,Aleneforsørger med barn under 18 år,4,17
4030,Nissedal,01.01.2023,Andre husholdninger,0,0
4030,Nissedal,01.01.2023,Flerfamiliehusholdninger,6,21
4030,Nissedal,01.01.2023,Par eller aleneforsørger med voksne barn (18+),3,40
4030,Nissedal,01.01.2023,Par med barn under 18 år,5,123
4030,Nissedal,01.01.2023,Par uten hjemmeboende barn,2,202
4030,Nissedal,01.01.2024,Aleneboende,1,270
4030,Nissedal,01.01.2024,Aleneforsørger med barn under 18 år,4,20
4030,Nissedal,01.01.2024,Andre husholdninger,0,0
4030,Nissedal,01.01.2024,Flerfamiliehusholdninger,6,24
4030,Nissedal,01.01.2024,Par eller aleneforsørger med voksne barn (18+),3,45
4030,Nissedal,01.01.2024,Par med barn under 18 år,5,123
4030,Nissedal,01.01.2024,Par uten hjemmeboende barn,2,198
4030,Nissedal,01.01.2025,Aleneboende,1,254
4030,Nissedal,01.01.2025,Aleneforsørger med barn under 18 år,4,22
4030,Nissedal,01.01.2025,Andre husholdninger,0,0
4030,Nissedal,01.01.2025,Flerfamiliehusholdninger,6,24
4030,Nissedal,01.01.2025,Par eller aleneforsørger med voksne barn (18+),3,52
4030,Nissedal,01.01.2025,Par med barn under 18 år,5,122
4030,Nissedal,01.01.2025,Par uten hjemmeboende barn,2,204
4018,Nome,01.01.2014,Aleneboende,1,1146
4018,Nome,01.01.2014,Aleneforsørger med barn under 18 år,4,153
4018,Nome,01.01.2014,Andre husholdninger,0,0
4018,Nome,01.01.2014,Flerfamiliehusholdninger,6,128
4018,Nome,01.01.2014,Par eller aleneforsørger med voksne barn (18+),3,230
4018,Nome,01.01.2014,Par med barn under 18 år,5,579
4018,Nome,01.01.2014,Par uten hjemmeboende barn,2,772
4018,Nome,01.01.2015,Aleneboende,1,1172
4018,Nome,01.01.2015,Aleneforsørger med barn under 18 år,4,150
4018,Nome,01.01.2015,Andre husholdninger,0,0
4018,Nome,01.01.2015,Flerfamiliehusholdninger,6,121
4018,Nome,01.01.2015,Par eller aleneforsørger med voksne barn (18+),3,244
4018,Nome,01.01.2015,Par med barn under 18 år,5,575
4018,Nome,01.01.2015,Par uten hjemmeboende barn,2,750
4018,Nome,01.01.2016,Aleneboende,1,1177
4018,Nome,01.01.2016,Aleneforsørger med barn under 18 år,4,147
4018,Nome,01.01.2016,Andre husholdninger,0,0
4018,Nome,01.01.2016,Flerfamiliehusholdninger,6,114
4018,Nome,01.01.2016,Par eller aleneforsørger med voksne barn (18+),3,242
4018,Nome,01.01.2016,Par med barn under 18 år,5,559
4018,Nome,01.01.2016,Par uten hjemmeboende barn,2,768
4018,Nome,01.01.2017,Aleneboende,1,1174
4018,Nome,01.01.2017,Aleneforsørger med barn under 18 år,4,151
4018,Nome,01.01.2017,Andre husholdninger,0,0
4018,Nome,01.01.2017,Flerfamiliehusholdninger,6,112
4018,Nome,01.01.2017,Par eller aleneforsørger med voksne barn (18+),3,246
4018,Nome,01.01.2017,Par med barn under 18 år,5,557
4018,Nome,01.01.2017,Par uten hjemmeboende barn,2,781
4018,Nome,01.01.2018,Aleneboende,1,1179
4018,Nome,01.01.2018,Aleneforsørger med barn under 18 år,4,152
4018,Nome,01.01.2018,Andre husholdninger,0,0
4018,Nome,01.01.2018,Flerfamiliehusholdninger,6,110
4018,Nome,01.01.2018,Par eller aleneforsørger med voksne barn (18+),3,263
4018,Nome,01.01.2018,Par med barn under 18 år,5,558
4018,Nome,01.01.2018,Par uten hjemmeboende barn,2,784
4018,Nome,01.01.2019,Aleneboende,1,1166
4018,Nome,01.01.2019,Aleneforsørger med barn under 18 år,4,150
4018,Nome,01.01.2019,Andre husholdninger,0,0
4018,Nome,01.01.2019,Flerfamiliehusholdninger,6,98
4018,Nome,01.01.2019,Par eller aleneforsørger med voksne barn (18+),3,261
4018,Nome,01.01.2019,Par med barn under 18 år,5,550
4018,Nome,01.01.2019,Par uten hjemmeboende barn,2,791
4018,Nome,01.01.2020,Aleneboende,1,1197
4018,Nome,01.01.2020,Aleneforsørger med barn under 18 år,4,140
4018,Nome,01.01.2020,Andre husholdninger,0,0
4018,Nome,01.01.2020,Flerfamiliehusholdninger,6,89
4018,Nome,01.01.2020,Par eller aleneforsørger med voksne barn (18+),3,254
4018,Nome,01.01.2020,Par med barn under 18 år,5,544
4018,Nome,01.01.2020,Par uten hjemmeboende barn,2,804
4018,Nome,01.01.2021,Aleneboende,1,1243
4018,Nome,01.01.2021,Aleneforsørger med barn under 18 år,4,133
4018,Nome,01.01.2021,Andre husholdninger,0,0
4018,Nome,01.01.2021,Flerfamiliehusholdninger,6,78
4018,Nome,01.01.2021,Par eller aleneforsørger med voksne barn (18+),3,264
4018,Nome,01.01.2021,Par med barn under 18 år,5,537
4018,Nome,01.01.2021,Par uten hjemmeboende barn,2,794
4018,Nome,01.01.2022,Aleneboende,1,1251
4018,Nome,01.01.2022,Aleneforsørger med barn under 18 år,4,136
4018,Nome,01.01.2022,Andre husholdninger,0,0
4018,Nome,01.01.2022,Flerfamiliehusholdninger,6,90
4018,Nome,01.01.2022,Par eller aleneforsørger med voksne barn (18+),3,256
4018,Nome,01.01.2022,Par med barn under 18 år,5,522
4018,Nome,01.01.2022,Par uten hjemmeboende barn,2,805
4018,Nome,01.01.2023,Aleneboende,1,1286
4018,Nome,01.01.2023,Aleneforsørger med barn under 18 år,4,126
4018,Nome,01.01.2023,Andre husholdninger,0,0
4018,Nome,01.01.2023,Flerfamiliehusholdninger,6,95
4018,Nome,01.01.2023,Par eller aleneforsørger med voksne barn (18+),3,268
4018,Nome,01.01.2023,Par med barn under 18 år,5,511
4018,Nome,01.01.2023,Par uten hjemmeboende barn,2,821
4018,Nome,01.01.2024,Aleneboende,1,1277
4018,Nome,01.01.2024,Aleneforsørger med barn under 18 år,4,148
4018,Nome,01.01.2024,Andre husholdninger,0,0
4018,Nome,01.01.2024,Flerfamiliehusholdninger,6,112
4018,Nome,01.01.2024,Par eller aleneforsørger med voksne barn (18+),3,260
4018,Nome,01.01.2024,Par med barn under 18 år,5,494
4018,Nome,01.01.2024,Par uten hjemmeboende barn,2,822
4018,Nome,01.01.2025,Aleneboende,1,1286
4018,Nome,01.01.2025,Aleneforsørger med barn under 18 år,4,153
4018,Nome,01.01.2025,Andre husholdninger,0,0
4018,Nome,01.01.2025,Flerfamiliehusholdninger,6,101
4018,Nome,01.01.2025,Par eller aleneforsørger med voksne barn (18+),3,273
4018,Nome,01.01.2025,Par med barn under 18 år,5,493
4018,Nome,01.01.2025,Par uten hjemmeboende barn,2,818
4005,Notodden,01.01.2014,Aleneboende,1,2439
4005,Notodden,01.01.2014,Aleneforsørger med barn under 18 år,4,325
4005,Notodden,01.01.2014,Andre husholdninger,0,0
4005,Notodden,01.01.2014,Flerfamiliehusholdninger,6,302
4005,Notodden,01.01.2014,Par eller aleneforsørger med voksne barn (18+),3,417
4005,Notodden,01.01.2014,Par med barn under 18 år,5,1078
4005,Notodden,01.01.2014,Par uten hjemmeboende barn,2,1501
4005,Notodden,01.01.2015,Aleneboende,1,2440
4005,Notodden,01.01.2015,Aleneforsørger med barn under 18 år,4,337
4005,Notodden,01.01.2015,Andre husholdninger,0,0
4005,Notodden,01.01.2015,Flerfamiliehusholdninger,6,288
4005,Notodden,01.01.2015,Par eller aleneforsørger med voksne barn (18+),3,446
4005,Notodden,01.01.2015,Par med barn under 18 år,5,1058
4005,Notodden,01.01.2015,Par uten hjemmeboende barn,2,1451
4005,Notodden,01.01.2016,Aleneboende,1,2467
4005,Notodden,01.01.2016,Aleneforsørger med barn under 18 år,4,338
4005,Notodden,01.01.2016,Andre husholdninger,0,0
4005,Notodden,01.01.2016,Flerfamiliehusholdninger,6,281
4005,Notodden,01.01.2016,Par eller aleneforsørger med voksne barn (18+),3,431
4005,Notodden,01.01.2016,Par med barn under 18 år,5,1059
4005,Notodden,01.01.2016,Par uten hjemmeboende barn,2,1491
4005,Notodden,01.01.2017,Aleneboende,1,2474
4005,Notodden,01.01.2017,Aleneforsørger med barn under 18 år,4,347
4005,Notodden,01.01.2017,Andre husholdninger,0,0
4005,Notodden,01.01.2017,Flerfamiliehusholdninger,6,276
4005,Notodden,01.01.2017,Par eller aleneforsørger med voksne barn (18+),3,439
4005,Notodden,01.01.2017,Par med barn under 18 år,5,1080
4005,Notodden,01.01.2017,Par uten hjemmeboende barn,2,1459
4005,Notodden,01.01.2018,Aleneboende,1,2481
4005,Notodden,01.01.2018,Aleneforsørger med barn under 18 år,4,327
4005,Notodden,01.01.2018,Andre husholdninger,0,0
4005,Notodden,01.01.2018,Flerfamiliehusholdninger,6,256
4005,Notodden,01.01.2018,Par eller aleneforsørger med voksne barn (18+),3,446
4005,Notodden,01.01.2018,Par med barn under 18 år,5,1062
4005,Notodden,01.01.2018,Par uten hjemmeboende barn,2,1495
4005,Notodden,01.01.2019,Aleneboende,1,2472
4005,Notodden,01.01.2019,Aleneforsørger med barn under 18 år,4,300
4005,Notodden,01.01.2019,Andre husholdninger,0,0
4005,Notodden,01.01.2019,Flerfamiliehusholdninger,6,265
4005,Notodden,01.01.2019,Par eller aleneforsørger med voksne barn (18+),3,464
4005,Notodden,01.01.2019,Par med barn under 18 år,5,1063
4005,Notodden,01.01.2019,Par uten hjemmeboende barn,2,1502
4005,Notodden,01.01.2020,Aleneboende,1,2643
4005,Notodden,01.01.2020,Aleneforsørger med barn under 18 år,4,298
4005,Notodden,01.01.2020,Andre husholdninger,0,0
4005,Notodden,01.01.2020,Flerfamiliehusholdninger,6,270
4005,Notodden,01.01.2020,Par eller aleneforsørger med voksne barn (18+),3,484
4005,Notodden,01.01.2020,Par med barn under 18 år,5,1070
4005,Notodden,01.01.2020,Par uten hjemmeboende barn,2,1551
4005,Notodden,01.01.2021,Aleneboende,1,2722
4005,Notodden,01.01.2021,Aleneforsørger med barn under 18 år,4,310
4005,Notodden,01.01.2021,Andre husholdninger,0,0
4005,Notodden,01.01.2021,Flerfamiliehusholdninger,6,246
4005,Notodden,01.01.2021,Par eller aleneforsørger med voksne barn (18+),3,474
4005,Notodden,01.01.2021,Par med barn under 18 år,5,1050
4005,Notodden,01.01.2021,Par uten hjemmeboende barn,2,1578
4005,Notodden,01.01.2022,Aleneboende,1,2802
4005,Notodden,01.01.2022,Aleneforsørger med barn under 18 år,4,297
4005,Notodden,01.01.2022,Andre husholdninger,0,0
4005,Notodden,01.01.2022,Flerfamiliehusholdninger,6,264
4005,Notodden,01.01.2022,Par eller aleneforsørger med voksne barn (18+),3,443
4005,Notodden,01.01.2022,Par med barn under 18 år,5,1058
4005,Notodden,01.01.2022,Par uten hjemmeboende barn,2,1609
4005,Notodden,01.01.2023,Aleneboende,1,2725
4005,Notodden,01.01.2023,Aleneforsørger med barn under 18 år,4,302
4005,Notodden,01.01.2023,Andre husholdninger,0,0
4005,Notodden,01.01.2023,Flerfamiliehusholdninger,6,262
4005,Notodden,01.01.2023,Par eller aleneforsørger med voksne barn (18+),3,482
4005,Notodden,01.01.2023,Par med barn under 18 år,5,1022
4005,Notodden,01.01.2023,Par uten hjemmeboende barn,2,1617
