Kommune,År,Kjønn,Alder,Sykdomsgruppe,Måltall,Antall,SortKjonn,SortAlder,SortKommune
Skien,2022-01-01,Kjønn samlet,0-44 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,1,3,16
Skien,2022-01-01,Kjønn samlet,0-44 år,Forgiftninger (T36-T65),"per 1000, standardisert",1.6,1,3,16
Skien,2022-01-01,Kjønn samlet,0-24 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",0.9,1,4,16
Skien,2022-01-01,Kjønn samlet,0-24 år,KOLS (J44),"per 1000, standardisert",,1,4,16
Skien,2022-01-01,Kjønn samlet,0-24 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",4.3,1,4,16
Skien,2022-01-01,Kjønn samlet,0-24 år,Personskader (S00-T78),"per 1000, standardisert",12.7,1,4,16
Skien,2022-01-01,Kjønn samlet,0-24 år,Hodeskader (S00-S09),"per 1000, standardisert",4.1,1,4,16
Skien,2022-01-01,Kjønn samlet,0-24 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,1,4,16
Skien,2022-01-01,Kjønn samlet,0-24 år,Forgiftninger (T36-T65),"per 1000, standardisert",1.6,1,4,16
Skien,2022-01-01,Kjønn samlet,0-14 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",0.8,1,5,16
Skien,2022-01-01,Kjønn samlet,0-14 år,KOLS (J44),"per 1000, standardisert",,1,5,16
Skien,2022-01-01,Kjønn samlet,0-14 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",2.4,1,5,16
Skien,2022-01-01,Kjønn samlet,0-14 år,Personskader (S00-T78),"per 1000, standardisert",11.4,1,5,16
Skien,2022-01-01,Kjønn samlet,0-14 år,Hodeskader (S00-S09),"per 1000, standardisert",4.8,1,5,16
Skien,2022-01-01,Kjønn samlet,0-14 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,1,5,16
Skien,2022-01-01,Kjønn samlet,0-14 år,Forgiftninger (T36-T65),"per 1000, standardisert",,1,5,16
Skien,2022-01-01,Kjønn samlet,15-24 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",0.9,1,6,16
Skien,2022-01-01,Kjønn samlet,15-24 år,KOLS (J44),"per 1000, standardisert",,1,6,16
Skien,2022-01-01,Kjønn samlet,15-24 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",6.7,1,6,16
Skien,2022-01-01,Kjønn samlet,15-24 år,Personskader (S00-T78),"per 1000, standardisert",14.4,1,6,16
Skien,2022-01-01,Kjønn samlet,15-24 år,Hodeskader (S00-S09),"per 1000, standardisert",3.1,1,6,16
Skien,2022-01-01,Kjønn samlet,15-24 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,1,6,16
Skien,2022-01-01,Kjønn samlet,15-24 år,Forgiftninger (T36-T65),"per 1000, standardisert",2.5,1,6,16
Skien,2022-01-01,Kjønn samlet,25-44 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",2.9,1,7,16
Skien,2022-01-01,Kjønn samlet,25-44 år,KOLS (J44),"per 1000, standardisert",,1,7,16
Skien,2022-01-01,Kjønn samlet,25-44 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",13.5,1,7,16
Skien,2022-01-01,Kjønn samlet,25-44 år,Personskader (S00-T78),"per 1000, standardisert",9.5,1,7,16
Skien,2022-01-01,Kjønn samlet,25-44 år,Hodeskader (S00-S09),"per 1000, standardisert",2.3,1,7,16
Skien,2022-01-01,Kjønn samlet,25-44 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,1,7,16
Skien,2022-01-01,Kjønn samlet,25-44 år,Forgiftninger (T36-T65),"per 1000, standardisert",1.7,1,7,16
Skien,2022-01-01,Kjønn samlet,45-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",20.3,1,8,16
Skien,2022-01-01,Kjønn samlet,45-74 år,KOLS (J44),"per 1000, standardisert",,1,8,16
Skien,2022-01-01,Kjønn samlet,45-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",27.2,1,8,16
Skien,2022-01-01,Kjønn samlet,45-74 år,Personskader (S00-T78),"per 1000, standardisert",14.3,1,8,16
Skien,2022-01-01,Kjønn samlet,45-74 år,Hodeskader (S00-S09),"per 1000, standardisert",2.9,1,8,16
Skien,2022-01-01,Kjønn samlet,45-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,1,8,16
Skien,2022-01-01,Kjønn samlet,45-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",1.0,1,8,16
Skien,2022-01-01,Kjønn samlet,45-64 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",13.8,1,9,16
Skien,2022-01-01,Kjønn samlet,45-64 år,KOLS (J44),"per 1000, standardisert",0.7,1,9,16
Skien,2022-01-01,Kjønn samlet,45-64 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",26.2,1,9,16
Skien,2022-01-01,Kjønn samlet,45-64 år,Personskader (S00-T78),"per 1000, standardisert",11.7,1,9,16
Skien,2022-01-01,Kjønn samlet,45-64 år,Hodeskader (S00-S09),"per 1000, standardisert",2.1,1,9,16
Skien,2022-01-01,Kjønn samlet,45-64 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.9,1,9,16
Skien,2022-01-01,Kjønn samlet,45-64 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.9,1,9,16
Skien,2022-01-01,Kjønn samlet,65-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",36.8,1,10,16
Skien,2022-01-01,Kjønn samlet,65-74 år,KOLS (J44),"per 1000, standardisert",,1,10,16
Skien,2022-01-01,Kjønn samlet,65-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",30.3,1,10,16
Skien,2022-01-01,Kjønn samlet,65-74 år,Personskader (S00-T78),"per 1000, standardisert",20.8,1,10,16
Skien,2022-01-01,Kjønn samlet,65-74 år,Hodeskader (S00-S09),"per 1000, standardisert",4.8,1,10,16
Skien,2022-01-01,Kjønn samlet,65-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,1,10,16
Skien,2022-01-01,Kjønn samlet,65-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",,1,10,16
Skien,2022-01-01,Kjønn samlet,75 år+,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",72.2,1,11,16
Skien,2022-01-01,Kjønn samlet,75 år+,KOLS (J44),"per 1000, standardisert",6.9,1,11,16
Skien,2022-01-01,Kjønn samlet,75 år+,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",32.4,1,11,16
Skien,2022-01-01,Kjønn samlet,75 år+,Personskader (S00-T78),"per 1000, standardisert",48.8,1,11,16
Skien,2022-01-01,Kjønn samlet,75 år+,Hodeskader (S00-S09),"per 1000, standardisert",12.7,1,11,16
Skien,2022-01-01,Kjønn samlet,75 år+,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",15.2,1,11,16
Skien,2022-01-01,Kjønn samlet,75 år+,Forgiftninger (T36-T65),"per 1000, standardisert",,1,11,16
Skien,2022-01-01,Kjønn samlet,75-79 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",69.1,1,12,16
Skien,2022-01-01,Kjønn samlet,75-79 år,KOLS (J44),"per 1000, standardisert",7.4,1,12,16
Skien,2022-01-01,Kjønn samlet,75-79 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",35.9,1,12,16
Skien,2022-01-01,Kjønn samlet,75-79 år,Personskader (S00-T78),"per 1000, standardisert",31.9,1,12,16
Skien,2022-01-01,Kjønn samlet,75-79 år,Hodeskader (S00-S09),"per 1000, standardisert",9.1,1,12,16
Skien,2022-01-01,Kjønn samlet,75-79 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",7.1,1,12,16
Skien,2022-01-01,Kjønn samlet,75-79 år,Forgiftninger (T36-T65),"per 1000, standardisert",,1,12,16
Skien,2022-01-01,Kjønn samlet,80 år+,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",73.3,1,13,16
Skien,2022-01-01,Kjønn samlet,80 år+,KOLS (J44),"per 1000, standardisert",6.3,1,13,16
Skien,2022-01-01,Kjønn samlet,80 år+,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",29.4,1,13,16
Skien,2022-01-01,Kjønn samlet,80 år+,Personskader (S00-T78),"per 1000, standardisert",62.1,1,13,16
Skien,2022-01-01,Kjønn samlet,80 år+,Hodeskader (S00-S09),"per 1000, standardisert",15.3,1,13,16
Skien,2022-01-01,Kjønn samlet,80 år+,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",21.8,1,13,16
Skien,2022-01-01,Kjønn samlet,80 år+,Forgiftninger (T36-T65),"per 1000, standardisert",,1,13,16
Skien,2022-01-01,Menn,Alle aldre,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",18.7,2,1,16
Skien,2022-01-01,Menn,Alle aldre,KOLS (J44),"per 1000, standardisert",0.9,2,1,16
Skien,2022-01-01,Menn,Alle aldre,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",14.9,2,1,16
Skien,2022-01-01,Menn,Alle aldre,Personskader (S00-T78),"per 1000, standardisert",15.4,2,1,16
Skien,2022-01-01,Menn,Alle aldre,Hodeskader (S00-S09),"per 1000, standardisert",4.8,2,1,16
Skien,2022-01-01,Menn,Alle aldre,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",1.7,2,1,16
Skien,2022-01-01,Menn,Alle aldre,Forgiftninger (T36-T65),"per 1000, standardisert",,2,1,16
Skien,2022-01-01,Menn,0-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",12.2,2,2,16
Skien,2022-01-01,Menn,0-74 år,KOLS (J44),"per 1000, standardisert",0.5,2,2,16
Skien,2022-01-01,Menn,0-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",13.7,2,2,16
Skien,2022-01-01,Menn,0-74 år,Personskader (S00-T78),"per 1000, standardisert",13.0,2,2,16
Skien,2022-01-01,Menn,0-74 år,Hodeskader (S00-S09),"per 1000, standardisert",3.9,2,2,16
Skien,2022-01-01,Menn,0-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.7,2,2,16
Skien,2022-01-01,Menn,0-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.8,2,2,16
Skien,2022-01-01,Menn,0-44 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",2.0,2,3,16
Skien,2022-01-01,Menn,0-44 år,KOLS (J44),"per 1000, standardisert",,2,3,16
Skien,2022-01-01,Menn,0-44 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",7.4,2,3,16
Skien,2022-01-01,Menn,0-44 år,Personskader (S00-T78),"per 1000, standardisert",12.3,2,3,16
Skien,2022-01-01,Menn,0-44 år,Hodeskader (S00-S09),"per 1000, standardisert",3.8,2,3,16
Skien,2022-01-01,Menn,0-44 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,3,16
Skien,2022-01-01,Menn,0-44 år,Forgiftninger (T36-T65),"per 1000, standardisert",1.0,2,3,16
Skien,2022-01-01,Menn,0-24 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",0.8,2,4,16
Skien,2022-01-01,Menn,0-24 år,KOLS (J44),"per 1000, standardisert",,2,4,16
Skien,2022-01-01,Menn,0-24 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",3.7,2,4,16
Skien,2022-01-01,Menn,0-24 år,Personskader (S00-T78),"per 1000, standardisert",14.1,2,4,16
Skien,2022-01-01,Menn,0-24 år,Hodeskader (S00-S09),"per 1000, standardisert",5.0,2,4,16
Skien,2022-01-01,Menn,0-24 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,4,16
Skien,2022-01-01,Menn,0-24 år,Forgiftninger (T36-T65),"per 1000, standardisert",,2,4,16
Skien,2022-01-01,Menn,0-14 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",,2,5,16
Skien,2022-01-01,Menn,0-14 år,KOLS (J44),"per 1000, standardisert",,2,5,16
Skien,2022-01-01,Menn,0-14 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",2.0,2,5,16
Skien,2022-01-01,Menn,0-14 år,Personskader (S00-T78),"per 1000, standardisert",12.3,2,5,16
Skien,2022-01-01,Menn,0-14 år,Hodeskader (S00-S09),"per 1000, standardisert",,2,5,16
Skien,2022-01-01,Menn,0-14 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,5,16
Skien,2022-01-01,Menn,0-14 år,Forgiftninger (T36-T65),"per 1000, standardisert",,2,5,16
Skien,2022-01-01,Menn,15-24 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",,2,6,16
Skien,2022-01-01,Menn,15-24 år,KOLS (J44),"per 1000, standardisert",,2,6,16
Skien,2022-01-01,Menn,15-24 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",5.9,2,6,16
Skien,2022-01-01,Menn,15-24 år,Personskader (S00-T78),"per 1000, standardisert",16.3,2,6,16
Skien,2022-01-01,Menn,15-24 år,Hodeskader (S00-S09),"per 1000, standardisert",,2,6,16
Skien,2022-01-01,Menn,15-24 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,6,16
Skien,2022-01-01,Menn,15-24 år,Forgiftninger (T36-T65),"per 1000, standardisert",,2,6,16
Skien,2022-01-01,Menn,25-44 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",3.2,2,7,16
Skien,2022-01-01,Menn,25-44 år,KOLS (J44),"per 1000, standardisert",,2,7,16
Skien,2022-01-01,Menn,25-44 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",11.3,2,7,16
Skien,2022-01-01,Menn,25-44 år,Personskader (S00-T78),"per 1000, standardisert",10.6,2,7,16
Skien,2022-01-01,Menn,25-44 år,Hodeskader (S00-S09),"per 1000, standardisert",2.6,2,7,16
Skien,2022-01-01,Menn,25-44 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,7,16
Skien,2022-01-01,Menn,25-44 år,Forgiftninger (T36-T65),"per 1000, standardisert",,2,7,16
Skien,2022-01-01,Menn,45-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",28.0,2,8,16
Skien,2022-01-01,Menn,45-74 år,KOLS (J44),"per 1000, standardisert",,2,8,16
Skien,2022-01-01,Menn,45-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",23.6,2,8,16
Skien,2022-01-01,Menn,45-74 år,Personskader (S00-T78),"per 1000, standardisert",14.1,2,8,16
Skien,2022-01-01,Menn,45-74 år,Hodeskader (S00-S09),"per 1000, standardisert",4.1,2,8,16
Skien,2022-01-01,Menn,45-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,8,16
Skien,2022-01-01,Menn,45-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.5,2,8,16
Skien,2022-01-01,Menn,45-64 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",19.6,2,9,16
Skien,2022-01-01,Menn,45-64 år,KOLS (J44),"per 1000, standardisert",,2,9,16
Skien,2022-01-01,Menn,45-64 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",23.3,2,9,16
Skien,2022-01-01,Menn,45-64 år,Personskader (S00-T78),"per 1000, standardisert",12.0,2,9,16
Skien,2022-01-01,Menn,45-64 år,Hodeskader (S00-S09),"per 1000, standardisert",3.2,2,9,16
Skien,2022-01-01,Menn,45-64 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,9,16
Skien,2022-01-01,Menn,45-64 år,Forgiftninger (T36-T65),"per 1000, standardisert",,2,9,16
Skien,2022-01-01,Menn,65-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",50.1,2,10,16
Skien,2022-01-01,Menn,65-74 år,KOLS (J44),"per 1000, standardisert",3.0,2,10,16
Skien,2022-01-01,Menn,65-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",24.9,2,10,16
Skien,2022-01-01,Menn,65-74 år,Personskader (S00-T78),"per 1000, standardisert",19.6,2,10,16
Skien,2022-01-01,Menn,65-74 år,Hodeskader (S00-S09),"per 1000, standardisert",6.6,2,10,16
Skien,2022-01-01,Menn,65-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",4.3,2,10,16
Skien,2022-01-01,Menn,65-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",,2,10,16
Skien,2022-01-01,Menn,75 år+,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",88.6,2,11,16
Skien,2022-01-01,Menn,75 år+,KOLS (J44),"per 1000, standardisert",5.1,2,11,16
Skien,2022-01-01,Menn,75 år+,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",26.8,2,11,16
Skien,2022-01-01,Menn,75 år+,Personskader (S00-T78),"per 1000, standardisert",41.3,2,11,16
Skien,2022-01-01,Menn,75 år+,Hodeskader (S00-S09),"per 1000, standardisert",13.8,2,11,16
Skien,2022-01-01,Menn,75 år+,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",12.0,2,11,16
Skien,2022-01-01,Menn,75 år+,Forgiftninger (T36-T65),"per 1000, standardisert",,2,11,16
Skien,2022-01-01,Menn,75-79 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",83.7,2,12,16
Skien,2022-01-01,Menn,75-79 år,KOLS (J44),"per 1000, standardisert",,2,12,16
Skien,2022-01-01,Menn,75-79 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",27.5,2,12,16
Skien,2022-01-01,Menn,75-79 år,Personskader (S00-T78),"per 1000, standardisert",33.2,2,12,16
Skien,2022-01-01,Menn,75-79 år,Hodeskader (S00-S09),"per 1000, standardisert",,2,12,16
Skien,2022-01-01,Menn,75-79 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,2,12,16
Skien,2022-01-01,Menn,75-79 år,Forgiftninger (T36-T65),"per 1000, standardisert",,2,12,16
Skien,2022-01-01,Menn,80 år+,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",91.5,2,13,16
Skien,2022-01-01,Menn,80 år+,KOLS (J44),"per 1000, standardisert",5.2,2,13,16
Skien,2022-01-01,Menn,80 år+,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",26.2,2,13,16
Skien,2022-01-01,Menn,80 år+,Personskader (S00-T78),"per 1000, standardisert",47.6,2,13,16
Skien,2022-01-01,Menn,80 år+,Hodeskader (S00-S09),"per 1000, standardisert",13.9,2,13,16
Skien,2022-01-01,Menn,80 år+,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",17.2,2,13,16
Skien,2022-01-01,Menn,80 år+,Forgiftninger (T36-T65),"per 1000, standardisert",,2,13,16
Skien,2022-01-01,Kvinner,Alle aldre,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",11.7,3,1,16
Skien,2022-01-01,Kvinner,Alle aldre,KOLS (J44),"per 1000, standardisert",1.5,3,1,16
Skien,2022-01-01,Kvinner,Alle aldre,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",20.3,3,1,16
Skien,2022-01-01,Kvinner,Alle aldre,Personskader (S00-T78),"per 1000, standardisert",16.2,3,1,16
Skien,2022-01-01,Kvinner,Alle aldre,Hodeskader (S00-S09),"per 1000, standardisert",3.1,3,1,16
Skien,2022-01-01,Kvinner,Alle aldre,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",2.7,3,1,16
Skien,2022-01-01,Kvinner,Alle aldre,Forgiftninger (T36-T65),"per 1000, standardisert",,3,1,16
Skien,2022-01-01,Kvinner,0-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",6.0,3,2,16
Skien,2022-01-01,Kvinner,0-74 år,KOLS (J44),"per 1000, standardisert",0.7,3,2,16
Skien,2022-01-01,Kvinner,0-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",18.3,3,2,16
Skien,2022-01-01,Kvinner,0-74 år,Personskader (S00-T78),"per 1000, standardisert",11.6,3,2,16
Skien,2022-01-01,Kvinner,0-74 år,Hodeskader (S00-S09),"per 1000, standardisert",2.1,3,2,16
Skien,2022-01-01,Kvinner,0-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",1.0,3,2,16
Skien,2022-01-01,Kvinner,0-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",1.9,3,2,16
Skien,2022-01-01,Kvinner,0-44 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",1.8,3,3,16
Skien,2022-01-01,Kvinner,0-44 år,KOLS (J44),"per 1000, standardisert",,3,3,16
Skien,2022-01-01,Kvinner,0-44 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",10.3,3,3,16
Skien,2022-01-01,Kvinner,0-44 år,Personskader (S00-T78),"per 1000, standardisert",9.7,3,3,16
Skien,2022-01-01,Kvinner,0-44 år,Hodeskader (S00-S09),"per 1000, standardisert",2.4,3,3,16
Skien,2022-01-01,Kvinner,0-44 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,3,3,16
Skien,2022-01-01,Kvinner,0-44 år,Forgiftninger (T36-T65),"per 1000, standardisert",2.2,3,3,16
Skien,2022-01-01,Kvinner,0-24 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",1.0,3,4,16
Skien,2022-01-01,Kvinner,0-24 år,KOLS (J44),"per 1000, standardisert",,3,4,16
Skien,2022-01-01,Kvinner,0-24 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",4.9,3,4,16
Skien,2022-01-01,Kvinner,0-24 år,Personskader (S00-T78),"per 1000, standardisert",11.2,3,4,16
Skien,2022-01-01,Kvinner,0-24 år,Hodeskader (S00-S09),"per 1000, standardisert",3.0,3,4,16
Skien,2022-01-01,Kvinner,0-24 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,3,4,16
Skien,2022-01-01,Kvinner,0-24 år,Forgiftninger (T36-T65),"per 1000, standardisert",2.2,3,4,16
Skien,2022-01-01,Kvinner,0-14 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",,3,5,16
Skien,2022-01-01,Kvinner,0-14 år,KOLS (J44),"per 1000, standardisert",,3,5,16
Skien,2022-01-01,Kvinner,0-14 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",2.8,3,5,16
Skien,2022-01-01,Kvinner,0-14 år,Personskader (S00-T78),"per 1000, standardisert",10.4,3,5,16
Skien,2022-01-01,Kvinner,0-14 år,Hodeskader (S00-S09),"per 1000, standardisert",,3,5,16
Skien,2022-01-01,Kvinner,0-14 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,3,5,16
Skien,2022-01-01,Kvinner,0-14 år,Forgiftninger (T36-T65),"per 1000, standardisert",,3,5,16
Skien,2022-01-01,Kvinner,15-24 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",,3,6,16
Skien,2022-01-01,Kvinner,15-24 år,KOLS (J44),"per 1000, standardisert",,3,6,16
Skien,2022-01-01,Kvinner,15-24 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",7.5,3,6,16
Skien,2022-01-01,Kvinner,15-24 år,Personskader (S00-T78),"per 1000, standardisert",12.3,3,6,16
Skien,2022-01-01,Kvinner,15-24 år,Hodeskader (S00-S09),"per 1000, standardisert",,3,6,16
Skien,2022-01-01,Kvinner,15-24 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,3,6,16
Skien,2022-01-01,Kvinner,15-24 år,Forgiftninger (T36-T65),"per 1000, standardisert",,3,6,16
Skien,2022-01-01,Kvinner,25-44 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",2.6,3,7,16
Skien,2022-01-01,Kvinner,25-44 år,KOLS (J44),"per 1000, standardisert",,3,7,16
Skien,2022-01-01,Kvinner,25-44 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",15.8,3,7,16
Skien,2022-01-01,Kvinner,25-44 år,Personskader (S00-T78),"per 1000, standardisert",8.3,3,7,16
Skien,2022-01-01,Kvinner,25-44 år,Hodeskader (S00-S09),"per 1000, standardisert",1.9,3,7,16
Skien,2022-01-01,Kvinner,25-44 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,3,7,16
Skien,2022-01-01,Kvinner,25-44 år,Forgiftninger (T36-T65),"per 1000, standardisert",2.2,3,7,16
Skien,2022-01-01,Kvinner,45-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",12.4,3,8,16
Skien,2022-01-01,Kvinner,45-74 år,KOLS (J44),"per 1000, standardisert",,3,8,16
Skien,2022-01-01,Kvinner,45-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",30.9,3,8,16
Skien,2022-01-01,Kvinner,45-74 år,Personskader (S00-T78),"per 1000, standardisert",14.5,3,8,16
Skien,2022-01-01,Kvinner,45-74 år,Hodeskader (S00-S09),"per 1000, standardisert",1.6,3,8,16
Skien,2022-01-01,Kvinner,45-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,3,8,16
Skien,2022-01-01,Kvinner,45-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",1.5,3,8,16
Skien,2022-01-01,Kvinner,45-64 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",7.7,3,9,16
Skien,2022-01-01,Kvinner,45-64 år,KOLS (J44),"per 1000, standardisert",,3,9,16
Skien,2022-01-01,Kvinner,45-64 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",29.2,3,9,16
Skien,2022-01-01,Kvinner,45-64 år,Personskader (S00-T78),"per 1000, standardisert",11.5,3,9,16
Skien,2022-01-01,Kvinner,45-64 år,Hodeskader (S00-S09),"per 1000, standardisert",0.9,3,9,16
Skien,2022-01-01,Kvinner,45-64 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,3,9,16
Skien,2022-01-01,Kvinner,45-64 år,Forgiftninger (T36-T65),"per 1000, standardisert",,3,9,16
Skien,2022-01-01,Kvinner,65-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",23.9,3,10,16
Skien,2022-01-01,Kvinner,65-74 år,KOLS (J44),"per 1000, standardisert",,3,10,16
Skien,2022-01-01,Kvinner,65-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",35.5,3,10,16
Skien,2022-01-01,Kvinner,65-74 år,Personskader (S00-T78),"per 1000, standardisert",22.1,3,10,16
Skien,2022-01-01,Kvinner,65-74 år,Hodeskader (S00-S09),"per 1000, standardisert",3.1,3,10,16
Skien,2022-01-01,Kvinner,65-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",,3,10,16
Skien,2022-01-01,Kvinner,65-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",,3,10,16
Skien,2022-01-01,Kvinner,75 år+,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",59.0,3,11,16
Skien,2022-01-01,Kvinner,75 år+,KOLS (J44),"per 1000, standardisert",8.3,3,11,16
