ssbid_250,År,Populasjon
21785006591500,2004-01-01,7
21785006591750,2004-01-01,2
21787506562250,2004-01-01,4
21787506562500,2004-01-01,9
21787506566750,2004-01-01,1
21787506567250,2004-01-01,7
21787506572250,2004-01-01,2
21787506572500,2004-01-01,3
21787506577750,2004-01-01,4
21790006562500,2004-01-01,2
21790006567750,2004-01-01,2
21790006572000,2004-01-01,1
21790006572500,2004-01-01,2
21790006572750,2004-01-01,2
21792506562250,2004-01-01,1
21792506565000,2004-01-01,3
21792506566750,2004-01-01,1
21792506567250,2004-01-01,4
21792506567500,2004-01-01,11
21792506567750,2004-01-01,6
21792506570750,2004-01-01,7
21792506572000,2004-01-01,6
21792506572250,2004-01-01,14
21792506572500,2004-01-01,1
21792506573000,2004-01-01,5
21792506573750,2004-01-01,2
21792506575250,2004-01-01,7
21792506578000,2004-01-01,2
21792506578250,2004-01-01,6
21795006564750,2004-01-01,5
21795006571000,2004-01-01,1
21795006571250,2004-01-01,6
21795006571750,2004-01-01,7
21795006572000,2004-01-01,2
21795006573000,2004-01-01,4
21795006573250,2004-01-01,1
21795006573750,2004-01-01,3
21795006574500,2004-01-01,7
21795006591500,2004-01-01,1
21797506564500,2004-01-01,8
21797506567250,2004-01-01,3
21797506571250,2004-01-01,4
21797506571500,2004-01-01,3
21797506571750,2004-01-01,5
21797506573750,2004-01-01,2
21797506574000,2004-01-01,4
21797506575000,2004-01-01,3
21797506578000,2004-01-01,5
21800006564250,2004-01-01,6
21800006571750,2004-01-01,3
21800006573000,2004-01-01,4
21800006578000,2004-01-01,8
21800006585750,2004-01-01,3
21800006586000,2004-01-01,4
21802506564000,2004-01-01,12
21802506566250,2004-01-01,3
21802506572750,2004-01-01,2
21802506575000,2004-01-01,6
21802506575250,2004-01-01,11
21802506575500,2004-01-01,1
21802506576000,2004-01-01,3
21802506577000,2004-01-01,1
21802506577250,2004-01-01,5
21802506585250,2004-01-01,2
21802506585750,2004-01-01,3
21802506586250,2004-01-01,4
21805006564000,2004-01-01,2
21805006566250,2004-01-01,5
21805006571250,2004-01-01,1
21805006574750,2004-01-01,6
21805006575750,2004-01-01,2
21805006576000,2004-01-01,4
21805006576250,2004-01-01,4
21805006576500,2004-01-01,4
21805006577000,2004-01-01,7
21805006578250,2004-01-01,6
21805006585750,2004-01-01,4
21805006586250,2004-01-01,9
21807506561750,2004-01-01,9
21807506563250,2004-01-01,4
21807506563500,2004-01-01,4
21807506563750,2004-01-01,3
21807506574750,2004-01-01,5
21807506576000,2004-01-01,2
21807506576250,2004-01-01,11
21807506576500,2004-01-01,12
21807506576750,2004-01-01,5
21807506577750,2004-01-01,1
21807506578250,2004-01-01,7
21810006563000,2004-01-01,2
21810006564750,2004-01-01,2
21810006565000,2004-01-01,44
21810006565250,2004-01-01,6
21810006574500,2004-01-01,7
21810006575000,2004-01-01,3
21810006576000,2004-01-01,5
21810006576250,2004-01-01,18
21810006576500,2004-01-01,19
21810006577500,2004-01-01,5
21810006578000,2004-01-01,2
21812506565000,2004-01-01,37
21812506565250,2004-01-01,9
21812506565750,2004-01-01,8
21812506566000,2004-01-01,2
21812506566250,2004-01-01,5
21812506567000,2004-01-01,8
21812506567250,2004-01-01,7
21812506576250,2004-01-01,3
21812506576500,2004-01-01,10
21812506576750,2004-01-01,15
21812506577250,2004-01-01,5
21812506577750,2004-01-01,5
21812506578000,2004-01-01,5
21812506578250,2004-01-01,3
21812506578500,2004-01-01,1
21815006564000,2004-01-01,1
21815006564500,2004-01-01,3
21815006565750,2004-01-01,2
21815006566000,2004-01-01,3
21815006567000,2004-01-01,1
21815006576500,2004-01-01,15
21815006576750,2004-01-01,31
21815006577000,2004-01-01,26
21815006577250,2004-01-01,1
21815006577500,2004-01-01,23
21815006577750,2004-01-01,5
21815006578000,2004-01-01,3
21815006578250,2004-01-01,4
21817506577000,2004-01-01,5
21817506577500,2004-01-01,2
21817506577750,2004-01-01,4
21820006574750,2004-01-01,3
21820006577250,2004-01-01,2
21822506563750,2004-01-01,4
21822506566750,2004-01-01,2
21822506574500,2004-01-01,4
21822506575500,2004-01-01,2
21822506575750,2004-01-01,4
21825006574500,2004-01-01,1
21825006574750,2004-01-01,3
21825006575000,2004-01-01,3
21825006575250,2004-01-01,4
21825006575750,2004-01-01,2
21825006577250,2004-01-01,2
21825006577500,2004-01-01,5
21825006581250,2004-01-01,2
21827506566750,2004-01-01,4
21827506580750,2004-01-01,2
21830006574500,2004-01-01,6
21830006574750,2004-01-01,13
21832506566750,2004-01-01,1
21832506574500,2004-01-01,9
21832506574750,2004-01-01,9
21832506575000,2004-01-01,12
21832506580250,2004-01-01,2
21835006575250,2004-01-01,3
21837506574500,2004-01-01,11
21837506574750,2004-01-01,7
21837506575000,2004-01-01,5
21840006573750,2004-01-01,7
21840006574000,2004-01-01,13
21840006574250,2004-01-01,5
21840006575000,2004-01-01,2
21842506566500,2004-01-01,5
21842506566750,2004-01-01,1
21842506573500,2004-01-01,3
21842506573750,2004-01-01,7
21842506574000,2004-01-01,2
21842506574500,2004-01-01,2
21842506575250,2004-01-01,7
21842506579750,2004-01-01,5
21845006567750,2004-01-01,2
21845006573750,2004-01-01,2
21845006574000,2004-01-01,5
21845006574250,2004-01-01,16
21845006574750,2004-01-01,1
21845006575000,2004-01-01,5
21845006579000,2004-01-01,8
21845006579250,2004-01-01,13
21845006579500,2004-01-01,6
21845006579750,2004-01-01,5
21847506567000,2004-01-01,2
21847506567500,2004-01-01,1
21847506573750,2004-01-01,7
21847506574250,2004-01-01,8
21847506579000,2004-01-01,8
21847506579250,2004-01-01,9
21850006568000,2004-01-01,5
21850006573750,2004-01-01,4
21850006574250,2004-01-01,7
21850006575500,2004-01-01,4
21850006577750,2004-01-01,4
21850006578500,2004-01-01,7
21850006579000,2004-01-01,4
21852506567500,2004-01-01,10
21852506567750,2004-01-01,6
21852506568000,2004-01-01,1
21852506574500,2004-01-01,5
21852506575500,2004-01-01,4
21852506577500,2004-01-01,2
21852506578250,2004-01-01,4
21855006567000,2004-01-01,3
21855006567250,2004-01-01,5
21855006567750,2004-01-01,10
21855006573500,2004-01-01,5
21855006574750,2004-01-01,5
21855006575500,2004-01-01,2
21855006576750,2004-01-01,1
21855006577500,2004-01-01,1
21855006578250,2004-01-01,10
21855006578750,2004-01-01,7
21855006579000,2004-01-01,2
21857506567000,2004-01-01,3
21857506567250,2004-01-01,5
21857506569750,2004-01-01,4
21857506570000,2004-01-01,9
21857506573500,2004-01-01,2
21857506578750,2004-01-01,26
21860006570000,2004-01-01,4
21860006573000,2004-01-01,4
21860006573250,2004-01-01,6
21860006573500,2004-01-01,3
21860006573750,2004-01-01,6
21860006576000,2004-01-01,2
21860006576500,2004-01-01,8
21860006576750,2004-01-01,32
21860006577000,2004-01-01,39
21860006577250,2004-01-01,13
21860006577500,2004-01-01,1
21860006578250,2004-01-01,7
21860006578500,2004-01-01,1
21860006586500,2004-01-01,6
21862506567250,2004-01-01,16
21862506567500,2004-01-01,102
21862506567750,2004-01-01,22
21862506570000,2004-01-01,2
21862506573250,2004-01-01,5
21862506574000,2004-01-01,3
21862506574250,2004-01-01,2
21862506574500,2004-01-01,1
21862506575750,2004-01-01,2
21862506576000,2004-01-01,4
21862506576250,2004-01-01,3
21862506576750,2004-01-01,4
21862506577000,2004-01-01,55
21862506577250,2004-01-01,8
21862506577750,2004-01-01,8
21862506578000,2004-01-01,2
21865006567250,2004-01-01,3
21865006567500,2004-01-01,39
21865006570250,2004-01-01,5
21865006572000,2004-01-01,1
21865006572250,2004-01-01,4
21865006572500,2004-01-01,4
21865006572750,2004-01-01,3
21865006573250,2004-01-01,5
21865006573500,2004-01-01,6
21865006573750,2004-01-01,4
21865006574000,2004-01-01,6
21865006574250,2004-01-01,3
21865006576250,2004-01-01,3
21865006576500,2004-01-01,13
21865006577000,2004-01-01,4
21865006577500,2004-01-01,4
21865006577750,2004-01-01,2
21865006578000,2004-01-01,1
21867506567500,2004-01-01,14
21867506568250,2004-01-01,4
21867506570000,2004-01-01,6
21867506571250,2004-01-01,6
21867506571500,2004-01-01,9
21867506571750,2004-01-01,5
21867506572250,2004-01-01,2
21867506572750,2004-01-01,11
21867506573250,2004-01-01,7
21867506576250,2004-01-01,33
21867506576500,2004-01-01,2
21867506577000,2004-01-01,49
21867506577250,2004-01-01,76
21867506577500,2004-01-01,25
21870006567500,2004-01-01,3
21870006568250,2004-01-01,4
21870006568500,2004-01-01,10
21870006569000,2004-01-01,3
21870006569750,2004-01-01,4
21870006570000,2004-01-01,5
21870006571750,2004-01-01,6
21870006573000,2004-01-01,14
21870006573750,2004-01-01,6
21870006574000,2004-01-01,4
21870006576000,2004-01-01,3
21870006576250,2004-01-01,5
21870006576500,2004-01-01,2
21870006576750,2004-01-01,39
21870006577000,2004-01-01,94
21870006577250,2004-01-01,17
21872506567500,2004-01-01,4
21872506568000,2004-01-01,2
21872506568750,2004-01-01,4
21872506571250,2004-01-01,2
21872506571500,2004-01-01,14
21872506573250,2004-01-01,10
21872506573500,2004-01-01,5
21872506574000,2004-01-01,3
21872506574750,2004-01-01,6
21872506575500,2004-01-01,10
21872506576500,2004-01-01,75
21872506576750,2004-01-01,151
21872506577000,2004-01-01,76
21875006567250,2004-01-01,3
21875006568750,2004-01-01,2
21875006569000,2004-01-01,6
21875006573000,2004-01-01,8
21875006573250,2004-01-01,11
21875006573500,2004-01-01,12
21875006574250,2004-01-01,3
21875006574500,2004-01-01,2
21875006574750,2004-01-01,7
21875006575250,2004-01-01,9
21875006575500,2004-01-01,12
21875006576250,2004-01-01,8
21875006576750,2004-01-01,145
21875006577000,2004-01-01,9
21877506567500,2004-01-01,8
21877506569000,2004-01-01,9
21877506570000,2004-01-01,4
21877506572750,2004-01-01,2
21877506573000,2004-01-01,11
21877506573500,2004-01-01,2
21877506574000,2004-01-01,2
21877506574250,2004-01-01,1
21877506574500,2004-01-01,64
21877506574750,2004-01-01,109
21877506575000,2004-01-01,11
21877506575250,2004-01-01,59
21877506575500,2004-01-01,21
21877506575750,2004-01-01,1
21877506576000,2004-01-01,36
21877506576250,2004-01-01,10
21877506576500,2004-01-01,78
21877506576750,2004-01-01,110
21880006567250,2004-01-01,5
21880006567500,2004-01-01,5
21880006568250,2004-01-01,4
21880006568500,2004-01-01,9
21880006569250,2004-01-01,4
21880006572500,2004-01-01,9
21880006573000,2004-01-01,4
21880006573250,2004-01-01,5
21880006573500,2004-01-01,7
21880006574000,2004-01-01,8
21880006574250,2004-01-01,114
21880006574500,2004-01-01,100
21880006574750,2004-01-01,90
21880006575000,2004-01-01,115
21880006575250,2004-01-01,168
21880006575500,2004-01-01,41
21880006575750,2004-01-01,7
21880006576500,2004-01-01,7
21880006576750,2004-01-01,27
21882506568250,2004-01-01,6
21882506569000,2004-01-01,2
21882506569500,2004-01-01,5
21882506571000,2004-01-01,6
21882506572500,2004-01-01,20
21882506572750,2004-01-01,1
21882506573250,2004-01-01,18
21882506573750,2004-01-01,1
21882506574000,2004-01-01,115
21882506574250,2004-01-01,151
21882506574500,2004-01-01,104
21882506574750,2004-01-01,149
21882506575000,2004-01-01,127
21882506575250,2004-01-01,65
21882506575750,2004-01-01,7
21882506576750,2004-01-01,4
21885006569500,2004-01-01,5
21885006572000,2004-01-01,2
21885006572250,2004-01-01,4
21885006573250,2004-01-01,2
21885006573500,2004-01-01,4
21885006573750,2004-01-01,4
21885006574000,2004-01-01,68
21885006574250,2004-01-01,81
21885006574500,2004-01-01,7
21885006574750,2004-01-01,87
21885006575000,2004-01-01,86
21885006575250,2004-01-01,6
21885006575750,2004-01-01,39
21885006576000,2004-01-01,54
21885006576750,2004-01-01,9
21885006577750,2004-01-01,23
21885006584250,2004-01-01,4
21885006586250,2004-01-01,3
21885006586500,2004-01-01,2
21885006586750,2004-01-01,15
21885006601000,2004-01-01,2
21887506567000,2004-01-01,3
21887506569750,2004-01-01,2
21887506570000,2004-01-01,11
21887506570250,2004-01-01,1
21887506570500,2004-01-01,1
21887506572500,2004-01-01,2
21887506574750,2004-01-01,8
21887506575500,2004-01-01,36
21887506575750,2004-01-01,63
21887506576000,2004-01-01,105
21887506576250,2004-01-01,67
21887506576500,2004-01-01,3
21887506576750,2004-01-01,8
21887506577000,2004-01-01,2
21887506577500,2004-01-01,100
21887506577750,2004-01-01,104
21887506584000,2004-01-01,5
21887506584250,2004-01-01,4
21887506586750,2004-01-01,4
21887506600750,2004-01-01,1
21890006568750,2004-01-01,5
21890006569750,2004-01-01,1
21890006570000,2004-01-01,10
21890006570500,2004-01-01,2
21890006571750,2004-01-01,2
21890006574000,2004-01-01,5
21890006575250,2004-01-01,5
21890006575500,2004-01-01,70
21890006575750,2004-01-01,175
21890006576000,2004-01-01,210
21890006576250,2004-01-01,131
21890006576500,2004-01-01,4
21890006576750,2004-01-01,14
21890006577000,2004-01-01,117
21890006577250,2004-01-01,194
21890006577500,2004-01-01,131
21890006577750,2004-01-01,103
21890006578000,2004-01-01,5
21890006578500,2004-01-01,1
21890006581750,2004-01-01,1
21890006583250,2004-01-01,1
21890006583750,2004-01-01,4
21890006584000,2004-01-01,14
21890006584250,2004-01-01,4
21890006585000,2004-01-01,1
21890006585250,2004-01-01,1
21890006599750,2004-01-01,2
21892506571000,2004-01-01,3
21892506573000,2004-01-01,5
21892506573750,2004-01-01,7
21892506574000,2004-01-01,47
21892506575250,2004-01-01,2
21892506575500,2004-01-01,115
21892506575750,2004-01-01,186
21892506576000,2004-01-01,104
21892506576500,2004-01-01,24
21892506576750,2004-01-01,238
21892506577000,2004-01-01,315
21892506577250,2004-01-01,188
21892506577500,2004-01-01,190
21892506577750,2004-01-01,56
21892506578000,2004-01-01,26
21892506579750,2004-01-01,4
21892506580000,2004-01-01,2
21892506580750,2004-01-01,3
21892506581500,2004-01-01,17
21892506581750,2004-01-01,3
21892506582750,2004-01-01,15
21892506583250,2004-01-01,4
21892506583750,2004-01-01,6
21892506584250,2004-01-01,4
21892506585000,2004-01-01,4
21895006573000,2004-01-01,2
21895006573750,2004-01-01,3
21895006574000,2004-01-01,3
21895006575000,2004-01-01,1
21895006575250,2004-01-01,3
21895006575500,2004-01-01,150
21895006575750,2004-01-01,138
21895006576000,2004-01-01,103
21895006576250,2004-01-01,176
21895006576500,2004-01-01,80
21895006576750,2004-01-01,150
21895006577000,2004-01-01,123
21895006577250,2004-01-01,113
21895006577500,2004-01-01,200
21895006577750,2004-01-01,100
21895006578000,2004-01-01,125
21895006578750,2004-01-01,3
21895006579000,2004-01-01,6
21895006579250,2004-01-01,1
21895006579500,2004-01-01,4
21895006580500,2004-01-01,2
21895006581000,2004-01-01,1
21895006581250,2004-01-01,13
21895006581500,2004-01-01,1
21895006582250,2004-01-01,7
21895006582500,2004-01-01,4
21895006582750,2004-01-01,5
21895006583000,2004-01-01,7
21895006583250,2004-01-01,3
21895006583500,2004-01-01,1
21895006583750,2004-01-01,4
21895006585500,2004-01-01,1
21895006586000,2004-01-01,3
21897506568000,2004-01-01,1
21897506568250,2004-01-01,2
21897506571750,2004-01-01,4
21897506574000,2004-01-01,21
21897506574250,2004-01-01,19
21897506574500,2004-01-01,19
21897506574750,2004-01-01,24
21897506575250,2004-01-01,23
21897506575500,2004-01-01,150
21897506575750,2004-01-01,62
21897506576000,2004-01-01,171
21897506576250,2004-01-01,178
21897506576500,2004-01-01,16
21897506576750,2004-01-01,187
21897506577000,2004-01-01,249
21897506577250,2004-01-01,341
21897506577500,2004-01-01,425
21897506577750,2004-01-01,35
21897506578250,2004-01-01,4
21897506578500,2004-01-01,6
21897506578750,2004-01-01,10
21897506579000,2004-01-01,1
21897506579250,2004-01-01,6
21897506579750,2004-01-01,2
21897506580000,2004-01-01,1
21897506582000,2004-01-01,20
21897506582250,2004-01-01,6
21897506582500,2004-01-01,20
21897506584250,2004-01-01,6
21897506597500,2004-01-01,8
21897506598000,2004-01-01,3
21897506602000,2004-01-01,4
21900006566250,2004-01-01,15
21900006566500,2004-01-01,14
21900006574250,2004-01-01,93
21900006574500,2004-01-01,128
21900006574750,2004-01-01,69
21900006575000,2004-01-01,4
21900006575250,2004-01-01,57
21900006575500,2004-01-01,38
21900006575750,2004-01-01,25
21900006576000,2004-01-01,145
21900006576250,2004-01-01,53
21900006576500,2004-01-01,5
21900006576750,2004-01-01,46
21900006577000,2004-01-01,149
21900006577250,2004-01-01,39
21900006577500,2004-01-01,1
21900006578000,2004-01-01,14
21900006578250,2004-01-01,2
21900006579250,2004-01-01,5
21900006579500,2004-01-01,2
21900006581000,2004-01-01,5
21900006581250,2004-01-01,13
21900006581500,2004-01-01,13
21900006581750,2004-01-01,13
21900006582000,2004-01-01,8
21900006582500,2004-01-01,2
21900006582750,2004-01-01,6
21900006583000,2004-01-01,1
21900006583250,2004-01-01,1
21900006583500,2004-01-01,6
21900006586000,2004-01-01,6
21900006586250,2004-01-01,2
21900006587250,2004-01-01,2
21900006597000,2004-01-01,6
21900006603250,2004-01-01,2
21902506566500,2004-01-01,21
21902506568500,2004-01-01,3
21902506574000,2004-01-01,25
21902506574250,2004-01-01,177
21902506574500,2004-01-01,123
21902506574750,2004-01-01,54
21902506575000,2004-01-01,26
21902506575250,2004-01-01,66
21902506575500,2004-01-01,93
21902506575750,2004-01-01,93
21902506576000,2004-01-01,96
21902506576250,2004-01-01,46
21902506576500,2004-01-01,19
21902506576750,2004-01-01,25
21902506577000,2004-01-01,77
21902506577250,2004-01-01,6
21902506577500,2004-01-01,4
21902506577750,2004-01-01,4
21902506578000,2004-01-01,10
21902506578500,2004-01-01,3
21902506578750,2004-01-01,14
21902506579000,2004-01-01,6
21902506579500,2004-01-01,6
21902506579750,2004-01-01,10
21902506580000,2004-01-01,7
21902506580250,2004-01-01,9
21902506580500,2004-01-01,75
21902506580750,2004-01-01,71
21902506581000,2004-01-01,8
21902506581250,2004-01-01,4
21902506581500,2004-01-01,4
21902506582750,2004-01-01,15
21902506583000,2004-01-01,2
21902506583250,2004-01-01,4
21902506583500,2004-01-01,10
21902506583750,2004-01-01,19
21902506585500,2004-01-01,2
21902506586000,2004-01-01,3
21902506586250,2004-01-01,4
21902506587500,2004-01-01,3
21902506597750,2004-01-01,6
21902506602500,2004-01-01,6
21905006566250,2004-01-01,25
21905006566500,2004-01-01,49
21905006567250,2004-01-01,1
21905006568500,2004-01-01,7
21905006572750,2004-01-01,6
21905006573000,2004-01-01,10
21905006573250,2004-01-01,10
21905006573500,2004-01-01,7
21905006573750,2004-01-01,58
21905006574000,2004-01-01,94
21905006574250,2004-01-01,153
21905006574500,2004-01-01,84
21905006574750,2004-01-01,21
21905006575000,2004-01-01,22
21905006575250,2004-01-01,82
21905006575500,2004-01-01,112
21905006575750,2004-01-01,102
21905006576000,2004-01-01,160
21905006576250,2004-01-01,101
21905006576500,2004-01-01,8
21905006577250,2004-01-01,4
21905006577750,2004-01-01,13
21905006578000,2004-01-01,39
21905006578250,2004-01-01,3
21905006579000,2004-01-01,21
21905006579250,2004-01-01,35
21905006579500,2004-01-01,61
21905006579750,2004-01-01,52
21905006580000,2004-01-01,11
21905006580250,2004-01-01,47
21905006580500,2004-01-01,20
21905006580750,2004-01-01,1
21905006581500,2004-01-01,12
21905006582250,2004-01-01,3
21905006582500,2004-01-01,17
21905006582750,2004-01-01,45
21905006583000,2004-01-01,28
21905006583250,2004-01-01,1
21905006583750,2004-01-01,31
21905006584000,2004-01-01,5
21905006584250,2004-01-01,2
21905006584750,2004-01-01,4
21905006585000,2004-01-01,28
21905006585500,2004-01-01,1
21905006596250,2004-01-01,4
21907506566250,2004-01-01,15
21907506566500,2004-01-01,7
21907506567000,2004-01-01,11
21907506567250,2004-01-01,5
21907506568500,2004-01-01,1
21907506572750,2004-01-01,19
21907506573000,2004-01-01,72
21907506573250,2004-01-01,96
21907506573500,2004-01-01,109
21907506573750,2004-01-01,125
21907506574000,2004-01-01,16
21907506574250,2004-01-01,21
21907506575000,2004-01-01,30
21907506575250,2004-01-01,139
21907506575500,2004-01-01,80
21907506575750,2004-01-01,64
21907506576000,2004-01-01,29
21907506576250,2004-01-01,81
21907506576500,2004-01-01,147
21907506576750,2004-01-01,168
21907506577000,2004-01-01,15
21907506578250,2004-01-01,3
21907506578500,2004-01-01,25
21907506578750,2004-01-01,34
21907506579000,2004-01-01,5
21907506579250,2004-01-01,10
21907506579500,2004-01-01,6
21907506580250,2004-01-01,7
21907506581000,2004-01-01,6
21907506581250,2004-01-01,4
21907506581500,2004-01-01,6
21907506581750,2004-01-01,3
21907506582000,2004-01-01,7
21907506582250,2004-01-01,3
21907506583000,2004-01-01,6
21907506583750,2004-01-01,8
21907506584000,2004-01-01,2
21907506584250,2004-01-01,13
21907506584500,2004-01-01,4
21907506584750,2004-01-01,8
21907506585000,2004-01-01,13
21907506585250,2004-01-01,6
21910006567000,2004-01-01,4
21910006567750,2004-01-01,1
21910006568000,2004-01-01,7
21910006568250,2004-01-01,15
21910006571000,2004-01-01,4
21910006571250,2004-01-01,1
21910006571750,2004-01-01,5
21910006573250,2004-01-01,20
21910006573500,2004-01-01,159
21910006573750,2004-01-01,94
21910006574250,2004-01-01,5
21910006574750,2004-01-01,3
21910006575000,2004-01-01,19
21910006575250,2004-01-01,96
21910006575500,2004-01-01,95
21910006575750,2004-01-01,144
21910006576000,2004-01-01,71
21910006576250,2004-01-01,156
21910006576500,2004-01-01,330
21910006576750,2004-01-01,198
21910006577000,2004-01-01,15
21910006577750,2004-01-01,1
21910006578000,2004-01-01,30
21910006578250,2004-01-01,24
21910006578500,2004-01-01,46
21910006578750,2004-01-01,9
21910006579750,2004-01-01,12
21910006580000,2004-01-01,2
21910006580250,2004-01-01,5
21910006580500,2004-01-01,14
21910006580750,2004-01-01,6
21910006581000,2004-01-01,1
21910006581250,2004-01-01,5
21910006581750,2004-01-01,1
21910006584500,2004-01-01,1
21910006584750,2004-01-01,5
21912506567750,2004-01-01,12
21912506568000,2004-01-01,13
21912506568250,2004-01-01,4
21912506571500,2004-01-01,5
21912506572000,2004-01-01,3
21912506572500,2004-01-01,4
21912506574000,2004-01-01,23
21912506574250,2004-01-01,5
21912506574750,2004-01-01,87
21912506575000,2004-01-01,116
21912506575250,2004-01-01,160
21912506575500,2004-01-01,122
21912506575750,2004-01-01,137
21912506576000,2004-01-01,28
21912506576500,2004-01-01,35
21912506576750,2004-01-01,484
21912506577000,2004-01-01,79
21912506577250,2004-01-01,70
21912506577500,2004-01-01,27
21912506577750,2004-01-01,18
21912506578500,2004-01-01,5
21912506578750,2004-01-01,63
21912506579000,2004-01-01,41
21912506579250,2004-01-01,33
21912506579500,2004-01-01,56
21912506579750,2004-01-01,61
21912506580000,2004-01-01,29
21912506580250,2004-01-01,4
21912506580500,2004-01-01,5
21912506581000,2004-01-01,1
21912506581250,2004-01-01,1
21912506581750,2004-01-01,9
21912506582000,2004-01-01,1
21915006566500,2004-01-01,4
21915006567500,2004-01-01,1
21915006568500,2004-01-01,9
21915006569250,2004-01-01,3
21915006569500,2004-01-01,1
21915006570500,2004-01-01,5
21915006572500,2004-01-01,34
21915006572750,2004-01-01,50
21915006573000,2004-01-01,100
21915006573250,2004-01-01,151
21915006573500,2004-01-01,3
21915006573750,2004-01-01,9
21915006574000,2004-01-01,78
21915006574250,2004-01-01,13
21915006574750,2004-01-01,147
21915006575000,2004-01-01,173
21915006575250,2004-01-01,210
21915006575500,2004-01-01,146
21915006575750,2004-01-01,103
21915006576000,2004-01-01,183
21915006576250,2004-01-01,126
21915006576500,2004-01-01,35
21915006576750,2004-01-01,83
21915006577000,2004-01-01,89
21915006577250,2004-01-01,73
21915006577750,2004-01-01,15
21915006578000,2004-01-01,87
21915006578250,2004-01-01,140
21915006578500,2004-01-01,147
21915006578750,2004-01-01,33
21915006579000,2004-01-01,135
21915006579250,2004-01-01,98
21915006579500,2004-01-01,60
21915006580000,2004-01-01,2
21915006580250,2004-01-01,7
21915006580500,2004-01-01,1
21915006580750,2004-01-01,2
21915006581000,2004-01-01,2
21915006581500,2004-01-01,7
21915006582000,2004-01-01,9
21917506566500,2004-01-01,1
21917506566750,2004-01-01,26
21917506567000,2004-01-01,3
21917506567500,2004-01-01,2
21917506567750,2004-01-01,10
21917506568250,2004-01-01,7
21917506568500,2004-01-01,14
21917506568750,2004-01-01,51
21917506569000,2004-01-01,97
21917506569250,2004-01-01,234
21917506569500,2004-01-01,239
21917506570000,2004-01-01,5
21917506570500,2004-01-01,3
21917506571750,2004-01-01,15
21917506572000,2004-01-01,38
21917506572250,2004-01-01,19
21917506572500,2004-01-01,80
21917506572750,2004-01-01,74
21917506573000,2004-01-01,107
21917506573250,2004-01-01,52
21917506573500,2004-01-01,118
21917506573750,2004-01-01,39
21917506574000,2004-01-01,200
21917506574250,2004-01-01,64
21917506574750,2004-01-01,75
21917506575000,2004-01-01,254
21917506575250,2004-01-01,152
21917506575500,2004-01-01,45
21917506575750,2004-01-01,145
21917506576000,2004-01-01,231
21917506576250,2004-01-01,189
21917506576500,2004-01-01,147
21917506576750,2004-01-01,87
21917506577250,2004-01-01,22
21917506577500,2004-01-01,77
21917506577750,2004-01-01,171
21917506578000,2004-01-01,85
21917506578250,2004-01-01,97
21917506578500,2004-01-01,20
21917506578750,2004-01-01,3
21917506579000,2004-01-01,4
21917506580250,2004-01-01,5
21917506580500,2004-01-01,10
21920006566750,2004-01-01,10
21920006567000,2004-01-01,52
21920006567250,2004-01-01,26
21920006567500,2004-01-01,11
21920006568000,2004-01-01,2
21920006568250,2004-01-01,5
21920006568500,2004-01-01,39
21920006568750,2004-01-01,192
21920006569000,2004-01-01,285
21920006569250,2004-01-01,111
21920006569500,2004-01-01,106
21920006570000,2004-01-01,8
21920006570250,2004-01-01,4
21920006570750,2004-01-01,8
21920006571250,2004-01-01,2
21920006571500,2004-01-01,5
21920006571750,2004-01-01,79
21920006572000,2004-01-01,8
21920006572250,2004-01-01,17
21920006572500,2004-01-01,21
21920006572750,2004-01-01,22
21920006573000,2004-01-01,100
21920006573250,2004-01-01,198
21920006573500,2004-01-01,119
21920006573750,2004-01-01,78
21920006574000,2004-01-01,179
21920006574250,2004-01-01,197
21920006574500,2004-01-01,5
21920006575000,2004-01-01,48
21920006575250,2004-01-01,182
21920006575500,2004-01-01,54
21920006575750,2004-01-01,121
21920006576000,2004-01-01,96
21920006576250,2004-01-01,366
21920006576500,2004-01-01,258
21920006576750,2004-01-01,94
21920006577000,2004-01-01,38
21920006577250,2004-01-01,167
21920006577500,2004-01-01,95
21920006577750,2004-01-01,48
21920006578000,2004-01-01,1
21920006578500,2004-01-01,4
21920006578750,2004-01-01,4
21920006579500,2004-01-01,2
21920006580000,2004-01-01,2
21920006580250,2004-01-01,2
21920006580500,2004-01-01,3
21920006580750,2004-01-01,1
21920006581500,2004-01-01,14
21920006581750,2004-01-01,5
21922506567000,2004-01-01,45
21922506567250,2004-01-01,172
21922506567500,2004-01-01,25
21922506568500,2004-01-01,60
21922506568750,2004-01-01,126
21922506569250,2004-01-01,325
21922506569500,2004-01-01,70
21922506570250,2004-01-01,4
21922506570500,2004-01-01,7
21922506570750,2004-01-01,12
21922506571750,2004-01-01,18
21922506572000,2004-01-01,113
21922506572250,2004-01-01,108
21922506572500,2004-01-01,195
21922506572750,2004-01-01,118
21922506573000,2004-01-01,71
21922506573250,2004-01-01,103
21922506573500,2004-01-01,155
21922506573750,2004-01-01,144
21922506574000,2004-01-01,207
21922506574250,2004-01-01,174
21922506575250,2004-01-01,24
21922506575500,2004-01-01,84
21922506575750,2004-01-01,158
21922506576000,2004-01-01,122
21922506576250,2004-01-01,206
21922506576500,2004-01-01,91
21922506576750,2004-01-01,84
21922506577250,2004-01-01,3
21922506577500,2004-01-01,11
21922506577750,2004-01-01,37
21922506578000,2004-01-01,75
