ssbid_250,År,Populasjon
21905006573500,2012-01-01,9
21905006573750,2012-01-01,52
21905006574000,2012-01-01,133
21905006574250,2012-01-01,195
21905006574500,2012-01-01,67
21905006574750,2012-01-01,24
21905006575000,2012-01-01,23
21905006575250,2012-01-01,78
21905006575500,2012-01-01,124
21905006575750,2012-01-01,110
21905006576000,2012-01-01,143
21905006576250,2012-01-01,109
21905006576500,2012-01-01,12
21905006577000,2012-01-01,2
21905006577250,2012-01-01,4
21905006577750,2012-01-01,12
21905006578000,2012-01-01,36
21905006578250,2012-01-01,2
21905006579000,2012-01-01,14
21905006579250,2012-01-01,35
21905006579500,2012-01-01,100
21905006579750,2012-01-01,81
21905006580000,2012-01-01,40
21905006580250,2012-01-01,55
21905006580500,2012-01-01,23
21905006580750,2012-01-01,3
21905006581500,2012-01-01,12
21905006582250,2012-01-01,2
21905006582500,2012-01-01,19
21905006582750,2012-01-01,49
21905006583000,2012-01-01,23
21905006583500,2012-01-01,2
21905006583750,2012-01-01,24
21905006584000,2012-01-01,4
21905006584250,2012-01-01,2
21905006584750,2012-01-01,4
21905006585000,2012-01-01,25
21905006585500,2012-01-01,4
21905006596250,2012-01-01,4
21907506566250,2012-01-01,16
21907506566500,2012-01-01,8
21907506567000,2012-01-01,9
21907506567250,2012-01-01,5
21907506568500,2012-01-01,1
21907506572750,2012-01-01,16
21907506573000,2012-01-01,86
21907506573250,2012-01-01,110
21907506573500,2012-01-01,97
21907506573750,2012-01-01,112
21907506574000,2012-01-01,63
21907506574250,2012-01-01,26
21907506575000,2012-01-01,31
21907506575250,2012-01-01,137
21907506575500,2012-01-01,74
21907506575750,2012-01-01,68
21907506576000,2012-01-01,38
21907506576250,2012-01-01,76
21907506576500,2012-01-01,158
21907506576750,2012-01-01,180
21907506577000,2012-01-01,12
21907506578250,2012-01-01,9
21907506578500,2012-01-01,16
21907506578750,2012-01-01,31
21907506579000,2012-01-01,7
21907506579250,2012-01-01,20
21907506579500,2012-01-01,4
21907506580250,2012-01-01,6
21907506581000,2012-01-01,5
21907506581250,2012-01-01,5
21907506581500,2012-01-01,4
21907506581750,2012-01-01,3
21907506582000,2012-01-01,7
21907506582250,2012-01-01,8
21907506582500,2012-01-01,4
21907506583000,2012-01-01,6
21907506583750,2012-01-01,4
21907506584000,2012-01-01,4
21907506584250,2012-01-01,10
21907506584500,2012-01-01,4
21907506584750,2012-01-01,6
21907506585000,2012-01-01,8
21907506585250,2012-01-01,6
21910006567000,2012-01-01,3
21910006567750,2012-01-01,1
21910006568000,2012-01-01,4
21910006568250,2012-01-01,12
21910006571000,2012-01-01,5
21910006571750,2012-01-01,7
21910006573250,2012-01-01,15
21910006573500,2012-01-01,159
21910006573750,2012-01-01,112
21910006574250,2012-01-01,4
21910006575000,2012-01-01,28
21910006575250,2012-01-01,114
21910006575500,2012-01-01,96
21910006575750,2012-01-01,138
21910006576000,2012-01-01,86
21910006576250,2012-01-01,148
21910006576500,2012-01-01,320
21910006576750,2012-01-01,205
21910006577000,2012-01-01,13
21910006577750,2012-01-01,5
21910006578000,2012-01-01,31
21910006578250,2012-01-01,18
21910006578500,2012-01-01,68
21910006578750,2012-01-01,9
21910006579750,2012-01-01,7
21910006580000,2012-01-01,3
21910006580250,2012-01-01,6
21910006580500,2012-01-01,10
21910006580750,2012-01-01,5
21910006581000,2012-01-01,4
21910006581250,2012-01-01,2
21910006581750,2012-01-01,3
21910006584500,2012-01-01,1
21910006584750,2012-01-01,4
21912506567750,2012-01-01,9
21912506568000,2012-01-01,12
21912506568250,2012-01-01,5
21912506572000,2012-01-01,7
21912506572500,2012-01-01,2
21912506574750,2012-01-01,88
21912506575000,2012-01-01,132
21912506575250,2012-01-01,166
21912506575500,2012-01-01,138
21912506575750,2012-01-01,132
21912506576000,2012-01-01,29
21912506576250,2012-01-01,1
21912506576500,2012-01-01,43
21912506576750,2012-01-01,502
21912506577000,2012-01-01,70
21912506577250,2012-01-01,97
21912506577500,2012-01-01,25
21912506577750,2012-01-01,17
21912506578500,2012-01-01,5
21912506578750,2012-01-01,66
21912506579000,2012-01-01,40
21912506579250,2012-01-01,30
21912506579500,2012-01-01,61
21912506579750,2012-01-01,49
21912506580000,2012-01-01,33
21912506580250,2012-01-01,4
21912506580500,2012-01-01,4
21912506581000,2012-01-01,1
21912506581250,2012-01-01,9
21912506581750,2012-01-01,7
21912506582000,2012-01-01,3
21915006566500,2012-01-01,4
21915006567500,2012-01-01,1
21915006568500,2012-01-01,6
21915006569250,2012-01-01,7
21915006569500,2012-01-01,1
21915006570500,2012-01-01,4
21915006572500,2012-01-01,32
21915006572750,2012-01-01,49
21915006573000,2012-01-01,105
21915006573250,2012-01-01,149
21915006573500,2012-01-01,3
21915006573750,2012-01-01,2
21915006574000,2012-01-01,72
21915006574250,2012-01-01,4
21915006574750,2012-01-01,116
21915006575000,2012-01-01,167
21915006575250,2012-01-01,188
21915006575500,2012-01-01,140
21915006575750,2012-01-01,110
21915006576000,2012-01-01,232
21915006576250,2012-01-01,132
21915006576500,2012-01-01,47
21915006576750,2012-01-01,77
21915006577000,2012-01-01,89
21915006577250,2012-01-01,87
21915006577750,2012-01-01,21
21915006578000,2012-01-01,91
21915006578250,2012-01-01,149
21915006578500,2012-01-01,136
21915006578750,2012-01-01,41
21915006579000,2012-01-01,123
21915006579250,2012-01-01,112
21915006579500,2012-01-01,67
21915006579750,2012-01-01,2
21915006580000,2012-01-01,1
21915006580250,2012-01-01,6
21915006580500,2012-01-01,1
21915006580750,2012-01-01,2
21915006581000,2012-01-01,5
21915006581500,2012-01-01,7
21915006582000,2012-01-01,8
21915006596000,2012-01-01,2
21917506566750,2012-01-01,22
21917506567000,2012-01-01,3
21917506567500,2012-01-01,2
21917506567750,2012-01-01,8
21917506568250,2012-01-01,7
21917506568500,2012-01-01,15
21917506568750,2012-01-01,57
21917506569000,2012-01-01,97
21917506569250,2012-01-01,221
21917506569500,2012-01-01,229
21917506570000,2012-01-01,5
21917506570500,2012-01-01,1
21917506571250,2012-01-01,1
21917506571750,2012-01-01,10
21917506572000,2012-01-01,42
21917506572250,2012-01-01,16
21917506572500,2012-01-01,78
21917506572750,2012-01-01,104
21917506573000,2012-01-01,101
21917506573250,2012-01-01,74
21917506573500,2012-01-01,122
21917506573750,2012-01-01,71
21917506574000,2012-01-01,186
21917506574250,2012-01-01,59
21917506574500,2012-01-01,2
21917506574750,2012-01-01,72
21917506575000,2012-01-01,255
21917506575250,2012-01-01,141
21917506575500,2012-01-01,43
21917506575750,2012-01-01,148
21917506576000,2012-01-01,221
21917506576250,2012-01-01,196
21917506576500,2012-01-01,157
21917506576750,2012-01-01,83
21917506577250,2012-01-01,17
21917506577500,2012-01-01,119
21917506577750,2012-01-01,177
21917506578000,2012-01-01,97
21917506578250,2012-01-01,101
21917506578500,2012-01-01,78
21917506578750,2012-01-01,4
21917506579000,2012-01-01,6
21917506580250,2012-01-01,5
21917506580500,2012-01-01,11
21920006566750,2012-01-01,10
21920006567000,2012-01-01,62
21920006567250,2012-01-01,28
21920006567500,2012-01-01,14
21920006568000,2012-01-01,1
21920006568250,2012-01-01,4
21920006568500,2012-01-01,37
21920006568750,2012-01-01,205
21920006569000,2012-01-01,268
21920006569250,2012-01-01,117
21920006569500,2012-01-01,109
21920006570000,2012-01-01,3
21920006570250,2012-01-01,9
21920006570750,2012-01-01,8
21920006571250,2012-01-01,2
21920006571500,2012-01-01,2
21920006571750,2012-01-01,71
21920006572000,2012-01-01,8
21920006572250,2012-01-01,16
21920006572500,2012-01-01,17
21920006572750,2012-01-01,23
21920006573000,2012-01-01,154
21920006573250,2012-01-01,211
21920006573500,2012-01-01,115
21920006573750,2012-01-01,85
21920006574000,2012-01-01,167
21920006574250,2012-01-01,213
21920006574500,2012-01-01,75
21920006575000,2012-01-01,61
21920006575250,2012-01-01,240
21920006575500,2012-01-01,110
21920006575750,2012-01-01,176
21920006576000,2012-01-01,107
21920006576250,2012-01-01,341
21920006576500,2012-01-01,321
21920006576750,2012-01-01,84
21920006577000,2012-01-01,39
21920006577250,2012-01-01,165
21920006577500,2012-01-01,97
21920006577750,2012-01-01,48
21920006578000,2012-01-01,2
21920006578500,2012-01-01,6
21920006578750,2012-01-01,4
21920006579500,2012-01-01,3
21920006580000,2012-01-01,2
21920006580250,2012-01-01,2
21920006580500,2012-01-01,4
21920006580750,2012-01-01,1
21920006581500,2012-01-01,10
21920006581750,2012-01-01,6
21922506567000,2012-01-01,53
21922506567250,2012-01-01,140
21922506567500,2012-01-01,33
21922506568500,2012-01-01,52
21922506568750,2012-01-01,117
21922506569250,2012-01-01,328
21922506569500,2012-01-01,78
21922506569750,2012-01-01,4
21922506570250,2012-01-01,3
21922506570500,2012-01-01,7
21922506570750,2012-01-01,16
21922506571750,2012-01-01,16
21922506572000,2012-01-01,118
21922506572250,2012-01-01,100
21922506572500,2012-01-01,198
21922506572750,2012-01-01,134
21922506573000,2012-01-01,82
21922506573250,2012-01-01,114
21922506573500,2012-01-01,167
21922506573750,2012-01-01,158
21922506574000,2012-01-01,206
21922506574250,2012-01-01,141
21922506575250,2012-01-01,23
21922506575500,2012-01-01,178
21922506575750,2012-01-01,142
21922506576000,2012-01-01,138
21922506576250,2012-01-01,186
21922506576500,2012-01-01,77
21922506576750,2012-01-01,80
21922506577250,2012-01-01,2
21922506577500,2012-01-01,11
21922506577750,2012-01-01,56
21922506578000,2012-01-01,94
21922506578250,2012-01-01,46
21922506578750,2012-01-01,7
21922506579250,2012-01-01,6
21922506579500,2012-01-01,1
21922506579750,2012-01-01,2
21922506580000,2012-01-01,7
21922506580750,2012-01-01,3
21922506582750,2012-01-01,5
21925006567250,2012-01-01,25
21925006567500,2012-01-01,46
21925006568000,2012-01-01,30
21925006568500,2012-01-01,91
21925006568750,2012-01-01,62
21925006569000,2012-01-01,101
21925006569250,2012-01-01,29
21925006569500,2012-01-01,113
21925006569750,2012-01-01,18
21925006570000,2012-01-01,6
21925006570250,2012-01-01,2
21925006571750,2012-01-01,42
21925006572000,2012-01-01,187
21925006572250,2012-01-01,184
21925006572500,2012-01-01,123
21925006572750,2012-01-01,108
21925006573000,2012-01-01,103
21925006573250,2012-01-01,161
21925006573500,2012-01-01,156
21925006573750,2012-01-01,217
21925006574000,2012-01-01,156
21925006574500,2012-01-01,2
21925006574750,2012-01-01,23
21925006575000,2012-01-01,48
21925006575250,2012-01-01,206
21925006575500,2012-01-01,156
21925006575750,2012-01-01,205
21925006576000,2012-01-01,216
21925006576250,2012-01-01,72
21925006576500,2012-01-01,117
21925006576750,2012-01-01,186
21925006577000,2012-01-01,81
21925006577500,2012-01-01,11
21925006579000,2012-01-01,11
21925006579250,2012-01-01,6
21925006579500,2012-01-01,2
21925006580250,2012-01-01,4
21925006580500,2012-01-01,9
21925006580750,2012-01-01,7
21925006581000,2012-01-01,2
21925006581250,2012-01-01,1
21925006581500,2012-01-01,2
21925006582000,2012-01-01,1
21925006582250,2012-01-01,1
21925006582500,2012-01-01,15
21925006582750,2012-01-01,2
21927506567500,2012-01-01,2
21927506567750,2012-01-01,15
21927506568000,2012-01-01,26
21927506568250,2012-01-01,23
21927506568500,2012-01-01,128
21927506568750,2012-01-01,143
21927506569000,2012-01-01,195
21927506569250,2012-01-01,61
21927506569500,2012-01-01,130
21927506569750,2012-01-01,18
21927506570000,2012-01-01,13
21927506570250,2012-01-01,44
21927506570500,2012-01-01,97
21927506570750,2012-01-01,19
21927506571500,2012-01-01,3
21927506571750,2012-01-01,3
21927506572000,2012-01-01,149
21927506572250,2012-01-01,86
21927506572500,2012-01-01,30
21927506572750,2012-01-01,6
21927506573000,2012-01-01,132
21927506573250,2012-01-01,98
21927506573500,2012-01-01,111
21927506573750,2012-01-01,98
21927506574000,2012-01-01,39
21927506574250,2012-01-01,24
21927506574500,2012-01-01,148
21927506574750,2012-01-01,195
21927506575000,2012-01-01,236
21927506575250,2012-01-01,168
21927506575500,2012-01-01,135
21927506575750,2012-01-01,60
21927506576000,2012-01-01,63
21927506576250,2012-01-01,81
21927506576500,2012-01-01,73
21927506576750,2012-01-01,14
21927506578750,2012-01-01,7
21927506579000,2012-01-01,8
21927506579250,2012-01-01,2
21927506579750,2012-01-01,3
21927506580000,2012-01-01,10
21927506580250,2012-01-01,8
21927506580500,2012-01-01,2
21927506580750,2012-01-01,2
21927506581000,2012-01-01,5
21927506581250,2012-01-01,2
21927506581750,2012-01-01,4
21927506582000,2012-01-01,10
21927506582250,2012-01-01,2
21930006566750,2012-01-01,50
21930006567000,2012-01-01,161
21930006567250,2012-01-01,13
21930006567500,2012-01-01,17
21930006567750,2012-01-01,165
21930006568000,2012-01-01,124
21930006568250,2012-01-01,56
21930006568500,2012-01-01,110
21930006568750,2012-01-01,21
21930006569000,2012-01-01,62
21930006569250,2012-01-01,110
21930006569500,2012-01-01,37
21930006569750,2012-01-01,32
21930006570000,2012-01-01,61
21930006570250,2012-01-01,51
21930006570500,2012-01-01,215
21930006570750,2012-01-01,151
21930006571000,2012-01-01,19
21930006571500,2012-01-01,15
21930006571750,2012-01-01,41
21930006572000,2012-01-01,70
21930006573250,2012-01-01,8
21930006573500,2012-01-01,52
21930006573750,2012-01-01,174
21930006574000,2012-01-01,106
21930006574250,2012-01-01,130
21930006574500,2012-01-01,175
21930006574750,2012-01-01,138
21930006575000,2012-01-01,146
21930006575250,2012-01-01,109
21930006575500,2012-01-01,157
21930006575750,2012-01-01,126
21930006576000,2012-01-01,94
21930006576250,2012-01-01,149
21930006576500,2012-01-01,28
21930006578500,2012-01-01,2
21930006578750,2012-01-01,23
21930006579500,2012-01-01,8
21930006579750,2012-01-01,6
21930006581000,2012-01-01,6
21930006581250,2012-01-01,4
21932506560500,2012-01-01,4
21932506561250,2012-01-01,4
21932506561750,2012-01-01,2
21932506562000,2012-01-01,12
21932506562500,2012-01-01,4
21932506564250,2012-01-01,2
21932506564500,2012-01-01,52
21932506564750,2012-01-01,61
21932506566250,2012-01-01,32
21932506566500,2012-01-01,48
21932506566750,2012-01-01,187
21932506567000,2012-01-01,176
21932506567250,2012-01-01,101
21932506567500,2012-01-01,7
21932506567750,2012-01-01,35
21932506568000,2012-01-01,181
21932506568250,2012-01-01,181
21932506568500,2012-01-01,23
21932506568750,2012-01-01,213
21932506569000,2012-01-01,72
21932506569250,2012-01-01,78
21932506569500,2012-01-01,139
21932506569750,2012-01-01,179
21932506570000,2012-01-01,111
21932506570250,2012-01-01,78
21932506570500,2012-01-01,75
21932506570750,2012-01-01,134
21932506571000,2012-01-01,138
21932506571250,2012-01-01,60
21932506571500,2012-01-01,15
21932506571750,2012-01-01,30
21932506572000,2012-01-01,8
21932506572250,2012-01-01,24
21932506572500,2012-01-01,59
21932506572750,2012-01-01,76
21932506573000,2012-01-01,126
21932506573250,2012-01-01,94
21932506573500,2012-01-01,39
21932506573750,2012-01-01,87
21932506574000,2012-01-01,84
21932506574250,2012-01-01,148
21932506574500,2012-01-01,126
21932506574750,2012-01-01,72
21932506575000,2012-01-01,135
21932506575250,2012-01-01,139
21932506575500,2012-01-01,84
21932506575750,2012-01-01,68
21932506576000,2012-01-01,28
21932506576250,2012-01-01,2
21932506578250,2012-01-01,5
21932506578500,2012-01-01,17
21932506578750,2012-01-01,12
21932506580750,2012-01-01,6
21932506581250,2012-01-01,7
21935006560750,2012-01-01,2
21935006561250,2012-01-01,11
21935006562250,2012-01-01,16
21935006562500,2012-01-01,15
21935006564000,2012-01-01,18
21935006564250,2012-01-01,84
21935006564500,2012-01-01,151
21935006564750,2012-01-01,83
21935006565000,2012-01-01,16
21935006566000,2012-01-01,29
21935006566250,2012-01-01,133
21935006566500,2012-01-01,179
21935006566750,2012-01-01,137
21935006567000,2012-01-01,137
21935006567250,2012-01-01,7
21935006567500,2012-01-01,63
21935006568000,2012-01-01,56
21935006568250,2012-01-01,277
21935006568500,2012-01-01,152
21935006568750,2012-01-01,107
21935006569000,2012-01-01,55
21935006569250,2012-01-01,74
21935006569500,2012-01-01,117
21935006569750,2012-01-01,136
21935006570000,2012-01-01,93
21935006570250,2012-01-01,13
21935006570750,2012-01-01,12
21935006571000,2012-01-01,58
21935006571250,2012-01-01,6
21935006571500,2012-01-01,2
21935006572000,2012-01-01,25
21935006572250,2012-01-01,129
21935006572500,2012-01-01,133
21935006572750,2012-01-01,117
21935006573000,2012-01-01,132
21935006573250,2012-01-01,2
21935006573500,2012-01-01,5
21935006573750,2012-01-01,11
21935006574000,2012-01-01,123
21935006574250,2012-01-01,50
21935006574500,2012-01-01,92
21935006574750,2012-01-01,13
21935006575000,2012-01-01,51
21935006575250,2012-01-01,13
21935006577000,2012-01-01,3
21935006577500,2012-01-01,5
21935006577750,2012-01-01,5
21935006578250,2012-01-01,27
21935006578500,2012-01-01,12
21935006578750,2012-01-01,25
21935006581000,2012-01-01,11
21937506560000,2012-01-01,4
21937506560250,2012-01-01,3
21937506560750,2012-01-01,5
21937506561250,2012-01-01,6
21937506561500,2012-01-01,2
21937506561750,2012-01-01,13
21937506562000,2012-01-01,1
21937506563750,2012-01-01,62
21937506564000,2012-01-01,113
21937506564250,2012-01-01,153
21937506564500,2012-01-01,143
21937506564750,2012-01-01,149
21937506565000,2012-01-01,75
21937506565250,2012-01-01,12
21937506565500,2012-01-01,41
21937506565750,2012-01-01,34
21937506566000,2012-01-01,75
21937506566250,2012-01-01,149
21937506566500,2012-01-01,143
21937506566750,2012-01-01,95
21937506567000,2012-01-01,216
21937506567250,2012-01-01,105
21937506567500,2012-01-01,210
21937506567750,2012-01-01,273
21937506568000,2012-01-01,129
21937506568250,2012-01-01,189
21937506568500,2012-01-01,147
21937506568750,2012-01-01,170
21937506569000,2012-01-01,138
21937506569250,2012-01-01,44
21937506569500,2012-01-01,165
21937506569750,2012-01-01,49
21937506570000,2012-01-01,3
21937506570250,2012-01-01,1
21937506570500,2012-01-01,132
21937506570750,2012-01-01,8
21937506571750,2012-01-01,55
21937506572000,2012-01-01,128
21937506572250,2012-01-01,141
21937506572500,2012-01-01,81
21937506572750,2012-01-01,23
21937506573000,2012-01-01,4
21937506573250,2012-01-01,4
21937506573500,2012-01-01,11
21937506574000,2012-01-01,14
21937506574250,2012-01-01,3
21937506574500,2012-01-01,11
21937506574750,2012-01-01,2
21937506575000,2012-01-01,16
21937506575250,2012-01-01,6
21937506576500,2012-01-01,4
21937506576750,2012-01-01,22
21937506577000,2012-01-01,6
21937506577250,2012-01-01,23
21937506577500,2012-01-01,9
21937506577750,2012-01-01,4
21937506578000,2012-01-01,7
21937506578500,2012-01-01,5
21937506578750,2012-01-01,14
21937506579000,2012-01-01,2
21937506579500,2012-01-01,1
21937506580000,2012-01-01,9
21937506580250,2012-01-01,3
21940006560000,2012-01-01,5
21940006560250,2012-01-01,24
21940006560750,2012-01-01,19
21940006561000,2012-01-01,19
21940006561250,2012-01-01,16
21940006561500,2012-01-01,20
21940006561750,2012-01-01,1
21940006562000,2012-01-01,7
21940006562250,2012-01-01,9
21940006563500,2012-01-01,2
21940006563750,2012-01-01,84
21940006564000,2012-01-01,107
21940006564250,2012-01-01,95
21940006564500,2012-01-01,148
21940006564750,2012-01-01,78
21940006565000,2012-01-01,51
21940006565250,2012-01-01,65
21940006565500,2012-01-01,40
21940006565750,2012-01-01,73
21940006566000,2012-01-01,118
21940006566250,2012-01-01,125
21940006566500,2012-01-01,110
21940006566750,2012-01-01,113
21940006567000,2012-01-01,243
21940006567250,2012-01-01,145
21940006567500,2012-01-01,182
21940006567750,2012-01-01,56
21940006568000,2012-01-01,110
21940006568250,2012-01-01,175
21940006568500,2012-01-01,115
21940006568750,2012-01-01,86
21940006569000,2012-01-01,39
21940006569250,2012-01-01,18
21940006569500,2012-01-01,18
21940006570000,2012-01-01,3
21940006570250,2012-01-01,25
21940006570500,2012-01-01,156
21940006570750,2012-01-01,109
21940006571000,2012-01-01,34
21940006571250,2012-01-01,51
21940006571500,2012-01-01,124
21940006571750,2012-01-01,150
21940006572000,2012-01-01,63
21940006572250,2012-01-01,36
21940006572500,2012-01-01,11
21940006572750,2012-01-01,16
21940006573000,2012-01-01,6
21940006573250,2012-01-01,15
21940006573500,2012-01-01,2
21940006573750,2012-01-01,7
21940006576000,2012-01-01,8
21940006576250,2012-01-01,32
21940006576500,2012-01-01,65
21940006576750,2012-01-01,50
21940006577000,2012-01-01,2
21940006577250,2012-01-01,3
21940006577500,2012-01-01,1
21940006578000,2012-01-01,13
21940006578250,2012-01-01,5
21940006578500,2012-01-01,5
21940006578750,2012-01-01,25
21940006579000,2012-01-01,5
21940006579250,2012-01-01,5
21940006580250,2012-01-01,1
21940006581000,2012-01-01,10
21940006581250,2012-01-01,4
21942506560000,2012-01-01,6
21942506560250,2012-01-01,12
21942506560750,2012-01-01,1
21942506561500,2012-01-01,3
21942506561750,2012-01-01,2
21942506562750,2012-01-01,1
21942506563000,2012-01-01,7
21942506563750,2012-01-01,129
21942506564000,2012-01-01,74
21942506564250,2012-01-01,42
21942506564500,2012-01-01,66
21942506564750,2012-01-01,101
21942506565000,2012-01-01,170
21942506565250,2012-01-01,96
21942506565500,2012-01-01,70
21942506565750,2012-01-01,175
21942506566000,2012-01-01,157
21942506566250,2012-01-01,129
21942506566500,2012-01-01,156
21942506566750,2012-01-01,62
21942506567000,2012-01-01,187
21942506567250,2012-01-01,164
21942506567500,2012-01-01,192
21942506567750,2012-01-01,122
21942506568000,2012-01-01,58
21942506568250,2012-01-01,58
21942506568500,2012-01-01,40
21942506568750,2012-01-01,36
21942506569000,2012-01-01,65
21942506569250,2012-01-01,66
21942506569500,2012-01-01,16
21942506570000,2012-01-01,2
21942506570250,2012-01-01,14
21942506570500,2012-01-01,115
21942506570750,2012-01-01,159
21942506571000,2012-01-01,172
21942506571250,2012-01-01,129
21942506571500,2012-01-01,147
21942506571750,2012-01-01,129
21942506572000,2012-01-01,83
21942506572250,2012-01-01,12
21942506572750,2012-01-01,9
21942506576000,2012-01-01,7
21942506576250,2012-01-01,2
21942506576500,2012-01-01,14
21942506576750,2012-01-01,44
21942506577000,2012-01-01,2
21942506577500,2012-01-01,9
21942506578000,2012-01-01,2
21942506578500,2012-01-01,25
21942506578750,2012-01-01,12
21942506579000,2012-01-01,2
21942506579500,2012-01-01,7
21942506579750,2012-01-01,4
21942506580000,2012-01-01,3
21942506580250,2012-01-01,3
21942506580500,2012-01-01,3
21945006560500,2012-01-01,2
21945006561000,2012-01-01,75
21945006561250,2012-01-01,154
21945006561500,2012-01-01,6
21945006562500,2012-01-01,1
21945006563000,2012-01-01,53
21945006563250,2012-01-01,63
21945006563750,2012-01-01,176
21945006564000,2012-01-01,21
21945006564250,2012-01-01,60
21945006564500,2012-01-01,126
21945006564750,2012-01-01,227
21945006565000,2012-01-01,214
21945006565250,2012-01-01,135
21945006565500,2012-01-01,111
21945006565750,2012-01-01,69
21945006566000,2012-01-01,13
21945006566750,2012-01-01,101
21945006567000,2012-01-01,133
21945006567250,2012-01-01,144
21945006567500,2012-01-01,134
21945006567750,2012-01-01,56
21945006568000,2012-01-01,61
21945006568250,2012-01-01,149
21945006568500,2012-01-01,179
21945006568750,2012-01-01,172
21945006569000,2012-01-01,168
21945006569250,2012-01-01,184
21945006569500,2012-01-01,116
21945006569750,2012-01-01,24
21945006570250,2012-01-01,8
21945006570500,2012-01-01,57
21945006570750,2012-01-01,166
21945006571000,2012-01-01,134
21945006571250,2012-01-01,148
21945006571500,2012-01-01,52
21945006572000,2012-01-01,4
21945006572250,2012-01-01,22
21945006575250,2012-01-01,3
21945006575500,2012-01-01,6
21945006575750,2012-01-01,2
21945006576250,2012-01-01,8
21945006576500,2012-01-01,7
21945006577250,2012-01-01,2
21945006577750,2012-01-01,4
21945006578250,2012-01-01,4
21945006578750,2012-01-01,2
21945006579000,2012-01-01,3
21945006579250,2012-01-01,6
21945006580500,2012-01-01,1
21945006580750,2012-01-01,6
21945006581000,2012-01-01,5
21947506558250,2012-01-01,28
21947506560250,2012-01-01,1
21947506560500,2012-01-01,19
21947506560750,2012-01-01,55
21947506561000,2012-01-01,83
21947506561250,2012-01-01,103
21947506561500,2012-01-01,65
21947506561750,2012-01-01,13
21947506562000,2012-01-01,1
21947506562500,2012-01-01,12
21947506562750,2012-01-01,67
21947506563000,2012-01-01,159
21947506563250,2012-01-01,46
21947506563500,2012-01-01,16
21947506563750,2012-01-01,89
21947506564000,2012-01-01,82
21947506564250,2012-01-01,112
21947506564500,2012-01-01,9
21947506564750,2012-01-01,216
21947506565000,2012-01-01,18
21947506565250,2012-01-01,30
21947506565500,2012-01-01,37
21947506566750,2012-01-01,101
21947506567000,2012-01-01,164
21947506567250,2012-01-01,37
21947506567500,2012-01-01,116
21947506567750,2012-01-01,47
21947506568000,2012-01-01,126
21947506568250,2012-01-01,247
21947506568500,2012-01-01,249
21947506568750,2012-01-01,50
21947506569000,2012-01-01,220
21947506569250,2012-01-01,204
21947506569500,2012-01-01,220
21947506569750,2012-01-01,125
21947506570000,2012-01-01,45
21947506570250,2012-01-01,72
21947506570750,2012-01-01,41
21947506571000,2012-01-01,74
21947506571250,2012-01-01,52
21947506571500,2012-01-01,15
21947506572250,2012-01-01,4
21947506572750,2012-01-01,3
21947506574750,2012-01-01,5
21947506575000,2012-01-01,8
21947506575250,2012-01-01,5
21947506576500,2012-01-01,3
21947506578250,2012-01-01,4
21947506578500,2012-01-01,5
21947506579000,2012-01-01,2
21947506579250,2012-01-01,1
21947506579750,2012-01-01,6
21947506580500,2012-01-01,6
21947506586750,2012-01-01,7
21947506587000,2012-01-01,14
21950006558000,2012-01-01,3
21950006558250,2012-01-01,50
21950006560250,2012-01-01,23
21950006560500,2012-01-01,9
21950006560750,2012-01-01,99
21950006561000,2012-01-01,105
21950006561250,2012-01-01,106
21950006561500,2012-01-01,100
21950006561750,2012-01-01,147
21950006562000,2012-01-01,15
21950006562250,2012-01-01,21
21950006562500,2012-01-01,90
21950006562750,2012-01-01,161
21950006563000,2012-01-01,118
21950006563750,2012-01-01,26
21950006564000,2012-01-01,225
21950006564250,2012-01-01,228
21950006564500,2012-01-01,134
21950006565250,2012-01-01,51
21950006565500,2012-01-01,2
21950006566750,2012-01-01,92
21950006567000,2012-01-01,138
21950006567250,2012-01-01,8
21950006567500,2012-01-01,31
21950006568000,2012-01-01,31
21950006568250,2012-01-01,274
21950006568500,2012-01-01,221
21950006568750,2012-01-01,127
21950006569000,2012-01-01,46
21950006569500,2012-01-01,43
21950006569750,2012-01-01,119
21950006570000,2012-01-01,179
21950006570250,2012-01-01,105
21950006570500,2012-01-01,225
21950006570750,2012-01-01,33
21950006571000,2012-01-01,1
21950006571250,2012-01-01,10
21950006571750,2012-01-01,5
21950006572000,2012-01-01,4
21950006574500,2012-01-01,2
21950006574750,2012-01-01,24
21950006575000,2012-01-01,2
21950006577000,2012-01-01,1
21950006577250,2012-01-01,5
21950006578750,2012-01-01,7
21950006579000,2012-01-01,2
21950006579250,2012-01-01,5
21950006579750,2012-01-01,5
21950006580000,2012-01-01,3
21950006580500,2012-01-01,4
21950006581000,2012-01-01,6
21950006581250,2012-01-01,4
21950006586500,2012-01-01,10
21950006586750,2012-01-01,6
21950006587000,2012-01-01,7
21950006587250,2012-01-01,4
21952506558250,2012-01-01,50
21952506558500,2012-01-01,10
21952506558750,2012-01-01,67
21952506559500,2012-01-01,3
21952506559750,2012-01-01,14
21952506560000,2012-01-01,12
21952506560250,2012-01-01,34
21952506560500,2012-01-01,28
21952506560750,2012-01-01,123
21952506561000,2012-01-01,110
21952506561250,2012-01-01,56
21952506561500,2012-01-01,4
21952506562250,2012-01-01,16
21952506562500,2012-01-01,134
21952506562750,2012-01-01,72
21952506563000,2012-01-01,79
21952506563250,2012-01-01,16
21952506563500,2012-01-01,43
