Geografi,År,Kjønn,Alder vises ikke,Fornøydhet med helsa,SOES,Måltall,value
Kragerø,2023,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Kragerø,2023,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Kragerø,2023,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Kragerø,2024,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",63.4746018485831
Kragerø,2024,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",75.0043926884829
Kragerø,2024,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",52.1154619480416
Kragerø,2025,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Kragerø,2025,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Kragerø,2025,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Drangedal,2016,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Drangedal,2016,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Drangedal,2016,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Drangedal,2017,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Drangedal,2017,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Drangedal,2017,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Drangedal,2018,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",65.3911664684902
Drangedal,2018,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",64.5282059177201
Drangedal,2018,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",66.0773986941174
Drangedal,2019,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Drangedal,2019,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Drangedal,2019,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Drangedal,2020,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Drangedal,2020,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Drangedal,2020,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Drangedal,2021,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",74.5366907986916
Drangedal,2021,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",81.7318275950807
Drangedal,2021,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",67.8795062115689
Drangedal,2022,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Drangedal,2022,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Drangedal,2022,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Drangedal,2023,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Drangedal,2023,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Drangedal,2023,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Drangedal,2024,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",72.2503258760742
Drangedal,2024,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",77.4104235013347
Drangedal,2024,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",67.0887816607569
Drangedal,2025,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Drangedal,2025,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Drangedal,2025,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Nome,2016,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Nome,2016,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Nome,2016,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Nome,2017,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Nome,2017,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Nome,2017,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Nome,2018,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",68.0371024292714
Nome,2018,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",79.2263187210078
Nome,2018,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",57.5224928829486
Nome,2019,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Nome,2019,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Nome,2019,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Nome,2020,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Nome,2020,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Nome,2020,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Nome,2021,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",64.6251737791915
Nome,2021,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",76.507443206768
Nome,2021,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",52.0811119628964
Nome,2022,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Nome,2022,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Nome,2022,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Nome,2023,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Nome,2023,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Nome,2023,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Nome,2024,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",70.9574394953773
Nome,2024,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",85.9866347388771
Nome,2024,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",55.256697149046
Nome,2025,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Nome,2025,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Nome,2025,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Midt-Telemark,2016,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Midt-Telemark,2016,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Midt-Telemark,2016,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Midt-Telemark,2017,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Midt-Telemark,2017,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Midt-Telemark,2017,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Midt-Telemark,2018,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",68.8928275641269
Midt-Telemark,2018,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",77.7555290257102
Midt-Telemark,2018,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",60.0616930228699
Midt-Telemark,2019,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Midt-Telemark,2019,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Midt-Telemark,2019,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Midt-Telemark,2020,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Midt-Telemark,2020,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Midt-Telemark,2020,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Midt-Telemark,2021,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",63.3848480543444
Midt-Telemark,2021,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",68.9988619866096
Midt-Telemark,2021,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",57.9911645141207
Midt-Telemark,2022,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Midt-Telemark,2022,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Midt-Telemark,2022,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Midt-Telemark,2023,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Midt-Telemark,2023,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Midt-Telemark,2023,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Midt-Telemark,2024,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",:
Midt-Telemark,2024,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",:
Midt-Telemark,2024,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",:
Midt-Telemark,2025,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Midt-Telemark,2025,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Midt-Telemark,2025,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Seljord,2016,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Seljord,2016,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Seljord,2016,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Seljord,2017,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Seljord,2017,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Seljord,2017,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Seljord,2018,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",67.008363806646
Seljord,2018,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",67.8524554386215
Seljord,2018,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",66.9176328299408
Seljord,2019,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Seljord,2019,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Seljord,2019,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Seljord,2020,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Seljord,2020,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Seljord,2020,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Seljord,2021,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",70.719148108418
Seljord,2021,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",:
Seljord,2021,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",:
Seljord,2022,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Seljord,2022,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Seljord,2022,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Seljord,2023,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Seljord,2023,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Seljord,2023,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Seljord,2024,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",67.436768678814
Seljord,2024,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",78.5817760839206
Seljord,2024,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",56.0456590519112
Seljord,2025,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Seljord,2025,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Seljord,2025,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Hjartdal,2016,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Hjartdal,2016,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Hjartdal,2016,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Hjartdal,2017,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Hjartdal,2017,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Hjartdal,2017,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Hjartdal,2018,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",60.447749394778
Hjartdal,2018,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",66.4728528544141
Hjartdal,2018,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",54.5685616729069
Hjartdal,2019,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Hjartdal,2019,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Hjartdal,2019,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Hjartdal,2020,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Hjartdal,2020,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Hjartdal,2020,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Hjartdal,2021,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Hjartdal,2021,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Hjartdal,2021,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Hjartdal,2022,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Hjartdal,2022,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Hjartdal,2022,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Hjartdal,2023,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Hjartdal,2023,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Hjartdal,2023,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Hjartdal,2024,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Hjartdal,2024,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Hjartdal,2024,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Hjartdal,2025,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Hjartdal,2025,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Hjartdal,2025,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Tinn,2016,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Tinn,2016,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Tinn,2016,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Tinn,2017,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Tinn,2017,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Tinn,2017,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Tinn,2018,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",68.4437615096359
Tinn,2018,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",78.3275816840856
Tinn,2018,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",59.3187052636663
Tinn,2019,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Tinn,2019,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Tinn,2019,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Tinn,2020,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Tinn,2020,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Tinn,2020,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Tinn,2021,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",65.3083628516059
Tinn,2021,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",67.8253242137535
Tinn,2021,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",62.3419047864997
Tinn,2022,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Tinn,2022,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Tinn,2022,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Tinn,2023,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Tinn,2023,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Tinn,2023,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Tinn,2024,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",64.9079222329842
Tinn,2024,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",69.2141186061333
Tinn,2024,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",60.2129275461817
Tinn,2025,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Tinn,2025,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Tinn,2025,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Kviteseid,2016,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Kviteseid,2016,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Kviteseid,2016,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Kviteseid,2017,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Kviteseid,2017,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Kviteseid,2017,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Kviteseid,2018,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Kviteseid,2018,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Kviteseid,2018,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Kviteseid,2019,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Kviteseid,2019,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Kviteseid,2019,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Kviteseid,2020,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Kviteseid,2020,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Kviteseid,2020,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Kviteseid,2021,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Kviteseid,2021,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Kviteseid,2021,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Kviteseid,2022,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Kviteseid,2022,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Kviteseid,2022,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Kviteseid,2023,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Kviteseid,2023,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Kviteseid,2023,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Kviteseid,2024,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Kviteseid,2024,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Kviteseid,2024,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Kviteseid,2025,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Kviteseid,2025,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Kviteseid,2025,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Nissedal,2016,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Nissedal,2016,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Nissedal,2016,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Nissedal,2017,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Nissedal,2017,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Nissedal,2017,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Nissedal,2018,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Nissedal,2018,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Nissedal,2018,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Nissedal,2019,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Nissedal,2019,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Nissedal,2019,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Nissedal,2020,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Nissedal,2020,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Nissedal,2020,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Nissedal,2021,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Nissedal,2021,gutter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Nissedal,2021,jenter,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
Nissedal,2022,kjønn samlet,8-10.trinn,Litt eller svært fornøyd,SOES 0,"andel (prosent, standardisert)",.
