Geografi,År,Kjønn,Alder,Utdanningsnivå,Måltall,value
Nissedal,2015-2021,kvinner,ved fødsel,grunnskole,leveår,-
Nissedal,2015-2021,kvinner,ved fødsel,videregående eller høyere,leveår,-
Nissedal,2015-2021,kvinner,ved fødsel,videregående,leveår,-
Nissedal,2015-2021,kvinner,ved fødsel,universitet/ høgskole,leveår,-
Nissedal,2015-2021,kvinner,30 år,alle utdanningsnivåer,leveår,85.341965
Nissedal,2015-2021,kvinner,30 år,grunnskole,leveår,:
Nissedal,2015-2021,kvinner,30 år,videregående eller høyere,leveår,:
Nissedal,2015-2021,kvinner,30 år,videregående,leveår,:
Nissedal,2015-2021,kvinner,30 år,universitet/ høgskole,leveår,:
Nissedal,2015-2021,kvinner,65 år,alle utdanningsnivåer,leveår,87.114883
Nissedal,2015-2021,kvinner,65 år,grunnskole,leveår,:
Nissedal,2015-2021,kvinner,65 år,videregående eller høyere,leveår,:
Nissedal,2015-2021,kvinner,65 år,videregående,leveår,:
Nissedal,2015-2021,kvinner,65 år,universitet/ høgskole,leveår,:
Nissedal,2016-2022,kjønn samlet,ved fødsel,alle utdanningsnivåer,leveår,85.719818
Nissedal,2016-2022,kjønn samlet,ved fødsel,grunnskole,leveår,-
Nissedal,2016-2022,kjønn samlet,ved fødsel,videregående eller høyere,leveår,-
Nissedal,2016-2022,kjønn samlet,ved fødsel,videregående,leveår,-
Nissedal,2016-2022,kjønn samlet,ved fødsel,universitet/ høgskole,leveår,-
Nissedal,2016-2022,kjønn samlet,30 år,alle utdanningsnivåer,leveår,85.719833
Nissedal,2016-2022,kjønn samlet,30 år,grunnskole,leveår,:
Nissedal,2016-2022,kjønn samlet,30 år,videregående eller høyere,leveår,:
Nissedal,2016-2022,kjønn samlet,30 år,videregående,leveår,:
Nissedal,2016-2022,kjønn samlet,30 år,universitet/ høgskole,leveår,:
Nissedal,2016-2022,kjønn samlet,65 år,alle utdanningsnivåer,leveår,87.032242
Nissedal,2016-2022,kjønn samlet,65 år,grunnskole,leveår,:
Nissedal,2016-2022,kjønn samlet,65 år,videregående eller høyere,leveår,:
Nissedal,2016-2022,kjønn samlet,65 år,videregående,leveår,:
Nissedal,2016-2022,kjønn samlet,65 år,universitet/ høgskole,leveår,:
Nissedal,2016-2022,menn,ved fødsel,alle utdanningsnivåer,leveår,84.645477
Nissedal,2016-2022,menn,ved fødsel,grunnskole,leveår,-
Nissedal,2016-2022,menn,ved fødsel,videregående eller høyere,leveår,-
Nissedal,2016-2022,menn,ved fødsel,videregående,leveår,-
Nissedal,2016-2022,menn,ved fødsel,universitet/ høgskole,leveår,-
Nissedal,2016-2022,menn,30 år,alle utdanningsnivåer,leveår,84.645485
Nissedal,2016-2022,menn,30 år,grunnskole,leveår,:
Nissedal,2016-2022,menn,30 år,videregående eller høyere,leveår,:
Nissedal,2016-2022,menn,30 år,videregående,leveår,:
Nissedal,2016-2022,menn,30 år,universitet/ høgskole,leveår,:
Nissedal,2016-2022,menn,65 år,alle utdanningsnivåer,leveår,86.041229
Nissedal,2016-2022,menn,65 år,grunnskole,leveår,:
Nissedal,2016-2022,menn,65 år,videregående eller høyere,leveår,:
Nissedal,2016-2022,menn,65 år,videregående,leveår,:
Nissedal,2016-2022,menn,65 år,universitet/ høgskole,leveår,:
Nissedal,2016-2022,kvinner,ved fødsel,alle utdanningsnivåer,leveår,86.794167
Nissedal,2016-2022,kvinner,ved fødsel,grunnskole,leveår,-
Nissedal,2016-2022,kvinner,ved fødsel,videregående eller høyere,leveår,-
Nissedal,2016-2022,kvinner,ved fødsel,videregående,leveår,-
Nissedal,2016-2022,kvinner,ved fødsel,universitet/ høgskole,leveår,-
Nissedal,2016-2022,kvinner,30 år,alle utdanningsnivåer,leveår,86.794174
Nissedal,2016-2022,kvinner,30 år,grunnskole,leveår,:
Nissedal,2016-2022,kvinner,30 år,videregående eller høyere,leveår,:
Nissedal,2016-2022,kvinner,30 år,videregående,leveår,:
Nissedal,2016-2022,kvinner,30 år,universitet/ høgskole,leveår,:
Nissedal,2016-2022,kvinner,65 år,alle utdanningsnivåer,leveår,88.023254
Nissedal,2016-2022,kvinner,65 år,grunnskole,leveår,:
Nissedal,2016-2022,kvinner,65 år,videregående eller høyere,leveår,:
Nissedal,2016-2022,kvinner,65 år,videregående,leveår,:
Nissedal,2016-2022,kvinner,65 år,universitet/ høgskole,leveår,:
Nissedal,2017-2023,kjønn samlet,ved fødsel,alle utdanningsnivåer,leveår,84.921303
Nissedal,2017-2023,kjønn samlet,ved fødsel,grunnskole,leveår,-
Nissedal,2017-2023,kjønn samlet,ved fødsel,videregående eller høyere,leveår,-
Nissedal,2017-2023,kjønn samlet,ved fødsel,videregående,leveår,-
Nissedal,2017-2023,kjønn samlet,ved fødsel,universitet/ høgskole,leveår,-
Nissedal,2017-2023,kjønn samlet,30 år,alle utdanningsnivåer,leveår,84.921295
Nissedal,2017-2023,kjønn samlet,30 år,grunnskole,leveår,:
Nissedal,2017-2023,kjønn samlet,30 år,videregående eller høyere,leveår,:
Nissedal,2017-2023,kjønn samlet,30 år,videregående,leveår,:
Nissedal,2017-2023,kjønn samlet,30 år,universitet/ høgskole,leveår,:
Nissedal,2017-2023,kjønn samlet,65 år,alle utdanningsnivåer,leveår,86.350716
Nissedal,2017-2023,kjønn samlet,65 år,grunnskole,leveår,:
Nissedal,2017-2023,kjønn samlet,65 år,videregående eller høyere,leveår,:
Nissedal,2017-2023,kjønn samlet,65 år,videregående,leveår,:
Nissedal,2017-2023,kjønn samlet,65 år,universitet/ høgskole,leveår,:
Nissedal,2017-2023,menn,ved fødsel,alle utdanningsnivåer,leveår,84.058563
Nissedal,2017-2023,menn,ved fødsel,grunnskole,leveår,-
Nissedal,2017-2023,menn,ved fødsel,videregående eller høyere,leveår,-
Nissedal,2017-2023,menn,ved fødsel,videregående,leveår,-
Nissedal,2017-2023,menn,ved fødsel,universitet/ høgskole,leveår,-
Nissedal,2017-2023,menn,30 år,alle utdanningsnivåer,leveår,84.058563
Nissedal,2017-2023,menn,30 år,grunnskole,leveår,:
Nissedal,2017-2023,menn,30 år,videregående eller høyere,leveår,:
Nissedal,2017-2023,menn,30 år,videregående,leveår,:
Nissedal,2017-2023,menn,30 år,universitet/ høgskole,leveår,:
Nissedal,2017-2023,menn,65 år,alle utdanningsnivåer,leveår,85.72438
Nissedal,2017-2023,menn,65 år,grunnskole,leveår,:
Nissedal,2017-2023,menn,65 år,videregående eller høyere,leveår,:
Nissedal,2017-2023,menn,65 år,videregående,leveår,:
Nissedal,2017-2023,menn,65 år,universitet/ høgskole,leveår,:
Nissedal,2017-2023,kvinner,ved fødsel,alle utdanningsnivåer,leveår,85.784042
Nissedal,2017-2023,kvinner,ved fødsel,grunnskole,leveår,-
Nissedal,2017-2023,kvinner,ved fødsel,videregående eller høyere,leveår,-
Nissedal,2017-2023,kvinner,ved fødsel,videregående,leveår,-
Nissedal,2017-2023,kvinner,ved fødsel,universitet/ høgskole,leveår,-
Nissedal,2017-2023,kvinner,30 år,alle utdanningsnivåer,leveår,85.784035
Nissedal,2017-2023,kvinner,30 år,grunnskole,leveår,:
Nissedal,2017-2023,kvinner,30 år,videregående eller høyere,leveår,:
Nissedal,2017-2023,kvinner,30 år,videregående,leveår,:
Nissedal,2017-2023,kvinner,30 år,universitet/ høgskole,leveår,:
Nissedal,2017-2023,kvinner,65 år,alle utdanningsnivåer,leveår,86.977051
Nissedal,2017-2023,kvinner,65 år,grunnskole,leveår,:
Nissedal,2017-2023,kvinner,65 år,videregående eller høyere,leveår,:
Nissedal,2017-2023,kvinner,65 år,videregående,leveår,:
Nissedal,2017-2023,kvinner,65 år,universitet/ høgskole,leveår,:
Nissedal,2018-2024,kjønn samlet,ved fødsel,alle utdanningsnivåer,leveår,83.986984
Nissedal,2018-2024,kjønn samlet,ved fødsel,grunnskole,leveår,-
Nissedal,2018-2024,kjønn samlet,ved fødsel,videregående eller høyere,leveår,-
Nissedal,2018-2024,kjønn samlet,ved fødsel,videregående,leveår,-
Nissedal,2018-2024,kjønn samlet,ved fødsel,universitet/ høgskole,leveår,-
Nissedal,2018-2024,kjønn samlet,30 år,alle utdanningsnivåer,leveår,83.986992
Nissedal,2018-2024,kjønn samlet,30 år,grunnskole,leveår,:
Nissedal,2018-2024,kjønn samlet,30 år,videregående eller høyere,leveår,:
Nissedal,2018-2024,kjønn samlet,30 år,videregående,leveår,:
Nissedal,2018-2024,kjønn samlet,30 år,universitet/ høgskole,leveår,:
Nissedal,2018-2024,kjønn samlet,65 år,alle utdanningsnivåer,leveår,85.781403
Nissedal,2018-2024,kjønn samlet,65 år,grunnskole,leveår,:
Nissedal,2018-2024,kjønn samlet,65 år,videregående eller høyere,leveår,:
Nissedal,2018-2024,kjønn samlet,65 år,videregående,leveår,:
Nissedal,2018-2024,kjønn samlet,65 år,universitet/ høgskole,leveår,:
Nissedal,2018-2024,menn,ved fødsel,alle utdanningsnivåer,leveår,83.079567
Nissedal,2018-2024,menn,ved fødsel,grunnskole,leveår,-
Nissedal,2018-2024,menn,ved fødsel,videregående eller høyere,leveår,-
Nissedal,2018-2024,menn,ved fødsel,videregående,leveår,-
Nissedal,2018-2024,menn,ved fødsel,universitet/ høgskole,leveår,-
Nissedal,2018-2024,menn,30 år,alle utdanningsnivåer,leveår,83.079575
Nissedal,2018-2024,menn,30 år,grunnskole,leveår,:
Nissedal,2018-2024,menn,30 år,videregående eller høyere,leveår,:
Nissedal,2018-2024,menn,30 år,videregående,leveår,:
Nissedal,2018-2024,menn,30 år,universitet/ høgskole,leveår,:
Nissedal,2018-2024,menn,65 år,alle utdanningsnivåer,leveår,85.03878
Nissedal,2018-2024,menn,65 år,grunnskole,leveår,:
Nissedal,2018-2024,menn,65 år,videregående eller høyere,leveår,:
Nissedal,2018-2024,menn,65 år,videregående,leveår,:
Nissedal,2018-2024,menn,65 år,universitet/ høgskole,leveår,:
Nissedal,2018-2024,kvinner,ved fødsel,alle utdanningsnivåer,leveår,84.894409
Nissedal,2018-2024,kvinner,ved fødsel,grunnskole,leveår,-
Nissedal,2018-2024,kvinner,ved fødsel,videregående eller høyere,leveår,-
Nissedal,2018-2024,kvinner,ved fødsel,videregående,leveår,-
Nissedal,2018-2024,kvinner,ved fødsel,universitet/ høgskole,leveår,-
Nissedal,2018-2024,kvinner,30 år,alle utdanningsnivåer,leveår,84.894409
Nissedal,2018-2024,kvinner,30 år,grunnskole,leveår,:
Nissedal,2018-2024,kvinner,30 år,videregående eller høyere,leveår,:
Nissedal,2018-2024,kvinner,30 år,videregående,leveår,:
Nissedal,2018-2024,kvinner,30 år,universitet/ høgskole,leveår,:
Nissedal,2018-2024,kvinner,65 år,alle utdanningsnivåer,leveår,86.524025
Nissedal,2018-2024,kvinner,65 år,grunnskole,leveår,:
Nissedal,2018-2024,kvinner,65 år,videregående eller høyere,leveår,:
Nissedal,2018-2024,kvinner,65 år,videregående,leveår,:
Nissedal,2018-2024,kvinner,65 år,universitet/ høgskole,leveår,:
Fyresdal,2009-2015,kjønn samlet,ved fødsel,alle utdanningsnivåer,leveår,:
Fyresdal,2009-2015,kjønn samlet,ved fødsel,grunnskole,leveår,-
Fyresdal,2009-2015,kjønn samlet,ved fødsel,videregående eller høyere,leveår,-
Fyresdal,2009-2015,kjønn samlet,ved fødsel,videregående,leveår,-
Fyresdal,2009-2015,kjønn samlet,ved fødsel,universitet/ høgskole,leveår,-
Fyresdal,2009-2015,kjønn samlet,30 år,alle utdanningsnivåer,leveår,:
Fyresdal,2009-2015,kjønn samlet,30 år,grunnskole,leveår,:
Fyresdal,2009-2015,kjønn samlet,30 år,videregående eller høyere,leveår,:
Fyresdal,2009-2015,kjønn samlet,30 år,videregående,leveår,:
Fyresdal,2009-2015,kjønn samlet,30 år,universitet/ høgskole,leveår,:
Fyresdal,2009-2015,kjønn samlet,65 år,alle utdanningsnivåer,leveår,:
Fyresdal,2009-2015,kjønn samlet,65 år,grunnskole,leveår,:
Fyresdal,2009-2015,kjønn samlet,65 år,videregående eller høyere,leveår,:
Fyresdal,2009-2015,kjønn samlet,65 år,videregående,leveår,:
Fyresdal,2009-2015,kjønn samlet,65 år,universitet/ høgskole,leveår,:
Fyresdal,2009-2015,menn,ved fødsel,alle utdanningsnivåer,leveår,:
Fyresdal,2009-2015,menn,ved fødsel,grunnskole,leveår,-
Fyresdal,2009-2015,menn,ved fødsel,videregående eller høyere,leveår,-
Fyresdal,2009-2015,menn,ved fødsel,videregående,leveår,-
Fyresdal,2009-2015,menn,ved fødsel,universitet/ høgskole,leveår,-
Fyresdal,2009-2015,menn,30 år,alle utdanningsnivåer,leveår,:
Fyresdal,2009-2015,menn,30 år,grunnskole,leveår,:
Fyresdal,2009-2015,menn,30 år,videregående eller høyere,leveår,:
Fyresdal,2009-2015,menn,30 år,videregående,leveår,:
Fyresdal,2009-2015,menn,30 år,universitet/ høgskole,leveår,:
Fyresdal,2009-2015,menn,65 år,alle utdanningsnivåer,leveår,:
Fyresdal,2009-2015,menn,65 år,grunnskole,leveår,:
Fyresdal,2009-2015,menn,65 år,videregående eller høyere,leveår,:
Fyresdal,2009-2015,menn,65 år,videregående,leveår,:
Fyresdal,2009-2015,menn,65 år,universitet/ høgskole,leveår,:
Fyresdal,2009-2015,kvinner,ved fødsel,alle utdanningsnivåer,leveår,:
Fyresdal,2009-2015,kvinner,ved fødsel,grunnskole,leveår,-
Fyresdal,2009-2015,kvinner,ved fødsel,videregående eller høyere,leveår,-
Fyresdal,2009-2015,kvinner,ved fødsel,videregående,leveår,-
Fyresdal,2009-2015,kvinner,ved fødsel,universitet/ høgskole,leveår,-
Fyresdal,2009-2015,kvinner,30 år,alle utdanningsnivåer,leveår,:
Fyresdal,2009-2015,kvinner,30 år,grunnskole,leveår,:
Fyresdal,2009-2015,kvinner,30 år,videregående eller høyere,leveår,:
Fyresdal,2009-2015,kvinner,30 år,videregående,leveår,:
Fyresdal,2009-2015,kvinner,30 år,universitet/ høgskole,leveår,:
Fyresdal,2009-2015,kvinner,65 år,alle utdanningsnivåer,leveår,:
Fyresdal,2009-2015,kvinner,65 år,grunnskole,leveår,:
Fyresdal,2009-2015,kvinner,65 år,videregående eller høyere,leveår,:
Fyresdal,2009-2015,kvinner,65 år,videregående,leveår,:
Fyresdal,2009-2015,kvinner,65 år,universitet/ høgskole,leveår,:
Fyresdal,2010-2016,kjønn samlet,ved fødsel,alle utdanningsnivåer,leveår,:
Fyresdal,2010-2016,kjønn samlet,ved fødsel,grunnskole,leveår,-
Fyresdal,2010-2016,kjønn samlet,ved fødsel,videregående eller høyere,leveår,-
Fyresdal,2010-2016,kjønn samlet,ved fødsel,videregående,leveår,-
Fyresdal,2010-2016,kjønn samlet,ved fødsel,universitet/ høgskole,leveår,-
Fyresdal,2010-2016,kjønn samlet,30 år,alle utdanningsnivåer,leveår,:
Fyresdal,2010-2016,kjønn samlet,30 år,grunnskole,leveår,:
Fyresdal,2010-2016,kjønn samlet,30 år,videregående eller høyere,leveår,:
Fyresdal,2010-2016,kjønn samlet,30 år,videregående,leveår,:
Fyresdal,2010-2016,kjønn samlet,30 år,universitet/ høgskole,leveår,:
Fyresdal,2010-2016,kjønn samlet,65 år,alle utdanningsnivåer,leveår,:
Fyresdal,2010-2016,kjønn samlet,65 år,grunnskole,leveår,:
Fyresdal,2010-2016,kjønn samlet,65 år,videregående eller høyere,leveår,:
Fyresdal,2010-2016,kjønn samlet,65 år,videregående,leveår,:
Fyresdal,2010-2016,kjønn samlet,65 år,universitet/ høgskole,leveår,:
Fyresdal,2010-2016,menn,ved fødsel,alle utdanningsnivåer,leveår,:
Fyresdal,2010-2016,menn,ved fødsel,grunnskole,leveår,-
Fyresdal,2010-2016,menn,ved fødsel,videregående eller høyere,leveår,-
Fyresdal,2010-2016,menn,ved fødsel,videregående,leveår,-
Fyresdal,2010-2016,menn,ved fødsel,universitet/ høgskole,leveår,-
Fyresdal,2010-2016,menn,30 år,alle utdanningsnivåer,leveår,:
Fyresdal,2010-2016,menn,30 år,grunnskole,leveår,:
Fyresdal,2010-2016,menn,30 år,videregående eller høyere,leveår,:
Fyresdal,2010-2016,menn,30 år,videregående,leveår,:
Fyresdal,2010-2016,menn,30 år,universitet/ høgskole,leveår,:
Fyresdal,2010-2016,menn,65 år,alle utdanningsnivåer,leveår,:
Fyresdal,2010-2016,menn,65 år,grunnskole,leveår,:
Fyresdal,2010-2016,menn,65 år,videregående eller høyere,leveår,:
Fyresdal,2010-2016,menn,65 år,videregående,leveår,:
Fyresdal,2010-2016,menn,65 år,universitet/ høgskole,leveår,:
Fyresdal,2010-2016,kvinner,ved fødsel,alle utdanningsnivåer,leveår,:
Fyresdal,2010-2016,kvinner,ved fødsel,grunnskole,leveår,-
Fyresdal,2010-2016,kvinner,ved fødsel,videregående eller høyere,leveår,-
Fyresdal,2010-2016,kvinner,ved fødsel,videregående,leveår,-
Fyresdal,2010-2016,kvinner,ved fødsel,universitet/ høgskole,leveår,-
Fyresdal,2010-2016,kvinner,30 år,alle utdanningsnivåer,leveår,:
Fyresdal,2010-2016,kvinner,30 år,grunnskole,leveår,:
Fyresdal,2010-2016,kvinner,30 år,videregående eller høyere,leveår,:
Fyresdal,2010-2016,kvinner,30 år,videregående,leveår,:
Fyresdal,2010-2016,kvinner,30 år,universitet/ høgskole,leveår,:
Fyresdal,2010-2016,kvinner,65 år,alle utdanningsnivåer,leveår,:
Fyresdal,2010-2016,kvinner,65 år,grunnskole,leveår,:
Fyresdal,2010-2016,kvinner,65 år,videregående eller høyere,leveår,:
Fyresdal,2010-2016,kvinner,65 år,videregående,leveår,:
Fyresdal,2010-2016,kvinner,65 år,universitet/ høgskole,leveår,:
Fyresdal,2011-2017,kjønn samlet,ved fødsel,alle utdanningsnivåer,leveår,:
Fyresdal,2011-2017,kjønn samlet,ved fødsel,grunnskole,leveår,-
Fyresdal,2011-2017,kjønn samlet,ved fødsel,videregående eller høyere,leveår,-
Fyresdal,2011-2017,kjønn samlet,ved fødsel,videregående,leveår,-
Fyresdal,2011-2017,kjønn samlet,ved fødsel,universitet/ høgskole,leveår,-
Fyresdal,2011-2017,kjønn samlet,30 år,alle utdanningsnivåer,leveår,:
Fyresdal,2011-2017,kjønn samlet,30 år,grunnskole,leveår,:
Fyresdal,2011-2017,kjønn samlet,30 år,videregående eller høyere,leveår,:
Fyresdal,2011-2017,kjønn samlet,30 år,videregående,leveår,:
Fyresdal,2011-2017,kjønn samlet,30 år,universitet/ høgskole,leveår,:
Fyresdal,2011-2017,kjønn samlet,65 år,alle utdanningsnivåer,leveår,:
Fyresdal,2011-2017,kjønn samlet,65 år,grunnskole,leveår,:
Fyresdal,2011-2017,kjønn samlet,65 år,videregående eller høyere,leveår,:
Fyresdal,2011-2017,kjønn samlet,65 år,videregående,leveår,:
Fyresdal,2011-2017,kjønn samlet,65 år,universitet/ høgskole,leveår,:
Fyresdal,2011-2017,menn,ved fødsel,alle utdanningsnivåer,leveår,:
Fyresdal,2011-2017,menn,ved fødsel,grunnskole,leveår,-
Fyresdal,2011-2017,menn,ved fødsel,videregående eller høyere,leveår,-
Fyresdal,2011-2017,menn,ved fødsel,videregående,leveår,-
Fyresdal,2011-2017,menn,ved fødsel,universitet/ høgskole,leveår,-
Fyresdal,2011-2017,menn,30 år,alle utdanningsnivåer,leveår,:
Fyresdal,2011-2017,menn,30 år,grunnskole,leveår,:
Fyresdal,2011-2017,menn,30 år,videregående eller høyere,leveår,:
Fyresdal,2011-2017,menn,30 år,videregående,leveår,:
Fyresdal,2011-2017,menn,30 år,universitet/ høgskole,leveår,:
Fyresdal,2011-2017,menn,65 år,alle utdanningsnivåer,leveår,:
Fyresdal,2011-2017,menn,65 år,grunnskole,leveår,:
Fyresdal,2011-2017,menn,65 år,videregående eller høyere,leveår,:
Fyresdal,2011-2017,menn,65 år,videregående,leveår,:
Fyresdal,2011-2017,menn,65 år,universitet/ høgskole,leveår,:
Fyresdal,2011-2017,kvinner,ved fødsel,alle utdanningsnivåer,leveår,:
Fyresdal,2011-2017,kvinner,ved fødsel,grunnskole,leveår,-
Fyresdal,2011-2017,kvinner,ved fødsel,videregående eller høyere,leveår,-
Fyresdal,2011-2017,kvinner,ved fødsel,videregående,leveår,-
Fyresdal,2011-2017,kvinner,ved fødsel,universitet/ høgskole,leveår,-
Fyresdal,2011-2017,kvinner,30 år,alle utdanningsnivåer,leveår,:
Fyresdal,2011-2017,kvinner,30 år,grunnskole,leveår,:
Fyresdal,2011-2017,kvinner,30 år,videregående eller høyere,leveår,:
Fyresdal,2011-2017,kvinner,30 år,videregående,leveår,:
Fyresdal,2011-2017,kvinner,30 år,universitet/ høgskole,leveår,:
Fyresdal,2011-2017,kvinner,65 år,alle utdanningsnivåer,leveår,:
Fyresdal,2011-2017,kvinner,65 år,grunnskole,leveår,:
Fyresdal,2011-2017,kvinner,65 år,videregående eller høyere,leveår,:
Fyresdal,2011-2017,kvinner,65 år,videregående,leveår,:
Fyresdal,2011-2017,kvinner,65 år,universitet/ høgskole,leveår,:
Fyresdal,2012-2018,kjønn samlet,ved fødsel,alle utdanningsnivåer,leveår,:
Fyresdal,2012-2018,kjønn samlet,ved fødsel,grunnskole,leveår,-
Fyresdal,2012-2018,kjønn samlet,ved fødsel,videregående eller høyere,leveår,-
Fyresdal,2012-2018,kjønn samlet,ved fødsel,videregående,leveår,-
Fyresdal,2012-2018,kjønn samlet,ved fødsel,universitet/ høgskole,leveår,-
Fyresdal,2012-2018,kjønn samlet,30 år,alle utdanningsnivåer,leveår,:
Fyresdal,2012-2018,kjønn samlet,30 år,grunnskole,leveår,:
