Kommune,Andel,Label
Porsgrunn,6,Porsgrunn
Skien,7,Skien
Notodden,7,Notodden
Siljan,7,Siljan
Bamble,8,Bamble
Kragerø,7,Kragerø
Drangedal,7,Drangedal
Nome,7,Nome
Midt-Telemark,7,Midt-Telemark
Seljord,6,Seljord
Hjartdal,8,Hjartdal
Tinn,7,Tinn
Kviteseid,7,Kviteseid
Nissedal,6,Nissedal
Fyresdal,5,Fyresdal
Tokke,4,Tokke
Vinje,5,Vinje
