Kommune,Andel,Label
Porsgrunn,84,Porsgrunn
Skien,83,Skien
Notodden,83,Notodden
Siljan,86,Siljan
Bamble,84,Bamble
Kragerø,85,Kragerø
Drangedal,85,Drangedal
Nome,85,Nome
Midt-Telemark,82,Midt-Telemark
Seljord,84,Seljord
Hjartdal,81,Hjartdal
Tinn,82,Tinn
Kviteseid,86,Kviteseid
Nissedal,87,Nissedal
Fyresdal,86,Fyresdal
Tokke,86,Tokke
Vinje,86,Vinje
