Kommune,Andel,Label
Porsgrunn,92,Porsgrunn
Skien,90,Skien
Notodden,94,Notodden
Siljan,97,Siljan
Bamble,96,Bamble
Kragerø,94,Kragerø
Drangedal,95,Drangedal
Nome,96,Nome
Midt-Telemark,96,Midt-Telemark
Seljord,97,Seljord
Hjartdal,94,Hjartdal
Tinn,97,Tinn
Kviteseid,97,Kviteseid
Nissedal,98,Nissedal
Fyresdal,97,Fyresdal
Tokke,97,Tokke
Vinje,97,Vinje
