Kommune,Andel,Label
Porsgrunn,68,Porsgrunn
Skien,61,Skien
Notodden,30,Notodden
Siljan,46,Siljan
Bamble,57,Bamble
Kragerø,27,Kragerø
Drangedal,14,Drangedal
Nome,30,Nome
Midt-Telemark,36,Midt-Telemark
Seljord,32,Seljord
Hjartdal,14,Hjartdal
Tinn,20,Tinn
Kviteseid,10,Kviteseid
Nissedal,5,Nissedal
Fyresdal,17,Fyresdal
Tokke,9,Tokke
Vinje,10,Vinje
