Kommune,Andel,Label
Porsgrunn,12,Porsgrunn
Skien,14,Skien
Notodden,15,Notodden
Siljan,14,Siljan
Bamble,15,Bamble
Kragerø,15,Kragerø
Drangedal,15,Drangedal
Nome,15,Nome
Midt-Telemark,14,Midt-Telemark
Seljord,13,Seljord
Hjartdal,16,Hjartdal
Tinn,14,Tinn
Kviteseid,12,Kviteseid
Nissedal,16,Nissedal
Fyresdal,11,Fyresdal
Tokke,12,Tokke
Vinje,10,Vinje
