Kommune,Andel,Label
Porsgrunn,0.3924,Porsgrunn
Skien,0.3991,Skien
Notodden,0.4334,Notodden
Siljan,0.3722,Siljan
Bamble,0.4118,Bamble
Kragerø,0.4196,Kragerø
Drangedal,0.4222,Drangedal
Nome,0.4149,Nome
Midt-Telemark,0.3989,Midt-Telemark
Seljord,0.4157,Seljord
Hjartdal,0.42,Hjartdal
Tinn,0.4155,Tinn
Kviteseid,0.3917,Kviteseid
Nissedal,0.4234,Nissedal
Fyresdal,0.3599,Fyresdal
Tokke,0.3599,Tokke
Vinje,0.3832,Vinje
