Kommune,Andel,Label
Porsgrunn,30,Porsgrunn
Skien,30,Skien
Notodden,28,Notodden
Siljan,26,Siljan
Bamble,32,Bamble
Kragerø,31,Kragerø
Drangedal,26,Drangedal
Nome,26,Nome
Midt-Telemark,30,Midt-Telemark
Seljord,26,Seljord
Hjartdal,21,Hjartdal
Tinn,22,Tinn
Kviteseid,31,Kviteseid
Nissedal,34,Nissedal
Fyresdal,25,Fyresdal
Tokke,27,Tokke
Vinje,27,Vinje
