Kommune,Andel,Label
Porsgrunn,0.7386,Porsgrunn
Skien,0.6021,Skien
Notodden,0.5269,Notodden
Siljan,0.456,Siljan
Bamble,0.5958,Bamble
Kragerø,0.4207,Kragerø
Drangedal,0.2868,Drangedal
Nome,0.2979,Nome
Midt-Telemark,0.6575,Midt-Telemark
Seljord,0.4759,Seljord
Hjartdal,0.2088,Hjartdal
Tinn,0.2001,Tinn
Kviteseid,0.4908,Kviteseid
Nissedal,0.4867,Nissedal
Fyresdal,0.5138,Fyresdal
Tokke,0.4812,Tokke
Vinje,0.3982,Vinje
